Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_55up,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_55up,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_55up,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_55up,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_55up,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct
0,7175.705063219666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
1,7126.540499244296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010920403547786067,-1.4146687876072416E-4,-3.8555884387162274E-4,0.0,-4.555480933778622E-4,-1.5619973413712963E-4,-4.181694982017215E-4,-1.448439194154994E-4,-1.8639994695222062E-4,-6.40149763160465E-4,-5.2089871665488306E-5,-2.617047277214517E-4,-1.2511718063161977E-4,-2.5116644085401463E-4,6.63093361283338E-5,-3.642352434458362E-4,-1.3182377579803436E-4,-1.2633967904128256E-4,-5.258574380929078E-5,2.0892721079967786E-5,-4.820417112051272E-5,-3.3290044919006226E-5,-9.756213422996994E-5,3.6073080990024927E-5,-5.1275603970854584E-5,-1.9485584314481766E-5,-6.452474095708739E-6,5.766665392644227E-4,1.371246550977005E-4,0.0,0.0,2.9746971258405613E-4,2.491447491895284E-4,7.522406723747169E-5,2.549831030070618E-5,4.071772992761727E-5,0.003984309535398015,-0.032657562237763366,-0.09918998130183172,-0.09079770158889386,-1.324161669537476E-7,-3.825191279579354E-5,6.256876194841181E-5,-5.013377050743635E-4,-2.7303966091499828E-5
2,6804.6212056822105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005826228564083602,-7.608032665447148E-4,-0.002049779719352733,0.0,-0.002445034407560263,-8.058948902458575E-4,-0.0022280864494256493,-7.708005925496454E-4,-0.0010067058354256053,-9.626416494622713E-4,3.4775940971129945E-5,-5.216511546161057E-4,-2.7178672649883336E-4,-2.861111244025706E-4,5.323174437163626E-4,-9.273559583227139E-4,-3.482347599705911E-4,-2.2407106145881618E-4,-3.478585878267395E-4,7.484474147807313E-5,-2.526005890490492E-4,-1.6793733488272512E-4,-4.960641219049462E-4,1.4157596385148982E-4,-2.65543052988855E-4,-1.0009819722424341E-4,-4.365425560659716E-5,0.0025676830283663534,6.124747183488945E-4,0.0,0.0,0.0013236646317220941,0.0011156701492061093,3.30812827707937E-4,1.1177342868741958E-4,1.8014399884714363E-4,-0.0058247414077815,-0.03453014035017153,-0.09772425239686096,-0.05917283737089338,1.012799594939475E-6,-7.09483450223957E-5,3.29368369554141E-4,-0.002129667383096521,-1.1597545518561742E-4
3,6256.712155328187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4978916860106969,-0.06134503999930183,-0.1775995073855646,0.0,-0.20177064835106112,-0.06373460225404912,-0.19555066503837618,-0.06778322128662781,-0.08899817987933616,-0.02358614387268652,0.014410386259248155,-0.027521978488813607,-0.015349450363158618,0.005248260384191888,0.06220980757731443,-0.06630662851552684,-0.025014734444837688,-0.01138879545937111,-0.05739249076118117,0.003449140950988168,-0.032200945869211996,-0.019778221524265338,-0.05821915931774707,0.011203850030463876,-0.03496033235998589,-0.012676231005457872,-0.00863424764755326,0.10995144486058178,0.03232991595980847,0.0,0.0,0.05488602845142419,0.0744660019699193,-0.004837751142216414,-0.002909615443686491,0.002464829003879995,-0.32291874025829725,-0.11150334734645535,-0.4774515519772849,-0.07198869498322802,7.490804791623675E-4,0.03741224054027706,0.04864832035178786,0.23952971432568732,0.012842772732283885
4,6020.09324940621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8906086085591637,-0.10933214720530329,-0.3157016306399839,0.0,-0.3565344670119015,-0.11435375631849361,-0.3481208074240709,-0.12158764857768066,-0.15775425119481568,-0.046431722101168846,0.026670822840653294,-0.05208807829103744,-0.028827788456735254,0.008559456620256029,0.1150676276517258,-0.12438111001712628,-0.046480967529797544,-0.022218859815215677,-0.0829688639956524,0.010708071361559749,-0.052552905515318896,-0.033035598233033106,-0.09639831983726935,0.025093724124810167,-0.05738751162181708,-0.020924035200962622,-0.012761386924519186,0.20357226470490547,0.060036470140308676,0.0,0.0,0.10081435484917377,0.13824104798195996,-0.009496604922321883,-0.0057162577780643185,0.0041754063297542434,-0.6343602692527328,-0.18127198198137956,-0.4466357247052941,-0.14969839077747793,1.0107532268348188E-4,-0.021177915797073087,0.07284600572959699,0.3969107668655606,0.021208216862333443
5,5499.979975750924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.249803349174541,-0.14939901935869224,-0.438920669126548,0.0,-0.48170386367473955,-0.15862689687805712,-0.48739621804581845,-0.17314815707411713,-0.2188746725137682,-0.07469855315876449,0.045043015650824796,-0.08439950680011366,-0.04549156550198401,0.015074153377616887,0.18450156631558962,-0.20068833343464265,-0.07329355082289116,-0.03885105631474092,-0.12380709895722741,0.018319365729443364,-0.08093758072584684,-0.051094214655949835,-0.14793342673229037,0.03977753194888997,-0.08721845099423912,-0.03219955465773106,-0.018491091680509154,0.3110301597205636,0.09338819561836942,0.0,0.0,0.15130054760099979,0.21599444075209395,-0.018212218453769035,-0.01069457844644745,0.005013604344423312,-0.49397055187400113,-0.15383430072269486,-0.36572478446089596,-0.12629483852058046,-9.858169675963464E-4,-0.12853412206978798,0.12581851742980749,0.5690612809381025,0.030359913950953797
6,5267.888231014107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.235945231369931,-0.11061708587734492,-0.42503686909806476,0.0,-0.35855898271978975,-0.1478028709106669,-0.48958768826063304,-0.18932426933864213,-0.2074001226416281,-0.16392540027858066,0.08169966894967623,-0.16083544567276536,-0.09277537171890586,0.016074073588585026,0.35006957647135317,-0.3878289175516453,-0.14480151211301123,-0.07867738620982048,-0.22603244283411988,0.038026090517063994,-0.14756475298339355,-0.09849151040325005,-0.23109937080133047,0.08739836646479616,-0.16871751472028496,-0.06158563900797444,-0.034092365043606424,0.5335082400964275,0.16955174406817647,0.0,0.0,0.23639037062663806,0.4002777670500255,-0.05644376156909285,-0.031060262658073316,-6.971916705316404E-4,-0.50534916784082,-0.15207588614302112,-0.2990130545150789,-0.10214613857589665,-2.6278801810748233E-4,-0.13982003512947322,0.2595751509329524,0.9549412150182365,0.0505804803052701
7,4997.076948809557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6847258802060976,0.3544216573667286,-0.3066026683822059,0.0,1.1973262537688198,-0.16448519407344264,-0.596128262999069,-0.5184326324976333,-0.0020702137079195437,-1.7276316718053615,0.6182072497553239,-1.375638884431872,-0.879829356035816,-0.10520913898886003,2.935189991013157,-3.3280781063729354,-1.3322291945533031,-0.6851981433014186,-0.8941642064566246,0.569237228224965,-0.8427903843248451,-0.713668034589354,-0.1726455751357263,1.2329557457188194,-1.2752904361859203,-0.4370770753126098,-0.22176972814967394,4.414270895018568,1.446630550105063,0.0,0.0,1.518534474194489,3.394710350951261,-0.6316376230588142,-0.371208301251744,-0.10353085325365706,-0.41794261487514983,-0.07674126003327163,-0.13905322777337145,-0.2894977279218006,0.017901005103267024,0.6764825736633207,0.2289984070512326,0.8008899049994884,0.025364178962322705
8,4986.601795510851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6740884492136328,0.372702070159415,-0.3044936321672158,0.0,1.20595345055262,-0.14076849557911866,-0.6063990487007292,-0.5274112684566054,-0.001077871392034243,-1.732381980394753,0.6275613164029762,-1.3729756316712678,-0.8904015415973229,-0.06623282562164964,2.9730528959932707,-3.3505967319805086,-1.3597606598487615,-0.6806211455663729,-0.8897879331973527,0.584343404487509,-0.8499754056762837,-0.7250926531848013,-0.1750755348786886,1.2731474649890435,-1.2912306959459325,-0.44858093470472693,-0.22147261193125342,4.448007903728362,1.4636913998482664,0.0,0.0,1.5065091138856546,3.440662604145176,-0.6534092429246192,-0.38514624038267675,-0.11018128637708138,-0.4240888673418597,-0.07819595719019334,-0.16023129532948724,-0.2906678797760372,0.017166540008073924,0.6086998997146916,0.23475846031270725,0.7881323003279689,0.025155990391803797
9,4681.684360558401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3956946200409348,1.2026089550571404,-0.41013620129162004,0.0,0.8847067326879734,1.18036023084435,-1.3525474001966966,-1.0108521709222518,-0.10248690265395133,-1.4806632160223456,0.9713019907234246,-0.7845763835002723,-1.2437930473895,2.205706399599861,4.313466220719214,-3.636087913247135,-2.5852991311435387,-0.1741131722630741,-0.7181668504840959,1.2991384792528207,-1.174612106610607,-1.2790922007999548,-0.14632929660130195,3.2710427968652445,-2.1039889254881987,-1.0194677498764952,-0.22250749116538038,5.036890643896035,2.0151111203215297,0.0,0.0,0.25317718702160863,5.102715007972649,-1.7707901004843265,-1.1078621923064345,-0.4803754711534195,-0.4253184504687926,-0.10228645997995553,-0.15430454923621256,-0.2920319840017105,0.02611355566918832,0.6108824726251239,0.4924493411173551,0.6650590969932746,0.0520579119027116
