Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost
36,1562.8262789436983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1419255592901947,1.797133240539804,-0.38034049487638927,-0.6371440129533869,0.664748776495933,-1.0236322658982249,2.0861331500759426,-0.5378829511717376,-2.1972244676781103,-5.565502370745265,0.0,0.0,0.0,1.2636937992165624,-0.7884689068441684,5.672248340277721,0.0,0.0,-3.293149198161753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7989792397378073,-1.0407255052847733,-0.744936430349986,-3.3656497009591746,0.7553789467403916,-0.529107854136684,4.865392479386595,0.0,-1.3487742210438654,-0.28818360953508443,-0.05711957300590973,-0.4175798114089247,-0.20108295431158907
37,1562.8238554266418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1413483367905135,1.797517963165287,-0.37960443045244263,-0.6387394807663286,0.6636831646667181,-1.0252776656049256,2.086418515548478,-0.5379363870869995,-2.1854802244160343,-5.552644892192818,0.0,0.0,0.0,1.2636862631585766,-0.7809943263033908,5.671480521315999,0.0,0.0,-3.291119772560201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7985745688827814,-1.0401273944120715,-0.743414747302525,-3.361115440326069,0.7550557491291182,-0.529141418673068,4.8675426327964715,0.0,-1.3466619909592603,-0.28802592784776987,-0.05761874638073901,-0.4172100723090736,-0.20109533932852786
38,1562.823174814874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1405733253635457,1.7970271440297023,-0.3795765749154469,-0.6380659122185214,0.6632463449626057,-1.024557768731778,2.0846142682190627,-0.5379937300620347,-2.1843349028789496,-5.548841313723799,0.0,0.0,0.0,1.2603723344418511,-0.7839282392573004,5.66672827940386,0.0,0.0,-3.2931250065240034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.798631903138697,-1.0396880117280318,-0.7431348749695166,-3.360069737927136,0.754164641924004,-0.5287776112406795,4.864818632090763,0.0,-1.3463951420434197,-0.2882320751763241,-0.05764471567173925,-0.4167537354843971,-0.2011484594126827
39,1562.8219715252358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.140274820377096,1.7961492791122133,-0.3795063473962848,-0.6378636253169151,0.6631359861562683,-1.0235979158805613,2.0826280672321307,-0.537894529917415,-2.1805096968028734,-5.552912850037146,0.0,0.0,0.0,1.2613760483914271,-0.7861171189223581,5.666017320100303,0.0,0.0,-3.2938659236255092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7994576954945878,-1.039942042080151,-0.7432384407442095,-3.362383971951561,0.7537276903390815,-0.5283709738686345,4.862760732510185,0.0,-1.3466961437020788,-0.28873515242988074,-0.057681138089778566,-0.4164130405859587,-0.20132027638579972
40,1562.8207542910868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1398386801673333,1.7958602856726076,-0.379023848749204,-0.6374353484537527,0.663288250375433,-1.0231397504623252,2.083370121120072,-0.5373702676715841,-2.189560392493768,-5.561687516272333,0.0,0.0,0.0,1.2648476949135663,-0.7887523067045074,5.671277998114315,0.0,0.0,-3.2976184061181364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8011780243703404,-1.0404962112293261,-0.7434530060082178,-3.361430375589214,0.7540134371947546,-0.5283928142992087,4.863516888370681,0.0,-1.348789474361997,-0.2896117997474705,-0.057840079369592866,-0.414678434181291,-0.2016281644444346
41,1562.8205885316734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.140765810999451,1.7957948243959176,-0.3790043149428002,-0.637622369606538,0.6637020901785202,-1.0229006700867438,2.0840075111055687,-0.537792810872406,-2.176352348624128,-5.567792770847665,0.0,0.0,0.0,1.2667321761984032,-0.7876279758667133,5.676759710048531,0.0,0.0,-3.2936938804900158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.802260716367126,-1.0411032172845578,-0.7439386502290325,-3.369902083699806,0.7545529111121236,-0.5286787606069205,4.865975379188599,0.0,-1.3482255879755642,-0.2899942091093861,-0.05788521899505852,-0.4156539909136516,-0.20177770029402292
42,1562.8204737983194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1404384629510953,1.7959762569245175,-0.3790742191546847,-0.6376236190283077,0.6635801880731734,-1.0233002228142538,2.084681979991565,-0.5375749554878538,-2.1827978569829756,-5.566614980745739,0.0,0.0,0.0,1.2673989009171724,-0.7866987545960634,5.6765005348653315,0.0,0.0,-3.2950177001775716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.801913277511412,-1.0409395088285798,-0.7438503552927769,-3.366386073178702,0.754656026929988,-0.5287568064384117,4.866203100392085,0.0,-1.3485299825657262,-0.2898535144938488,-0.05788991533068003,-0.41526934708548874,-0.2017189960253705
43,1562.8204723821907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1404843253832744,1.7960133630197812,-0.3790544647030214,-0.6375864475501946,0.663630846567359,-1.023372364995569,2.0849914792884983,-0.5376002173415585,-2.1832174101310073,-5.566443358855761,0.0,0.0,0.0,1.2672105259936126,-0.7869149943047609,5.676908655052173,0.0,0.0,-3.2949840777911956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8019228173265347,-1.0410157480977655,-0.7438703450418455,-3.366387578573444,0.7547088060888613,-0.528804259797987,4.866510808639839,0.0,-1.3485537253019066,-0.289810427402586,-0.05788570049875218,-0.41526234147150176,-0.2017107009478637
44,1562.8204722073776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.140468513147571,1.796031521688911,-0.3790669980130086,-0.6375891743837986,0.6636120832793063,-1.023372295868963,2.084970093814847,-0.5375946655383179,-2.183151840934917,-5.566560074012389,0.0,0.0,0.0,1.2673385800590575,-0.786730449999757,5.676906573350023,0.0,0.0,-3.2949859847477687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8019298520766618,-1.040991315716528,-0.7438690172741698,-3.366363442768168,0.7547115679894781,-0.5288147144380856,4.866509857498729,0.0,-1.348546026914558,-0.2898269803449925,-0.057889180953020716,-0.4152624214138858,-0.2017133400038501
45,1562.8204722001462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1404692493841027,1.7960212208780757,-0.3790665792567682,-0.6375893317386006,0.6636144312491852,-1.023369653758228,2.084966790681117,-0.5375943980637959,-2.183137957399365,-5.566552641639109,0.0,0.0,0.0,1.2673294232210521,-0.7867599050366123,5.6769047960963555,0.0,0.0,-3.294982041292979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8019292692369768,-1.0409955113503442,-0.7438711056780393,-3.3663794004892127,0.7547102927760491,-0.5288094976755523,4.866502106088224,0.0,-1.348544810698579,-0.2898249492224544,-0.05788857609331869,-0.4152636151266186,-0.2017131875242108
46,1562.820472200048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1404692765276723,1.7960228371528595,-0.37906648103958923,-0.6375887421576071,0.6636142149238119,-1.0233698396012372,2.0849674257184665,-0.5375949589849041,-2.1831383301178944,-5.566550909544865,0.0,0.0,0.0,1.267326514129586,-0.7867601687747472,5.67690370068365,0.0,0.0,-3.294982282382093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8019296322248242,-1.040995552148737,-0.7438706354470119,-3.366378066180821,0.7547100157191432,-0.528810560295355,4.866502918598846,0.0,-1.3485448057775145,-0.28982501421585366,-0.05788858890780355,-0.41526354084585687,-0.20171317503531933
47,1562.8204722000432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.140469219802477,1.79602263749349,-0.3790665377722145,-0.637588711131372,0.6636142245912461,-1.0233698465282863,2.084967506673899,-0.5375948646524878,-2.1831385349409356,-5.566551211410702,0.0,0.0,0.0,1.2673271173689025,-0.7867598138356587,5.676904172395465,0.0,0.0,-3.2949823348067984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8019295980540677,-1.0409955130339936,-0.7438707525241183,-3.3663781595362936,0.7547100968930021,-0.5288104394541427,4.866502975523793,0.0,-1.3485447933480494,-0.2898250065266609,-0.057888592093460624,-0.41526352017378987,-0.20171317511051887
48,1562.8204722000432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.140469207073102,1.7960226170751135,-0.37906654720686794,-0.6375887090338751,0.6636142177682948,-1.0233698452642637,2.0849675148522517,-0.5375948681232852,-2.183138488890446,-5.566551224209189,0.0,0.0,0.0,1.2673271290841164,-0.7867598428463035,5.676904150497655,0.0,0.0,-3.2949823168708647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8019296058136085,-1.0409955254595995,-0.7438707538312842,-3.366378163097502,0.7547100893015437,-0.5288104426174011,4.866502963011433,0.0,-1.3485447771581158,-0.28982500624401586,-0.05788859144705079,-0.4152635239904372,-0.2017131752641578
std.err,,,,,,,,,,,0.24887455957957666,0.26633761825935903,0.20580736069567196,0.3740797704329611,0.1989784593597135,0.1920543667378839,0.46463433069859067,0.1839067627294325,0.6610049330027616,0.6045589354286851,,,,0.46464084617714785,0.4270634880424424,0.49539135063615397,,,0.47669825523703074,,,,,,,,,0.1901130757637972,0.2826908864411401,0.12561137954950383,0.6230395911269556,0.14136082188306334,0.12367108940703589,0.4037195494791254,,0.3639899010445851,0.07247149032535836,0.020103168187532237,0.10423224660795799,0.013551590132600922
t.test,,,,,,,,,,,-8.600594655753456,6.74340571494542,-1.8418512628777886,-1.7044191090470568,3.335105819512916,-5.328542446842463,4.487329878783268,-2.9231924924599215,-3.302756726750971,-9.207623769983678,,,,2.727541367727577,-1.8422549922322413,11.45943332116657,,,-6.912092252639956,,,,,,,,,9.478199216830228,-3.6824516650144936,-5.922001306721756,-5.4031528831231865,5.338891492339057,-4.275942301089781,12.054167228934398,,-3.704896133898321,-3.999158909839663,-2.8795755428715286,-3.9840216200303256,-14.884834420936217
p.val,,,,,,,,,,,0.0,1.547162398196633E-11,0.06549690923721108,0.08830281643341276,8.526694523669498E-4,9.900406117147043E-8,7.2121359784294015E-6,0.003464622564525399,9.573940616927068E-4,0.0,,,,0.00638082562568254,0.0654378598869143,0.0,,,4.775513318122648E-12,,,,,,,,,0.0,2.3100167550227368E-4,3.180470997676821E-9,6.547960373914918E-8,9.351658936118667E-8,1.9033051739558715E-5,0.0,,2.1147737137972022E-4,6.3567989340374E-5,0.003982108853297195,6.775870403830098E-5,0.0
