Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost
10,1698.0727818814314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.423097140783516,1.8149243197132967,-0.2903175942529265,-1.0472611376884127,0.6837416583221496,-1.0115363580046497,0.5270936838104099,-0.6173296118326624,-1.8223803038524247,-4.543947640328062,0.0,0.0,0.0,0.00874154582273462,-3.3281881545711784,5.160464812787379,0.0,0.0,-2.798684000883206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.092189389518069,-0.9115405179762868,-0.9614890917731653,-3.2628160808799516,0.6153359201187965,-0.20230739852187918,2.9387291158245494,0.0,-1.682623903510376,-0.7022775778800463,-0.19045659825633227,-1.5567754961436167,-0.30933530656550345
11,1683.6640530069408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.278199971917259,1.6815156777718718,-0.5251128578662083,-0.7594356882202994,0.5539763313152593,-1.031848119884023,0.6840564748044673,-0.5066241941733237,-2.0535844140478257,-5.117290604214037,0.0,0.0,0.0,0.2893005511649019,-3.6032828132588772,5.989060874775051,0.0,0.0,-3.083121740375413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8558978872873422,-0.8549340722563181,-0.5221236120787105,-3.587851933443631,0.8261162521398107,-0.5422048151688758,3.120404558174307,0.0,-1.7079911216961712,-0.6748385136492887,-0.17047303724897206,-1.4660370328962504,-0.30011233747882726
12,1670.7601750464396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7780249033909046,1.4953198022946503,-0.30964671289501133,-0.24000155938480616,-0.14326625178835384,-0.8928084989837677,1.1327401149106628,-0.7744624158765481,-2.3804543571870727,-6.055604851553394,0.0,0.0,0.0,0.938577953449373,-3.3530371249779845,6.559442609024358,0.0,0.0,-3.631930323898646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8010526080120157,-0.8414722944171622,-0.5885198356791042,-3.9250956061680067,0.7293234226350256,-0.35836703874328757,3.7506642967113653,0.0,-1.5644010968092619,-0.6639252203076725,-0.15303372175775126,-1.3502108672695825,-0.29342020930363133
13,1653.6477900012633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.795446002843598,1.51045877193195,-0.4990123087183972,-0.11179385596608496,0.10358568943322133,-1.0559954273590024,1.6699123179655562,-0.9139868483521425,-2.70164430668554,-6.856341013656184,0.0,0.0,0.0,1.6914595990090693,-2.5546602285830535,6.76106805970466,0.0,0.0,-4.250508084547421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9531054846158507,-0.9119382598633539,-0.665336542341834,-4.153623799899153,0.6319558141172066,-0.4980189800133329,3.8119972023606397,0.0,-1.3618904670501042,-0.6584401187232074,-0.15362689610972732,-1.1733484227133302,-0.28554841288537186
14,1636.651095320662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.27844915709743,1.6359521709681408,-0.3674872595028069,-0.5500047521448359,0.32792279653381007,-0.9824063556040824,1.7715971454236266,-0.004784898997715947,-3.208202827087142,-8.433368545617972,0.0,0.0,0.0,2.7995525012730025,-1.033406109191477,7.096090621749476,0.0,0.0,-5.253480776158931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.647713178352042,-1.2252552216725212,-0.7312349602164862,-4.274438523638559,0.7846562811629417,-0.3902817790569385,4.224395351558096,0.0,-1.0856575289182306,-0.7013303176523946,-0.1544260407546764,-0.9564541443250142,-0.2765795013811022
15,1632.6185548048802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.461645678624237,1.3654850200221356,-0.09546112647166893,-0.84418598519998,0.848867187657884,-0.8138072797463669,1.328108627776641,-0.422559268571017,-3.332805524546857,-9.14712322031025,0.0,0.0,0.0,3.0227889923401485,-0.4537628609137615,7.318438626140587,0.0,0.0,-5.60030615179016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5116683652494383,-1.0306256090473365,-0.5593095850939415,-4.099683254993516,0.8700130599722109,-0.423499004560599,4.603550597327307,0.0,-1.2774116533326922,-0.6484751745654143,-0.13400390840242174,-0.8671079689660584,-0.2677713758714805
16,1627.3861408000673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.383261564997893,1.5678253840547565,-0.2044506054823254,-0.9517038488494739,0.9424295464314763,-0.8497269547281547,1.0829233482004619,-0.7670648936643268,-3.3227367976110136,-9.402443831509276,0.0,0.0,0.0,3.0270044268565517,-0.28716427839266656,7.488951480742271,0.0,0.0,-5.679888333172402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3205255638546023,-1.1624573184093372,-0.6284381936355997,-3.932488261709119,1.0240397283613962,-0.34833892865668803,4.600041882904342,0.0,-1.4872915593919216,-0.6565070587627452,-0.12970206385452418,-0.80281543980054,-0.2617893713635287
17,1618.492012173404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.194642776820995,1.7911296466934004,-0.39422047384164915,-0.9487257968228439,0.7949419904701669,-0.9282001287082545,0.8210384807671417,-0.7179407815907753,-3.192148022572628,-9.284973671090187,0.0,0.0,0.0,2.855817553019859,-0.35853395142226085,7.85841541549409,0.0,0.0,-5.640826408264569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.815293510429562,-1.1210663900059117,-0.7996154300768991,-3.5993002369065867,0.7146440611494798,-0.5178763161725696,4.520269206231341,0.0,-1.992243082507865,-0.5851038944788348,-0.11378797217684289,-0.7060949097383412,-0.2502448088788451
18,1612.1765420114652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.16566754949425,1.759243169174831,-0.2855693156212262,-0.9088486539638335,0.7844512650118205,-1.1999348801013796,1.1427255970576424,-0.6581012431910684,-3.131514040739555,-9.170503964148903,0.0,0.0,0.0,2.458980057001403,-0.710144154425071,7.7218966246905785,0.0,0.0,-5.4693891536538395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8721594240787227,-1.2026170781205352,-0.8106495714793035,-3.4944411020056805,0.7089727247285081,-0.5760021322441331,4.552141018372204,0.0,-2.0346300753706235,-0.5437247018634572,-0.09428339803886956,-0.6829693939824922,-0.2430957731058057
19,1603.725447136336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.301291274251274,1.787674392549555,-0.49225256429906916,-0.9193056084472452,0.8671276957343036,-0.8954527690370034,1.9243127528480874,-0.6657242267759744,-3.050054907802741,-8.455543149094586,0.0,0.0,0.0,1.9505921671619142,-1.3519755631008086,7.5651062545271515,0.0,0.0,-5.03355837247689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.882012902063764,-1.3712043224781016,-0.8399555812082357,-3.4693326803905276,0.7729363967927814,-0.5209538823783384,4.901610027003624,0.0,-1.8576395873029785,-0.414501809818676,-0.06957256414400888,-0.657110915733063,-0.22574753170923803
20,1600.6992281789892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3559217358748845,2.0260494308457173,-0.26894725697495525,-0.8718108118148615,0.8923168052448671,-1.0959862461334189,2.0555386195033987,-0.7140701001488933,-2.984635943593471,-8.04653614680878,0.0,0.0,0.0,2.032054458838835,-1.500583548104808,7.715271590739946,0.0,0.0,-4.622806580469244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.862779021531941,-1.2742404954284576,-0.8139043465557585,-3.546263612104618,0.7990637586651018,-0.5189981574784762,5.022437983899065,0.0,-1.4960281655712468,-0.37226001900970407,-0.07297380759276662,-0.6671139949043491,-0.219720112707602
21,1597.2021753929234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.367551261918186,2.201168622518676,-0.3082680745680297,-0.7302580939370815,0.8698431337888609,-1.068094694933054,2.12966275364735,-0.6987591198959543,-2.8886405108727593,-8.117190870100334,0.0,0.0,0.0,1.9635713775775543,-1.6308117086795528,7.637768329845593,0.0,0.0,-4.105747314203442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9149974660034275,-1.0891312106561428,-0.8095823732333637,-3.5937392551451266,0.7709204679050873,-0.5526353221736823,5.042908884912242,0.0,-1.2049674383713058,-0.3703659468957432,-0.06361446495886165,-0.7335620095882807,-0.22070505338483823
22,1592.5292432518436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.350776828621642,2.1071006881698806,-0.34607303798974165,-0.5629647140692217,0.8479429050795796,-1.1364728677203806,2.2558630688707106,-0.6388344250509576,-2.7526292437792885,-8.095791142474395,0.0,0.0,0.0,2.051271583288758,-1.635433481441574,7.54590017743438,0.0,0.0,-3.4574977772620814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9257959442616002,-1.143175102649554,-0.797575427532903,-3.6908867534217427,0.7836478337588532,-0.5511120761567883,5.132101287069585,0.0,-1.304400303594125,-0.356401658067251,-0.0599408232635261,-0.8013421111953084,-0.218514875722178
23,1586.3013151364582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.082343842381771,1.8213919765904705,-0.500755161555931,-0.9828878751577135,0.6855774076320171,-1.2821769754189094,2.6410724364005773,-0.6218954474088787,-2.630471331321276,-8.07292470285786,0.0,0.0,0.0,2.2186780399205297,-1.6948863998684365,7.542605875309428,0.0,0.0,-2.4964082439911297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.956992579281427,-1.1453457883071827,-0.7916103984503404,-3.214125364667042,0.7386527154343753,-0.5839891968132496,5.354190985950751,0.0,-1.1386221519033584,-0.34240189281586736,-0.05196315305306998,-0.8572137289097796,-0.2131177272035538
24,1582.0182857837738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1907552066962532,1.9412468588136518,-0.44939147382475303,-0.4699331677655775,0.6835926451732277,-1.2529355579296997,2.6431986424194673,-0.5210764208242734,-2.5874184526705677,-7.849452090375258,0.0,0.0,0.0,2.159333708874971,-1.5777262566798433,7.306838804490023,0.0,0.0,-2.494504219942205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7676172697839705,-0.9693597813140848,-0.7558211073652913,-3.0636762065701117,0.767424787504426,-0.5510926814368571,5.506236451114066,0.0,-1.2845822363785582,-0.32876746897854325,-0.05038914816453806,-0.7447463205784169,-0.20060097908688015
25,1581.8888188324427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.312858946534462,1.5263177417900398,-0.35236359511876714,-0.0955117915091046,0.7897273770094962,-1.0626338292584918,2.5183258433281535,-0.512497780635919,-2.3033288456266763,-7.5766705188233745,0.0,0.0,0.0,1.963633321526383,-1.374219542480215,7.457867457027744,0.0,0.0,-2.888014787773156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8174048805905885,-1.696589738691381,-0.7813077057420103,-2.8790531621251048,0.6226065022188263,-0.5710213928735157,5.5164919651097195,0.0,-0.9225716012415,-0.3641478778829237,-0.05883063930888971,-0.6377833441291506,-0.19792760761228903
26,1576.6749657237924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2087437040437186,1.552336053167845,-0.3203115272170372,-0.48809765115219605,0.6794039149390124,-0.9897671036468209,2.8825434863755315,-0.4537005827232532,-1.9910354336671474,-7.137773131021122,0.0,0.0,0.0,1.8641864284058889,-1.0748055649003587,7.334588049370848,0.0,0.0,-3.2172125658615984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6009060338624161,-1.260700585131512,-0.695543414050164,-2.9820396470833215,0.6825625244601692,-0.48622280804825324,5.541148825833214,0.0,-1.3131340890985144,-0.3984611757256827,-0.07358323304603667,-0.5578692130011456,-0.19707104178994356
27,1574.088140438485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.016967182821282,1.7896239050080354,-0.3579233157474118,-0.7097515781606062,0.6228109978254236,-0.9945329857774741,2.338451328332392,-0.5339738829833264,-2.6267902388191517,-6.438701024125997,0.0,0.0,0.0,1.7114002790243483,-1.3318760270659393,6.726931127455131,0.0,0.0,-2.187635169555736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6540130137116498,-0.9372419417876279,-0.7052468779095085,-3.4410048468423957,0.7482463033467415,-0.5166364815164362,5.24191774893056,0.0,-1.454960722424005,-0.3907291877976912,-0.08193400404067402,-0.7698355454497421,-0.20541155491669677
28,1571.4944497539818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8744556438848727,1.7848524277087083,-0.5094618807211561,-0.9358179210537563,0.5095060861712646,-1.105067348676552,1.9813076752415502,-0.5803665636020796,-2.272211843105823,-6.352080952509392,0.0,0.0,0.0,1.4166080500154332,-1.3118082404611664,6.520855460150824,0.0,0.0,-3.2363798006081237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6157870796852944,-0.7530879346891532,-0.739654732154817,-3.3342105563882685,0.7797618297885696,-0.559180194062501,4.917506995985793,0.0,-1.2021756059016764,-0.33779636880874714,-0.06871607803642642,-0.5284741654583758,-0.1944070103417633
29,1569.2128870729964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1711170869840934,1.9344210366459125,-0.3498811530152417,-0.6591759237803694,0.6507310002245281,-0.9995443748941838,2.2582878268352293,-0.5536253625147713,-1.9531472149082172,-6.417605431665958,0.0,0.0,0.0,1.3881647207109509,-1.2027424583332047,6.608636153866848,0.0,0.0,-3.307490574586348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.613683770431161,-0.819461732484543,-0.7376065405113967,-2.79995925554741,0.778731655612128,-0.5186693138643563,4.814436100262842,0.0,-1.3130745627536553,-0.3402982161433973,-0.06469840776579387,-0.51010101802588,-0.19655805508841695
30,1566.0980663380008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.204404693898559,1.7316451523543757,-0.3399066295515237,-0.6050487523192395,0.6941575795703679,-0.9496062463273272,2.0940279834020346,-0.5049249180570028,-1.9985680296028367,-6.177451947719122,0.0,0.0,0.0,1.4472324422702476,-0.9070826019445565,6.050299568020973,0.0,0.0,-3.2407336439541767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6709751077228225,-1.1276899216332397,-0.7326973932542206,-3.179388102415781,0.7217153513986071,-0.5175360368164864,4.63119366673817,0.0,-1.2952874158301955,-0.33632558725610406,-0.06393103294474817,-0.44864710697444127,-0.1943113618714437
31,1564.4531977462914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.151202914839766,1.7345318176377351,-0.35386517041362164,-0.6043482671237186,0.6699115650223046,-0.9743097275261988,1.8891383578356862,-0.5039833507749949,-2.192486708494846,-5.932706618665785,0.0,0.0,0.0,1.2690757024253267,-0.6815576981535922,5.712257611149896,0.0,0.0,-3.052060852013892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7343003699578408,-1.0919845341716767,-0.7217781446441731,-3.2771636192661755,0.7208103517305446,-0.5105960027943346,4.473352095568374,0.0,-1.3327855101645139,-0.312842758634845,-0.060691890494908585,-0.4807765051696381,-0.1978520230991201
32,1563.9574541586787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.147897342022898,1.7680998603529092,-0.3600194199912379,-0.6288011160203046,0.6730729805494798,-0.9853512550297873,1.8125774700351711,-0.5171280102196839,-2.1515975433521186,-5.835131583697409,0.0,0.0,0.0,1.4575779113945293,-0.8928524445621762,5.486102464570952,0.0,0.0,-3.080589067523483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7584843841133968,-1.0589519722011584,-0.728165038754478,-3.244714000426123,0.7257373046917475,-0.515556811450313,4.463877074034967,0.0,-1.343168311380338,-0.29328459671878654,-0.056902461234108005,-0.4593909442390503,-0.1970464364899287
33,1563.338442088673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0964251779763576,1.8110170815082156,-0.388102762675909,-0.6892462625395355,0.6346946951585881,-1.0394350165218902,1.9338597570701377,-0.5492711671363885,-2.0926481194194215,-5.66563847515965,0.0,0.0,0.0,1.2369296984530185,-0.7502756854557735,5.567756708031223,0.0,0.0,-3.173995796915595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7739753413922013,-0.9807778932788669,-0.7329576740859332,-3.309794029812281,0.7406616097225008,-0.5181412667439831,4.642600349286185,0.0,-1.289692541591763,-0.24787696831729494,-0.04624453994425833,-0.3964385370601784,-0.19302189562123143
34,1562.9221365501094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.114139170074806,1.8028598390758195,-0.3843420385507892,-0.6482376564224485,0.6467575462555973,-1.0280962241938618,2.0239366403942,-0.5425603279930097,-2.1931735912889376,-5.658053221486644,0.0,0.0,0.0,1.3010152166786548,-0.7574052985389107,5.6295391861288975,0.0,0.0,-3.286995041518707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7963748824577632,-1.0214087333105715,-0.7357175696466542,-3.345310978878148,0.7431903995366299,-0.5245385221613067,4.776146341699623,0.0,-1.3277321940766333,-0.2750857936882543,-0.05350882267714028,-0.41717260365637293,-0.19910443324697852
35,1562.831174878141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1352467577165215,1.7913285161087253,-0.3805893744429488,-0.6327195052163045,0.6598614223605752,-1.0237505597622627,2.07128285657245,-0.5401164137701392,-2.1711365633054176,-5.540501026937587,0.0,0.0,0.0,1.2665747860766001,-0.7838148022811225,5.6462961248656764,0.0,0.0,-3.300606731539385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.797560905199388,-1.0458255701472736,-0.7420411275929558,-3.353215536123495,0.7489981564725696,-0.5273695214005999,4.846096230362998,0.0,-1.3424711317750766,-0.2884591703073094,-0.05801732700390068,-0.41735326154655994,-0.20099301606859796
