Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi
12,2392.3280206341383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5435743484437534,2.031549223989235,-0.8557090248195216,-0.1067244380713576,-0.03507665102198432,-1.7164580966397784,0.9639675221875348,-0.17712393203498877,-2.2753471459208967,-4.4481746417368155,0.0,0.0,0.0,1.164372846418541,-1.2341309870944317,6.262225649307388,0.0,0.0,-1.439823006268812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0726814808144673,-0.8294800109069608,0.001329645672977775,-4.9650437168837644,0.8161292230695201,-0.7608453546495988,4.9759205876333565,0.0,-1.5036114853056952,0.848929716504546,0.08949151380216983,-11.015063758046699,-0.03809904591408755,-1.5132378571824372
13,2363.925213274081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.742353386520728,1.8900494370991705,-0.6635930756130427,-0.20475662054033195,-0.17969987485313815,-1.5129534617221871,1.3398521661536313,-0.10412229485936188,-2.7024307000839705,-5.066738008053825,0.0,0.0,0.0,1.59427243463621,0.010486103065054708,6.662640894159703,0.0,0.0,-1.0220438286892333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961256422600087,-0.5215467124189264,-0.4263377529064606,-5.8241299860017826,0.9141297006581873,-0.2834170952208396,5.722998377913006,0.0,-1.3806110864685097,0.8916771433444379,0.08494831871908862,-10.825411708361106,-0.033227271876030515,-1.514991571584867
14,2360.696428434667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09293431138937,1.5472493467284338,-0.8195882140719302,-0.5213306960101816,0.8534390229317748,-1.395022920272092,1.959184215396097,-0.8091396702758726,-3.2615876228281735,-6.138253037513102,0.0,0.0,0.0,1.5189989704236824,1.5351818489404037,6.6267278409200605,0.0,0.0,-0.4228279796866957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1119029614938967,-0.16591178458892708,-0.034131030959755004,-6.514694225961224,1.0203209027432643,-0.7341908426509457,5.703626542072807,0.0,-0.9729458805362752,0.9173629896236929,0.10718895416445742,-10.776830529985054,-0.03404281810209123,-1.8028261537505073
15,2327.2754631904013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2325990100281894,1.4390765871397895,-0.5654026806255452,-0.7440797049092056,0.9458765401209428,-1.3744546691057207,1.9474105904485708,-0.6904533193561503,-3.4908690210931805,-6.488794247977954,0.0,0.0,0.0,1.4074149365723805,1.4155704610070836,6.701505098722751,0.0,0.0,-0.11864787024583806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.063165540704814,-0.4849935049339024,-0.3122763559782782,-6.31659381112777,1.0280702083439788,-0.7562682284942115,4.933511740101968,0.0,-0.6686079574894945,0.7588918321804221,0.09406095769371706,-11.013662469237405,-0.04854421370294926,-1.4925661910588477
16,2296.962311504202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1963917751004276,0.9972998253799656,-0.5314647607521775,-0.31272239813936525,0.601024739659316,-1.3238822712818934,1.2510074116985501,-0.5503838272096178,-3.9066984450026068,-7.595008306555364,0.0,0.0,0.0,1.092470313254101,-0.09324362810338926,6.057884545315019,0.0,0.0,0.9599555715734371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3826133969059415,-1.0429677671503035,-0.4995487906187064,-5.188993514569042,0.7560978601341211,-0.8885463544616589,4.643632736123496,0.0,-0.6695437952303241,0.6812737999206915,0.14905894579370393,-10.958776969044852,-0.05685761175612549,-1.26295963276658
17,2242.6955865815007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5959779265314564,1.3212348294637375,-0.4141450339633112,-0.6589963039711166,1.0085716406227025,-0.6889781592315783,0.2542845177079365,-1.5707461999664265,-4.445052102732632,-7.0314442405263975,0.0,0.0,0.0,1.8707594808761612,-1.843260679323275,5.671381403181384,0.0,0.0,2.0550471119786113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7522757938454037,-1.955477386915919,-0.9528144113336177,-3.9416613033075025,0.6932717084374942,-0.8530426853174741,4.598406909454278,0.0,-1.4863344191573762,0.6398803188063751,0.12743489206939115,-10.68579446131753,-0.06181719196367706,-0.818869277797661
18,2204.7290574453687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2468729473393934,2.1115903235583313,-0.21274507262528372,-1.1675870926110172,1.5678842609603612,-1.214014174631384,0.07094112931597929,-0.7261840747875776,-4.831235945468999,-6.91088457659435,0.0,0.0,0.0,1.938564640698183,-2.5501840234981605,5.5183712174730015,0.0,0.0,2.8670312527969273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3536808750535938,-1.155867296678975,-0.9669556414841114,-3.224769075638734,1.1209376787617402,-0.6888634988047261,4.4380929055303255,0.0,-2.1984840226640627,0.568461299259432,0.11664856179541601,-10.500202934805417,-0.06914877460928316,-0.5431260196794918
19,2176.9887638237774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1241534140461553,2.522188367621204,-0.058391052297519064,-1.0284714965180575,1.247804394512549,-1.016538853972761,0.50081682337431,-0.8744474200601062,-4.974077481070533,-6.984130975426191,0.0,0.0,0.0,1.6995324706772041,-2.5877522419686105,5.6855941991709,0.0,0.0,3.273907154337725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2860874228195964,-0.7886349766973337,-1.0235022693954487,-3.0244823519920767,1.0443272003205109,-0.5546425720523652,4.10530720280691,0.0,-2.2355388366454036,0.4530998068389885,0.1040446357229246,-10.588030500227534,-0.08012096562945598,-0.15034567824053652
20,2137.1473497686493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.960814277868016,3.0004023888053286,0.14806229301628665,-1.3407210247097332,0.6988263865502506,-1.6450202163934058,1.9248358242159203,-0.24478569510341397,-4.917574339567582,-6.532993417647429,0.0,0.0,0.0,0.979328882742345,-2.3480745946566346,6.351680098804517,0.0,0.0,3.3652969238842596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4880643536975655,-1.3247666207205069,-1.2656678683460871,-3.298495568456148,0.26467972211624624,-0.6923378046035447,4.29680917684421,0.0,-1.6796407610994781,0.49306799467408563,0.09613160936496659,-9.805891711164067,-0.0796569915570097,0.23536599957527699
21,2090.975692008949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6955300581123285,2.0320050553253277,-0.01497582570107428,-1.6943608839141127,0.48151646483932997,-1.6876627748136581,2.767470014963898,-0.011548312783780046,-4.722252306224654,-6.133807532163163,0.0,0.0,0.0,0.006844844506135317,-2.4081881815229895,7.224182027926799,0.0,0.0,2.918493491212087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7392776407532393,-1.937016144080082,-0.9639918644676607,-4.052707231075012,0.8584114705565165,-0.3626888504318051,5.136400756391327,0.0,-0.9376749204539215,0.349577795782051,0.06230520417976063,-9.058851837870153,-0.09026960845863742,0.7662138017771121
22,2052.0467164761453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.394949036876991,2.344569821721813,-0.9517374172901351,-2.102810501529212,0.2500344417893777,-1.0415685128346137,2.6614117140657534,0.05385179627494385,-4.356993430698654,-6.260026107573784,0.0,0.0,0.0,-0.2877853082665589,-2.4657309869799655,8.2830385825077,0.0,0.0,2.269686939230402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6803882083715396,-1.1684278539872346,-1.017059920644267,-4.584937660962254,0.9544450262107885,-0.1582421617050103,5.4844971709624115,0.0,-0.6918335629151384,0.3053701426693098,0.05601447303586594,-8.266360431069247,-0.09303612095321391,0.8940775895345245
23,2003.5565709529365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.954921954472772,2.799012417058355,-0.41787686739529184,-2.266528265303756,-0.1582288862080316,-1.425668487843073,2.5822808293110415,-0.6718549364972055,-4.049260467380792,-6.8130619767737,0.0,0.0,0.0,-0.16956380523463432,-2.4899185789600393,8.987156568032404,0.0,0.0,1.522730046141398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5512730080005477,-0.4646219672468108,-0.8875106449517064,-5.171796433577279,1.1716439141630852,-0.08072723419127058,5.802214626477473,0.0,-1.2011671800252977,0.25486864485044514,0.050772907859319635,-7.249809139690424,-0.0949291244567772,1.0575916734879327
24,1947.7527697427822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.24309677387181,2.9083216827687024,-0.2937047733332929,-1.7442669255648409,0.016076371043720783,-1.0960420969888143,2.6918158269768204,-0.5883842700504429,-4.142815373041238,-7.575463825537826,0.0,0.0,0.0,0.441267527692755,-2.4392097342658636,9.123635916821744,0.0,0.0,0.9970364643351537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6273953102345466,-0.5800197345867651,-0.9024739643021699,-5.679922190902046,1.208094694785852,-0.05101075758310794,5.868017461066392,0.0,-2.009104445710753,0.14667343474629674,0.03502971604722893,-6.4118674497778265,-0.10180747925238964,1.33723985562302
25,1868.964620485356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.71248854679965,3.2076895532119263,0.06646739150745767,-1.2168369291627787,0.4142044215371513,-0.9531111768921645,2.4504895243541807,-0.7206914201655495,-4.610090171205085,-8.625530125862074,0.0,0.0,0.0,1.3081965220727394,-2.6624085142517884,9.77208916249213,0.0,0.0,0.5701350059768195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.750367566114502,-0.7651643169652933,-0.8559351605525659,-5.9269947326331955,1.2998163694648492,-0.07879382041374544,6.487940410511315,0.0,-1.4494521882607296,0.0657970062440221,0.02354451528192692,-4.891219081024796,-0.1063624164038857,1.6598929696965437
26,1766.3775846223382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5431312255017318,2.8275859819505658,-0.1002796092868688,-1.2995865602762522,0.40488860918017866,-0.8573102152280176,3.321903236146837,-0.7756595791846158,-5.134452691115063,-9.494870384936272,0.0,0.0,0.0,1.9397576021299034,-3.1204746211512524,10.57408151991506,0.0,0.0,-0.3760254720655287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9787439869686845,-0.7599632944889969,-0.8405012923474708,-5.9548043073825,1.381042693597123,-0.11769860310254443,7.109925953218056,0.0,-1.912258274788731,-0.05048199961280306,0.005722725873556652,-2.822939124678889,-0.11167147386653624,2.026315627078358
27,1696.42780032511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5766682010605018,2.7028476715063436,-0.04681852673224968,-0.9319548841793095,0.5086479991760391,-0.931725927558121,2.9476503657398907,-0.7584340818920651,-5.266388567928806,-10.259544237858343,0.0,0.0,0.0,1.8866602875069427,-3.232992939833843,11.551778393307021,0.0,0.0,-1.8572854059367656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2829899149633497,-0.9178779816599808,-0.8470917312463112,-6.122177113933516,1.32508757894886,-0.26008171950425,7.559373594681723,0.0,-2.3949730763691415,-0.21550586446894782,-0.02119200193800359,-0.5689266603196064,-0.12081768817427938,2.468002398009279
28,1680.9424443454532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6121542937583753,2.6612309855670033,-0.033615514755902645,-0.7281692324990394,0.5701304110563917,-0.8617780056159665,3.0465676792453986,-0.7291951185194225,-5.187019089037181,-10.304647554655952,0.0,0.0,0.0,2.0505102235781822,-3.248937777882901,11.35644956258902,0.0,0.0,-2.421037804154562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2638766370256365,-0.9009602888240493,-0.8255028452364405,-6.072613938787806,1.3076685846204303,-0.28958378527053963,7.49234324250577,0.0,-2.3513353953842984,-0.22266440477859673,-0.022432010500508737,-0.48985096409984996,-0.12054095985995417,2.4006267237141863
29,1651.228585675337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1703928614970565,1.2336165140018849,-0.6797167740790311,-0.6190001106804577,1.1101552896899292,-0.8745849585268765,3.1437199209362103,-0.5456906322753483,-2.3867045118357715,-10.791680698647413,0.0,0.0,0.0,4.276835494080265,-3.1113760952160403,8.855619110633462,0.0,0.0,-0.3772568708855175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.414567456974223,-1.54275519058747,-0.9026161714038039,-5.397600530129449,0.8482171139754784,-0.901990278601916,6.304550813498284,0.0,-2.1464024264439394,-0.3841694236749834,-0.03262832777746365,-1.746760179185789,-0.12682041302452662,1.5896958247942257
30,1627.4835211317234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1883224509399755,1.3287026287202828,-0.5449994968521318,-0.4635621434525093,1.0477708096781617,-0.9220719991669784,3.169903449903185,-0.5466240177445492,-2.4229415071783196,-10.800563824276388,0.0,0.0,0.0,4.058847988238664,-3.0080258429143516,8.991594901130046,0.0,0.0,-1.7192568625795102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4099688731517803,-1.4505686726341704,-0.855603272083739,-4.891646202170291,0.8128695479524609,-0.865969111196882,6.294645945106908,0.0,-1.9952947488676873,-0.3967328559802347,-0.037746359533625144,-1.2192646997130425,-0.12764841183510578,1.6513901082182303
31,1620.5487025316859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.179492453878384,1.355537991002829,-0.5338175662786615,-0.5492909817997615,1.0225075002621153,-0.9414305578287264,3.182547895532449,-0.5552098825907155,-2.3862157285521644,-10.880041654471482,0.0,0.0,0.0,4.07591215325205,-2.9500482818439115,9.052967589302698,0.0,0.0,-2.034486541254089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3929662641148237,-1.461319049763752,-0.8476311565560808,-4.682207315253993,0.823424272904723,-0.8337924279438336,6.299000082279379,0.0,-1.9371251130313476,-0.39646825869505303,-0.037758490181634054,-1.044808816925878,-0.1273484948447017,1.66687244402736
32,1612.2254346511988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2078322819245253,1.4565810998881363,-0.46879064771882634,-0.42521267273843155,0.9766785323693883,-0.9378419582780037,3.136661072556614,-0.5427504762075087,-2.37147855381426,-10.773248735152324,0.0,0.0,0.0,3.940135240927696,-2.915710639788757,8.984802578364691,0.0,0.0,-2.4518343632357786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3800657084692114,-1.3556190773031187,-0.8345498641211313,-4.577396316674077,0.792890218797918,-0.8187260750892097,6.237049230113837,0.0,-1.8486299835087834,-0.4155382785206132,-0.04320571238714279,-0.8311415131351664,-0.1285468748026895,1.6941014620470252
33,1607.0701080917117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1925533239356443,1.466491317423797,-0.45878383099917547,-0.4756201871539077,0.9429790781017923,-0.9692165347411881,2.9566132332426474,-0.5365224393566473,-2.3592594799824114,-10.716622692410587,0.0,0.0,0.0,3.756489647910901,-2.7269302860315756,9.017381025545012,0.0,0.0,-2.6705871797677947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3714122668855526,-1.3930924764221806,-0.8303141703870045,-4.364067153524624,0.7758250204637513,-0.7978789983898055,6.1683727594126205,0.0,-1.8913727280071895,-0.4192427596637884,-0.045273245468281154,-0.7365585496875473,-0.12861253103726966,1.7004710796390514
34,1602.5352158596606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1827726791674014,1.535335557989764,-0.44019834444445916,-0.5366897305923329,0.9032974010995285,-0.9851073049650039,2.987420605357519,-0.5492081549422435,-2.303398217028476,-10.59118739025323,0.0,0.0,0.0,3.6750632928717577,-2.6885481185364215,8.898749104829717,0.0,0.0,-2.869383625747394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3346630154357877,-1.317592847566441,-0.8210453940204326,-4.172374642867144,0.7649301191166886,-0.7672948457148491,6.070394166459648,0.0,-1.7644953925371065,-0.4306160122308292,-0.048711713727100724,-0.6570907063985327,-0.12946284922099327,1.7054652684140061
