Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_23,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_23,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_23,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_23,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_23,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost
10,384.86274877617643,0.0,0.0,0.0,0.0,0.0,0.0,-1.1613487140342011,1.4721626645299537,0.0,0.6873570504566238,-1.9314302470098055,0.0,-2.426972674546624,1.863374360606062,0.0,4.424157210580724,-6.12544980097405,0.3751413602152509,-5.1372413503698,0.0,0.0,0.0,0.0,0.0,3.5315184248812734,0.0,-0.3187944501648562,4.358729234638022,0.0,0.7831238538376405,-0.5032278937895356,-0.12544304690633784,-0.31005894204409834,-0.2883229133690736
11,374.1238465034593,0.0,0.0,0.0,0.0,0.0,0.0,-1.2578585118226757,1.4072744959581318,0.0,0.8628692162379399,-1.8140367459785987,0.0,-2.5606457901853252,1.8725659082883395,0.0,4.470643252185931,-5.821187779541205,0.5549388416537188,-5.34579341891468,0.0,0.0,0.0,0.0,0.0,3.4303428080356655,0.0,-0.3491851740161715,4.756278450539548,0.0,0.7384659136660578,-0.47264183521894715,-0.11664715666810564,-0.19726590655475548,-0.2780959021578892
12,353.2679320422841,0.0,0.0,0.0,0.0,0.0,0.0,-1.8548929269047356,1.1873365317815718,0.0,1.9827732085511593,-0.7032135405524818,0.0,-2.926185355551959,2.1672882432414178,0.0,4.384789391923181,-4.673088881189468,1.60989930144711,-4.213142099219457,0.0,0.0,0.0,0.0,0.0,3.3043595568569297,0.0,-0.5783800064508464,5.947605320577455,0.0,0.8003156963951408,-0.37020717903148515,-0.09227822732576499,-0.2866184702496655,-0.2563841780380926
13,342.4816659226329,0.0,0.0,0.0,0.0,0.0,0.0,-1.9047759111404376,1.147444559332382,0.0,2.565961564576459,-1.2594398217472462,0.0,-2.8529956721373426,2.331822455839925,0.0,4.529115666288789,-3.77603784315264,2.0626646796188006,-3.373802753086948,0.0,0.0,0.0,0.0,0.0,3.3690948469410182,0.0,-0.7762805000314416,6.055873656936893,0.0,1.018276638152668,-0.3410253243384643,-0.09529770633719757,-0.2793352024424014,-0.24622096778855787
14,333.83844111984297,0.0,0.0,0.0,0.0,0.0,0.0,-2.1559356163019867,1.3476736704423058,0.0,2.258088193306788,-1.107451335256424,0.0,-3.048531539994926,2.364814370064775,0.0,4.715060334951932,-2.8252882568673003,1.9951171807871102,-2.5315200746606106,0.0,0.0,0.0,0.0,0.0,3.5590930390653868,0.0,-1.002202623476649,6.155467309253434,0.0,0.7199746111189669,-0.2861361710405178,-0.07768629611735062,-0.23795481561687618,-0.23015648312255213
15,332.86680713786774,0.0,0.0,0.0,0.0,0.0,0.0,-2.4649828557317726,1.273342675069808,0.0,3.0449386864941665,-0.6805618658768098,0.0,-2.6785244726085224,1.8643754198178963,0.0,4.38066588635432,-1.5061620723769522,1.198590665029009,-2.2016667139352757,0.0,0.0,0.0,0.0,0.0,3.4028115232438116,0.0,-1.094625441670618,6.466633849515606,0.0,1.8331793196115997,-0.20474561318275913,-0.05234393652999302,-0.15545515521898154,-0.20843348143446766
16,327.45749897262033,0.0,0.0,0.0,0.0,0.0,0.0,-2.4885514937751516,1.2499164283645379,0.0,3.400140719795244,-0.7344830956213428,0.0,-2.076035799845545,1.5124184569498733,0.0,4.3715956741528395,-0.9591888443168228,0.9945856432989444,-2.018420374155909,0.0,0.0,0.0,0.0,0.0,3.418159090550416,0.0,-0.8915487664585047,6.74347412726843,0.0,1.028475795706298,-0.18424741593660654,-0.05730183458941519,-0.18245529322254875,-0.20263749194043257
17,327.18905370457384,0.0,0.0,0.0,0.0,0.0,0.0,-2.322100792869311,1.3251349498782963,0.0,2.8603921726725323,-1.0936283111965193,0.0,-2.1731601754000907,0.8092168556736218,0.0,4.4624982719119455,-2.4687457425667425,0.8944371830101231,-2.802285225616048,0.0,0.0,0.0,0.0,0.0,3.497975150313569,0.0,-0.8109125892498372,5.869331442885228,0.0,0.34688692604400495,-0.18645481890874901,-0.04499419862517706,-0.20589265160683717,-0.20758618207811402
18,324.73858178681,0.0,0.0,0.0,0.0,0.0,0.0,-2.1858361021302373,1.6132954199509406,0.0,2.3488050636260605,-1.3115622287762039,0.0,-2.0632894541169193,1.5511504556562499,0.0,4.649040421837652,-1.6398047123061206,1.116587785332575,-2.8984309128090238,0.0,0.0,0.0,0.0,0.0,3.0018076385428056,0.0,-0.6869630168416486,6.57583718380353,0.0,0.9188391553100552,-0.22148652176822442,-0.0664279991565266,-0.21227416977088984,-0.20674111997587608
19,323.2673582238335,0.0,0.0,0.0,0.0,0.0,0.0,-2.2217439929494325,1.3763472964130636,0.0,2.6664076482116816,-1.2109882773073641,0.0,-2.1298958888221557,1.6487797330427187,0.0,4.543978825563369,-1.2836531480768378,1.0239644439001747,-2.9049056188558575,0.0,0.0,0.0,0.0,0.0,3.225919666275319,0.0,-0.7648287279768377,6.303955459475377,0.0,0.8415378404099548,-0.21276078884934735,-0.06138886214890109,-0.19015281495886444,-0.2061098279495802
20,322.8162318651651,0.0,0.0,0.0,0.0,0.0,0.0,-2.2639681176244886,1.465866141541737,0.0,2.8003753141267262,-1.2177841417982216,0.0,-2.0012733545664636,1.2779391584060449,0.0,4.38032670392405,-1.3160109471946164,0.8466039684047281,-2.842020068500538,0.0,0.0,0.0,0.0,0.0,3.270053234877103,0.0,-0.759532123063571,6.201768119893472,0.0,0.750363842636047,-0.19435705601400663,-0.0563781642657841,-0.17554610551348646,-0.2027472386884225
21,322.7242337948639,0.0,0.0,0.0,0.0,0.0,0.0,-2.239477396429023,1.3491071117706994,0.0,2.7461044939221484,-1.2577879139439168,0.0,-2.0073000826182965,1.2993623512753107,0.0,4.321421030867946,-1.4443426987578825,0.877205760428963,-2.821813144697066,0.0,0.0,0.0,0.0,0.0,3.270040312275011,0.0,-0.7609173731260394,6.139394590091021,0.0,0.7160941165084482,-0.18949559836137636,-0.05364528112754782,-0.1745609411305012,-0.2016919267619052
22,322.68759727447565,0.0,0.0,0.0,0.0,0.0,0.0,-2.2315173282532377,1.4197040588603138,0.0,2.6669942178528747,-1.3049107826040187,0.0,-2.1013179398314272,1.3056102721682044,0.0,4.290181745145056,-1.4442733713547926,0.9066902332365572,-2.848219775838194,0.0,0.0,0.0,0.0,0.0,3.278276936456163,0.0,-0.7732302338356961,5.948941955485197,0.0,0.7017040142999155,-0.1919378892608113,-0.052343604247378356,-0.1767904587591015,-0.20163807021199848
23,322.6583372111473,0.0,0.0,0.0,0.0,0.0,0.0,-2.212735366938259,1.396629068107481,0.0,2.571736628619728,-1.346974022407139,0.0,-2.022881175960796,1.3429693973630363,0.0,4.183160821057232,-1.4209800122444873,0.7997195218665853,-2.8761579895434144,0.0,0.0,0.0,0.0,0.0,3.2579955015086868,0.0,-0.7623777621526937,5.81803909004578,0.0,0.69105780685112,-0.19360321500262642,-0.05419937552353253,-0.17453577559327668,-0.20104728710577288
24,322.64211057551364,0.0,0.0,0.0,0.0,0.0,0.0,-2.2006198855252346,1.3584707300351313,0.0,2.4952073009403675,-1.3451442519806764,0.0,-1.97436086259949,1.2491774318142814,0.0,4.113771661020632,-1.4088000067660498,0.8957486951639722,-2.8672165632373283,0.0,0.0,0.0,0.0,0.0,3.220878621358495,0.0,-0.7450054406398691,5.777544235284963,0.0,0.7165530469757719,-0.19032210732714708,-0.054357225996569086,-0.17099254580717452,-0.19947470421237593
25,322.62312462036493,0.0,0.0,0.0,0.0,0.0,0.0,-2.214213958878615,1.367373052318802,0.0,2.5113032780590885,-1.313084962302521,0.0,-2.0467706784917454,1.282443190234419,0.0,4.113448229171455,-1.3968120811195237,0.8559163496544249,-2.8343284642549604,0.0,0.0,0.0,0.0,0.0,3.2163460087981406,0.0,-0.748759133706648,5.777801881681779,0.0,0.7221355167739267,-0.18771425186495924,-0.05222579357556326,-0.17421649133989014,-0.19895753074477424
26,322.61982012460516,0.0,0.0,0.0,0.0,0.0,0.0,-2.218440446154525,1.399740351673293,0.0,2.5229886056379796,-1.2969035514516,0.0,-2.039438862537842,1.3240703143426493,0.0,4.103016372314561,-1.4395276688524792,0.8723735245449132,-2.853133074337218,0.0,0.0,0.0,0.0,0.0,3.229305438716653,0.0,-0.7473051870090385,5.734919906582453,0.0,0.6866221826512016,-0.1921358604824912,-0.05365666042721691,-0.17410619419753762,-0.1996685203583253
27,322.61344395563646,0.0,0.0,0.0,0.0,0.0,0.0,-2.214238138469121,1.3666817756639724,0.0,2.496668307991664,-1.2940998501144116,0.0,-2.033212168823102,1.287695302794973,0.0,4.103520743127601,-1.4162276579560038,0.8645763531021572,-2.839762697462043,0.0,0.0,0.0,0.0,0.0,3.2201946478345267,0.0,-0.7472434504053811,5.717677433006165,0.0,0.6993809179193069,-0.19122635271256638,-0.053557338471750024,-0.17493968349098157,-0.19924025497561193
28,322.61238187413795,0.0,0.0,0.0,0.0,0.0,0.0,-2.2145479660978893,1.3745685756215693,0.0,2.496874466952216,-1.2877267868056432,0.0,-2.0289548487279356,1.2909716788455856,0.0,4.090653141141854,-1.409896499586486,0.86321634250139,-2.8279174847168584,0.0,0.0,0.0,0.0,0.0,3.2123225468187346,0.0,-0.7457431413700142,5.71543910025794,0.0,0.7018055081927066,-0.18933105875919093,-0.05300162120122206,-0.1744354027320193,-0.19862555709653226
29,322.6115162413304,0.0,0.0,0.0,0.0,0.0,0.0,-2.212653931040496,1.3685505603491916,0.0,2.4987453657157266,-1.2836638607360449,0.0,-2.032832097399413,1.2894400190449058,0.0,4.096595643905432,-1.4118311727976047,0.8640696843721893,-2.824950764004255,0.0,0.0,0.0,0.0,0.0,3.2120957150683465,0.0,-0.7444145434403956,5.710095761829592,0.0,0.6980680758613369,-0.19015155481289525,-0.05320505374064078,-0.17499208113261255,-0.19871454580333703
30,322.61135064372314,0.0,0.0,0.0,0.0,0.0,0.0,-2.2111040733052922,1.3683517985337526,0.0,2.5014540306638002,-1.2814656607459114,0.0,-2.031526724826368,1.2900629165677298,0.0,4.098885919354124,-1.41479409587163,0.8641206877252854,-2.8202627357125607,0.0,0.0,0.0,0.0,0.0,3.212986185018223,0.0,-0.7451912368167317,5.7070772781073895,0.0,0.6985452450669659,-0.19044381190792148,-0.05330436701952797,-0.17552452302027996,-0.198744538822718
31,322.61132438634695,0.0,0.0,0.0,0.0,0.0,0.0,-2.2097742157197495,1.3678091285858358,0.0,2.5029170812068187,-1.2824219245059654,0.0,-2.032698792843218,1.2901854274400888,0.0,4.101534775235463,-1.4133663796636304,0.8635396691468542,-2.8190967791249406,0.0,0.0,0.0,0.0,0.0,3.2123527658765108,0.0,-0.7445559852980626,5.709244935747971,0.0,0.6966812476369708,-0.1904090438853065,-0.05327375546242555,-0.1754356215802787,-0.19871822907156192
32,322.61131647908,0.0,0.0,0.0,0.0,0.0,0.0,-2.2098843083552087,1.3681853175668919,0.0,2.503022855753246,-1.282680773880467,0.0,-2.032086071352788,1.2901603524608962,0.0,4.100985808513488,-1.4137378018391278,0.863619180559238,-2.8189899800415965,0.0,0.0,0.0,0.0,0.0,3.212659240534208,0.0,-0.7448308436012825,5.709957331071862,0.0,0.6976697957143475,-0.1903879145334233,-0.05327320612003036,-0.17547334347229815,-0.1987326836178966
33,322.61131608076266,0.0,0.0,0.0,0.0,0.0,0.0,-2.209822211731934,1.3682532020993972,0.0,2.502997105504279,-1.2828076640008528,0.0,-2.031993986183029,1.2901625830535717,0.0,4.101025355419394,-1.4137238198186053,0.863600730616071,-2.8189403838356193,0.0,0.0,0.0,0.0,0.0,3.212816407415936,0.0,-0.7449114529520983,5.7101635680426535,0.0,0.6977759870800844,-0.19037377217825996,-0.0532707707581494,-0.17547288110027523,-0.19873875310694977
34,322.61131596714176,0.0,0.0,0.0,0.0,0.0,0.0,-2.2097978265513114,1.3682452154177147,0.0,2.5029698118329455,-1.2828254586013774,0.0,-2.0319689122278612,1.2901451556503516,0.0,4.100970802826343,-1.413711208968876,0.8635681428108147,-2.818873297296692,0.0,0.0,0.0,0.0,0.0,3.2128698474732893,0.0,-0.7449241158163179,5.710262444766045,0.0,0.6978079104347501,-0.19037745289601074,-0.05327146560985817,-0.17547811879079173,-0.1987440954532908
35,322.61131593577625,0.0,0.0,0.0,0.0,0.0,0.0,-2.209798541564195,1.3682321766621324,0.0,2.5029175013996783,-1.2827943769038792,0.0,-2.0319808618172095,1.2901445622919336,0.0,4.100925286542479,-1.4136973235042787,0.8635738218108058,-2.8188605473400963,0.0,0.0,0.0,0.0,0.0,3.212899614932697,0.0,-0.7449227887698315,5.710238840269333,0.0,0.6977958312892285,-0.19037662105632552,-0.053271287948370286,-0.17547742790856474,-0.1987466329628084
36,322.61131593394856,0.0,0.0,0.0,0.0,0.0,0.0,-2.209805945131086,1.368229683852544,0.0,2.5029063276816266,-1.2827795079677224,0.0,-2.0319844901660393,1.2901450681233098,0.0,4.1009063239510954,-1.4136969683274796,0.863572992534098,-2.8188621985880213,0.0,0.0,0.0,0.0,0.0,3.212895745507328,0.0,-0.7449196693212405,5.710215414419592,0.0,0.6977890273504385,-0.19037763738054087,-0.05327149512563986,-0.1754775306597912,-0.19874678506623217
37,322.61131593392275,0.0,0.0,0.0,0.0,0.0,0.0,-2.209806748962797,1.3682294889241258,0.0,2.5029066618632965,-1.2827778811086854,0.0,-2.0319853372704015,1.2901455189735611,0.0,4.100906012899999,-1.4136973196714016,0.8635743673794222,-2.8188631079695194,0.0,0.0,0.0,0.0,0.0,3.2128948286536696,0.0,-0.7449191280103346,5.7102131209363725,0.0,0.6977887739353525,-0.19037752895024165,-0.05327147172106441,-0.17547741328756686,-0.1987467217033439
38,322.6113159339225,0.0,0.0,0.0,0.0,0.0,0.0,-2.209806809002298,1.3682295909177593,0.0,2.5029067337929884,-1.282777933439717,0.0,-2.0319852719656906,1.290145539217681,0.0,4.100906064635069,-1.4136973403314068,0.863574261465168,-2.818863207769857,0.0,0.0,0.0,0.0,0.0,3.2128947655164217,0.0,-0.7449191793674762,5.710213012036243,0.0,0.6977887689487635,-0.19037753897525844,-0.05327147408492149,-0.17547741125645405,-0.19874671764066354
39,322.6113159339225,0.0,0.0,0.0,0.0,0.0,0.0,-2.2098068071658106,1.3682295874087351,0.0,2.5029067670269702,-1.2827779339982586,0.0,-2.031985275837117,1.290145538753517,0.0,4.100906081573052,-1.4136973472236973,0.8635742696038853,-2.818863209428879,0.0,0.0,0.0,0.0,0.0,3.21289475930797,0.0,-0.7449191772145254,5.710213044713572,0.0,0.6977887887577976,-0.19037753877079203,-0.053271473932534466,-0.17547741036529726,-0.1987467178110418
std.err,,,,,,,,0.2728243066070142,0.5553062240011322,,0.9527610180144378,0.49111433049859105,,0.4822457349695511,0.5894763168708104,,0.8235877444796009,0.4914850826568697,0.48566977486049673,0.7478639349553272,,,,,,0.360705213961183,,0.3272784833478676,0.9810364703317187,,0.3944792248926121,0.05093619923476641,0.01719426371049867,0.06413813628282611,0.019076457158019876
t.test,,,,,,,,-8.099743144766403,2.463919056318637,,2.627003749841749,-2.61197414601189,,-4.21358889978657,2.188629978558181,,4.979318972460287,-2.87637895250357,1.7781099716405813,-3.7692193428170335,,,,,,8.907258988648064,,-2.2761018982807473,5.820592014059144,,1.7688860267552862,-3.737568598185673,-3.098211986827174,-2.7359293633276933,-10.418429175015198
p.val,,,,,,,,4.440892098500626E-16,0.013742714281984592,,0.008614038476845387,0.009002106160361567,,2.5134459116227248E-5,0.028623745071061357,,6.380840475994631E-7,0.004022664508757545,0.07538579503508025,1.6375893194542357E-4,,,,,,0.0,,0.022839911499051402,5.863954877227684E-9,,0.07691289651900934,1.858084040704533E-4,0.0019469210874731857,0.006220437701624393,0.0
