Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,b_carD_t.full_purpose_HBR,b_carD_t.full_purpose_HBO,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,b_carP_t.full_purpose_HBR,b_carP_t.full_purpose_HBO,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,b_pt_t.full_purpose_HBR,b_pt_t.full_purpose_HBO,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,b_bike_t.full_purpose_HBR,b_bike_t.full_purpose_HBO,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_walk_t.full_purpose_HBR,b_walk_t.full_purpose_HBO,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_stressJct,g_walk_speed,g_walk_speed_c,g_walk_speed_o
0,20883.378805746383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,20311.250287113577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.429353933174902E-4,0.0,-8.134451020131143E-5,-5.894997217713372E-4,-8.19521019736533E-5,5.640978043061484E-5,-5.85462058273493E-4,-5.583438408247127E-4,5.667565262570656E-5,-1.8594749912618062E-5,0.0,-1.1039687890075533E-4,0.0,-0.003286746249346693,-6.788265061707218E-4,-2.1312366943601388E-4,-0.0012540921224491958,-4.470528182383117E-4,-0.0013281759813368343,-0.001248797040562228,-8.15356482977998E-5,-0.00119400659073163,-3.096468358679622E-4,-3.471013430591919E-4,-0.0010671511573644363,-9.56924723272761E-4,-0.001128633763949482,-1.5733765555420097E-4,-1.0924972851363159E-4,0.0,-2.1120861917428934E-4,-5.578196894973789E-4,-3.379071652121356E-4,-2.7658854710114605E-4,-2.579637117926393E-4,-7.27246350396141E-5,-6.954751417592778E-5,-2.747655716350108E-4,-2.775542156598588E-4,0.003574482063925915,3.776082201862462E-4,6.960094986792815E-4,0.001234627581187311,3.898400316787212E-4,0.0015147079840777964,0.0010503478315428306,0.0017366508786370587,5.204740566691883E-4,1.1165304262802073E-4,2.0980042361266532E-4,0.0013221253986952773,8.626925774983683E-4,0.012383823116758548,-0.10332535217222195,-0.10544839264894677,-0.05803590373905898,1.000004133254435,1.0001919851633392,1.0000310302022943,-0.0023055619401354966,-1.3039461815100267E-4,-0.002101321094039746,-1.6936017023699536E-4,-3.7141842329683854E-4
2,20012.618020977705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00115316976122073,0.0,-1.4363886871252446E-4,-9.265980519145886E-4,-1.7974293943088084E-4,-9.370197947548918E-5,-9.070802507945188E-4,-8.123431254797546E-4,-6.66795587633306E-5,-5.860494947888345E-5,0.0,-2.899853353113413E-4,0.0,-0.0034172371528471404,-7.452929692850934E-4,-1.9051737695532288E-4,-0.0013108779971782096,-4.206906922714733E-4,-0.001342248129674015,-0.0013441423195341517,6.70183635012816E-5,-0.0013014210709600738,-3.3851054091930087E-4,-3.7138675873321045E-4,-0.0011233260308631387,-0.0010180188809808463,-0.0015459435546422333,-2.1875474840861382E-4,-1.5027796128083294E-4,0.0,-2.87497915733134E-4,-7.601150183890645E-4,-4.6225207276085525E-4,-3.793956961754568E-4,-3.5356375843779997E-4,-9.940754389478195E-5,-9.585769779731293E-5,-3.790336147869713E-4,-3.8008322291485067E-4,0.0045907480214970745,4.6957824544970484E-4,9.089737363712966E-4,0.0015847243803241004,4.924818942545576E-4,0.0019465152756342487,0.0013490257863755825,0.002270809548770956,6.514937233945416E-4,1.3827560529024665E-4,2.668296203942403E-4,0.0017114045497791139,0.0011069618241337663,0.010094006723884504,-0.10275724248894619,-0.10761256617795424,-0.047435411257594096,1.000005802721277,1.000271569624874,1.0000443155963545,-0.002739004502975747,-1.5515255132144686E-4,-0.0024904595465142054,-1.8894439524195285E-4,-4.322747022943291E-4
3,19470.21050159009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17022367462296942,0.0,-0.018844039029876986,-0.11254504235810314,-0.028115388468316467,-0.030979801350989784,-0.10980012995017631,-0.08866046772755988,-0.027029036739400374,-0.010803859843890594,0.0,-0.0488387355249703,0.0,-0.06281080924935746,-0.028064453122444596,0.008329304115986397,-0.027158710672287967,0.008986218942132555,-0.010308575075807345,-0.042705690470459565,0.059680871392962145,-0.047141329910713105,-0.012678660200053649,-0.010903729203055318,-0.02604426391047862,-0.027571080275551406,-0.14043801784746357,-0.01919532443328449,-0.013621422027454326,0.0,-0.026375789725135476,-0.07010257219457847,-0.04187569517610694,-0.03487558117756149,-0.03147567924103361,-0.009027172869394178,-0.008445462650141717,-0.03387817966928728,-0.03447152318377329,0.26102355330915794,0.009717626814318255,0.07216976339957629,0.08654308698469027,0.01553259552159074,0.10968309081973342,0.07388504375416798,0.1862381244027967,0.010941747683332514,7.823753414979741E-5,0.010966465071563682,0.11471856519816592,0.06139796120491918,-0.32060939018091317,-0.1783012546636768,-0.6596060471869565,-0.14717652917199087,1.0005200974353157,1.022860004577276,1.0038421542671399,0.03729716007783419,0.0016928170160679158,0.04396820258897371,0.013535791415828429,0.01743559002351833
4,17424.84027788546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42807609577999306,0.0,-0.04682419883454739,-0.2804611602054853,-0.0709441923116938,-0.058453019741118675,-0.27479974648176037,-0.23106169087560485,-0.06223769430463337,-0.02602270548930429,0.0,-0.11955987035689171,0.0,-0.1663048365198429,-0.07628273448470616,0.0233600830853996,-0.07179607572365355,0.025098969048198,-0.02580030442104702,-0.11444128130250474,0.16331886921436387,-0.12747162485466193,-0.034090435052812895,-0.029292841380369895,-0.06937298929293742,-0.07322802890611688,-0.28253353669643966,-0.037507019088640146,-0.02549457076655466,0.0,-0.055222778809948754,-0.14658035675432607,-0.08329585513814838,-0.06871659969037969,-0.06237629753428958,-0.01871661091282258,-0.015873213109202856,-0.06388199793763324,-0.06889670462509886,0.6720018508954475,0.02026826312197512,0.19045516356866982,0.22115526574744634,0.03823246513729301,0.2802540668382912,0.18863747976876533,0.4897717414728731,0.023655957922028608,-0.001260855859023447,0.02763548311165783,0.2982779025605261,0.15704843255869488,-1.085625734346896,-0.3294042923082824,-0.7506054441302958,-0.2856231465977598,0.9998791048063885,0.9590553049191308,1.0032311796083044,-0.001854763921471561,-0.0010815620329285417,0.02315091350800974,0.03281720942538741,0.030580289265630063
5,17007.639995741687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5104853401953677,0.0,-0.05056646427893445,-0.3796414918728124,-0.08636520570617237,0.053142102629257185,-0.3833268087086431,-0.35353763313808884,-0.03409457317862885,-0.027819103306769698,0.0,-0.12721823806082422,0.0,-0.2592544997488746,-0.1332114710909426,0.04510281312704788,-0.11246778854417211,0.05378334560045836,-0.02578361765946163,-0.2015380669525979,0.3208286482538505,-0.23689451484314689,-0.06050797698911714,-0.052544023505229485,-0.11694457846201231,-0.11171373333232712,-0.465686591942588,-0.06201361975599232,-0.04037717462766659,0.0,-0.09298282373788849,-0.2434333580663251,-0.13532240028389958,-0.10825229412823274,-0.10219340789182245,-0.03154313551087645,-0.02515726686360881,-0.10047131467062687,-0.1116582504733465,1.0821872475117305,0.016993070347275593,0.3261198773041041,0.34397815197050025,0.05490116005381317,0.43272269886385284,0.2919736094785685,0.8312232548123328,0.018764145787102764,-0.00878464863408565,0.04278837943289815,0.4924696295307964,0.24869413110656452,-1.043306375408543,-0.31477086789960596,-0.7533819687947818,-0.3390793917239779,0.9983000907251373,0.8061291395452805,0.9995818537072357,-0.3113857260007777,-0.018468162769770532,-0.2656867439229357,0.0727220838925055,0.007137968693181809
6,16105.482761219175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7925200851925804,0.0,-0.04431834022562836,-0.8807041132226738,-0.15018935157172927,0.8606050707687537,-0.9565232172644769,-1.037763958628155,0.19052888076541877,-0.023013864315634194,0.0,-0.10439074869024748,0.0,-0.7858627273602524,-0.4824849354840541,0.18625173146642926,-0.3410734698232047,0.2372723323474838,0.0016833200393049988,-0.7240353992266836,1.3184723264753893,-0.9045938041379622,-0.22296389786860837,-0.19343213641751295,-0.3987713404356058,-0.335381773105873,-1.4703745419931669,-0.20031447728296875,-0.11180307321784942,0.0,-0.3072222858783833,-0.7854471422908502,-0.4173775619843793,-0.3081857681867491,-0.32568819987884773,-0.10491319580415859,-0.07474962376068327,-0.2875766432667932,-0.34426779774703936,3.114176546513732,-0.026674862991058392,1.0886025304690397,0.8761546846638812,0.09384848753209976,1.1017623283671913,0.7440001755467314,2.738566885314283,-0.10370453287540546,-0.08029067570949731,0.10569727170451959,1.546640319506793,0.6862670859615595,-0.20934339276557767,-0.12131234384191694,-0.24096678677317707,-0.30646704029992305,0.9853246057371662,-0.34146762090087446,0.9660711690394583,0.02604676055669275,-0.003236859534904841,-0.03977893271667354,0.5781089940354369,0.41133780968933414
7,15445.967469472276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5482168960778356,0.0,-0.0074653903665232585,-0.8149622147946674,-0.12998196678233293,1.1594502968690592,-0.9234454608947336,-1.085829071224898,0.2979288472222619,0.004432126663519508,0.0,-0.004758401110318958,0.0,-0.8843345048490903,-0.563477316320979,0.22391880785209128,-0.37812673039456124,0.27388721957671236,0.020646459504414613,-0.8255769238166683,1.5395886674894985,-1.0405406772272494,-0.2582559116519648,-0.22123153033778054,-0.45125892005791896,-0.38197730095525156,-1.641618858633238,-0.2257875824540582,-0.1171841539853809,0.0,-0.34843444789985994,-0.875837432158891,-0.4632363889388492,-0.3276706187818404,-0.3674358261137495,-0.1198665689024832,-0.08262630556004351,-0.3105329545059292,-0.3808048000527811,3.2789196661776225,-0.03445927640075986,1.1968539601745605,0.86195379146202,0.08432700212518635,1.0921213667541494,0.7276649945747451,3.010171483042789,-0.15953499851799097,-0.10685732855210915,0.10595956058685174,1.678003840778112,0.7053342984727451,-0.26962775872678907,-0.12216056653925544,-0.2475832073009339,-0.31469356006300847,0.9837884733085913,-0.4999841787090439,0.9653756715898906,0.07037143317072556,0.0020919352710438077,-0.049710205249777116,0.6334586263791232,0.43270196562980673
8,13932.692055233989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7815434452133317,0.0,0.1149864623153897,-0.824306500942965,-0.7423888663077707,1.4093081588621719,-1.0620454616834465,-1.1055716255171357,-0.07364305883265165,0.06186169369853779,0.0,0.20162823326574225,0.0,-1.5573411315379495,-1.2015155124993866,0.552386288470444,-0.5572845323907798,0.49472438923514594,0.25082064957999994,-1.5158352456476487,3.1550829893259573,-1.9861575189651315,-0.5236116619964644,-0.4032259148920978,-0.7823510627292405,-0.7275485342088682,-2.4964615288604253,-0.30670784059243655,-0.06888500652846749,0.0,-0.6139562734605885,-1.2767529977036034,-0.7061565160946249,-0.2578222387283547,-0.5948486684925763,-0.23034368377164965,-0.11349330339191456,-0.31271423033447093,-0.5336777108522823,2.9967673382395694,-0.026076193637294656,1.6824481626387504,-0.01488520901944912,-0.08783058002800787,0.2554948089743114,-0.10212938228000712,4.206828947207029,-0.6649031770996152,-0.37900794459423254,0.04814258259337078,2.113828631081462,0.4303480767749221,-0.2825329445592241,-0.09931129542050049,-0.15052064947497318,-0.2917410094300104,0.9883293717331191,-0.61504145114388,0.95046348504484,0.3492380473747696,0.062211519898687,-0.4245244765790733,0.6004572960433815,0.17151872773152288
9,13653.289530913675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7221515796802842,0.0,0.15503835731197751,-0.892881038386485,-0.7203604357938755,1.4122953489053938,-1.1199565959706028,-0.9932963287244753,-0.1610813510657753,0.05290821964096222,0.0,0.28118253601825666,0.0,-1.8420473339005552,-1.4082112155741795,0.6724601931451879,-0.5743883485600323,0.46504857534996213,0.24874943674173183,-1.6868143002814042,3.5072872969218043,-2.2302709419703146,-0.6010801358283888,-0.4407417470068848,-0.8501227474690998,-0.8647445318868976,-2.5398572103473582,-0.2915969660799303,-0.012823208479446159,0.0,-0.6667107725429351,-1.2703852787884218,-0.7154800173416261,-0.1278003601772343,-0.6250185415576207,-0.2615792731370231,-0.1098261874056279,-0.24551293107169736,-0.524966194829269,2.9572464210682377,-0.09788934031518218,1.7873269586258902,-0.059059919201782385,-0.2548764089193719,0.19280129438304186,-0.16037462028885846,4.439322263917671,-0.6794093021995546,-0.43145100115013374,0.07199663931487114,2.167820487547633,0.3825084323297391,-0.26830825254148244,-0.08300038987315497,-0.1085206519186176,-0.28415577774794903,0.9952897974957853,-0.26126629373393895,0.9438138513297477,0.39031362753723586,0.08062673141387582,-0.5270905401314001,0.7299308095413929,0.369612386227516
