Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_speed
10,1779.7606150261777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1477664351262216,0.0,2.062681929030709,0.0,0.0,1.804334026701723,-0.6956448217989365,0.0,0.0,-2.6924183705467293,-2.0788870385752207,2.606831294130723,0.0,0.0,0.0,-1.3931102691662947,5.439071052587605,-2.7937823049840134,-4.666344899343298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4304043887142885,-2.0124828354585387,2.2311975543669207,-1.2454917426076213,-1.1324456521357664,0.0,0.0,3.279949437930441,0.0,-0.8179810934719011,-0.22005822926518584,-0.627508893457764,-0.26442752218854654,0.46376140048506015
11,1762.5540144605216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.132285867047514,0.0,2.3005117609691834,0.0,0.0,1.752700715793703,-0.7120400560336498,0.0,0.0,-2.808477137720722,-2.136959612857727,3.0113444108926926,0.0,0.0,0.0,-1.2111997352227228,5.36245462007693,-2.580310512251234,-5.1223909345874326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3537795032947657,-2.2932865608218953,2.1182754768479186,-1.2316116575348999,-1.0644603247916489,0.0,0.0,3.4550132626115513,0.0,-0.811328588827299,-0.21971910535357767,-0.5351813540456968,-0.2586689964905425,0.4607012128855838
12,1738.6336486728264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1522077787321634,0.0,2.2686032908852907,0.0,0.0,1.659569961720558,-0.5856626474498368,0.0,0.0,-2.9636655145676665,-2.1894355547770488,3.5205323631989214,0.0,0.0,0.0,-0.9491725487131184,5.103908624294737,-2.1457263812409093,-5.905855160558866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3372687763730267,-2.2128977434996346,2.3302957118196326,-1.1925030542064623,-1.5120341518204736,0.0,0.0,3.1671445713618747,0.0,-0.7983202761351086,-0.2204579363343303,-0.3867125588500705,-0.2510629628294984,0.46607456048919316
13,1721.1319982438636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8596917761916232,0.0,2.1951847180825674,0.0,0.0,1.1463497290542644,-0.5987213180774413,0.0,0.0,-3.580243422526289,-2.050207609134976,3.750062539150297,0.0,0.0,0.0,-1.0066415814856082,4.629995301095339,-1.7541942534101809,-6.423809060661315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5363173536550128,-2.2767691828459533,2.933896492443243,-1.5566458878491471,-0.9649923780300896,0.0,0.0,2.0198094965278344,0.0,-0.7559551096298309,-0.19337594307427194,-0.27651352391541895,-0.24350527685899037,0.4025817627125266
14,1700.2683193127527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0413112480563838,0.0,2.471961218685392,0.0,0.0,1.2518800637049694,-0.9429293033715592,0.0,0.0,-4.611115984433015,-1.648682426165773,3.991296471553799,0.0,0.0,0.0,-1.2581083644952926,3.7916074240758406,-1.2649943419464202,-5.549817213152961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.338866639021006,-2.129121915144164,3.26620552798692,-0.8677109156178533,-0.8003366943614054,0.0,0.0,0.6472935341573591,0.0,-0.6599854252741757,-0.1451935197154522,-0.4384153564198105,-0.23742915807302573,0.24192589853620652
15,1685.4508900326466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9938581403950397,0.0,2.2140502996457774,0.0,0.0,0.8862900706886472,-0.07322522780969398,0.0,0.0,-4.58183767674466,-1.1710604837640313,3.5095200116121097,0.0,0.0,0.0,-1.4895708363587938,3.3251085557138342,-1.0520906484479178,-4.95756626339379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9486987209184305,-1.553582358996489,3.4904713869837867,-0.6841818764964673,-0.6282105257858261,0.0,0.0,1.3113887723498463,0.0,-0.5486342828074073,-0.11818613288188651,-0.47793405650190207,-0.2209206882019841,0.18082313011466628
16,1670.8161567448788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0777593014703237,0.0,1.4301208981618163,0.0,0.0,0.24290924821943505,-0.8637526400931469,0.0,0.0,-3.4404753412901172,-0.6700324267992965,2.6756328706432235,0.0,0.0,0.0,-1.5151800186314048,3.4951169570059792,-1.011375286082923,-4.6738443940943215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5151415388036726,-0.9037667214612898,3.4071428191713875,-0.021633573673452977,-0.6776678289490914,0.0,0.0,2.231262131970033,0.0,-0.48613217964509553,-0.1340217333952972,-0.41671921871821505,-0.20518642317863872,0.10682560707088971
17,1659.483365624996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0182185573236655,0.0,1.2569512949773582,0.0,0.0,0.2014225582178517,-0.9193994655773352,0.0,0.0,-3.5137157894280695,-0.9767769833698656,2.530089162476352,0.0,0.0,0.0,-1.5561308930625743,3.423017387440167,-1.4405084791066656,-4.911012412223652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4978916562621298,-0.5067912058341282,2.562637583546722,0.056850449150641316,-0.6655058333273487,0.0,0.0,2.267740242877282,0.0,-0.4635919023462719,-0.11798831665066878,-0.3561710816343675,-0.20111712496497627,0.10376555684303318
18,1647.654394222505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3512331526641235,0.0,0.8002591104866346,0.0,0.0,0.6096366382615521,-0.8345510105532596,0.0,0.0,-3.405825173823435,-1.3042476519306723,2.317392370763077,0.0,0.0,0.0,-1.406580485010994,3.206779249365411,-1.8589366498379034,-5.184583111949776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.504640962806509,-1.0858287791746122,1.9897757360671,0.024929841192981535,-0.7565681152520631,0.0,0.0,2.192181077076736,0.0,-0.46095346282720445,-0.11628523058756998,-0.32154649073490565,-0.1978785506390413,0.07197498373158404
19,1637.1316232551958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4686917335776073,0.0,1.3857104589371212,0.0,0.0,0.7094892637015708,-0.7707568803512223,0.0,0.0,-3.1845170193684647,-1.8565528300576548,2.2392613761061604,0.0,0.0,0.0,-0.9393511120933489,2.996957426525786,-2.1125604890602663,-5.074104515056245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9404964973727448,-1.6147118790672486,1.6793115337110216,-0.5089245715547083,-1.287243089575271,0.0,0.0,2.1062025461299396,0.0,-0.468027608578713,-0.12053649481542317,-0.3385208907212775,-0.1993545564237864,0.06250234658562512
20,1630.8459664675386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.502046092221052,0.0,1.3870123811957782,0.0,0.0,0.7601776101834148,-0.7198793355529287,0.0,0.0,-3.240284365115408,-2.2669499936227298,2.8822684091770157,0.0,0.0,0.0,-0.7614597055180775,3.1441792589274273,-2.0572906017945005,-4.869389639567035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8951308264208273,-1.6371937828736236,1.8624871364014022,-0.5617993585039812,-1.1635524912586752,0.0,0.0,2.1031204824987886,0.0,-0.4800590519412933,-0.12219382239492814,-0.37199934469089657,-0.2001699182230908,0.05497298040649505
21,1627.283158419492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6040320907195358,0.0,1.676846328284743,0.0,0.0,0.8783945702468319,-0.7274475856709198,0.0,0.0,-3.3141538137854623,-2.2674592634297777,2.9785678156636513,0.0,0.0,0.0,-0.8634386958536718,3.208315363533633,-1.895438856204596,-5.005456536626759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7324440691015344,-1.5866470169121465,2.056432424279077,-0.4315643499688335,-1.040001038961642,0.0,0.0,2.0652674179686787,0.0,-0.4850035952699372,-0.12169408926704586,-0.3425176981310332,-0.19781219112231788,0.0554940459093775
22,1622.7309051059428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6191538071864795,0.0,1.6582692149487137,0.0,0.0,0.9466924956651446,-0.7087855496100695,0.0,0.0,-3.5806265018216403,-1.722590300974665,3.2051602992357577,0.0,0.0,0.0,-1.1591894948155785,3.44535338196128,-1.3231298227786898,-4.876141011255565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8328149595621333,-1.740859834590298,1.8048691490039015,-0.6452528927374512,-1.1845889214719885,0.0,0.0,2.0075917842975595,0.0,-0.47254715842953465,-0.1142427690624837,-0.32149521005934634,-0.19122604898454273,0.052853152782244395
23,1617.6857584356896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6927237568237352,0.0,1.6609249893095956,0.0,0.0,1.0394488978575038,-0.6367339937779393,0.0,0.0,-3.8419869800688424,-1.6808240841729039,2.878558670842056,0.0,0.0,0.0,-0.4567081624997079,3.6486538090861997,-1.0216681471484896,-4.629763259680815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7055514543923094,-1.7287819761497825,1.8662737243770655,-0.6260342790417723,-1.0434062253212475,0.0,0.0,1.8951370972452268,0.0,-0.45147941582314044,-0.10675177151514426,-0.3077425737324245,-0.18174506883919442,0.05987903887278023
24,1615.227548247442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7456561248437918,0.0,1.847111297011017,0.0,0.0,1.1171423029967076,-0.6165117787247605,0.0,0.0,-2.5845766648412747,-2.470791941018743,2.9294407150400277,0.0,0.0,0.0,-0.9555408424671137,2.525652579430441,-1.0568150848447184,-3.820356866219492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.505494583578199,-1.6634123170431534,2.3051500313196045,-0.5309274584865838,-0.7324713781300594,0.0,0.0,1.7178787566271316,0.0,-0.38583798348015874,-0.1002228107328547,-0.28090284642163665,-0.15920271635007183,0.11867179082070403
25,1608.393741113102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5920282596485598,0.0,1.6891296547697925,0.0,0.0,0.9067649465145828,-0.6642980619067481,0.0,0.0,-3.271305933254246,-1.492111603079234,2.776612456067735,0.0,0.0,0.0,-0.4894932383034381,3.021828909921694,-0.9996386320945612,-3.6864748046420805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.666840968079383,-1.540615360742101,2.054148164419256,-0.5348449450210511,-0.9434538380969707,0.0,0.0,1.8453912113117887,0.0,-0.3640314894894471,-0.08751949087435792,-0.2969155449698556,-0.16000585397583708,0.15762752947232367
26,1607.8980627782896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5673541067516807,0.0,1.6138902664090555,0.0,0.0,0.8836511574774816,-0.6805827827878081,0.0,0.0,-3.2822986284550493,-1.729548758852914,2.6033363353838403,0.0,0.0,0.0,-0.5910801387890539,3.0815337554427127,-0.7483605038511072,-3.6461626118914547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6872031188632146,-1.5448765089935768,1.963192587779555,-0.5428458166262188,-0.9679421430882882,0.0,0.0,1.8733505440170357,0.0,-0.36560937035187246,-0.08761223966418784,-0.30710555881301965,-0.16029306370240676,0.17106901752766682
27,1607.297792357642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5151193295085679,0.0,1.5186289541534246,0.0,0.0,0.821311072941686,-0.7148409292679474,0.0,0.0,-3.0204018132147166,-1.7254973404763976,2.496174853104576,0.0,0.0,0.0,-0.6393481060711071,2.8398235809377494,-0.9763095090436646,-3.6254804923120254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6989195137757749,-1.48560315463227,1.843072642327004,-0.5168974342741269,-1.00005510683168,0.0,0.0,1.8762353532114704,0.0,-0.3705960336958938,-0.09006687034291921,-0.3082764756123907,-0.1592287418307117,0.2122894965828365
28,1607.0094174585447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5354956736996905,0.0,1.5292688272152821,0.0,0.0,0.8428847246156196,-0.7094520819466351,0.0,0.0,-3.0273439381517844,-1.6601340999175442,2.5289045988720567,0.0,0.0,0.0,-0.6411248150636454,2.837363610984479,-0.8430564977204268,-3.5682049905700675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7041176536431366,-1.50504873572593,1.889478379559703,-0.5129233958808022,-0.9924343719067686,0.0,0.0,1.8686452912347566,0.0,-0.3611984600342982,-0.08811159190157192,-0.306186618591886,-0.15620615686913333,0.2464840576243913
29,1606.6715051875053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5642128077121449,0.0,1.5519569178161627,0.0,0.0,0.8692473359814132,-0.6965803295862804,0.0,0.0,-3.0441605519913577,-1.6790869673470847,2.5382319913832436,0.0,0.0,0.0,-0.615231684973097,2.8394603255219253,-0.8052326243776181,-3.6177814698149877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7018759059886475,-1.5394064109157866,1.9130267720214296,-0.5157649729918217,-0.9754255417247957,0.0,0.0,1.8590274534687663,0.0,-0.35351816814754333,-0.0857396588507408,-0.3014740041561199,-0.15268850231661207,0.29170729251878263
30,1606.1405427532854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5841625962700463,0.0,1.5751900770330405,0.0,0.0,0.8909227008961238,-0.6872915855355526,0.0,0.0,-3.032825072919465,-1.6706028180789498,2.5317293382430743,0.0,0.0,0.0,-0.5807187172805842,2.810992048181681,-0.7537974848565681,-3.7508007032154196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7008350568251638,-1.5633835306374337,1.9197356549861027,-0.5196698154306265,-0.9746626828828779,0.0,0.0,1.8536068358222886,0.0,-0.3399963502947448,-0.08198156670570786,-0.2883550001388232,-0.14392778630386402,0.4032483281433699
31,1605.6983927427991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.585950565303646,0.0,1.591446307198725,0.0,0.0,0.891544678137987,-0.6870561535718491,0.0,0.0,-3.004814798812295,-1.6870731973717674,2.532322495217113,0.0,0.0,0.0,-0.552484593062877,2.7918756223386425,-0.7533105282986406,-3.8541892678895593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6929977353791144,-1.5744394766341845,1.9333066136417614,-0.5221955626474687,-0.9685511458857831,0.0,0.0,1.870615582270992,0.0,-0.32675032100386414,-0.07827486443938554,-0.2814974971706243,-0.13249429634692236,0.5528481919274537
32,1605.4392066420585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5797527164748806,0.0,1.5900075482985199,0.0,0.0,0.8870018146652464,-0.6992626979173127,0.0,0.0,-2.999479773084292,-1.6802687131727556,2.5435450089031018,0.0,0.0,0.0,-0.5802909001553325,2.8247502645672085,-0.7770684154318349,-3.9387472131474635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6786135240887066,-1.562984645516375,1.9431868494873463,-0.5159981381890557,-0.9671299488313478,0.0,0.0,1.895234240293507,0.0,-0.33441624224096983,-0.08049431208474464,-0.28485651412284024,-0.12752345316623206,0.6549753486065865
33,1605.1798735310713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5693334382485902,0.0,1.580251190148131,0.0,0.0,0.8750334130962975,-0.7043258800210402,0.0,0.0,-3.0173420708145566,-1.7102247702055506,2.554389246624228,0.0,0.0,0.0,-0.5770524390655688,2.85754456762628,-0.8203183476326552,-3.895752382978895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6712123350444175,-1.5471785850380106,1.9265006928191455,-0.5100852175811457,-0.9698482531329677,0.0,0.0,1.9070528576449073,0.0,-0.3431199736198985,-0.08272659150311469,-0.2940376344424604,-0.1254919814550373,0.7133189838930087
34,1604.9021873826405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5574346169536744,0.0,1.5640616109319845,0.0,0.0,0.8639643999044443,-0.7083734936456672,0.0,0.0,-3.0481049300124057,-1.6927313762059708,2.5439607229979284,0.0,0.0,0.0,-0.6295792018287434,2.8788278066510684,-0.8633285851862637,-3.7592304669215895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6667781466829317,-1.528537471781309,1.9061752986465617,-0.506256481176592,-0.969857858534743,0.0,0.0,1.8997558728993091,0.0,-0.3525609146456914,-0.08483371992197311,-0.3055377607756417,-0.12211795763165403,0.8008595639752253
35,1604.843035316088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5575242026593608,0.0,1.5613335261374115,0.0,0.0,0.8664108880910383,-0.7059319181285656,0.0,0.0,-3.0551427416581225,-1.7073693800184104,2.5819744615974036,0.0,0.0,0.0,-0.6154016834090176,2.881851409727613,-0.8767457457106406,-3.6786597015179456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6673269154965253,-1.5235986161627242,1.9242749903736953,-0.5023631209585717,-0.9665944308323156,0.0,0.0,1.888793733152459,0.0,-0.35641375315331364,-0.0863913436858231,-0.31116947204597145,-0.12336752756904155,0.8028534386961502
36,1604.7837644583324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5633316928488996,0.0,1.5662646263370912,0.0,0.0,0.8728274518901942,-0.6992412621165095,0.0,0.0,-3.0663003471413814,-1.7172502133799004,2.593459763309769,0.0,0.0,0.0,-0.590145821450876,2.866651476636979,-0.8524078907925834,-3.650305328743501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6647758018333711,-1.5280745073131412,1.9303897983883593,-0.4986102480716874,-0.9610694249161202,0.0,0.0,1.8726040720030874,0.0,-0.34839746287441287,-0.08421623321148222,-0.30581186552682743,-0.11890222331561077,0.8654313983115322
37,1604.699922785118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5657195421969117,0.0,1.5699010398441244,0.0,0.0,0.8752356483721272,-0.6977643614090566,0.0,0.0,-3.0696477532760666,-1.6917808631888749,2.5671858677659634,0.0,0.0,0.0,-0.6214218308167453,2.863134988217553,-0.8421476001969792,-3.6858259349494804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6644863743930114,-1.5367938849558942,1.9287263978983171,-0.5041042270224111,-0.9542248668527776,0.0,0.0,1.86833139936073,0.0,-0.34598800730741874,-0.08307184196452115,-0.3011452430472903,-0.11789057904932364,0.8877776691500894
