Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_stressJct
0,4864.317465400571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0
1,4789.431310809692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001289465467575589,-0.0012013422634547211,-6.561718823882458E-4,0.0,4.689329805040741E-4,5.375522540296618E-5,0.0,-0.003409848033562772,9.104557577308929E-4,6.057562034421822E-4,-3.193793614545366E-4,-0.0012479759798094347,-1.9519657384249242E-4,0.0,-0.0033603297974457496,-1.3868374493532825E-4,-2.552802019182643E-4,-6.890961037328027E-4,0.0,0.0,-0.00131605216728353,0.009740099173068617,0.0020601397541922563,0.0010477132112682497,0.003492715466296047,0.0023020849362225208,3.3101520696964866E-4,0.0,-0.017023256598076904,-0.02261729104274925,-0.11378229122159929,0.028775799705110017,0.001042304337083213,-3.771956754418074E-4
2,4737.882756236197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020849172001988696,-0.0027387225352161226,-0.001508022330021137,0.0,0.0016529873261742888,2.3686380170610604E-4,0.0,-0.007015580858506767,0.002938222011104136,0.0018711093807993664,-3.9442842331168806E-4,-0.0026584851171142657,-3.8056848610800955E-4,0.0,-0.008323872990371982,-2.5540111796414544E-4,-6.141628141815956E-4,-0.0016883466088569328,0.0,0.0,-0.0032733757414963333,0.02139315177158887,0.003920297891555022,0.001984620692831844,0.008166018474657215,0.004728298824435595,5.640264489299025E-4,0.0,-0.0316921064546364,-1.3995008321006364E-6,-0.13248506848896519,0.033746987233463026,0.0025054775031793384,-9.265547769561658E-4
3,3967.5832374609945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021577815254688146,-0.13473496663695814,-0.07538721238307884,0.0,0.13143327852593845,0.02109079769009702,0.0,-0.45100290162000406,0.1716571380617566,0.10998141701865186,-0.0332842737409096,-0.1665171363291785,-0.02364597873046049,0.0,-0.4431716628283219,-0.004227302231856782,-0.03113479145562851,-0.08704719057390975,0.0,0.0,-0.17665969451582322,1.1227358221615003,0.16962204205715864,0.08553122938035795,0.44933705424488374,0.23393699805713672,0.021585023641329942,0.0,-1.1042843652598595,-0.22373644935545692,-1.7090749405124435,-0.16073820921148096,0.13095294494547408,-0.057181179262276886
4,3771.793202585533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08451914728187906,-0.1770146167272873,-0.09869319785715791,0.0,0.23305070296659058,0.033869012743055586,0.0,-0.5792584158616243,0.2457864129116487,0.15726653593582854,-0.015520325528774501,-0.22622876938434547,-0.03238845064886946,0.0,-0.4786898025635595,0.0265625838066618,-0.03146102308540837,-0.07889324123740935,0.0,0.0,-0.2052148122917079,1.2703682268613015,0.19546566282432054,0.0978006828442233,0.5429780851549569,0.23559629692896503,0.020705723855658678,0.0,-1.197990046029107,-0.2213641525707399,-1.6481076964865342,-0.16872558126142986,-0.1350537689157387,-0.0333337861961568
5,3476.88889616394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26831260647879074,-0.23960520712593036,-0.1327476337994838,0.0,0.3955862935215736,0.05576096463846904,0.0,-0.7464722977795293,0.36056745667521256,0.22983500333014817,0.024926632296249116,-0.3113875423823025,-0.04596764976551254,0.0,-0.5530402478485411,0.07344516131378293,-0.03354954499130646,-0.06946484496576447,0.0,0.0,-0.25710529793726244,1.460141903606198,0.2270217181202386,0.11254342580390096,0.6756543113040462,0.23022092788256035,0.01663621897065323,0.0,-1.1288590786417998,-0.20664161910688145,-1.7002480183056714,-0.16548796252308193,-0.5523110024866686,0.016555461796468156
6,3428.7164291352165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30812746151081605,-0.26463227423690605,-0.14183432998219622,0.0,0.38920501391196816,0.06110618146574625,0.0,-0.7761908699869026,0.4108142007306049,0.257531068612535,0.06250757441284095,-0.32775594724166396,-0.05378336758148322,0.0,-0.5255099708030834,0.1152889734324928,-0.027304950564265212,-0.03756528615707215,0.0,0.0,-0.25992579515843756,1.4362763287262241,0.1759086276912016,0.08668397349251394,0.6360081738903912,0.2587152840978919,0.01222580587820165,0.0,-1.16254781340553,-0.21229781982937584,-1.757195213772,-0.16897651684077009,-0.6849239497280718,0.039133382866824884
7,3308.852910422303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847566660260841,-0.526389694438246,-0.24526530810551683,0.0,0.5182133646464943,0.12081326974533552,0.0,-1.2152100749520096,0.8869655383899484,0.5258694185295663,0.3739444273548814,-0.5341672686664487,-0.1314076403017368,0.0,-0.3532012681507538,0.5108806696760049,0.02161953211142912,0.26343276920435255,0.0,0.0,-0.3195006314631629,1.4048203014197658,-0.17535630114690667,-0.08562362703410323,0.4499068217813845,0.4333154608428357,-0.01883010505056628,0.0,-1.1812480250861699,-0.19430248313528276,-1.8485792874639346,-0.16176006224992823,-0.6103526403842429,0.25912946573101314
8,3256.609863172914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6094059389370023,-1.3186345559118222,-0.534719112198697,0.0,0.21601792605579884,0.19096992858940295,0.0,-1.9171407564645713,1.4817685821797417,0.7827481253026065,0.9744300732840155,-0.6626827163278264,-0.35545860450701283,0.0,0.27720101424849386,1.5943925312584608,0.15389884293616096,1.0926980686065708,0.0,0.0,-0.3861445338378602,2.0858154572848804,-0.6202152202638788,-0.19710569812384235,0.40265420393224155,0.9566883753318518,-0.0502083597772422,0.0,-0.7833380803301958,-0.1222102372277804,-1.7895405524613865,-0.13342374965894727,-0.5898558680294813,0.6885626536279404
9,3167.9100026698266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8337085044195544,-1.9135023669697901,-0.6901042820184905,0.0,0.20313003359268375,0.25886445766932586,0.0,-2.37853432035804,1.3890531739862897,0.5507918919959222,1.312912349834635,-0.3758757883464293,-0.6271775007612201,0.0,0.9731991035903443,2.7341419446711535,0.23637683642834484,1.9079731939609843,0.0,0.0,-0.39139710940852696,2.1366815642161754,-0.47894528260956637,0.11236116206266725,0.6958038214827276,0.7340989949155752,-0.03678618168382175,0.0,-0.7490076141694939,-0.10146697611689752,-1.9804248097415946,-0.13284616352137354,-0.583762972144504,1.0480086544355196
