Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_vgvi,g_walk_aadt
32,1606.0287832666472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7195711162093332,0.0,1.4053522293313991,0.0,0.0,1.050389465443952,-0.6342055582786907,0.0,0.0,0.0,-3.0989491321616143,-1.9429679272675457,2.153064743538814,-0.5538741321844788,-0.5648774628501853,0.5518516162255497,-0.5286417544516671,2.7450917309678675,-0.5286245233594865,-6.199539655881696,-3.9533688041864345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8893931641791994,-1.9944396097068307,1.6102936882271854,-0.6161536358169515,-1.2257243468551287,0.0,0.0,1.9008353045054278,0.0,0.0,-0.3183827176657235,-0.07550712598838481,-0.24827068191135296,-0.10344614812066213,0.5475990337872284,1.657645323758547
33,1604.2782561237277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6146591215454897,0.0,1.464596472990811,0.0,0.0,0.9620773900061612,-0.6908081288655066,0.0,0.0,0.0,-2.9026619105333724,-1.7442533113229541,2.2879163900015334,-0.43468000651102406,-0.6110597756893612,0.43082459614804114,-0.7211078311925816,2.6871736262870707,-0.9649288845405136,-5.549806539998819,-3.7746912474217034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8017893583223377,-1.7490834454687376,1.774709382697171,-0.5473168254600367,-1.1085109094118633,0.0,0.0,1.9182477827814197,0.0,0.0,-0.3142242380003693,-0.07402782996274905,-0.25720946230051167,-0.10251237960156961,0.5394733377264157,1.6468037421418462
34,1602.9155400011055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5307817490845959,0.0,1.5774472857479132,0.0,0.0,0.8718534620118142,-0.7381697792542399,0.0,0.0,0.0,-3.045022735228777,-1.7581424131100591,2.1944226266052675,-0.4649107027246585,-0.6187709555692911,0.41642776489715766,-0.6325286776032707,2.8767104591386885,-0.6751308349311915,-4.712273120117624,-3.738271522539806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7309024544433833,-1.5375776697401944,1.93553178324653,-0.5063888624762121,-0.99408882982326,0.0,0.0,1.8833108122065672,0.0,0.0,-0.3264526695711895,-0.07554397751354755,-0.27140439009165174,-0.1024618299101556,0.5667479920053172,1.61868863042014
35,1601.7180608180154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5312847488284536,0.0,1.616066230485275,0.0,0.0,0.8599591366189892,-0.7225711743762611,0.0,0.0,0.0,-3.0173654582016254,-1.81237461020294,2.264050619977036,-0.50974877193791,-0.6339081026420882,0.5090919728659541,-0.7033685593326232,2.821494009845853,-0.664440690207554,-3.356453763697723,-3.6992419172440587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7396728595010331,-1.517575475935773,1.9604334737813833,-0.5099226622621374,-1.016619719486139,0.0,0.0,1.8677123079024982,0.0,0.0,-0.3252093698198341,-0.07691897346525839,-0.279165283698386,-0.10190013005330012,0.584530587042956,1.5973157681259809
36,1601.146268921326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5398499562085302,0.0,1.6020506643634955,0.0,0.0,0.8673550753788228,-0.7158016444453292,0.0,0.0,0.0,-3.04100646816472,-1.8101606205259038,2.2338980266653996,-0.5282671554645607,-0.6638092298003524,0.5283417440770126,-0.720473232864062,2.8395325075271187,-0.647250332823188,-2.2717418913558927,-3.6523738096465306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7726420849619837,-1.5574556259944599,1.9187342865445196,-0.5352587200425856,-1.0650833367861394,0.0,0.0,1.8644280370679054,0.0,0.0,-0.3227375085389942,-0.07585150060819187,-0.2860030176068843,-0.10157077331503747,0.5895165461804304,1.5916154010729233
37,1600.8754636652357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5781187899580886,0.0,1.5765125844324719,0.0,0.0,0.901189550891532,-0.7044309024491696,0.0,0.0,0.0,-2.993319039189211,-1.8713778732323123,2.1599713715424023,-0.5062868096883613,-0.6656820016144293,0.4975462135326982,-0.7503612707312858,2.8184091931534163,-0.5942642827791995,-1.996362416278994,-3.6839201425234913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8138251595341275,-1.6442227984621,1.8499021807124052,-0.5592914484849021,-1.1261482472927542,0.0,0.0,1.9147321389991074,0.0,0.0,-0.31569993839664034,-0.07471773613582879,-0.2854054624727235,-0.10133827854624697,0.5814730392358042,1.6148548846568362
38,1600.8041590178614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5829608712896666,0.0,1.5743784085576988,0.0,0.0,0.9077659561034173,-0.704538096547608,0.0,0.0,0.0,-3.0149429642979935,-1.835095081934002,2.1737988497428815,-0.49095606636670097,-0.63688310979727,0.4849689436471837,-0.7142005395724879,2.816384936989238,-0.6001307954366608,-2.0770191295469633,-3.6971831184822177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8171564860297538,-1.6586535439161205,1.8497924881419368,-0.5614670275889732,-1.1210203655164814,0.0,0.0,1.9233053127263928,0.0,0.0,-0.3132876846740013,-0.07322579223118372,-0.2846391890902377,-0.10136767740196896,0.5755968757839438,1.6220849489670033
39,1600.777888986279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5813008859514,0.0,1.5728786451172865,0.0,0.0,0.9076079757717741,-0.7096263452054187,0.0,0.0,0.0,-2.96923044955423,-1.8399850798224995,2.1672315851566872,-0.47870453565322396,-0.6318487454021561,0.4582217804860251,-0.6969789712426374,2.7965328791643915,-0.6000684653720487,-2.032885399345247,-3.702378407979595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8009434115600724,-1.6418162827490652,1.8638600668212033,-0.5467563844573753,-1.0942016521450593,0.0,0.0,1.9312566594896203,0.0,0.0,-0.31196765816811095,-0.07333275556385489,-0.2852126006158657,-0.10143035224732784,0.5721810159878006,1.6230474682034897
40,1600.770307682426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.579074672737055,0.0,1.5751655910920934,0.0,0.0,0.9054927765466904,-0.7105224500536275,0.0,0.0,0.0,-2.9800930764556623,-1.8279821109460663,2.1701992971472053,-0.4835843013025271,-0.63503124907492,0.4705795949921749,-0.6977456823102899,2.8025883845862625,-0.6000279491368308,-2.0729355678660504,-3.7122760179220133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8073567267157225,-1.6389481205713843,1.8660602530750576,-0.5492213179403639,-1.0969416787512218,0.0,0.0,1.933076707880667,0.0,0.0,-0.3100598024870255,-0.07272157226523211,-0.28346151842110945,-0.10147392585966905,0.5707110065246478,1.6260524083249115
41,1600.7681379116723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5790610205593325,0.0,1.5767856455746314,0.0,0.0,0.9049622368937893,-0.7110267761415263,0.0,0.0,0.0,-2.980302587247164,-1.8275054578486285,2.17144694394358,-0.4850565537781789,-0.636072137296375,0.47416981506204514,-0.7030758913163854,2.8018844508567597,-0.5962549356533898,-2.051484207819606,-3.7171038833043855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8105552678155892,-1.640393019189258,1.8655305267082205,-0.5514106506704164,-1.0995764924794291,0.0,0.0,1.9288587543662583,0.0,0.0,-0.3096571835041362,-0.0726372423395987,-0.28270114148669206,-0.10153201792335066,0.5704122457489537,1.625665695495231
42,1600.7674785548124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5788984717069254,0.0,1.5760875353957464,0.0,0.0,0.9046686598726782,-0.7116363883215453,0.0,0.0,0.0,-2.975008304933291,-1.8310637774891179,2.1677121249352913,-0.48577310240424515,-0.6383438172156973,0.4732318347356806,-0.7051686185866395,2.8014047147849563,-0.5944204571449526,-2.0535307645162724,-3.721035113452688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8110897374197898,-1.6409096851603138,1.8636229849217067,-0.5517854367976858,-1.1011451290661387,0.0,0.0,1.9281297684818215,0.0,0.0,-0.30958665841630495,-0.07270563314065984,-0.28199440962465094,-0.10157819997201238,0.569531781172375,1.6260318374648415
43,1600.767045706066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5787853345818665,0.0,1.5762651323844616,0.0,0.0,0.9045414073361449,-0.7117453683001796,0.0,0.0,0.0,-2.9747132144288733,-1.8308106367184454,2.167572682163713,-0.48533306964482587,-0.637303977979823,0.47273641381892156,-0.7048558054475272,2.8017762786625067,-0.5945392222922223,-2.044522663471832,-3.723912086466438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8109016230724502,-1.6408733594840568,1.8637260835511245,-0.5516501901342072,-1.1011287324708074,0.0,0.0,1.9280174408353006,0.0,0.0,-0.3096177088955694,-0.07272307012762198,-0.28142054972377095,-0.10160692147890141,0.5686158169386674,1.6268757451956988
44,1600.766517412551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.57879312571309,0.0,1.576248439210322,0.0,0.0,0.9046674094700373,-0.7119055095168032,0.0,0.0,0.0,-2.9741312019474537,-1.831120843749095,2.1669881948420033,-0.48457823947827294,-0.6358714222491413,0.47142752096633406,-0.7043349677956477,2.8027995770086123,-0.5944127503181029,-2.031308073791128,-3.7306208198378275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8101339368229177,-1.6405511199125857,1.8642396140140713,-0.5510239770584963,-1.1006771471037087,0.0,0.0,1.9285457482423758,0.0,0.0,-0.30947445275554153,-0.07269451880735027,-0.2799668986240979,-0.10167817292908733,0.5652808695439713,1.630150609599714
45,1600.76628505148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5788822612162092,0.0,1.5765796525576876,0.0,0.0,0.9046924798929062,-0.7116286740431333,0.0,0.0,0.0,-2.974748028910856,-1.830708244674443,2.1673126345288245,-0.48444903696122626,-0.6361958978111543,0.47154097599014,-0.7033093854517132,2.8019644203230163,-0.5948704231002645,-2.038235490230292,-3.7310533824393652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.810061173072357,-1.6407851535303999,1.8645065928846065,-0.551224608404663,-1.100429877930089,0.0,0.0,1.9281450999583842,0.0,0.0,-0.3095617306245156,-0.07269919982687337,-0.279873583967889,-0.10167221946546838,0.5649811380136833,1.6305231633498058
46,1600.7661224568546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5787530471639646,0.0,1.5762181752165723,0.0,0.0,0.9045840604459372,-0.7113668141179652,0.0,0.0,0.0,-2.9764576836068697,-1.829609107638435,2.167590260622615,-0.4845037161346702,-0.636274484387434,0.47198018347149046,-0.7023014840353083,2.8018575837993405,-0.5948783180209041,-2.0425732212133845,-3.7307322539277052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8095795117122382,-1.640173038352549,1.8644179959073828,-0.5509852278783467,-1.0997028078338573,0.0,0.0,1.9282905699474846,0.0,0.0,-0.3094473689685137,-0.07264210209161603,-0.2797678163431594,-0.10166345302381745,0.5639677195789827,1.6314379437778053
47,1600.7660327938534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5787902831030947,0.0,1.5761330593097111,0.0,0.0,0.9046418273773728,-0.7113154051312104,0.0,0.0,0.0,-2.976460405512725,-1.8298526054519373,2.1675920651601306,-0.4846834031607334,-0.636777488042477,0.4720727607164279,-0.7024167055364842,2.801437693532138,-0.5948126501420492,-2.044687452007815,-3.7308861554571338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8094778474915882,-1.6400135600659538,1.8644527541400393,-0.5509179479123205,-1.0995050544804597,0.0,0.0,1.9281363548531942,0.0,0.0,-0.3093593440186252,-0.07261139523438685,-0.27974019999470645,-0.1016711165082858,0.5631550997688924,1.6321733790866755
48,1600.7654640730627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5788615506399741,0.0,1.5754551016909222,0.0,0.0,0.9048067867474284,-0.7111750867750273,0.0,0.0,0.0,-2.977312335305783,-1.8296844352960357,2.1675587155023015,-0.48519277802536315,-0.6382171351715332,0.47262789589044724,-0.7024047298191193,2.7999065680016875,-0.5940249825115932,-2.052049104473695,-3.7316282220434482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8087667394811788,-1.6386640882782912,1.8643949053440594,-0.5503632135878747,-1.0983097980992225,0.0,0.0,1.9274799268811904,0.0,0.0,-0.3087731142486766,-0.07242638887453849,-0.279453037943399,-0.10177301682364467,0.5562054756890441,1.6386784438388775
49,1600.7652695188553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5788093518282604,0.0,1.5755469769969102,0.0,0.0,0.9047161359053023,-0.7111830491373465,0.0,0.0,0.0,-2.9770357774833225,-1.8302164058909,2.1674057738250494,-0.48532433965887034,-0.6384729942125722,0.47256130277761266,-0.7025508372532743,2.7998825337420583,-0.5939819301430335,-2.0507547062840623,-3.730845556883567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8085145162682617,-1.6384648385974523,1.8644578768225968,-0.5502685304296127,-1.098334635658254,0.0,0.0,1.9271495736398112,0.0,0.0,-0.3086914352558442,-0.0724041989918703,-0.2795613149911591,-0.10182891335940468,0.5537569049013965,1.6408729961244748
50,1600.7649869764755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5786501634376338,0.0,1.5764048350456548,0.0,0.0,0.9043616654877479,-0.7114083912852202,0.0,0.0,0.0,-2.975834893113994,-1.8309336552547901,2.1676200646307167,-0.48501149686857975,-0.637345420512389,0.47212551939496233,-0.7030031639347117,2.8011446460755014,-0.594307778385462,-2.043106651528244,-3.7271580652594056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8089032009028247,-1.639056630275242,1.864657769405951,-0.5505986833541455,-1.0994215241919618,0.0,0.0,1.9269172129124463,0.0,0.0,-0.3090491611479013,-0.07253494167739673,-0.280343215954745,-0.10188799070723896,0.5538430057986092,1.6408660818869771
51,1600.7649319262391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5787054921913368,0.0,1.5764697843384619,0.0,0.0,0.904420716799577,-0.7114309080492287,0.0,0.0,0.0,-2.9760863962085264,-1.830364967083625,2.167963691544436,-0.4847773435080933,-0.6368975429369703,0.47215606464353216,-0.7027313794032445,2.8012953490114403,-0.5943330124346032,-2.0438663744473833,-3.7274353624680123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8090834806879816,-1.638990360817995,1.864826923235014,-0.5505881538130677,-1.0992886514982225,0.0,0.0,1.9271133175825808,0.0,0.0,-0.30910116778087277,-0.07255329825814544,-0.2802997092454518,-0.10190170626248617,0.553517688998456,1.6415229357118553
52,1600.7648203707327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5788179895685563,0.0,1.5765596498261907,0.0,0.0,0.9045327093157821,-0.711383793558986,0.0,0.0,0.0,-2.9763003469711666,-1.829903313439149,2.1681437583047183,-0.4846370036024474,-0.6367114349779736,0.47225557164692844,-0.7022382808404828,2.8018106571101304,-0.5947050979899956,-2.045089297907088,-3.7277823243505526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8094004481572497,-1.639004862618058,1.8651678604912605,-0.5506006602595781,-1.099217047515384,0.0,0.0,1.927705702470427,0.0,0.0,-0.30923506355584857,-0.07259025134406255,-0.2802367954243112,-0.10192666064320818,0.553036306528695,1.6426059522427876
53,1600.7646933181932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5790423427984983,0.0,1.5767390818511176,0.0,0.0,0.9047619754767944,-0.7113129710022581,0.0,0.0,0.0,-2.976704939754266,-1.8288641348864914,2.1685838262794848,-0.48429162817066684,-0.6361532727756327,0.47244240964762035,-0.7013948689617716,2.8027858642598042,-0.5954213769168352,-2.0476909152977205,-3.7285004853596337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8101863675150165,-1.6392807512245733,1.8657190653895386,-0.5507468148972091,-1.0992138681861459,0.0,0.0,1.9289221619635644,0.0,0.0,-0.309567422752942,-0.07268452733689809,-0.28015379852029454,-0.10192899113735154,0.5542663679495958,1.6425682820869396
54,1600.764398169309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5790542346509633,0.0,1.5768232261887785,0.0,0.0,0.9047304559620004,-0.7112925811298391,0.0,0.0,0.0,-2.977122323336926,-1.8284383239424244,2.168999698860296,-0.48396377537769825,-0.6354896090682145,0.47241350863221776,-0.7013493938915536,2.8027556130049986,-0.5952326161714494,-2.0480780866372,-3.728051836546548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8100240765338862,-1.6392852330864538,1.8657929065352779,-0.5507285633606189,-1.0991017297630754,0.0,0.0,1.9287823394716985,0.0,0.0,-0.30953023172894994,-0.0726763320210237,-0.2801987743829017,-0.10193049377888405,0.5541498523973202,1.6423357279462378
55,1600.7514056899172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5792152786709222,0.0,1.5793915243796348,0.0,0.0,0.9040840681866692,-0.7110284509538202,0.0,0.0,0.0,-2.984505468015956,-1.8247407360369778,2.1787496322477593,-0.47797012751407386,-0.6233644144237568,0.47045205550802177,-0.7014934758584418,2.802832344102998,-0.5923145757382755,-2.055304377958213,-3.715559226363538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8052323543045707,-1.6407535851999673,1.8681642590128638,-0.5507895684279912,-1.097377945810018,0.0,0.0,1.9253371081644184,0.0,0.0,-0.3085285731827284,-0.07242510486440056,-0.2817170303364166,-0.10206442282885113,0.5490610869742018,1.6315325285550484
56,1600.7318129183436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.579873467898045,0.0,1.5816666414427452,0.0,0.0,0.9039849523669974,-0.7108228814435273,0.0,0.0,0.0,-2.9915398268217075,-1.8194348851983992,2.187664296298298,-0.47232310920686366,-0.6117257390941996,0.46952487598252723,-0.701413132582012,2.804460725315698,-0.589948338132473,-2.0649108465647386,-3.70522872251519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8020154095314571,-1.6418045601125208,1.8708593075852586,-0.5508293523531649,-1.0954950787598141,0.0,0.0,1.9240818291043889,0.0,0.0,-0.3081373087154631,-0.07235764077280898,-0.28312315625299517,-0.10238856014693125,0.5419701534214658,1.6178185468592423
57,1600.612513227844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.581988179881046,0.0,1.5888202017828916,0.0,0.0,0.9036853513621123,-0.7100158195799248,0.0,0.0,0.0,-3.0115578665950444,-1.80605280285125,2.2151967122238916,-0.4562902772227086,-0.5781744774325804,0.46580671550696995,-0.7016264866113457,2.8107540766642813,-0.5846482938260883,-2.1003589633229103,-3.671573935048341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7901615708236027,-1.6464595525924268,1.8790618127285879,-0.5522528370716693,-1.0901771613100544,0.0,0.0,1.9197289526065426,0.0,0.0,-0.3075732172602487,-0.07231383853619405,-0.28820810214893655,-0.10414578401330292,0.509064553621135,1.5357050591799057
58,1600.4556972923697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5824696282842396,0.0,1.5921898397026157,0.0,0.0,0.902405059705339,-0.7088269238131993,0.0,0.0,0.0,-3.0230208485924863,-1.7995248935005717,2.22601552370434,-0.4490608896897296,-0.5633513085737549,0.4638562237509858,-0.7001877677023965,2.809983881550535,-0.5817912882014598,-2.1187834615176357,-3.652615100984395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7760397171272633,-1.6478356640756462,1.8809936609630151,-0.5530811567181033,-1.0857499724348274,0.0,0.0,1.909534659804734,0.0,0.0,-0.30642227644707126,-0.07199655334227359,-0.29082991351782017,-0.10601661357918674,0.46632864251867756,1.4566123990497417
59,1599.969659298778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5817103184348327,0.0,1.5938137406400033,0.0,0.0,0.9003659967854689,-0.7059064895830707,0.0,0.0,0.0,-3.0095453666878145,-1.8134149392829362,2.228545023054752,-0.45594920359288815,-0.5704264736498794,0.45759991977916437,-0.7033338671134228,2.811793528595183,-0.583117371046708,-2.1300811985849344,-3.6564787832363255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7597525425323455,-1.642034716952834,1.8830490856139237,-0.5533578561741431,-1.080277068418002,0.0,0.0,1.8968053832738827,0.0,0.0,-0.3093282762565178,-0.07285261265699751,-0.29273020979375963,-0.11182479926988487,0.3492382277077082,1.2904694469464206
60,1599.1945230702681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.582859686540275,0.0,1.5967997803061211,0.0,0.0,0.8993252753189507,-0.7022181739415954,0.0,0.0,0.0,-2.9998074324282835,-1.8201309519894129,2.2329351945804605,-0.46130998129323936,-0.5714307621696273,0.4530740850641311,-0.702962701506404,2.8198763904288313,-0.5855033304179258,-2.15364850537129,-3.6488707258784476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7383494284387093,-1.6379710516196346,1.8875179590152085,-0.5556380151041634,-1.07316820282997,0.0,0.0,1.8846984130720579,0.0,0.0,-0.3127678717650376,-0.07391187921920177,-0.29626143256846094,-0.11927134036587783,0.21224168782530334,1.0611046475905077
61,1598.9790204548895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.584426964489368,0.0,1.597662261842346,0.0,0.0,0.899741436040289,-0.6986739928208858,0.0,0.0,0.0,-2.9814681456384293,-1.8338291299559675,2.2274991607077816,-0.4732063708395497,-0.5880160881177796,0.4502815628661039,-0.7015743919475265,2.829194871242507,-0.5900583986965595,-2.166414753282745,-3.6547523318155215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7216573143288234,-1.6348499377085601,1.8911742830853617,-0.5581449002708373,-1.069167660417895,0.0,0.0,1.8777019137724664,0.0,0.0,-0.31593987674384166,-0.07486443010642069,-0.29776016113568554,-0.1257440379884939,0.10402194316933762,0.8613939642488827
62,1598.588557277448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5852133763443583,0.0,1.5880184374098203,0.0,0.0,0.9041014660384368,-0.6993762026180733,0.0,0.0,0.0,-2.9447608862823174,-1.8577783901084317,2.1863585732859865,-0.5027626515272783,-0.646118197959208,0.4563815595614611,-0.6970470540212897,2.8371760054577244,-0.6007013505047107,-2.125565621829971,-3.701368801997199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7348688066436782,-1.6313570324332305,1.8863595690642145,-0.5593757006350275,-1.0774602167325424,0.0,0.0,1.8959736179941276,0.0,0.0,-0.3173404348273502,-0.07517602559159181,-0.2910715827936478,-0.12568601336139335,0.13277294926284688,0.881733579545325
63,1598.1768144105138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5879839349588154,0.0,1.5564100319295273,0.0,0.0,0.9181577867091257,-0.7004898828189702,0.0,0.0,0.0,-2.806810329836482,-1.9531883194985387,2.0592836184270116,-0.6092848265942145,-0.8367288718184105,0.4675188590690147,-0.6897866069869104,2.877872943284653,-0.6432357206496561,-2.0042908993532356,-3.867826529390942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7648169445742583,-1.61977221108532,1.8730029106858364,-0.5677273911960958,-1.1005399276871008,0.0,0.0,1.9556940890938805,0.0,0.0,-0.32947839072852336,-0.07842818534806739,-0.2703237600435148,-0.13432706674638445,0.12067098501269885,0.6662178007789287
64,1597.8384788526728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.583595730560522,0.0,1.569420417242082,0.0,0.0,0.9101561318740549,-0.7058845789521894,0.0,0.0,0.0,-2.8802125760772554,-1.9035555391609738,2.1470250601345597,-0.545807283042528,-0.709381719582235,0.45575600722515497,-0.7182745851524002,2.864822326957301,-0.633084945723863,-2.070902761626263,-3.7970906376702764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7736131916026314,-1.6298614300827026,1.875768309534751,-0.565977292505194,-1.0931916393071088,0.0,0.0,1.9397895963511016,0.0,0.0,-0.3354149452478675,-0.08026805559986606,-0.28400501499266045,-0.1325577042482256,0.16038473006455153,0.737644197521086
65,1597.7883048913927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.581479145976136,0.0,1.5709580895252315,0.0,0.0,0.9058779704434612,-0.7071152456371899,0.0,0.0,0.0,-2.903474356234547,-1.8830526476246074,2.1563687000591516,-0.5335163720262519,-0.6857998927242149,0.45638480757225697,-0.7178689456186607,2.8504463431975178,-0.6333864354381739,-2.0988288135181508,-3.753849788160773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7706232235810029,-1.6315514594375136,1.8687685960549827,-0.5702186191662306,-1.0946519936580419,0.0,0.0,1.9230736658717034,0.0,0.0,-0.3363874302960769,-0.08043159557079202,-0.29076427079601647,-0.13288770460343335,0.15647183074382937,0.7218240103069878
