Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_speed
10,1725.9086766552061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9512061655398405,0.0,1.3778894821761696,0.0,0.0,0.9258362476803244,-0.8109075847458577,0.0,0.0,0.0,-3.0903168292812837,-2.418566940774511,1.5993870138560113,-1.4493287106836867,-0.727520351980951,0.47911352744206315,-1.918797818906886,4.835043752951306,-2.638408489976186,-1.1586904297201481,-3.512347628546549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.306238326181538,-1.5341202991496317,2.0890662033204777,-0.9627136826156468,-0.9425043736818288,0.0,0.0,3.3248230210708214,0.0,0.0,-0.5967012868381419,-0.16371762286681854,-0.7066386613686846,-0.2456544402721968,0.27079525952319305
11,1715.9495676109184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1646232470087132,0.0,1.9899274201571129,0.0,0.0,1.395397444120099,-1.1936606688184699,0.0,0.0,0.0,-3.2413234979923207,-2.8291038582863623,2.9739433228760017,-1.1623163618347028,-1.9935702297993143,0.9695295539006541,-1.6043184286871601,4.826011901771561,-2.1973164922898754,-1.5938155579412174,-5.085673102576406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.958358224228569,-2.0845026982353927,1.349289633385671,-0.44364605176699123,-1.3038605352947146,0.0,0.0,3.626713510153182,0.0,0.0,-0.6423606383207475,-0.18154922168400636,-0.4397538142229562,-0.2360659631451773,0.26245505355804827
12,1703.14074170624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1210698770960503,0.0,1.9202071249164014,0.0,0.0,1.2362005475182642,-0.8990975889708331,0.0,0.0,0.0,-3.3782439102307866,-2.9365998411042864,3.214999207014766,-1.0074337300560146,-2.3328384650772387,1.0834921564353026,-1.4828023532921732,4.578860857127793,-1.9084858748824352,-1.817841357178023,-5.7416595019009495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.949738017855936,-2.3070103242800095,1.6036059774398042,-0.5463213749587262,-1.5175054431651755,0.0,0.0,3.5653396983719166,0.0,0.0,-0.6435621623341373,-0.17995711159253944,-0.317410346317182,-0.2293732917175998,0.25881272649494697
13,1701.5114774813107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2105547181433463,0.0,1.8724104758801883,0.0,0.0,1.3497447844801729,-0.8338720778734785,0.0,0.0,0.0,-3.432393662659873,-3.048597652906058,3.347927925735992,-0.9005467556203892,-2.357654337483377,1.159836549674656,-1.3979934695440106,4.646185655654866,-1.4767102993204144,-2.351614115417681,-6.254191509340864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2058126342756785,-1.9998547945477554,1.9703456730021003,-0.6765554709912556,-1.9472231353457468,0.0,0.0,2.4829722239906697,0.0,0.0,-0.6743858736345153,-0.19070067479649822,-0.24951266625964624,-0.23193338609797376,0.2802768150446112
14,1686.9569531376558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1617122818258663,0.0,2.130076500951073,0.0,0.0,1.3119979140452485,-0.9250809351457394,0.0,0.0,0.0,-4.143140818460275,-3.2382144332540133,3.191472168183444,-0.9546044723574192,-2.292069066471099,0.7479139009891314,-1.3905700665679928,4.307131236182815,-0.804667143013948,-3.3564185527210526,-5.762113770502162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3966843009163576,-2.147623288198969,2.4277024233075313,-0.8211947023871062,-1.9638699095205248,0.0,0.0,1.2937664118139753,0.0,0.0,-0.6731952221324533,-0.15802741139908927,-0.36251515037242604,-0.2318564294988754,0.23102761170365904
15,1659.696169538934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.906113963197972,0.0,2.1626434680075244,0.0,0.0,1.2200589968555366,-0.921336795724044,0.0,0.0,0.0,-3.908199824925185,-3.0625807513395644,2.777145605406893,-1.1377239287279028,-1.2587451957395641,0.6994639162793985,-1.3691563598666896,4.255892404201362,-0.30545127989352205,-4.143909272969266,-5.770344854364853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3023603264489236,-2.0292610393448407,2.5340657669663784,-0.8548367700974276,-1.5021598322941523,0.0,0.0,1.416717481253341,0.0,0.0,-0.6671148217987845,-0.16320178708290856,-0.32893217523350693,-0.22601292429143266,0.20972949106319494
16,1652.9784747842345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8931750206323443,0.0,1.9184414548711486,0.0,0.0,1.1756770695616658,-0.596933190375666,0.0,0.0,0.0,-3.9190831974161386,-2.963457287380275,2.7603155980636775,-1.23994433946795,-1.0601194293740082,0.5325107110533515,-1.4127584742739243,4.233228606157668,-0.38621087376799224,-4.422435525654383,-5.62816556391336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1566474343255146,-1.6815921569716177,2.4100713928054387,-0.6807054067367084,-1.5325847997357653,0.0,0.0,1.6296587092993655,0.0,0.0,-0.6452899258007843,-0.15160050552668267,-0.33946978284416734,-0.22214070785224496,0.2036696928528224
17,1645.886968379074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4790137638376433,0.0,1.203599297686147,0.0,0.0,0.8358433677214557,-0.7395337111375394,0.0,0.0,0.0,-3.8068324014325623,-2.7100253636174294,2.8183823060396453,-1.0876523282022585,-1.1463736899793702,0.3309074734781411,-1.381294527013383,4.33747338206563,-0.9177401088528618,-4.799931481027279,-5.485776642512017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01020412253206,-1.375906936178896,2.295146029246417,-0.6339887668619301,-1.1946004139907884,0.0,0.0,1.7974293813060795,0.0,0.0,-0.6219714090705756,-0.13951781870813515,-0.32598078281162063,-0.2154099395648816,0.1792295181739113
18,1638.2860889754195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4897047980523035,0.0,1.2691716651222618,0.0,0.0,0.8705247742375074,-0.6661343226165958,0.0,0.0,0.0,-3.5563552304729464,-2.2990472620433815,2.4569845784595055,-0.62363255773214,-1.2398439036962008,0.36045071058654443,-1.2175796225107198,4.24989390636686,-1.504585995338723,-5.047776612145465,-5.355139797116458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8951293273171492,-1.4142306461705634,2.3528705964925276,-0.5264313979879298,-1.1426593624402144,0.0,0.0,1.9584241273790228,0.0,0.0,-0.6025932441106006,-0.14276017199809204,-0.3273606310803256,-0.21048695571750753,0.1613301368824928
19,1632.1997199739476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4691955285223681,0.0,1.5004498080283764,0.0,0.0,0.8009603448936046,-0.6749061083465627,0.0,0.0,0.0,-3.5446587224749466,-2.0273692102652623,2.403067270127311,-0.7677990644415987,-1.072973804231693,0.4629939031986431,-1.1971087723344007,3.8147551927333048,-1.927776651558572,-5.257086226195489,-5.422964045033187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.869228088772982,-1.4646073339212144,2.2050002484376967,-0.5720909605001342,-1.1112585563454827,0.0,0.0,1.9308799765454348,0.0,0.0,-0.5728363637446998,-0.1304796667445075,-0.2906893260535944,-0.2033731747556421,0.14606877686307237
20,1628.119499374287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6171722011321228,0.0,1.398867101685562,0.0,0.0,0.9742713285872495,-0.5825185047295564,0.0,0.0,0.0,-3.315525136306995,-1.876045558181059,2.6557994594798293,-0.949849367278407,-0.81230796066602,0.8131815940150402,-1.0705564843777415,3.45827848917277,-2.0876542806128575,-5.474457052051521,-5.153745582836503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8715663469768373,-1.7966706015271434,2.1779691622273614,-0.6477166796010958,-1.049318433599056,0.0,0.0,1.9299522144710326,0.0,0.0,-0.5540862448748544,-0.1364607920212677,-0.3255210776996032,-0.19974149099655603,0.12387675538298112
21,1622.784612016768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4915214407312964,0.0,1.6825902920287419,0.0,0.0,0.8220389570185851,-0.6091234797756204,0.0,0.0,0.0,-3.228964284945888,-2.1243446761098417,2.8031088082468365,-0.691534759169983,-0.5276240379544026,0.7751717612321037,-0.7456609489895367,3.3660532761670554,-1.569421473180081,-5.78552770353574,-4.828289129209264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8503235447840751,-1.666058977854957,2.084741782926928,-0.7047160125027073,-1.1058177684538304,0.0,0.0,2.131543163256014,0.0,0.0,-0.5163284855880295,-0.13541100631475442,-0.33133091617540755,-0.191978636965842,0.11391987340819845
22,1619.199683147754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5943286059151531,0.0,1.7036223760460731,0.0,0.0,0.9237567186302488,-0.6290622520508881,0.0,0.0,0.0,-3.26679406780761,-2.1430528908047357,2.7433358853483756,-0.5972735452880531,-0.3984981462758625,0.44074683526575903,-0.7127456339616249,3.356976514340878,-1.123680460561418,-6.028734607238333,-4.831361011827384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6355169259930173,-1.729812353611098,2.076104274660525,-0.5452187805113844,-0.9115825039387475,0.0,0.0,2.1086196574836413,0.0,0.0,-0.4837750759364684,-0.12553375482758583,-0.30344441760792934,-0.18327826485581283,0.09357356098427233
23,1616.2293394841925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5884595410266733,0.0,1.6464324710116425,0.0,0.0,0.955839432947661,-0.7187890857811241,0.0,0.0,0.0,-3.3848679871990277,-2.0411832652298836,2.404385668187224,-0.5382158700280867,-0.5445830820695035,0.7939694869855063,-1.036273791919791,3.246696443566333,-0.818153062941597,-6.320744816081224,-4.6175346325597095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5238887797445442,-1.5971409553190026,1.989763470403788,-0.4410746654708579,-0.8585822009569666,0.0,0.0,2.105150988332484,0.0,0.0,-0.4484721351165415,-0.11341894550569538,-0.30082956988740284,-0.17585128564748384,0.08692096977925577
24,1612.166232471558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5493236318393875,0.0,1.6626457080135666,0.0,0.0,0.9137594791193058,-0.7391128979326143,0.0,0.0,0.0,-3.1870271096108773,-1.6349610076859364,2.1314383657769262,-0.727402780113635,-0.764311095208482,0.6687556014642811,-0.9080928300707511,3.226614094215083,-0.6637531232128293,-6.683477902820899,-4.2447527470741875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6862198298522382,-1.6682952254440462,1.7459257402660913,-0.5943425310249999,-1.0796995249704289,0.0,0.0,2.054672223396936,0.0,0.0,-0.3990452029667563,-0.10040704109087989,-0.30103262089707866,-0.16721008788514194,0.08992101055494545
25,1609.6163690863787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.586741993103502,0.0,1.6391011605122505,0.0,0.0,0.9416970541652797,-0.7386988273105267,0.0,0.0,0.0,-3.15429587955881,-1.855505992164518,2.0471536377577366,-0.6963107166711819,-0.7019956410811561,0.63073668282554,-0.5783941103296776,3.039368258738083,-0.8369846235829399,-6.879248701088105,-4.028193379644442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.654671178672407,-1.6130327110608338,1.7673851573403265,-0.5433000197159467,-1.0246303851101555,0.0,0.0,1.9278803064574208,0.0,0.0,-0.3753009447131829,-0.09117890355826062,-0.30481617035286224,-0.16242654989828126,0.10015456648351675
26,1608.0251993056775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5946114608446824,0.0,1.687601068344216,0.0,0.0,0.9281661409439568,-0.7236673118827471,0.0,0.0,0.0,-2.9646550247464445,-1.967744082428903,2.2648156878714527,-0.45589911951395146,-0.6126973811356181,0.4506793291618535,-0.8274506093609715,2.8610654686665775,-0.8588100845111,-6.885126515555896,-3.8098861815662706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7001606291020939,-1.6155951138866664,1.8512925011505197,-0.5656608718181835,-1.0401499569470198,0.0,0.0,1.856261475892159,0.0,0.0,-0.36259189604934355,-0.0875342261964407,-0.315258339007116,-0.1602987558915409,0.11747696260933516
27,1606.927997270467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5739213215998507,0.0,1.7232816472857158,0.0,0.0,0.8867792278634755,-0.713853721897469,0.0,0.0,0.0,-2.8901668235894182,-1.9302611387811046,2.3699084179027747,-0.6209265541100538,-0.7930165577338055,0.4549725940881651,-0.7529762133853185,2.9083431550202765,-0.6651251306416825,-6.590828951210378,-3.6112863811087945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6788138314836,-1.5219730200937465,2.0877520411107158,-0.508708978821381,-0.9967869546846886,0.0,0.0,1.8578641758787757,0.0,0.0,-0.36412050417710035,-0.08840276139620878,-0.3298456432600281,-0.16048873785955994,0.14549133474270443
28,1606.8762550727215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6283069801174423,0.0,1.2035489468809226,0.0,0.0,0.9569564050369269,-0.6832673055125669,0.0,0.0,0.0,-3.1408676149063197,-2.099982826728789,2.089173868198686,-0.4815580179101989,-0.7163122387828906,0.45206175897569023,-0.5649386821316176,3.0441532706387915,-0.5253280573393935,-5.13210997378266,-3.4629031148185434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.943721467582768,-1.7852309656192038,1.5419932808761778,-0.7236974893486536,-1.2438246566129065,0.0,0.0,1.8507899768298368,0.0,0.0,-0.3846005552636734,-0.08846568098412631,-0.34311939632763555,-0.1636043549201234,0.22162258538490756
29,1604.037767682523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5830759043523404,0.0,1.4084073443543332,0.0,0.0,0.8877156241760797,-0.7256906895368831,0.0,0.0,0.0,-2.8078324556568424,-1.939887934433589,2.1991838865699727,-0.6218132595510292,-0.6535712025265181,0.38773786482678446,-0.7155099840177296,2.9184889087024617,-1.0055571529762195,-3.8777679625734414,-3.5017252609941867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8096313575229142,-1.5567218576634252,1.8733574219723932,-0.5946983293180987,-1.0959512091968895,0.0,0.0,1.848725029605362,0.0,0.0,-0.39935741905059313,-0.09691603471699041,-0.3420266456308379,-0.16498395096219054,0.24635612005449598
30,1602.4417171296006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5553945978249546,0.0,1.7157493662592682,0.0,0.0,0.8640416844918026,-0.6847345710482785,0.0,0.0,0.0,-2.8731551713741217,-1.9416320616151963,2.3085708894952597,-0.5882150579199134,-0.7284338413688585,0.4811454303793191,-0.8091236426780628,2.882995238825561,-0.7091192944359878,-2.881668366647968,-3.5479080202150444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7237189368934234,-1.5386714008413738,2.0391928453458394,-0.5275366786027708,-0.998879818123544,0.0,0.0,1.8632674148686608,0.0,0.0,-0.3762149970001174,-0.09230031690985044,-0.3174602607704265,-0.15839282097243984,0.2626924021357702
31,1601.886436572291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.552872489061644,0.0,1.5897263685460257,0.0,0.0,0.8747726131243871,-0.7005736874491789,0.0,0.0,0.0,-2.9136246510538335,-1.8707963280708815,2.219851971673112,-0.5590834572842153,-0.6722017293066046,0.4571089855229122,-0.7600242027023137,2.887237308636428,-0.6909778053720916,-1.6739480688388635,-3.543672348104751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7442932226846248,-1.5462722238379947,1.913368532394135,-0.5538547643739026,-1.0363312653874224,0.0,0.0,1.8545838457691521,0.0,0.0,-0.37171334382835475,-0.09059024990690935,-0.30921831804597233,-0.15556194137326437,0.3025005503450322
32,1601.536523037391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5612225691404253,0.0,1.4952581767558761,0.0,0.0,0.8946242592681225,-0.7098992676005975,0.0,0.0,0.0,-2.9200182605101954,-1.8473464087323306,2.0894176666612476,-0.5321369162045418,-0.646998657985188,0.4319635462218013,-0.7148429592371183,2.892711391301782,-0.6239757454842209,-2.215241174440524,-3.6020940618327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7520303700711126,-1.5819854318125133,1.7684095207120372,-0.5789116146246598,-1.0692368003855865,0.0,0.0,1.8575552449531862,0.0,0.0,-0.3606808455119914,-0.08718037034606349,-0.30178996225642396,-0.15276879172448307,0.3029493340249553
