Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_aadt
10,1775.7330288410503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6416346512018982,0.0,1.343973699256333,0.0,0.0,1.7126850952044745,-1.1721194553679402,0.0,0.0,0.0,-3.5366921176953054,-2.722598717859294,1.5583682281438258,-1.700110037889257,-0.5940616520715415,0.46086398406020546,-2.0764738806659473,5.320211347225919,-3.2514968449538113,-1.2021306700321508,-4.199548315989031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9147853232920875,-1.502701031651863,3.1805929681719447,-1.1498562228105171,-1.4172802271166272,0.0,0.0,3.387617979665297,0.0,0.0,-0.34139838318772336,-0.07642150818472346,-0.32670043866233733,-0.2149907462074494,0.1687755710888598
11,1762.4686141347288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6310311352439684,0.0,1.4584910324245957,0.0,0.0,1.7066156757536366,-1.2526018967594033,0.0,0.0,0.0,-3.5547629259938933,-2.8032952919154135,1.7758388342476388,-1.642631904151201,-0.791628275892986,0.5543178489093143,-2.0104843159959978,5.340551550662368,-3.2395421467811714,-1.24791233703316,-4.438692789120499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8571658599713796,-1.633701280751911,3.099549125700211,-1.1033518233672852,-1.3635899770726414,0.0,0.0,3.407641874950793,0.0,0.0,-0.3580011714345944,-0.08154369747160256,-0.29171310374568526,-0.21469597701265242,0.16484426980705316
12,1752.2277218237252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6925208061073933,0.0,1.4771874942127394,0.0,0.0,1.703329506631411,-1.1241786371148286,0.0,0.0,0.0,-3.603178021060891,-2.871550332421717,1.9999900709881877,-1.6253439212474274,-0.943457263258114,0.5856098866500299,-1.9552407135094814,5.238627527335332,-3.193825045775911,-1.3021121371938684,-4.654670344071044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.791669437215163,-1.6218700194113815,3.054911455307682,-1.0823355121814857,-1.4487214167249896,0.0,0.0,3.4246827862633578,0.0,0.0,-0.3615108008899901,-0.08175170310668631,-0.2593061752085973,-0.2129241466797668,0.1649995745847367
13,1729.5002279260207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5646760467725962,0.0,1.0621128287740833,0.0,0.0,1.4728344353101275,-1.3914189122890912,0.0,0.0,0.0,-3.541309831534215,-3.206747736051593,3.2996976804313345,-1.7312371154194943,-1.0004821280468958,0.7823087602646489,-1.7933916906998362,4.86313441113422,-2.8205844736341823,-1.8160814799106682,-5.30325184200321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.773575614614723,-1.5136463567526472,3.125645476442426,-0.980387574292579,-1.9762717510593055,0.0,0.0,2.3873240644962914,0.0,0.0,-0.47381952411206524,-0.11436440657370633,-0.22254924832662779,-0.22165537303135358,0.12535707227493456
14,1709.6267854600378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4919468400037121,0.0,1.0008594748731166,0.0,0.0,1.1624459037840167,-1.1903842887255023,0.0,0.0,0.0,-3.6445609937679935,-3.371779774105887,3.945363972280835,-1.727469052729309,-0.9710607994068791,0.7165173945021517,-1.729767353832989,4.457441826441824,-2.488234431992601,-2.2834631055417427,-5.374345114434612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7751962277313984,-1.7385668449054126,3.2404235171216627,-1.3582719226469637,-1.515545834206307,0.0,0.0,1.9672064486820664,0.0,0.0,-0.5114451412112577,-0.11922451563641119,-0.2429319909771334,-0.2233276175296627,0.0924613725037469
15,1667.9209486334373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9006424481682094,0.0,1.8896634885611423,0.0,0.0,1.3216612452267706,-0.9453706397149547,0.0,0.0,0.0,-3.4593211742363645,-3.3635931346614862,4.171275140947179,-1.2636011502701825,-0.40392195079214865,0.5516179629109468,-1.464741239276718,3.9470639425443075,-1.6668213194533716,-3.318656939112665,-5.013321362313375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.195945380250264,-2.22891376824929,3.2572857719809885,-0.8241741414402318,-1.3000790759582777,0.0,0.0,1.8268387084128204,0.0,0.0,-0.637974205075014,-0.16690108260763548,-0.41338136194231534,-0.23348012008849622,0.04324487090697508
16,1654.1484104715835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5732640274298846,0.0,2.395625112624636,0.0,0.0,0.8507789814411615,-0.9973146270202519,0.0,0.0,0.0,-3.602466170053214,-3.2269536984490923,3.705883438386066,-0.8696667597727017,-0.41944570644856094,0.4745467162161711,-1.4482865607767013,3.9666958559671923,-1.5543578852806004,-3.8870344383610234,-5.094904687727172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9826389164001454,-1.4588667221491949,2.744199204933304,-0.7061331919995315,-1.1822320472020693,0.0,0.0,2.028647418592558,0.0,0.0,-0.6532120866331028,-0.16399224380636565,-0.39040192337277557,-0.2315114349539827,0.037585698587703026
17,1645.6014582405473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4891993240172134,0.0,1.8459347034507942,0.0,0.0,0.7561965845139572,-0.879922937823397,0.0,0.0,0.0,-3.5148005890002327,-2.8885305927445137,3.197054380854867,-0.570426208415939,-0.66336518989596,0.5824313981177727,-1.3934492295986645,4.1802547679209425,-1.5433101936902744,-4.244527319925699,-5.262700417720427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7194039641741004,-1.3882559477922713,2.574246630848889,-0.5151233389758829,-1.0064568816585449,0.0,0.0,2.2634134977514293,0.0,0.0,-0.6610796819696998,-0.17245502597282458,-0.3568859873861103,-0.22721375283939246,0.03414301800009842
18,1641.824153116476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.677014368587128,0.0,1.544399272973492,0.0,0.0,0.9509768863535398,-0.8447541830339325,0.0,0.0,0.0,-3.7381514633263904,-2.494305502410129,2.7900647849542666,-0.7488003123947713,-0.9966637134047918,0.42592843154610255,-1.416125421435812,4.231446741456506,-1.6611505905211428,-4.579439227516965,-5.269032239301935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5875279986681454,-1.4521479609330854,2.0302107736351918,-0.35584458635023847,-0.847450605757117,0.0,0.0,2.0985020834062,0.0,0.0,-0.6429978112382296,-0.15551054559117064,-0.36187375098446084,-0.2229977935539061,0.026865460487428997
19,1636.779573900497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7418189239641575,0.0,1.5582024162357881,0.0,0.0,0.9733633628684618,-0.7449820211895363,0.0,0.0,0.0,-3.8148015686092838,-1.982481926638668,2.117649556006637,-0.9388594459457555,-1.2333819216924395,0.7119798490504562,-1.224332872161157,3.9487171560483763,-1.6583858559414384,-4.931268416603735,-5.332290873335104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7658896784563485,-1.8124756804277633,1.7349342234313807,-0.5789419927022657,-1.1007630162674662,0.0,0.0,1.908265458502041,0.0,0.0,-0.6246912458779513,-0.14941559718674488,-0.3409406938810372,-0.2180918022538602,0.021383494292188405
20,1633.8041300769246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.70064839454139,0.0,1.5189926003828802,0.0,0.0,0.9533170903504308,-0.6806661175908199,0.0,0.0,0.0,-3.6857028144940545,-1.912911242159279,2.1790745836957015,-1.1761374292777158,-1.1872316349278937,0.9554953219552201,-1.0750305577753267,3.857761015220405,-1.6280004091803786,-5.160409512646568,-5.056770282899858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8166483922354033,-1.8754513011381195,1.5133004742008567,-0.6377352606370715,-1.184143678082113,0.0,0.0,2.1228302544835236,0.0,0.0,-0.6091588933379991,-0.14997659460482787,-0.36753123258001197,-0.21561356626828218,0.02697085925502789
21,1624.3500161936497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6200343766857068,0.0,1.6770945247182665,0.0,0.0,0.8514010974043333,-0.49266558692351947,0.0,0.0,0.0,-3.345602062954687,-2.1078834084135916,2.426819479641029,-0.9727473311706563,-1.360709448890317,0.6538629893094878,-0.48530492897223254,3.5166863209797286,-1.3354171703208428,-6.111094153488713,-4.096385321090967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7555005594156239,-1.7214979489642122,2.143066127611531,-0.5583578406729649,-1.234523881660522,0.0,0.0,2.0467499162568132,0.0,0.0,-0.5216097598077367,-0.13083695751838836,-0.4447728137590731,-0.2015024159131861,0.03336294323646932
22,1618.813000486197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6222922575442655,0.0,1.7302905556945927,0.0,0.0,0.8761445545862038,-0.45685925266970007,0.0,0.0,0.0,-3.134689912188352,-2.170851546040359,2.5067683198417208,-0.7942255718814208,-0.9350860967218405,0.5669790682579136,-0.7939501807354317,3.1700757625100544,-1.104259111014321,-6.544886927447402,-4.114381714047711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.665264016652775,-1.7057997797819926,2.2129046503922116,-0.5259374893644004,-1.0864765823526104,0.0,0.0,2.013283744973133,0.0,0.0,-0.4805967210562137,-0.12242229040864348,-0.39526724482598175,-0.19142305171478102,0.04016845354247251
23,1618.0259149268381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.569717226664664,0.0,1.369402482304321,0.0,0.0,0.947153823997145,-0.6036304290668764,0.0,0.0,0.0,-3.2107944040133334,-2.4084461145798346,2.340078187713913,0.3369823213076688,-0.22749455044852596,0.4625228897428858,-0.6358010950690195,2.634557083441887,-0.6993259481845829,-8.124847011009393,-3.486133267621719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8844818293286847,-1.861049323015599,1.439376289720637,-0.7911327718743291,-1.2538616512670313,0.0,0.0,1.6838393393607523,0.0,0.0,-0.3657655729514607,-0.08792769910256257,-0.3677683155696076,-0.16722265403988795,0.06015975690350713
24,1612.8202639868534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.51753700437726,0.0,1.4531625819633456,0.0,0.0,0.9010006202219593,-0.6670147038162888,0.0,0.0,0.0,-3.023533268078756,-1.9998915323848614,2.282322336205455,-0.10637710898916641,-0.17238995245954347,0.3927052645400618,-0.5079109604496569,2.63504145976992,-0.5813705547291789,-8.28008893155935,-3.588846191267475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7843703263026223,-1.709913462490833,1.591519604194124,-0.7283741893020335,-1.0951686918354147,0.0,0.0,1.6678190741722776,0.0,0.0,-0.3414470258122188,-0.08331344142011943,-0.3118978769036304,-0.16044442932663977,0.07040123715776159
25,1610.38371934332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5321374784941098,0.0,1.5361111436664525,0.0,0.0,0.9164608022282635,-0.7104183095983679,0.0,0.0,0.0,-3.0384205569546334,-1.7470670651879097,2.303205158044152,-0.29459030689714605,-0.5263041625842096,0.6605808666817137,-0.8955617505976821,2.632671743779191,-0.693630138590026,-7.9875935011792984,-3.4698791462938923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7117051393900469,-1.5812289876640488,1.8189313558024827,-0.6141890714312499,-1.0499641359856198,0.0,0.0,1.695195819725169,0.0,0.0,-0.3470875476793898,-0.08204354166237082,-0.3375871773244002,-0.16266288767385448,0.07417740643255033
26,1608.4435726205088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5391020567203966,0.0,1.577798438413334,0.0,0.0,0.8933825885773237,-0.6962141974889645,0.0,0.0,0.0,-2.9095826222490873,-1.6802947836431772,2.345162533371552,-0.4013627761666002,-0.688004485622822,0.3983435190139743,-0.9034957631353451,2.9163688011370934,-0.9003827897703423,-7.1730470242771105,-3.6625601152804848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7709452537056969,-1.64531704217944,1.8261501681014698,-0.6394263571740395,-1.1248766748577517,0.0,0.0,1.8640370478024126,0.0,0.0,-0.37150344751694714,-0.09087827984338272,-0.32560179820339646,-0.16816538732222003,0.08447415493025362
27,1607.6309861865059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5730607997333208,0.0,1.551316205163934,0.0,0.0,0.9215459459958771,-0.7073878633397547,0.0,0.0,0.0,-3.054273234447426,-1.9209514525854563,2.2274239315867295,-0.5577379343655444,-0.6593519948645937,0.4866231297414723,-0.7269764637772538,2.967797461405101,-0.9209667007431573,-6.7259977974095255,-3.7941775967383826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6973306240253192,-1.5963791420870328,1.8856058974069954,-0.5584810294770444,-1.026759010953769,0.0,0.0,1.892395294170546,0.0,0.0,-0.3846929344249339,-0.09196114923795425,-0.3172736023383023,-0.1703283487811771,0.08932420256384055
28,1607.1444376638935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5571826109918128,0.0,1.577503142894467,0.0,0.0,0.8883417166977126,-0.7131952871336115,0.0,0.0,0.0,-3.04487973477659,-1.920398027907722,2.223254907067158,-0.7002136733474191,-0.7875981926541968,0.47449354328942733,-0.7711498779148684,3.0898230543768754,-0.3012574881561365,-6.046284108920351,-3.7348197354346078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.711121903150419,-1.5866031866687305,1.9006837548045208,-0.5583490219655769,-1.0753099506799264,0.0,0.0,1.9202227298229257,0.0,0.0,-0.38328698101726744,-0.09314330012538827,-0.3098460327892926,-0.16842978761305685,0.11131933345227621
29,1605.469478767729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5818922387097512,0.0,1.6555340062822541,0.0,0.0,0.8767570985224128,-0.7189711675089383,0.0,0.0,0.0,-2.7126004013032547,-1.7598494018985538,2.246502645337776,-0.7061165041539427,-0.731494393602339,0.5017990971934468,-0.655465326160235,2.776877698328318,-0.7916507313972192,-4.523077352466908,-3.548145678022793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6815476757123096,-1.5607297915566611,1.9754908270328109,-0.5293745003456597,-1.032647428817644,0.0,0.0,1.898564579533658,0.0,0.0,-0.3608624086243239,-0.090551031299181,-0.29708360679242024,-0.16139718776828907,0.15154557774996502
30,1603.8066918810662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5790091272784945,0.0,1.5738420981775347,0.0,0.0,0.8720133648373861,-0.7237617106078802,0.0,0.0,0.0,-2.907164368578235,-1.861672076241012,2.2352515339768684,-0.5908186492374943,-0.6100552284183066,0.4463868373056742,-0.7544976605879941,2.857916291388771,-0.8415034830334271,-2.6141060240378975,-3.460332877148012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7286306991710854,-1.5983105121920582,1.8775185876006537,-0.5831954649923912,-1.0776097571306262,0.0,0.0,1.8882498811037223,0.0,0.0,-0.35765211215657267,-0.08535767682137943,-0.3165071345454528,-0.16066180144699624,0.16818899285856087
31,1603.3477471493225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.586448438549326,0.0,1.5849196732491861,0.0,0.0,0.9014836372988675,-0.7012645301625816,0.0,0.0,0.0,-2.98435488615943,-1.8849572658674656,2.19197336252068,-0.5002310157771013,-0.6923374779246468,0.48291043814861984,-0.7441874182139345,2.9124970881269276,-0.7145792185339583,-1.8489640586006675,-3.650285175152224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.706558046180035,-1.630742060604635,1.8420333515810896,-0.5815566400898867,-1.0632475369253387,0.0,0.0,1.8618484955942447,0.0,0.0,-0.3669669920227138,-0.08838726096832857,-0.30262206854983936,-0.16057632094669846,0.16928567955753085
32,1603.2559733160133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5679631238223257,0.0,1.5265452860912005,0.0,0.0,0.9023321532056071,-0.693154070230599,0.0,0.0,0.0,-2.956004459628857,-1.8912544433604697,2.1223135770481227,-0.49595680087550675,-0.6967333893834174,0.44710545202665736,-0.7458530475671085,2.8926026086580863,-0.6022359198829775,-2.5699455077407416,-3.6434500715246156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7076608903390256,-1.6215322806693664,1.8109300791008989,-0.5811888504514902,-1.064945918623078,0.0,0.0,1.8667704373424057,0.0,0.0,-0.3587063399049376,-0.0861650145773779,-0.30793717587141783,-0.15992865598855738,0.16135702618778558
