Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_speed
14,1676.6402836954328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.855822576931095,0.0,2.225269610725225,0.0,0.0,0.9279686816380698,-0.6454492432129032,0.0,0.0,-4.367232220178759,-1.9900782520277742,4.555960093955906,0.0,0.0,0.0,-0.5223152273826702,3.572764302564816,-1.0977620471372735,-6.068987012668047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3597828194505373,-2.2501160120337653,3.13023342843853,-1.021784785131307,-1.6241255336296474,0.0,0.0,1.3277898224949374,0.0,-0.6671689404076295,-0.16006581278993645,-0.3239360294350012,-0.23253452197071528,0.23479506122795188
15,1656.8014569745571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8362045847299493,0.0,2.4443867440142877,0.0,0.0,0.84414881407524,-0.3958525278689126,0.0,0.0,-4.226513859235835,-1.4580950112978848,3.5578552518843845,0.0,0.0,0.0,-0.9036911318493448,3.451681644037198,-1.2772902978951421,-5.728755781088074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8696845770007413,-1.6301508444442923,3.1126632670575245,-0.5317854677591429,-1.2121473885679581,0.0,0.0,1.8358710400253728,0.0,-0.592574884669208,-0.1398982210973694,-0.3330202072726387,-0.22098286971682005,0.1748971975536509
16,1654.7004106988568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5348473262333573,0.0,1.6943115244949167,0.0,0.0,0.9436157230520474,-1.1916509380462013,0.0,0.0,-3.5897421478751617,-1.1762955436820766,3.080710117709918,0.0,0.0,0.0,-1.3266369257052155,3.9034933365524447,-1.7973514448277128,-5.184250778045541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4639340829923249,-0.8989212163600513,2.4496512363597103,0.20622258239027347,-0.803398567000085,0.0,0.0,2.1045072529486517,0.0,-0.5547726976240769,-0.1414962607961624,-0.3806126885984917,-0.21675540780621202,0.09953468101411525
17,1649.499934408397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3407768596961216,0.0,1.2621853628208726,0.0,0.0,0.7638092284397053,-1.1630652825547074,0.0,0.0,-3.3949703826984656,-1.1836969026811057,2.953346484386939,0.0,0.0,0.0,-1.4254842485402344,3.975197918960705,-1.9736241815550952,-5.132147295987176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4715777645834462,-0.852973092272823,2.3031938574304798,0.06940442142604575,-0.5342002809530639,0.0,0.0,2.263951335810065,0.0,-0.5404162688210967,-0.13912176657414374,-0.3663645666001153,-0.2138903618006175,0.08172720607515888
18,1640.7964000299926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.486547475119298,0.0,1.0491944658813979,0.0,0.0,0.9319882305692715,-0.9710084395052654,0.0,0.0,-2.9412836789438885,-1.5234186132681493,2.476335093356148,0.0,0.0,0.0,-1.1705314314697806,3.656489365764471,-2.141740375660434,-5.014123017893004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7561939985938055,-1.5540463980649282,1.827390402891249,-0.2958495878529187,-1.0603826690064522,0.0,0.0,2.403775990900707,0.0,-0.5194347844587728,-0.14383264898404693,-0.37147651844651886,-0.20919654816693395,0.051810204274434876
19,1636.015143504916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5289344624165238,0.0,1.389286553853161,0.0,0.0,0.8999667798530016,-0.877045471978616,0.0,0.0,-3.0664502096485973,-2.059871589721634,2.187213082408046,0.0,0.0,0.0,-1.0581153098520142,3.330568719235937,-2.424488290568025,-5.050065607192556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.054841742614457,-1.6833791442528976,1.2213387526256376,-0.6867127584881272,-1.1606215975826222,0.0,0.0,2.117518748365649,0.0,-0.4945303096493586,-0.12514888083290168,-0.34925566471687053,-0.20581323023696574,0.038671262394054315
20,1629.9439050629203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7810334904015266,0.0,1.4704060532187915,0.0,0.0,1.0970053063864347,-0.6655074575834453,0.0,0.0,-3.3037331483274164,-2.4379884356843444,2.3775942556789187,0.0,0.0,0.0,-0.8748022033150886,3.1517649952488376,-2.231964062891903,-5.143157232453052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78220133756978,-1.8464422439227126,1.6932216509593312,-0.5372078845030199,-0.8296347755706123,0.0,0.0,1.8670624440327224,0.0,-0.4813893030633473,-0.1162656615579188,-0.3275651881979561,-0.1992223586523028,0.0155717380001208
21,1625.3767061412298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6248219187402648,0.0,1.8389264534165604,0.0,0.0,0.8840238045675923,-0.5915078498417571,0.0,0.0,-3.2551131915331486,-2.553733531498441,2.7953354783318627,0.0,0.0,0.0,-0.7167437457010326,3.235805146361641,-1.7163275914275715,-4.928124550347446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.755392616632333,-1.6613798770669548,2.204278736259907,-0.595324579903926,-0.9438879629554869,0.0,0.0,1.9817728729459634,0.0,-0.4705102534229522,-0.11946525926063523,-0.32536261697710095,-0.19457898109515356,0.032232679770944114
22,1622.2096263122908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6264609488095614,0.0,1.8624519820669228,0.0,0.0,0.8873302400776383,-0.5758799793338608,0.0,0.0,-3.4580965405062276,-1.9731983905215762,3.0588789938214296,0.0,0.0,0.0,-1.1499575368830541,3.239913769113021,-1.2428006196215704,-4.822957524193275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78786377225768,-1.7547369945120965,2.1895508738596856,-0.6717596554902523,-1.0292039619402185,0.0,0.0,1.9040360490422685,0.0,-0.4511363350232293,-0.11110486421529059,-0.31116076009101434,-0.18870848489475409,0.03084256352474837
23,1617.8493854407764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.542708311186654,0.0,1.4179847783507524,0.0,0.0,0.8206194246210345,-0.555913138967166,0.0,0.0,-4.257315025254445,-0.6886022370784304,2.961330153043037,0.0,0.0,0.0,0.1645082052559632,3.591168412786288,-0.6091245623421713,-4.017427959251348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6258817322015993,-1.519268640574609,1.9407604236835896,-0.5348747727586897,-1.1232125025805932,0.0,0.0,1.8358202775531072,0.0,-0.3697964334497572,-0.0842857602480567,-0.29499370633577093,-0.1641349067770216,0.08083352095155182
24,1612.5625788226444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5532732042010378,0.0,1.5520050830565542,0.0,0.0,0.9169272776670523,-0.7581503489237992,0.0,0.0,-2.814943640672576,-2.1843955103215116,2.849248132014182,0.0,0.0,0.0,-0.9118749519321694,2.608702791731091,-0.5220853447222478,-3.2738366677985535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4600693366043205,-1.3681361734964854,2.153243709210737,-0.3107226207004409,-0.8943820244275712,0.0,0.0,1.8427414496471428,0.0,-0.34136064586657566,-0.08873763426191396,-0.3154638744513945,-0.15186930498462262,0.17501701448218632
25,1609.3901409502564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5510500107478875,0.0,1.7759262272942875,0.0,0.0,0.8658970588215545,-0.7409129321146267,0.0,0.0,-2.8221328279689,-1.5744924826281348,2.7893017015094297,0.0,0.0,0.0,-0.7747767053017983,2.6548009436524835,-1.6829096419124234,-3.674001262107057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7486619636983374,-1.5658555606140285,2.0427151260300738,-0.5532755891408149,-0.9564748857984334,0.0,0.0,1.8460501777258391,0.0,-0.3902249162379934,-0.09554809290947176,-0.317343092787444,-0.16508024755607004,0.20453302581168192
26,1607.5970016233389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5434455620978562,0.0,1.6119995890414935,0.0,0.0,0.8588524260595971,-0.7139985221052811,0.0,0.0,-3.1926585845451174,-1.746946270951145,2.4564609406867075,0.0,0.0,0.0,-0.7066833991415399,3.0269120483682395,-1.1150248169083101,-3.7357162694475887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7860338824047197,-1.558493996139039,1.8532744807096555,-0.5772431498073858,-0.9942437024194846,0.0,0.0,1.875954190384382,0.0,-0.3893714461835861,-0.09158103290530384,-0.3132590979453433,-0.16478840066290104,0.2317858335938357
27,1606.285808871501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5377188137146771,0.0,1.5233502971430055,0.0,0.0,0.8455647903118471,-0.6878121347226283,0.0,0.0,-3.1585948488923874,-1.580965638242036,2.559083384962603,0.0,0.0,0.0,-0.5261329425843099,2.909837832991404,-0.7753600982836903,-3.482446846064701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7223907257156696,-1.4970034528368223,1.8939868970764107,-0.5151762498387655,-0.9944437767640874,0.0,0.0,1.8565981586658618,0.0,-0.36026648694934504,-0.0876151655565581,-0.30534148945507644,-0.15439002368508364,0.2906188213902211
28,1605.7590512458828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5454470044041129,0.0,1.5217370611149237,0.0,0.0,0.8537915237700336,-0.698380892075397,0.0,0.0,-3.0539309842016933,-1.7235353207831345,2.521103019654727,0.0,0.0,0.0,-0.6334225714701347,2.8668241962037317,-0.8290539073377716,-3.549296347013885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6977672961277914,-1.4941626755945814,1.8900064417711175,-0.5028588584424826,-0.9800971496631603,0.0,0.0,1.8617482821678206,0.0,-0.3639250961855646,-0.08878052657749054,-0.30562814166557023,-0.15325736839899345,0.31712021707974564
29,1604.855009533957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5535435186311215,0.0,1.5660190048748515,0.0,0.0,0.8612485226021772,-0.7075081082962842,0.0,0.0,-2.9783911386680755,-1.7744412880269698,2.517388600035053,0.0,0.0,0.0,-0.6907821261693732,2.8222932036966504,-0.8727636494160347,-3.667452096111006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046517362819384,-1.5204186673470144,1.8963907198297012,-0.5062858382112286,-0.9661562778945973,0.0,0.0,1.868954519656844,0.0,-0.3566729994000769,-0.08663031006453659,-0.2969065480111242,-0.14730696258235626,0.41042580147452995
30,1602.8248151515395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5727878782764588,0.0,1.5999703690203064,0.0,0.0,0.8773734235462445,-0.7169928186161161,0.0,0.0,-2.848141811856136,-1.822580379689329,2.480844335084148,0.0,0.0,0.0,-0.6751093172474764,2.7085774517468106,-0.8517221937362284,-3.950111882561017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7115340546779558,-1.5431698023280462,1.907995379482696,-0.49802503410685034,-0.9523664628863093,0.0,0.0,1.889808022529616,0.0,-0.3272663873162264,-0.0786535081726861,-0.2692220157692208,-0.12405030706441483,0.7563993649261718
31,1601.9896654189656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5948450710203892,0.0,1.6206019802659841,0.0,0.0,0.9049840028148085,-0.7223571925533543,0.0,0.0,-2.9348687118029604,-1.6872944622146622,2.5654945805827314,0.0,0.0,0.0,-0.5797660493370963,2.8595076267281314,-0.808779928749561,-4.080700494234017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7196592226704521,-1.5770917428463926,1.9506427607807018,-0.4966119346388411,-0.9614717199560425,0.0,0.0,1.9610823849453878,0.0,-0.34713472395816936,-0.08487421200064746,-0.2783638102465805,-0.12338033857701634,0.8691141458030723
32,1601.1989579001909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.601883342015528,0.0,1.5975518396495618,0.0,0.0,0.9031947663791811,-0.7061522653573197,0.0,0.0,-3.029399785333185,-1.666735771882847,2.587059154093269,0.0,0.0,0.0,-0.5171268088597498,2.9206638893110526,-0.7919949417304799,-4.093272980388497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7328377079623474,-1.566425867237651,1.967748444266786,-0.4891559121771578,-0.9767128776320306,0.0,0.0,1.9687919057291812,0.0,-0.3497053667826009,-0.08485343118583047,-0.2839523567119323,-0.11830153540078392,1.027550565758577
33,1600.4628504810003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.58442446867566,0.0,1.5232772258325502,0.0,0.0,0.8741501119644115,-0.6624288724799015,0.0,0.0,-3.263378223504293,-1.6286250665001638,2.609163446783125,0.0,0.0,0.0,-0.45822311419915107,3.047743576658162,-0.7889835855508548,-3.7674245369292483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7453254817523305,-1.5145621982524784,1.9743216255081948,-0.48461609547465856,-1.0053511825504182,0.0,0.0,1.9247258384084613,0.0,-0.3648424160059744,-0.08743263667098908,-0.31861242982877874,-0.11989654020129963,1.1620373196004405
34,1599.27750864098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5747578662509878,0.0,1.5624339320873697,0.0,0.0,0.8769235885335349,-0.6764635502479627,0.0,0.0,-3.215499486455286,-1.5966469842422295,2.6010885083414927,0.0,0.0,0.0,-0.528126139868159,3.0246384338732133,-0.7273382270589426,-3.5750209874410044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7344274101408694,-1.5292500440072059,1.9735024885418624,-0.4864835793545307,-0.9797444027771791,0.0,0.0,1.9150629846435803,0.0,-0.35110855604847246,-0.08452520225118636,-0.3253781786437926,-0.10595622068147431,1.4187474737647436
35,1598.910190064617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5632186681300513,0.0,1.5664391503534556,0.0,0.0,0.8718210370355127,-0.6971780233906759,0.0,0.0,-3.1132870917596884,-1.680591153867487,2.6149492240622383,0.0,0.0,0.0,-0.5476497195013426,2.9186539275896886,-0.8409039339297617,-3.6036032880438555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7333777278835982,-1.5095801166066531,1.9709072527175975,-0.48376383692159763,-0.9627963179488548,0.0,0.0,1.8922671338787387,0.0,-0.3548009123539267,-0.08589759906472456,-0.3230899475459317,-0.10851657231280203,1.3854571468524695
36,1598.6171464508793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5542678463177706,0.0,1.566580826777863,0.0,0.0,0.8666659195020258,-0.709329912084727,0.0,0.0,-3.050721414897343,-1.722204229190952,2.6102632632792764,0.0,0.0,0.0,-0.6084658733455157,2.8506154914432886,-0.9145837815433954,-3.583689592200222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7295867108108578,-1.4969741559711411,1.960011066790614,-0.48105799588713416,-0.9474833945669511,0.0,0.0,1.8672206501833732,0.0,-0.3547654260735266,-0.0858212256096073,-0.32324597482950645,-0.10594217492259954,1.4790503648313997
37,1598.1941675809962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5540003732710144,0.0,1.5753857872708512,0.0,0.0,0.8661065006291934,-0.7103657167380532,0.0,0.0,-3.027339982234917,-1.7565095056127473,2.586897848993619,0.0,0.0,0.0,-0.6633774055017938,2.836735571020745,-0.9295679857997323,-3.590954651993609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7263306930588855,-1.5065567599078875,1.946975087518211,-0.4812128323780022,-0.9399099393114198,0.0,0.0,1.858971061124147,0.0,-0.3485585760220665,-0.08396550057962654,-0.3173801455122534,-0.10163420211202309,1.6218407694721138
