Iteration,LL,asc_carD,b_carD_p.age_group_agg_5_14,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_69,b_carD_p.age_group_agg_70,b_carD_p.female,b_carD_p.occupation_worker,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_5_14,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_69,b_carP_p.age_group_agg_70,b_carP_p.female,b_carP_p.occupation_worker,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_5_14,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_69,b_pt_p.age_group_agg_70,b_pt_p.female,b_pt_p.occupation_worker,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_5_14,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_69,b_bike_p.age_group_agg_70,b_bike_p.female,b_bike_p.occupation_worker,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_5_14,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_69,b_walk_p.age_group_agg_70,b_walk_p.female,b_walk_p.occupation_worker,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_speed
17,1635.33343947201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3223308082525116,0.0,1.5574403160872707,0.0,0.0,0.7790619947951387,-0.9317795351180426,0.0,0.0,-4.4674892038595155,-0.4420171832416374,3.151348208965238,0.0,0.0,0.9427409024271882,-1.0456999150492994,4.196165019591911,-1.7401605126942183,-4.405011652677688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.516813521148531,-0.9135641192820005,2.4523503746665245,-0.10904533408026118,-0.5968467786607368,0.0,0.0,2.241933468211575,0.0,-0.5090993766230928,-0.12318114917004871,-0.3901669340946611,-0.21068056502666227,-0.03159976451019029
18,1629.638840038892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5193231162669,0.0,1.26733907422939,0.0,0.0,1.0014304930033837,-0.8092046945388988,0.0,0.0,-4.075636312287633,-0.7227190945528346,2.7051481938118,0.0,0.0,0.6930536383607586,-0.9714774090556828,3.9110270221033656,-1.9808121614197016,-4.42205901187765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7034047403113177,-1.5440774037259828,1.9886193085732438,-0.3596439520193031,-0.8284713426904882,0.0,0.0,2.1407194460472287,0.0,-0.49001796071589665,-0.12160467409849303,-0.3855241708703327,-0.2061487789891321,-0.05722826316142113
19,1626.4090600549669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4601590736836236,0.0,1.4384660976785326,0.0,0.0,0.8813413996671716,-0.7922543803311589,0.0,0.0,-3.918496088480737,-1.3356207608784176,2.428187607925015,0.0,0.0,0.6848172410791158,-0.8601759824634287,3.5121076253361556,-2.1707032176697316,-4.4714496728907225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9318636876668984,-1.6255032131143456,1.4973896583727568,-0.6567795123427973,-1.0783940689451037,0.0,0.0,2.0650177802169827,0.0,-0.4680773545813601,-0.1123010113806241,-0.35739350136111114,-0.20155437938176712,-0.04464993559522028
20,1622.2151408280354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6553050050645481,0.0,1.444607830678737,0.0,0.0,1.0119729964221322,-0.6524776118108697,0.0,0.0,-3.7769902768149293,-2.2146954916819235,2.669859557796831,0.0,0.0,0.6412760181278866,-0.7022043341168387,3.1309071246140214,-2.0277002935920736,-4.383092487520989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.676529375187693,-1.6429997074716953,1.857081597939335,-0.4679348519516354,-0.8793018782435553,0.0,0.0,1.9222904384728368,0.0,-0.4535578191895575,-0.10921174574517065,-0.3649204440781849,-0.19520216930900083,-0.02372367823830784
21,1619.5875724790487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6317356657102025,0.0,1.7812011853763918,0.0,0.0,0.920189887379174,-0.6301883223870749,0.0,0.0,-3.537526646734351,-2.2118233217267544,2.86385758271783,0.0,0.0,0.22636482316640294,-0.8234932518367529,3.1130101235901897,-1.6367000976525294,-4.416637286517022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6635022186007822,-1.6436338407523061,2.1479840027901105,-0.517881549560924,-0.9096862580538827,0.0,0.0,1.8327920384208336,0.0,-0.4476667661760862,-0.11012462955760922,-0.33724922585513417,-0.19059919979315365,0.001990869853945528
22,1617.2521519558804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6261213575934466,0.0,1.7643125062568374,0.0,0.0,0.9092217844976186,-0.5851898777850801,0.0,0.0,-3.6016434377272275,-1.9359236434719107,3.181412348928442,0.0,0.0,0.39517827827416535,-1.0139477441119784,3.0789202024002584,-1.2988293648606362,-4.155798377098053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.730560622281824,-1.685840913523549,2.0983496466065894,-0.5992431696864693,-1.0820977056034766,0.0,0.0,1.896804130182464,0.0,-0.43727650460409073,-0.10953415654144211,-0.35886904851904705,-0.18738989974498857,0.02760493548279216
23,1612.9894115173597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6551788936797955,0.0,1.7594592932150281,0.0,0.0,0.9146554156592763,-0.6291235242073135,0.0,0.0,-4.096427397287987,-1.199264203447382,3.0283698706305207,0.0,0.0,0.6919577478160549,-0.8027562876830683,3.029724852898908,-0.9781561401420125,-4.1726355096878605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6969420928756498,-1.6882432617093557,2.0481564117002384,-0.617534792695533,-1.0809269468385292,0.0,0.0,1.6599728207225868,0.0,-0.41438014791358846,-0.097432863397041,-0.31090649577372015,-0.17704414246367411,0.06867983440093499
24,1610.7854261604289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6105371535064923,0.0,1.6947110316086968,0.0,0.0,0.8643690415067237,-0.6050618511983977,0.0,0.0,-4.096712999349317,-1.0253806813361752,3.008404058182973,0.0,0.0,0.6344948140258618,-0.35458254706742187,3.1494609874835415,-0.8840839363208113,-3.9294366916429375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7293377163016768,-1.6474058452359668,1.9911892981543424,-0.6311328496107672,-1.1439003262355154,0.0,0.0,1.7339982323484915,0.0,-0.3994800499221889,-0.0961345082904079,-0.31771034770226736,-0.1725638115355433,0.10435679355164398
25,1609.313182839802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5395516891534773,0.0,1.4698561043205447,0.0,0.0,0.8878309858682362,-0.7791613647332254,0.0,0.0,-3.0585391920531633,-1.200623244451525,2.403365928349305,0.0,0.0,0.45647299977475586,-0.7607121126796084,2.5865671205406677,-0.6837747428666676,-3.097327813138156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7084041323767387,-1.4618630917925641,1.7500477876447469,-0.4662591107075539,-0.9306735943915725,0.0,0.0,1.7869410607058926,0.0,-0.32124198088125544,-0.07984740166810358,-0.28905940704664246,-0.14734714757192288,0.2855471571677425
26,1605.6507155155568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5527671360487543,0.0,1.4693828448605115,0.0,0.0,0.885778012629169,-0.7172055550263745,0.0,0.0,-3.4707054803266204,-1.5230014984717473,2.4449634594832617,0.0,0.0,0.45599965265888665,-0.5674287974861649,2.997375497951721,-0.8748730195645156,-3.5635387002912235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7119547501359833,-1.5022863201177636,1.8075555070420788,-0.5108743344243133,-0.9782470109290344,0.0,0.0,1.844589265541392,0.0,-0.368734000232971,-0.0881924694268788,-0.3085450700851042,-0.1613466526744586,0.2190075922201445
27,1605.5087089671015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5603095109710272,0.0,1.6416752708526026,0.0,0.0,0.8630522466851569,-0.6814398490860878,0.0,0.0,-3.3607901991362064,-1.1725180854032757,2.726259652443825,0.0,0.0,0.5149323283443823,-0.4884112372949668,2.7564397480078324,-1.2063870922691553,-3.58423492140883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7334858621073774,-1.5265491644188183,1.9450022813917278,-0.5280595194036813,-0.9895464901319536,0.0,0.0,1.8401517725548733,0.0,-0.36607533809645254,-0.08935339708294335,-0.303875076078614,-0.15911697405769587,0.25248070116672916
28,1604.6784642814782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5593434030958928,0.0,1.5867662732691978,0.0,0.0,0.872872988106853,-0.674941381413296,0.0,0.0,-3.4274647945149272,-1.2454139461520832,2.6054434219137788,0.0,0.0,0.489851226971601,-0.5527202754349033,2.8402422454094065,-0.659042679394834,-3.557741270164258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.754853278814003,-1.5435709223495266,1.8990124459211621,-0.5357205629653582,-0.9963038468392202,0.0,0.0,1.8439436366647068,0.0,-0.3494941370809041,-0.08543725117438998,-0.292595386084729,-0.1519058404052294,0.32795105939839847
29,1603.9638953695676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.564986705558483,0.0,1.513256197333706,0.0,0.0,0.889218258848583,-0.7025428522581976,0.0,0.0,-3.3362655184017354,-1.4352134170110913,2.4702742425917332,0.0,0.0,0.43416903178832306,-0.5881156429360628,2.855630227661417,-0.7593417616884173,-3.569223731178383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.722589374822983,-1.5321191128374019,1.83607484682844,-0.5170809408354452,-0.9927650154145734,0.0,0.0,1.8528629896947555,0.0,-0.34432431598682434,-0.08279438081683058,-0.2953958987827024,-0.14807622030941678,0.36289696201773153
30,1602.8782524100511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5793965382349178,0.0,1.5016736293296031,0.0,0.0,0.9068794079939265,-0.7200878302098885,0.0,0.0,-3.286907322966636,-1.4884146064581203,2.433987117791144,0.0,0.0,0.42298179466555375,-0.5722176166281518,2.855029933062915,-0.8384855536151573,-3.6735960065958104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.704190670524582,-1.5362810817773676,1.8280367255916494,-0.49892898225211507,-0.9721456099103399,0.0,0.0,1.8715144098581162,0.0,-0.3383375864899756,-0.08084281616767977,-0.29395655691111194,-0.1396170734399831,0.4854504860131875
31,1601.9690377605245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5923377142132307,0.0,1.4975907288031653,0.0,0.0,0.9199092968767267,-0.7305912816043396,0.0,0.0,-3.244979494683409,-1.5269552329718525,2.414315065380998,0.0,0.0,0.4092283599960077,-0.5593901103291411,2.8548788702810506,-0.8723381499344904,-3.7629264309756856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6968377391533018,-1.5427930418125002,1.828533756922931,-0.4871171336941581,-0.9615967197751192,0.0,0.0,1.892046056876901,0.0,-0.33361686886915654,-0.07944259926098678,-0.29303735503867057,-0.1309775962223226,0.622040806355526
32,1601.1245664258308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6188727936398755,0.0,1.5640152248762083,0.0,0.0,0.9411330144223828,-0.7324352377854206,0.0,0.0,-3.279256310455255,-1.4656023321663438,2.543962188198264,0.0,0.0,0.4340371708007496,-0.5639807836761511,2.9316504224464928,-0.9490200211597962,-3.9251693034820434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6874659569884145,-1.568741448124734,1.89782761699309,-0.47894709108481887,-0.9398155870919411,0.0,0.0,1.9402991580191502,0.0,-0.35452424872309335,-0.08595670195220916,-0.31094920736882486,-0.12744311256944707,0.7740568460991273
33,1600.6633125325172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6124438675963768,0.0,1.5753972514412558,0.0,0.0,0.9277316290885795,-0.7137601471646123,0.0,0.0,-3.319592575009658,-1.473552763031421,2.5830402832531494,0.0,0.0,0.43983038849244466,-0.5137068205449102,2.897433967827238,-0.9425924441177641,-3.9597479293127518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7040772963029271,-1.5742159764579169,1.9293117543746314,-0.4850693287732215,-0.9472274174541032,0.0,0.0,1.910591651079866,0.0,-0.35012466365011485,-0.0844080568675777,-0.3101199659376828,-0.12216749243151749,0.8805193396308084
34,1599.5950175751864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5951974100392743,0.0,1.6024892377869093,0.0,0.0,0.9007434518421097,-0.6834258239002331,0.0,0.0,-3.393639156397145,-1.4235710481753119,2.6486382895079426,0.0,0.0,0.44695224871274675,-0.49433462180934606,2.8761623175203326,-0.8885250237772345,-3.938393197987699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7486575002977982,-1.5705809827384005,1.972399398313165,-0.5044088784178797,-0.9668831662170173,0.0,0.0,1.8659564991676534,0.0,-0.355495638258152,-0.08566498102839552,-0.3180097629030843,-0.11759067525517955,1.0672840735815505
35,1598.4374222524232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5818698940723834,0.0,1.6265977560428722,0.0,0.0,0.8872708876820574,-0.6758599390092588,0.0,0.0,-3.443942218878924,-1.3699746336419978,2.665914366772148,0.0,0.0,0.4666523080979588,-0.5076607743566098,2.8671646637955743,-0.7995386876005092,-3.784479801150794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7679547035005707,-1.5627428781451078,1.9781178134817654,-0.5134453278744238,-0.9717428321227922,0.0,0.0,1.8447779649097111,0.0,-0.3504934731496205,-0.08442191673344517,-0.3170996502013138,-0.11380562755160445,1.2095143983737944
36,1597.5386802796047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5705731634790003,0.0,1.6008564622013504,0.0,0.0,0.8836272915540498,-0.6963504602686642,0.0,0.0,-3.41689386044586,-1.3351060607464647,2.615250161743689,0.0,0.0,0.4502488907832785,-0.5613953228081384,2.8749724226657265,-0.7512073349020099,-3.608740295991653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7598919143277656,-1.5305565830292165,1.9472989487643668,-0.5024309345245493,-0.9641523191990786,0.0,0.0,1.8530635853926634,0.0,-0.34070489305803475,-0.0820172910401741,-0.3060042903096026,-0.10377236768178577,1.4808161958261215
