| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_40_54   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_high      |  0,0000000 |         |             |             |
| asc_carP                       | -2,2460079 | 0,12809 |  -17,53445  | 0,00000 *** |
| b_carP_p.age_group_agg_15_24   |  1,2325009 | 0,17422 |   7,07453   | 0,00000 *** |
| b_carP_p.age_group_agg_40_54   | -0,4276173 | 0,15595 |  -2,74204   | 0,00611 **  |
| b_carP_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carP_p.female                |  0,8164060 | 0,13355 |   6,11305   | 0,00000 *** |
| b_carP_hh.cars_gr_0            |  4,1993965 | 0,52973 |   7,92742   | 0,00000 *** |
| b_carP_hh.cars_gr_2            | -1,3632512 | 0,16204 |  -8,41323   | 0,00000 *** |
| b_carP_hh.cars_gr_3            | -1,8578687 | 0,26650 |  -6,97146   | 0,00000 *** |
| b_carP_hh.income_agg_high      |  0,2482708 | 0,19174 |   1,29485   | 0,19537     |
| asc_pt                         | -1,2226193 | 0,14351 |  -8,51919   | 0,00000 *** |
| b_pt_p.age_group_agg_15_24     |  1,0905013 | 0,14847 |   7,34490   | 0,00000 *** |
| b_pt_p.age_group_agg_40_54     | -0,4377937 | 0,12040 |  -3,63623   | 0,00028 *** |
| b_pt_p.age_group_agg_55        | -0,5598290 | 0,15683 |  -3,56975   | 0,00036 *** |
| b_pt_p.female                  |  0,4315137 | 0,10107 |   4,26941   | 0,00002 *** |
| b_pt_hh.cars_gr_0              |  5,4117887 | 0,50995 |   10,61249  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,5866484 | 0,12640 |  -12,55304  | 0,00000 *** |
| b_pt_hh.cars_gr_3              | -2,1087513 | 0,21215 |  -9,94005   | 0,00000 *** |
| b_pt_hh.income_agg_high        |  0,4407534 | 0,14041 |   3,13913   | 0,00169 **  |
| asc_bike                       | -0,7167483 | 0,18871 |  -3,79823   | 0,00015 *** |
| b_bike_p.age_group_agg_15_24   |  1,2016486 | 0,19188 |   6,26239   | 0,00000 *** |
| b_bike_p.age_group_agg_40_54   | -0,7543481 | 0,19349 |  -3,89859   | 0,00010 *** |
| b_bike_p.age_group_agg_55      | -1,4039974 | 0,29569 |  -4,74823   | 0,00000 *** |
| b_bike_p.female                | -0,1155058 | 0,25614 |  -0,45095   | 0,65202     |
| b_bike_hh.cars_gr_0            |  5,3088784 | 0,52383 |   10,13480  | 0,00000 *** |
| b_bike_hh.cars_gr_2            | -1,5900760 | 0,22351 |  -7,11423   | 0,00000 *** |
| b_bike_hh.cars_gr_3            | -2,0190811 | 0,34946 |  -5,77765   | 0,00000 *** |
| b_bike_hh.income_agg_high      |  0,6563980 | 0,23367 |   2,80913   | 0,00497 **  |
| asc_walk                       |  2,4597236 | 0,18514 |   13,28574  | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  1,2860712 | 0,19135 |   6,72115   | 0,00000 *** |
| b_walk_p.age_group_agg_40_54   | -0,1576130 | 0,16030 |  -0,98321   | 0,32550     |
| b_walk_p.age_group_agg_55      | -0,1491275 | 0,19699 |  -0,75705   | 0,44902     |
| b_walk_p.female                | -0,1393599 | 0,13183 |  -1,05715   | 0,29044     |
| b_walk_hh.cars_gr_0            |  5,4039271 | 0,52390 |   10,31480  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,1227610 | 0,16715 |  -6,71704   | 0,00000 *** |
| b_walk_hh.cars_gr_3            | -1,6416994 | 0,25375 |  -6,46973   | 0,00000 *** |
| b_walk_hh.income_agg_high      |  0,2350570 | 0,22618 |   1,03927   | 0,29868     |
| b_car_time                     | -0,1603798 | 0,01247 |  -12,85710  | 0,00000 *** |
| b_pt_time                      | -0,0370340 | 0,00348 |  -10,62808  | 0,00000 *** |
| b_bike_cost                    | -0,0469759 | 0,01839 |  -2,55472   | 0,01063 *   |
| b_walk_cost                    | -0,1077590 | 0,01156 |  -9,32328   | 0,00000 *** |
| g_bike_grad                    |  26,6921396 | 19,30964 |   1,38232   | 0,16687     |
| g_bike_stressLink              |  1,6977863 | 1,08406 |   1,56614   | 0,11732     |
| g_bike_stressLink_f            |  2,7652053 | 1,28690 |   2,14873   | 0,03166 *   |
| g_walk_vgvi                    |  0,5174628 | 0,25292 |   2,04597   | 0,04076 *   |
| g_walk_stressJct               |  3,5116632 | 2,18597 |   1,60646   | 0,10817     |
| g_walk_aadt                    | -0,2176460 | 0,09458 |  -2,30126   | 0,02138 *   |


Iterations: 103

Start LL = 7175.705063219666
Final LL = 3631.518117620556
