| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_40_54   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_low       |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_high      |  0,0000000 |         |             |             |
| asc_carP                       | -2,2427079 | 0,12804 |  -17,51578  | 0,00000 *** |
| b_carP_p.age_group_agg_15_24   |  1,2271334 | 0,17422 |   7,04371   | 0,00000 *** |
| b_carP_p.age_group_agg_40_54   | -0,4397810 | 0,15625 |  -2,81453   | 0,00488 **  |
| b_carP_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carP_p.female                |  0,8160933 | 0,13359 |   6,10875   | 0,00000 *** |
| b_carP_hh.cars_gr_0            |  4,2050372 | 0,52974 |   7,93797   | 0,00000 *** |
| b_carP_hh.cars_gr_2            | -1,3626964 | 0,16207 |  -8,40831   | 0,00000 *** |
| b_carP_hh.cars_gr_3            | -1,8559859 | 0,26651 |  -6,96399   | 0,00000 *** |
| b_carP_hh.income_agg_low       |  0,0000000 |         |             |             |
| b_carP_hh.income_agg_high      |  0,2514301 | 0,19180 |   1,31092   | 0,18989     |
| asc_pt                         | -1,2128939 | 0,14353 |  -8,45017   | 0,00000 *** |
| b_pt_p.age_group_agg_15_24     |  1,0850534 | 0,14858 |   7,30301   | 0,00000 *** |
| b_pt_p.age_group_agg_40_54     | -0,4253245 | 0,12057 |  -3,52764   | 0,00042 *** |
| b_pt_p.age_group_agg_55        | -0,5565469 | 0,15705 |  -3,54382   | 0,00039 *** |
| b_pt_p.female                  |  0,4362278 | 0,10120 |   4,31070   | 0,00002 *** |
| b_pt_hh.cars_gr_0              |  5,4565670 | 0,51087 |   10,68096  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,5946062 | 0,12641 |  -12,61504  | 0,00000 *** |
| b_pt_hh.cars_gr_3              | -2,1162855 | 0,21202 |  -9,98149   | 0,00000 *** |
| b_pt_hh.income_agg_low         | -0,5380188 | 0,28139 |  -1,91202   | 0,05587 .   |
| b_pt_hh.income_agg_high        |  0,4317761 | 0,14041 |   3,07518   | 0,00210 **  |
| asc_bike                       | -0,7330895 | 0,19327 |  -3,79318   | 0,00015 *** |
| b_bike_p.age_group_agg_15_24   |  1,1765124 | 0,19282 |   6,10161   | 0,00000 *** |
| b_bike_p.age_group_agg_40_54   | -0,7447309 | 0,19405 |  -3,83788   | 0,00012 *** |
| b_bike_p.age_group_agg_55      | -1,4026280 | 0,29639 |  -4,73232   | 0,00000 *** |
| b_bike_p.female                |  0,0155810 | 0,27399 |   0,05687   | 0,95465     |
| b_bike_hh.cars_gr_0            |  5,3405117 | 0,52521 |   10,16842  | 0,00000 *** |
| b_bike_hh.cars_gr_2            | -1,6002429 | 0,22412 |  -7,14020   | 0,00000 *** |
| b_bike_hh.cars_gr_3            | -2,0331181 | 0,34984 |  -5,81154   | 0,00000 *** |
| b_bike_hh.income_agg_low       | -0,3469067 | 0,38018 |  -0,91249   | 0,36151     |
| b_bike_hh.income_agg_high      |  0,6365073 | 0,23474 |   2,71153   | 0,00670 **  |
| asc_walk                       |  2,3746654 | 0,18031 |   13,16995  | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  1,3006198 | 0,19126 |   6,80023   | 0,00000 *** |
| b_walk_p.age_group_agg_40_54   | -0,1676058 | 0,16013 |  -1,04667   | 0,29525     |
| b_walk_p.age_group_agg_55      | -0,1340051 | 0,19716 |  -0,67966   | 0,49672     |
| b_walk_p.female                | -0,1372172 | 0,13188 |  -1,04047   | 0,29812     |
| b_walk_hh.cars_gr_0            |  5,4155530 | 0,52487 |   10,31797  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,1156890 | 0,16677 |  -6,68992   | 0,00000 *** |
| b_walk_hh.cars_gr_3            | -1,6469518 | 0,25344 |  -6,49840   | 0,00000 *** |
| b_walk_hh.income_agg_low       |  0,0353622 | 0,30298 |   0,11671   | 0,90709     |
| b_walk_hh.income_agg_high      |  0,2486881 | 0,22561 |   1,10227   | 0,27034     |
| b_car_time                     | -0,1586696 | 0,01245 |  -12,74921  | 0,00000 *** |
| b_pt_time                      | -0,0365740 | 0,00347 |  -10,53303  | 0,00000 *** |
| b_bike_cost                    | -0,0624197 | 0,02656 |  -2,35045   | 0,01875 *   |
| b_walk_cost                    | -0,1010781 | 0,01104 |  -9,15691   | 0,00000 *** |
| g_bike_grad                    |  19,0846301 | 14,68831 |   1,29931   | 0,19384     |
| g_bike_vgvi                    | -0,9721752 | 0,58866 |  -1,65151   | 0,09863 .   |
| g_bike_stressLink              |  1,3196513 | 0,84974 |   1,55301   | 0,12042     |
| g_bike_stressLink_f            |  1,5023181 | 0,97302 |   1,54398   | 0,12259     |
| g_bike_stressLink_c            |  0,0000000 |         |             |             |
| g_bike_stressJct               |  5,4329319 | 6,88924 |   0,78861   | 0,43034     |
| g_bike_stressJct_f             |  14,8819497 | 16,29945 |   0,91303   | 0,36122     |
| g_bike_stressJct_c             |  0,0000000 |         |             |             |
| g_walk_grad                    |  0,0000000 |         |             |             |
| g_walk_vgvi                    |  0,4067367 | 0,26110 |   1,55781   | 0,11928     |
| g_walk_stressLink              |  0,0000000 |         |             |             |
| g_walk_stressLink_f            |  0,0000000 |         |             |             |
| g_walk_stressLink_c            |  0,0000000 |         |             |             |
| g_walk_stressJct               |  3,7221680 | 2,34631 |   1,58639   | 0,11265     |
| g_walk_stressJct_f             |  0,0000000 |         |             |             |
| g_walk_stressJct_c             |  0,0000000 |         |             |             |


Iterations: 128

Start LL = 7685.208331032533
Final LL = 3629.899057798133
