| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_40_54   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_low       |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_high      |  0,0000000 |         |             |             |
| asc_carP                       | -2,2339265 | 0,14255 |  -15,67075  | 0,00000 *** |
| b_carP_p.age_group_agg_15_24   |  1,2196132 | 0,18490 |   6,59591   | 0,00000 *** |
| b_carP_p.age_group_agg_40_54   | -0,4444273 | 0,16826 |  -2,64134   | 0,00826 **  |
| b_carP_p.age_group_agg_55      | -0,0198929 | 0,19194 |  -0,10364   | 0,91745     |
| b_carP_p.female                |  0,8165931 | 0,13361 |   6,11198   | 0,00000 *** |
| b_carP_hh.cars_gr_0            |  4,2094514 | 0,53112 |   7,92567   | 0,00000 *** |
| b_carP_hh.cars_gr_2            | -1,3638957 | 0,16220 |  -8,40867   | 0,00000 *** |
| b_carP_hh.cars_gr_3            | -1,8574690 | 0,26662 |  -6,96682   | 0,00000 *** |
| b_carP_hh.income_agg_low       | -0,0582805 | 0,35076 |  -0,16615   | 0,86804     |
| b_carP_hh.income_agg_high      |  0,2479498 | 0,19213 |   1,29050   | 0,19688     |
| asc_pt                         | -1,2094173 | 0,14407 |  -8,39449   | 0,00000 *** |
| b_pt_p.age_group_agg_15_24     |  1,0809948 | 0,14900 |   7,25515   | 0,00000 *** |
| b_pt_p.age_group_agg_40_54     | -0,4266102 | 0,12098 |  -3,52629   | 0,00042 *** |
| b_pt_p.age_group_agg_55        | -0,5623608 | 0,16119 |  -3,48875   | 0,00049 *** |
| b_pt_p.female                  |  0,4381160 | 0,10119 |   4,32960   | 0,00001 *** |
| b_pt_hh.cars_gr_0              |  5,4583477 | 0,51127 |   10,67598  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,5954283 | 0,12648 |  -12,61426  | 0,00000 *** |
| b_pt_hh.cars_gr_3              | -2,1162368 | 0,21209 |  -9,97817   | 0,00000 *** |
| b_pt_hh.income_agg_low         | -0,5484753 | 0,30880 |  -1,77617   | 0,07571 .   |
| b_pt_hh.income_agg_high        |  0,4298686 | 0,14052 |   3,05921   | 0,00222 **  |
| asc_bike                       | -0,7127098 | 0,19199 |  -3,71215   | 0,00021 *** |
| b_bike_p.age_group_agg_15_24   |  1,1745147 | 0,19288 |   6,08932   | 0,00000 *** |
| b_bike_p.age_group_agg_40_54   | -0,7511889 | 0,19410 |  -3,87014   | 0,00011 *** |
| b_bike_p.age_group_agg_55      | -1,4004309 | 0,29802 |  -4,69908   | 0,00000 *** |
| b_bike_p.female                | -0,0901808 | 0,25691 |  -0,35102   | 0,72557     |
| b_bike_hh.cars_gr_0            |  5,3376022 | 0,52545 |   10,15806  | 0,00000 *** |
| b_bike_hh.cars_gr_2            | -1,6002954 | 0,22393 |  -7,14638   | 0,00000 *** |
| b_bike_hh.cars_gr_3            | -2,0223513 | 0,34951 |  -5,78626   | 0,00000 *** |
| b_bike_hh.income_agg_low       | -0,3553644 | 0,39927 |  -0,89005   | 0,37344     |
| b_bike_hh.income_agg_high      |  0,6412237 | 0,23446 |   2,73484   | 0,00624 **  |
| asc_walk                       |  2,4054563 | 0,18177 |   13,23342  | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  1,2981937 | 0,19193 |   6,76383   | 0,00000 *** |
| b_walk_p.age_group_agg_40_54   | -0,1445016 | 0,16116 |  -0,89662   | 0,36992     |
| b_walk_p.age_group_agg_55      | -0,1336560 | 0,19986 |  -0,66875   | 0,50366     |
| b_walk_p.female                | -0,1366997 | 0,13229 |  -1,03337   | 0,30143     |
| b_walk_hh.cars_gr_0            |  5,4276665 | 0,52534 |   10,33173  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,1344982 | 0,16733 |  -6,78005   | 0,00000 *** |
| b_walk_hh.cars_gr_3            | -1,6813248 | 0,25402 |  -6,61895   | 0,00000 *** |
| b_walk_hh.income_agg_low       |  0,0316903 | 0,32359 |   0,09793   | 0,92199     |
| b_walk_hh.income_agg_high      |  0,2639338 | 0,22705 |   1,16243   | 0,24506     |
| b_car_time                     | -0,1597829 | 0,01247 |  -12,81494  | 0,00000 *** |
| b_pt_time                      | -0,0368830 | 0,00348 |  -10,59662  | 0,00000 *** |
| b_bike_cost                    | -0,0668944 | 0,02645 |  -2,52908   | 0,01144 *   |
| b_walk_cost                    | -0,1186405 | 0,01269 |  -9,35237   | 0,00000 *** |
| g_bike_grad                    |  16,2156596 | 12,96087 |   1,25112   | 0,21089     |
| g_bike_vgvi                    | -0,9319702 | 0,55190 |  -1,68867   | 0,09128 .   |
| g_bike_stressLink              |  1,0933437 | 0,69528 |   1,57251   | 0,11583     |
| g_bike_stressLink_f            |  1,9706831 | 0,91300 |   2,15847   | 0,03089 *   |
| g_bike_stressLink_c            |  0,0000000 |         |             |             |
| g_bike_stressJct               |  7,3548382 | 6,24216 |   1,17825   | 0,23870     |
| g_bike_stressJct_f             |  0,0000000 |         |             |             |
| g_bike_stressJct_c             |  0,0000000 |         |             |             |
| g_walk_grad                    | -5,3633266 | 2,28059 |  -2,35173   | 0,01869 *   |
| g_walk_vgvi                    |  0,2065494 | 0,21402 |   0,96511   | 0,33449     |
| g_walk_stressLink              | -0,5857029 | 0,24246 |  -2,41572   | 0,01570 *   |
| g_walk_stressLink_f            |  0,0000000 |         |             |             |
| g_walk_stressLink_c            |  0,0000000 |         |             |             |
| g_walk_stressJct               |  4,0346959 | 2,01214 |   2,00518   | 0,04494 *   |
| g_walk_stressJct_f             |  0,0000000 |         |             |             |
| g_walk_stressJct_c             |  0,0000000 |         |             |             |


Iterations: 125

Start LL = 7685.208331032533
Final LL = 3626.133667888355
