| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_40_54   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_high      |  0,0000000 |         |             |             |
| asc_carP                       | -2,2462196 | 0,12809 |  -17,53561  | 0,00000 *** |
| b_carP_p.age_group_agg_15_24   |  1,2297926 | 0,17417 |   7,06097   | 0,00000 *** |
| b_carP_p.age_group_agg_40_54   | -0,4277968 | 0,15595 |  -2,74322   | 0,00608 **  |
| b_carP_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carP_p.female                |  0,8168261 | 0,13355 |   6,11619   | 0,00000 *** |
| b_carP_hh.cars_gr_0            |  4,1999388 | 0,52973 |   7,92840   | 0,00000 *** |
| b_carP_hh.cars_gr_2            | -1,3625534 | 0,16203 |  -8,40951   | 0,00000 *** |
| b_carP_hh.cars_gr_3            | -1,8552998 | 0,26642 |  -6,96382   | 0,00000 *** |
| b_carP_hh.income_agg_high      |  0,2477645 | 0,19172 |   1,29232   | 0,19625     |
| asc_pt                         | -1,2237419 | 0,14348 |  -8,52915   | 0,00000 *** |
| b_pt_p.age_group_agg_15_24     |  1,0873437 | 0,14842 |   7,32616   | 0,00000 *** |
| b_pt_p.age_group_agg_40_54     | -0,4375451 | 0,12039 |  -3,63442   | 0,00028 *** |
| b_pt_p.age_group_agg_55        | -0,5573174 | 0,15676 |  -3,55512   | 0,00038 *** |
| b_pt_p.female                  |  0,4323713 | 0,10107 |   4,27812   | 0,00002 *** |
| b_pt_hh.cars_gr_0              |  5,4106447 | 0,50993 |   10,61048  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,5857604 | 0,12636 |  -12,54909  | 0,00000 *** |
| b_pt_hh.cars_gr_3              | -2,1059554 | 0,21206 |  -9,93108   | 0,00000 *** |
| b_pt_hh.income_agg_high        |  0,4403825 | 0,14037 |   3,13739   | 0,00170 **  |
| asc_bike                       | -0,7160110 | 0,18863 |  -3,79580   | 0,00015 *** |
| b_bike_p.age_group_agg_15_24   |  1,1974470 | 0,19186 |   6,24128   | 0,00000 *** |
| b_bike_p.age_group_agg_40_54   | -0,7549177 | 0,19351 |  -3,90127   | 0,00010 *** |
| b_bike_p.age_group_agg_55      | -1,4002198 | 0,29556 |  -4,73759   | 0,00000 *** |
| b_bike_p.female                | -0,1130475 | 0,25622 |  -0,44122   | 0,65905     |
| b_bike_hh.cars_gr_0            |  5,3081100 | 0,52382 |   10,13344  | 0,00000 *** |
| b_bike_hh.cars_gr_2            | -1,5884117 | 0,22347 |  -7,10794   | 0,00000 *** |
| b_bike_hh.cars_gr_3            | -2,0125779 | 0,34920 |  -5,76344   | 0,00000 *** |
| b_bike_hh.income_agg_high      |  0,6537719 | 0,23357 |   2,79904   | 0,00513 **  |
| asc_walk                       |  2,3987277 | 0,18126 |   13,23384  | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  1,2919013 | 0,19130 |   6,75344   | 0,00000 *** |
| b_walk_p.age_group_agg_40_54   | -0,1596217 | 0,15993 |  -0,99807   | 0,31824     |
| b_walk_p.age_group_agg_55      | -0,1412593 | 0,19683 |  -0,71766   | 0,47297     |
| b_walk_p.female                | -0,1452302 | 0,13176 |  -1,10226   | 0,27035     |
| b_walk_hh.cars_gr_0            |  5,4250196 | 0,52388 |   10,35543  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,1183269 | 0,16686 |  -6,70238   | 0,00000 *** |
| b_walk_hh.cars_gr_3            | -1,6525103 | 0,25334 |  -6,52302   | 0,00000 *** |
| b_walk_hh.income_agg_high      |  0,2370965 | 0,22576 |   1,05020   | 0,29363     |
| b_car_time                     | -0,1599380 | 0,01247 |  -12,82454  | 0,00000 *** |
| b_pt_time                      | -0,0369189 | 0,00348 |  -10,59968  | 0,00000 *** |
| b_bike_cost                    | -0,0460992 | 0,01835 |  -2,51165   | 0,01202 *   |
| b_walk_cost                    | -0,1194851 | 0,01783 |  -6,70170   | 0,00000 *** |
| g_bike_grad                    |  27,0686598 | 19,77455 |   1,36886   | 0,17104     |
| g_bike_stressLink              |  1,7536009 | 1,12435 |   1,55966   | 0,11884     |
| g_bike_stressLink_f            |  2,8230437 | 1,32954 |   2,12333   | 0,03373 *   |
| g_walk_vgvi                    |  0,3932281 | 0,21970 |   1,78986   | 0,07348 .   |
| g_walk_stressJct               |  3,3581228 | 1,97706 |   1,69854   | 0,08941 .   |
| g_walk_speed                   | -0,0155215 | 0,00935 |  -1,66065   | 0,09678 .   |


Iterations: 99

Start LL = 7175.705063219666
Final LL = 3632.916316522011
