Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct,g_walk_aadt
54,3636.159354635841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.235473879688546,1.236328772812665,-0.413658366015081,0.0,0.8147456534633282,5.0656307258958,-1.3426672078221666,-1.8639888574006107,0.25069031760944477,-1.2190934417624837,1.096883290639708,-0.4419254169195902,-0.5624834876504331,0.4435467023457245,6.271067615930844,-1.602892495454653,-2.134451895514936,0.4481789706636823,-0.6068519832064323,1.1908150695050068,-0.7666746479662115,-1.4454087540571765,-0.1397829158793927,6.184707422817762,-1.5906015955236157,-2.0607895077603473,0.6590204125172336,2.4876542131950075,1.2852545940525217,-0.17038471473772349,-0.17181480302331137,-0.14979384020675335,6.272262845521085,-1.1389570137753768,-1.6636846835795898,0.2607175759336502,-0.16468660332478424,-0.038310328163798146,-0.09332492441622979,-0.11097469851329436,7.316556118005694,0.34730814669626525,1.3222439911469421,0.524442618302696,2.538290110051246,-0.2309125538266231
55,3635.7314201089102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.235350400410016,1.2343544524656012,-0.4144077698858498,0.0,0.8106087504694829,5.030017055333413,-1.3399786352847332,-1.8356842241413185,0.2534216969094472,-1.2234812942071072,1.1037325689698154,-0.43719217135251703,-0.5663754837546479,0.4422940822707027,6.2463446654618435,-1.6048481568739614,-2.137548015983824,0.452362757728365,-0.6438481260775678,1.2117746934678815,-0.7674232947703983,-1.4454895274304809,-0.12757657914651377,6.165751117390575,-1.605811384451896,-2.0494290767900587,0.6783369080712117,2.46019830601907,1.2966723658993378,-0.1597353746867855,-0.15834769530163628,-0.14433153191659395,6.246716281365171,-1.1255722511211332,-1.6415872203568773,0.2521667122565115,-0.16492189481664923,-0.038331394051643014,-0.08931530629330131,-0.11338927248503694,8.385474332184367,0.39514016234847826,1.392202724603694,0.49097765096254586,2.052380981282638,-0.2276355638012735
56,3635.0963647872713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2383137639022896,1.232442740654266,-0.4217777249840382,0.0,0.8104228498084874,4.799490968556702,-1.3442057625130897,-1.8196534060607283,0.2577966475803169,-1.2276162862653344,1.107781110247213,-0.4331256835259572,-0.5693900969164025,0.44054164314997746,6.033078844946626,-1.6034207315311904,-2.133910734052844,0.4516411777530934,-0.6720909442016527,1.2294480586561423,-0.7804164077620664,-1.4422189614237755,-0.1262722716751917,5.954987098689807,-1.6279367611713784,-2.024208039680175,0.6914321023015183,2.4358178611686205,1.3054305187520399,-0.15192309354328756,-0.1440247928945007,-0.13963404696627316,6.032204488185254,-1.1109908029868483,-1.6195863081554682,0.24487826497103354,-0.16596112375844407,-0.03851273670060372,-0.0867076828509565,-0.11589233373958727,9.756915795653544,0.44774536160467576,1.458883897726324,0.46348796840941486,1.6588093646052269,-0.2229015987513462
57,3634.4274983522273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.244784169737775,1.2310449215628527,-0.43093344140940015,0.0,0.8125579767432853,4.51373108879737,-1.3544809595255312,-1.8092461365120638,0.2577801258056204,-1.2285837016834382,1.109526609279033,-0.43060732042249134,-0.572305514674931,0.43578284388521565,5.76124240081883,-1.5999986950674352,-2.125246239807183,0.44774572169694243,-0.717159850973021,1.2489628364197292,-0.7802022443006066,-1.4186074956046273,-0.117383376525186,5.682960509917705,-1.6436172153468236,-1.9993699115313186,0.6960057158911062,2.423944153104757,1.3153522880535011,-0.14206436628597385,-0.12360799245884281,-0.13572672042723166,5.758004866290238,-1.0958824842975352,-1.5994467608339993,0.2256349518152884,-0.1668014997707519,-0.03863517046980399,-0.07832226568026036,-0.12067628454955742,12.161425282924187,0.5586901935156013,1.5951551393396024,0.37756594889569844,1.5915215784310777,-0.2230034752341981
58,3633.7640383511507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2531025778006653,1.2329564812147968,-0.43716892478164104,0.0,0.8199023666180094,4.164465709722563,-1.3680028333280554,-1.8345345841867422,0.2535344098670536,-1.2234312205333895,1.1017979045284632,-0.4330936569400318,-0.5676692955312781,0.43288945434603937,5.4084975387710195,-1.5929691853805232,-2.111862265810627,0.4394182589395794,-0.6958803830145744,1.2361647289537825,-0.7758435235125916,-1.4054057885961455,-0.12603382944961278,5.323894103255804,-1.6377722488823934,-2.0022518601377746,0.6795042992088973,2.4517882600445193,1.3076868869187084,-0.14769188370495012,-0.12685394176532594,-0.14050833572994934,5.406100381337923,-1.1018013594361513,-1.6099991767251198,0.22225009082046357,-0.16742422704904844,-0.03877735794025915,-0.0785277151000198,-0.12126974846860877,12.971193311845058,0.5878612308328566,1.6154729226195175,0.36060271226092533,2.236538687060149,-0.22675066995625653
59,3633.51006640373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2528203664907567,1.2332035192422557,-0.43678201075218887,0.0,0.8225561841113177,4.122677908873762,-1.3717553595722132,-1.8610623228508971,0.2493554334822657,-1.2184625747074895,1.093885721467819,-0.4371341403770219,-0.560988954233227,0.4323506049922279,5.351549972682728,-1.5887808436705138,-2.105450799388391,0.4347090123167562,-0.6648974349868184,1.21346422324233,-0.7645189044355009,-1.401377936742212,-0.1291988837832406,5.258501193431593,-1.613469942762254,-2.0180791315110786,0.6606894283303562,2.4807844553564067,1.2945788132418836,-0.15771682727217157,-0.13812411057194057,-0.14497151174736556,5.347602022301733,-1.1138908918650154,-1.629745435447419,0.22802679411528007,-0.16676051656668994,-0.03865982231813117,-0.07768918087226204,-0.12156546052640693,13.329691840745346,0.6115015335752289,1.637172470925534,0.3329198720956882,2.7215544912681358,-0.22802550802705981
60,3633.41102751982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2529681756715156,1.2351106032313546,-0.4321164657480933,0.0,0.8233697062479687,4.160670897150652,-1.3711075437852795,-1.8754274656494427,0.24734804579969294,-1.2165754376971831,1.090116212204424,-0.4401086749326371,-0.5576402422459403,0.43332142806264545,5.376877353699196,-1.588634901942201,-2.108033631185081,0.4361362620403018,-0.6455991966273567,1.196948788033689,-0.7538191572751002,-1.406859269306098,-0.13065655801841297,5.2813397603023535,-1.588986220123142,-2.031091403753947,0.6530567587579432,2.493452555729899,1.2840294799053793,-0.16434336765361388,-0.14981691747552967,-0.1472407687496625,5.3696734314216865,-1.1237503793933339,-1.641956825175491,0.23521484678300164,-0.16528575752246566,-0.038349515790685594,-0.07763961250667979,-0.1206241818030117,13.22947987355734,0.613057587759719,1.6344454085559614,0.32898312959598286,3.067068438680662,-0.22778067158955648
61,3633.3541169877103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.251227922397362,1.236185260103834,-0.4297932672974951,0.0,0.8223663332118992,4.1631359890377215,-1.369816768699569,-1.87640259551115,0.24744511697949473,-1.2165718150943658,1.0912149421755253,-0.43992295283818517,-0.5573002507054604,0.4335128727390162,5.37501179263187,-1.5877683870293913,-2.1092615450949137,0.43767750048526033,-0.6421624474954313,1.1949676500868085,-0.7498946140814702,-1.4110555525812956,-0.13159456879248382,5.28079189082233,-1.5817133523440907,-2.034813585779413,0.6554981109021151,2.4963329958922063,1.2829097748117289,-0.16531076343664938,-0.15283123358503947,-0.14795412652179515,5.366560440971199,-1.1259447144132446,-1.6452607537381714,0.23762240812152846,-0.16474258206000628,-0.03821768027617154,-0.07710987257926125,-0.12027252485599978,13.371562712879118,0.6233831454431948,1.6433148100474897,0.3278050997968197,3.197626392156022,-0.23049955792482635
62,3633.1372838832394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2441899158488203,1.2360477785424209,-0.4217976346464407,0.0,0.8165376747175337,4.166352351231618,-1.3614442827259687,-1.86922724532031,0.24769067979458867,-1.2176706939358535,1.0936327810070858,-0.4384456751900082,-0.5562244790825994,0.4341896173124308,5.367782000845407,-1.586106695380798,-2.112658876426213,0.44269877348973785,-0.6399002723805102,1.1922329992653269,-0.7403533162949556,-1.4197058605467872,-0.1333368146573522,5.277865753149497,-1.5656356277894818,-2.044401161021023,0.6666124099353714,2.4950419228021663,1.279708305588741,-0.1663816129723407,-0.1607573669025015,-0.14884832815579022,5.3543471971027525,-1.1315787052594717,-1.6521602790458272,0.24354001831000038,-0.1626170569077339,-0.03770479323395883,-0.07466072964628784,-0.11823815919471152,14.038954642138865,0.6692209973980863,1.6831144531646407,0.3297711054764369,3.569016939642892,-0.2279870677758784
63,3632.880703538929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2352719129691203,1.2335980141508067,-0.41565821338386527,0.0,0.809434331507398,4.175163656628528,-1.351722435234223,-1.8554075292861163,0.24824296762202447,-1.218679439395179,1.0959929388893415,-0.43623878902251,-0.5563333563732534,0.43412150183739406,5.372474508589757,-1.584975290853554,-2.114315454633739,0.44499433196458305,-0.6429578161904106,1.1946488383308658,-0.737143310594019,-1.4243635359835793,-0.13630121347629623,5.284837423460291,-1.5636461042646839,-2.0455712066623324,0.6742199866255895,2.4875166559398996,1.279836740165353,-0.16496036219544866,-0.16344698229697147,-0.1484881595023786,5.356236272331635,-1.132152148549675,-1.6533877090674711,0.2448308653532309,-0.16128840407437742,-0.03738318151982264,-0.07201810313272601,-0.11539471911836864,14.912193457818535,0.7296790278829544,1.7334333644392246,0.3592890510685616,3.839833157386464,-0.23331250454767252
64,3632.5575741952543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.230075270008817,1.2277941794435283,-0.4138655005338077,0.0,0.80412218656459,4.129537232453359,-1.3429366410699486,-1.8364193084292433,0.24869202729807122,-1.2205656211548233,1.0957100200894552,-0.4347418912676746,-0.5576274861661258,0.4341832838890757,5.3315633888079015,-1.5868522066892208,-2.1145114066825235,0.44523101732467574,-0.6592303506181226,1.200610676573608,-0.7433369222239691,-1.4197144876759082,-0.13861910300568292,5.242152456234253,-1.5757333275064402,-2.038660806742443,0.6763653459470397,2.4687315657297093,1.2811527981088802,-0.1610878073861786,-0.16053791603246664,-0.1457044550891923,5.31356322476319,-1.1289357401289608,-1.6488144836699519,0.2421079415940658,-0.16040984675356934,-0.03717414723508564,-0.06714465057475741,-0.11167988131841275,16.6007758314367,0.8366511969419291,1.8284158650514997,0.40263178968937097,3.9892163588848972,-0.22553324778688313
65,3632.3490275276936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2274324704452004,1.2229558524133621,-0.41693406271070477,0.0,0.80247002287774,4.164123471321347,-1.3397978541464157,-1.824448602995424,0.24827682983574742,-1.2212115712952636,1.095410053550529,-0.4338169855103202,-0.5593504091830159,0.4344771850959055,5.375893012197262,-1.5896837715835397,-2.112673206902256,0.4416948796556132,-0.6649783552599182,1.2086610826863458,-0.7559915873761942,-1.4144143156528806,-0.14183673603170538,5.282430067883431,-1.601497532988467,-2.030695351107525,0.6731007607286552,2.457138854467272,1.2874620465441833,-0.1571679044954748,-0.15522564388056673,-0.14361024000016812,5.363838652450473,-1.1247566570516545,-1.6461308299828716,0.23776834693255008,-0.16181614261422325,-0.03752898854472654,-0.06601527659436816,-0.10664135366310931,17.61548348936678,0.9136155658999657,1.8856293645548345,0.4984798218191643,3.947601460616796,-0.22267675855051206
66,3632.0630961713396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2370915968853127,1.22318658304042,-0.4259935409480093,0.0,0.8094140814799184,4.052002591165823,-1.3507721437453595,-1.8335581171692057,0.24773668991472875,-1.2214422489072785,1.0920977669442233,-0.43639799012530245,-0.5610059267608437,0.43353511215321605,5.27692756803281,-1.5927843224429052,-2.1109206386387105,0.437158038839166,-0.6810735127985029,1.210736110724808,-0.7666954323019514,-1.4012757914029756,-0.13873020242828474,5.175221588334535,-1.6181982033197322,-2.016625257563639,0.6593885807064299,2.4475527372804136,1.2884762398843743,-0.15427649147050276,-0.14480952637232494,-0.13964975714527245,5.26795265767875,-1.1168400485583778,-1.6355868328056697,0.2317988631871067,-0.16320287139865697,-0.037862722357598355,-0.06262169329085268,-0.10742043635809283,19.054816598623436,0.9886380071807983,1.9684695668726293,0.5172613275087056,3.5774860821953114,-0.22085158668879407
67,3631.968858061765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2433348978864487,1.2267801438716177,-0.4288473802621044,0.0,0.814601941947133,4.0923875152549405,-1.358278709791724,-1.8471982915035923,0.24762349588311394,-1.2212514413587763,1.0914078837291123,-0.43785798382186397,-0.5604740434345091,0.4337901926436163,5.31576694065314,-1.5927464585991071,-2.1108259574517305,0.43720224478663344,-0.6772284024424247,1.2061640971741867,-0.7641057496205058,-1.4005430406543204,-0.13734866304136711,5.213270684547462,-1.6109851195494351,-2.0203553850409093,0.6558631621242408,2.4572060725064597,1.2880860427789094,-0.15654669041171995,-0.14668419034823257,-0.1406889261023764,5.309712309847913,-1.119985598570514,-1.6405941230921404,0.23388638631416975,-0.1636426503325475,-0.03795231111572873,-0.0631265239807916,-0.10817859064580272,19.04951140846876,0.9885518912912689,1.9754194520707984,0.5185198624952962,3.4051094419392554,-0.21662234063900807
68,3631.8742113186795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.250018112737124,1.2323348134293872,-0.4314828947024346,0.0,0.8204810884478183,4.173571042137588,-1.3675007173684521,-1.8644678961191652,0.24781954120278124,-1.221550396983721,1.0912163621255193,-0.4390484785038413,-0.5597752739832688,0.43372227071940367,5.392671688652929,-1.5914112169635746,-2.1107831622952515,0.43801792466648026,-0.6767088873941166,1.20003726969564,-0.7586158615431448,-1.400997232620789,-0.13783929000397235,5.288967390579299,-1.5985363464212077,-2.0231580563509506,0.6516692413975124,2.468752394907072,1.2885653146181546,-0.1592375961571501,-0.15003703188024156,-0.14222752972516162,5.391128595667056,-1.1245294892045956,-1.64773058528302,0.23622586588082597,-0.16363892881546527,-0.037903379353426137,-0.06114231778194761,-0.10740065708010185,20.015344236277546,1.0532078844481139,2.0465933664955154,0.5467383393872595,3.278883237410772,-0.2147993838554953
69,3631.824610365497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.252222526484127,1.2366347137572895,-0.4311549517613083,0.0,0.822215083109658,4.202142786701723,-1.3715721722366585,-1.8716569648605796,0.24816259474761015,-1.2217297581869793,1.0920668726142113,-0.4385890136012155,-0.5590545432027497,0.4332269182739296,5.417218266452806,-1.588265621770993,-2.1105815064560054,0.43939579879107904,-0.6772149690363046,1.197560756834218,-0.753552678931524,-1.4070215337836236,-0.138305204815413,5.315039887883069,-1.5890389939195548,-2.0234764901659315,0.6550009356312037,2.4717142557800473,1.2888820650390185,-0.15932665679269925,-0.1522758744737789,-0.14322306998519116,5.4166013585520405,-1.1254826250122811,-1.64707893115131,0.23725192084500576,-0.16315984964751473,-0.037746615859999604,-0.06002598758812055,-0.10683308113579457,20.653416449688706,1.0935595093721655,2.092389835031915,0.5628337117915998,3.3187418663136277,-0.22079036016973985
70,3631.7679745758915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2522766861130656,1.2382281798442347,-0.4301673200371947,0.0,0.8216829657228609,4.212379028559706,-1.3724992386720103,-1.8727052943687779,0.24829318226521344,-1.222040495338015,1.0919562938859593,-0.43705864477347217,-0.5577806665024289,0.43230828846185504,5.42329315478826,-1.5836839754764034,-2.1071821465805964,0.4401858599424295,-0.6816207717279992,1.196336458631344,-0.7490218085214033,-1.4100190697190496,-0.13588208154247916,5.322897974556397,-1.5806981978188823,-2.022062588273944,0.6598504004339507,2.469631638813695,1.2884072802999447,-0.15831422753781652,-0.15368084799260762,-0.1432265671206955,5.421844165935369,-1.1256172977381274,-1.6458703331232185,0.23793863098364992,-0.16220967013766188,-0.03747008779480217,-0.0579947661937336,-0.10610673553340795,21.78393703692582,1.1603346066927618,2.171100064828504,0.5728579182638873,3.414468643056014,-0.22343311090844636
71,3631.7067375794777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.249875752213662,1.2370897008648203,-0.42833785025132515,0.0,0.8190972049263386,4.212526599557373,-1.369637135206282,-1.8674641833018875,0.2485402992786071,-1.221993021059195,1.0910637450151743,-0.43539751178236735,-0.5568953138371053,0.43114088281793983,5.420760466989966,-1.5797978349169048,-2.102962549414958,0.4401829560682688,-0.68700856345521,1.1966260802644981,-0.7469903657123551,-1.409977586266698,-0.1329201216517749,5.321758745488269,-1.5768533180778885,-2.017905489916194,0.6629880882940049,2.464509145687616,1.2873941803044058,-0.1571389513363528,-0.15349557349177131,-0.14281844031057248,5.417205086515157,-1.1243311959395619,-1.6431149278292303,0.23731534977935642,-0.16115527974271743,-0.037182979224199914,-0.0560541726223904,-0.1058846343098265,23.036004771154445,1.230838039510858,2.2594583022552643,0.5693794109553562,3.523090553678248,-0.2251436334508899
72,3631.6536439794436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2467852817825325,1.2335632506359901,-0.427360541863887,0.0,0.8163986289329838,4.2033685367024916,-1.3649534727631532,-1.8590954369443835,0.24851367637429647,-1.221841763526879,1.0893896733738946,-0.43482891305256144,-0.5570782118258724,0.4303306305455097,5.4120241836157525,-1.5790672610220957,-2.0999738777478085,0.4392759596211212,-0.6963990053289418,1.1979195030816105,-0.7498416105878062,-1.4057467126478858,-0.12602620859331565,5.311869011256573,-1.5802837697318752,-2.0127139524217412,0.6607256979591788,2.4592545773387413,1.2864591482091543,-0.1565003498834072,-0.15163131801591057,-0.14135996223456423,5.406469985683492,-1.1227508480020982,-1.6414417168479556,0.23566692666643588,-0.16038990302278539,-0.036988196976990094,-0.053050719600482216,-0.10590794146642409,24.931670624912435,1.3371750971326513,2.392063382926979,0.5599395491157064,3.5844955406605075,-0.2226343479079572
73,3631.595613493482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.241089200350769,1.2280938543060602,-0.425285618429857,0.0,0.8120948192636284,4.198292707394413,-1.356244237033678,-1.8453163808323838,0.2484340155018425,-1.221416525885014,1.0885648923870468,-0.43498323421877694,-0.5583908861448603,0.43031092029924833,5.409282641620412,-1.581855221936646,-2.10050125022529,0.43869129280156416,-0.7035333188571556,1.2012962296705298,-0.7560586484323265,-1.402153158072681,-0.11753187758754477,5.308058922893509,-1.5899527882101363,-2.0102320761183248,0.6579047575333423,2.4563351395235036,1.285709036230908,-0.1567698250744096,-0.14943405419422615,-0.1401791456765695,5.4004192398998025,-1.1214767433869948,-1.6402070328160179,0.23344757568798136,-0.16001905355135784,-0.03692895202421322,-0.05150453985181323,-0.10722056211045847,26.448292061764125,1.4179305059466656,2.5057680377709963,0.5219791505635278,3.664771341059396,-0.21943933303776164
74,3631.573670101884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.241884310245872,1.2285080859906654,-0.4260677505625833,0.0,0.813173406938465,4.20267605164945,-1.3570993249754906,-1.8474920357811657,0.248262793861282,-1.2216893181917865,1.088996180763418,-0.4364555340296418,-0.5595130184801542,0.430744237687176,5.415105708616745,-1.584968438487681,-2.1041358686893092,0.439186087999704,-0.7085624821673335,1.201440444633632,-0.7589257012839954,-1.4025317432036124,-0.11497319049478913,5.31194561183293,-1.5937746600290386,-2.0117543791505907,0.6546681896286826,2.4593898905678153,1.2860781277434088,-0.15760629933581827,-0.14881640924980455,-0.13989520475928027,5.406508958512477,-1.122107644955003,-1.6411264120611324,0.23301527275650205,-0.16020494871640695,-0.03698775931846961,-0.0494590378499281,-0.10764281167382013,27.894228096829078,1.501511329849066,2.608056065465888,0.5155184469398013,3.631060692887591,-0.2182091714659922
75,3631.5594180291787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2448034388791513,1.2314260495231764,-0.4274391845568234,0.0,0.815806789050636,4.209337766471975,-1.3613822689349926,-1.8553178728247246,0.2481378834627535,-1.222074705769523,1.0904802777678109,-0.4377546394563736,-0.5600216871254551,0.43152252710838096,5.422480933264191,-1.5873649196509818,-2.108537090430689,0.4401957044424773,-0.7067572686756755,1.2006148647959984,-0.7584572228125938,-1.4055435358703703,-0.11582174251527526,5.318790798198796,-1.593108721605935,-2.016687957199522,0.6543461764613984,2.4644164179358987,1.2868323098883272,-0.1584249170849672,-0.14975815475950324,-0.14033270161675526,5.415177862803621,-1.123543899914802,-1.6428649933002146,0.2339708868154473,-0.16082008166904993,-0.03715007399326243,-0.04991114462364747,-0.10786685267919734,27.704156667788027,1.4931744208175162,2.5965707679018633,0.5181313938940068,3.5649724828269327,-0.2189641802840647
76,3631.5557952616837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2455992255309942,1.2324674494058905,-0.4276596978428184,0.0,0.8163795181752193,4.210776193311199,-1.3626213324679854,-1.857740522327979,0.24811290438401867,-1.2223575681249312,1.0911855095164564,-0.4381916493175267,-0.5602170826835454,0.43174086797329275,5.423990522241619,-1.588342838953205,-2.1106262774729365,0.4409243809950362,-0.7085073665395543,1.2004281453753425,-0.7578470199586206,-1.4066108802166324,-0.11315218631608522,5.320158425820968,-1.591964633573731,-2.0190234045541264,0.6545106460894914,2.465083843519796,1.286763662989823,-0.15856151848564862,-0.1501276320366514,-0.13999915867990823,5.416436855119494,-1.1239857332572702,-1.6432754025285408,0.23442171454749205,-0.16086519342483607,-0.03716637711484447,-0.04944238194025699,-0.10800478576896991,28.094833568642276,1.5174110838724142,2.6271624844842525,0.5154892240699167,3.5532223019309783,-0.21897114894782307
77,3631.5518681079784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2462436104799597,1.2332930589286386,-0.4276124885801777,0.0,0.8165982481144074,4.2078230664139245,-1.3636031699447815,-1.859317046039884,0.24823528730018052,-1.2226719352545772,1.091664268993949,-0.43825534950790596,-0.560178885537026,0.43172288739920006,5.420707597563155,-1.5884032431275292,-2.111664598989837,0.44157653572446454,-0.7103568400458773,1.200236779439697,-0.7564025552557592,-1.4068486894103274,-0.11255737883841481,5.317060498351555,-1.58956521458233,-2.0200137722894262,0.6552639920771755,2.4634814781585352,1.2863681119734311,-0.15821918137070115,-0.15007550503547853,-0.1396459124014793,5.412543371729022,-1.1237687464440145,-1.6427010854457416,0.23491825357170118,-0.16070725124066562,-0.037128226965203175,-0.04873505548930324,-0.10805474293807117,28.65692552318691,1.5537350261326544,2.6705927040328725,0.5129850540183988,3.5415770824666453,-0.21892872745282116
78,3631.5488544003283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2465190725164033,1.2334729739250323,-0.42765128868251845,0.0,0.8166260154911221,4.2027009338516965,-1.364135438805435,-1.8596358966461328,0.24828483942660234,-1.22279677581389,1.0915063880949971,-0.43800146534354384,-0.5599249040621875,0.4314813281122474,5.415254621049958,-1.5875502240327306,-2.1109062723473224,0.441645526038346,-0.7124939619010225,1.2000537078476219,-0.7552529474664322,-1.4058243405677417,-0.11048774537475366,5.3116493395143705,-1.587541406749345,-2.019158359864778,0.6554574556978192,2.46083019988676,1.2859476548397166,-0.15771111002612923,-0.14972710333329461,-0.1389579996985784,5.406675142828282,-1.123108838403204,-1.6418891716719328,0.23519896988012992,-0.16047344647109377,-0.03706420358704344,-0.048096357204768424,-0.10796385335276415,29.142398233914356,1.5872150362585318,2.7103533495936736,0.5135025639527286,3.521982674515783,-0.2186171439071976
79,3631.5469358480864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2465371142493047,1.2330619104853504,-0.42767741127762327,0.0,0.8165804579284341,4.198566751362429,-1.3640506940740333,-1.8589273331669234,0.24830684251872512,-1.2227290466902743,1.0908664990590382,-0.43771174357701936,-0.5596735011418302,0.4312166958373918,5.410782899306462,-1.5865190875978823,-2.1092009858397534,0.4412240935054839,-0.7131599281661615,1.1997748682518536,-0.7548848084014059,-1.4044327170628708,-0.1116418846446164,5.307031344581681,-1.5869837658275712,-2.017065338112058,0.6550184437051241,2.458757622818317,1.2856961656393435,-0.15732977351555363,-0.14914306088158452,-0.13876501862775065,5.402361794934254,-1.1224447289214288,-1.6411249531198553,0.2351733716478,-0.16028371979499847,-0.03700944999407063,-0.047634061426589144,-0.10779499098553566,29.469011048153945,1.6128572508267716,2.7379691747543378,0.5164472786466356,3.4999417477027484,-0.21814559349576126
80,3631.5457236081775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.24632587970846,1.2325624804955853,-0.42776885111272706,0.0,0.8165147146503172,4.197267980738466,-1.3637251409500994,-1.8581405971102223,0.24821965306706864,-1.2225911227206505,1.0902716569474686,-0.4375649597058944,-0.5595320137212487,0.4310496354942117,5.409359619649486,-1.58591807116026,-2.1078852251627307,0.4407739418954931,-0.7141620126042477,1.1996107722652045,-0.7551576961009185,-1.403544285229059,-0.11047136211524641,5.305293793485764,-1.5874276986995681,-2.0156080188736785,0.6542303586440998,2.458014104885964,1.2856515800735069,-0.1572331917899738,-0.14886914168124973,-0.13849731037677523,5.401242957188141,-1.1221593247765813,-1.6409580836563027,0.2349842269240803,-0.1601878318209036,-0.03697978251351208,-0.04731282886086043,-0.10764560976446187,29.6668150556597,1.6310974133808633,2.757598461538202,0.5196884268642611,3.489207592456371,-0.21781611483723812
81,3631.5442832377576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2460386001966874,1.2320566943357718,-0.42775533572984054,0.0,0.8163980068113789,4.197727404596898,-1.3631929774187057,-1.8573004144677225,0.24815931259012416,-1.2224598471437171,1.0897677821553433,-0.4375007058184975,-0.5594788520336773,0.4309631816386677,5.409628035123708,-1.5855980454497642,-2.106923539918003,0.44037896110203967,-0.7145224246082322,1.1994808388580365,-0.755619747771627,-1.40315308511145,-0.11137378285193997,5.3053003902638585,-1.5883824694178086,-2.014507224383094,0.6535813490382312,2.458119122060272,1.2857343282571678,-0.15727075457237807,-0.1487050494500998,-0.13863373030329934,5.401966194507038,-1.122134560594231,-1.6410188761293938,0.23471926095087553,-0.16013408047365166,-0.03696246148189088,-0.047006164781381365,-0.1074815174553214,29.816387150648065,1.6502232194056545,2.7755255450919885,0.5233487273753795,3.4901171255160137,-0.21759091238075
