Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_55up,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_p.disability_lot,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_55up,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_p.disability_lot,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_55up,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_p.disability_lot,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_55up,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_p.disability_lot,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_55up,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_p.disability_lot,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct
10,4107.284039668688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4107187380650967,0.3485192537012316,-0.8757260021865021,0.0,0.6625994597145489,-0.07941464522319688,-1.2953580472005743,-0.707506681902677,0.15121543685237082,-0.30491615877401584,-0.9301742019086684,0.45808809606552237,-0.5798312374621525,-0.6287124972560082,0.7899038737077798,2.286575880236094,-2.069535537648641,-1.3087493864940731,0.21154006743435144,-0.08133715792385457,-0.24276176442371505,0.6537473215357348,-0.47398363213584477,-0.5711569737369759,-0.3878328571033631,1.764138563661713,-0.935435071119425,-0.5438975492222946,-0.07869839207661625,-0.10960422646627181,1.8776890014191703,0.7466130998509262,0.0,0.0,-0.4181141190188332,1.990275431004826,-0.8431679207211482,-0.5519897952375169,-0.06415520057044558,-0.20591754569953571,-0.1523767525726771,-0.04798176305606634,-0.12725658507836757,-0.07635448025736438,-0.0013406644564250472,-0.27212952086790243,0.3368228074811489,1.1777034532661133,0.06548566284389906
11,4058.7738667500744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.555027625381727,0.6536772964210061,-0.9166715117861804,0.0,1.0868330537184876,0.19085760530230053,-1.5369856209371027,-0.9842580098767689,0.24564704485021627,-0.27084384124302524,-1.2388822612962531,0.4569423938731067,-0.46593348208934693,-0.7089835631687543,0.44296020939231795,2.183110309839419,-1.8346835582888952,-1.6872904364307795,0.3200594103443597,0.265212344771637,-0.24940868759486348,0.549545983512099,-0.35973107269056576,-0.6325876531520556,-0.46390372842244343,2.1637586897617913,-0.8257165781359643,-0.7769201414910948,-0.11942381496906244,-0.004210363580128815,1.859264045048809,0.8866501510542579,0.0,0.0,-0.5833964353671232,2.3591686009873016,-1.1488903291632404,-0.8542718491198258,-0.09992135602252578,-0.2783054929929563,-0.15360561618157148,-0.042981406907096946,-0.12980709997848525,-0.07482765836470505,-0.0027717114591800443,-0.24983538300895958,0.37926696960137124,1.1695840776844946,0.07179539753159421
12,4020.6958710232266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.676364445037133,0.9168256171262206,-0.8587996794203651,0.0,1.3032267668728408,0.5346272220934496,-1.682780106709203,-1.305359784629925,0.3584298339614781,-0.1799902892611298,-1.0570283866094994,0.6686317267078875,-0.3032186198906501,-0.6870030763734595,0.45746875141371807,2.4322822049178354,-1.591211788761176,-2.0666537028782668,0.45693732143308763,0.5975886748571619,-0.4532989610078473,0.38412821628550864,-0.3028677757395732,-0.6668049954422093,-0.5804533354777198,2.1749595516401503,-0.6383779537659864,-0.9466659381480411,-0.16677076342678931,0.15339033369487703,1.8721723981091927,0.9632346940552613,0.0,0.0,-0.5276935487849893,2.5189043053389284,-1.272514560833376,-1.147692846099602,-0.14292517843261118,-0.2667252426466641,-0.1500411511251771,-0.048821206419195046,-0.12299863312206073,-0.07562998140428004,-0.005598687746292212,-0.2613109430605481,0.25417820376307887,1.1456560472978272,0.07894949617737301
13,3981.449304241681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8098847899308055,1.1737391831999033,-0.5597361044693931,0.0,1.2381720286822815,1.168943143721964,-1.6794614558862562,-1.8600219372599751,0.5739348487979274,0.09279406337477913,-1.0292325467357673,0.8660803329235567,-0.272349692290087,-0.5559302029426596,0.33719666859084085,2.6264919197669694,-1.4664795359002607,-2.6433258426623416,0.7194465888333987,0.8626873831379254,-0.35114364012916416,0.6276736495379438,-0.3780577585357968,-0.6487220943224398,-0.6281391408987647,2.5151399735234197,-0.6224117123216801,-1.0737359731163085,-0.2508816505243358,0.35744851838937247,1.8840241212593245,0.9444210561849251,0.0,0.0,-0.1038915332757323,2.3387394214735098,-1.1393766296165317,-1.5720705853028236,-0.2257481833939235,-0.08036753127979943,-0.1478414840173645,-0.04911661676934173,-0.1279416547764354,-0.07856338561826032,-0.010732347078340001,-0.23415134295771908,0.3022905344951769,1.1603161192476852,0.09799040639892238
14,3943.083856211676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.934328539480105,1.342266018016415,-0.1708162754354094,0.0,0.8457286637921244,1.8518194036710955,-1.50159080146895,-2.505809355885633,0.8963474553377169,0.540384360203767,-1.2336038841081596,0.9253389976277052,-0.34330396415107944,-0.3763398835268057,0.3291127691601274,2.577090405545702,-1.6711484888727943,-3.2241996506936994,1.090089788893747,0.7692930621658752,-0.5515371174803154,0.7391237348646797,-0.3884500185160399,-0.5951901880712622,-0.4876492829127115,2.340173645697242,-0.776324553757713,-1.1349450073370486,-0.3614656596221245,0.47996708305501845,1.648694455858997,1.1166056336760974,0.0,0.0,-0.2652583359534342,2.5017850092449287,-1.1236433194048094,-2.112470631492112,-0.358478168068203,0.1950357542501677,-0.15825810554194875,-0.045168450100984095,-0.12606937577229504,-0.07421934734401285,-0.019044965139507,-0.24251081623580986,0.3713870606192428,1.1480499745707065,0.13016517054907673
15,3919.2062203091996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8910232073008117,1.4170152852933544,-0.20991230393513938,0.0,0.7778590133472013,1.782021567893014,-1.3746195016788219,-2.829450384983671,1.2264424223519625,0.8188244289783724,-1.2518896859836905,0.990067909640923,-0.1210960035509224,-0.45866531187168397,0.6032581870534851,2.357191995026711,-1.6603405820416504,-3.3376366672585283,1.3700423334403884,0.6665915139244846,-0.5221639305399025,0.7160683239064829,-0.1755735208787271,-0.5136356375191471,-0.32094838085783384,2.390256697488649,-0.892950565142955,-1.2384934134127081,-0.44462851282434956,0.3129155144136254,1.8147416209697467,1.3140553355736455,0.0,0.0,-0.1336188908456131,2.622063622812468,-1.089668840228753,-2.242945658389819,-0.4924765066682782,0.48889684747194084,-0.1542024318184909,-0.045374199065402326,-0.12773747914004133,-0.07862518931677695,-0.026870145774422816,-0.23074159663117894,0.4615900793214639,1.1897100308809985,0.16730193450365782
16,3865.6380471963466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7097892325987125,1.4583527762226827,-0.5078837178718705,0.0,1.0355097589593916,1.1697243676268898,-1.37675507065427,-3.3909559913060607,2.0867289367991164,1.079276943214639,-1.2804378509138234,1.2950702638140523,-0.2188106821586816,-0.6064984276930548,0.30847639760595186,2.5772293831967437,-1.7635016840682871,-3.2284761881527393,1.971504752390743,0.41696916931480454,-0.5487167073309283,0.9694546668442017,-0.07770927260369365,-0.43671763990070966,-0.03145798661961591,2.184432467146439,-0.8488379753741156,-1.4450767352616505,-0.6381567795090024,0.10118281699167284,1.8480977077469292,1.3114207581337165,0.0,0.0,-0.08814969145328408,2.485961827096188,-1.2082535023466845,-2.3080727479842817,-0.8411764132928655,0.9842100671988188,-0.1611777217002018,-0.041832127851148655,-0.1324452134242551,-0.07661236453446363,-0.046796201758430835,-0.209615313060963,0.7124052896219228,1.2272559721198366,0.2658654062911347
17,3815.1411283328925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.322941445901028,1.3644056724151516,-0.6090164915025309,0.0,1.075957860392517,0.7600682273659213,-1.6723054284236596,-3.71260548198521,3.007867367554127,0.7602290714954938,-1.2537905040483635,1.2112060638983633,-0.4189902703800147,-0.517295386822807,0.48844647149802656,2.4427522228093963,-1.6220082725039358,-2.81123774609004,2.568707123802147,0.5572351643841917,-0.9514540701009252,1.4915242610537984,-0.624582625072729,-0.6145953368873358,0.06057406206988716,2.2598233897424485,-1.1638002220146448,-1.6327023276447503,-0.8420194845490672,0.13113777350504074,2.0123336801211282,1.308895130062235,0.0,0.0,-0.07265058495830604,2.468593633987452,-1.4571201717049085,-2.2682795044980786,-1.2430391809290398,1.0846380382315086,-0.15664458218327196,-0.04188612278545412,-0.11520536272230396,-0.07710840953383646,-0.06685575138754585,-0.24546015211449065,0.7022184752959095,1.2323304665769512,0.3823118544058372
18,3766.4527595889613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9398293518051628,1.2861312722406937,-0.4689022444795501,0.0,0.7392069413355196,0.8150429533284221,-1.8504859527060362,-3.478091663442637,3.6166118614841087,0.16638466892062087,-1.305831869266191,1.0940167906522174,-0.6873789554267391,-0.4808455092782678,0.556780580377394,2.64773779869591,-1.9361474539849999,-2.3203667200140017,3.0001825777995808,0.7020119472936857,-0.7706853972214914,1.1580943872082927,-0.4635607653042369,-0.8027152678210603,0.03681316517500593,2.476683972558783,-1.1962188079319,-1.7887800726490182,-0.9930996683189224,0.557068748282847,2.1943142656753643,1.5310135593925802,0.0,0.0,0.07203163868976076,2.468228026841652,-1.5761836389019812,-2.111324549009342,-1.5993665315270025,0.6281935636400247,-0.15021767178504528,-0.036455610525510114,-0.12072525778573036,-0.07800410026694755,-0.08199606802475527,-0.19278527244139226,0.8031223897202355,1.263896947379484,0.49764235312867594
19,3733.152545229573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0168498029290496,1.2874977660486924,-0.5134252917792284,0.0,0.6740513285825978,1.217437484971591,-1.6033419953790318,-2.791714427041085,3.721968696523485,0.017693490493835645,-1.1933045369326765,0.8686793543457152,-0.2146770257654244,-0.65009540634,0.2887678620313416,2.962449011153804,-1.941945221750057,-2.060894759100129,3.2349217388307125,0.49579882803278,-0.6540902375240656,1.0485528031216143,-0.6548837038316491,-1.0121311620577937,-0.029548402458441182,2.6161838272391877,-1.4308665352465157,-1.8230472250950756,-1.0745449104994282,0.7583783930418232,2.375636730719991,1.3934668384987725,0.0,0.0,-0.018028246112624158,2.670864781437783,-1.3256205382046378,-1.9266495938338282,-1.8486177679066833,0.11941556322390867,-0.1461585031711912,-0.036480808887415644,-0.11982344453116262,-0.07928846884288619,-0.0876349976530286,-0.17828360360987494,0.839852821754744,1.2810424236290074,0.5924014289060009
20,3704.9640781066946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.261509908955752,1.1583002560399542,-0.452927248193535,0.0,0.7618933194867088,1.6658772452967627,-1.3221974666481469,-1.986668372115468,3.6201721418160155,0.08563600754698597,-1.114151157568479,1.0795146346105535,-0.48138058541825673,-0.6892553455726539,0.23679504867102716,3.075966974188361,-1.6278391530567158,-1.9103176584081598,3.3316454163747746,0.35616510227603937,-0.5340831481542416,0.9226534381832672,-0.7133503849237695,-1.1939719893308292,-0.10271399913591242,2.811437160117507,-1.5926354631470625,-1.8519879974502285,-1.1253892551356814,0.7008566552628093,2.515085508629655,1.1837170191356428,0.0,0.0,-0.12901384948624653,3.021891560517386,-1.055390169891131,-1.6866852071141658,-2.0481605745058284,-0.19479975550955086,-0.1458290684669446,-0.037135852768954515,-0.12126333994332024,-0.0809814582379662,-0.08786999383289171,-0.1528585713303351,0.8550936926078097,1.3011500824908375,0.6799744223417016
21,3692.3713537116555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3864987764342005,1.140629924774152,-0.4682989447898117,0.0,0.8656991553526426,1.96208513333831,-1.2857961675209937,-1.4781879614262565,3.375895118476404,0.17411152707944377,-1.2150043262915107,0.8016712594016351,-0.5797933911934747,-0.5853251909737021,0.34491837631268035,3.2606894341697266,-1.5517408041018013,-1.9704255414579048,3.2001847157661083,0.36041667259309784,-0.5035944171109992,0.9939390431270211,-0.7299011656971832,-1.2556582974808586,-0.18704815311356554,2.854648936362629,-1.378172768269813,-1.8312822402931772,-1.1347240915256924,0.5319160471736791,2.408352659677553,1.2397517207542081,0.0,0.0,-0.02027241895160857,3.211432518615362,-0.9992394653301505,-1.4230935766354027,-2.1480168002691946,-0.06999586542860227,-0.14631060176238508,-0.03553413517343082,-0.12396876940536013,-0.08214146439608455,-0.08150904228725893,-0.12399973543139266,0.8465094422472504,1.299264242973941,0.7408065668449924
22,3683.928095337893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3884190818334607,0.9681961694618735,-0.44934382940748496,0.0,0.8053866038590956,2.2017922086318524,-1.239555504380773,-1.2457590669600498,3.005477677941617,0.1483859088758935,-1.3367025479387233,0.9590653842061097,-0.4578201056060003,-0.7089281165219314,0.34355078605033706,3.3660149504554115,-1.6559583438295353,-1.9534702975563623,2.839497856731043,0.48734333820437425,-0.698571080652901,0.9676740879175576,-0.7998173887686355,-1.2716668360329182,-0.18108955186938458,3.1124671173368412,-1.2541620522069097,-1.7708750335316552,-1.1251731753497813,0.3768087275383435,2.1924016093449112,1.2495784477429686,0.0,0.0,0.05853226800629102,3.3408101000951875,-1.0253138790186243,-1.262680372665486,-2.222753608726949,0.17513089409214416,-0.15035605661067017,-0.034743306580644506,-0.12077725784647361,-0.08076423510774168,-0.06728876134690821,-0.12654544309286542,0.8372671439167386,1.2799585845028423,0.8045850493691787
23,3670.2617568402316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2530046548010265,1.068394131192631,-0.6015136303577233,0.0,0.703771182381645,2.389371062722989,-1.1140354002202644,-1.3861083225505173,1.9075209708989234,-0.018811292567059795,-1.2969614103361977,1.0084208803635042,-0.4200530533488507,-0.36737918918852375,0.3086094689269052,3.6602511288762596,-1.5250505275914363,-1.8914601424370203,1.6532746488355026,0.38706697542059176,-0.9912258143805055,1.002964113654516,-0.6541238057844334,-1.2863797221968067,0.13745393403746708,3.6340262244886508,-1.1885178343159304,-1.4129459907649518,-1.0747050961684623,0.5191472805486654,2.132661032289442,1.169766047296208,0.0,0.0,0.06466208548201773,3.8008874202086678,-0.9082039706840743,-1.3825113768121842,-2.371407105180326,0.48076453972680505,-0.15737283852030026,-0.03780049124211449,-0.12347510353430007,-0.08087767410127364,-0.0182142790163409,-0.13648869653824688,1.0084669528871961,1.281070616632125,0.9672156363955813
