Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_55up,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_p.disability_lot,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_55up,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_p.disability_lot,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_55up,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_p.disability_lot,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_55up,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_p.disability_lot,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_55up,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_p.disability_lot,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct
64,3620.2868573088645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2721118604694923,1.2442051067830047,-0.4083837205271252,0.0,0.810405990893827,4.195258608658492,-1.325233871199455,-1.8050645702563677,1.6720270396738086,0.25092967627640717,-1.272435082159595,1.1143970380398331,-0.4293518842336402,-0.5625353473892548,0.4396489548353069,5.411043163490123,-1.5740626260567923,-2.101256464490695,1.5225446094033885,0.44846906063458086,-0.7137090771267309,1.2368113156991916,-0.7138317285923758,-1.3413379587437433,-0.045469642728217574,5.283490532311282,-1.6036650885991797,-2.026570627895787,-6.260009085766108,0.6589711343632183,2.302764435417441,1.4023983328633072,0.0,0.0,-0.14385393753686368,5.388593096380779,-1.1273783872670118,-1.6979837050745248,-11.08806679285408,0.25084760783278903,-0.1626362819566383,-0.037457287529504134,-0.05732308272419197,-0.10665444528839643,19.72422692922341,1.1720162303345856,2.3444115248707873,0.3138614974031278,3.310311820717519
65,3620.0817837161653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.270667211939352,1.2430807860163147,-0.40828821981373775,0.0,0.809140338460754,4.185868214266056,-1.3248485112233088,-1.805526698213485,1.6723503835796183,0.2517677578476875,-1.2716465152879184,1.112708376766646,-0.4277587648441687,-0.5612857982436582,0.43946323036356866,5.399238808383209,-1.5705304933721072,-2.0965543286879758,1.5210847059330916,0.44689485763791476,-0.7150485266618164,1.2327028852317112,-0.7105564651554206,-1.3356127402176414,-0.04356476218761418,5.269458520708195,-1.596441703801925,-2.0192592195116688,-6.409608579663371,0.6573504620471129,2.3009848099616943,1.4024714984814977,0.0,0.0,-0.14355976583519006,5.381018222154097,-1.1259895012395016,-1.6974335598603358,-11.70896514084385,0.25286069958157864,-0.1629200219373997,-0.03750662003627192,-0.054248352694284546,-0.10573005982870316,21.020442713387197,1.3096617133354331,2.495295235249732,0.3538661081866107,3.0122127194765245
66,3619.850975077884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.275830084261923,1.242618160286437,-0.4125778452329864,0.0,0.811645857722776,4.199973652266789,-1.3305798107581357,-1.8161158004559064,1.682588591959769,0.2533778322538258,-1.2681553414724165,1.1070731702814498,-0.4285203964998477,-0.5637392305944822,0.4389192501385994,5.408664102560803,-1.567458459940558,-2.091393323751471,1.516024945775871,0.44279907669109847,-0.7160113112903537,1.2273595541579734,-0.7046557815144157,-1.3324877867476506,-0.04502865711086842,5.279214268671747,-1.5868532449083848,-2.014061376062577,-6.522214229099237,0.6543825025313214,2.2987023156540483,1.4001964332843304,0.0,0.0,-0.14469093141023243,5.395887466845628,-1.12449331414888,-1.6946287188447147,-12.362492104324485,0.25399269100791494,-0.1633343942743715,-0.03757688168632883,-0.051837694107127956,-0.10326086387141241,22.177391034193363,1.4562377284085963,2.651250275737713,0.4282872824528485,2.6761036568423715
67,3619.792770710528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.277870766139394,1.24251496500476,-0.41412644062323734,0.0,0.8126599316463909,4.201957276267729,-1.332661713160094,-1.8197867473677514,1.6862685591528146,0.25382076073014553,-1.2672516856242837,1.1052320834642588,-0.4292372582934913,-0.5650486044483066,0.4387059971031696,5.409336393219422,-1.5671662948355403,-2.0905280290696773,1.5142124068988874,0.441702209741531,-0.7193092553929865,1.2262903537507768,-0.7032215584583605,-1.3320239506446105,-0.044667196286062964,5.280141787992099,-1.5844447087863536,-2.0128635370660937,-6.586151949412488,0.6528579236019084,2.2973962488682327,1.3987512175756267,0.0,0.0,-0.1448801691116582,5.3965846990477555,-1.1238728747632543,-1.693040849872658,-12.624091998940143,0.2537673965742526,-0.16321527013758746,-0.03753701285109802,-0.05053505886801845,-0.10287320394268508,22.705420154496565,1.5102704788215484,2.710703034338029,0.4370154623672994,2.646634984168788
68,3619.6510098975696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2896718576035933,1.243836422854829,-0.4219102795975266,0.0,0.8192617365454758,4.2283231621444095,-1.3438394612602482,-1.8379417484008655,1.7039638681942102,0.2550572194223261,-1.2638026128254622,1.0980542661624224,-0.433832406450371,-0.571902597815544,0.43769645842784777,5.43136407105797,-1.568329704827506,-2.0901605436184783,1.5075437502601556,0.4383106749400249,-0.7342521754048136,1.225078724145336,-0.6998611777943811,-1.3356493760360872,-0.04536181328289144,5.305979324348797,-1.5812610049275733,-2.0155476458756514,-6.766074433930326,0.6487025552441837,2.2937093155825123,1.392789073058192,0.0,0.0,-0.14582213983832423,5.417426096420934,-1.1235918337259794,-1.6878939195128928,-13.570251153848009,0.25074099020279844,-0.1622296425085617,-0.03725615971564379,-0.04644520164878258,-0.10010556275372103,24.417245030836444,1.7067632204142458,2.9223374225494245,0.4849590997317893,2.7593702475025896
69,3619.5767670083947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.294183488923682,1.245422651032027,-0.42450671948607366,0.0,0.8223490503370178,4.242957456574396,-1.3479071593237186,-1.8433266749013684,1.7090532750940046,0.254529812940588,-1.2634780710722617,1.0971577947590154,-0.4358348456352282,-0.5739962908886188,0.43737705664262727,5.446523335150841,-1.5701550502189008,-2.0919293089156272,1.5070928685201717,0.4385771748388434,-0.7372363418800614,1.2275469187625756,-0.7019662163228428,-1.3409569014915985,-0.04697878454773472,5.32358584502882,-1.5861691243940215,-2.022021712947147,-6.723081511519572,0.6496625727376971,2.294451842041017,1.3914118707608514,0.0,0.0,-0.14633946424262853,5.429996994371117,-1.1251405768964258,-1.6877255182754534,-13.498504675221236,0.24843340114748627,-0.1616642508784896,-0.03711367955126888,-0.047101145684369315,-0.09953728181590696,24.148915108131053,1.6889283714844334,2.8998614878011955,0.4800146732215406,3.0228909096672694
70,3619.5408721790845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.293631438622738,1.2466723292674804,-0.423617766334867,0.0,0.8224236090381164,4.234329241761647,-1.347432622040576,-1.841236208361082,1.7058447288504563,0.2535337982732214,-1.2646570357619653,1.0990110264885764,-0.43536711136756634,-0.5724992769455498,0.43700861066202634,5.439182716720455,-1.5699543912765659,-2.09261366862192,1.5093793486104803,0.4404342151064175,-0.739945787476012,1.230033749670577,-0.7050521038485534,-1.3429101363098688,-0.0477494286818642,5.3164930898563165,-1.5917241039083678,-2.0263233376801484,-6.765373121537919,0.6524463470943387,2.2972640088085448,1.3927459455027493,0.0,0.0,-0.14598275087074294,5.42162071276222,-1.1272774014016758,-1.690925525708972,-13.73254231347228,0.247480799691711,-0.16117081115874637,-0.03699377641918155,-0.04611997000367035,-0.09931965410868995,24.611324246618203,1.7380789266848373,2.9513345050258337,0.47277650171100577,3.252878080681983
71,3619.51289975968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2903365647895706,1.2472419521446796,-0.4212128955042947,0.0,0.8208603651808419,4.205009867312809,-1.3449717106802337,-1.8353379441581996,1.7001052850321938,0.2521537668481979,-1.2669464829738561,1.1019077905433907,-0.43411110386047236,-0.5697578656266176,0.43677994078214893,5.412253859070238,-1.569666562174941,-2.0929801099117706,1.5127458088359338,0.4429701661876877,-0.7441117225084057,1.2326183512924591,-0.7087015262541607,-1.3430714984551344,-0.045108206785610554,5.288738189297386,-1.5973645585119682,-2.028290311290004,-6.837743633066959,0.655242258984896,2.2999390889915805,1.3945386831586468,0.0,0.0,-0.14494662035192118,5.393228608467735,-1.1295330951987244,-1.6947272662623147,-14.12409613630738,0.24664658825042354,-0.16067796556874622,-0.03687411928148776,-0.04461416241953483,-0.09916923752171522,25.42417885955296,1.8214525347162596,3.040252458224317,0.46082269199063536,3.547338374458839
72,3619.5011755680694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.28889362255654,1.2467301311888608,-0.4203022112954795,0.0,0.8199014125430897,4.192458862983631,-1.3435237088151908,-1.8331108153637685,1.6982541666423705,0.2520577589752136,-1.2672640571707061,1.102315478814866,-0.4336213997484179,-0.5690459594286812,0.43685556551644295,5.399977143624948,-1.5693461039864507,-2.0927398363979086,1.5129598810875406,0.4430951527981609,-0.7436079986656401,1.2323612814757092,-0.7086347100304897,-1.3417087832572052,-0.046335444940954436,5.275620515376833,-1.5968126686242767,-2.026743925962404,-6.856571459330867,0.6550238382144227,2.300200703313398,1.3945871541266803,0.0,0.0,-0.14512955204353217,5.380459903506279,-1.1296578857923294,-1.6951370090549325,-14.224896114358446,0.24674938386269002,-0.16069267690338165,-0.036881185304302566,-0.04437173268100325,-0.09926223655064007,25.644962570105946,1.8436986877069983,3.061781030571209,0.45636127509179747,3.595998944752763
73,3619.476384457263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2871680743798732,1.2447696886496296,-0.41962896034836833,0.0,0.818340760412343,4.164558073482448,-1.341724132932915,-1.8310890545947835,1.6974685507246277,0.25243283228149993,-1.2667583570277787,1.10103970536918,-0.4332629131146899,-0.5689351007231703,0.43675029250870023,5.3714017531024805,-1.5684765669560974,-2.0912932353092444,1.5110175554537058,0.4420133509938412,-0.745134448499337,1.2297482693828188,-0.7058495507824453,-1.3367863316565378,-0.04703361368029563,5.245086445780766,-1.5912178212220962,-2.020121383060215,-6.943960999941055,0.6523966513972027,2.298753010594099,1.3929411813775723,0.0,0.0,-0.1455075401611861,5.350693522366749,-1.129066358671797,-1.693994592306475,-14.678316724887505,0.24697061288710512,-0.16077158098460043,-0.0369019875554773,-0.043038102760524534,-0.09906414221253083,26.58022481274277,1.9424621162521776,3.161713102392019,0.45890197848207365,3.625803570141907
74,3619.458003204387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.287530333944045,1.2436277775607536,-0.4201836764989706,0.0,0.8181678964041237,4.155068395778259,-1.3418754462605014,-1.8322728677225668,1.698859121190324,0.25304496228279405,-1.2656456821709194,1.0992034601433998,-0.43336186663118365,-0.5695905942292437,0.4365288376122392,5.360580810911431,-1.5675923760718928,-2.089799271527841,1.5088284051526568,0.4406730361407616,-0.7460768519188689,1.2270488989751718,-0.7027387698719325,-1.333501592780406,-0.048541508222162834,5.233289710304327,-1.5857944259091536,-2.0156557463302844,-7.022036966759022,0.6502059402426668,2.2974004567987416,1.3913712303332375,0.0,0.0,-0.14598531548410318,5.339476332458001,-1.128220502284996,-1.69243734330822,-15.066344744065187,0.24719391290612822,-0.16087471506100437,-0.03692452429639962,-0.0419926279805356,-0.09897907876087275,27.368562792216895,2.0267036643176968,3.2443321943684453,0.46435908707872225,3.5688423958213003
75,3619.4412064386156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.288352968781222,1.2433775933453373,-0.42086556242282047,0.0,0.8185206268593588,4.1549594504655065,-1.3427494031227192,-1.8340799749010928,1.700406887590962,0.25349233018528494,-1.265119783965781,1.098075390027728,-0.43356643955847135,-0.5702360812317658,0.4363913791366875,5.359447455191265,-1.56713568621982,-2.0890717371495766,1.507638021820127,0.4400113606159565,-0.7484456958646961,1.225671678543485,-0.7010259817517258,-1.3320757042802684,-0.05061549516831721,5.231929620707525,-1.583247567985243,-2.013883971764816,-7.1340509904264335,0.649104728281793,2.2964537656131077,1.390483609955412,0.0,0.0,-0.14616749386477756,5.33847643728628,-1.127587263525938,-1.6912992644227798,-15.618913596725184,0.24722116931875882,-0.16077736780705668,-0.03689358246827468,-0.04045535771856314,-0.09886159892290004,28.470567497429016,2.144127544583436,3.3586615566583995,0.47022258544082535,3.5120878965616407
76,3619.4193759528707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.290189501113147,1.243877169515402,-0.4221645875385181,0.0,0.8197056032850442,4.180127719961883,-1.3447365697325298,-1.8376199380992375,1.7031187075625045,0.25408121874914547,-1.264558765860597,1.097132285489316,-0.43420474076996435,-0.5715993685758309,0.43638152274330627,5.383483767923186,-1.5673446015221986,-2.089170043961885,1.5067423548814312,0.43951317553998875,-0.7508564639419212,1.2249532165015804,-0.6998018172595102,-1.3325210661054145,-0.05238443573186292,5.25663880468488,-1.5820356140695448,-2.014276073108595,-7.269023287843851,0.6486847028168232,2.2947144229093412,1.3900797800136966,0.0,0.0,-0.1459170355449145,5.363671783378876,-1.1261767916794878,-1.6892611982104746,-16.245683218091013,0.24766492308033583,-0.16071651534597367,-0.03686840309400542,-0.0390963331184308,-0.09921582479783136,29.709465101566263,2.273728573640923,3.478128810421452,0.4731913631069939,3.3048361045300654
77,3619.410925001206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2902703820797266,1.244289072488378,-0.4220983225464624,0.0,0.8198664977516369,4.186768722400596,-1.34484921189339,-1.8375742528110313,1.7029024813865288,0.2539728651026,-1.264971409010939,1.0974933158662947,-0.43429835229778996,-0.5716701123583864,0.4364496624017106,5.390217776838003,-1.5675666572019644,-2.08965387221498,1.5071794157453078,0.4399190405857429,-0.7529136067783767,1.2256700274123151,-0.7006319695638527,-1.3331967901900625,-0.05386863592017413,5.263600095137315,-1.583540983372522,-2.015253578909901,-7.343787061696123,0.6490670013745667,2.29444647487686,1.390273412763014,0.0,0.0,-0.14571844030733763,5.370490721495767,-1.126063912584966,-1.6891303616662152,-16.604863224715476,0.24760592911761808,-0.16050868883531705,-0.03681376742957599,-0.03814940076629208,-0.09929139211019737,30.4212105840816,2.347548059439673,3.5483557272823436,0.4712799697043871,3.2916830648479816
78,3619.3976478742984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2894458602862744,1.2456545965517698,-0.4210045522745242,0.0,0.8198094765229582,4.20562747548368,-1.3439236610308138,-1.8351041283159082,1.7003830155309194,0.25317329622147516,-1.2667489746263791,1.0997918925161627,-0.4342922137378009,-0.5710731871681747,0.4368447171476332,5.410454148643505,-1.5686901688285422,-2.091812651556033,1.509742635912861,0.44177891895225635,-0.7556222498527865,1.229210975587967,-0.7049237875258524,-1.3366461154188274,-0.056431244017622624,5.284580977883611,-1.5904868546226216,-2.0198227294562803,-7.423297964575123,0.6512987133302831,2.2946726463282054,1.3917278989894208,0.0,0.0,-0.14510552352197006,5.390573559271865,-1.1264350833190764,-1.689993926765521,-16.962984109460237,0.24738724913518514,-0.16002626146494697,-0.036693752331132014,-0.03731448819172121,-0.09968180703052114,31.124144611355277,2.415993454899329,3.6096432169754094,0.4570580077514463,3.329381477521158
79,3619.395275595564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.288818666726994,1.2460292323336706,-0.420373134252139,0.0,0.8195969712755021,4.214882709834089,-1.3431744189926855,-1.8334617578289885,1.698968331143154,0.2527178310938746,-1.2674008718460492,1.1007170612032449,-0.43427710340547254,-0.5707151194010645,0.43691209850207907,5.420413932858156,-1.5691589522278033,-2.0925927928355628,1.5107040230117292,0.44260045724568925,-0.7565853230386854,1.2305967951583856,-0.7066892369663106,-1.3378771336185775,-0.05567580818424846,5.294633080361858,-1.5929872607270859,-2.0213269297250913,-7.4301835114332455,0.6522550746775061,2.294415774662689,1.3922297601139864,0.0,0.0,-0.1446245766973985,5.400009325428337,-1.1266148995984733,-1.6903595207192466,-16.964236982600315,0.24735526761925625,-0.15986278919822092,-0.03665459015395778,-0.037393245082508714,-0.09998695711560378,31.131458078952463,2.4121958024772834,3.603769469008548,0.4468578959321643,3.3528396670843112
80,3619.3944302094624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2889175320491115,1.2458818838000862,-0.42044419584854337,0.0,0.819609002884339,4.218485095836155,-1.3431604585307102,-1.833625731492192,1.699195308452083,0.25281279573679893,-1.2672454109261158,1.1003918960604495,-0.43434853594921025,-0.5709063921398898,0.4368745558447883,5.423704954635665,-1.5690788522623194,-2.0924192657489247,1.5102875693105622,0.44245123243877876,-0.7572767373938604,1.2301843774978272,-0.7062260441415313,-1.3374575744250645,-0.056196405111514455,5.297766674120955,-1.5921263372749632,-2.020692922791615,-7.462536817152454,0.6519181764906337,2.2937142645095814,1.3918778897078676,0.0,0.0,-0.14460486303573472,5.403065157406111,-1.126319457192697,-1.6898470693849672,-17.107409301309943,0.24741530542216417,-0.1598135748309449,-0.03664093684619269,-0.037052701656085374,-0.10009047715163498,31.421650999312252,2.441336539688519,3.630762350712346,0.4450335434568069,3.3288575044634556
81,3619.394266570107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.289018728399701,1.245718782494068,-0.420519984341051,0.0,0.8196085873434079,4.2190181488577405,-1.3431392940086944,-1.833826801143697,1.699443278131111,0.25293925089284275,-1.2670616434631887,1.1000940421072725,-0.43435440028064837,-0.5710325031407212,0.4368796975111289,5.423939008501438,-1.5689532851612507,-2.0922118614187086,1.5099037766093868,0.4422287006201936,-0.7569965238923312,1.2297125461274692,-0.7056595913612782,-1.3370611350511243,-0.05699921472385706,5.297907699461826,-1.5911931350709383,-2.0201415103754536,-7.467876678666798,0.6515480479163618,2.293392010228776,1.3915980043933416,0.0,0.0,-0.144764339403096,5.403204405827941,-1.1261485982475823,-1.6895326913716582,-17.12751613296399,0.24744073426712496,-0.15981336064767176,-0.03664061783216157,-0.037016383488321,-0.1001109061210308,31.46453648580966,2.4455763501032153,3.633846243114594,0.4449306086341256,3.316738474621927
82,3619.3941563604512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.289059834731144,1.245568842416565,-0.42056704434373254,0.0,0.8195937794534378,4.219263895080142,-1.3431032301040577,-1.833889144342748,1.6995538820022678,0.25299494676935197,-1.2668999184130703,1.0998370600595935,-0.4343588658793738,-0.5711160796486026,0.4368265177553204,5.423983682077648,-1.5688362658680186,-2.0920091483943715,1.509554335105859,0.44209381130517444,-0.7570480484515087,1.2293112983751173,-0.7051565814664801,-1.3366411413685078,-0.056997249307387844,5.297876693372715,-1.5903898980530455,-2.0196427993086057,-7.474106348533446,0.6512773204621344,2.2930562158538867,1.3913564816003217,0.0,0.0,-0.1447622888210536,5.403104882800777,-1.1260542699352472,-1.6893235956505914,-17.152375679861205,0.24746473090678,-0.1598012471205283,-0.036637320354521156,-0.036970111298178544,-0.10013261232892044,31.517865113306623,2.450767062092668,3.6377810246948137,0.4444635242452628,3.309810850309861
83,3619.394051705206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2890584425878,1.2454944823964171,-0.4205621395123438,0.0,0.8195717631056898,4.219144004237287,-1.3430364710045135,-1.8338678618796391,1.6995573377253568,0.2530381041403106,-1.2668465995684262,1.0997184301972436,-0.43432688115746326,-0.5711306323076106,0.43682528988035413,5.42373904754443,-1.5687443884488514,-2.0918791914723376,1.5093856147156814,0.4420176353094964,-0.7568945353532058,1.2290791215544186,-0.7048733374530013,-1.3363916328892853,-0.05766651807084405,5.297586804161115,-1.5899867469912008,-2.0193876006111298,-7.48028572884498,0.6511154224718687,2.292908771350378,1.3912261925519094,0.0,0.0,-0.1448451763538155,5.40278362257667,-1.1260130661473506,-1.6892259303623078,-17.179412641743504,0.24746531205212804,-0.15978230732039644,-0.036632380945904514,-0.03691551686664083,-0.10013455066368451,31.574650756489735,2.456643489288793,3.6416508087376074,0.4442105211830188,3.309220476035637
84,3619.393795683378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.289019822794953,1.2453810744356089,-0.42053465139297797,0.0,0.8195245006581187,4.217878625614777,-1.3429315188613018,-1.8337692322012773,1.6994845083929893,0.2530733253156662,-1.2667933180597608,1.0995566861603894,-0.4342631583239726,-0.5711122325778791,0.43680265290713177,5.4223255641869,-1.5685813355097757,-2.0916609079387896,1.509146668422186,0.44194011184809223,-0.7567900814671075,1.2287351712142358,-0.7044617515753712,-1.3359136161343417,-0.05882312947559935,5.296092124411211,-1.589442586905297,-2.0189338924706144,-7.495549195999934,0.6509090574120229,2.2927223907438212,1.3910377873449582,0.0,0.0,-0.1449408582635731,5.401235456036851,-1.1260109164283008,-1.6891590161821803,-17.250695079622545,0.24745871438083697,-0.15974375519598122,-0.03662231858547984,-0.03676383377260386,-0.10010504509755784,31.724065396881002,2.4725384337967617,3.652009857988377,0.44429115104925243,3.314567834168203
85,3619.393540004656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2889558833632537,1.2453783253155097,-0.4204840083545927,0.0,0.8194947710886941,4.216009745161488,-1.3428797868497095,-1.83364700850258,1.699352604821496,0.2530588923513646,-1.2668662123215293,1.0995856921859761,-0.43420747599875986,-0.5710363822699288,0.4368213980019931,5.420477406416829,-1.5685062444087812,-2.0915908741981237,1.5091784244073527,0.4419573982997643,-0.756655408184594,1.2286932685244312,-0.7044637231695646,-1.3357208840692307,-0.060407202326970166,5.29418394664184,-1.5895243581761138,-2.01877818486887,-7.511231339143954,0.6509216580912239,2.2928184315945006,1.3910215165923265,0.0,0.0,-0.14507636118432268,5.3993540036658265,-1.1260813857433778,-1.689241879659217,-17.326248088366334,0.24743088536677882,-0.1597191743484796,-0.03661584790185441,-0.036598994294752746,-0.10004615517401033,31.882894707550598,2.4898205792485046,3.6622633505550928,0.4450553129283444,3.3258652323768385
86,3619.3933584576184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2889209429385873,1.2454765512256118,-0.4204585673954626,0.0,0.8195087972181943,4.214340256710644,-1.3429496452846095,-1.8336122208769179,1.69927508080197,0.2529925686858687,-1.2670018057267565,1.099762026157219,-0.43421207180731386,-0.5709628181903457,0.43684940831628266,5.418988086543144,-1.5685654509899705,-2.091705840998668,1.5094320384316458,0.4420619369421498,-0.7566967427202071,1.2289492898015966,-0.7048518785105288,-1.3358613419637015,-0.061408275793771255,5.292674011356519,-1.5901219977325236,-2.018915647554509,-7.521319153800822,0.6511475969571845,2.2931094558407565,1.391166163748104,0.0,0.0,-0.1451331153506008,5.397928732353244,-1.1261835461581113,-1.6894184692266736,-17.374506241611314,0.24740732493318218,-0.15972751797359536,-0.03661783826165215,-0.036491633978772114,-0.0999896364124898,31.98730939449257,2.501294574202951,3.6677949571080477,0.44616526319182664,3.33615473003037
87,3619.393240368377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2889325155498823,1.245595303640875,-0.42046929920985954,0.0,0.819552401881814,4.213636316961893,-1.3430697164628036,-1.833672691467697,1.699294061042002,0.2529352479286668,-1.267116137799092,1.0999474583330655,-0.4342521703759202,-0.5709347765474616,0.4368870945855603,5.4184751070625685,-1.5686815924500088,-2.0918817604186253,1.5097096958363778,0.4421533402431499,-0.7567001642620093,1.2292576028702866,-0.7052974309149488,-1.336156520254752,-0.06198802667723644,5.292164301535713,-1.5907571089125594,-2.0191674417746843,-7.52419366355539,0.6513887553856816,2.2934058905605785,1.3913369574077152,0.0,0.0,-0.1451733008474131,5.397515407050068,-1.1262418047769587,-1.6895436692630734,-17.384142356426185,0.2473937594665245,-0.15975598561796264,-0.03662502147902445,-0.03646897378529054,-0.09996450276153462,32.01390951382494,2.5040886676281575,3.6670569929428374,0.44693452521300964,3.3402587258550738
88,3619.3930787106333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.28898387186056,1.2457355078811434,-0.42050980272474514,0.0,0.8196244882295732,4.213318696334077,-1.3432469203332236,-1.8338169929084014,1.6993893133209488,0.25287733236811155,-1.2672228873326243,1.1001489405752736,-0.43432315940033894,-0.5709375021428682,0.43693317744577587,5.418372959744635,-1.5688448879954653,-2.092112858432883,1.5100182858632676,0.4422428044827624,-0.7566451784350577,1.2296057100598412,-0.7058036112661288,-1.3365421075488315,-0.06256022151566075,5.292070282178338,-1.591448449254671,-2.0194668509473424,-7.524347427342255,0.6516605893897174,2.293729412306748,1.3915317349344796,0.0,0.0,-0.14521540960392765,5.397534460192181,-1.126276986669066,-1.68964397238671,-17.372212667081165,0.24739082744078236,-0.1598032407196256,-0.03663700439873959,-0.036492430186889656,-0.09995596344171527,32.00316918644904,2.502284095112484,3.661302618863941,0.44758430745300676,3.3408589674333387
89,3619.3928016556256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2890759772406204,1.245892978608025,-0.42057970880650086,0.0,0.8197285256686166,4.213338748665863,-1.3434725273186163,-1.8340401636339148,1.6995591189555785,0.2528242711994329,-1.2673226475741444,1.1003658815560549,-0.43441613328277157,-0.5709690544635274,0.4370016420824526,5.418632912274665,-1.5690476849954595,-2.0923866533641875,1.510351636851458,0.4423145662542641,-0.7563094457572404,1.2299572983243394,-0.7063434338761073,-1.336996302883506,-0.06361137206548537,5.2923318881832,-1.5921644249254456,-2.0197822868223314,-7.521181742916232,0.6519505775881684,2.294094203050405,1.3917420549425228,0.0,0.0,-0.14531824645905023,5.39793052028304,-1.126286378776196,-1.6897093133402874,-17.32570220930274,0.24739917462857527,-0.15987419628292138,-0.036655076686274025,-0.03659006597449301,-0.09996555445334303,31.937482220724878,2.493382068382934,3.645983562300368,0.44805306340844037,3.338126572044361
90,3619.392373867485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2891907364868413,1.2460080831809028,-0.4206569285357804,0.0,0.8198409075241777,4.21392906544099,-1.3436648228583512,-1.834271942160381,1.6997523798522396,0.2527996909441764,-1.2673733224999857,1.1005174329862646,-0.43449602842915125,-0.5710249244915265,0.43708616775514747,5.419398784927458,-1.5692190086837767,-2.092603715227754,1.5105727945516607,0.4423259095665332,-0.7554565271326803,1.2301265299378057,-0.7066825016544165,-1.337317113577814,-0.06557504402355026,5.293072669343242,-1.5925867775472549,-2.0199298614586945,-7.515300483354427,0.6521465520668914,2.2943580842786058,1.3918774223777577,0.0,0.0,-0.14551970724911392,5.3987774173146175,-1.1262522072148768,-1.6896887624793304,-17.2346094503129,0.24743169723531727,-0.1599544562517073,-0.03667563850599004,-0.036782684149237015,-0.10000231692211994,31.806542887301084,2.475378407125879,3.6169898025279434,0.4479201358131017,3.331481679621863
