Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_low,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_low,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_low,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_low,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_low,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct
24,3678.323683518486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2010286418122536,0.8725283374133588,-0.5271285970388145,0.0,0.8053378614598274,2.317568377255868,-1.137421021408994,-1.6127836924721684,0.0,0.06384015922454081,-1.1875890225056627,0.9929698750228393,-0.4241649821730241,-0.4581201864361936,0.3338781900023981,3.6286052163301714,-1.461854062190178,-2.0700158560002113,-0.561015193696128,0.3469401273284827,-0.6041917853349578,0.9416224085193106,-0.83338212638519,-1.4502104851862923,0.10474990882818715,3.5670151110565373,-1.334276208097332,-1.4448737257831124,-0.49827000257541915,0.7320973776806992,2.3267136891551115,1.0145224054568727,-0.059437041864651256,-0.042364379324118656,0.04904721020735758,3.857449317382974,-0.9781195016365131,-1.5250012933544639,0.0,0.34424560647828717,-0.15538922558505336,-0.037677008961705255,-0.13629957520413605,-0.08464253525468046,0.024091689781348555,-0.12632107733254955,0.9536105928452328,1.2318567524338204,0.910752100403992
25,3672.519191754363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.157935819586118,1.0535142582968178,-0.400528155342031,0.0,0.7609777451949923,2.591305919409912,-1.3591572655675224,-1.832181393942486,0.0,0.20490474000866332,-1.2731516024646092,0.9034919248709108,-0.4462872752837325,-0.601904046226935,0.42544771767479916,3.8486779476673636,-1.4506698962187705,-1.8563559286665712,-0.6578797960229632,0.29415299045862187,-0.7250155837020269,0.771362640261874,-0.836130675675971,-1.5178368617779932,0.10311431017416789,3.939686965999689,-1.2489277671996093,-1.124583534450685,-0.6878850349023329,0.6732260665510019,2.308795133172557,1.061726121957753,-0.12710732371540193,-0.0209899679983168,-0.004661331668192097,3.9230721650809683,-0.9653109943837453,-1.5659371086400244,0.0,0.4057188456603754,-0.16459938847128613,-0.03842642919921707,-0.13784885049478238,-0.08401341857350712,0.12056188888511886,-0.11938847834228329,0.9528608498250409,1.2092121635898765,1.1281958768290608
26,3667.5690557914972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.18355221980376,1.112094520139913,-0.33705948052382156,0.0,0.6858455624049999,2.6440057043943694,-1.2617248216526058,-1.928412411372815,0.0,0.38546701735763134,-1.2104660262484699,0.8927148135922381,-0.43381183970854453,-0.5837632986765225,0.4107507968135051,3.9771454292035333,-1.4899514583679074,-1.8086684204381738,-0.6673114218578069,0.41140674487759116,-0.7156807784152213,0.8840048084557818,-0.8178470286892048,-1.4858164685471247,0.04177143603285793,4.100969922631246,-1.211678900259487,-1.1580576865156798,-0.7717116870758702,0.5324092456876017,2.2998536132326346,1.1546031174697684,-0.12362012693549979,-0.1481964967253576,-0.01067024915181644,4.073115154411818,-1.142513643656383,-1.585948121937479,0.0,0.31529136096311694,-0.169437246146438,-0.04036393186151055,-0.14003026223029028,-0.08260218967002958,0.19741052003283324,-0.10349707524924512,0.9517580630370995,1.1925320402683168,1.2996536539243133
27,3661.3052736187624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1169155558963957,1.1051279390782007,-0.43059733250600574,0.0,0.7707561275713012,3.0197324020983456,-1.342568062621678,-1.9484398216365761,0.0,0.2909538207842871,-1.1346970021465799,1.1211774110121313,-0.3460649791757467,-0.4966970021361289,0.38254174742291136,4.03035685833879,-1.5680767632110209,-2.1695114978004018,-0.5560017654393985,0.3304299725421078,-0.6065455199292122,1.2761900040357887,-0.5671307717826896,-1.3531317236977725,-0.15088318654042226,4.10739194026343,-1.4506586979180647,-1.7365662146817962,-0.7950445120133751,0.3261896943226025,2.406655134033327,1.3681527935823237,-0.19825358112144642,-0.2471125741599213,-0.22681253590821357,4.227374470382828,-0.9930053301239812,-1.6575122894735914,0.0,0.21471492091828837,-0.17802262814449693,-0.042081808445781736,-0.1430846632805303,-0.08236881209945779,0.3742189735310992,-0.07205539398704841,0.9075220919494293,1.1633949320628914,1.6943311076379122
28,3658.6036903000477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09768060268441,1.2012165174577656,-0.41744681257404914,0.0,0.6793542825618495,3.015068615423644,-1.2970767390121216,-1.876015112638147,0.0,0.23995652603015863,-1.2351329963497333,1.1399717634262965,-0.3492312344458203,-0.5183243689016971,0.4311308672033119,4.123833202837793,-1.5163320062316628,-2.306887769828675,-0.533542821231403,0.33140708085814646,-0.6024683707402082,1.265991136909685,-0.5461443573240038,-1.3214146373058444,-0.22624341573899268,4.126369540034914,-1.5823244933661034,-2.016682074242136,-0.7289298058960033,0.42970314643133906,2.370668288360017,1.3314963529474753,-0.22048308544642253,-0.1248989675816247,-0.2224428643147313,4.251779553111617,-1.0468300377348199,-1.7132643908337881,0.0,0.2018129771732866,-0.1787649369941271,-0.04090353350261185,-0.140840967812184,-0.08147644448457166,0.4237637892126776,-0.06464497620421818,0.8605600942310817,1.1501839749851988,1.806996600665794
29,3658.464468853911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2288263780097637,1.1417056328538053,-0.23106028060063188,0.0,0.819764450476868,3.0709737416166565,-1.3054628141845888,-1.7933853179022492,0.0,0.26726703525166357,-1.2184630621173047,1.0536641165998646,-0.32582758080365687,-0.45688734949533333,0.4755349060187091,4.164129861964415,-1.6609962121634152,-2.2111115937807355,-0.5624820130522915,0.3513624638902613,-0.5189269478154641,1.1384889866465864,-0.6564896317713079,-1.2770368703937174,-0.23439659487536524,4.151254503577454,-1.7339079280438963,-2.4502330202063693,-0.5018100410690329,0.8111262856256858,2.293960868599479,1.4009857433973376,-0.07089485712739801,-0.013670994891190669,-0.25059553928473904,4.315025167028149,-1.128319408268021,-1.772254366898658,0.0,0.39599272284567844,-0.18045452922148203,-0.04112620544138747,-0.1408289012689744,-0.08094107821375213,0.4905439101727365,-0.049283859010643714,0.8418776247147362,1.141386833012458,1.9675026115931364
30,3657.6144939886717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.182611928657275,1.1217674695405053,-0.39961798496377365,0.0,0.783018503986867,3.2271311379522407,-1.3425195280923408,-1.771304046227204,0.0,0.377242794752918,-1.1412569335271854,1.0492370188044622,-0.36192432022473287,-0.5371281958723643,0.43560081598930317,4.306146745848838,-1.6077483135343782,-2.0339318761373555,-0.5723938311363962,0.4420511426393835,-0.46080115597113425,1.1846296576671342,-0.6682515928380584,-1.3189873173527635,-0.16899867101358299,4.170393757439424,-1.8414197106125765,-2.601370061219088,-0.30041131548528033,0.9762745008296482,2.2998617132637893,1.4638403250521965,-0.12675414524057838,0.025683750923945536,-0.22697557793360124,4.4050892694255905,-1.19024053609111,-1.8177287488074612,0.0,0.5631148796489209,-0.17688819212452014,-0.04198850583626106,-0.14012774108742984,-0.08038458081970787,0.5336896210421285,-0.054156862098306675,0.8946523674970553,1.1422173881214475,2.076385925868737
31,3655.568830318696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1309554883009523,1.10685790951568,-0.47919716846839455,0.0,0.748793894644908,3.267118413278659,-1.3917462832426133,-1.794286450233058,0.0,0.37467009516746935,-1.1728113864629734,0.9580164519417589,-0.44733691345528737,-0.5182397353817981,0.4924075331601483,4.391001514077024,-1.5938881821590418,-2.0075403957054725,-0.5229751944656289,0.39302054483190824,-0.5175664564602899,1.2169569285167077,-0.6556916818310181,-1.3455746427536064,-0.16957504614573207,4.248242841544397,-1.7412724995655016,-2.589308261442776,-0.16426692727776837,0.940520266117913,2.319247602472423,1.3671463785327655,-0.0870188094168079,-0.117978972324604,-0.21780748716888207,4.493510885105684,-1.2081551921422327,-1.8436538898397299,0.0,0.5670341384539016,-0.17196411473832973,-0.04029746847489336,-0.13642890420650408,-0.0797609867737469,0.5753280087546537,-0.05008992822301019,0.8904779624076414,1.141850165295497,2.1838041569481623
32,3652.293356235304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1430549892461763,1.0274486958014577,-0.4485538296707557,0.0,0.7561693956439093,3.2666446250552954,-1.3809791865522618,-1.8483051250771279,0.0,0.31692477958490184,-1.1619414761539326,0.9844703503592123,-0.39317968224052996,-0.5902782627327183,0.4459325435179387,4.531459601202079,-1.6021800108018827,-2.000465274472622,-0.4222990748224648,0.3896665040293791,-0.6359943718398519,1.1656822676279632,-0.6627675701620533,-1.377046750261367,-0.17113967255688736,4.445879810075216,-1.6417591944884298,-2.485050483071993,-0.01726824757663975,0.7581249145472894,2.357232629544116,1.2616197498342991,-0.20453935866459466,-0.20915501590772406,-0.1502421747761175,4.556369428355256,-1.1804142054707631,-1.8315688950661742,0.0,0.48767698966695516,-0.1642070718180172,-0.038873273624939184,-0.12808822067103826,-0.07897327990157123,0.6431820357794191,-0.04874975137759294,0.872139822775385,1.1419347735084562,2.358554223658374
33,3651.1718590259875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.28547944141655,1.34903525760824,-0.4473822309231235,0.0,0.8642129971662336,3.4211021092021783,-1.3096832419567794,-1.8540434027909605,0.0,0.14450294021219132,-1.1713758055896486,0.9951898537177096,-0.4969690650877745,-0.5333336083798222,0.4610775777060109,4.662018747292294,-1.6448569823588794,-2.059138780610927,-0.29890929942859445,0.6054294085050347,-0.5510338500080705,1.160748231569221,-0.8145743161180714,-1.4149743090368634,-0.08918675467192895,4.513099755394877,-1.5817410689157199,-2.0247280613025795,-0.11911949716777501,0.5048527162145646,2.411752334190209,1.2373069541086432,-0.22532485617116674,-0.06652250757030329,-0.15047562013306306,4.67685261988514,-1.138993419921641,-1.5874946858607843,0.0,0.13208612032880118,-0.15254955138063542,-0.0363322288219924,-0.12300758657507915,-0.07829385394573762,0.7634710005165086,-0.035837886383918945,0.9314228458362942,1.1503219891660172,2.6643278913514608
34,3650.100951039288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2850017889953254,1.3654655194478311,-0.4667329629808144,0.0,0.8568626416526228,3.440243272214691,-1.334047361437402,-1.8070249036412762,0.0,0.16562955148751862,-1.1994775652359861,1.0644067983471643,-0.47317347381241875,-0.5455281339768939,0.4577249140351812,4.705589336485258,-1.6078255462087658,-2.0995091135494244,-0.32497180395437575,0.5455217536940988,-0.5312397307008415,1.1539977848562144,-0.8496005821483273,-1.41520618089097,-0.1237302561045549,4.562709177121809,-1.6041048484748006,-1.937172688884194,-0.23440194028099898,0.5192891517365137,2.3729062253186584,1.3435247123076093,-0.17169538829008674,-0.10717323101413892,-0.13522987361734734,4.692821033485824,-1.1710132635801325,-1.5003400869305348,0.0,0.05956510926257651,-0.1502109236326396,-0.035589001841106464,-0.12168477358858233,-0.07799943120456466,0.7913701900335107,-0.029251494077497588,0.9159080443172073,1.145668059917136,2.7292837479741157
35,3649.2108772837832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2824750597383017,1.3322663276833273,-0.4820126348169495,0.0,0.8451536108860684,3.4256300573861456,-1.3473722843850124,-1.7274138864255595,0.0,0.24639907328948565,-1.2235351609546836,1.0795799423289072,-0.4561397040285722,-0.5253080629909719,0.45220315603580374,4.749517295563267,-1.6363982950834977,-2.062935740385836,-0.47813307217449763,0.5551801547913071,-0.5793062984298598,1.2370432589705773,-0.7439334144120044,-1.4261448881861685,-0.23055233765776276,4.646199412899159,-1.5867338844991579,-1.9446315632237503,-0.4849017057264444,0.5579228022364973,2.35422718302053,1.348296371737941,-0.15923508886826745,-0.05679974076006738,-0.1563249421698098,4.739928265477073,-1.0975191424141069,-1.5177118045923257,0.0,0.06522477395134879,-0.14798301223672655,-0.03467438219970762,-0.11932334001317445,-0.07829978678608439,0.8330793313855378,-0.0156905366275603,0.8642901140289727,1.1393039095113167,2.8103939455587903
36,3648.109370566798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.264341036512162,1.2746515066036392,-0.4576874988356338,0.0,0.8155322440074323,3.533548509161671,-1.3030659848405934,-1.7548593360893006,0.0,0.1335319145307417,-1.2006306228340968,1.0332976606682533,-0.4456133963879929,-0.5577805107070122,0.4319279568874222,4.851401037480781,-1.5903746763643698,-2.0221087614411637,-0.5998630256255583,0.5009714818039106,-0.5930476747909884,1.2375304305316819,-0.677847075722712,-1.3356353964622316,-0.21015760538516073,4.740066810054879,-1.6004255155173686,-2.050612919759708,-0.6983943688538202,0.5365848613155128,2.4035543517733773,1.321312563208339,-0.12944914874227997,-0.08142584554926878,-0.18678996680860238,4.785204585288865,-1.171731884002491,-1.537443242314163,0.0,0.15972274591345015,-0.1493426034845453,-0.03522194154101565,-0.1193344311012437,-0.0788341381021142,0.8945643687965503,-0.010922077425175692,0.8854386461665589,1.1334882492316238,2.9175205722962847
37,3646.881176408224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.232101377401157,1.2492504107292632,-0.4800552456236032,0.0,0.8169166092574829,3.6152626130684187,-1.3428564549086879,-1.776971419260944,0.0,0.15119051614960055,-1.1799279117418593,1.0527981760599232,-0.4519998389862839,-0.5265552444856055,0.4480249700048198,4.898577469798417,-1.601454797864241,-2.0123816277110347,-0.6014733155997697,0.4130461827760008,-0.5910670468026631,1.2136485523383072,-0.7626155751968142,-1.2462731232525655,-0.14138222217468316,4.829699338451418,-1.6218438837285576,-2.140064628958253,-0.7756396869736528,0.5568567482596473,2.3561955152127236,1.271479560781276,-0.21681021397160793,-0.14766104305819397,-0.07764127265129378,4.900951622010908,-1.1629599732197669,-1.6757797999380222,0.0,0.194862210733529,-0.15441989324735936,-0.03637463193332357,-0.12045440245379163,-0.0789892481094589,0.9823372259485043,-0.004882000727993006,0.9178792487186531,1.1152636412884314,3.066513716797453
38,3646.119367437907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1953419926351803,1.1207380412524797,-0.44667967649424106,0.0,0.7924599583524707,3.6755943128226467,-1.3789237547437672,-1.8284077964587673,0.0,0.29721581571959166,-1.2699950402374816,1.0476997818182738,-0.4198613251161595,-0.562130472348177,0.46230285134919763,5.035975313000655,-1.5219099477212348,-2.1137018689283487,-0.5036960019728148,0.4745805791001109,-0.6066736681023118,1.1629055118634704,-0.7788086523214455,-1.2766613288670454,-0.047809965576055324,4.9331130077467655,-1.6308642119976893,-2.1800439304561885,-0.6458899047613655,0.6498807095594872,2.412972944492847,1.3015011098183624,-0.1772660746526909,-0.24360757582036946,-0.14770444859783954,4.989539174785999,-1.0544508950665463,-1.7716764558106708,0.0,0.2264330713084141,-0.1606873703661481,-0.0367541266621851,-0.12205234684609624,-0.0805484423010747,1.1238196096112332,0.0034961630829236047,0.9841870085978609,1.1059894118767233,3.3043500706202806
39,3645.7628636698396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.194444277636629,1.1124667216525952,-0.41502948106383813,0.0,0.7708810536096506,3.8597038543717264,-1.3817781127633244,-1.91443284516928,0.0,0.3869154879330017,-1.2244903010983792,1.0890312121955885,-0.3802703369112467,-0.5497405453912786,0.4346683318865664,5.048978518748557,-1.5597778270556613,-2.205301376324541,-0.44180180039523087,0.3848538031582347,-0.6801620753951633,1.204151129218383,-0.6504753200471842,-1.500335262225314,-0.12997659068358292,5.074310119787861,-1.6266839435645375,-2.1411544734109094,-0.3479274019803827,0.775384881638945,2.437922029705212,1.2830201102025762,-0.1499158083929372,-0.2091430319725996,-0.15072704305966192,5.04360489748706,-1.1736931973244427,-1.713947825744476,0.0,0.26665590360167357,-0.165127507977474,-0.037587440953660706,-0.12123559025214226,-0.08167709053969777,1.266670520395693,0.02372978375419976,0.9519976786571066,1.081168529514701,3.5416699882873344
40,3645.407256700025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.210054943780825,1.180906505804329,-0.3738630581846098,0.0,0.7616480586419555,3.875619896141191,-1.3539998686189072,-1.9266244101031353,0.0,0.3391519584050928,-1.230424525505438,1.1148552626252362,-0.3744887234527144,-0.5801069346890249,0.4278614729461998,5.090269817155024,-1.546101541382119,-2.182981942062337,-0.4997314905318906,0.36075429155634287,-0.629022031351088,1.2360178500601178,-0.6625231331398169,-1.522813970902055,-0.23143459323755683,5.082654344250726,-1.627851797808443,-2.1023830350556736,-0.23542507004615043,0.722218279447626,2.394246758428454,1.3284722624393464,-0.12862562499135552,-0.22191853943145495,-0.1587137511820351,5.133930270031091,-1.1307359921945177,-1.7300366414660808,0.0,0.3500581232430755,-0.1642462928293553,-0.03727706903940039,-0.12106486006533479,-0.08183183132815082,1.311860923156052,0.03972079323791905,0.9112880065055424,1.072253832943454,3.6174616717501618
41,3644.658651532731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.19669791939735,1.1628804961703827,-0.40083767071844023,0.0,0.7445755236573846,3.965401895472594,-1.3692269685675307,-1.8788796099105123,0.0,0.3069812909414401,-1.244742808908993,1.1236170658670948,-0.35301588128945455,-0.4894310926282466,0.41718735027842496,5.173499013143338,-1.5500293157594538,-2.137305659547422,-0.5582564396261865,0.36172454043064756,-0.5716169693029679,1.2038650076886834,-0.7221168100390905,-1.4497796795392668,-0.28219358078095697,5.134592010264797,-1.607627062264083,-2.0586702345381296,-0.23314299107329692,0.6419149178309959,2.43238427780723,1.3543287219347364,-0.11382154192774144,-0.13826949093569066,-0.19226156015685117,5.173113089701234,-1.1694001985188296,-1.8052152597617253,0.0,0.3083826930088246,-0.16120212591231844,-0.03679278702080838,-0.11987913806227671,-0.08156022092788529,1.3870820770022414,0.05299058004708927,0.8962811232613387,1.0702731119968025,3.736685944397319
42,3643.349310287038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.253754005380175,1.1747894895142577,-0.46589093686694816,0.0,0.8420280144327162,4.052913872879513,-1.3182882221643821,-1.8298889864129226,0.0,0.2382921853097832,-1.2202835949496733,1.0573506799159471,-0.4273267661947615,-0.5761630864438788,0.4499263068691299,5.271289257713623,-1.5757156939773447,-2.090546400867215,-0.5473741229290207,0.39177528912846543,-0.5817559279746394,1.208962471662152,-0.7216747652689152,-1.3285921340610671,-0.2588621860554721,5.213098480887515,-1.6495937865559893,-1.9985212506472168,-0.3846060551938453,0.632561334233779,2.407270008082476,1.3528284938324613,-0.13704923537345004,-0.1335521692947463,-0.15065462052620132,5.253499324492609,-1.1726411311769334,-1.7954222441027805,0.0,0.24892017910851044,-0.15869032618057063,-0.03626704976148586,-0.11693875963530193,-0.08049149772695965,1.532689370019564,0.06486349837469034,0.9129906549342006,1.0648030595248297,3.962045724854877
43,3643.2634179508004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.239382149350977,1.3001637334498335,-0.4037583960913209,0.0,0.7997570506117456,4.05922962990976,-1.415260998499325,-1.7920667508003931,0.0,0.18430940716612104,-1.172766291571226,1.0884742916236072,-0.40819868622914546,-0.5272050529016712,0.4190387595797574,5.370547736243173,-1.5969753908612663,-2.052857943445459,-0.5177947326310505,0.42683905084010565,-0.5891943736104565,1.2324757073776442,-0.7321279200907573,-1.3280425317339242,-0.12514416579966034,5.318630108823426,-1.6452834887385248,-2.052007834059315,-0.5419934722665648,0.6362879575195735,2.4096269926655722,1.296201626796387,-0.1805412194456033,-0.17053330224593988,-0.16204044858989228,5.419232983660162,-1.139472073236688,-1.6292943716584687,0.0,0.2725269970018824,-0.15731333970747696,-0.03696280555017139,-0.11537154067895007,-0.07976865672169718,1.661881077768915,0.060893208518332916,0.9973339438369139,1.0664166154446089,4.155575167812922
44,3643.1127800142826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2436811331389164,1.2856094267028695,-0.42404586538053435,0.0,0.8114582506529793,4.101688777625654,-1.3874279353926458,-1.8457181264873528,0.0,0.1858979880601386,-1.220388478440055,1.0957611609368993,-0.4048144341890384,-0.5086873885635579,0.44376779745394446,5.4081135220429015,-1.5919423964804393,-2.025991271312513,-0.5342294774914607,0.42649577925923216,-0.5849640380578174,1.2286296797494256,-0.7632170752817095,-1.3723273099806166,-0.11766772585287491,5.334488269478762,-1.6162460054304837,-2.10334539809644,-0.5585124797284465,0.6258451489460335,2.3941005996748173,1.2986994097727045,-0.2029269040657813,-0.16732125580923415,-0.14967419162054996,5.439588598678221,-1.11549786543878,-1.5686028249807662,0.0,0.2520832429279909,-0.1578373369064919,-0.03668796159190793,-0.11487444626415931,-0.07982515973846199,1.7040378138086159,0.06488702488232231,0.9972561486116116,1.0631353601108124,4.211456583292344
45,3642.7753957320265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2306657254015163,1.2500433470879835,-0.43273592974263864,0.0,0.8069301094416184,4.172214808014972,-1.3977750674229046,-1.8864651069903051,0.0,0.20754618205678166,-1.1828649465707,1.0544760124243076,-0.4224615434629242,-0.5500506591873852,0.43766478707712947,5.463074588414972,-1.5910978545073724,-2.0468242960422915,-0.58282377936724,0.4166225764822067,-0.5614522253056546,1.1884723226467655,-0.7628408280242582,-1.425494450325015,-0.12530724656395434,5.38274785687913,-1.6318172271821676,-2.1312010490819344,-0.5287248177125795,0.6018964635743188,2.368780144578384,1.2991397843754495,-0.16708158857794606,-0.1444892468322379,-0.13992730458040484,5.506171784306231,-1.091965020073381,-1.5877294872455092,0.0,0.17176572729790818,-0.15828644692502095,-0.036965225335910505,-0.1140432059575246,-0.07986783343921626,1.8032348723748661,0.07397690806474211,0.9992477348068983,1.0529420041996598,4.333064343359885
46,3641.7888802218617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2532285517874997,1.2017085596409023,-0.46408718377034297,0.0,0.8405892162844408,4.360738349077433,-1.3456001806874496,-1.8736189883226488,0.0,0.25762878349099144,-1.214116892227095,1.0623558555751078,-0.4351592102876823,-0.5730335219299071,0.4534214986858933,5.596653138506352,-1.584565904267188,-2.1083321258518195,-0.5834839875697754,0.4182330186008822,-0.5610277744591411,1.18346214063301,-0.7664159266428502,-1.4133859377667122,-0.2059612503797373,5.5278618690924155,-1.6269154698316053,-2.0251406484121657,-0.42582174412833085,0.6539713387471137,2.458051671888172,1.316003147878306,-0.18705246937500625,-0.17268715527862372,-0.1565113280202752,5.568646609105463,-1.1563159316308262,-1.7302410850698384,0.0,0.22912473291246555,-0.16049775017996737,-0.0367332918792168,-0.11229009150903606,-0.08103384028407358,2.1341320438108307,0.1142208327250418,0.9788085566473367,1.0272416293262632,4.724524155681778
47,3641.687383057868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2608738590073645,1.193273067213231,-0.45957865675475057,0.0,0.8461525524804973,4.412530869359163,-1.3454812234823823,-1.8739744876078066,0.0,0.26575229240807857,-1.233826988813243,1.067349666467797,-0.42213436883231775,-0.5580872493294091,0.45414666656290975,5.638073937586973,-1.5756112694328466,-2.0940463313275095,-0.5199279679288544,0.41990862775439175,-0.5736308901308611,1.1893305258403826,-0.7323416856813753,-1.386730807417174,-0.21600237125853156,5.563211946897288,-1.6361560406501403,-2.016795747951207,-0.4213029135500274,0.6416880847091017,2.426059450031243,1.3210228594568871,-0.15596015181963865,-0.145965683778204,-0.1467569932277232,5.619350927246178,-1.1565531901858441,-1.7365550960811234,0.0,0.2412459373685088,-0.16108692442490874,-0.0368289922239922,-0.11199329762077313,-0.08108217186765015,2.192432521459036,0.12023095631217103,0.978139992322897,1.0215634754367673,4.784562935130426
48,3641.596938481383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2616169663648655,1.1997808774023297,-0.4572253767106997,0.0,0.8326518735536917,4.462541096099712,-1.3346139498236453,-1.8703601700977166,0.0,0.25745117291346786,-1.2237298240765337,1.0699517439992512,-0.4288981468162655,-0.5591188404221468,0.44740718670192875,5.674710639499704,-1.5735007418812286,-2.0975346405758293,-0.50432487879454,0.4158139440070221,-0.6078308618086827,1.2108593755616242,-0.7341239471111342,-1.3445993350686858,-0.20872273840082325,5.625346967364626,-1.5978894416367766,-2.0190095344893577,-0.403746750939307,0.6597814558690482,2.411026453951648,1.3517208197455288,-0.1469939399098462,-0.11964924657857513,-0.15342641696784662,5.667707768247149,-1.1369735617153651,-1.728403667576795,0.0,0.2326513928067293,-0.16154120817752163,-0.03702200918200467,-0.11137318003653728,-0.08118366287421988,2.2753753321433816,0.12612535039800515,0.9863158653713823,1.0168543434129966,4.862499726947181
49,3641.283888403532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.271059826358164,1.217458033192682,-0.4474347909714824,0.0,0.8493233332886352,4.596096043294504,-1.3552159260490566,-1.856995746342778,0.0,0.26017700067263505,-1.244083223266932,1.0908481598143969,-0.40423896642157287,-0.5352212737448127,0.4577614617539443,5.832487934755962,-1.5747291613252228,-2.1041502963619996,-0.5898520055239137,0.42368530982284225,-0.6569376125051617,1.2340174729110436,-0.6926950383371616,-1.2827470773087108,-0.15147272681807186,5.756557785494709,-1.6091649269470913,-1.9955607098132393,-0.34820408698228694,0.6615041732334057,2.3970661717050943,1.3364182902327775,-0.1449087596533632,-0.1280500977375505,-0.1368140780686316,5.818300194800971,-1.133605162852934,-1.6812756735589167,0.0,0.21207336639272412,-0.16375140886887032,-0.0375366411658839,-0.10927708761069937,-0.08129215998391176,2.631776351650527,0.14839456023134467,1.0362706580503163,0.9973624872717178,5.182559030146578
