Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_low,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_low,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_low,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_low,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_low,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct
10,4152.463519430843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.543936086816997,0.39500653092160143,-0.9447837700789247,0.0,0.7539613844940734,-0.07321185990358944,-1.4063614022919977,-0.765721628381564,0.0,-0.33185376635127456,-0.987156514926635,0.4535509641847436,-0.5624375242037051,-0.6345605533808637,0.8190746285978643,2.337620055853753,-2.1821219701785974,-1.396964536845644,-0.07309431752037998,-0.0534177725488329,-0.2542249151904067,0.6688950503760122,-0.47384690242684546,-0.5806368187859707,-0.3851670992349294,1.9107601720225011,-0.9840518562778213,-0.6075037186576802,0.030169801332950674,-0.1163652048915571,1.737743109813788,0.8421475203005784,-0.3722134880840184,0.11140091754661918,-0.5764279454337989,2.0371496454942783,-0.9444351562066469,-0.6262772976597948,0.0,-0.22303928425664707,-0.11533306938700329,-0.03988403054344362,-0.11312017175508138,-0.06562564637715249,-8.739958726877626E-4,-0.24469406379100944,0.2178824741122955,1.1374048452967747,0.06223968758934185
11,4106.450191664865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6767318453213806,0.7051177102310866,-0.9972407076820958,0.0,1.2084890043938081,0.18385971205033733,-1.6518397457143588,-1.0417850742871142,0.0,-0.29770817761251617,-1.2464945654336896,0.4858099112873505,-0.4642455138584911,-0.6882242086670303,0.5458824063176695,2.1934319718298863,-1.94401889286262,-1.770868648122893,-0.19968734783637457,0.3030020036181915,-0.19963123497145238,0.616046037720982,-0.402800900647403,-0.6103440111030594,-0.5194538674533493,2.2972985981489633,-0.8347634702361407,-0.8347753154449592,-0.002764212819166969,0.004008354892838392,1.8073253919584784,0.8955039492469273,-0.4190859183614388,-0.03608284249994073,-0.5621378743748404,2.3352172724548863,-1.157194489003148,-0.8958127890257079,0.0,-0.25571746292042685,-0.11365240297763154,-0.035348346681789294,-0.1168083847706891,-0.06687801084684855,-0.0024469243389676704,-0.20616367163738067,0.20307875196381303,1.1358738595428153,0.06754161830405515
12,4063.670689499251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8147386899110947,1.0130817131290968,-0.9656282464209346,0.0,1.5325802406711972,0.5364184672889456,-1.8381785800735533,-1.3946533227652846,0.0,-0.20469623287711308,-1.056197139802241,0.726413654606221,-0.3063106778480421,-0.6622663333700929,0.6082892556193281,2.435741709235342,-1.7000457114139407,-2.21127154513345,-0.29654447875799095,0.6765835475991958,-0.3184490252401185,0.48801107580123454,-0.3655686636168445,-0.6326194611026938,-0.6812798018307187,2.3167386219518242,-0.5962387483736699,-1.0235016017842404,-0.09819531638164637,0.19194470732927477,1.883133781022482,0.8702098546191349,-0.3379819156368957,-0.20827369817979466,-0.45176266043402996,2.480177745519226,-1.2484459478297494,-1.1920264640205904,0.0,-0.22416619654221595,-0.1075719711386595,-0.040972096025966784,-0.11171136991125216,-0.06873979148197452,-0.005400501353795821,-0.19797996308323165,0.04428728308295615,1.115782242265759,0.07390569433123947
13,4027.188260177156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.954685206390208,1.2168369388624272,-0.6365105769566342,0.0,1.4383875394283974,1.1271320494317982,-1.7842173528480074,-1.9459443535867913,0.0,0.09317849161306307,-1.0462311775730095,0.8981925662531578,-0.3239703309683504,-0.5445830469511528,0.49540911188263625,2.656369957678413,-1.6644749803255687,-2.8395703236959933,-0.43133337866669325,0.8764619184103988,-0.18529729149361346,0.7200677399704926,-0.41842181237689835,-0.6665707727229203,-0.7259502731177976,2.593592884270203,-0.6828862256052716,-1.1425312461770902,-0.21103566636009918,0.3695973813247273,1.8749245890706552,0.7468391439577388,-0.15225552775845075,-0.38676596187041,-0.173458274851848,2.253962847738541,-1.1022332909015555,-1.5814009515655558,0.0,-0.024426546581720526,-0.10932300298610223,-0.04062468306906632,-0.11807065567802831,-0.07031156037081247,-0.010157153684831536,-0.17754260867469773,0.10999010347552936,1.1243369866963981,0.08987550614628805
14,3987.4249071878976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0899681760502133,1.3619284376938727,-0.20098778218192132,0.0,1.0615859493294002,1.7980059026758979,-1.5936437356958542,-2.597674575078377,0.0,0.5433453617024898,-1.1794683745357344,0.9074490469717031,-0.2740286634753871,-0.42796826307830654,0.42462199325876265,2.6051938629229765,-1.749659402817162,-3.5167432886396996,-0.5843258019763505,0.8775314826669492,-0.36871488226156246,0.736205727973587,-0.37052908227542347,-0.7189854958653888,-0.6285882189573693,2.411230237736481,-0.8695153850208963,-1.2379869547322049,-0.38584342967871765,0.4949651023320765,1.7682966639919326,0.9283089542752472,-0.32008892372753406,-0.5249799187800082,-0.2697660775888078,2.4304457788608125,-1.119369184306735,-2.08048670650037,0.0,0.22712738191038864,-0.118674375850097,-0.03816347317233084,-0.11509844975754462,-0.06811443883836835,-0.01723799391037957,-0.19389667012022876,0.1576817618449117,1.1139819441688954,0.11521929531049843
15,3962.529896078279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0322340770914273,1.4611247692244511,-0.19550861421077087,0.0,0.9477946881107454,1.7767166037604674,-1.470459173706474,-2.949177460421825,0.0,0.8451443483442256,-1.1575642560091355,0.9763433576679543,-0.10347277536410646,-0.5152592825883893,0.7315860832052139,2.3675817140300537,-1.7393352433304814,-3.7367090398576583,-0.6326175896537901,0.7253872460799827,-0.2517488648065932,0.7361157418335054,-0.2542456684682408,-0.6482451146982953,-0.4434906763655386,2.4754935668470908,-0.8444954372740923,-1.3553557643348024,-0.43294370173734714,0.40884418505794123,1.9539969154762622,1.0772202238532087,-0.20897401767770635,-0.2976866734690477,-0.16030016349622217,2.545076168406793,-1.1384492558586958,-2.2109600451610643,0.0,0.4760564092306768,-0.11657603457695448,-0.0387456280018974,-0.1219709300333841,-0.07336954147303683,-0.023956707482697886,-0.17566882568294825,0.278110377973261,1.159705331417414,0.14692644684694672
16,3906.9132686473095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8190065225013416,1.598269482121008,-0.4561807375527856,0.0,1.0804548019378095,1.284331613956193,-1.4713743146179878,-3.6141558271949568,0.0,1.1971502914042809,-1.1633130522336046,1.2347632275772256,-0.2856886880928171,-0.5929953758757527,0.4181274087934432,2.472681803856905,-1.8252612033575388,-3.859803317556517,-0.6359822153967138,0.34947717202301887,-0.3314417162799709,0.8187005163884374,-0.2694587507038405,-0.526987924221656,-0.14612537371584428,2.317282405935948,-0.7588899656214486,-1.6012784988343334,-0.5044629145434344,0.20737806180727644,1.851735289559727,1.1959823147490212,0.1020458908539913,0.21596806304231536,-0.2977490790784515,2.4336698467451012,-1.3573309007313303,-2.3250898179580743,0.0,0.8965098405705035,-0.13283368165477627,-0.03593500091096836,-0.1287070553107977,-0.07203753298013224,-0.040163907386921834,-0.18088305520758044,0.5522789374672064,1.1816133644734255,0.2312686811803492
17,3845.467590970484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.307715317979373,1.430526146119879,-0.547602614888767,0.0,1.0695826140592817,0.8178575153518135,-1.7733047010338474,-4.1338665258862966,0.0,0.8625366391662219,-1.0582198117675603,1.0620966054020993,-0.3318726964262026,-0.3706747071484102,0.4668979036480131,2.451927237007051,-1.6376447902344438,-3.5807724615786842,-0.5680365195401545,0.524634934490364,-0.8363138603178779,1.3454536194899376,-0.6696238680703779,-0.6501528925550389,-0.02584528218257018,2.4482015553721457,-1.320146995347755,-1.7786785668939145,-0.5418713432725275,0.12676203478355397,1.8523579570979414,1.624154585199679,0.28794038660514687,0.5600739953101104,-0.17975217762345508,2.3790372161067617,-1.555174775903982,-2.334370316552174,0.0,1.061910737111205,-0.1333996397850033,-0.03815515388371729,-0.10888474825019281,-0.07598027874275899,-0.0567977468990634,-0.22950956312341605,0.5313401247349748,1.176601305156457,0.34694536925961117
18,3789.456438225024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8653350010969887,1.2007991333724344,-0.4421838653808387,0.0,0.8212276199776086,0.7576106086125918,-1.924058610882689,-4.112661868889256,0.0,0.2695243533942052,-1.19850785630755,1.2184310629085597,-0.5464308959485804,-0.3202603787276414,0.5094311088701672,2.6691000602555635,-1.9147072184654632,-3.064071084801065,-0.4811407344609943,0.7790012643343944,-0.659547157648502,1.387894128921792,-0.3710536311354008,-0.7015564648692958,-0.025558678807488577,2.4960433503035,-1.3520359730567009,-1.8486803364434732,-0.49068771456845633,0.46164197847460886,1.9116360922611662,1.9641540572957445,0.18744947379452298,0.4739568522325813,0.12696904206265458,2.500030207925389,-1.607892380622456,-2.295164333524659,0.0,0.7711511573173127,-0.13545890687867146,-0.03423134155623695,-0.12188720865818611,-0.07803225331894009,-0.06742984007480542,-0.17782378223947654,0.6878708720751722,1.2005608148689704,0.4485684448705639
19,3740.7588625429016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8460072609250668,1.3796096797107007,-0.5862202739041601,0.0,0.657396194799614,1.1939064863112323,-1.5995999410130475,-3.4474467245125333,0.0,0.02143777463614685,-1.3067430375282765,1.254003757801326,-0.09809269380195657,-0.5247982108382009,0.3582522850054357,2.9055173434708306,-2.0666517130660296,-2.2865602727541594,-0.3670237991913906,0.6299188346217692,-0.6611948899251386,1.4092559926987032,-0.49862289831749496,-0.816230530213146,-0.026516683540361373,2.679041379027258,-1.5247821598913376,-1.9432896504962454,-0.41339308226677823,0.7891361376650892,2.2024040322195146,1.6202858302795367,0.3188774827688958,0.1061616778515721,0.008874740664962258,2.794292214276599,-1.3417801396340012,-2.203920446654348,0.0,0.21373007639824104,-0.13915925098234624,-0.03321224618205185,-0.1246293671417983,-0.08100536147224269,-0.06980423793122453,-0.16081897493638242,0.7610920741492706,1.220616801301738,0.5522053874543116
20,3706.1329119404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.121211656568518,1.3542584404105547,-0.41292759695655956,0.0,0.7201037404819155,1.6406146207106982,-1.327557428420367,-2.5460655612015204,0.0,0.11757855214064451,-1.2216442185603709,1.3606371156127437,-0.4587585415675029,-0.4506003780769993,0.35508911351490274,3.0996695442279374,-1.6533393000672985,-1.8199774199379344,-0.3426307751419227,0.38660114484394614,-0.6720065349648116,1.2421609545264984,-0.5247931631348635,-0.9898707065258368,-0.021238774268723098,3.006791244238787,-1.6727871304438762,-2.073012894869573,-0.31773949422446507,0.750668633802175,2.5025645387153834,1.4014767120316098,0.16098204688277795,-0.11136843335698235,-0.0766144121743305,3.099895978494644,-1.115174206268144,-1.9495058604274307,0.0,-0.0650525974372338,-0.14376387437127766,-0.03571845668251878,-0.125501488343732,-0.08465789249572805,-0.06546752229661017,-0.14656440552760427,0.7900904983594333,1.2448997346470383,0.6389677740648213
21,3690.9203234153943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2509225468883214,1.3081747218530229,-0.3463033599578984,0.0,0.7971692452927671,1.8868083055449956,-1.2988031728836544,-1.9860790096219931,0.0,0.19846935624799705,-1.186990412886765,1.035454433351107,-0.42710074448542007,-0.4392386911819245,0.30426822546133614,3.3676474826819964,-1.5146115943072163,-1.819378622671287,-0.32822042697663456,0.2591046707935917,-0.5819578003763419,1.2271575883580088,-0.5683954487390611,-1.0816176644749804,-0.03757638934038854,3.069937369393025,-1.5585774023775156,-2.0872208941810997,-0.28907862134858614,0.6785400278806536,2.5691690621523584,1.3611671944307144,-0.04421080310665906,-0.14452056730374335,0.03906830392957504,3.2144415757791602,-1.0398414434058665,-1.7205064797861984,0.0,-0.06097790411499531,-0.14511239249857968,-0.03598178739061009,-0.12969912105373346,-0.08643997457905081,-0.059843915118950514,-0.12862221089166684,0.8329850893403424,1.2545351379001506,0.6871420107832413
22,3683.502655088046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2537544398311016,1.105818866773762,-0.3715244064331138,0.0,0.7660835732472311,2.1617503948020165,-1.3268509470487957,-1.5741556759794477,0.0,0.20468286696886528,-1.2269309875239924,1.0376903751698727,-0.4700253335965408,-0.6063554266718746,0.3468499211256931,3.383748323982933,-1.5854952591778289,-1.9415448709678738,-0.389300735302516,0.4042692553717072,-0.6006374897898705,1.1735961809168418,-0.7587921845272065,-1.1641557306757566,-0.016619525062077107,3.149305119793515,-1.4245418196414699,-2.02383757212609,-0.3081023573873284,0.5392059923596093,2.462059164513464,1.1826163690965765,-0.034450682991867966,-0.12625613175171427,0.07276797150779706,3.377938405202812,-1.0782662124035318,-1.5178687365594976,0.0,0.10674439685908943,-0.14750919742841084,-0.03492402423394871,-0.1293590131863215,-0.08575713119266717,-0.04839254800195788,-0.1257951696596258,0.8382673819761843,1.2438784931449562,0.7337015064831545
23,3680.74666787581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.229597107651386,1.0700396606892835,-0.5220935130692765,0.0,0.7552151322538743,2.2219397230669458,-1.2201345086587374,-1.493929142930995,0.0,0.15575510000015366,-1.1922732453477154,0.9986424914241558,-0.4677472562899328,-0.5095384115946261,0.3296875702566982,3.4367848290796794,-1.6341725371946894,-2.0281163826638613,-0.4414481064089665,0.45827047494627426,-0.633341037954793,0.9908592427802294,-0.7653144042439505,-1.2461974428235296,0.015944312330100113,3.3146171494263688,-1.4299613437744034,-1.901731544785651,-0.3400025354672655,0.528216589846697,2.3922179348269355,1.1723460920252293,-0.02382769702578147,-0.15346547925691048,0.08133529315503162,3.4744615741536258,-1.0117222024074255,-1.4654104178410778,0.0,0.23817299319488197,-0.14872133205414304,-0.03536617482919339,-0.1287927120804812,-0.0855656256203817,-0.033051816935033944,-0.13115846584949464,0.8531952763028289,1.2380320575202342,0.7749687842016002
