Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct,g_walk_speed,g_walk_aadt
199,3631.538656369528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2461245987270777,1.2326477664114401,-0.42782568255354,0.0,0.81659530876288,4.204190139681932,-1.3635266048261203,-1.8584375372297246,0.24838776724835537,-1.2224511628547166,1.0911053926752714,-0.43784776055705266,-0.5598854685520666,0.4316302438301784,5.417313016318272,-1.5871202749148787,-2.109479369253773,0.4406641626417753,-0.7076946896745011,1.2009504531586026,-0.7553013740715261,-1.4049289939805332,-0.11636491804546556,5.314296598368498,-1.5895098912876071,-2.0185561173701627,0.6560197938152333,2.4627022693749883,1.2860001146675784,-0.157842676212706,-0.1493204472788387,-0.13954459776861386,5.408785993142068,-1.1226399647730494,-1.6409065491346884,0.2352939266757145,-0.16088016379759834,-0.0371632432554932,-0.04996428489573132,-0.10807715815692949,26.394616519162057,1.5116238866535452,2.5919962080216523,0.5078855507258966,3.480921118098167,6.009015981432551E-4,-3.748699112589356E-5
200,3631.5384548747015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2461300964625894,1.2326973192584787,-0.42778696498892554,0.0,0.8166046862765333,4.204852964641217,-1.3634897305208782,-1.8583983299136257,0.24838120433954958,-1.2224729317422904,1.0911240501459858,-0.4378503469389507,-0.5598919678994851,0.4316140693020978,5.417914781320947,-1.58713573642423,-2.1094847361691076,0.4406806365828794,-0.7078460385047285,1.2009681771035867,-0.7553160465359426,-1.4048402204893626,-0.11629991828568358,5.314835280663681,-1.5894338507762817,-2.018407642608839,0.655943024107594,2.4627162202060706,1.2860458374641255,-0.1578183801721547,-0.14929152759746625,-0.13948954769012095,5.40936837050114,-1.122645523818081,-1.6409371727427273,0.23529722140781617,-0.16086852811270114,-0.03715983715150276,-0.04987383322846894,-0.10797567741064476,26.451215616426794,1.5143889144485203,2.5951055720168714,0.5085675086323624,3.4826967094380104,6.587074638559526E-4,-3.7543906372758154E-5
201,3631.5381938181686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246117533806159,1.2326477850194373,-0.42781885265746994,0.0,0.8165903546036414,4.2042043731208025,-1.363515344258408,-1.8584220862346166,0.24838633784194192,-1.222453753634479,1.091103318200155,-0.4378460627547681,-0.5598845168896873,0.4316299620799487,5.417314968465709,-1.587117016457175,-2.109473637555469,0.44066690323197577,-0.7077471779089857,1.2009542944553755,-0.7552997174088565,-1.4049167439225028,-0.11636237455424878,5.314292514489224,-1.5895089851110993,-2.0185490225263734,0.6560169856217795,2.4627086026469858,1.2860072023572966,-0.15783781456160112,-0.14931446825343597,-0.13953460818015959,5.408778798073721,-1.1226464433655152,-1.6409107957068751,0.23530529491433283,-0.160874924254075,-0.0371618879420395,-0.049937865077323014,-0.10804076164591084,26.411649221498482,1.5129981054645687,2.59338169669427,0.5082223190468067,3.4817608064618373,6.277759884514844E-4,-3.751382128901914E-5
202,3631.5379975913984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2461225282831716,1.2326959276164133,-0.4277809262437226,0.0,0.8165991331921003,4.204847601078291,-1.3634790999158037,-1.8583835377737987,0.24837995512662692,-1.2224749863407756,1.0911215886200718,-0.43784859511314167,-0.5598908233853284,0.43161394309037887,5.417898412851699,-1.5871320297453828,-2.1094786972657595,0.44068309811304934,-0.7078963175272796,1.2009719927639932,-0.755314460169929,-1.4048310633151893,-0.1162972312104601,5.314814099675413,-1.5894358484390072,-2.0184055522051323,0.6559424156089441,2.46272304435837,1.286051823481228,-0.15781409629920962,-0.14928642342080317,-0.13948074099850272,5.4093430018415125,-1.1226520973240468,-1.6409407437681398,0.23530889262870888,-0.16086344974566316,-0.03715853332649631,-0.049849016130694,-0.10794114362689479,26.466878711381092,1.515717587607528,2.596442576239775,0.5088918837514974,3.483501217762325,6.843620460238282E-4,-3.756959724076955E-5
203,3631.537743967461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246110343113922,1.2326473623805825,-0.42781230017645305,0.0,0.8165851829479029,4.204211164336232,-1.363504379829221,-1.8584070354565292,0.24838498579369112,-1.222456126535733,1.0911012173617096,-0.4378443943266543,-0.5598835146825623,0.4316296136697852,5.417309967738032,-1.5871136581246654,-2.1094678213432,0.44066956557771075,-0.7077991258327286,1.2009583813846907,-0.7552982797292861,-1.404906090824344,-0.11635876857638153,5.314281848554976,-1.5895095241074508,-2.0185443103208525,0.6560151215076353,2.4627152735952267,1.2860138830767769,-0.15783317753587023,-0.14930891063944635,-0.13952503816138945,5.4087647264028895,-1.1226529249912527,-1.640914832649531,0.23531669636278188,-0.16086977302720856,-0.037160558550645935,-0.04991206105663617,-0.1080053126262671,26.42783544547971,1.5143481213472454,2.594743758882554,0.5085510029418141,3.482576966001064,6.538600894815562E-4,-3.753990690564615E-5
204,3631.537552778695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246116055340981,1.2326952712613066,-0.4277751756687824,0.0,0.8165944784349111,4.204849246167067,-1.3634693236457507,-1.8583699124880524,0.24837877000554334,-1.222477199156996,1.0911192085865788,-0.4378470033784948,-0.5598898926180508,0.4316139209664704,5.4178893319672365,-1.5871286344831834,-2.109473186872992,0.4406854911315535,-0.7079468646236247,1.2009759853222095,-0.7553121010804669,-1.4048206709842088,-0.11629450160827343,5.314800573916464,-1.5894364910453207,-2.0184018905971888,0.6559414013440703,2.462727840437681,1.2860577325345295,-0.1578097254871539,-0.14928104819890595,-0.13947177809268332,5.4093253941447985,-1.1226580771232766,-1.6409441119778463,0.2353196784283122,-0.16085853908036485,-0.037157268678962525,-0.04982473819675124,-0.1079078043722996,26.48158478707278,1.5170235630423026,2.597749294878661,0.5092049776583368,3.484273673635056,7.092180378445764E-4,-3.759442034769944E-5
205,3631.537306117574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2461040048729806,1.2326474196064585,-0.4278060521330257,0.0,0.8165806874831325,4.2042218307709645,-1.3634941759147803,-1.8583930141251943,0.24838370375356938,-1.222458576596136,1.0910991634297704,-0.43784285777343834,-0.5598826714427197,0.43162934731731756,5.417309188144829,-1.5871105212992436,-2.109462411120172,0.44067214990874093,-0.7078511196704335,1.200962642753921,-0.7552962468181443,-1.4048947764092072,-0.11635498935378397,5.314275802144095,-1.5895092757517424,-2.0185388471838843,0.6560131449950404,2.4627203618497444,1.2860203999982311,-0.15782852473954692,-0.14930322628172343,-0.13951544844952127,5.408755276816384,-1.1226589278282626,-1.640918648101186,0.23532739454509619,-0.16086477716494038,-0.037159266744227974,-0.04988684597104808,-0.10797104119487369,26.44307249626145,1.5156744439373775,2.596075905825298,0.508868892787665,3.483362401648725,6.791361193059696E-4,-3.756513775687056E-5
206,3631.537119656801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246109208344206,1.2326939996882227,-0.4277696449976025,0.0,0.8165893935146055,4.2048415116254,-1.3634596659858027,-1.8583564520282625,0.2483776504337812,-1.2224791460627025,1.0911167983485537,-0.43784541054222076,-0.5598888619625477,0.43161379275473727,5.41787132156676,-1.587125073724051,-2.1094674714775,0.4406878184502508,-0.7079967638898408,1.2009802147753947,-0.7553101704972104,-1.4048122666450007,-0.11629064377740171,5.314778406511397,-1.5894389814707446,-2.01840111000334,0.6559414727185082,2.4627334705111354,1.286063234778958,-0.1578056128132905,-0.1492761867409242,-0.13946329925741124,5.409298832791699,-1.1226641890952116,-1.640947314679151,0.2353306870926956,-0.16085368966403082,-0.03715602394387585,-0.04980099153018571,-0.10787522392664209,26.49558414877731,1.518308008916263,2.5990369071637964,0.5095116552350847,3.4850274122907847,7.333806646146401E-4,-3.76186143447958E-5
207,3631.5368796262983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2460975079208088,1.2326470388425381,-0.4278000517563001,0.0,0.8165759561734567,4.20422527752551,-1.3634842151428999,-1.858379319492534,0.24838249045132724,-1.2224608172307616,1.0910970831456772,-0.43784134169937655,-0.5598817723000791,0.4316290166714599,5.417301638095552,-1.5871072811319185,-2.1094569029935126,0.4406746611583212,-0.707902544227909,1.2009671175694816,-0.7552944471835473,-1.4048849874867622,-0.11635030588192181,5.314263313445721,-1.5895104157878033,-2.0185356451423377,0.6560120588453116,2.462725840288501,1.2860265379804527,-0.15782408806856882,-0.14929794707476052,-0.13950626944910802,5.408739112013727,-1.1226649529095147,-1.640922275846724,0.23533815265422386,-0.16085986131251778,-0.03715799862882298,-0.0498621960373231,-0.10793762356046295,26.457551893891225,1.5169784015500123,2.5973863688638317,0.5091795055214745,3.484126795352607,7.03692238420496E-4,-3.758969297967344E-5
208,3631.5366977032377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246103408515814,1.23269344727121,-0.42776437678111046,0.0,0.8165851739589235,4.204840787966137,-1.363450807240622,-1.858344080980359,0.248376587650217,-1.222481253491174,1.0911144663793493,-0.43784396721303,-0.5598880361513526,0.4316137697061808,5.417860569564064,-1.5871218142079504,-2.109462263325349,0.4406900813002488,-0.7080468877704732,1.2009845906359675,-0.7553074911831967,-1.4048025994729125,-0.11628688314693568,5.314763829466873,-1.5894401026692644,-2.018398702582256,0.6559411087433478,2.4627371511837373,1.2860686792910778,-0.15780141023121627,-0.14927104923423112,-0.1394546660289408,5.409279979584256,-1.1226697333132074,-1.640950332921865,0.23534084816505174,-0.16084899932939525,-0.03715481619221744,-0.04977774203825416,-0.10784375142466754,26.50870924898323,1.5195713678326006,2.6002958475049502,0.5098078287900265,3.485751490112552,7.568092997839203E-4,-3.764200511312643E-5
209,3631.536463902573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246091820731616,1.2326471305784952,-0.42779432706041426,0.0,0.8165718731768314,4.204232706243199,-1.3634749589361892,-1.8583665773673235,0.24838133916753885,-1.2224631400020665,1.0910950490364524,-0.4378399478051145,-0.5598810247187544,0.43162876823241203,5.417298379253375,-1.5871042554255765,-2.1094517824115306,0.4406770996461475,-0.7079539838246511,1.2009717379885043,-0.7552920750421588,-1.4048744945306642,-0.1163455836004439,5.314255473671313,-1.589510739378963,-2.01853161212837,0.656010820368689,2.462729808218613,1.2860325364679306,-0.15781962978448208,-0.14929253173823998,-0.1394970664015509,5.4087276162696725,-1.1226705231651086,-1.6409257033526705,0.23534824141579555,-0.16085509195664094,-0.03715676578534171,-0.049838086920111636,-0.10790529197706758,26.47116767453929,1.5182604107934157,2.5986686745593035,0.5094801203766192,3.4848629051943143,7.275074738965122E-4,-3.7613460129512455E-5
210,3631.536286247757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2460972017141017,1.2326922753176393,-0.4277593050632373,0.0,0.8165805042558884,4.204830793897655,-1.36344202149829,-1.8583318105857634,0.24837558353592498,-1.2224831000771135,1.0911121021604073,-0.4378425145237902,-0.559887104689011,0.4316136432803522,5.417840966139494,-1.5871183837285092,-2.1094568365215665,0.4406922822435312,-0.7080963316631427,1.2009891739811527,-0.755305254629112,-1.4047948719196877,-0.11628212441263283,5.314740655998005,-1.5894430348737092,-2.018399091240501,0.6559417920389397,2.4627417176637625,1.28607373769769,-0.15779746050426519,-0.1492664146789614,-0.13944651236688727,5.4092522320146,-1.122675428317068,-1.6409532024277984,0.23535125866642995,-0.16084436281739947,-0.03715362641212031,-0.049754984121118076,-0.10781295849704299,26.521204458939845,1.5208147135321088,2.6015371685899056,0.5100982919955618,3.486459016978944,7.796053638363656E-4,-3.766482688186135E-5
211,3631.536058402532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2460859413691074,1.2326467830199013,-0.4277888236125524,0.0,0.816567534060675,4.204233067545313,-1.3634658970436653,-1.858354094586228,0.2483802491636898,-1.2224652594363579,1.0910929883559612,-0.4378385662758895,-0.559880215693448,0.43162845655532234,5.417288467031739,-1.5871011219477298,-2.1094465500993733,0.44067946999481034,-0.7080048302929608,1.2009765443468086,-0.755289953321105,-1.4048654760867283,-0.11634007935151593,5.31424127109399,-1.5895124121955166,-2.018529748825809,0.6560104295784632,2.462734222446024,1.28603818011747,-0.15781538088657532,-0.14928750957533818,-0.13948826636856101,5.408709502473657,-1.1226761351015067,-1.6409289626919001,0.23535841716062078,-0.1608503945797205,-0.03715555451271928,-0.049814497767999115,-0.10787372926031241,26.484105795997273,1.519521693505934,2.5999309456829445,0.5097741952844991,3.4855802239597224,7.506661062910666E-4,-3.7636614266698444E-5
212,3631.535884858865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2460920069794685,1.2326918151983317,-0.4277544732184317,0.0,0.8165766774152874,4.204827905020958,-1.3634339892449496,-1.8583205663530935,0.24837462982638925,-1.2224851114034136,1.0911098140918096,-0.4378412029732078,-0.5598863719164536,0.4316136236207807,5.417828686196774,-1.587115248019295,-2.1094519020315996,0.44069442269183695,-0.708145970808612,1.2009938771021713,-0.7553022853446422,-1.404785842243757,-0.1162775794953319,5.314725106768459,-1.5894445697170783,-2.018397782547459,0.655942005983689,2.4627443910145543,1.286078757632453,-0.1577934161181804,-0.14926149551872311,-0.13943820083507125,5.409232239372431,-1.1226805751682314,-1.640955903777679,0.23536084959385356,-0.1608398779081591,-0.03715247167293723,-0.04973268546719499,-0.1077831978001863,26.532898504179418,1.5220384142277552,2.6027512709148413,0.510378926558918,3.4871389559956407,8.017251710643386E-4,-3.768690257060909E-5
213,3631.5356626242096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246080839189908,1.232646906120387,-0.4277835706539056,0.0,0.8165638232096752,4.204237569387416,-1.3634574928916323,-1.8583425001726475,0.24837921422999149,-1.2224674668686988,1.0910909736639844,-0.4378372990924759,-0.5598795529024022,0.4316282276260824,5.417282971239611,-1.5870981984281725,-2.109441691777136,0.44068177256457064,-0.7080556717020531,1.200981471153973,-0.7552872756789786,-1.4048557062374012,-0.11633464690202926,5.314231807197063,-1.589513232404382,-2.0185269698167563,0.656009845909076,2.4627371808847096,1.286043707290442,-0.15781110371038679,-0.14928234015461173,-0.1394794345369474,5.408696164418442,-1.1226813111239093,-1.6409320405400631,0.2353679498004492,-0.16084583587484255,-0.03715437644571446,-0.04979140641850536,-0.10784317220231956,26.49625601556223,1.520762582272437,2.601166647254356,0.5100589697136335,3.4862713888410677,7.731438454532643E-4,-3.765903956689384E-5
214,3631.535492955516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2460863692607633,1.2326907253848838,-0.4277498167779627,0.0,0.816572376426088,4.204815770088903,-1.3634259862219484,-1.8583093616495423,0.2483737288012799,-1.2224868643068827,1.0911074915984649,-0.43783987419720727,-0.559885527033923,0.43161350160213463,5.417807552068314,-1.5871119343601445,-2.10944673351774,0.44069650495029833,-0.7081949013001726,1.2009987626619607,-0.7552997779808861,-1.4047787265920528,-0.11627213422666847,5.314700928981083,-1.5894478991944339,-2.0183992177527155,0.6559432404142914,2.462748010610676,1.2860834086427346,-0.1577896212648235,-0.1492570734157844,-0.1394303662705131,5.409203330696211,-1.1226858929649937,-1.640958471572177,0.23537071880179794,-0.16083543941508183,-0.03715133301459797,-0.04971084264346376,-0.10775404353812418,26.544032601138014,1.5232434646561748,2.6039491944818054,0.5106545079243039,3.4878043395475236,8.232675110680541E-4,-3.770846456008625E-5
215,3631.535276104483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246075510470389,1.2326465842828316,-0.42777851537350026,0.0,0.8165598339045282,4.2042350890463585,-1.3634492375786842,-1.8583311026804163,0.24837823409929527,-1.2224694748892029,1.0910889319305952,-0.43783603675450256,-0.5598788228510926,0.431627935377313,5.417270876466088,-1.5870951617178783,-2.1094367072618363,0.4406840116900646,-0.7081058996743879,1.2009865603568057,-0.7552848683003875,-1.4048473782815714,-0.11632852543040352,5.3142160015998465,-1.589515378718508,-2.0185262962385577,0.6560100772405453,2.462740645548735,1.2860489001751536,-0.15780703085224235,-0.14927755587098884,-0.13947099948678435,5.408676243569473,-1.1226865486398228,-1.6409349677001939,0.23537759710284678,-0.16084134137763814,-0.03715321793263523,-0.04976879460345318,-0.1078133066205917,26.507800894452053,1.521984210628555,2.602383876640164,0.5103378811329224,3.486945812008642,7.950221042617837E-4,-3.768090896532482E-5
216,3631.535110181523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246081720282287,1.2326903482291078,-0.42774538036696225,0.0,0.8165689053660123,4.204810920024018,-1.363418700170782,-1.8582991324410747,0.24837287257561466,-1.2224887880073123,1.0911052441069418,-0.4378386801329349,-0.5598848771654582,0.43161348855296383,5.417793893749772,-1.587108912363232,-2.1094420481187024,0.440698530573249,-0.708244009644959,1.2010037445810542,-0.7552965463428359,-1.4047702578476446,-0.11626700189642887,5.314684500430293,-1.5894497896503752,-2.0183988701015196,0.6559439670549879,2.462749772662521,1.2860880405338648,-0.15778572536147265,-0.1492523547672617,-0.1394223657882841,5.409182315752174,-1.1226906763953906,-1.6409608857002957,0.23537978753169098,-0.1608311461240941,-0.03715022769184211,-0.04968942475890723,-0.10772585548797069,26.554430058285526,1.5244301649917993,2.6051211993156738,0.5109208448834446,3.4884439257269952,8.441852476663392E-4,-3.7729331004001414E-5
217,3631.5348984147013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2460709354971238,1.232646736438868,-0.4277736884785212,0.0,0.8165564599664452,4.204236956694408,-1.363441601243739,-1.858320540672631,0.24837730296895197,-1.2224715776723343,1.091086936484909,-0.43783488254832076,-0.5598782355736786,0.4316277268688166,5.4172633750645,-1.587092332781879,-2.1094320875788832,0.44068618773658036,-0.7081561115249053,1.200991747935329,-0.7552819158004224,-1.4048382462497035,-0.11632256804298548,5.314205080634526,-1.5895166290539302,-2.0185246165443003,0.6560100741379884,2.462742693068391,1.2860539985418709,-0.1578029222714438,-0.14927261146354434,-0.139462522008928,5.408661260916287,-1.1226913645466028,-1.6409377299386076,0.23538662058832135,-0.16083697870786764,-0.03715209078916934,-0.0497466420249789,-0.10778437615822953,26.51862490095466,1.5231868343487973,2.603575964935811,0.5106081016547499,3.48759593802259,8.162731141246695E-4,-3.77021021250894E-5
218,3631.534736028651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246076588850174,1.2326893254286295,-0.4277411002541313,0.0,0.816564931977574,4.204796764349596,-1.3634114007910663,-1.8582888837109603,0.24837206381294807,-1.2224904531793355,1.0911029598174338,-0.43783746120932165,-0.5598841079397269,0.43161337264285793,5.417771298205777,-1.5871057038415326,-2.1094371114143486,0.44070050160248697,-0.7082923826538973,1.2010088876194602,-0.7552938005600166,-1.4047636987838172,-0.11626104004371333,5.314659333899976,-1.5894534777165854,-2.018401244765389,0.6559456982794591,2.462752550227358,1.2860923173737084,-0.15778207760311772,-0.14924813197978543,-0.13941484191033582,5.409152282435298,-1.122695652617489,-1.6409631800596474,0.23538916595410644,-0.1608268918526904,-0.03714913660493234,-0.04966843045609801,-0.10769820591705143,26.564331539704188,1.5255994442811496,2.606278422003817,0.5111827448373306,3.4890708086766944,8.645756254571436E-4,-3.774973487063905E-5
219,3631.5345291583335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246066098267135,1.2326464337439564,-0.4277690381340472,0.0,0.81655278295284,4.204231861807557,-1.363434070886231,-1.8583101169929133,0.24837642099726892,-1.2224734829346249,1.0910849132529934,-0.43783372609735927,-0.5598775748436103,0.43162745394198637,5.417249267371575,-1.587089384184464,-2.1094273263785928,0.4406883047719901,-0.7082056918475131,1.200997077748347,-0.7552792561043817,-1.4048305404039538,-0.11631599041066622,5.3141877810210385,-1.589519197408982,-2.018525002977377,0.6560108625952349,2.462745311005234,1.2860587799134227,-0.15779901456023965,-0.14926804787902018,-0.13945443681559513,5.408639669462025,-1.1226962623300532,-1.6409403571817718,0.23539578737216824,-0.16083267270392942,-0.03715098127603366,-0.049724932710961844,-0.10775606624417941,26.52890921582161,1.5243715143438115,2.6047510640147276,0.5108730847636791,3.4882312004626277,8.369763467604173E-4,-3.772279169646229E-5
220,3631.5343702034997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2460724338093483,1.232689023887559,-0.42773702273935094,0.0,0.816561784589779,4.204790155445915,-1.3634047899641204,-1.858279571186991,0.24837129490491883,-1.2224922970416399,1.0911007502570647,-0.43783637230797906,-0.5598835323515745,0.43161336858783356,5.417756414607914,-1.5871027870259027,-2.109432653953151,0.4407024197113534,-0.7083409264896164,1.2010141062766515,-0.7552903316425844,-1.404755723504309,-0.11625547737664739,5.31464212879215,-1.5894556715067654,-2.0184017354204915,0.6559468786054355,2.462753486213373,1.2860965946499223,-0.15777832082752005,-0.14924359735123155,-0.13940713997960552,5.409130369853391,-1.1227001028004426,-1.6409653336316266,0.23539775466594662,-0.1608227774154077,-0.03714807737416956,-0.04964782993265367,-0.1076714652803917,26.57355323876369,1.5267515397134348,2.6074108788096955,0.5114359019818671,3.4896734311699573,8.84387635285905E-4,-3.776948774888203E-5
221,3631.5341679673247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246061999820624,1.2326466133889178,-0.4277645967652723,0.0,0.8165497151145843,4.204231370490723,-1.3634271279875354,-1.8583004859830041,0.24837558270052273,-1.2224754906840982,1.0910829370562,-0.43783267300095663,-0.5598770551485539,0.4316272662627662,5.417239980556338,-1.5870866433551154,-2.109422924912328,0.44069036314155335,-0.7082552527184788,1.20100248644397,-0.7552760564975516,-1.404821971696965,-0.11630965530773496,5.31417556642785,-1.5895208187953254,-2.0185242859849803,0.6560113735964948,2.462746535279519,1.2860634878943955,-0.15779506290020937,-0.14926330949432445,-0.1394462960294624,5.408623232901817,-1.1227007485110647,-1.6409428341626542,0.23540434317290407,-0.16082849261241847,-0.03714990151309174,-0.049703647957392794,-0.10772862970219817,26.538531968879585,1.5255384352223464,2.605902300351801,0.5111299076510851,3.4888437792052573,8.57100350469815E-4,-3.774285167547331E-5
222,3631.53401225734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2460677528868724,1.2326880548197239,-0.42773308412429956,0.0,0.8165581022043685,4.204774096233272,-1.3633981238474415,-1.8582701812240627,0.24837056889339806,-1.2224938797899496,1.091098501258989,-0.4378352509920954,-0.5598828292537174,0.4316132597595182,5.41773242893184,-1.5870996734046914,-2.1094279257471946,0.4407042866714649,-0.7083887089744695,1.2010194679442583,-0.75528737735479,-1.404749673999353,-0.11624913328125158,5.314615997018701,-1.5894596847588565,-2.0184049562223336,0.6559490581072089,2.462755516384489,1.2861005275851163,-0.15777481276229557,-0.14923956200402436,-0.13939991685750938,5.409099254055742,-1.1227047695257357,-1.6409673799988223,0.2354066874188939,-0.16081869458255782,-0.03714703057221668,-0.04962762385130699,-0.10764519951447082,26.58233777910807,1.5278873263203536,2.608529911101122,0.5116852047473684,3.4902650844947396,9.037180090034354E-4,-3.77888255718317E-5
223,3631.5338145003016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2460576015457323,1.232646323934869,-0.4277603129139519,0.0,0.8165463169805132,4.2042238705336015,-1.363420250132775,-1.858290937530933,0.24837478862861015,-1.2224773008378769,1.0910809320264796,-0.43783161084951067,-0.559876455321295,0.43162701212348664,5.417224017872051,-1.5870837752486806,-2.1094183654913574,0.4406923666660558,-0.7083041650593026,1.2010080201231004,-0.7552731750576824,-1.4048148294972018,-0.11630274857743986,5.3141568770889345,-1.5895237646131999,-2.018525619452012,0.6560126614724754,2.4627483990874803,1.2860678931409801,-0.15779131026466875,-0.1492589512294871,-0.13943854502415318,5.408600099388447,-1.122705337756642,-1.6409451902909196,0.2354130722465202,-0.16082436183315033,-0.03714883753865987,-0.04968277385221959,-0.10770174828414064,26.54767489282214,1.5266885990115189,2.607037959480778,0.5113820754344987,3.4894432281750656,8.767235258090951E-4,-3.776245621455474E-5
224,3631.533661949536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.246064046526273,1.2326878232808096,-0.42772933281983083,0.0,0.8165552506128103,4.2047659278738685,-1.3633921253832215,-1.8582616986884914,0.24836987835419327,-1.2224956510194624,1.0910963275331522,-0.43783425660062786,-0.5598823206126846,0.431613266447734,5.417716474811121,-1.5870968545772235,-2.1094236780102706,0.4407061042632742,-0.7084366644907981,1.201024886710722,-0.7552836937877904,-1.4047421321562958,-0.11624326559894425,5.314598125301585,-1.5894621343670183,-2.0184061750176427,0.6559506385108145,2.4627557018280495,1.286104480867015,-0.1577711861327757,-0.14923519607277821,-0.13939249974453388,5.409076573606155,-1.1227089132798302,-1.6409692970166387,0.23541483324142765,-0.1608147472190598,-0.037146014364489575,-0.049607783186622026,-0.10761979338502448,26.59049247561582,1.5290069821931962,2.6096251878091223,0.5119261903213334,3.490833783615172,9.22511395052935E-4,-3.7807551509903405E-5
225,3631.533468439506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2460539351513598,1.2326465301773013,-0.42775622099700067,0.0,0.8165435282966189,4.204221279058922,-1.3634139348454486,-1.8582821481081586,0.2483740335394634,-1.222479222254455,1.0910789752090544,-0.4378306485768957,-0.5598759964232256,0.4316268453234478,5.417213154959989,-1.5870811170128676,-2.109414164558704,0.440694315653681,-0.7083530614042514,1.2010136153497997,-0.7552697533856126,-1.4048067585475037,-0.11629615267676156,5.314143527925056,-1.5895257041906434,-2.0185257438201254,0.6560136268558657,2.4627488780501547,1.2860722455264804,-0.15778750462989305,-0.1492544015352991,-0.13943072291984307,5.408582392275679,-1.1227095212995324,-1.640947409131428,0.23542119702729747,-0.16082035194324037,-0.037147801900459,-0.04966229304474918,-0.10767568641673275,26.5562086548107,1.527822123401728,2.608150891803557,0.5116265419521914,3.4900213878808444,8.958104816109104E-4,-3.77814724276884E-5
