Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_low,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_low,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_low,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_low,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_low,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct
10,4041.1169364167426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4465338020905882,1.0146934765469662,-0.744240211892818,0.0,1.288312612547012,0.973481784765194,-1.6230946991355784,-1.374338984972002,0.0,-0.19929588280629734,-1.2549515310600992,1.0570015451965997,-0.8511506234069901,-0.8349292545262883,0.5450279708812622,3.4174141797034903,-2.890823135669814,-2.2330252934836556,-0.18704457047292472,0.3328339796811207,-1.1246878093468298,1.0744417222280118,-1.0941984127089386,-1.3522084915958499,-0.7288779164551016,3.2216174956598445,-2.035926553361227,-1.2050843769176023,-0.011587075570244253,-0.17009349492169626,3.2402074256459814,1.3493936640514808,-0.25482301646538963,0.17225984173792033,-0.09040272987812621,3.591450838576525,-1.1886309435574351,-1.0958536489294408,0.6250014067796021,-0.21484405141657892,-0.011139267268654532,-0.005783066388691539,-0.026012966498565715,-0.09255956845529396,0.07070771249893842,-1.8583327848865805,1.3155292637388982,2.2747208379065134,1.10384343941503,0.10320370309021545
11,3999.087421393656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4196962297678772,1.326962382686396,-0.6935872563493477,0.0,1.0998546911827325,1.7179890642839832,-1.7676152061347992,-1.7781288918384026,0.0,-0.09495677745959367,-1.2009128790364523,1.336870465865052,-0.8684591580913551,-0.8601767301167859,0.05982883479399903,3.868243517797764,-2.7472510175998166,-2.7431529484510704,-0.30578788876681673,0.7523026701068392,-1.2278740478605414,1.1451160774034248,-0.9626720541920997,-1.543605851822129,-0.4362116973477028,3.8372805351772916,-2.006210208122367,-1.5615992728198407,-6.1941713017424E-4,-0.019727597290198684,3.1956868823620996,1.3030485237964355,-0.17092229534315095,-0.053208853148024565,0.14647473523696547,3.6842895587998776,-1.083790762659,-1.3911149284067328,0.5956755951757621,-0.10186117176667533,-0.014755605412590946,-0.006072012290822711,-0.04730401038589699,-0.11433364572516277,0.10514973092246938,-1.8280056284212227,1.241901176160833,2.2835655396316126,0.7611878746709658,0.11680544946284128
12,3961.052980858373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.41095773513851,1.4903194767271148,-0.5588991305231191,0.0,0.781670946493903,2.6768947040870676,-1.7679247174846893,-2.23236538330233,0.0,0.1401872924922833,-1.432183571193909,1.125092610746672,-0.7491498468604678,-0.8809333417424141,0.22372896540226198,4.038532472252834,-2.691916800065263,-3.343123931626835,-0.4131140361561395,0.8800832595087585,-1.2072312036081911,1.386039548277323,-0.8558888426276033,-1.6708366093950433,-0.5048080423796668,3.8937979398608036,-1.6872793578874028,-1.8225562506759974,-0.06899404217743463,0.38707014852767563,3.0006118697234223,1.4960273653549958,-0.1681461433664876,-0.3616028864573826,0.3372228361469748,4.177409254911479,-1.0891402979666138,-1.714559425382486,0.4995397216453047,0.06449434444691104,-0.006485021557500388,-0.0010802201645230096,-0.04533413047540698,-0.12000966515571715,0.1632799330820251,-1.4227634769884978,1.031360364899875,2.3235245179175448,0.6104274477582536,0.16157808138817376
13,3945.6084577433817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4768257842995594,1.4329760002549996,-0.47913745028577626,0.0,0.7322595451267613,2.931000885340366,-1.6657090937021664,-2.3840722781749606,0.0,0.2977210011473833,-1.3834015294064217,1.2556659887955324,-0.7745110783839062,-0.8483622039325419,0.4039610627926475,4.12265676237995,-2.63231175493583,-3.5116277846548374,-0.44187404065742897,0.8069211711318748,-1.0373391442676922,1.4089332570804813,-0.7843193121888704,-1.6753989523210724,-0.5642508403440636,3.9193788568394123,-1.5657263309435934,-1.9003194344573093,-0.10659527818872061,0.585984875873496,2.8861371259403015,1.4930340705413947,-0.05104466764165244,-0.41441205993014113,0.4759630716765821,4.251645707703175,-0.994457944604837,-1.7839053765973052,0.422973797028832,0.1921197670663508,-0.0076103654486447125,-0.003269925469678128,-0.04967890025968611,-0.12098120709687099,0.19257221185623624,-1.4458852633010295,1.0785681487470147,2.481077343536888,0.5852177675369947,0.19035599436325912
14,3922.225896476134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.75681428209158,1.3930991849903647,-0.5352593623295376,0.0,1.1149257958798384,3.1503035779657615,-1.4712878772272893,-2.6521788565908317,0.0,0.6553633942107946,-1.4264476447035843,1.4451289416073936,-0.7431934370237346,-0.7876716769532605,0.22372049978743677,4.223044864078436,-2.4489741898470405,-3.760906252710928,-0.5026873882853681,0.5688912800808386,-0.913711473813107,1.0255520461890082,-0.605550722376961,-1.5068924824920096,-0.41792373972358565,3.8224538399666717,-1.4243886889680915,-2.032341427702933,-0.2322738920831837,0.8569589817534815,2.527487303162269,1.5723969268261553,0.028405880152710228,-0.29292969426986565,0.3947591042226948,4.618600195467506,-0.979317889789822,-1.8825886221570762,0.17049763117976863,0.47129338482393823,-0.019144166924193348,-0.004389331501895102,-0.06336020365557296,-0.11213511903347755,0.29787011684599746,-1.2947511662344153,0.9866189850465342,2.590345998928312,0.6159985996011058,0.2944361555795362
15,3883.4377107029245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.933623173491614,1.4212930897092801,-0.5995689168313211,0.0,1.393245107708185,3.1781148363656047,-1.221179386048417,-2.8684718215453526,0.0,0.9874426393913852,-1.3940126275885805,1.0715767284868245,-0.3230260871457515,-0.6110149332733134,0.4642319425635706,4.4084472384994795,-2.2314675642722435,-4.002225894354615,-0.5880512933893334,0.5344182707350603,-0.909205758585019,0.9712009445692805,-0.7635892383906359,-1.1579810205979821,-0.12013166357423871,4.1570696835582,-1.5712221454483621,-2.176177280611354,-0.4552538707740199,0.8239014030621433,2.273064906603756,1.5267098853977639,0.3470766775454356,0.2077986537886542,0.46068334253213294,4.710554125743115,-0.7623067741054759,-1.8496598834566664,-0.3047140719101256,0.9515601010717478,-0.03371558662505927,-0.011519965236178445,-0.07693435721205776,-0.12135447957239565,0.5212541976633,-0.8961017081178426,0.6597883686935948,2.7080703328521363,0.42513377261162916,0.48341251032314075
16,3822.052112360842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.704216051732451,1.0522649212200168,-0.171598848529379,0.0,0.9513689922526698,3.322555787817934,-1.248887785746197,-2.849032967639585,0.0,0.776194874198929,-1.5372249433942693,1.0545141714874013,-0.7247768884411968,-0.35868656130224524,0.7143426800890591,4.456634183491848,-2.0735841447695638,-4.125364310496994,-0.8374863193860966,0.8268491721569555,-1.4679812826494707,0.9385205028658136,-0.9786133452075143,-0.7103949527333171,0.041817410553311424,4.272618352422758,-1.7900275234575285,-2.372381584774163,-0.9067057953654996,0.7406223405479537,1.583977936720343,1.3707973390973882,0.35132425315808324,0.9271501179532866,0.13894367428127646,4.815237011788431,-0.982754703418514,-1.7969659600092973,-1.0111711226769997,1.2333891336792517,-0.1031332204796811,-0.02388544119533237,-0.08334300029038784,-0.13976830241666324,0.9465468936483217,-0.5307967498871404,0.1761287234734885,3.3881582907889722,-0.19103384829703768,0.829802988110538
17,3776.4603310518246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.350840670536394,1.205959001515522,-0.4913945155982899,0.0,0.7483023476878904,3.3621873640559574,-1.5301287838092728,-2.563687981033326,0.0,0.41474375553457843,-1.424797379717646,1.1077752179971985,-0.39560090425938454,-0.4924576665622922,0.6257812850614328,4.752674011205276,-2.2011171684504243,-3.8432934120227658,-0.9498257652540879,0.7591805878589023,-1.286105943217903,1.2275963180704141,-0.7057998329512913,-0.6519628238608182,0.2536074305202161,4.136509371238269,-1.5297771913169573,-2.4163444928064823,-1.1618859269617867,0.9663404863510459,1.5200860596488235,1.424516747027538,0.1799549224587688,0.7310589048800323,0.060564752490558135,4.529241792611571,-1.1720788585749662,-1.751188045808534,-1.0907552080422538,0.8494135298135463,-0.12072738385560391,-0.029408517377612627,-0.10402303625046445,-0.13263354890178483,1.2142272717140656,-0.3180406555897448,-0.017370751969587456,3.948751014240867,-0.2874851500427833,1.0242605145853256
18,3762.8133052509475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2716634599157857,1.268550448785808,-0.5574117184060873,0.0,0.7589632090576769,3.342285158148413,-1.577617829114327,-2.3771139918294626,0.0,0.3427724305212477,-1.2863183027660159,1.2763159203068029,-0.40163483393952243,-0.4962979376597393,0.7916480135965717,4.5404219655502,-2.065766706962053,-3.5512003843002793,-1.0525626241081627,0.7689808428314714,-1.2531820288425062,1.3189435999970505,-0.4707382406093976,-0.7474530267935033,0.4919572184433883,4.199819087931973,-1.422326205860081,-2.477180125511536,-1.2495622405864486,1.0066976974327997,1.8528856598533774,1.5306301390330508,0.17711939615340208,0.3746150259991729,0.006517469787294498,4.576163584884138,-1.1926109751548841,-1.7767714547609494,-0.910283334572713,0.5541775787582617,-0.1220301919677437,-0.03340388520013223,-0.11586005381941798,-0.14337574640696352,1.3501290123257486,-0.09389235661598846,-0.18482060103566492,4.080027128103247,-0.42662794105789403,1.105340941219818
19,3751.6202413883134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3158038747444745,1.2502686748713958,-0.4662915046745433,0.0,0.7235977280172525,3.2991939284617575,-1.515021318606077,-2.240440368612457,0.0,0.3755601093826943,-1.3053655734072123,1.2881674266347203,-0.5813389436064831,-0.48842797138941557,0.8325513927890595,4.496797544038126,-2.1270467752003404,-3.3536812145682813,-1.0978521666315655,0.6827909149668844,-1.219402705980448,1.4928811244235272,-0.3342354684569549,-0.8836776633991585,0.7791805371486974,4.295265097795316,-1.3526229878623222,-2.526369031417541,-1.2848948899116364,0.9924516568304407,1.9518302225498445,1.521543729297904,0.1372965024080527,0.03595662605235839,-0.08042687450505812,4.488461987099688,-1.112831890536408,-1.8177988203109048,-0.7203041420160765,0.38219143416783946,-0.12160557334727534,-0.03165834901509923,-0.1295103210730348,-0.13144844409237408,1.4412369540040058,0.031288496911155705,-0.26586955414162744,3.9846508940902887,-0.2593636186572984,1.1498384084085873
20,3739.5335126685422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4920908097846945,1.216924496672141,-0.28370461734482366,0.0,0.7873206656288974,3.3019849149386276,-1.3395103136831252,-2.119355753094387,0.0,0.5057689070573804,-1.2546914270208642,1.2086121184947851,-0.4887744137073522,-0.5924187645653973,0.7755452497050561,4.457073475570067,-2.0515929725272595,-3.0599166846762653,-1.0450840521228744,0.5209720540728275,-1.4557855369208412,1.6099537479384072,-0.3563224004020027,-1.2221153715031745,0.8002851803313067,4.266220357717326,-1.3799959736387342,-2.665666955259504,-1.289952383130921,0.9669213801792363,1.9686110146525844,1.4716267241300374,-0.13752653654318514,-0.30380420142207853,-0.07382847798628281,4.329894718078219,-0.9885018438923847,-1.8841824877111062,-0.4109462758713396,0.2647309317003277,-0.1398890447528794,-0.036303997809489924,-0.1282544279563052,-0.13299195144024964,1.535767852345037,-0.02985250504806633,-0.2939537481404426,4.017100605438444,-0.29460128835749,1.1631366187804166
21,3728.6941111218766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.55775040445255,1.3617065286649463,-0.28248486867683936,0.0,0.8584819853689982,3.43894563044076,-1.3147023538569835,-2.0289716351659366,0.0,0.4539296542515918,-1.2994578047449703,1.1758080196057688,-0.47119588063189066,-0.8251129027549178,0.8709289251037733,4.386083539005816,-1.850615032058634,-2.752592536496829,-0.8473914900422125,0.6004808901565586,-1.451934180948718,1.560135278885253,-0.4462831029105536,-1.5992387595458986,0.8227002569181946,4.104256521982018,-1.3300346907535276,-2.820992953751429,-1.1871828930400945,0.9330040584693567,2.0146638214613843,1.202560557730132,-0.19601361951144514,-0.2819369266311804,-0.0030566137687206563,4.285213248499015,-1.0925550822614278,-1.8302367604942655,-0.05807314554839349,0.2863549463336787,-0.14411955754974315,-0.03832230871625709,-0.1349174802484587,-0.126324765643073,1.6388684640646387,-0.22904101931466134,-0.1917607701376533,3.7754656288586332,-0.16947658042908836,1.1494731090841224
22,3716.9107307239465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.380221332249107,1.429858250501551,-0.3370102553896147,0.0,0.706695739734969,3.330450678599864,-1.2461057004781768,-1.9112084364708348,0.0,0.1989324360609031,-1.169585564766078,0.8671006241724168,-0.528526209963449,-0.512403019923162,0.7464543832091338,4.378631146004385,-1.711788661691799,-2.253085068023519,-0.143527839412514,0.7511033536148269,-0.9059655290460318,0.87501168996282,-0.6055193367313784,-2.421381823985028,0.3854108084629666,4.144283964479275,-1.414892086170464,-3.2778778299305116,-0.6144756704589367,0.8519241857041558,2.137222326720215,1.5311378421712516,-0.24780470337939176,-0.39943752429040974,-0.08519159504820546,4.106496790379978,-1.2640792774373963,-1.568059424682462,0.4785228474917884,0.5267564245239178,-0.14237399739620307,-0.039956394031654546,-0.1401716924549643,-0.12204982505826724,1.908000246512118,-0.3707191878555318,-0.09572852300718215,3.491221412339016,-0.04734694054713884,1.101109960513534
23,3703.3450621933002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.196921362539211,1.1938438952465602,-0.34654384632506385,0.0,0.5969942597665254,3.151118989422026,-1.2578406947134018,-1.8608193933977188,0.0,0.14261611358644052,-1.0852836564052915,1.019180415217998,-0.3690489379973815,-0.5655095967370151,0.4943879029466205,4.272197308403005,-1.7530637324135043,-2.136985367081939,0.1284538019098022,0.6432714606195394,-0.5549190049047661,0.7968093931867625,-0.8562582005637275,-2.726430137251465,0.09264125126094486,4.19354521097857,-1.4935740529465638,-3.468495388868931,-0.1950051610799396,0.8319136718265276,2.2642240071005793,1.3837080989397812,-0.14117165282485117,-0.29968930684248496,-0.2703740503325744,4.163932455540419,-1.2491301166152653,-1.6074544546579639,0.6578804825927573,0.4948995833771605,-0.13688465788647386,-0.03784799357640545,-0.13766286139015602,-0.12347047800622352,2.0664176696207726,-0.19051795513148656,-0.17570898508083382,3.3717125766483833,-0.043645375843340536,1.0798168841770783
