Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_low,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_low,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_low,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_low,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_low,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_bike_stressJct,g_walk_grad,g_walk_vgvi,g_walk_stressLink,g_walk_stressJct,g_bike_stressLink_f,g_bike_stressLink_c,g_walk_stressLink_c,g_walk_stressJct_c
10,4205.547043886476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.997964561682745,0.526097077749756,-0.7479894370320964,-0.19890246789801563,0.705220530984267,0.3613292472424873,-1.2644423898031485,-0.8212824283495097,0.07380680274127112,-0.28695108010721604,-0.7480503425724574,0.490211312849526,-0.11277838744920479,-0.4644608835637216,0.902478815723482,2.105778387618288,-0.8845077505042165,-1.417786289645817,-0.07549472607907184,0.3009731963172818,-0.3812140927695427,0.7036012710320927,-0.6461120719542184,-0.7950852337245125,0.2353589127280473,1.8168856757112866,-1.32964116794263,-0.5917680755239676,0.028103005933703393,-0.07137742793467672,1.5250210738316907,0.7073352072576459,-0.404912408718451,0.008352409856451276,-0.8213580688878725,1.6511503515371595,-0.9042608391806617,-0.6906356258519168,0.23158780070087184,-0.17169789572646557,-0.23999400403805504,-0.07758643399307016,-0.36416250777449616,-0.09676999026591984,0.03312300595281959,-1.2729633287938353,0.5070065860545491,0.025611922562120863,-0.010395230383978054,0.10230105262156092,-0.18885761986118166,0.014278277997181024,0.11206823078997391,0.0,0.0,0.0
11,4157.462308224356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.077481872755701,0.7728061776089633,-0.7370953531305056,-0.17810131944351243,0.807254458575147,0.7770970798164459,-1.4323299477874287,-1.1333417563077335,0.13648968361706254,-0.2426002289662261,-0.9786736580282068,0.6020695727197158,-0.14665534616422146,-0.4139817943574626,0.50853364335626,2.1620569967510166,-0.6055081171149574,-1.748737033850825,-0.17926241775496887,0.5655963280576422,-0.6082851878273168,0.7681554556711955,-0.743845831121401,-1.0621434983182472,0.19568119031222703,2.326786564064186,-1.650685388149967,-0.8809921233138885,0.031958395188235976,-0.02114163170659296,1.4788755557389466,0.709894088760536,-0.4796362790703269,-0.16924792162809932,-0.7249885245534422,1.7364094652141988,-1.0710064340878447,-0.9781051006283008,0.2005599890762294,-0.15395291434048503,-0.23156536650417328,-0.0707852783560878,-0.3463128166810739,-0.09567434009132655,0.050706530237019196,-1.123773984821773,0.3920141497946651,0.07662752900877957,-0.01820943907068364,0.1140431319187553,-0.27196178620503225,0.029488549442687424,0.02048808600932965,0.0,0.0,0.0
12,4124.4913496711515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.088276729460029,0.9038672614940857,-0.6317598121059927,-0.13977208790239237,0.6910080459752648,1.103761313887861,-1.4143666405341535,-1.3955077812339765,0.1790213979902636,-0.12207165722001123,-0.898309527264649,0.822595820583402,-0.14172695586376605,-0.3313672781907029,0.5495070874801768,2.451659165587387,-0.6749966525745029,-1.9595919992646385,-0.2261266362810818,0.6000638789502246,-0.7966486777964081,0.7262056936804978,-0.7276572208316809,-1.2693200231140898,0.1534456427263322,2.4528653055248717,-1.7860415092799755,-1.117578574749449,9.1603532522231E-4,0.10641118648628282,1.4568749193558108,0.709068263229486,-0.46154304437945226,-0.32317951370996745,-0.5230727719051986,1.7813343718130707,-1.0969184886386778,-1.2258117237059312,0.16029724945382057,-0.08015744547817158,-0.23667118477566557,-0.0742385559438017,-0.333226906994102,-0.09736832129974894,0.06785832495709969,-0.8780910215272,0.23502676631162056,0.13539275372443543,-0.02828852142468688,0.07883160999670108,-0.35019817942496584,0.044889149211774934,-0.08569961635823739,0.0,0.0,0.0
13,4089.603327798075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.141296539167612,1.0125075312435954,-0.44030579718391527,-0.07164204461223755,0.41683848055334816,1.490610912278404,-1.280677630948542,-1.755609292149574,0.21157579177269478,0.12288625300879424,-0.9771796103577665,0.9099930560183964,-0.038429084477701395,-0.2577897247665949,0.6303432805847127,2.505304564941302,-0.934346755841757,-2.15342908064585,-0.30732424225039084,0.4978142181289958,-0.565712202096813,0.8379576811139242,-0.5736479826073762,-1.5337484691124907,0.29528855947969146,2.7785584693002274,-1.905141686231813,-1.4696127931722767,-0.03470581760162601,0.38916465690026875,1.3111635191596323,0.6998362631005313,-0.4034054508972564,-0.5065636432397214,-0.2753706615613606,1.845967700215073,-1.0359341326534006,-1.5942234265246085,0.0771615076505661,0.08740018517282905,-0.23314833138789764,-0.07084060511851828,-0.3463933025639873,-0.09589757019975242,0.09634177953483067,-0.8445738798429303,0.17781419656637046,0.22294234235805338,-0.048188974666353426,0.047730423455894344,-0.47951054157926465,0.0767546335680031,0.06739343630889807,0.0,0.0,0.0
14,4054.266200915355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2752482696987792,1.1259036596003678,-0.2683288681836115,0.021861178994304828,0.3361752874308206,1.7656776190737031,-1.1806039769436034,-2.132759991612965,0.198256752609454,0.41909800450490425,-1.0007600971211905,0.862087444530639,0.19240142256461973,-0.26624259068556577,0.701077193897605,2.3014532983328833,-0.9302871931778471,-2.24207797479961,-0.4163404858764258,0.49810574033235017,-0.5375150632213447,0.8363156270030901,-0.40068049953064416,-1.8343921849748006,0.44320602806786025,2.5358007983662927,-1.9039013174377308,-1.9542416575873816,-0.20411102242315782,0.8518334383377775,1.2721221745194524,0.8589216859472748,-0.32503352517998507,-0.5996060756089457,-0.2414392794940318,2.439470484050516,-1.0575425359529662,-2.0463375292048998,0.020251488855224098,0.32408177019723006,-0.23006811859082096,-0.07061140804356358,-0.351782600904405,-0.09511254487343287,0.14188041696562587,-0.8841905402717742,0.14473332532886934,0.37107584542997885,-0.0769666820768928,0.21320030034813806,-0.6063260546559658,0.14237369786888265,0.18000138972071753,0.0,0.0,0.0
15,4000.8059223563823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.476234822715751,1.1933421184693553,-0.12668195131854804,0.1270113228673878,0.6244882706095454,1.6372906745507758,-1.155559823302134,-2.422468961603909,0.10382860454035912,0.6770212905121429,-0.8861632959716885,0.9756908369252477,-0.03887082608821982,-0.2805866999277491,0.45519361812053205,2.5005377403001217,-0.9034578956935603,-2.188818998003184,-0.49177806998920387,0.5816916855228306,-0.44708554649482724,0.9105310735279017,-0.2892474020436708,-2.095517639695581,0.6367653623596053,2.297325579966241,-1.843340690154118,-2.603667011727488,-0.41943354954403145,1.3949305934389256,1.2369075008162915,0.901146553171453,-0.04881564474028344,-0.5030646570809455,-0.383587687643711,2.513981895888121,-0.9443689695410048,-2.426739522628534,-0.1379112347311533,0.7105854225843082,-0.2315202498285079,-0.0701740624729452,-0.36253247020204127,-0.09561475857840027,0.20922998087329758,-1.039199421158222,0.15154845888659996,0.5979361633024148,-0.12925133420559867,0.1871095088384767,-0.7276734535589833,0.2276564216058354,0.41191678156226663,0.0,0.0,0.0
16,3935.177918600304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.467669557292796,1.3778033678678574,-0.16874065763140453,0.2842636607759729,0.8808737260899133,1.288874772283641,-1.3102929067196343,-2.573967722554962,-0.1090542513654305,0.7853243474229473,-0.9452535106579574,0.6716927185557832,0.11280191074639215,-0.570663767696988,0.6372719345238145,2.5044559838255225,-1.109058880960927,-1.9512704886566228,-0.556708688342394,0.7054301220533337,-0.6004629782825369,1.121866753715943,-0.5177490732768699,-2.251259441709878,0.6732140445330279,2.401194941990725,-1.8537970868382159,-3.6200206152239067,-0.7049791560736511,1.8185343123856619,1.5922726599289405,1.166685522999861,0.17090057151604388,-0.004198941993037164,-0.1427202455492851,2.1125404445900866,-0.8969587456646471,-2.666075224054306,-0.4166203877809915,1.2814979869391179,-0.21429911452758238,-0.06461024760548953,-0.3469849760911416,-0.09925078932220006,0.3298442417000689,-0.9812871879510779,0.031124498718020047,1.0439898956753755,-0.22285911252796053,0.47257532376892075,-0.6623505383378647,0.4008804992690969,0.40557289142219066,0.0,0.0,0.0
17,3875.260725861598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3010978126128645,1.34510678829999,-0.1578689130444866,0.29517728451399694,0.7301427330182951,1.0505637101946468,-1.445425230171479,-2.478067141843134,-0.27589418579866243,0.6788421175067031,-1.2167167754831296,0.7119535882708469,-0.2954843369018548,-0.6427112242085721,0.8127811837397241,2.3422450938292,-1.454064044020464,-1.80066803061105,-0.6331506359095115,0.6560679519795575,-0.7169269766828943,1.1167647056876489,-0.6050835279766693,-2.1526686946323936,0.5803768718294658,2.4660280511499835,-1.8794231229210832,-4.301581090117811,-0.8705214072407592,1.8778086081386822,1.6209071044324506,1.4656688208648183,-0.08620181316542364,0.24181368239107906,-0.22739327979641125,2.0422807984072153,-1.4100133834207242,-2.7269084996697623,-0.5777274664008991,1.3526870557130266,-0.2071642044970434,-0.053560407494753444,-0.33417264389257373,-0.09807455024411241,0.43057762611443084,-0.8865704665189486,-0.11152362576452081,1.4427272876197013,-0.31223081488468135,0.3218131410351664,-0.5877257867289523,0.5369484643602491,0.45963694366435925,0.0,0.0,0.0
18,3805.9566563776743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8954880744903577,1.2246004631973277,-0.35698415472545864,0.0905810967336661,0.4038352480295231,1.0662268681077858,-1.5758066215322228,-2.038772595203828,-0.4323465230269442,0.31980023538173347,-0.9804152963393018,1.0911469663903863,-0.30687683551099604,-0.3497666046006292,0.5894033415091606,2.477943085842787,-1.4528928932057228,-1.95652917213388,-0.7061848650404066,0.3966857087720006,-0.4537408542534434,1.2565424107883332,-0.7015841071521165,-1.6485121569037522,0.31124448230108115,2.5094065153940064,-2.035028063698262,-4.841551429701206,-0.991804407519672,1.389060428436664,1.9430172167749495,1.3961628544164595,0.102512061239833,0.07715561135659413,0.1622485934639004,2.3135857129484965,-1.9153899356063544,-2.466279581974844,-0.48935605335795307,0.8734030214420004,-0.19276734232353435,-0.0521156404547373,-0.33011424493918196,-0.09812344414639004,0.5650085326790137,-1.314478450934773,0.11965601741713229,1.9960485963947994,-0.44113976383171327,0.5088869148203862,-0.3389300596083753,0.7568624742053471,0.4825212536073443,0.0,0.0,0.0
19,3767.883383000893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.860571332776997,1.1418904540850814,-0.5329121436178442,-0.09198722722589553,0.4897705822315729,1.309895628706371,-1.5430109397860912,-1.7949923505117447,-0.4535703523307265,0.12186369552495105,-1.0182431882670209,0.9980386078361589,-0.007046410171236195,-0.3395868855927049,0.2899062301274206,2.728773742909712,-1.688826033189673,-2.15977978577517,-0.7154057824865371,0.23047342128249712,-0.2772288427406189,1.2929903395003042,-0.6163152358266057,-1.242407081125651,0.04564912599744131,2.467991507411974,-2.1098797620801895,-4.892553109251044,-0.9540442747466577,0.899662959043593,2.0453429836498898,1.3556151042427484,0.04096819798432874,-0.16112615133795785,-0.08862908767894975,2.5030029099372886,-1.6332066396329263,-2.2642955039918324,-0.42230514534323416,0.5323279882643304,-0.1832243302027426,-0.04587790217807492,-0.3273265076001705,-0.09781044225602911,0.6343216612118115,-1.191171931013935,-0.01943022574669255,2.3268669686413044,-0.5236491188785464,0.42387366490406725,-0.2690109305431354,0.8788862573721831,0.5611881846196229,0.0,0.0,0.0
20,3744.727258890759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95651186634231,0.9736580167672565,-0.492707371823304,-0.1902273445391961,0.5972580668183038,1.6367561440956346,-1.3853748998763145,-1.6994721511627031,-0.4053816438848328,0.05933363467666279,-1.097593337603631,1.0921253912585884,-0.25606461768062927,-0.41236021083008434,0.4386031703702762,2.714655766203711,-1.6354433496153855,-2.199797989394681,-0.7476292893095781,0.3351676745885486,-0.16856327303238625,1.3092162933896403,-0.4903321262473539,-1.0105358357701262,-0.21693737482978742,2.6239951355868865,-2.1361263311358534,-4.7296064097039565,-0.8528651116712391,0.5319600836830828,2.2461532745988735,1.2634295252377525,0.03066169221951138,-0.22488818502718275,-0.21100799605534554,2.7174466912209474,-1.0936736999604642,-2.0442876059078197,-0.32039410208771846,0.305826772851525,-0.17122165091669211,-0.04151456605490313,-0.32369916916600167,-0.09915905100019057,0.6781309780841356,-1.1193772206339951,-0.07048669445248573,2.5507120849090605,-0.5841252647280746,0.5323700317577462,-0.25121385768474896,0.9754240734708395,0.5170919382869548,0.0,0.0,0.0
