Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct,g_walk_speed
10,4764.617562324447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3560281925504278,0.9135038333145806,-0.2290217732121906,0.0,1.4799618581719172,0.7290125987809924,-1.0224222166314063,-0.7190357443979853,-0.09641052646439956,-1.7609145509602784,0.9599491830512557,-1.4077517364317569,-1.13150818835315,1.008060118510008,4.2713061026664105,-3.9529401337382737,-2.051857921209012,-0.6325918474231036,0.011199593356014281,1.1461477782111782,-0.6314792705846946,-0.7930306916508973,-0.3650911910654194,2.4033986579882525,-1.3162463472199395,-0.6217175839592013,-0.0876659476834817,2.460237054472219,1.0749482928435863,-0.4887803995542229,0.3068691155357748,-0.8621924575065408,2.69931543081539,-1.2423189115603845,-0.7633160351603385,-0.23483670224012768,-0.4767511826679911,-0.09069289387504617,-0.2974538445232781,-0.15412857330126212,0.004789286162842529,-0.19543226286382565,0.01659437608115613,1.1825787890121198,0.07094999762318407,-0.051800738071853
11,4631.913355994377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2321381278129488,1.327468975410392,-0.29282414925273453,0.0,1.1380844061140114,1.6469162888778888,-1.3307264870591267,-1.0358970655457609,-0.1068924628293322,-2.097479199160775,1.1324670517090978,-1.3425323485428395,-1.375258656812314,1.4966441296783082,4.989278856089915,-4.249774763437562,-2.75219343241499,-0.43566887093095213,0.37482228252724714,1.45186956681636,-0.626244813971411,-0.9279112927690459,-0.21011790501413316,3.5558359595858455,-1.5458827469096796,-0.9375204264461892,-0.05841495463891608,2.6006996094606567,1.3453858585425489,-0.7737111727712311,0.1318326709166161,-1.2073336865847997,3.28488234760369,-1.6386066014336502,-1.1157127286816628,-0.3133760237970047,-0.4563329254629515,-0.08277715190673265,-0.3112641875921364,-0.15788196827923207,0.0058854454681059,-0.21527347316546708,0.09058332322540864,0.2201107824122417,0.07997720170273186,-0.019294670892169387
12,4393.598531247494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9283271583859143,1.7192002095666565,-0.2826364786101457,0.0,0.405298543386049,3.3876385404449536,-1.5987206363634896,-1.6099857296228601,-0.07988899517713789,-2.0894024400014777,1.4909728773707704,-0.9003206008811562,-1.5230572531244786,1.8492122400328106,5.70300379173402,-3.6753969604726775,-3.688076576903984,0.24467493843912308,0.23432867154143613,1.4391240999444876,-0.7357521449393715,-1.06677962581332,-0.39332291317833995,4.794200957870717,-1.6633459471594658,-1.518440842727251,0.01696351110974202,2.8896183223026366,1.7637305319944956,-0.9083487028063266,-0.21639192223450293,-0.983138417041212,4.442933718444889,-2.141209008056625,-1.6473913695761606,-0.35434024544376636,-0.4411471767715131,-0.08960981662197418,-0.2930959240836332,-0.1577331788824744,0.007881640979859408,-0.21739911412602583,0.04099876319400134,0.6705591976621108,0.15482634720700095,-0.035361832192874094
13,4262.028301514827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2869054018319765,1.5357025821337418,-0.18208111227755422,0.0,0.7117921624477004,4.965765260927093,-1.5595918914777211,-2.098736232967481,0.07820222202350173,-2.048154989452451,1.92639748200101,-0.8462554938934405,-1.3672733951154021,0.7533067150170312,6.672115437624872,-2.8953719839136287,-4.434233748052001,0.8319997946069349,0.507284057604044,1.6290210811061745,-0.5423814754144094,-1.1215788409469372,-0.3009453052689114,5.843325562202565,-1.4253647421573834,-1.883874886852836,0.28487581561670194,2.7882121716229373,1.7145342132265777,-0.6291210023959943,-0.5663114726240933,-0.666586087381682,5.411252497011156,-2.1563650855082166,-2.2243667304994466,-0.256058408437346,-0.40750440262856374,-0.0834201794602466,-0.30644169197182836,-0.15612584637248778,0.006307321576490264,-0.22667192857955368,0.12169779986320048,0.6956182873534293,0.24375193612978735,-0.0363009381785618
14,4202.978133780219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5474903624283218,1.4370549755880042,-0.18105366236768808,0.0,0.7900172595205388,5.608391110889322,-1.2589582559507773,-2.14782842748753,0.3114298919334648,-1.5436833976727455,2.1727306989670114,-0.6838297269689753,-1.1249894080686809,0.6134898353720645,7.649406927820602,-2.556252718887819,-4.7779640590842,1.005675461274877,0.29033546453857695,1.5315318129125541,-0.41822951739963954,-1.1153142755276122,-0.37700476112173026,6.1003431068764735,-1.2731005688220376,-2.003711375954669,0.444665079242483,2.5368427914467735,1.586824871861998,-0.43726875017028843,-0.6947867457155478,-0.690900852995745,5.954726407923232,-1.9696296239330966,-2.5352017178471575,-0.12099899888108778,-0.41289326710959967,-0.0981516143060546,-0.30194514317066107,-0.15504538182231564,0.0069657729116325,-0.2253666148690019,0.10212564956838714,0.5076820104500599,0.30281825017942965,-0.0298172590271657
15,4142.225026970074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8706097895665685,1.403959792144453,-0.24555663067338052,0.0,0.7191645031105863,6.030926875435995,-0.7612218744021593,-1.716763810073307,0.6540537499004819,-1.4367048748776294,1.5765278655591848,-0.38886572442956907,-0.6693188988574341,0.4942976475107583,8.053236437367895,-2.37410973168354,-4.907952973139523,0.8485911345560296,0.03869775019906757,1.5447073514040657,-0.3125680937320756,-1.0109069808792701,-0.39574907323619557,6.949424351323102,-1.3353268249836716,-1.974716862551243,0.5388686485842941,2.1552956429143943,1.453257864334891,-0.21599530774305692,-0.5386201111568937,-0.7006271548617408,6.871241895413004,-1.3945998851326467,-2.7890862198561988,0.23234052636437957,-0.39643127232745273,-0.09795132301549331,-0.29183829912176373,-0.1531819572118807,0.007681258083007599,-0.24121431625442558,0.10392013935011936,0.5755489663468802,0.4143367554876466,-0.032371703109507516
16,4091.7121343059976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9246066732004714,1.0829772326864882,-0.04205283933491241,0.0,0.7343667888073392,6.640865609534529,-1.031896058580178,-1.1319766524179578,0.38775906260962134,-1.458440136587464,1.284848789433749,-0.4704655113802466,-0.410993028705359,0.5599607110230949,8.264541151505258,-2.3449238239021564,-4.805632116270801,0.6165144549646167,-0.30428580081403905,1.2180010192575883,-0.06917480451554767,-0.7694320566737616,-0.39074521677943286,7.445323610745964,-0.9970931623709804,-1.745532165903791,0.7132650494363064,1.7563734757262366,1.333018861197101,-0.12496035881485335,-0.15848392407502587,-0.7077501331451655,7.76751182259409,-0.9170934968467462,-2.8348379032565485,0.6136275844171051,-0.3846866394531662,-0.09479935300669014,-0.2859220194832051,-0.1500950270161889,0.007047482154804643,-0.24315696441893825,0.10357744575686095,0.572247507594338,0.5427216955827697,-0.031306655502608915
17,4058.308291005355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8482078961046575,0.75413795472772,-0.16861781195615508,0.0,0.6369190718355285,6.955561127227372,-0.8713278967210182,-0.9328027434169391,0.07288964168248979,-1.4596254517476248,1.3199131590244475,-0.5154598054585953,-0.5153933891573849,0.7065889756750664,8.550594355588734,-2.343899558963242,-4.4770945294499125,0.53181398512664,-0.40113408143865353,1.1505021018867172,-0.23698012564163262,-0.49288188341573663,-0.3338265258472194,7.98515839919744,-0.8598587061046004,-1.380254066003769,0.6355624240300748,1.5598714547601726,1.0447562546274098,0.13571759585113524,0.23148564228655455,-0.32620485961064133,7.958040156287151,-0.8180289028672451,-2.556266817930345,0.8180335950445795,-0.3674725898181369,-0.09197635133058374,-0.28086870281795356,-0.14885840376429357,0.0029556510662266493,-0.2484678402272382,0.1105430582284975,0.6064448626047458,0.6627266496899178,-0.030954992053190897
18,4020.297181797946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.874328896443134,0.6170089968297302,-0.6344145840282318,0.0,0.7171857710901806,7.249454074010098,-0.6002945888832104,-0.89095063403853,-0.12229095211159577,-1.6339506983379903,1.127927193268591,-0.4686101391240566,-0.686452388656726,0.583783187837781,8.813176464379476,-2.205860974630597,-3.824234547052343,0.5653930350720139,-0.6996486011332707,0.8774560924769232,-0.33866261790271357,-0.27977819838695983,-0.1840280440308512,8.188085214287105,-0.7435767726231899,-0.853765769470861,0.3964551128009834,1.2996808160566067,1.031119842306014,0.046493472934126354,0.4915699495624517,-0.23681813493057563,8.397570286259478,-1.244679983057115,-2.0202277660102883,0.762213754404123,-0.34860964905201836,-0.08586217063553972,-0.2668699482422455,-0.14184881838315627,-0.0031422159204714884,-0.27407997717556376,0.1312424218240533,0.5818788365719477,0.8337957061233634,-0.03032864045847836
19,3960.1968725156985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0788187845150703,0.55913960632654,-0.3106793319572386,0.0,0.8342600492866624,7.452528989240973,-0.8214973635394514,-0.9016847839144391,0.23643591762566715,-1.5156067250033507,0.8265183592693581,-0.6224407082748163,-0.5336980770033318,0.7577490869767287,9.099899460521188,-1.8303768796226898,-2.6294427509184,0.7386592706317747,-0.8320105614891894,0.8886867321396664,-0.33868150579676803,-0.5237607395358006,0.00797755937383357,8.501956827935691,-0.7737556459412853,-0.3340729284473919,0.028549244610787006,1.6390231594340823,1.2892679976160877,0.03442832243135926,0.3052568415718675,-0.1291590048638397,8.418350491896106,-1.3505358757667605,-1.0268635733932583,0.4498947308017277,-0.30451637718214913,-0.08301325059193386,-0.24696542505385155,-0.1389960957587663,-0.011215723811385681,-0.3031991879482296,0.15194192872632545,0.6567449969550139,1.1203971632350207,-0.030071996211592796
20,3899.8501506579737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0256062702457207,1.0854814129738204,-0.32787095812532513,0.0,0.47972477086776233,7.5210701968863,-0.9400340442284042,-1.1119095171928757,0.49113572642256353,-1.6268904080095798,1.0604313543044979,-0.624430647024384,-0.6890064960830894,0.4532225596588596,8.880647353374119,-2.1271377631720516,-1.5986083864971077,0.5258211322005232,-0.9141549225628781,0.9313059979456086,-0.5223524722948358,-0.9459345907156255,-0.29145251440305087,8.348177201523084,-0.5710650121183256,-0.506327774486278,0.1512605135257595,1.906745498891026,0.8993789415914876,0.03606165020095661,-0.20570343204878683,-0.18173666782325293,8.390678478631457,-0.8289762364686696,-0.6113858303060955,-0.17810390860737557,-0.261615166095825,-0.0671021872418426,-0.21785726888635698,-0.12827937827995844,-0.014060629483028931,-0.3086469609734544,0.11264887517483958,0.8160915887087791,1.4657040614708972,-0.031257802738650184
21,3856.8474101671595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1102120009496357,0.8377383784923413,-0.15179159820487148,0.0,0.6799446709383035,6.974871761602763,-0.7486366251536052,-1.4443507048762787,0.16181842434740912,-1.4698435398095242,1.3002791555586115,-0.4134185384936435,-0.8871087941955265,0.4807270134835192,8.350994792065414,-2.134947386633026,-1.4402352405258805,0.46780474687512064,-0.7813727876969165,0.9120116013417222,-0.6635088976987975,-1.2192445670654255,-0.7361851983376855,8.288328731348239,-0.7706204799978355,-0.9161809154340799,0.3190374331457329,2.0889661663613386,0.9402253445958073,-0.49171106355240046,-0.46155060568608375,-0.11948075749326256,8.413529223881152,-0.5136971584293897,-0.7198552082121438,-0.5179439496032808,-0.22374351574480528,-0.06061468221952997,-0.19147299923026093,-0.11962969795526987,-0.010805854021432786,-0.2951683039297962,0.017724172661483087,0.8587561452112072,1.7454999294110758,-0.03062277619063537
22,3814.3893607618284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9302355626204362,0.9741391576184235,-0.45814692419439,0.0,0.8849204946029348,6.388447582818483,-0.9519097492789361,-1.4886643279452747,-0.21261309974817194,-1.3046954731972569,0.9017090341051006,-0.4786815187412922,-0.840215824546264,0.4837003991791939,8.008810332033024,-1.956164352302085,-2.317192744504882,0.3950883082298057,-0.46798345540572195,0.9374752338273924,-0.7559734471124123,-1.3691656316564573,-0.9697409967336663,7.67996034687039,-1.0268921589143556,-1.375140988238367,0.4573103328624635,2.4124407299438424,1.0022966013349341,-0.40067002412879293,-0.547220830284697,0.08861564171280562,7.983902866387116,-0.5851564581290274,-0.9766203025303393,-0.39450513405392296,-0.17193130041207683,-0.047224870756257885,-0.16777099711949367,-0.11185607580081541,-0.0021570715436934895,-0.2913978299736327,-0.03286677374091278,0.959200791633886,2.0424683034555833,-0.030391144512816225
23,3790.0242339244196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.947638504101225,0.8289943694867821,-0.33844272573622,0.0,0.7168199984865944,6.140391305522684,-0.9193931070397396,-1.4401689180659165,-0.04253913861442307,-1.3025918193924073,0.96877733675047,-0.8670767328537401,-0.7933535888216809,0.3943682364232185,7.579070072014245,-1.9850406052860305,-2.8946854778967928,0.4638637867755306,-0.5426228286668747,0.903427839347958,-0.8989539883004881,-1.4360408825651545,-1.0218066547563767,7.35762938748762,-1.3598635697470167,-1.6613003257484946,0.39183860959783257,2.4279873375510075,0.9664345836045306,-0.24028059164696133,-0.43811245095724866,-0.038110766364340576,7.719790542647607,-0.9431474680286538,-1.23229466356385,-0.16939739793387196,-0.15701491591388256,-0.038427898164343444,-0.14777206080666314,-0.10627010733363192,0.007994948926251046,-0.3100135451248191,-0.04874065143827459,0.9782384200177934,2.1934143032732196,-0.030775198865746152
24,3777.7924971372468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0503630936047887,0.8620245660222083,-0.3640977649886305,0.0,0.8662782421475521,6.178270340828928,-1.0638971641153367,-1.400479264666825,0.2372634129074588,-1.2459492257396159,1.1024243990022122,-0.6179634558781555,-0.8673605179086955,0.36508183232852454,7.290461649951858,-2.167793140400089,-3.087470423611252,0.6295504920989232,-0.6397929882585305,0.9397616212321953,-0.9532565209869106,-1.4427617873330916,-0.9794046225313012,7.214229759387475,-1.444126953482387,-1.788168862987265,0.4061829654632836,2.4681816747424223,1.0451446300186942,-0.22867253150893338,-0.13980736393566923,-0.05809516036365256,7.4214180976006485,-1.0565713347710675,-1.4227191934067367,0.13236303807361835,-0.1503132826091275,-0.037255228785987735,-0.13901694513123614,-0.10744843432625205,0.020833791286973716,-0.3189734208075178,-0.05276829325761047,0.9412076656305444,2.2503254172108162,-0.03003678318299467
25,3768.3053195295406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0865784217587287,0.9454906976021201,-0.2949526687417269,0.0,0.7880810787715493,6.031325744845774,-0.9741129057303841,-1.5265958995461049,0.32475464967939316,-1.3617772997500135,1.2019640606599742,-0.5390188944242752,-0.7482943222771193,0.45009626809335773,7.186579903144755,-2.3408735258661655,-3.107740020552842,0.7885576703498729,-0.6075130434449298,1.0888802949072713,-0.8180358307039169,-1.3865336241191395,-0.8694702955271278,7.02754778257808,-1.3076811557368302,-1.845358226048269,0.6231430230499766,2.430603762627409,1.3403886634489166,-0.14909016774187983,-0.03560291474602621,0.069866419039781,7.309664500872846,-1.1901940335405334,-1.6536758285706585,0.38183570353282376,-0.1409440814507717,-0.033361990618194184,-0.14424385831273345,-0.11346782056263073,0.042179312821694,-0.3201059572913656,-0.018519024442503258,0.8790678812066369,2.277387219425622,-0.03072163335127632
