Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_low,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_low,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_low,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_low,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_low,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,b_walk_cost,g_walk_vgvi,g_walk_stressJct
0,7175.705063219666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,-0.1,0.0,0.0
1,6927.13344606784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.663842579641605E-4,-7.337147643196992E-5,-1.999692215879884E-4,0.0,-2.3626898741037548E-4,-8.101263852231265E-5,-2.1688266363585417E-4,-7.512297092299305E-5,0.0,-9.667591053491402E-5,-3.3201222556201077E-4,-2.7016294023939405E-5,-1.357325646141322E-4,-6.489174250797204E-5,-1.302669059857596E-4,3.4391187079122555E-5,-1.8890978449719346E-4,-6.837010290937484E-5,-1.1530573940325167E-5,-6.552578854078519E-5,-2.727347698882133E-5,1.0835962493463657E-5,-2.500098423231261E-5,-1.7265806438872354E-5,-5.060038006786291E-5,1.87092217971729E-5,-2.659397592736796E-5,-1.010615419536696E-5,-3.345760890815674E-6,-3.3465610833327377E-6,2.9908679519472176E-4,7.11193919585947E-5,7.942632430622378E-5,4.520285881357715E-5,1.5428199305225282E-4,1.292183601804587E-4,3.901479218868165E-5,1.3224640917169427E-5,2.921558933776399E-5,2.111815845460584E-5,0.002066453950726878,-0.016937437890727172,-0.09957988563582694,-7.110669614584745E-8,-2.3816151223298055E-5,-1.979562058934303E-5,3.119908724563783E-5,-0.09522724876023855,-2.559384796017644E-4,-1.3634533265665328E-5
2,6403.142554229773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009192850750975316,-0.0011962334700978399,-0.0032386689606975073,0.0,-0.0038504484914262845,-0.0012561918930372332,-0.0035225764770384594,-0.0012228768247793686,0.0,-0.0015970793058965997,-0.001149257977474334,8.920602493472957E-5,-6.780108272277998E-4,-3.7020636925068904E-4,-3.164029069276836E-4,8.388310898912259E-4,-0.001289585462001289,-4.801431342223352E-4,-5.1850382997830106E-5,-2.697101655664863E-4,-5.423433272520586E-4,1.155118555639208E-4,-3.926644771492517E-4,-2.605122166849667E-4,-7.691310780798546E-4,2.1914735543573916E-4,-4.129022458145379E-4,-1.5554922581031183E-4,-5.267340022958789E-5,-6.854365662526925E-5,0.0039836946001712056,9.498320882333431E-4,0.0010557128053545633,6.019520979969574E-4,0.002053894015978708,0.0017293337741672904,5.142872052509805E-4,1.7385832111343607E-4,3.907932281232733E-4,2.7973719398064135E-4,-0.015794821956886897,-0.020438780332599733,-0.09662351277234277,1.7125949344188116E-6,-2.0289703176914212E-4,-1.0277972240135945E-4,4.958455984137203E-4,-0.0366001081412991,-0.003388777241888632,-1.80508721457614E-4
3,6106.6021300003285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14697320043314246,-0.01849871780115053,-0.05223721419580471,0.0,-0.06035026922321035,-0.019355465033399584,-0.05715029448978275,-0.019890345819243156,0.0,-0.025975228903451563,-0.011507871625954739,0.003139021360540068,-0.009180050071334009,-0.005089699485513521,-0.0011996896479326623,0.0163034078319115,-0.019967248349845583,-0.007370934556568453,-4.85424890662087E-4,-0.0037037115522534888,-0.011886719129397604,0.0016724505600239103,-0.007687291911076206,-0.004907400175954906,-0.014418597657118682,0.0036798637644901997,-0.00824862755622559,-0.003037853133485528,-9.43383018857323E-4,-0.0017039356368069832,0.04063417755315406,0.011142737075728224,0.009674312987275743,0.005961992013215698,0.02092590919636684,0.02395936199680175,6.188605650361274E-4,5.0636252705450594E-6,0.005447179536055224,0.0014140617013747507,-0.1324964739954078,-0.04650924934419583,-0.11534652745731572,1.1070645260975513E-4,1.9448012587129052E-4,0.003646024179680069,0.010627523229195423,-0.06263236336109518,-0.0037667063652531176,-3.357397738321719E-4
4,5707.815146962654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5230206181915439,-0.0654657364291404,-0.18579221784050726,0.0,-0.21347253895659396,-0.06860352232003333,-0.20351115013957985,-0.0710420820697038,0.0,-0.09235640760144409,-0.03985611598278334,0.012018288596155287,-0.032943792404349366,-0.018174142895577085,-0.0032030758978153395,0.06002203621310563,-0.0724675232845344,-0.02659573631965912,-0.0015841327849692262,-0.013571210263284686,-0.052616323530839726,0.004537504392202387,-0.031059579857747925,-0.019308613761865608,-0.05702370845993842,0.01193018958129894,-0.03323577700520851,-0.012128404592908745,-0.0037708154363799103,-0.007644736099622537,0.143185787882533,0.039686961814036345,0.03373056113020128,0.020966914549786355,0.07357446653027438,0.08616165886025419,9.053839694546614E-4,-4.974003530151324E-4,0.019587080343845334,0.004594238245764576,-0.35132401941891045,-0.09832278896761736,-0.32153590271624116,6.232237605372065E-4,0.010244574706823703,0.027071553312886083,0.04547935437255002,-0.1041040712082924,-0.008347811695114678,-9.53102103881166E-4
5,5625.304182936514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.418099253782434,-0.29229508433466095,-0.8417658928483291,0.0,-0.9268198077534455,-0.3109008987805666,-0.9337075112622605,-0.3366923117056495,0.0,-0.4160215335449177,-0.23370432144024733,0.0751222711358957,-0.1933393547814662,-0.10002018531185385,-0.017548827323970156,0.34024521468168806,-0.42103126519350387,-0.1467444498348717,-0.004412543388630567,-0.09302604904597897,-0.2443106011407266,0.03438529848044559,-0.15904895879410558,-0.09969694297245116,-0.2931847676185352,0.0724911499061816,-0.1672502940047158,-0.06210187403111741,-0.01988156479300831,-0.03456755015309782,0.7367203806437611,0.209928531248126,0.16587084995473858,0.10784617206573446,0.3667887326901677,0.45960671788926555,-0.008172403748467946,-0.009465710523155845,0.10381509873637558,0.019651952028355752,0.14393000758618701,-0.007425422569262985,-0.1622895867199865,-8.724919648922526E-4,-0.20525241039179865,-0.18277520314575055,0.2570331003746035,-0.11281751529291273,-0.5392084017319457,-0.03191385075007817
6,5255.227950767739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.476097688978768,-0.2664380146144498,-0.8594633955687171,0.0,-0.8429534687518362,-0.3084800200919377,-0.972272607535701,-0.3638473679942162,0.0,-0.4191536022598742,-0.3376008798014467,0.11045656416613603,-0.2770384718388158,-0.14734763104701334,-0.01258783768789358,0.5066069867613565,-0.614482372322058,-0.2225530602829383,-0.006431856953090961,-0.13343211688460352,-0.31253204819984987,0.0638839315852469,-0.22274933887285214,-0.14216685546586397,-0.40293541260016535,0.12856266548348044,-0.24090995832317447,-0.08883610096936412,-0.02570158816217205,-0.04664542537218354,1.0275877317863125,0.2995948324965737,0.2168592185298048,0.15009964391642755,0.4836597834001238,0.6543951378717914,-0.024333445442350516,-0.020771969543145342,0.14495688401183215,0.024212444014279577,0.05984057307747749,-0.022867508513518126,-0.23895881811087086,-0.002487411259169566,-0.3883490174450529,-0.3632787791063675,0.38697414457537815,-0.16142057081271693,-1.0036904207519854,-0.05779768359054173
7,5205.27539316032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4826583712249377,-0.2613487698636352,-0.8616351079128982,0.0,-0.8271180840696275,-0.30782467889857834,-0.9779366105849986,-0.36816496507276814,0.0,-0.41904957018371863,-0.34982329368642157,0.11794631803920803,-0.28943268059830707,-0.15478535762287388,-0.007315098431417004,0.5382818611682598,-0.6469888305023261,-0.23576618020877002,-0.006296148166093356,-0.13971598348655326,-0.31758034621049525,0.07054295466932804,-0.23160874888064717,-0.14882775647151392,-0.41714499823456597,0.14073597485301703,-0.2522685450931792,-0.09299360866532404,-0.02628147379520963,-0.04789516507310053,1.0555061677869102,0.30980866458940975,0.21802206230729443,0.15415798341005008,0.4878825063202729,0.6796781959074693,-0.032084598674938875,-0.024763385355870762,0.15034137150145443,0.023066324602775475,0.05281131260654083,-0.024019782889254066,-0.250449724889819,-0.003083338090529484,-0.4391882021598723,-0.41651417474775726,0.40324344710993265,-0.16358449066543454,-1.0075549725080257,-0.058428268389381
8,5053.374233126982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4852208423020423,-0.17325644690551045,-0.8596037478611487,0.0,-0.5564472890675651,-0.2799493354938296,-1.027460008200409,-0.4196708521493869,0.0,-0.40375768686526736,-0.6075412812954437,0.18910660504455823,-0.4801059176098563,-0.26505145779311373,-0.028159520374828217,0.9045683609537716,-1.0837748564376675,-0.42387136461662134,-0.014256483033491928,-0.22211916905491264,-0.4931426124210223,0.13022341729381554,-0.34442356699833165,-0.2637854451992236,-0.46630046851093965,0.2894364926707935,-0.42730538718803224,-0.16211052953505778,-0.04108127909100037,-0.06759793876741253,1.6617945925106685,0.5085780265385116,0.3081768084620709,0.23549819549334952,0.690718354336918,1.1185535190045803,-0.09172520346958368,-0.06654661125098069,0.24139448324096074,0.024620157842319985,0.039176042462679646,-0.01815880794048001,-0.28991494722125305,-0.003494271535894818,-0.8952576133368317,-0.6352437084437293,0.4076729437645311,-0.17554419994034862,-0.7727688210491795,-0.057421707997007874
9,4585.84040184685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4899684621735183,0.20382085370367203,-0.8957439316145225,0.0,0.5482595628227585,-0.19645321485542294,-1.2608733138887618,-0.6341430556045822,0.0,-0.34337992125449246,-1.1453728187223056,0.678441817893283,-1.1514523409608868,-0.7003422537845307,0.4533100261760295,2.9308737049982505,-3.0123203499323115,-1.239856475305193,0.0013094441178574945,-0.5519527036834375,-0.9872391482404917,0.5367582073250954,-0.9511604728614517,-0.7001177060416909,-1.3176527412881924,1.072592846581935,-1.2218287417991958,-0.4548318090628659,-0.07160263855818161,-0.20183054167448622,2.9470977473853583,1.0288879576484709,0.2210010578743442,0.42586955709664553,0.6124876650243438,2.485392635404641,-0.6489857029006808,-0.34549359086337517,0.529876898913082,-0.0777909234793472,0.06452753723254695,0.010472313987614633,-0.13855260280524578,0.012050399455454119,-1.5686268568350115,-0.23430926554720322,1.4737632991114142,-0.1649285941524502,0.0513118485728139,-0.03487736851511114
