Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_low,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_low,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_low,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_low,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_low,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,b_walk_cost,g_walk_vgvi,g_walk_stressJct
10,4751.256629181716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6626447008237983,0.3471283429893372,-1.0403844530980717,0.0,0.6699355575776645,-0.15302653418595047,-1.4856895227996845,-0.7386581233247209,0.0,-0.40109931539603155,-0.3741363387648031,0.7407053326477354,-0.6619678143963609,-0.5767011030151681,0.9907261018044313,3.1774482988838817,-2.6558810838969187,-1.4051054450171083,0.053307624149857784,-0.26445011063955953,-1.3716990084176812,0.47328771670695235,-0.7315822621514888,-0.935184306849566,0.6285062959520136,1.4688065231175451,-1.5412684251179989,-0.5896548540328742,-0.0392486564847544,-0.1879883174120101,1.4590848165771735,0.8528771879774231,-0.5372845773571381,0.08689256662666624,-1.0226423479417104,2.0502062476526426,-1.0884322650811318,-0.6447381439850641,0.30822860458025636,-0.27459820810166846,-0.043980265542509896,-0.03809657620013403,-0.2734249787708252,0.03373398580840084,-2.6448084685754303,0.764447851405543,-8.584857953175262E-4,-0.043452489694704555,0.8930130626579053,0.047261171514117004
11,4713.968092800516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.843920178262054,0.6968303714746715,-1.1930357612107165,0.0,1.3373477010671153,0.010408251290637965,-1.8424986060950863,-1.0021571313919722,0.0,-0.4129837250366001,-1.0903461662769756,0.598427708495167,-0.7018195904751914,-0.8179018203849153,0.621051034238606,2.9741150198789295,-2.854247407099748,-1.9095499423450626,-0.12116180345735447,0.0041783609254074094,-1.4451741417266546,0.7709998761361878,-0.7682577678068441,-1.1995587178170926,1.163228159069758,2.495268056956146,-1.9246860466592772,-0.8573665859700015,0.01785356898269852,-0.19596707245955403,1.3981465499381525,1.0154191532641816,-0.863401138957022,-0.05651092742678822,-1.353522944527733,2.7340431838216195,-1.6046324239027645,-1.0213663520111738,0.36455108678785575,-0.41443568752280063,-0.05365497268103828,-0.023454943682436773,-0.2911439472282324,0.05358871096488364,-2.705356787922035,0.8143905709282204,0.09210099458598654,-0.042661718703914116,0.8081251971622968,0.04596482083816618
12,4681.121359233086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0553871093851797,1.2162967129644184,-1.361616872444728,0.0,2.174964311408199,0.3347394408486951,-2.322562230568999,-1.4314498802738216,0.0,-0.3944501511196304,-1.1388510086205055,0.7522670491915725,-0.5124613663501241,-1.0313389084762732,0.8584667144178982,3.2334430909760847,-2.9387603876670085,-2.641398420362109,-0.30140411159989666,0.5222848933951527,-2.0026747518683266,0.9384436442126514,-0.8255520969638327,-1.5348723322906386,1.2608467070622982,3.455465395461223,-2.172411005656608,-1.2605559999235971,0.04253604581521635,-0.13669346820735676,1.1589769076938903,1.085745349184324,-1.1550949504373724,-0.3182682049211928,-1.4819257382077633,3.2745182496210736,-2.1227079818175705,-1.5396806845681987,0.37116495063770094,-0.5244721545946489,-0.06078478075114976,-0.026777859392677704,-0.2647042159621425,0.08226276099912762,-1.7020676678209128,0.1129657375453611,0.06768501288837869,-0.04271831126205267,0.5967457671083641,0.04092211784497089
13,4570.3220680407485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.204405197149641,1.575132103837856,-1.1761104370136495,0.0,2.3620314208710265,1.0197773161831882,-2.517822520893147,-2.040497730147953,0.0,-0.20580818621922684,-0.8623710288777522,1.1756887461945313,-0.3998237661080239,-1.0808664544832476,1.0082493646635768,3.3944589241203933,-2.5232013462071614,-3.4513323183049383,-0.5201866548574665,1.1957279188564145,-2.19066008800651,1.0902016850164271,-0.5593041342530075,-1.85630555594296,1.8804744465179422,4.064897474639109,-2.048264933030091,-1.654183416303996,-0.014150585011966352,0.20457125091233228,1.1353444967237634,0.9953395699958917,-0.9356198871775221,-0.568134478944701,-0.5368210813420545,3.2800206383049098,-2.231639765917103,-2.062204415783513,0.3404217686296691,-0.4431739901176328,-0.04973784144822705,-0.033935638229242455,-0.27407521375611227,0.1275589603448536,-1.6895132426422745,0.06559038922086947,0.18822021324740934,-0.0429140074458342,0.679602614940146,0.050162902862908296
14,4489.175599487072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3386708671080276,1.8061959359678739,-0.8546010636912551,0.0,2.2355186973630334,1.8296810371935632,-2.556196845344083,-2.6589846440939433,0.0,0.11982960716318466,-1.097711408617466,1.0754069220048152,-0.2983547508115221,-1.0569196992901488,0.8695863377703905,3.698308319277691,-2.323316029624629,-4.327040600939314,-0.6509472505552673,1.296077000699841,-2.475877811588053,1.1816140704571267,-0.43190944602496706,-2.0157502612572213,2.3013001798857227,3.6218879831889232,-1.5362703966332354,-1.9570508196388376,-0.22200666305948397,0.7266542784693918,0.860816223725662,1.1987617243473252,-0.866351276654215,-0.9330299059799902,-0.10232937821420507,3.505987545897667,-2.321921814149692,-2.6411592082563615,0.21577579784178846,-0.27767554205476075,-0.057643186956020866,-0.03118603068912463,-0.2840533772623064,0.1833549611338089,-1.6205013470029452,-0.009280764075002931,0.2897786801589579,-0.041991291800562436,0.6903425505816417,0.06070589594323858
15,4410.951740469565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4500277279595504,1.811349341058354,-0.42551891895896254,0.0,1.8004040121173184,2.5215923317970805,-2.3250161658805752,-3.208087522021201,0.0,0.6547695387529515,-1.5384722876530001,1.0151337625996273,-0.36381171023424996,-0.9795270985925338,1.23405347724582,3.5205501890461375,-2.3142015494845882,-5.189825009782762,-0.7201138017647133,0.891869830976128,-2.566174412060614,1.3673445799240063,-0.6196302985762241,-1.932447561185386,2.208776124213422,3.8804271176952265,-1.3716597193436113,-2.3465787942565903,-0.38888905279091307,0.8904978883907315,0.7853676677838607,1.3219738535777457,-0.5038455672455497,-0.9633017616383406,-0.1640345469632034,3.1436489534239653,-1.8733113241368076,-3.10933339911069,-0.09134549931864894,0.2171543391638619,-0.06613709190501556,-0.02423364084434681,-0.2839011717794895,0.26019228720444443,-1.5197408057608042,-0.04376588815699319,0.2625292003649569,-0.043978538994678754,0.7318108102618407,0.07477073518353611
16,4356.9217931906705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4854561813616716,1.8585789007760845,-0.37073165498170124,0.0,1.7327322739674218,2.575365935031488,-2.1716115710064368,-3.521667489257397,0.0,1.0128991155869258,-1.554577707080988,1.2333782342704487,-0.276627894445425,-0.8867162462700879,1.1195290552973878,3.157825104983644,-1.939510355877395,-5.647735300477105,-0.7564533995676337,0.7894468368476343,-2.8237656777793765,1.040778645172495,-0.5253711163682176,-1.7436263125249485,1.8360142134753317,3.7139959053726237,-1.5019326285549142,-2.571993057065312,-0.5479043490661561,0.7333090326382554,0.7930988861129636,1.377046554989723,-0.4441030112628948,-0.5840579713447336,-0.32949690170319784,3.121145299866394,-1.5493751786522427,-3.395004951662535,-0.287477830808239,0.587519100168578,-0.08241838328662461,-0.027678437208580247,-0.27153695652647347,0.33293801909341686,-1.7152357680549477,0.01716842517130529,0.2727108853106493,-0.04676077066957866,0.7892688481355831,0.09093341308565216
17,4269.988850625524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.509404957676692,1.8816533128615676,-0.39708751166940137,0.0,1.7764207284991322,2.1866381856930364,-1.8804841322693315,-3.923153633486726,0.0,1.4904586266764215,-1.4392807672073253,1.5599185784687688,-0.1628537875588439,-0.6842300355675479,0.6725442003262894,3.140491441123572,-1.6619142963645583,-6.322748545135007,-0.7733580624998254,0.6713146724955946,-2.184149451905717,0.9783257998544084,-0.18978103005930141,-1.2443936473227777,1.3303105372062454,3.444040459921654,-1.4749887755533164,-2.722320195884704,-0.7515982214669712,0.49803826272438834,0.9301194960889453,1.3705280681934535,-0.33334868835857134,0.20978011399367258,-0.4742734464605679,3.0683140131002946,-1.1191318160074748,-3.7303019117504603,-0.5358430973434037,1.0905404536624985,-0.07183996612388131,-0.024348395952052848,-0.28277928869246777,0.45833908361989867,-1.6723061313937746,0.14250405058923,0.16428581527687885,-0.05050669268319226,0.850888911519843,0.11734722627207357
18,4184.954335648894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1728796692357246,1.730715088274406,-0.4890236651991721,0.0,1.5201663850228546,1.5197908378516871,-1.6912688337112978,-4.0235927381407315,0.0,1.3071340739372825,-1.0886595529278562,1.0662045341512072,0.14198462783213228,-0.1368361563774324,0.7374229459186119,2.755879458647264,-1.5511466958387794,-6.559053703311218,-0.7791496838130987,0.9153819657384696,-1.8806421028302291,1.4249816115488811,-0.3352009643661551,-0.8702690572081253,0.7996727815356185,3.0890961651571134,-1.6635867159243154,-2.7504289218612006,-0.9614931557173483,0.34556938326998476,1.075893808545259,1.4650354119357833,0.07521427142311482,0.48243608672673355,-0.32286428487780494,3.0637117441596633,-1.2974901521406297,-3.7184470924504,-0.6067212261870122,1.089192677000806,-0.06375610550417206,-0.02914914646083301,-0.2791373240464667,0.600201755516326,-1.8187993551747716,0.2816531051056105,0.09767226795931196,-0.05354413016794389,0.9211145519228745,0.14784677520094616
19,4094.3720044004954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.594045016299548,1.3969117108110256,-0.5503447175218106,0.0,1.1109383955087844,0.8993103792424582,-1.7479053004574359,-3.939727000459528,0.0,0.6504734682912046,-1.0168329536477743,1.170492571787827,-0.4565619903731847,0.1912623945841625,0.34023531333264584,2.448005350588679,-1.8865756692376976,-6.399983585154511,-0.8212833340738367,1.0397819827984802,-1.8084675483248471,1.5100627620634308,-0.2657316521268027,-0.5712126060880203,0.38136561675192826,2.7042995224324455,-1.9908483125007121,-2.7578077949911184,-1.1013212227269746,0.30794621736786454,0.973959178229539,1.4487460522826636,0.5111180979248553,0.40604744471853116,-0.07588785364108108,2.4428307485928027,-1.6437302026653238,-3.3597302048653734,-0.6511396954054136,0.8400257993999468,-0.07788850370224744,-0.024718960511443195,-0.2806862666673371,0.7695309395321073,-1.784483929206388,0.25195807245042107,0.10027215026583047,-0.05295252606907307,0.9564290937376294,0.1837825578520784
20,4003.772113711802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9917968026987172,1.1427665984361857,-0.6392750233346226,0.0,0.6790421181609552,0.5658145864036925,-1.9552266411882844,-3.657965288513691,0.0,-0.05806512578812839,-1.1875262035713854,1.3707792985174279,-0.15480189464349442,-0.4931312517352354,0.5833959945936074,2.045809300259936,-2.147043399646014,-5.66702436932545,-0.8222559155937824,0.8282642865648525,-1.5102278596105467,1.3842502538249333,0.010314437599123594,-0.4178573784484334,0.3826058483223172,2.293298726411877,-2.157638229262232,-2.6848441470304043,-1.1196874555830154,0.5340813864376212,1.3888379426889594,1.7154600177131887,0.2984371561257617,0.3604352124056823,0.22399527575659323,1.8747848225572687,-1.749362816138232,-2.622584046440793,-0.5681567480486307,0.49155751030839767,-0.07454273713404751,-0.020114681448655393,-0.2963047053454383,0.9451795732612434,-1.6358365194896705,0.1803553849240555,0.14224407032979974,-0.05808320836075312,1.0476256962988588,0.22642965135318743
21,3921.388767505473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.081643739533643,1.3906639279736004,-0.5703025682114737,0.0,0.8703770370604406,0.6979636336777553,-1.9531037241367994,-3.056348559071921,0.0,-0.22029581013662117,-1.1330190283078134,1.2789658506733117,-0.42149789782736136,-0.48298496100585414,0.5671457352962027,2.0744330965136752,-1.6300442037163103,-3.841284962905513,-0.7679172886412928,0.48022229326275506,-1.3106191457978582,1.602309373781312,-0.13346415845683438,-0.8684642841370513,0.6430623958958521,2.0085701819475723,-2.1482378217513465,-2.5993325353461443,-0.9755127714715578,0.9244811948275256,2.166076577436017,1.3419291128928175,0.28508942606228954,-0.05951756327836788,-0.043599857214915605,1.7330256374186703,-1.1282573155301663,-1.6590319022397861,-0.18837590274065358,0.10064707651920779,-0.07842779397681454,-0.024436470002590905,-0.3122901143953237,1.1275495806651799,-1.3775248372714968,0.0015186735541133367,0.253592334424046,-0.06728315771037613,1.191066889866007,0.28125541100021617
22,3872.2508009203966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.319021666593137,1.3562645487716953,-0.3010941565500812,0.0,0.7176376934642819,0.8365003143099681,-1.5249243459235466,-2.6125016495494644,0.0,0.04099877757145562,-1.0530646376656696,1.1939319100073862,-0.4550093875999388,-0.4477672264831397,0.448108758396928,2.1605518943860558,-1.734036222545087,-2.7221881119391576,-0.699159194668435,0.4677660819146926,-1.205121158911107,1.508191173027512,-0.271963649677598,-1.1753682377162158,0.5261628773985974,2.180118947248792,-2.050863135764906,-2.605206489592365,-0.8041982618390552,0.940498793248249,2.1798737656498766,1.181562188513626,-0.13010030060977257,-0.20593520637649185,0.19055105119565927,1.8910969471058832,-1.0109768173147449,-1.336457773424403,0.021924690712654377,-0.0929238379340131,-0.08808969855577363,-0.02764246508446019,-0.31735898060322665,1.2165639949700324,-1.2781731031573853,-0.05122411130513326,0.266047092842938,-0.06837093639482195,1.2180534099961087,0.3147675347016677
23,3851.0080089157887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.360695134636455,1.2759007691585011,-0.4051863995806371,0.0,0.7566904689972417,1.161129873661567,-1.5045293888960036,-2.279944073436984,0.0,0.13741369771873724,-1.1558419850633315,1.104830449071137,-0.420079820969004,-0.6325830529397195,0.5190725408684282,2.304084260719154,-1.8039151209937885,-2.0970614789325235,-0.611518844424542,0.6464091494714655,-0.9490367933921473,1.1628056516832237,-0.3595012828232893,-1.2841183115364723,0.2784382700578263,2.3058336633828755,-1.7655615561215972,-2.530528321904156,-0.5994054803276929,0.8133601085756079,2.0347898817462853,1.002874848869625,0.18878348914142257,-0.3499876398913033,0.20511809535669281,2.161053798802875,-1.031464186684365,-1.3364229537461179,0.12109780090711553,-0.029544583474954034,-0.08984399790053989,-0.027594271098709593,-0.3244136799347235,1.2664335019205686,-1.308311524422214,0.016286404208461412,0.2279436653758905,-0.06776712132145786,1.2124975068472057,0.34560228358813055
