Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_low,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_low,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_low,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_low,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_low,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct
10,4751.256629181618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.662644700823845,0.34712834298935447,-1.0403844530980912,0.0,0.6699355575777428,-0.153026534185957,-1.4856895227997318,-0.7386581233247469,0.0,-0.4010993153960354,-0.3741363387648841,0.740705332647771,-0.6619678143964424,-0.5767011030152114,0.9907261018044347,3.1774482988840385,-2.6558810838971194,-1.4051054450171827,0.05330762414985415,-0.26445011063959456,-1.3716990084177243,0.47328771670697345,-0.7315822621515267,-0.9351843068496027,0.628506295951982,1.4688065231176046,-1.5412684251180562,-0.5896548540328976,-0.03924865648475778,-0.18798831741201844,1.4590848165773544,0.8528771879774869,-0.5372845773571204,0.08689256662668951,-1.022642347941669,2.0502062476527767,-1.0884322650811606,-0.6447381439850811,0.30822860458028456,-0.2745982081016722,-0.04398026554246036,-0.03809657620011394,-0.27342497877081234,-0.04345248969470154,0.03373398580840066,-2.644808468575556,0.7644478514055218,-8.584857952611408E-4,0.8930130626580794,0.047261171514127516
11,4713.96809280039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.843920178262149,0.6968303714747046,-1.193035761210756,0.0,1.3373477010672514,0.01040825129063494,-1.8424986060951778,-1.0021571313920212,0.0,-0.41298372503661507,-1.0903461662772322,0.5984277084951588,-0.7018195904752923,-0.8179018203849759,0.621051034238497,2.9741150198789947,-2.8542474070999053,-1.909549942345145,-0.12116180345737304,0.004178360925390645,-1.4451741417266883,0.7709998761362556,-0.7682577678069219,-1.1995587178171645,1.1632281590697717,2.495268056956305,-1.9246860466594216,-0.8573665859700554,0.017853568982694273,-0.19596707245957853,1.3981465499384604,1.0154191532642947,-0.8634011389569964,-0.05651092742675326,-1.3535229445276489,2.734043183821888,-1.6046324239028231,-1.0213663520112066,0.3645510867879057,-0.4144356875228111,-0.053654972680964266,-0.023454943682402737,-0.2911439472282222,-0.04266171870390897,0.05358871096488558,-2.7053567879225455,0.8143905709283785,0.09210099458609154,0.8081251971625847,0.04596482083818262
12,4681.121359232928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0553871093855554,1.2162967129649414,-1.3616168724449669,0.0,2.174964311409211,0.3347394408489756,-2.3225622305696048,-1.4314498802742854,0.0,-0.3944501511196586,-1.1388510086210906,0.7522670491916106,-0.512461366350059,-1.0313389084765374,0.8584667144178371,3.2334430909762037,-2.938760387667028,-2.641398420362793,-0.3014041116001084,0.522284893395645,-2.0026747518687125,0.9384436442130273,-0.8255520969640555,-1.534872332291029,1.26084670706228,3.4554653954625096,-2.1724110056571377,-1.2605559999240543,0.04253604581526202,-0.13669346820738754,1.1589769076941971,1.0857453491845772,-1.1550949504375971,-0.3182682049213752,-1.4819257382077495,3.274518249622044,-2.122707981818131,-1.5396806845686999,0.37116495063778693,-0.5244721545947656,-0.060784780751028625,-0.02677785939262137,-0.2647042159621128,-0.04271831126204335,0.08226276099915501,-1.7020676678207354,0.11296573754493167,0.06768501288847492,0.5967457671086271,0.04092211784499099
13,4570.322068040337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2044051971503014,1.5751321038385193,-1.176110437013633,0.0,2.362031420872126,1.0197773161840678,-2.5178225208938527,-2.040497730148944,0.0,-0.2058081862190845,-0.8623710288783704,1.1756887461949816,-0.3998237661080785,-1.080866454483443,1.0082493646635073,3.3944589241208067,-2.523201346206383,-3.4513323183060365,-0.5201866548578431,1.1957279188572782,-2.190660088006652,1.0902016850171663,-0.5593041342531411,-1.8563055559436341,1.8804744465181322,4.064897474641073,-2.048264933030803,-1.6541834163047735,-0.014150585011919167,0.20457125091250233,1.1353444967244188,0.9953395699962173,-0.9356198871775461,-0.5681344789450536,-0.5368210813412776,3.2800206383061328,-2.231639765917817,-2.062204415784395,0.34042176862976875,-0.44317399011768743,-0.049737841447999705,-0.033935638229152645,-0.2740752137560724,-0.04291400744582029,0.1275589603449125,-1.6895132426422521,0.06559038922044891,0.18822021324750943,0.6796026149406672,0.05016290286294618
14,4489.175599486385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3386708671091014,1.806195935969166,-0.854601063691055,0.0,2.2355186973643804,1.8296810371957655,-2.5561968453451795,-2.6589846440959275,0.0,0.11982960716370786,-1.0977114086186186,1.0754069220050668,-0.29835475081139584,-1.0569196992900158,0.8695863377695952,3.69830831927852,-2.323316029622931,-4.3270406009409665,-0.6509472505558265,1.296077000700082,-2.47587781158884,1.1816140704577918,-0.43190944602491654,-2.0157502612583724,2.3013001798858923,3.621887983190465,-1.5362703966336646,-1.9570508196402414,-0.2220066630596499,0.7266542784703143,0.8608162237260515,1.1987617243479143,-0.8663512766540351,-0.9330299059809293,-0.10232937821255661,3.5059875458992877,-2.3219218141504796,-2.641159208258039,0.21577579784171924,-0.2776755420545295,-0.05764318695570879,-0.03118603068898735,-0.28405337726223434,-0.041991291800537886,0.18335496113394648,-1.6205013470033858,-0.00928076407540969,0.289778680159147,0.690342550582445,0.06070589594330604
15,4410.95174046866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.450027727961013,1.8113493410599053,-0.42551891895906185,0.0,1.800404012119511,2.5215923317994946,-2.325016165882209,-3.2080875220234013,0.0,0.6547695387531972,-1.5384722876545611,1.0151337625998782,-0.3638117102343198,-0.9795270985920551,1.234053477245232,3.5205501890473596,-2.314201549482615,-5.189825009782433,-0.7201138017651889,0.8918698309748784,-2.566174412059653,1.367344579925302,-0.6196302985758153,-1.9324475611868757,2.2087761242132817,3.8804271176972307,-1.3716597193436852,-2.346578794257985,-0.38888905279082914,0.8904978883920306,0.7853676677849598,1.3219738535783996,-0.5038455672451088,-0.963301761639178,-0.16403454696159836,3.143648953426376,-1.8733113241374375,-3.1093333991121286,-0.09134549931856156,0.2171543391641308,-0.06613709190449102,-0.02423364084413207,-0.2839011717794193,-0.04397853899464559,0.2601922872045627,-1.519740805761293,-0.04376588815714064,0.2625292003648045,0.7318108102629279,0.07477073518362144
16,4356.92179318993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4854561813633453,1.8585789007772915,-0.37073165498111926,0.0,1.7327322739691273,2.575365935036069,-2.17161157100913,-3.52166748925899,0.0,1.0128991155855538,-1.5545777070830926,1.2333782342686646,-0.2766278944455641,-0.8867162462694722,1.1195290552980603,3.1578251049849593,-1.9395103558753763,-5.647735300471558,-0.756453399567826,0.7894468368461836,-2.8237656777809406,1.0407786451755021,-0.5253711163708463,-1.743626312528579,1.8360142134757629,3.71399590537704,-1.5019326285557901,-2.5719930570669294,-0.5479043490653455,0.7333090326402362,0.7930988861140145,1.3770465549907986,-0.4441030112620463,-0.5840579713485348,-0.329496901701283,3.121145299868714,-1.5493751786537375,-3.395004951662728,-0.2874778308075425,0.5875191001674898,-0.08241838328599825,-0.02767843720832679,-0.2715369565262617,-0.04676077066952532,0.3329380190931881,-1.7152357680564099,0.017168425170994463,0.2727108853106306,0.7892688481368344,0.09093341308568688
17,4269.9888506242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5094049576792323,1.881653312863063,-0.3970875116688556,0.0,1.7764207285017262,2.1866381856977255,-1.880484132272082,-3.9231536334898403,0.0,1.4904586266758122,-1.4392807672090324,1.559918578468399,-0.16285378755897256,-0.6842300355662922,0.672544200322758,3.1404914411250275,-1.6619142963593756,-6.322748545122844,-0.7733580624996764,0.6713146724942142,-2.184149451909021,0.9783257998560617,-0.18978103006247843,-1.2443936473266304,1.3303105372035475,3.4440404599264007,-1.4749887755559015,-2.7223201958878143,-0.7515982214661692,0.4980382627250185,0.9301194960904458,1.37052806819483,-0.33334868835845727,0.20978011399186103,-0.47427344646003633,3.0683140131036604,-1.1191318160076915,-3.730301911750699,-0.5358430973431704,1.090540453662331,-0.07183996612310219,-0.024348395951734172,-0.2827792886920568,-0.05050669268312594,0.45833908361982534,-1.672306131397537,0.1425040505895132,0.16428581527673627,0.8508889115217297,0.11734722627219028
18,4184.954335647612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.172879669240035,1.7307150882773583,-0.4890236651990978,0.0,1.5201663850265053,1.5197908378592175,-1.6912688337143793,-4.023592738144522,0.0,1.3071340739372408,-1.0886595529314427,1.0662045341508328,0.1419846278306645,-0.13683615637787672,0.7374229459195747,2.7558794586487174,-1.551146695835497,-6.559053703286013,-0.7791496838128622,0.9153819657375312,-1.8806421028318279,1.4249816115483844,-0.3352009643660663,-0.8702690572134101,0.7996727815352931,3.0890961651631654,-1.6635867159258835,-2.7504289218649234,-0.9614931557151775,0.3455693832712162,1.0758938085485459,1.4650354119380897,0.07521427142151427,0.4824360867244504,-0.322864284878146,3.0637117441670387,-1.2974901521413684,-3.718447092449505,-0.6067212261857696,1.0891926769995752,-0.06375610550301547,-0.02914914646039147,-0.2791373240460581,-0.05354413016786848,0.600201755515752,-1.8187993551784973,0.28165310510596187,0.09767226795898727,0.9211145519250231,0.1478467752010176
19,4094.3720043987823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5940450163044897,1.3969117108152083,-0.5503447175234848,0.0,1.1109383955141725,0.8993103792501524,-1.7479053004606728,-3.9397270004661293,0.0,0.6504734682910537,-1.0168329536516785,1.1704925717844996,-0.4565619903740999,0.19126239458409455,0.3402353133338999,2.4480053505890376,-1.8865756692370845,-6.399983585111265,-0.8212833340733724,1.039781982799129,-1.8084675483270922,1.510062762065249,-0.26573165212794114,-0.571212606093185,0.38136561674991193,2.704299522438193,-1.9908483125039602,-2.7578077949962876,-1.1013212227251077,0.30794621736874067,0.973959178232587,1.4487460522836033,0.5111180979257057,0.4060474447166528,-0.07588785364024564,2.4428307486004406,-1.643730202667185,-3.3597302048634625,-0.6511396954038439,0.8400257993980833,-0.07788850370083822,-0.024718960510903807,-0.28068626666675806,-0.05295252606896964,0.7695309395318123,-1.7844839292121895,0.2519580724515218,0.10027215026524215,0.9564290937404728,0.183782557852274
20,4003.7721137094836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9917968027030541,1.1427665984393822,-0.6392750233367781,0.0,0.6790421181683253,0.565814586411128,-1.9552266411936514,-3.6579652885246254,0.0,-0.058065125789927285,-1.1875262035776317,1.370779298516786,-0.1548018946420181,-0.4931312517412192,0.5833959945908014,2.0458093002624462,-2.1470433996445712,-5.667024369257593,-0.8222559155934479,0.8282642865636366,-1.5102278596126348,1.3842502538289054,0.010314437595556447,-0.41785737845207316,0.3826058483179633,2.293298726416699,-2.157638229268468,-2.6848441470370523,-1.1196874555818852,0.5340813864392269,1.3888379426917214,1.7154600177140584,0.29843715612754007,0.36043521240423515,0.22399527575957456,1.8747848225618189,-1.7493628161410144,-2.6225840464372263,-0.5681567480470785,0.49155751030655404,-0.0745427371324556,-0.02011468144800512,-0.29630470534470643,-0.058083208360623556,0.9451795732617091,-1.6358365194969053,0.18035538492563302,0.14224407032897768,1.047625696302486,0.22642965135360868
21,3921.3887675027117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0816437395341465,1.3906639279743458,-0.5703025682094266,0.0,0.870377037062021,0.6979636336849633,-1.9531037241452653,-3.056348559093563,0.0,-0.220295810141352,-1.1330190283135888,1.2789658506773287,-0.42149789783804553,-0.4829849610033226,0.5671457353029404,2.074433096515027,-1.6300442037072937,-3.841284962816502,-0.767917288643446,0.4802222932617409,-1.310619145793316,1.6023093737839265,-0.1334641584550284,-0.868464284136192,0.6430623958905187,2.0085701819543185,-2.1482378217590545,-2.599332535353584,-0.9755127714716049,0.9244811948294795,2.166076577442047,1.3419291129074842,0.2850894260586143,-0.059517563278776775,-0.04359985721342585,1.7330256374335993,-1.1282573155382236,-1.6590319022434712,-0.18837590274016658,0.10064707651912186,-0.07842779397466142,-0.024436470001882475,-0.3122901143945799,-0.06728315771027406,1.127549580665575,-1.3775248372778883,0.0015186735564874099,0.25359233442194107,1.1910668898693433,0.2812554110005532
22,3872.2508009187977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3190216665855012,1.35626454877951,-0.30109415656178085,0.0,0.7176376934717026,0.836500314313654,-1.5249243459463466,-2.6125016495896447,0.0,0.04099877755742373,-1.0530646376741444,1.1939319100059032,-0.4550093875917221,-0.4477672264848786,0.4481087583921698,2.1605518943917104,-1.7340362225405168,-2.7221881118816995,-0.6991591946722849,0.46776608191130803,-1.2051211589167834,1.5081911730334765,-0.27196364967519776,-1.1753682377055952,0.5261628773949181,2.180118947254084,-2.0508631357795335,-2.6052064896007323,-0.804198261845311,0.9404987932478978,2.1798737656510214,1.181562188526116,-0.1301003005956099,-0.2059352063697897,0.1905510511934626,1.891096947104474,-1.0109768173216764,-1.3364577734426224,0.02192469070443198,-0.09292383792547518,-0.08808969855345183,-0.027642465083594085,-0.3173589806020346,-0.06837093639460794,1.216563994967347,-1.2781731031699166,-0.05122411130104055,0.266047092841012,1.2180534099993383,0.31476753470089025
23,3851.0080089148837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3606951346324796,1.275900769153095,-0.4051863995787004,0.0,0.7566904690004883,1.1611298736562277,-1.5045293889121396,-2.279944073475845,0.0,0.13741369770696527,-1.1558419850727215,1.1048304490875347,-0.42007982099590835,-0.6325830529356132,0.5190725408965492,2.304084260708836,-1.8039151209674797,-2.097061478910432,-0.6115188444321693,0.6464091494669989,-0.9490367933875639,1.1628056516870604,-0.3595012828090248,-1.2841183115222365,0.2784382700601249,2.3058336633805534,-1.7655615561318099,-2.530528321906881,-0.5994054803347308,0.8133601085779827,2.034789881757161,1.0028748488882875,0.18878348914749576,-0.34998763988442894,0.20511809534410136,2.1610537988269183,-1.0314641867090502,-1.3364229537580556,0.12109780090327349,-0.029544583475326472,-0.08984399789762366,-0.02759427109779396,-0.32441367993387216,-0.06776712132133561,1.2664335019165072,-1.3083115244291728,0.01628640421204481,0.22794366537244715,1.2124975068486603,0.34560228358672984
