| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_40_54   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_high      |  0,0000000 |         |             |             |
| asc_carP                       | -2,2532640 | 0,12833 |  -17,55864  | 0,00000 *** |
| b_carP_p.age_group_agg_15_24   |  1,2391812 | 0,17423 |   7,11244   | 0,00000 *** |
| b_carP_p.age_group_agg_40_54   | -0,4252980 | 0,15596 |  -2,72689   | 0,00639 **  |
| b_carP_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carP_p.female                |  0,8262405 | 0,13360 |   6,18420   | 0,00000 *** |
| b_carP_hh.cars_gr_0            |  4,2111190 | 0,52974 |   7,94937   | 0,00000 *** |
| b_carP_hh.cars_gr_2            | -1,3638764 | 0,16204 |  -8,41713   | 0,00000 *** |
| b_carP_hh.cars_gr_3            | -1,8619305 | 0,26660 |  -6,98400   | 0,00000 *** |
| b_carP_hh.income_agg_high      |  0,2466311 | 0,19173 |   1,28636   | 0,19832     |
| asc_pt                         | -1,2350920 | 0,14366 |  -8,59717   | 0,00000 *** |
| b_pt_p.age_group_agg_15_24     |  1,1029547 | 0,14838 |   7,43319   | 0,00000 *** |
| b_pt_p.age_group_agg_40_54     | -0,4335220 | 0,12044 |  -3,59949   | 0,00032 *** |
| b_pt_p.age_group_agg_55        | -0,5514253 | 0,15676 |  -3,51768   | 0,00044 *** |
| b_pt_p.female                  |  0,4464997 | 0,10102 |   4,41980   | 0,00001 *** |
| b_pt_hh.cars_gr_0              |  5,4213879 | 0,51004 |   10,62924  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,5869441 | 0,12632 |  -12,56246  | 0,00000 *** |
| b_pt_hh.cars_gr_3              | -2,1120160 | 0,21213 |  -9,95636   | 0,00000 *** |
| b_pt_hh.income_agg_high        |  0,4366227 | 0,14040 |   3,10974   | 0,00187 **  |
| asc_bike                       | -0,3132431 | 0,19094 |  -1,64053   | 0,10089     |
| b_bike_p.age_group_agg_15_24   |  1,1728043 | 0,19184 |   6,11350   | 0,00000 *** |
| b_bike_p.age_group_agg_40_54   | -0,7326524 | 0,19401 |  -3,77636   | 0,00016 *** |
| b_bike_p.age_group_agg_55      | -1,2984961 | 0,29706 |  -4,37119   | 0,00001 *** |
| b_bike_p.female                | -0,6478183 | 0,26172 |  -2,47526   | 0,01331 *   |
| b_bike_hh.cars_gr_0            |  5,3081790 | 0,52403 |   10,12949  | 0,00000 *** |
| b_bike_hh.cars_gr_2            | -1,5867570 | 0,22469 |  -7,06213   | 0,00000 *** |
| b_bike_hh.cars_gr_3            | -1,8704953 | 0,34911 |  -5,35795   | 0,00000 *** |
| b_bike_hh.income_agg_high      |  0,6830451 | 0,23442 |   2,91376   | 0,00357 **  |
| asc_walk                       |  2,4527151 | 0,18313 |   13,39301  | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  1,3026221 | 0,19116 |   6,81446   | 0,00000 *** |
| b_walk_p.age_group_agg_40_54   | -0,1658541 | 0,15981 |  -1,03785   | 0,29934     |
| b_walk_p.age_group_agg_55      | -0,1213340 | 0,19662 |  -0,61711   | 0,53716     |
| b_walk_p.female                | -0,2100514 | 0,13119 |  -1,60117   | 0,10934     |
| b_walk_hh.cars_gr_0            |  5,4365108 | 0,52396 |   10,37580  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,1208750 | 0,16687 |  -6,71707   | 0,00000 *** |
| b_walk_hh.cars_gr_3            | -1,6377882 | 0,25355 |  -6,45947   | 0,00000 *** |
| b_walk_hh.income_agg_high      |  0,2612458 | 0,22551 |   1,15845   | 0,24668     |
| b_car_time                     | -0,1591084 | 0,01233 |  -12,90709  | 0,00000 *** |
| b_pt_time                      | -0,0366745 | 0,00344 |  -10,65883  | 0,00000 *** |
| b_bike_cost                    | -0,0689444 | 0,00798 |  -8,63675   | 0,00000 *** |
| b_walk_cost                    | -0,1046459 | 0,01045 |  -10,01400  | 0,00000 *** |
| g_bike_grad                    |  32,1167817 | 15,39734 |   2,08587   | 0,03699 *   |
| g_bike_stressLink              |  2,4022290 | 0,74259 |   3,23491   | 0,00122 **  |
| g_bike_stressLink_f            |  2,8121384 | 1,74105 |   1,61520   | 0,10627     |
| g_walk_vgvi                    |  0,3333709 | 0,22343 |   1,49206   | 0,13568     |
| g_walk_stressJct               |  5,0462750 | 3,24252 |   1,55628   | 0,11964     |


Iterations: 137

Start LL = 7175.705063219666
Final LL = 3628.8591981841832
