Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct
10,4531.246017320653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5674587459339644,1.2986643431428906,-0.36864956882161337,0.0,0.9573103963517179,2.5086253772495155,-1.6866134414834388,-1.6783614872217862,-0.2206630966275499,-2.2514687108968507,1.2698429356038248,-1.0695860010174894,-1.3689702801822237,0.7866822745832577,4.499526381243485,-3.262110593623853,-3.2300701092351645,0.3471952906421468,-0.5485959538841911,1.4779957900638392,-1.1143773000714772,-1.5688361781854052,-0.22260013726002909,4.4580239879407095,-2.3044741339816572,-1.4479797775466445,-0.015241839521833306,4.954100933227854,2.321853589382102,0.0,0.0,-0.585746073641218,6.0700483148789,-2.4148025953150727,-1.7295072168636836,-0.7053032345830066,-0.41706852279096746,-0.0798934169221509,-0.16685044928570833,-0.27896156450197257,0.019239956161726985,0.6649097124229915,0.7281682969472532,0.621846168247992,0.15154740729906754
11,4427.58290157427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7859845547241706,1.2787867023155346,-0.2767901980064409,0.0,0.7858289169597871,3.662474478079476,-1.4083076854600067,-2.126116370499779,-0.00286737070068549,-1.8294461015936199,1.9873298715935714,-1.1364102848922115,-1.2921969613305297,0.2197617675084762,5.818612454514153,-2.987499157629138,-3.8285373259814053,0.7162232760183657,-0.7226480156433274,1.2659131097933225,-0.9422005129047956,-1.750676063837357,-0.30093661262980476,4.714688840116783,-2.151080372494023,-1.8157362721176473,0.3074172884760088,4.648893065279693,2.5028334244835206,0.0,0.0,-1.1694404034049501,6.575100241436197,-2.8078399429906247,-2.3347344294639565,-0.8341324543174772,-0.4269450299646636,-0.09079573856146814,-0.16375596972280482,-0.2615492128512889,0.026538243795301005,0.6353058933526732,0.6369696649803527,0.5569978168944496,0.2402992195806295
12,4348.677221162432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2184098738195086,1.3994948699616263,-0.46742905808421176,0.0,0.7682708650175533,4.924688500616664,-0.7029162214893478,-2.2610913929511227,0.6337343228745786,-1.3968350918873145,1.8212684502119798,-0.6408825730504599,-0.8641651780636388,-0.32436909757599186,6.965204319313153,-2.5512875666764656,-4.344939849676172,0.9253998959045795,-0.2153417430963157,1.6329393686466627,-0.7255271132880224,-1.720513655238597,-0.526204368781834,6.09107311669558,-1.6687059033489609,-2.2916780809474386,0.8224711547258643,4.544943695496183,2.6102616069345865,0.0,0.0,-0.46605228687673117,6.475961956816297,-2.486070096240923,-3.037044459805613,-0.6335949544451598,-0.36301138246997977,-0.0869625651496585,-0.1702104090603347,-0.2209770225714554,0.03856862501032558,0.7033218734632893,-0.03315476790878025,0.8460382232473362,0.4380482836193179
13,4317.966692574242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2905146969767634,1.345455488499052,-0.39235733996280375,0.0,0.8717531144618959,5.236380287407663,-0.7950098220962543,-2.20481118785201,0.6523044987257107,-1.4216794240299537,1.7630341904134077,-0.6411576255508997,-0.7913145829846001,-0.2914669824738252,7.074623510573955,-2.525138090492796,-4.389744701254269,0.9142071068188578,-0.2503471239887429,1.5616494907055782,-0.6839144349143838,-1.607614098397523,-0.7337341243758374,6.281708357760292,-1.537132247302148,-2.3572292847970213,0.881240924968406,4.390231637140031,2.6206132273113343,0.0,0.0,-0.33528585489225154,6.5351243926012375,-2.370559689727609,-3.218182212531838,-0.5417131318317249,-0.35015643218284737,-0.08400394345796351,-0.16617044324996966,-0.209557905616416,0.03818764794798376,0.7146187424494359,-0.37566711480750176,0.8992452345807649,0.49935389736772356
14,4293.016397991707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.608552537049283,1.1283108164244322,-0.19062694596814947,0.0,1.165513162319211,6.0815425988220415,-0.9379309407236831,-1.9062345425916833,0.7176836292697722,-1.6835140122992907,1.5007107506785204,-0.7314519411590006,-0.5972293193326185,-0.06010549211961269,7.46141210602095,-2.6265720559696817,-4.4505457652433265,0.7718756922831743,-0.1251756677917542,1.2687706426549128,-0.4616192854684783,-0.9807512470388081,-1.585938210659557,6.869046105949626,-1.0227791281104779,-2.397498195219996,0.9490521915665707,3.6416491719545765,2.5156855840294146,0.0,0.0,0.06871723902827798,6.762479746292089,-1.8417069119414595,-3.8283501576494476,-0.11669581039271282,-0.3443421187737515,-0.0784119064290105,-0.16450494281999514,-0.21709305785914554,0.007958322400218442,0.8027927408768061,-0.12533790642717318,0.646685114048395,0.7310661819250674
15,4267.451309121877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.879247222454965,0.7433044681352949,-0.46686604710216395,0.0,0.4397939448766687,6.886691650811575,0.09908340425569695,-0.6295158402736576,0.6412538629232177,-2.566495290633832,0.5367468765964338,-0.6319722091610523,-0.32348909203208914,0.5039437003015118,8.28440782488305,-2.925186882032982,-4.014455856081397,0.4125831038427148,-0.6440961238981897,0.8554679261256268,-0.48101946045549193,0.8584261383759074,-0.628522191295519,7.747124831844761,-0.9333723822888225,-1.5321353344311972,0.2580090825595056,1.3979121802438725,1.5817988796881486,0.0,0.0,0.3056236955421677,8.70203691419087,-0.28922136346903615,-5.397062326706454,1.5358206123312326,-0.2686600394930079,-0.046537456309996665,-0.15024688680582113,-0.134115295347721,-0.17613598576442493,0.6565886823421608,-0.3412551479666372,0.6884534344617683,1.7343222362393913
16,4176.147279733699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.964387816002209,0.60361423709522,-0.7261450126202071,0.0,0.9183012848430188,7.1608946040633,-0.08357891995672204,-0.19366748939853456,0.2181676962753787,-2.2576227041936616,0.5596959105630281,-0.47011290165836145,-0.13469102589740276,0.6330569924243796,8.238425489924008,-2.3370125677201905,-3.3950021404158033,0.5831056722226461,-1.2382395764308076,1.1024538403096886,-0.30411607546436914,0.34475187981493305,-0.20148009702659075,7.910896295875357,-0.9193133646817768,-0.8244667197702314,0.08044225033539412,1.114385273811203,0.8149957132330352,0.0,0.0,0.7084167784136198,9.267413182206143,0.12490284805666185,-5.726312461752181,2.1374565157638017,-0.23825457241465212,-0.05159800929967881,-0.13385095884976772,-0.1350335135676803,-0.30430697774542814,0.5597795464180887,-0.08114767007524104,0.5138062780172913,2.2698239607389423
17,4135.436889516291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8450178636056562,0.2643035954157987,-0.39473162624452524,0.0,1.0717600340704072,6.234975016973706,-0.3622191032208544,-0.49656027283452564,0.0035863279557103167,-1.52031835638781,1.6008615981855714,-0.7126598714555066,-0.8027104390324746,0.924542619830121,7.549166425877878,-2.2162329501318525,-1.9428215087614336,0.37703540022241866,-0.8354370619660882,0.5047994103503293,-0.4862539809340647,0.12128749847520037,0.3240587217438584,8.748574326062213,-0.5413929992052378,-0.23485427704587836,0.19551557866953928,1.5656764265601855,0.775815024839019,0.0,0.0,0.5758204659733693,7.895679376346193,-1.4145133075622622,-4.750739873909605,1.724182447862386,-0.1433319978171695,-0.04229130049296033,-0.12590834918584734,-0.07382982226905091,-0.5646144583786472,0.4721103959770445,-0.09139995080518748,0.5828905345326276,3.4475655157975966
18,4054.970209836277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.470416233881293,0.33906897360512134,-0.3366682950154348,0.0,0.6004425061682063,5.726130158987774,-0.5142956735960769,-0.8879973151781151,0.0018927260530458825,-1.1483145646642854,1.5052615076679765,-0.4417633013213094,-1.1311788617512815,0.8105800504921673,6.880895025610643,-1.9340029698423546,-1.1249435078391627,0.2931366633710003,-1.405834040193335,0.10006487884861026,-1.1946630673986478,-0.09624032760962381,-0.08634116530759245,8.807270322657407,-0.5498941842845457,-0.2504302811518313,0.3171199293681627,2.2152433656239747,1.200253219168501,0.0,0.0,0.48428244326444514,6.946798614216286,-2.4610686090402627,-3.7089223166481595,1.2024131000229186,-0.10777496182221917,-0.03968612185444535,-0.09085937444925744,-0.09753245994517676,-0.7176011974656173,0.3657775097949615,0.08416351568328484,0.19987078265865105,4.252557048318632
19,3971.5841487163416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.266278230415573,0.5970678356202171,-0.3680884415210782,0.0,0.5127241215269562,5.469999808064124,-0.8796209179741856,-1.1481265724920084,0.008343409362518574,-1.0946997615114429,1.0353244307605407,-0.4134928732082764,-1.1466632670839905,0.7555024917264437,6.868463224066233,-1.9927947531998524,-1.1588066401993287,0.15749955751561234,-1.247753376280449,0.2736952665951341,-1.3270173200099749,-0.3825631139441658,-0.19306050690879062,8.292090324621423,-0.42138546011296846,-0.21154504184079437,0.49573564836283207,2.450586957427357,1.398951860966235,0.0,0.0,0.07420306204858829,6.378118236825008,-2.757677911328831,-3.0365634616713195,0.8958957309182932,-0.08205910211093083,-0.03132239291872152,-0.08562894151772461,-0.08883155297997071,-0.7942863551711757,0.3467459438560413,0.06449197134833447,0.12630808980639588,4.629535108328901
20,3898.9750850361593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9968123513553528,1.0647819693925342,-0.3944644990086987,0.0,0.2923129701749235,5.12626145649534,-1.1970814001507206,-1.6472827159883723,0.15173546854135125,-0.9965137274275528,1.3432396379978015,-1.0052667641530382,-1.0741835492741707,0.8256775934922406,6.462992919049457,-2.0527712304742627,-1.7233980433057794,0.3017272725787027,-0.9519585150485683,0.5476451869893475,-1.366334469195629,-0.6799513190126174,-0.4871574244933794,7.80944633746922,-0.9066790684364678,-0.5562843272842029,0.5304595673551666,2.6882752755969035,1.3684130388217772,0.0,0.0,-0.2748629083418599,5.777873094296875,-2.0594581796764193,-2.1160202127200156,0.5999500083560326,-0.0628509630993739,-0.023198880135361227,-0.07892211062642393,-0.09468525852253996,-0.837057513211015,0.34311663558958844,0.00388879031752154,0.004877806843600022,4.951279830195422
21,3851.2381032137637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0773869328353927,1.2804427542812473,-0.29710731829116904,0.0,0.5482361659692938,4.668248373247662,-1.2286539378128298,-2.0702257830775115,0.3488591481410075,-0.8512034335084937,1.5973390630377058,-0.680267012789192,-1.0955025410625874,0.8549709482552471,5.877356927426687,-2.0649561342951595,-2.2592890035576585,0.5620680649869457,-0.4263534160399839,0.6167392243613066,-1.197286926610833,-0.7532368153463218,-0.6951694265132469,7.121520930703121,-1.2231319330952568,-0.981136873171051,0.5876918362586825,2.6267217443261637,1.5418500746329027,0.0,0.0,-0.23544893422614888,6.080907550472971,-1.7539789826814056,-1.7349829729043333,0.16267081019844432,-0.04613077683509654,-0.022109132403975752,-0.08140120736074029,-0.09416727866633573,-0.8477212820206821,0.37699445400185483,-0.04788413714443067,-0.020284166983668268,5.088660376531469
22,3830.9917808389664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.11360514349174,1.3245631044787352,-0.18451473271011487,0.0,0.7490326696732859,4.371360879317047,-1.3574729468715405,-2.19124783365311,0.2798865528783113,-0.8324250800967826,1.6957720458942556,-0.38683581682670287,-1.0553117305267696,0.7769310021802407,5.908107700814741,-2.2724573059764497,-2.4358514597285637,0.5347991881349993,-0.36082415719072003,0.7650112404912818,-1.201806533109653,-0.8729563771380444,-0.7432854940595527,6.950551209146771,-1.6121427028167528,-1.3318056011630062,0.5382097705129636,2.3298248396093197,1.4589876019796246,0.0,0.0,-0.1526532001967285,5.944864647038868,-1.731118291916583,-1.7858117284572848,0.041971915423803074,-0.057981545105364976,-0.024742500889243298,-0.0814753131508582,-0.09182141131357771,-0.8315580763871127,0.3662006812958745,-0.048637641483622644,-0.08983031743223785,5.062962165092311
23,3828.609247337076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9168935229145,1.3931917474787816,0.27466746997648683,0.0,0.4675011472245933,4.125183083638359,-1.687531155899394,-2.234655159260451,-0.05431694997974368,-1.3594299686408706,1.7257210374796152,-0.5406687977324145,-0.3846395645488836,1.0805012548218214,5.882820683874021,-2.102778518926197,-2.659198158222793,0.38759371281328453,-0.03688069278554029,1.213941027678511,-0.3534400118189135,-1.2708421179721694,-0.3122084161876164,5.858101508205997,-2.394292424517414,-2.8280373219137624,0.607809736108311,2.114444509228008,1.7237315387757555,0.0,0.0,0.7698971674127841,5.653764017583837,-2.2007593733666226,-2.752919054118137,0.14342794425940308,-0.08424756148824561,-0.02424449302377471,-0.09442016975781134,-0.1050216168025315,-0.7292511241971729,0.39032470327129143,0.20938570913618154,-0.15532219715923312,4.6861464134332
24,3828.14313567739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.260302429926802,1.695875886819445,-0.5761609220708717,0.0,1.4221506986530952,4.359473272005257,-1.5384472111585255,-1.904187627242333,0.01844409845475252,-1.8062195772017848,1.8007927085849147,-0.49824077127888383,-0.34356903346074963,1.4152559275056484,5.554770562407044,-1.9461206929216623,-2.535407764237957,0.2601363206108611,-0.23915807581509402,1.6492029914912025,0.03814773697102353,-1.069357220731088,0.15722750055423618,4.796866247903064,-2.5012438784170254,-4.604580560703709,0.8362641226558568,2.6156443215762484,2.0711004151860672,0.0,0.0,0.06336805464804374,5.039921721941638,-2.010708339230192,-4.093477432542901,0.9644333457940312,-0.14192053165236185,-0.03283685303097509,-0.10440364318244018,-0.12636351587711722,-0.5590565079660761,0.4035365650516406,0.44574293413440774,-0.20789156375825107,3.931503035676239
25,3800.8978753103197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.279879342327226,1.4689730495968496,-0.3724517400422467,0.0,1.3207235321652997,4.425138738601991,-1.52102829384777,-1.7840523764190428,0.09183244850709492,-1.7479462971145967,1.7779450328761939,-0.511061960462358,-0.5218682498726414,1.2943127219533932,5.50839734627181,-1.937072266162639,-2.668287808836798,0.4490539174724669,-0.2677351474603928,2.111521923361753,-0.3222300198447905,-1.0082290500351996,0.07131146438711522,4.641303671519212,-2.170080163747011,-4.686767682974271,0.8833958508358878,2.7244526640240725,1.9272175074517155,0.0,0.0,-0.074727368446279,5.109417576955039,-1.8550189299368967,-4.2534650875162106,1.2250714079647391,-0.15564879258521275,-0.03551164435457339,-0.10889858122087731,-0.1314881208057077,-0.5126381721602423,0.4164654810026108,0.45874997255085564,-0.1789077158251326,3.6232231049898562
26,3774.1266701323693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0070498736053675,1.8765014112876583,-0.5379949918482189,0.0,0.6806792307480185,4.205321238455444,-1.5396381335651217,-1.2705343706580328,0.2918833105312291,-1.0292366889911815,1.0783462931176069,-0.5902938002692605,-0.6814738087456147,0.2318191253439641,5.722007015523772,-2.0301592222651683,-3.426915920073879,0.9942374903960478,-0.6161204780785894,1.6106948531013177,-0.12432630814412121,-1.307027656025598,-0.7284207905258153,5.400788575069883,-1.5017803763659985,-3.5686192483547385,0.7210756677456498,2.4771141588043837,1.8864814194152695,0.0,0.0,-0.33207020396093656,5.744578561784132,-1.2193405706401252,-3.7296498616402505,1.7959276945143148,-0.18723248787689145,-0.04392386526522572,-0.10874889910891564,-0.13513825037437216,-0.37644208195054524,0.42113471802368907,0.2545273101724459,-0.011642422271728653,2.4349084050661487
