Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct,g_walk_speed
10,4142.609781408156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3471728057774894,0.8616206817929608,-0.3945441935343556,0.0,0.6513929448967427,1.0819869908657398,-1.1495252182833446,-0.8831591419051177,-0.11371008990530079,-1.2689529159280184,0.5733365474742819,-0.3667961444292488,-0.7178652003955558,0.8820519085641688,2.6503211532947635,-1.4445518978928844,-1.856639843306361,0.24686284463955147,0.2356184895127554,1.0254582193315833,-0.5950852466993193,-0.7435867862293765,-0.4018483303572239,2.6996799091826946,-1.3403336765300085,-0.7514423555791655,-0.07998587484382258,1.4586735414887178,0.8190319706665627,-0.48580830611784853,-0.068633704068152,-0.49528019768532744,2.154524321437367,-1.2593940854092442,-0.9259304394994279,-0.24086182938254724,-0.29869794427315766,-0.07058218806290831,-0.19230344721086562,-0.05827561869179636,0.023968072101542122,0.29197331337990773,0.16067147012228206,0.6833639380073521,0.0443956005263974,0.4488097638023416
11,4069.894621618943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.260411968140928,1.0876656070202595,-0.3143387407263395,0.0,0.3158710011643733,1.8855948752631297,-1.2264052560954262,-1.2425863467726983,-0.022389565119363075,-1.1107315140463272,0.8839741536780634,-0.19500412267809134,-0.668403534363661,0.9549060180866952,3.12458573640445,-1.0013949724116424,-2.3128019892315628,0.6231953197965542,0.09292048290334409,0.9641247389997162,-0.6139037387746851,-0.902177737553425,-0.58400459755195,3.0655832502139093,-1.425584377784378,-1.0767600088448979,0.022011314428157902,1.6120961705659063,1.0007997882598376,-0.4583293132755358,-0.3009255649203899,-0.2535011832815991,2.702622969177638,-1.4405846928678083,-1.2881863107366736,-0.19274400131562727,-0.28216630302203016,-0.07522763626172345,-0.17600403871381448,-0.05903277065456771,0.02973506275074902,0.30968633871656304,-0.1751291132264337,0.775549761089253,0.05695854705725341,0.4018588805204464
12,4027.8660870227313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3393354204531585,1.1414260670255714,-0.20029348775915373,0.0,0.06489428794933455,2.6079162342542515,-1.1057482853841831,-1.5770945787083555,0.1503880433845195,-1.167545810362418,1.153009130745437,-0.2973376816682993,-0.5105447617793152,0.3125604969154986,3.631406022419778,-1.0434792984081458,-2.612536847993015,0.6802949618832653,0.21639744635285835,0.9386967923563707,-0.4714472672678054,-0.9837211692144711,-0.6249939502181785,3.394808686643253,-1.2756975312567949,-1.395701034457544,0.23345747169779685,1.4420965002089177,0.9945429275075737,-0.31276252514382175,-0.5521911813096572,-0.100404619900201,2.9865571336250527,-1.3284283024473527,-1.6624687160170866,-0.0208172311235153,-0.2695729772333637,-0.06772870847741484,-0.17340255536757868,-0.05767097538397498,0.03307040734096896,0.41401645323366126,-0.2610732698392821,0.8556242759968564,0.07365865655654451,0.3252147974490365
13,4010.1703839648753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4490966438333586,1.1182013398966837,-0.16806437202928345,0.0,0.05324368832156111,2.868361042483192,-0.9777771428193289,-1.6700712422960582,0.2795779152052854,-1.0008909726255173,1.2237724530928442,-0.16807030939261092,-0.40096425387682033,0.3266840437788506,3.9006209912979966,-1.1334165636753195,-2.6822938796377285,0.6274329200982245,0.2059738090473655,0.9254086241278427,-0.4087441555631399,-0.9945181789627465,-0.7913061307452859,3.482551554529492,-1.114387122173366,-1.5654529418739866,0.3831319731220808,1.2926977062778158,0.9646055859204143,-0.23926397537198138,-0.614074797544037,-0.19441896878677078,3.1805018067096245,-1.1730650690239468,-1.8539213751509849,0.12778427781713042,-0.27866214133069805,-0.07336281744953006,-0.18124884055737073,-0.05768502690681902,0.028082756466653352,0.3403618560302524,-0.05944686846125366,0.8649224848043949,0.08488322897055549,0.286063326849896
14,3982.2953018387825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6559414062945967,1.0482910163580927,-0.16054669794422008,0.0,0.18102904430131872,3.1389283953614573,-0.8064728296415082,-1.6700521335934435,0.4596293152441089,-0.9942910874346588,1.0182342208641342,0.11033446558368143,-0.2694130903236437,0.29734181523010733,3.8076459446727715,-1.2023307529186849,-2.6171432153150316,0.5242608884381015,0.11687550703762466,0.9914545035757371,-0.3396135991726644,-0.9939341363990117,-0.841691439198349,3.7564265510373116,-0.9113239897057442,-1.8402408869343758,0.6253979079299102,1.2673576158046327,0.9811313963181398,-0.09002513140763682,-0.5163195701768837,-0.3521989340613597,3.7150656328065974,-0.8557873513667607,-2.1060938347864857,0.433128229153581,-0.2647306045583581,-0.07095917207567656,-0.17503249311054453,-0.05809838882683147,0.02165417051868567,0.39293128296802254,-0.16004793051051222,0.892154622077802,0.11051219710596731,0.3071294796543741
15,3948.356725494996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7763728169439408,0.9043053803699347,-0.049789639133415775,0.0,0.2957522155168587,3.1787000289086618,-0.8268508789387782,-1.412744511032308,0.44951364633762814,-0.9546767229439991,1.0983219249973435,-0.19325775523475364,-0.21883174274657852,0.4698643956350147,3.9367214048892647,-1.1374154685302302,-2.3380017645577102,0.5667273851153126,-0.0552479028459308,0.9686829477225432,-0.19652407682588466,-0.8799681683199615,-0.9027749491794863,4.248601813275231,-0.8637756934231744,-2.098960896547443,0.8267157665333756,1.2086947947119773,0.9190245788987497,0.07307503253206857,-0.14919251717213777,-0.23531296392247875,3.9077907817396795,-0.6197829741088661,-2.1606411957145206,0.8044332485338238,-0.24974362289102514,-0.0693953469878083,-0.16611281774341422,-0.05933235127597024,0.0022945090174128803,0.4249271327843173,-0.24202275841639037,0.8949380379467532,0.15137998346917156,0.36915296623330696
16,3894.28986253936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8434332356296863,0.8972775144118615,-0.22574768471186582,0.0,0.38292435689189974,3.2803024271414247,-1.0016202576466338,-0.9244464126576502,0.23938468046811381,-1.1934692407752507,0.8948079633771989,-0.3940954255702001,-0.3964228790026576,0.3338306645948692,4.349116441872701,-1.0686251042006445,-1.810326952813931,0.6816617837168061,-0.5440243231780553,0.8080295293003404,-0.047372694183821396,-0.5259536262384207,-0.8869350046121323,4.4140266029428386,-0.7709598163791871,-2.3372602483614724,1.1435255737569203,0.868230657085088,1.0530952544679546,-0.052202725307937875,0.34846245533777687,-0.19874927329894912,4.364095734345032,-0.9683745462119765,-2.070684115813829,1.0809262893258338,-0.23356863243668424,-0.062241312759091824,-0.14988913053819206,-0.055427457684764606,-0.048816768199998264,0.37250754971465,-0.11745399156670899,0.8117519438219116,0.22986130558487022,0.47768167943702405
17,3841.4820048262504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8101765589029473,0.8352360027648451,-0.4597369497770605,0.0,0.22757683984954197,3.3902291801132356,-0.8539492213678684,-0.756128359816666,0.11537790382585249,-1.2914465994427704,0.6090224559008746,-0.14221811384337735,-0.5398946899135646,0.39576367881726393,4.829260382175093,-1.2400079143908513,-1.4574553940144552,0.5983251366288447,-0.7529076250146257,1.0692396645734497,-0.3213581363428396,-0.18631954687082564,-0.5386809550960008,4.540410419719068,-1.0120333211484716,-2.3200877522841155,1.169819898913212,0.9784591218142052,1.1080343493767804,0.3005604410447712,0.42553710847357457,0.08907956878933002,4.261402893630084,-1.1340993937313641,-1.72663759645552,1.0880468632910254,-0.20706233464314444,-0.05592552545355643,-0.13621870007995693,-0.057208625246601905,-0.10466978481640818,0.3612972733717021,-0.03047905283710589,0.7943969496000696,0.309423141166033,0.6087898609681721
18,3775.1557682040634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0186550635768885,0.47241808442775435,-0.34255770692219645,0.0,0.3862473536116523,3.6856272520584468,-0.7580928140952786,-1.119290056441873,0.0382242628043552,-1.3968638459335792,0.9349566436293332,-0.4694436454363405,-0.36255339486290084,0.5706114667934578,4.484247368759724,-1.3543484872641662,-1.3668662103904854,0.3840917910657554,-0.8735671542090199,1.2162408962091782,-0.3943055738858895,-0.17098947608329232,-0.12412359310861737,4.269832978486628,-1.56826642672908,-1.9542991168990098,0.8092481154362416,1.4305171766098106,1.2959619021819975,0.3118985698438559,0.04262623596663373,-0.16695189625230186,4.336616540397731,-1.1997521150624004,-1.2845631590823203,0.4291756948048312,-0.1879337544171239,-0.04913108932818085,-0.12603314563798396,-0.058680420535712305,-0.1815041024840695,0.2796861532714041,0.318469826759098,0.7715041114824369,0.4186075024786283,0.7666068342462796
19,3730.7934777477117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1634214086113026,0.8139195104449963,-0.40072914065424364,0.0,0.752972906718876,3.4627436562841405,-0.9858043664425857,-1.3165861121418938,0.11614245484234342,-1.2296717114861493,1.0739358663092127,-0.32183562115228787,-0.30211465639623636,0.399636565960525,4.362777948318916,-1.457139424405977,-1.7813452477718144,0.2542386595666523,-0.8175485986165079,1.2319396116740335,-0.2551769601738474,-0.6239685364215781,-0.19918344991238973,4.043098549130608,-1.7717222270478987,-1.6298300080352677,0.49959487194539026,1.842251588093704,1.2250615578814914,-0.19803439106557297,0.061206243475967564,0.0027378943315904125,4.059854486264656,-0.7982108708307473,-1.1502261302754186,-0.048960414773721206,-0.163863496990805,-0.04462375650259387,-0.11347142161509709,-0.06055299815699819,-0.21737636260858945,0.28261994438912563,0.3024603803517402,0.8279110069953999,0.4939846872320934,0.8127471921511141
20,3710.636645989206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1224746099290783,1.1744080068128477,-0.3312785002759123,0.0,0.5661147774944738,2.963806559842853,-1.03194111321097,-1.4091773445894178,0.2358793950257377,-1.2961038479526523,1.1344929506991206,-0.47144452548337656,-0.4214578163505416,0.44426529776629076,4.108632175129352,-1.7039151447819498,-2.176699252397581,0.3555797145881317,-0.707507322158115,1.221297743572218,-0.486248215675671,-0.9951443483378892,-0.5192705862380896,3.899517129290654,-1.5938414503302478,-1.5197574819557629,0.386630140274125,1.891519517710888,0.9931697944199702,-0.12934288204859704,-0.11318551280403064,-0.058449869501230746,4.066991491847234,-0.8257909596854699,-1.2146207169012133,-0.17690319575165148,-0.15066066570225783,-0.03742649133936039,-0.10348806844435615,-0.05877498661729517,-0.21852235971969972,0.31644473681997753,0.18575352599380343,0.8589987552080669,0.5323160501097697,0.7988690920491097
21,3703.1931584501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.082694913133344,1.1046015128164917,-0.22665989869725842,0.0,0.6214699040778312,2.8066426518878673,-1.1699187656441086,-1.5598576578447059,0.1655293751959095,-1.2776396038378155,1.118181994769792,-0.4592529954132365,-0.5784729836134982,0.43524576620100175,4.019817563386246,-1.8188555848690346,-2.3421639227703377,0.4828338989081319,-0.5604659232833944,1.0961675011122642,-0.6637177336676158,-1.1805314906614155,-0.6313557512104246,3.85136149976089,-1.4133107539386238,-1.541856039926906,0.40094905315828455,1.9839339062024854,1.206728892300969,-0.11456237091114341,-0.2258427073416285,-0.12409009077775796,3.915688104090316,-0.869737927946682,-1.2145410119009261,0.03822591487055424,-0.14462681227826968,-0.035084433274354426,-0.10266367965180165,-0.05923221786588045,-0.2055173539853625,0.337716696778231,0.15026526212162983,0.8820801293215434,0.5478900654215707,0.7909830850724656
22,3699.203766769755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0538856711639006,1.0944480591507495,-0.41281316552134695,0.0,0.7063166002282097,2.7851317031117215,-1.1390864058446564,-1.7079369564114733,0.19457174383179687,-1.1828059568098885,1.145178909458339,-0.5419361961356474,-0.6078359947897402,0.42018408638874516,3.960341201884011,-1.7911825057324327,-2.3609976967940782,0.486554531232215,-0.44529777963414696,1.0635117730510588,-0.790457519619337,-1.3798292708341915,-0.5877095486542426,3.782069430256751,-1.4132325319202053,-1.6000503038245613,0.49616129790938257,2.111553944364738,1.1809621607854468,-0.09597963644703365,-0.11963873344310999,-0.16021719474212295,3.8385679207113763,-1.0595122873482965,-1.3641037708609132,0.24371801090796338,-0.1445265754068332,-0.035908171471765275,-0.10529278825201956,-0.060239627673083024,-0.1780613518203808,0.33069925026888497,0.19037283516975292,0.89368648066294,0.5599927360944935,0.7848319037402781
23,3695.7377498729866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0182823114711756,1.0384223472315306,-0.39361827908147884,0.0,0.6123459606922195,2.7503699248191715,-1.1367892047287473,-1.764435304431954,0.27391874537188465,-1.1636148781612594,1.0370342832259158,-0.5941994405594524,-0.566918430804849,0.45075625619089316,3.957523485758039,-1.8287094674297566,-2.329081992281066,0.4331415173965523,-0.41585666308032987,1.0169542929226223,-0.8610820292933073,-1.5368612364133765,-0.5580071958287843,3.760812911874861,-1.5843935775496187,-1.705042685156542,0.5762245449996608,2.157805777608684,1.2229943002624193,-0.22424619436191062,-0.08587623564088703,-0.14304396544858977,3.7869181901704527,-1.144038293898572,-1.5927046981560071,0.37097783222942216,-0.14865386122056598,-0.036413200515845595,-0.10593390613885159,-0.06098586440537555,-0.13536457755334483,0.30468353152555117,0.22829266332239762,0.8890507347802975,0.5750420851462049,0.7831244732455519
24,3695.055132605098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0050408040825056,1.0721741841595767,-0.30911753487966737,0.0,0.7775307287403795,2.7559929610255303,-1.5722345107943378,-1.689655696463604,0.3139824231780569,-1.1719982250320398,0.9667474075599616,-0.5203647791711294,-0.6585979957290213,0.44431322212831176,4.080073517288364,-1.832232065872301,-2.093416010956614,0.5127528475358989,-0.38496307947992725,0.9140577794480895,-0.9019734023071497,-1.7429152757462862,-0.43825789684336786,3.6510748988265918,-2.0792662292614166,-2.113769019073253,0.8332809656170692,2.256793673754712,1.040594285287697,-0.040688051893974314,-0.3416885451825437,-0.19914342094771523,3.8249009250562667,-1.1192547755591364,-2.178040991632001,0.45619979898835966,-0.1619352901970982,-0.03964046206336551,-0.11038138957170003,-0.06464300584274567,0.0454188983594675,0.22401934406268081,0.3392339426725239,0.840660933904685,0.6321886392684796,0.8017049072639809
25,3691.2970247007424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1809202762541373,1.1022242947293468,-0.2426065070132201,0.0,0.8781157401400091,2.693473623893212,-1.3462373315712395,-1.561603124521433,0.32988473838501864,-1.1968740860029528,1.1642846449032331,-0.3408628857371151,-0.88432521517702,0.5639862189688852,4.240340109939459,-1.8407673031173692,-1.9836152957345106,0.6236574228435795,-0.10622850433899833,0.9549983657113214,-0.5108048822630917,-1.684515233533068,-0.3835352103445448,3.783838089995419,-2.1293966484044184,-2.628979002801449,1.103250923281752,2.4202233253391583,1.1269411653487966,-0.09844094988109557,-0.498413801000315,0.02992872827609705,4.162658885629014,-1.2481075718689645,-2.264075227147497,0.3196494560482662,-0.1652610256582241,-0.041266259448549523,-0.1268704920839279,-0.07011861186027966,0.32839397419607685,0.2654434256946506,0.43504309577906153,0.8193506673915691,0.7221259777450064,0.8292485205686024
