Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_low,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_low,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_low,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_low,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_low,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,b_walk_cost,g_walk_vgvi,g_walk_stressJct
10,4030.3457664305283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9843285138302251,0.4232616652569714,-0.602714690570164,0.0,0.646315328791162,0.23219800072675115,-1.0842948415906466,-0.6926282982746828,0.0,-0.2275322682480976,-0.8985380504786638,0.4218860646520289,-0.43641548451304507,-0.5245129430122114,0.5730586532002244,2.090283653726495,-1.5284951842511731,-1.2717625144118743,-0.04983583414665835,0.002079141114533639,-0.2545862982860295,0.7050014377815871,-0.6173636726887081,-0.6564301956852364,-0.2686885329968785,1.6166743587877361,-1.128742257713586,-0.4928547302053837,0.00970978049946344,-0.0964991462962277,1.3788915144354674,0.6520677242351873,-0.34539192363106147,0.11746123247258816,-0.5669623109699805,1.6553914171115496,-0.7965280880077429,-0.541984699204672,0.29240922386896484,-0.15650121198960062,-0.23964441476769513,-0.06658549768701874,-0.34811132748987467,0.018183838379708772,-1.078331324911066,0.1739302799829218,0.09423531845436889,-0.17162620970328513,-0.7996873188563735,-0.024487909403422617
11,4016.023627510088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0662298256593417,0.8408184376162358,-0.6127501465046284,0.0,0.8350025257079571,0.8333005917809592,-1.3640206091919984,-1.0865188566260398,0.0,-0.17200137019194844,-1.056355467527898,0.5149536203184786,-0.19614735138259257,-0.5546369687564037,0.5681919829472094,2.1529619419588406,-0.943545319081653,-1.8369289713229746,-0.1835797543929062,0.5295179784392051,-0.24043472627544582,0.8746568283616338,-0.6959292589402464,-0.9238420054009928,-0.3388653769992681,2.4930825240112227,-1.4472892292596078,-0.8655048174956161,0.028346892423623402,-0.030645551334876092,1.4311033522961427,0.7631321106694331,-0.48142980061570484,-0.08206498335189855,-0.603294532040158,2.020454331084344,-1.0838203844720344,-0.9152706563353638,0.3069861800255729,-0.17620823482323122,-0.23446946604973098,-0.06840782996684985,-0.3132196657239649,0.0340253339398663,-0.9157076885625637,0.0953434574947063,0.6751360766167194,-0.16722445985326306,-0.7731473670636932,0.01632832706639216
12,3980.130103120928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0608180220108427,1.0082080351281961,-0.5302603676789975,0.0,0.7068857696812625,1.2028900782443663,-1.3893792434492784,-1.3363016937476215,0.0,-0.07087547355969757,-0.9233582163644225,0.7302267106976019,-0.1344681999663607,-0.4908429831475879,0.5851173578745361,2.424282755726539,-0.7748334602540115,-2.129020908510039,-0.23834073945656942,0.7251342698917825,-0.34116267097578085,0.8463074139792435,-0.6789397165827328,-1.0694849682314458,-0.23238468314144725,2.6944542331679884,-1.4947974493427487,-1.0889885525637064,0.0032280650533111355,0.07523308006414313,1.5440497968558853,0.8204005044189536,-0.422684829481333,-0.21784033137817366,-0.4763085928640932,2.1808285437315678,-1.112268993285882,-1.1335789863194976,0.2938770821299677,-0.1181620877950266,-0.2260348136068515,-0.07102282716752983,-0.3114318790010525,0.042908155902870414,-0.7036530186172992,-0.08013654654243288,0.5238201038519916,-0.1688680976283181,-0.7614979934824526,0.047989501155156274
13,3957.272671605632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.090282332814537,1.1298837627723677,-0.40321299038973657,0.0,0.48312555239974586,1.614194798669585,-1.3328116576699547,-1.6397091636647345,0.0,0.10667223996788526,-0.9956515503714198,0.8871206360277482,-0.18219765647933558,-0.39762646560311254,0.3093624657499929,2.6839272098355993,-0.9759163111485698,-2.395756746094246,-0.2964891572364696,0.6721383114902042,-0.25940238500444535,0.8755849736123635,-0.5825415242087829,-1.2180161484070917,-0.10519089506180226,2.9230022515377883,-1.433764008067336,-1.377327790007503,-0.040363287090440375,0.2836799409270201,1.395398103063473,0.7963192328441454,-0.3669679622117996,-0.39018598648687464,-0.35278098878347514,2.1896625016346665,-1.0393561537838332,-1.4149265579403723,0.214631777410173,0.0157837809865026,-0.22798213970804018,-0.0670946002064874,-0.31935422393841567,0.05687043497392305,-0.5622939123893185,-0.1663535193648733,0.6134636410944605,-0.16695132330092438,-0.7654224071288177,0.10073585759259669
14,3935.9619656854657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.139163354192446,1.1702529107956565,-0.3073205367623134,0.0,0.337363683975468,1.889429850600384,-1.2322073293547553,-1.9083512663456368,0.0,0.3308960237579404,-1.0162622099420813,0.8530640017696537,0.0341819848924331,-0.34520856748404505,0.3806921688011237,2.582311434091032,-1.1308205307776775,-2.5387798397560504,-0.3647810208873129,0.5491760682286982,-0.3501598289657427,0.904262544355853,-0.5326090240751179,-1.3788242177235885,-0.005389125364137742,2.826232234421205,-1.2844677475593897,-1.7223094998732351,-0.18403701881029016,0.5874083021530814,1.3142610017602465,0.8711766856459741,-0.3580621014335507,-0.4470892036539482,-0.3312382980931089,2.525643793826938,-0.9852432341740535,-1.7240704319565916,0.13603882817647128,0.21094167454247015,-0.22989576317658758,-0.06695852094559772,-0.318869224239577,0.07953932166729637,-0.7385992161080956,-0.05625006561309007,0.6645008346346112,-0.1673483713428479,-0.7608540622312941,0.17767233487226636
15,3915.0114321431474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2273152906226263,1.1280754194525053,-0.2661462568255644,0.0,0.5054223006646799,1.8140094660942576,-1.1911169612728816,-2.075252894049774,0.0,0.49840984203786376,-0.9519643313864117,0.9703540455770692,-0.09100601986288723,-0.3278799788284505,0.5209566093769599,2.5407442403910943,-1.1181053921105946,-2.5431012870110954,-0.45304438414132064,0.5855939233456545,-0.4007404137008979,1.01034851415107,-0.521954792289262,-1.479275915779369,0.09157160025349573,2.9196426782558604,-1.2190425279323458,-2.1349365693384703,-0.33813061825288726,0.8480046672055743,1.3462491116818611,0.8495359663312301,-0.13301333391298345,-0.31826166465610317,-0.208386765996845,2.5140696528270907,-0.8211983968824439,-1.9259872757717464,-0.008778936762893319,0.5085656156914533,-0.227295421427105,-0.0677377291964562,-0.3189418102665906,0.11261786400997004,-0.9528790425771515,0.07743559641206688,0.6793784016940984,-0.17182608799590637,-0.747160977764231,0.2777282383464915
16,3879.664648386812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.330987099789295,1.137833321829483,-0.35252602442796455,0.0,0.9465752943056072,1.5205737083911148,-1.27050862724544,-2.2439190947379215,0.0,0.6379311327103794,-1.0449987345855583,0.986819051339305,-0.3041792852523111,-0.4398431460070695,0.38062903423577643,2.6135038295049178,-1.184608092653142,-2.464338972865322,-0.6005036197524866,0.7159019521717751,-0.7470439008487879,0.9982031871310577,-0.49137798086215345,-1.520762983832533,0.18266330231373915,2.7770773961103625,-1.1560531916129553,-2.8112808342034707,-0.6180431374532902,1.1830011640813458,1.2680863991024218,1.0347053932737222,-0.09809233220736789,-0.050138336220832136,-0.25771470018637976,2.55592611510882,-0.8779204631041908,-2.1945869743636477,-0.29716972468504305,0.9125954846545566,-0.22851614768311201,-0.06402159822356762,-0.30600644316242936,0.17644730279897486,-0.8312164071031868,-0.0457225522206805,0.6232789214890264,-0.17187755332489632,-0.7364541984328679,0.48602539392727684
17,3839.6822083474854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.104348904149351,1.1677059583832508,-0.4539921023789782,0.0,0.7432961032093699,1.1896174586182897,-1.3001594688393063,-2.1498726973749327,0.0,0.5898460204156715,-1.1691433626718941,0.7422844974100846,-0.11326050898362408,-0.642761071461221,0.5908647565829136,2.8213660100680675,-1.5113644724974058,-2.324158447360204,-0.721371860758631,0.7795176365823496,-0.705664682024982,1.2166803881919799,-0.5178691082561175,-1.3346342470553811,0.2667773133598127,2.907056394656915,-1.369241742952316,-3.4233478132327586,-0.8745102613773306,1.2576912378941485,1.4511528900468202,1.3587836770228572,-0.09972248996030428,0.2308311627020898,0.07690044097938747,2.428474875790271,-1.212945732353456,-2.249608891754688,-0.5400808479998953,1.0762960169913849,-0.2101827899410291,-0.05720102914293908,-0.2982777363245444,0.26029351362739106,-0.6554336256555121,-0.18210544772210244,0.5631044775728702,-0.1759282971611638,-0.7087758333456816,0.7443719183333926
18,3794.901692660496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.780156281168654,1.086399433735171,-0.40529706677804306,0.0,0.3305745216312994,1.2886784702784255,-1.513004483325558,-1.8661366246565376,0.0,0.2533345614555712,-1.2168393527084114,1.0230980021989755,-0.5197078406533719,-0.5695762952661393,0.5975670056786254,2.85604252885386,-1.648176374209376,-2.166820843610169,-0.8738014801081742,0.704100271272425,-0.606568849612582,1.337638841293761,-0.5519811847111142,-0.9657700689814883,0.24090990339269835,2.741393747951708,-1.8032983052102942,-3.8001925475635425,-1.1115806898045673,1.0610190167447977,1.7286657758888002,1.4591225017027771,0.10731705824880003,0.16191764403402575,-0.01305513606581414,2.658080200442398,-1.7027548165573156,-2.190359728169214,-0.5739643703626357,0.7639147756107147,-0.20054454378546027,-0.05098146012360962,-0.28622612500303124,0.359131946492835,-0.7851539185710414,-0.11404607451858138,0.5842763846297223,-0.17745906338158643,-0.6902156357759963,1.0323937391167546
19,3763.4663965371587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8120051760729134,1.1265010323681266,-0.4999125214182711,0.0,0.5094425121873771,1.6081514122896547,-1.5675951768109784,-1.6291913027058378,0.0,0.020844606839719754,-0.9704726003416528,1.0836975654507217,-0.22950028772315012,-0.4333945223768091,0.24974368431367028,3.0868920886570423,-1.6533535603199228,-2.1896142775122183,-0.86962937038198,0.4181228803286298,-0.47998497399804163,1.3881106875118703,-0.5434376992208123,-0.727499753624966,0.07093487513366714,2.613339685669306,-2.098971697371042,-3.7659847434429214,-1.175455312646423,0.7445478692772705,2.129223537315596,1.4271928798785092,0.14069997202428425,0.06507715049576433,-0.10029821520094194,2.683747446789372,-1.4553876874659317,-2.019786262962264,-0.47772703403908723,0.4265521092966625,-0.18792610821459627,-0.05056134471986538,-0.2750477142676383,0.4322011342789957,-0.9528074603236769,-0.01133910947279336,0.5369868311682143,-0.1829299050304423,-0.6589533737284919,1.2311332068838254
20,3742.01683337749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0851571473686885,1.0162653435704703,-0.3677460866770654,0.0,0.6375739976780799,1.8544532551621136,-1.138273583943762,-1.5229189821891198,0.0,0.0575965212931691,-1.0248871992266573,1.1549501232348351,-0.36346091653082135,-0.3924717240990885,0.3594616908813389,3.0366612521711405,-1.6931815318054921,-2.2571105168199597,-0.8017252698324143,0.31898715008457046,-0.36508361045236765,1.3693179133685045,-0.41537081699981804,-0.7388507760378551,-0.22050555055074933,2.797659749742812,-2.0728403716919344,-3.37525342349935,-1.0570638813187865,0.4360714799933756,2.3902597674786166,1.3849019390060222,-0.20496218617790296,0.07366990023679577,-0.15241157730911217,2.9125024295503827,-1.057286220630349,-1.7831893866873834,-0.26257259201807326,0.0669763790435925,-0.1757652235113621,-0.04583382954442565,-0.2694896921167569,0.4910657722602258,-0.7839907224819266,-0.0989948409364392,0.4290982699425434,-0.18616999634744755,-0.6231586883939593,1.3851516077216306
21,3726.6614449242097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1766588937980798,1.148132004530221,-0.4276319688435528,0.0,0.6476259476666942,2.0429470723949152,-0.9922487687599345,-1.467081523558495,0.0,0.17297662736645603,-1.1957842581857643,0.9744667117381672,-0.4506260233676575,-0.5092539098847717,0.42203739094486326,3.2844089393388796,-1.66259138713613,-2.2686676591909802,-0.619746358739721,0.46151955325829563,-0.5046846991180304,1.3560931807846748,-0.6299087024514615,-0.9915431314198273,-0.5226509768308929,2.9620493859108317,-1.674168253968394,-2.7057408754732117,-0.833585195681021,0.3806674551903014,2.279253133351663,1.1158691081901468,-0.058850572638628196,-0.08166274957707025,-0.08905735655356553,3.1380567880039534,-0.9566511770962353,-1.4279070677783197,-0.027072274912994354,-0.10259814774746123,-0.17066325761097548,-0.04188140162173625,-0.2597197185229762,0.5429569475847659,-0.8298571011222858,-0.05186685126174975,0.302655206847826,-0.18450861117630443,-0.6099020937574041,1.5009702724188947
22,3717.3134923774446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.119490037812742,1.0336663993032869,-0.33535830324780347,0.0,0.6188492994360391,2.1807232576108553,-1.1725163957530251,-1.4750077500834715,0.0,0.18573752437148833,-1.216612886400267,1.0272960827907662,-0.45229867796977846,-0.6248011870822548,0.3853226596267195,3.4501797790855715,-1.6337476500033228,-2.1602633825040916,-0.4604949224969188,0.499835156698128,-0.6128952354687371,1.056172251432152,-0.6933203874363786,-1.237334809506924,-0.5913556592930704,3.2459526283051368,-1.436073846767279,-2.130472308711415,-0.589849656176666,0.4267188831617336,2.2057322172626797,1.2311091535174028,-0.17677622120753866,-0.11813548200424467,0.019635671157061746,3.278046320374681,-0.8936686639832673,-1.1695854593745159,0.09759483535269707,0.001830400127064008,-0.16830119662753154,-0.041123238467940956,-0.25633211174297826,0.5836699495688954,-0.9929138210875758,0.0561743716405097,0.27612172024034426,-0.18451421596458603,-0.6016130103306639,1.5686835919875077
23,3712.3364114470724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.041283648220325,1.027662971478978,-0.4321600601151844,0.0,0.6036181429372136,2.193275102662039,-1.2289980851495241,-1.5179557657172043,0.0,0.17859827670348324,-1.1376731205454296,0.972639123603468,-0.4643540039619829,-0.5034018742720902,0.37498276374914763,3.4674701102042236,-1.6701101459521472,-2.0159998247328175,-0.3870412983318506,0.3815711032047781,-0.6511686925300311,0.950761063117459,-0.7470232219407412,-1.4147498520341466,-0.4159474958270921,3.484319207243291,-1.4477256864160428,-1.7045759219234464,-0.3800942624034914,0.49090758566139897,2.269593061241922,1.1915974162478522,-0.10321547792396958,-0.05669799606676334,-0.07845580033227353,3.4846278656926453,-0.8828535574606394,-1.1944961617429997,0.1698075687048638,0.18177256879717413,-0.1644698313573453,-0.04103817108308868,-0.2555107835385375,0.6172510038357636,-0.9242363134673436,-0.0010449648093532327,0.3392500660282423,-0.185140535868743,-0.5893091640955546,1.593665833245304
