Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct,g_walk_speed_aadt
26,3695.173040781455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.031603020668438,1.16998279720125,-0.37465980172547275,0.0,0.6090997497031378,2.0348857604209853,-1.1859887997578866,-1.7141472127456017,0.36596976885914984,-1.4401757330560527,1.2293384651967654,-0.32821979396804424,-0.46249464028078086,0.5279065900608939,3.3054348098014583,-1.7725231036259617,-2.2992749147372855,0.5792161904669957,-0.6592549949203982,1.1184152191009544,-0.6670214689262924,-1.1828305630869038,-0.10404700343624051,3.002751938282232,-1.9412968658084147,-2.0652737383251205,0.944182225942004,2.257879551279116,1.4735664011037313,0.0305043295037861,-0.13239611424466555,0.08234738387637497,3.179585740854846,-1.4981772577934058,-2.099133220766025,0.25843989545289875,-0.15509456335514404,-0.033314690976848305,-0.12514256351794503,-0.07601391745597584,0.2493757834753349,-0.11341201366457783,0.6136580905803463,1.5712708540069438,1.1634188318019303,-0.19555878587156755
27,3692.3642878554892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.983815974740086,1.3721245967459703,-0.3378036392753958,0.0,0.7272301782626178,2.27977847900614,-1.4241771774328593,-2.1299843593954906,0.13417076196294017,-1.1302377243483046,1.03409567945682,-0.6018216227627491,-0.4554907306245712,0.5811750228130187,3.4286441094625735,-1.816970110282677,-2.3504833025708076,0.3103795608561029,-0.5710824500096188,1.6769779769531055,-0.41900404466765073,-1.1480898193104823,-0.12623017034163392,3.184783672734659,-1.5968763523891445,-2.9092028960477276,0.8568358407048924,2.4964271505580493,1.7362211990282486,-0.14152512064854927,-0.12478722767476214,-0.0873938164014709,3.5993029236003213,-1.255189048312681,-2.1761065242580613,0.3361227031889667,-0.15897825767926096,-0.035924265392716086,-0.13328205991921432,-0.07956897623388771,0.3992999552548694,-0.06665323646614954,0.7088393748791788,1.719064899782875,1.5415807472975487,-0.4074085747692228
28,3684.193677265065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.020143263404032,1.326516053074776,-0.29348437031586094,0.0,0.7496302984266672,2.3959852893843223,-1.4561904280161073,-2.1173856126318324,0.15590284143202965,-1.1223712675689077,1.1782809581209313,-0.550735627399358,-0.6819332109406423,0.5331745510032391,3.605210028950914,-1.7792006322028833,-2.2108925044733008,0.33512399003133175,-0.5096759989437412,1.5779379754657816,-0.3815616270990241,-1.0741371656456498,-0.15423861779275094,3.4318372472277425,-1.4754134407781467,-3.116206959974021,0.6375345528568716,2.613784653683075,1.6468729897392738,-0.05164386089291306,-0.10724182963227133,-0.31593481415645897,3.86270263896302,-1.1087287937430277,-2.1010924329947755,0.3286476042186641,-0.1600814521580436,-0.03662748311031123,-0.13424420602703138,-0.07890413740671297,0.47033984093875275,-0.04924433643343036,0.754563412883039,1.7485308462460398,1.7215572703994102,-0.3793078612413294
29,3674.9420173964168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1715555086275105,1.2606104810741718,-0.25359500786854217,0.0,0.8231428093129112,2.5893603132906993,-1.4039844900003164,-1.9031062731965034,0.27298714574358274,-1.1709727851603848,0.9626188050850346,-0.5669952032986993,-0.42749281294377345,0.5448294594537564,3.953886514311865,-1.6900375517625523,-2.0789022760666396,0.3459516396608097,-0.4953248484207926,1.3248599653597697,-0.43106141604074794,-1.090835486137605,-0.2861388015117732,3.85196594474877,-1.5070881860375127,-3.0650026615859525,0.45259293804672085,2.5904796280718934,1.5441859143857497,-0.015804263123117383,-0.18428603732114507,-0.34584980276698346,4.132192983185582,-1.01484008215004,-1.8951746936787859,0.27759030653820993,-0.1595650080377127,-0.03715437708802578,-0.12741855094758503,-0.07582744815889358,0.5537498139215659,-0.016522181391952655,0.7120930381824487,1.7589976961905642,1.932415078481141,-0.3014301632317024
30,3667.9784267688624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2829738568162132,1.1347842135577466,-0.33716625819917967,0.0,1.0074492015846197,3.0361748424207686,-1.4398460670455893,-1.7423036865463633,0.2450283721054871,-1.2052794504121283,1.0437828997148877,-0.5739050611562462,-0.3767750098518711,0.6027036751804881,4.107886889423637,-1.6726338860220176,-1.9977773952067843,0.30843029106616776,-0.43858210198577907,1.2234406261440551,-0.48070129964871394,-1.195886016698881,-0.34079545505794234,4.08993268354936,-1.4808807474377605,-2.7282280217964994,0.6019031588285695,2.493762111301231,1.3089729019811585,-0.10262630461438232,-0.15449604931915217,-0.1547236944458503,4.391441155440507,-0.9760522083878368,-1.7204963973743204,0.22960630701386223,-0.1600977564164763,-0.037732384678625774,-0.12804064633667903,-0.07341950728379446,0.6168003662506273,0.01844534947918315,0.7076289076402748,1.8006563876230472,2.0939130170162055,-0.32569877214172943
31,3664.6779041040195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.312641011115468,1.0703473977883011,-0.38638320595867653,0.0,0.9784516613845391,3.20923979089485,-1.3131978794361248,-1.746795254095321,0.2008681513533538,-1.1990354863921469,1.0052339917077255,-0.59207578041907,-0.4663669308754568,0.5703006377421338,4.207329245982121,-1.6439957798067535,-2.0543626599987057,0.3228371577107447,-0.5473401000736087,1.2169559259288658,-0.5400332443445913,-1.2854191710816143,-0.2717666554826524,4.239182732501089,-1.5438033617043623,-2.3683278336978195,0.7508159659649274,2.467967015860872,1.3135875777288317,-0.1201854069485751,-0.2405151466110046,-0.21489142812772566,4.49022766790131,-0.8103208350448254,-1.6150183039704806,0.3134928373952541,-0.1631413261828164,-0.03811372210747841,-0.1282344384416758,-0.07332597647322907,0.6504033251026731,-0.0011485438394503791,0.7565575982749905,1.8641673606999885,2.18072115500022,-0.4252633243191973
32,3663.204779067528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.312780478605893,1.1473843271754356,-0.39001377230182777,0.0,0.9770839358915856,3.1218440075093383,-1.302019887492554,-1.7838303780391311,0.2342437870052904,-1.1363291039210812,1.0120315430501288,-0.5958483794639362,-0.49076784385749117,0.5388533858483258,4.228350733464111,-1.6346498588371394,-2.043388781035591,0.36354319084047076,-0.5695420793272217,1.212585517016841,-0.496741552600025,-1.3198702929533583,-0.21861549389610124,4.336957269262743,-1.479706343139201,-2.1398289640741583,0.7946371656526395,2.483853073810681,1.303566613021486,-0.08384752436458451,-0.29227022225189603,-0.1729736775472347,4.567263143310465,-0.8729463158952567,-1.586507369408611,0.31107021448166416,-0.16312486634322293,-0.03895446983254594,-0.13110352128334765,-0.07352204143839129,0.6697606723714734,-0.003554092866105698,0.8034056096697758,1.897159457782344,2.229552680388618,-0.47548254407459173
33,3662.252777622767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.241459607869562,1.229626753507694,-0.2586230311802564,0.0,0.9161378989885537,3.0755859541165576,-1.548466197561009,-1.9426805760375567,0.27237504182607897,-1.1657301552226904,1.0595460545631035,-0.5308242150962416,-0.5077316250581839,0.5199055407540133,4.235980974495766,-1.694918828852548,-1.9948867301118445,0.3277657268219778,-0.7833749291302406,1.2056611879036048,-0.5794078006115098,-1.4023985410242572,-0.21698667907351404,4.509634536951885,-1.433838968022624,-1.749963310064175,0.6786181702844489,2.483602783433834,1.2677834738810325,-0.12182221349505216,-0.2916966867858467,-0.16449597525720133,4.4505614459642135,-0.976793313591797,-1.5949741626791467,0.29900828105070393,-0.16544734259072325,-0.03895383418254707,-0.12422103769136957,-0.07237825486378437,0.7199017855034936,-0.013929991812183552,0.7778924473402403,1.8999173495657145,2.349945043189105,-0.5007636068518543
34,3658.6379204166865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2480140860384914,1.1942171536641983,-0.3792170746833638,0.0,0.9525112050229978,3.112892704391859,-1.4476411133604998,-2.1232794267865223,0.33277633938239304,-1.2997002838140383,1.1222727600955973,-0.4754750324352708,-0.47991053411877,0.5317928610700303,4.346781940209163,-1.606920879953877,-2.069193862581356,0.3242618677673777,-0.7153069297632247,1.2067686172194754,-0.6634245832291226,-1.422868784281493,-0.2433555466542267,4.445153201719456,-1.3912222522256021,-1.5118158744709005,0.4698970602804594,2.4969510084034416,1.2964294462941175,-0.1353795043935723,-0.21709364619747473,-0.15492015605818887,4.3852900206813255,-1.045257147742052,-1.6459191644165883,0.23204959484336612,-0.1650530908071928,-0.03779869133386863,-0.1235619866571518,-0.0717354094990389,0.7880303436447194,0.003970914468453542,0.776341918626937,1.8368240299921788,2.5137402791621817,-0.39637195495855415
35,3655.1661549454157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2652832550206528,1.2035565266127106,-0.3782661989183177,0.0,0.8864735403199413,3.2474745768929068,-1.3820992494423783,-1.941809449655008,0.20302314693955095,-1.1847471040950208,1.1047545265842147,-0.42710582148907245,-0.5224880715657176,0.4138136038630328,4.4282380204659475,-1.7418330530374864,-2.12462297866042,0.5293813473158555,-0.5833866790425281,1.1291880764359075,-0.8244871895992084,-1.3960332114542697,-0.27226389914543203,4.44403939120815,-1.5596572002138378,-1.5902555667835172,0.41996555906094085,2.3497330694549237,1.2898268275563423,-0.08785783196473307,-0.15176431862131645,-0.10150729182336571,4.537919428465386,-1.0765859232210362,-1.6691053949819756,0.17718493495815796,-0.16479510314944967,-0.03854520624184243,-0.12123123888651811,-0.07070965984468756,0.8869820538531223,0.015113756820744173,0.7738402545497864,1.7449653395251692,2.7511421286628024,-0.29758901899959866
36,3653.379710617917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2700252859559886,1.1927665368948546,-0.3769489800801059,0.0,0.8327683725769298,3.269775688976726,-1.3754773927323831,-1.769224112758409,0.21692185496208036,-1.19139772016325,1.0899057778116432,-0.4170344019508028,-0.5900855866710588,0.3818276531627455,4.518183278481112,-1.6514621801760212,-2.141289952000464,0.40634868307396566,-0.5788959573113791,1.0907958342930053,-0.8363695036700118,-1.3784243639663742,-0.2716058825023412,4.484216380985602,-1.6097208721212175,-1.7112803671705157,0.5432693301401385,2.340776421324861,1.2502600079930104,-0.08615672805658586,-0.12595744791812766,-0.10608686858365249,4.598510241525677,-1.135749531828814,-1.6325440567170757,0.19203232224912573,-0.16497117687265989,-0.03832124294497654,-0.12038132514143265,-0.07083864508840955,0.93340215106367,0.01832830960880015,0.7776649216032545,1.7132377592763555,2.8601326350710887,-0.26447691113608235
37,3652.801104646626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2695353247132593,1.1615204879928716,-0.4140256216796105,0.0,0.8327567803826492,3.293926393014162,-1.356033559589603,-1.7252972808779734,0.2216130444326449,-1.229956395905595,1.0740952350679216,-0.41408532383216234,-0.5835400833051716,0.3879014186101799,4.574815729843288,-1.642236911436805,-2.0473039016909245,0.4689724016937402,-0.6241399027141867,1.1199630710132888,-0.8126301211061276,-1.3716552825316468,-0.25438345383594485,4.5150652416442965,-1.589772529708723,-1.7831709646637819,0.61857888303108,2.3853019131931124,1.2245449311708727,-0.12973620054008825,-0.13126496638324486,-0.12735741716516386,4.591673880839778,-1.1674023255808963,-1.6080930885429716,0.21411591648633493,-0.16513254080338335,-0.03827930283603467,-0.12006936037879606,-0.071164060773004,0.9559227260795945,0.016006084964487653,0.7856544495533033,1.7031363669758819,2.911139888593293,-0.2530740052597316
38,3652.081083724171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2513964277147003,1.1381252439290566,-0.4525304788368484,0.0,0.8306665339015946,3.3741318425087345,-1.3728439005826871,-1.7714235937970522,0.2537185982680963,-1.228137813450498,1.0782721509539144,-0.4173516905210496,-0.5451941683020806,0.39353589565041475,4.6529877800841986,-1.625398485763571,-2.0136258517212426,0.4323033157423888,-0.6360369488467656,1.1377560224765015,-0.7973947848779254,-1.28030374931392,-0.13773607889464945,4.5705040140428315,-1.624972861302172,-1.8509570822364267,0.587676064085439,2.4017442676320386,1.1945560511071511,-0.1809767494426659,-0.20679406207234102,-0.09548477494258109,4.7112888242596345,-1.1526903770119592,-1.6714269148569287,0.25193372324099544,-0.16724639697186114,-0.03889137743716581,-0.12235896119511737,-0.0716365418280676,1.0279787201890378,0.009371227236393663,0.8524349298813576,1.6852241940534278,3.077029854400145,-0.23228669082739384
39,3650.0667808065436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3223178815259296,1.1796780398543942,-0.4341328395341422,0.0,0.9089113723142488,3.581492674190962,-1.3245042997002812,-1.9293001635377538,0.25191151117633637,-1.229018925416664,0.9931190143147972,-0.47281846228372093,-0.605083550301162,0.4709769638612259,4.82727466345245,-1.5900794158541292,-2.1070900675616038,0.43006691988757145,-0.6368997969686275,1.1209060484780515,-0.6905287524606879,-1.2191734848902418,-0.130839309680016,4.742268173774199,-1.5747668825246968,-2.0451686537641174,0.6391930438015084,2.4276381325364764,1.2311555279083348,-0.14040373082184865,-0.11973898930206976,-0.11044062906987591,4.863180209034559,-1.1622326174233735,-1.7217839792271443,0.24545237103196682,-0.16633193434429308,-0.03835331567616864,-0.12065159737742923,-0.07174751958589605,1.2707788230569261,0.04783412530886508,0.883240532994125,1.6779143141937098,3.633569891818264,-0.24748971279905146
40,3649.295054940239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2744208110363604,1.2418190826591062,-0.5219857053385493,0.0,0.867537336874745,3.6885477419769916,-1.3744155135225624,-1.9059531101784761,0.29563088767116846,-1.2622734027932399,1.142766264343025,-0.43685707492742826,-0.5056328581935046,0.4647236162302405,4.982144796929251,-1.560011058316357,-2.125649385554612,0.4114796055746878,-0.49470354263138405,1.2782950020639472,-0.6543247111408351,-1.3467199801645116,-0.29573897552602313,4.861704162227614,-1.558533838710891,-2.1668349921411787,0.6992506815165981,2.469380621122366,1.445904987176419,-0.10672206587663166,-0.12466886277723728,-0.21207727409939847,5.069511919862834,-1.0945278990922958,-1.704616065357263,0.26475296499881545,-0.16227670492894972,-0.03736197500066434,-0.11879173383729466,-0.07197297228222435,1.5118215843842797,0.10212546075018422,0.8687611525473643,1.6916684331308323,4.181693549478511,-0.2978648716000492
41,3648.9496826307677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.301349880841458,1.265242545022044,-0.4892939970296566,0.0,0.8680712179018637,3.7496789389548026,-1.348720278647934,-1.8730249110949198,0.25460547088484076,-1.2553380394606954,1.1304160978730433,-0.42958455336522827,-0.5346811112615897,0.46312906623443584,5.008606636644646,-1.5565181220666893,-2.1012643598267746,0.3935429552578605,-0.47706159891143046,1.290529339332542,-0.613624153155053,-1.3983363518075225,-0.303544114515439,4.85705367380481,-1.6055569830156784,-2.1464152011750297,0.645590298475279,2.520054226083387,1.4083283612499429,-0.12405375339178681,-0.19674768347156185,-0.20851209534913065,5.064810577115739,-1.13804126968471,-1.7193471182153641,0.2648536119261187,-0.16219016633056307,-0.03737102175564157,-0.11805654796777648,-0.07216834965123677,1.5643612204639323,0.10752619992686019,0.8719148416452323,1.7050159035481174,4.287353965712302,-0.3343724504220386
42,3647.8681981686623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2988216212594343,1.246700067843322,-0.481334502496254,0.0,0.8706086457481639,3.853039325917545,-1.360634237675053,-1.827584970515552,0.2234368943980576,-1.2140046777676845,1.0763597545335086,-0.46706081663836985,-0.5694492864825987,0.4603522941319592,5.090946099897919,-1.5599220910468445,-2.106136015448168,0.4098958055492039,-0.4877405554878671,1.1674034962659245,-0.782724623212277,-1.4397264934217984,-0.21138391944524781,4.990157264034017,-1.5493308896516593,-2.074612276929623,0.6508786978161879,2.5972724193838816,1.329483969021828,-0.20978049173065405,-0.24759073434864556,-0.18008018184066577,5.096560804546168,-1.1651114915311547,-1.8063801273629987,0.19484388200215136,-0.16275762675280495,-0.037601538227518466,-0.11605936037320745,-0.07253519116386392,1.7493481553654322,0.11485999242496465,0.9150532869453514,1.704219800559581,4.642774410135708,-0.3767111818930981
43,3646.743159838369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2644591390170694,1.1901688343781478,-0.47962615923024643,0.0,0.8630868291126034,3.976143776578476,-1.414297728643903,-1.928476102342591,0.25307568135493347,-1.2000017350685397,1.0151828301675758,-0.4470990036195685,-0.5853998628829399,0.4469312444971346,5.210619995450646,-1.5873079427238466,-2.1135866720644647,0.4395905946724118,-0.5694777548990324,1.1195436274927477,-0.7465834643106738,-1.4569349257995927,-0.17483130199621918,5.132708670825807,-1.5856105936026408,-2.0037698740738,0.6565109498594289,2.509643631744033,1.2236401328643751,-0.19080139016235173,-0.20561999441795556,-0.14021529322479853,5.251225432188434,-1.18851725847868,-1.7354219735140266,0.26145256982207543,-0.1632269581239727,-0.0376380149117024,-0.11185295644155897,-0.07198740459421361,1.9474220174383485,0.12558599117628164,0.9362386185684513,1.6453769488174654,5.015532969006674,-0.3270770060583287
44,3646.455859622507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.320431578910641,1.2853073253081844,-0.40609622776842413,0.0,0.8666389343079157,4.079294632043521,-1.3941481477232707,-1.941693775889394,0.2561667236182991,-1.2201967557149689,1.0416705549430123,-0.4386615687878032,-0.5883106229591711,0.4458657321234141,5.283531806935468,-1.5681070688102217,-2.040789285904881,0.43423991031431775,-0.6185850254351727,1.166429301564905,-0.7531466832081027,-1.3303646813450267,-0.17246552126251116,5.200256066617938,-1.5954295792655218,-1.9423290871913963,0.6796405051048111,2.449394208947583,1.2723532298810847,-0.1788595987503302,-0.1712907572058976,-0.1196559019848444,5.31719620771607,-1.1700287602526591,-1.7115738124035274,0.2557749458175592,-0.16365688497664557,-0.037784195098988914,-0.1106056565198928,-0.07176872758590906,2.052092706618274,0.1354297102416021,0.9420225337215602,1.6055946762702995,5.2046117337089255,-0.28027447543974215
45,3646.270174474015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3125634209481234,1.2637861066202118,-0.4153422772307659,0.0,0.8591651282730667,4.121654473841419,-1.387079177239329,-1.8877670514428604,0.21518887225953892,-1.2290729480176947,1.061183227494299,-0.41883999068460603,-0.5584339571272384,0.4409137112527735,5.3164939471801365,-1.5716919042983981,-2.0692799150458336,0.43117870300027167,-0.6706007423685223,1.201851080247521,-0.7035105845913175,-1.257245592632778,-0.17780130667901758,5.260391297847099,-1.580432652850826,-1.9163530307903254,0.6552300108737096,2.4410974985790457,1.291742509210108,-0.15142349008411718,-0.1402352543245746,-0.12191665917983767,5.347280697099611,-1.1751416545678313,-1.7315394016447685,0.22490068054987666,-0.16338764119926538,-0.037649233740921446,-0.10966852173448254,-0.07184644211616532,2.1262164677028523,0.1396006375560263,0.9451929444934579,1.6052734068104502,5.3313559415942375,-0.29747586515116536
46,3645.6691623946626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.300908973661305,1.2418604364946526,-0.43706584314167185,0.0,0.8482079321738335,4.281328124122415,-1.413534774257741,-1.8600699836180927,0.31081536012103483,-1.2222328990979074,1.059399622100808,-0.4287897071132682,-0.5659120417271919,0.4394454169401818,5.454954164889422,-1.5723096553804028,-2.0773790884429593,0.45205647204024074,-0.6432312541243567,1.2136631164876446,-0.7284333288316058,-1.2989956719551627,-0.20234128234121734,5.379085193409566,-1.5715954863536465,-1.965250531586768,0.5925479446306444,2.4385617684684133,1.316646022699629,-0.13944890153140027,-0.12324359819981937,-0.12732603223825664,5.490220139698286,-1.1887796035005123,-1.6974039866260342,0.24997812951927112,-0.1621844353916583,-0.03729137493993401,-0.1075186610308451,-0.07235070936735724,2.477057645518519,0.16548541273519402,0.9582949627898747,1.6198242786818877,5.909717037121533,-0.40546730573939227
47,3644.5864256786776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2255167041630397,1.2288899908339062,-0.44529850111888,0.0,0.80875512672566,4.494996267472481,-1.4251203464639326,-1.9220906854937139,0.23560068045517557,-1.2104826681586667,1.0869064132175474,-0.3982589622500317,-0.5227239101471488,0.4220427828231089,5.714957750601709,-1.561594187536705,-2.08627008411915,0.4402691242838053,-0.5500132617307747,1.1770021802214956,-0.7422148823939008,-1.4581543147510918,-0.27521701495127376,5.643987220369881,-1.5919722238787126,-2.0506134266974563,0.6265265743133055,2.5069310187426552,1.2952435297306208,-0.1438289639665567,-0.17565122753427484,-0.1846425988858164,5.769726932152223,-1.175134007361839,-1.6867607029701364,0.21954005561931667,-0.158441371705805,-0.036564492510814985,-0.10392128799747108,-0.07252257640023752,3.1570317517098987,0.21791472428612768,0.9866540715845133,1.5147514305742917,7.011156754158642,-0.338549583952951
48,3644.538674765953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2287145484507134,1.2226593830488477,-0.45482080453748286,0.0,0.8090712512071536,4.532008027453833,-1.430678809964822,-1.9012460335049834,0.2761295966520956,-1.1870506793818303,1.0822674592686048,-0.4139306516429488,-0.5493045581832201,0.4172622001585529,5.725180814920416,-1.568211420921827,-2.107833832110047,0.448655433812362,-0.561180649267006,1.1997099312040151,-0.7284681272414073,-1.4654781884445023,-0.2854459088051918,5.670249676944315,-1.5873490079573593,-2.0476557993960087,0.6304780128820304,2.5137068173144064,1.303258305365701,-0.15326637688360242,-0.20482592681022063,-0.18456640123499696,5.779269239364627,-1.1698963195463692,-1.6941506928429835,0.20023116960636547,-0.15812506460469022,-0.03658314134322191,-0.10296961483207563,-0.0723178786782003,3.2323337142352986,0.2244819051198287,0.9873076410152213,1.4830185606385813,7.107463340670925,-0.2889016647625583
49,3643.814365183335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2707637626436656,1.261964215821099,-0.4083002353488944,0.0,0.8265772424925024,4.724215524176267,-1.3487041639600177,-1.8316572590370959,0.24627793636835427,-1.240849991896683,1.11125904195523,-0.40935580192151627,-0.5318117218267135,0.4423909284019167,5.89433204235939,-1.5477051653154752,-2.1299950049612835,0.44857536968417755,-0.6190548334338942,1.2078671111292074,-0.752640183367426,-1.4215171516748413,-0.23034223891785127,5.847934930242706,-1.5411487662930323,-2.0202583976682784,0.6472200716830854,2.499314240454172,1.2981990800692609,-0.17458762868258082,-0.20710257973786694,-0.15544658939451345,5.9588893550261,-1.1599737651634114,-1.6818040359826076,0.2708531809754685,-0.15990164025309067,-0.03664328823266718,-0.09866050393054769,-0.07340690831648534,3.916325565154562,0.271439446832359,1.0430528258972214,1.4358211450836147,7.795709824929992,-0.3110450504553945
50,3643.6300697342867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.247205228010896,1.2268590652807867,-0.4208006693506701,0.0,0.8184021010855331,4.848656882677285,-1.329536429770642,-1.8421227793687367,0.24372821279774412,-1.234661020552645,1.0707387262600967,-0.4362379043875558,-0.5570749796412006,0.4415748713207115,6.025535291956987,-1.5228044650217143,-2.020220426442191,0.41872755981410514,-0.6194122860598815,1.2007477783874756,-0.740672710349531,-1.3773343487834566,-0.22676148249433847,5.950958628808169,-1.6096559269257544,-1.978597499389159,0.6918247270875251,2.496683317138729,1.3364628454538667,-0.13939722027063906,-0.16595815882807102,-0.14722933924713388,6.065381760823084,-1.1551046408583565,-1.7298920728648737,0.18401883153473375,-0.16076505055291146,-0.03707494195705063,-0.09667688718010564,-0.07424723023206731,4.348417514509878,0.29861767294715985,1.0729714992519273,1.428725250517166,8.199378965063636,-0.36922254552669387
51,3643.51801764212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2238889614539916,1.23303442503115,-0.40960528584805644,0.0,0.8047773441094769,4.799963635951207,-1.3300125939717686,-1.8540847021273512,0.2579461655409802,-1.2134635863989482,1.0788799861251095,-0.4448491039636232,-0.5536199440753451,0.43557353079649586,5.999441332173586,-1.5769424049170684,-2.1145376376514893,0.4520320269756588,-0.5662908599328503,1.193857964721352,-0.7637020229590382,-1.2026614882055409,-0.31744828483528137,5.919410500130912,-1.6538665253063625,-1.9644298960318745,0.726694271273566,2.575507317365623,1.242701404319586,-0.22502426781620258,-0.2094705263170713,-0.17856584134438142,6.039872630488611,-1.1749090174437662,-1.6477984579750742,0.23711576574048213,-0.15978298820367498,-0.036992125208067744,-0.09821503805221364,-0.07459948237536583,4.763822143880342,0.31473270532364156,1.0530600780926125,1.4133857169335127,8.22265979926004,-0.37627269824038995
52,3643.1751062967387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2396041369717734,1.243489373616698,-0.3880680939013866,0.0,0.8072778728867603,4.795595044681285,-1.3142034302779686,-1.8198378506830957,0.2512710576495363,-1.225788970823369,1.096230977521876,-0.43384384090025446,-0.5527450850950736,0.4407795646094548,5.991935777334494,-1.5874501226596116,-2.1210070860958434,0.44916209597903645,-0.5975054276478768,1.200298697662158,-0.7568499828438496,-1.3124114933965452,-0.2437332279683721,5.916946402813753,-1.6153216678337492,-1.9974490557344386,0.6887962245052806,2.534262610674635,1.2702458941133634,-0.1951719815827308,-0.19707766115830844,-0.16278520774809968,6.026620626362796,-1.1718622501594322,-1.6689179947048405,0.24428942678255275,-0.16212109375433228,-0.03756672850749174,-0.1004037954158329,-0.0746967572586881,4.963896716251151,0.3023075777354667,1.0889358843049854,1.3807063502859398,8.18574211819312,-0.33304118669241795
53,3642.418075452982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2336015995814487,1.2345149517571392,-0.4061234431173828,0.0,0.8103624194211159,4.782014987604704,-1.332737365191059,-1.8172827977202686,0.24856460310175646,-1.234318727646137,1.1093016915979452,-0.42245710839825823,-0.5531522719226115,0.44396333011069167,5.995424173086482,-1.6023327129571527,-2.1446747702166387,0.4502250010099931,-0.621783682776638,1.2057493400311714,-0.7451757190356214,-1.424826301850856,-0.21790351058851856,5.923264807617007,-1.5756405190506793,-2.0516413812445604,0.6308013409900548,2.500371653170014,1.3027022390436396,-0.15991024206987225,-0.18230610366954575,-0.1571801917618907,6.023006240471445,-1.1712838809885302,-1.709297166112092,0.23876536151802147,-0.16215694055346067,-0.037492292072780965,-0.09541838110262992,-0.07445914949235394,5.230882539927636,0.32646543313758847,1.1057556827427437,1.365476133544762,8.082570039149571,-0.3117350610747558
