| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_40_54   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_high      |  0,0000000 |         |             |             |
| asc_carP                       | -2,2462041 | 0,12809 |  -17,53554  | 0,00000 *** |
| b_carP_p.age_group_agg_15_24   |  1,2298316 | 0,17417 |   7,06113   | 0,00000 *** |
| b_carP_p.age_group_agg_40_54   | -0,4278410 | 0,15595 |  -2,74351   | 0,00608 **  |
| b_carP_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carP_p.female                |  0,8168064 | 0,13355 |   6,11605   | 0,00000 *** |
| b_carP_hh.cars_gr_0            |  4,2000590 | 0,52973 |   7,92863   | 0,00000 *** |
| b_carP_hh.cars_gr_2            | -1,3625643 | 0,16203 |  -8,40953   | 0,00000 *** |
| b_carP_hh.cars_gr_3            | -1,8553617 | 0,26642 |  -6,96396   | 0,00000 *** |
| b_carP_hh.income_agg_high      |  0,2478032 | 0,19172 |   1,29251   | 0,19618     |
| asc_pt                         | -1,2238271 | 0,14348 |  -8,52989   | 0,00000 *** |
| b_pt_p.age_group_agg_15_24     |  1,0874817 | 0,14842 |   7,32718   | 0,00000 *** |
| b_pt_p.age_group_agg_40_54     | -0,4376432 | 0,12039 |  -3,63526   | 0,00028 *** |
| b_pt_p.age_group_agg_55        | -0,5572890 | 0,15676 |  -3,55497   | 0,00038 *** |
| b_pt_p.female                  |  0,4323538 | 0,10107 |   4,27796   | 0,00002 *** |
| b_pt_hh.cars_gr_0              |  5,4106480 | 0,50993 |   10,61050  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,5857664 | 0,12636 |  -12,54923  | 0,00000 *** |
| b_pt_hh.cars_gr_3              | -2,1060454 | 0,21206 |  -9,93147   | 0,00000 *** |
| b_pt_hh.income_agg_high        |  0,4404602 | 0,14037 |   3,13796   | 0,00170 **  |
| asc_bike                       | -0,7160725 | 0,18863 |  -3,79609   | 0,00015 *** |
| b_bike_p.age_group_agg_15_24   |  1,1979310 | 0,19185 |   6,24400   | 0,00000 *** |
| b_bike_p.age_group_agg_40_54   | -0,7551389 | 0,19351 |  -3,90234   | 0,00010 *** |
| b_bike_p.age_group_agg_55      | -1,4001861 | 0,29556 |  -4,73745   | 0,00000 *** |
| b_bike_p.female                | -0,1126248 | 0,25624 |  -0,43952   | 0,66028     |
| b_bike_hh.cars_gr_0            |  5,3080572 | 0,52382 |   10,13337  | 0,00000 *** |
| b_bike_hh.cars_gr_2            | -1,5886081 | 0,22348 |  -7,10863   | 0,00000 *** |
| b_bike_hh.cars_gr_3            | -2,0129148 | 0,34920 |  -5,76430   | 0,00000 *** |
| b_bike_hh.income_agg_high      |  0,6539454 | 0,23358 |   2,79972   | 0,00511 **  |
| asc_walk                       |  2,3971745 | 0,18121 |   13,22836  | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  1,2919710 | 0,19128 |   6,75435   | 0,00000 *** |
| b_walk_p.age_group_agg_40_54   | -0,1594780 | 0,15992 |  -0,99724   | 0,31865     |
| b_walk_p.age_group_agg_55      | -0,1400437 | 0,19682 |  -0,71154   | 0,47675     |
| b_walk_p.female                | -0,1446008 | 0,13175 |  -1,09758   | 0,27239     |
| b_walk_hh.cars_gr_0            |  5,4236946 | 0,52386 |   10,35331  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,1178683 | 0,16685 |  -6,69967   | 0,00000 *** |
| b_walk_hh.cars_gr_3            | -1,6519669 | 0,25334 |  -6,52069   | 0,00000 *** |
| b_walk_hh.income_agg_high      |  0,2382147 | 0,22578 |   1,05510   | 0,29138     |
| b_car_time                     | -0,1598870 | 0,01247 |  -12,82134  | 0,00000 *** |
| b_pt_time                      | -0,0369042 | 0,00348 |  -10,59668  | 0,00000 *** |
| b_bike_cost                    | -0,0459601 | 0,01835 |  -2,50516   | 0,01224 *   |
| b_walk_cost                    | -0,1184387 | 0,01777 |  -6,66526   | 0,00000 *** |
| g_bike_grad                    |  27,1624802 | 19,85710 |   1,36790   | 0,17134     |
| g_bike_stressLink              |  1,7620957 | 1,13061 |   1,55854   | 0,11911     |
| g_bike_stressLink_f            |  2,8330944 | 1,33660 |   2,11962   | 0,03404 *   |
| g_walk_vgvi                    |  0,3891659 | 0,22140 |   1,75778   | 0,07878 .   |
| g_walk_stressJct               |  3,3699112 | 1,99413 |   1,68992   | 0,09104 .   |
| g_walk_speed                   | -0,0145265 | 0,00923 |  -1,57399   | 0,11549     |


Iterations: 123

Start LL = 7175.705063219666
Final LL = 3633.012837612261
