Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct,g_walk_speed
0,7175.705063219666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0
1,7022.93941209822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001086604886320466,-1.4076274841058573E-4,-3.8363978206639636E-4,0.0,-4.532806704919895E-4,-1.5542227319041905E-4,-4.1608812171440955E-4,-1.4412298034773385E-4,-1.854721689375855E-4,-6.369635129171298E-4,-5.183060207605654E-5,-2.604021313598322E-4,-1.244944284723989E-4,-2.4991629724802837E-4,6.597929126925082E-5,-3.624223166904926E-4,-1.3116764255877462E-4,-1.2571084207803706E-4,-5.2324006090009135E-5,2.0788730667948693E-5,-4.796424202766387E-5,-3.312434867130297E-5,-9.70765332162387E-5,3.5893532594170104E-5,-5.102038727777532E-5,-1.9388597716444114E-5,-6.420357865506507E-6,5.737962673268324E-4,1.3644213752007114E-4,1.5237893864465055E-4,8.67214202581088E-5,2.959891013292361E-4,2.47904668253137E-4,7.484965063008795E-5,2.5371396253282104E-5,4.051506348242575E-5,0.003964479818501845,-0.032494375532199436,-0.09919401304943622,-0.09084350466067329,-1.3175708517561044E-7,-3.769038506249564E-5,5.999956137159427E-5,-4.988423712060827E-4,-2.6663685450086074E-5,-0.010436462261331795
2,6712.642403461037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040628115422852735,-5.296811819510154E-4,-0.0014302209596392785,0.0,-0.0017032883112444031,-5.629200084111411E-4,-0.0015547322573748498,-5.378684404533328E-4,-7.01739455878819E-4,-8.190211369739137E-4,5.802589380915515E-6,-4.168238381552376E-4,-2.1352545460681725E-4,-2.625188967964745E-4,3.6167961995458366E-4,-7.089870491043335E-4,-2.6460207775174527E-4,-1.836350688783412E-4,-2.3516996552762733E-4,5.525496028118191E-5,-1.7561675624944427E-4,-1.1732044520354872E-4,-3.4599808826607314E-4,1.0298068096589016E-4,-1.8508650052837685E-4,-6.982629865091933E-5,-2.9561460073088388E-5,0.0018037091487013157,4.309663560827205E-4,4.772935845185556E-4,2.7238517641215505E-4,9.29448798489484E-4,7.872488963706107E-4,2.299454835316557E-4,7.751884235787119E-5,1.2589209092376443E-4,-0.002367376604736407,-0.032551483629855875,-0.09826418541818456,-0.07287106246933922,5.773889751943711E-7,-5.9854559597430046E-5,2.2144841272583242E-4,-0.0014956684356633417,-7.995214428771263E-5,-0.0312595889939684
3,6570.377368788788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08316648258606424,-0.010567087973542517,-0.02948657465963373,0.0,-0.034386503218596084,-0.011072947270091602,-0.032221934662545415,-0.011133970838920714,-0.0146439427976703,-0.005730860438675614,0.0017914610103555006,-0.0048639557774022,-0.0027026714885888233,-3.450975182885981E-4,0.009047581851368017,-0.010707257031411769,-0.004066026795788809,-0.0019069852327183194,-0.005218967688709116,0.0011324075818354919,-0.0037906428183869297,-0.002484094582460277,-0.00728190868178751,0.002204700001421307,-0.0040666976912714595,-0.0015121073947749156,-7.275446888005858E-4,0.024901735508004938,0.006562631179905696,0.0061432160347798075,0.003626256064651971,0.012764762801730114,0.013650513085545017,0.0011588570621742537,2.5649956681507387E-4,0.0011192250521155033,-0.10972425620540713,-0.05619104234696751,-0.08392940650076199,-0.08546712459500257,3.3823808655139735E-5,2.3214331782668525E-4,0.005137298289470343,-0.003055801663701162,-1.911726050432222E-4,-0.027553230479130157
4,5964.736246595625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48846899581982983,-0.06173380701106744,-0.1732577695954502,0.0,-0.20108745501803904,-0.06484478987581448,-0.18945801082256533,-0.06561131746042627,-0.08604120402824984,-0.03040104934440403,0.011446340065041713,-0.02790774131175581,-0.01557934526686408,-1.2993085072332823E-4,0.054969500169790214,-0.06301877775015169,-0.023891218137869492,-0.010950219125876348,-0.04581171190652694,0.004469613032445488,-0.027523338109946234,-0.017115059085864477,-0.05051506799516911,0.011100945444265917,-0.02950562883891105,-0.010716323363114358,-0.006711426623890863,0.14573804355193476,0.038683371628708836,0.03573032659384269,0.021173815868021438,0.0746164147501832,0.08107692311950292,0.005913950506655821,0.0011417871392115195,0.006277057201252943,-0.524850627825058,-0.15192849183122387,-0.31290435342584555,-0.14741891799919518,4.988643483301939E-4,0.02070398897759552,0.03884156024082289,-0.012275354304065194,-8.326256654842226E-4,-0.028158332967107538
5,5946.083848665123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5975977841270653,-0.07541674667023852,-0.21169574717208645,0.0,-0.24520697019615317,-0.07928949215544018,-0.23165048948106742,-0.08037650587865112,-0.10506498565656605,-0.0371482514549049,0.014542621101608463,-0.03455123909894697,-0.019201686200705115,3.0177125956958387E-4,0.06840817268563444,-0.07818496763115268,-0.02950207987568027,-0.013762104295215155,-0.058088560775751696,0.005244893295417826,-0.034478004703027115,-0.02139578968207204,-0.06319004254260036,0.013346715297717925,-0.03681660655916533,-0.01340356498048579,-0.008428032416126538,0.17982512018575103,0.04781692036203481,0.0439271698246939,0.026145174798295943,0.09181090478595386,0.1002798984361637,0.00706450891493119,0.0012872417300383823,0.0076196120744056765,-0.601579985557924,-0.1697806639551756,-0.35878184192469714,-0.10073711757447305,6.926533358984269E-4,0.029256380717678034,0.052238077877757735,-0.013455855522168356,-9.6748888078052E-4,0.023612107396103196
6,5191.625564227891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0271408145712257,-0.2468940000248358,-0.7061345156091687,0.0,-0.7843223994862947,-0.2625821636018021,-0.7832557837482168,-0.2796037407962394,-0.34917474774270296,-0.13570139467952885,0.07702026430379119,-0.1445567081848682,-0.07538829191142675,0.02044439287412777,0.29775974309893,-0.33210417452428154,-0.11817892931759122,-0.0685194747616319,-0.2622390696336413,0.014678857584870789,-0.14684678169093823,-0.09119761797783721,-0.2678985444901497,0.042789814589344485,-0.15076233547556278,-0.057161425723107936,-0.03394062994309745,0.6541917688818921,0.18147733556022716,0.15090786455551902,0.0955645447061671,0.3209395351166335,0.3873887796098511,0.007778935804477305,-0.004113926456107277,0.021951847999174542,-0.22193756054818237,-0.10145245213402072,-0.20361953369223165,-0.13486113812768913,0.0049978152896888745,0.19638721753578417,0.3838239974069604,-0.04049678232332302,-0.0035867429167158195,-0.009426189859265712
7,4719.906119551263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.825698700738915,0.09209345694666121,-0.6394895607583421,0.0,0.24161031534906208,-0.16694026548451446,-0.8661607072117682,-0.4186214385196171,-0.26624797740411077,-0.7503324164270593,0.46280224121459046,-0.8057119171776191,-0.46338471859168867,0.21915198244759207,1.9010597730375478,-2.0305666159595304,-0.7665350602335083,-0.40084736026356177,-1.3227103297987286,0.17988704200709624,-0.801663451510517,-0.531138523430561,-1.266119469472478,0.4179095105101828,-0.8908471557775275,-0.3332196271267468,-0.17892025290359143,2.9827292587465983,0.9243977042494608,0.5116693637268017,0.4238188415489797,1.143149531706902,2.0424977120110133,-0.20450516594995488,-0.14548697990625933,0.02141465254382006,-0.3644512229857916,-0.1050729381921868,-0.13285895504472495,-0.21323096533634617,0.014863496339593503,0.0721157494584588,1.794379811557964,-0.3527893616908083,-0.027609520660698467,0.01376081507422278
8,4348.384568782363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9654111792235247,0.43249694485805884,-0.6930928448625118,0.0,0.9912487095184574,-0.0027536034539137333,-1.129265644813228,-0.6541076968313132,-0.2507363529810372,-1.1689793694285537,0.8060710263177766,-1.223908304482968,-0.8228911414274799,0.6024202391368776,3.394439150277303,-3.401366081210243,-1.4921609005503051,-0.5634700867305995,-1.1310379409862956,0.6701905364049109,-0.9443265416821253,-0.8147828281405879,-0.9552075562529294,1.3648667853382879,-1.2802026844737122,-0.5519984456257663,-0.16748105740782931,3.439783030855311,1.2283390420538423,0.18150697523623877,0.49992280105360065,0.492601930876144,2.900958705554747,-0.7083996879649501,-0.44969727953723027,-0.07861430881116462,-0.41904345750859456,-0.10131451024455537,-0.12474659659850341,-0.21013239108181594,0.03316956612109384,0.890564171701977,1.607668550726844,0.7406455299011968,0.037128308982569,-0.028746233780010847
9,4152.459347512033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.109643034803375,0.7157363369706299,-0.7588771624433143,0.0,1.1450567585334601,0.3605191087285413,-1.3787106262722895,-0.93675721353878,-0.26554133410594444,-1.4746818838257196,0.835627759668794,-1.1491957206731453,-0.9920376917760954,0.9133961284203895,3.711156924802055,-3.6175988163822024,-2.020288867254039,-0.3456394497425712,-1.1543120768330712,1.064657955724334,-1.2098822536662355,-1.1044494407069438,-1.0493373172742317,2.370163299113325,-1.8063547840484424,-0.8175913964004751,-0.20549071516567113,3.4156164710790464,1.3784384134803558,-0.16995420251100457,0.3986595593207585,-0.16667664822349237,3.475521911517201,-1.08936218320071,-0.7832760192084012,-0.18654455317028418,-0.3612053364813814,-0.0855471726488258,-0.13770347366674454,-0.1902019222481625,0.028328669830971025,0.2138479052204597,1.3578325854166367,0.7487525782904437,0.07051357080728916,-0.02706066111941673
