Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.age_group_agg_40_54,b_carD_p.age_group_agg_55,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.age_group_agg_40_54,b_carP_p.age_group_agg_55,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.age_group_agg_40_54,b_pt_p.age_group_agg_55,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.age_group_agg_40_54,b_bike_p.age_group_agg_55,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.age_group_agg_40_54,b_walk_p.age_group_agg_55,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_stressJct
0,7175.705063219666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0
1,7164.47616800942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001154428403838845,-1.4954885351001093E-4,-4.0758574421629744E-4,0.0,-4.8157346567714686E-4,-1.6512339399447903E-4,-4.420594387658625E-4,-1.5311882382816955E-4,-1.9704893898295797E-4,-6.76721392272149E-4,-5.5065755711153305E-5,-2.7665586695448157E-4,-1.322651003667899E-4,-2.655155298466669E-4,7.009757536090778E-5,-3.850439307238568E-4,-1.3935484198602423E-4,-1.335574398683358E-4,-5.5589956932264866E-5,2.208631809498209E-5,-5.095806586406766E-5,-3.519189858818273E-5,-1.031358396247627E-4,3.813392895842797E-5,-5.420496906448756E-5,-2.0598791884934374E-5,-6.821102662117904E-6,6.096113843753164E-4,1.4495855946961174E-4,1.6189010111474964E-4,9.213438300118255E-5,3.1446409831478446E-4,2.633783393380246E-4,7.952160329168968E-5,2.6955023715217444E-5,4.3043925769400715E-5,0.004211934040184886,-0.03452260389367852,-0.09914370509412575,-0.09027197610427526,-1.3998107633106997E-7,-4.00429370560882E-5,6.374460370760052E-5,-5.299790288157994E-4,-2.8327974797571227E-5
2,6811.063309189372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006461634698794245,-8.442488302875831E-4,-0.00227282757480294,0.0,-0.002712527775415903,-8.940282992026369E-4,-0.0024705109078569966,-8.544513842608781E-4,-0.0011162662042838191,-0.0010244747423620215,4.4998294720232375E-5,-5.640593588644369E-4,-2.943995127107653E-4,-2.972549407584129E-4,5.953929173484105E-4,-0.0010120914544334745,-3.80863728330057E-4,-2.4166721359019207E-4,-3.880598614206295E-4,8.217082614231949E-5,-2.8040615351117575E-4,-1.8627882196233403E-4,-5.503944936394616E-4,1.558902350949619E-4,-2.9466865823366527E-4,-1.1106275581234901E-4,-4.868343071958808E-5,0.002837927392020048,6.770428022752031E-4,7.517550999676193E-4,4.2879506527342695E-4,0.0014629238163916451,0.0012334609383236445,3.6538923467374445E-4,1.2343415843744048E-4,1.9903984350018962E-4,-0.006776025777727109,-0.03661131389633919,-0.09751658256771442,-0.05488660705710984,1.1588690272269104E-6,-7.764004019768315E-5,3.525041200945733E-4,-0.002348290650718251,-1.2550811051730348E-4
3,6072.600637704293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6323911263406337,-0.07828130224732345,-0.2253567181532109,0.0,-0.2570839056484552,-0.0815211694689263,-0.24782642176378739,-0.08582310400575328,-0.11278643214759554,-0.029589468860741208,0.018023792778827825,-0.03454180101562692,-0.019299293044180883,0.006487075097847905,0.07796512486122635,-0.08300609815454431,-0.03148254441207887,-0.014105072192078334,-0.0677903279754377,0.005043493992883071,-0.039055332006166725,-0.024170432006711356,-0.07112380489080418,0.014627014099684865,-0.04232871006286907,-0.015384986251873784,-0.010136751775210376,0.14392821360164038,0.04187849823126241,0.03249294181524603,0.0207363874779466,0.0723370468890142,0.09562265992718094,-0.005153294253609124,-0.0032593492087719367,0.003430767892186775,-0.46485554415644914,-0.14518118379906653,-0.4873873896063803,-0.10783107326552513,8.433766451719118E-4,0.03908909838381855,0.05667897596012308,0.24506900663928086,0.012836035341882135
4,5888.764961116696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8498599617480795,-0.10420551819040665,-0.3008850714254464,0.0,-0.33919023222239664,-0.10926068413970953,-0.33194479461941817,-0.11606792274049349,-0.15030651159950334,-0.043672790227387646,0.026361814244463058,-0.05012403255057101,-0.027641219999419486,0.009127382993806893,0.11153587831850184,-0.11990844888733412,-0.04478555854560901,-0.021554282494915762,-0.07932758857915402,0.010428647359663834,-0.05045840548312659,-0.031755929232879204,-0.09280277999443447,0.023986355383719907,-0.05481302248136054,-0.020026682819459504,-0.012039577611117135,0.19920845201857154,0.05871567598201189,0.04409044320975199,0.028681434716828078,0.098886310952276,0.13459005231355875,-0.008863474738455269,-0.005427441825733784,0.004136727328615459,-0.5738969321526061,-0.16928771813204918,-0.3858605914610117,-0.14569152103263477,5.175104316512181E-5,-0.021212848539709943,0.07015139168302441,0.3316666108167666,0.017356051365732404
5,5275.688781185282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3782450908663249,-0.1629925159112315,-0.48130568069498786,0.0,-0.5213327125932427,-0.17441198339068736,-0.5362798257795806,-0.19211506940091064,-0.23972989050449917,-0.08456622775782456,0.05444525328348254,-0.09804379763001614,-0.05248032188687672,0.019721589938901826,0.2160012605164709,-0.23403860070698207,-0.08474063092149628,-0.04652450354093819,-0.14288015075953764,0.021360745796626838,-0.09368921528752173,-0.059120277602762075,-0.17135656327284046,0.045654810650177256,-0.10036120134382699,-0.03717620717259974,-0.021064754971072255,0.3600245165954812,0.10893961412693959,0.07645087338738449,0.05169551523122799,0.17427487722352805,0.25106812263356376,-0.02195129198182897,-0.012985229390537797,0.005405478544104007,-0.34048737652896366,-0.12361604443498037,-0.29833470221669706,-0.10577170357134687,-0.001374097054300868,-0.15709566991426527,0.154022950089649,0.5662328769627848,0.02962786361474786
6,5213.7332504930555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.430646410909428,-0.1277924464835198,-0.4911726980011559,0.0,-0.4097612263255275,-0.16649469812061438,-0.569746009456612,-0.220091619873653,-0.24239172164030026,-0.17007467527274212,0.09959821785578682,-0.18362884361987364,-0.10251765228969162,0.034029469508539814,0.4127458328692148,-0.4488893198331345,-0.16595315008707642,-0.09121922162430333,-0.2646301133257487,0.04329852342314999,-0.17296554541163178,-0.1135880763596082,-0.2912787073756041,0.0951293425721135,-0.19232759730767834,-0.07106988722332012,-0.03827900152017668,0.5780087592366051,0.1900400487406174,0.10447000945855214,0.08108267164884433,0.25451004278420836,0.45003132925521605,-0.07118282285150931,-0.038433447033920536,-0.002392457393592737,-0.30762372397807086,-0.11373124704105128,-0.2713213563599578,-0.04542883385281272,-0.002776017708373645,-0.32235340488365277,0.2806727116990636,1.2261335592927451,0.06469778247459623
7,4916.154793596369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.437751300424946,-0.06618083090705915,-0.4753214395621802,0.0,-0.2083179182460726,-0.15129174745439256,-0.585724160612467,-0.252521205964558,-0.2276097586605597,-0.31639937292547937,0.16778283513874448,-0.3192500125660883,-0.1820046545950566,0.049695552344476576,0.7125642699433279,-0.7817652136199919,-0.29296325427659864,-0.161060026069083,-0.5011913560610382,0.06675272552204722,-0.3068951770861077,-0.20528270846189506,-0.4885713949768147,0.15832215907904448,-0.34438953989653925,-0.12783645807951968,-0.06847229925386271,1.0710506510225912,0.3464503291515063,0.18902742684588855,0.1515590849348118,0.44994661779373923,0.7943467654355476,-0.10835035461158363,-0.06402247948549346,-8.825791014505553E-4,-0.3254467828799129,-0.11144703996891057,-0.21925576432818966,-0.05792790403160268,-7.320758387767586E-4,-0.32690930832831766,0.5474095522176474,1.3980973889733237,0.07426090900689086
8,4771.421770246451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4702844683605139,-0.025338513911205902,-0.4684149145038639,0.0,-0.08524238250801369,-0.14278412097191823,-0.6033097848373392,-0.2812909264680085,-0.215038455762297,-0.41114647828310974,0.21723559736561923,-0.405723613027398,-0.24015981367666928,0.07295382875859291,0.9393867857012831,-1.014229084686348,-0.39283769719191364,-0.20384464346415918,-0.49504173021242454,0.13077334554143552,-0.3410151161260261,-0.24718579837347837,-0.4304343553070367,0.28054875034717275,-0.4194849982562846,-0.15458108957749958,-0.07700977760364956,1.2604412025764253,0.4191652179443994,0.18562799168193883,0.17551111852680734,0.4335595847437065,0.9701742417100806,-0.16653732667584858,-0.1046993042693216,-0.01546238830164409,-0.3195718212946136,-0.10672994016480448,-0.23838845680331977,-0.06028695004035767,-0.0017058299268061733,-0.3500834605848967,0.37661111955640225,1.4127256010634337,0.0757597492161213
9,4673.095483188196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5427961743500254,0.03913310304340303,-0.47401762485553534,0.0,0.06165730009211812,-0.1114989456057475,-0.6528637214849103,-0.33264789373827275,-0.20602687503732167,-0.4975841498541799,0.2960133093135181,-0.49785908397764966,-0.3160782342609276,0.16048306849758556,1.2745103481438906,-1.311139175373258,-0.5446090667470671,-0.24523111923399007,-0.4914843532608156,0.22250443436346168,-0.3894021925242402,-0.31106137084019164,-0.3816510150672529,0.47961101687243857,-0.5331294037007779,-0.2034453646481926,-0.08872398660308534,1.3368287654435802,0.47157167715522874,0.11863907694981413,0.17467407004109642,0.2795145906019254,1.1283393897195109,-0.27558129546780474,-0.18463553963320267,-0.04669516275971132,-0.3040193666181655,-0.09990004592373668,-0.16523038164173814,-0.05672840923691606,0.0018976170308326523,-0.0781858324646924,0.3026278702320302,1.4746630215358016,0.08096965133576155
