| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_40_54   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_low       |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_high      |  0,0000000 |         |             |             |
| asc_carP                       | -2,2554364 | 0,12861 |  -17,53685  | 0,00000 *** |
| b_carP_p.age_group_agg_15_24   |  1,2410059 | 0,17442 |   7,11493   | 0,00000 *** |
| b_carP_p.age_group_agg_40_54   | -0,4394735 | 0,15674 |  -2,80377   | 0,00505 **  |
| b_carP_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carP_p.female                |  0,8307008 | 0,13400 |   6,19928   | 0,00000 *** |
| b_carP_hh.cars_gr_0            |  4,1922399 | 0,52515 |   7,98300   | 0,00000 *** |
| b_carP_hh.cars_gr_2            | -1,3706055 | 0,16260 |  -8,42954   | 0,00000 *** |
| b_carP_hh.cars_gr_3            | -1,8711721 | 0,26774 |  -6,98871   | 0,00000 *** |
| b_carP_hh.income_agg_low       |  0,0000000 |         |             |             |
| b_carP_hh.income_agg_high      |  0,2467588 | 0,19246 |   1,28213   | 0,19980     |
| asc_pt                         | -1,2201505 | 0,14365 |  -8,49387   | 0,00000 *** |
| b_pt_p.age_group_agg_15_24     |  1,0964399 | 0,14850 |   7,38354   | 0,00000 *** |
| b_pt_p.age_group_agg_40_54     | -0,4215901 | 0,12051 |  -3,49827   | 0,00047 *** |
| b_pt_p.age_group_agg_55        | -0,5521962 | 0,15694 |  -3,51852   | 0,00043 *** |
| b_pt_p.female                  |  0,4491126 | 0,10106 |   4,44384   | 0,00001 *** |
| b_pt_hh.cars_gr_0              |  5,4444048 | 0,50608 |   10,75804  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,5943356 | 0,12625 |  -12,62816  | 0,00000 *** |
| b_pt_hh.cars_gr_3              | -2,1226071 | 0,21208 |  -10,00872  | 0,00000 *** |
| b_pt_hh.income_agg_low         | -0,5365197 | 0,28210 |  -1,90186   | 0,05719 .   |
| b_pt_hh.income_agg_high        |  0,4252784 | 0,14041 |   3,02886   | 0,00245 **  |
| asc_bike                       | -0,3533355 | 0,19201 |  -1,84019   | 0,06574 .   |
| b_bike_p.age_group_agg_15_24   |  1,1668205 | 0,19171 |   6,08651   | 0,00000 *** |
| b_bike_p.age_group_agg_40_54   | -0,7241834 | 0,19452 |  -3,72297   | 0,00020 *** |
| b_bike_p.age_group_agg_55      | -1,3091490 | 0,29777 |  -4,39656   | 0,00001 *** |
| b_bike_p.female                | -0,6427754 | 0,26114 |  -2,46137   | 0,01384 *   |
| b_bike_hh.cars_gr_0            |  5,3167428 | 0,52045 |   10,21569  | 0,00000 *** |
| b_bike_hh.cars_gr_2            | -1,5780650 | 0,22446 |  -7,03060   | 0,00000 *** |
| b_bike_hh.cars_gr_3            | -1,8611165 | 0,34763 |  -5,35371   | 0,00000 *** |
| b_bike_hh.income_agg_low       | -0,2757406 | 0,37958 |  -0,72643   | 0,46758     |
| b_bike_hh.income_agg_high      |  0,6544790 | 0,23516 |   2,78307   | 0,00538 **  |
| asc_walk                       |  2,4369055 | 0,18324 |   13,29911  | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  1,3069393 | 0,19127 |   6,83278   | 0,00000 *** |
| b_walk_p.age_group_agg_40_54   | -0,1744119 | 0,16017 |  -1,08893   | 0,27618     |
| b_walk_p.age_group_agg_55      | -0,1287635 | 0,19705 |  -0,65346   | 0,51346     |
| b_walk_p.female                | -0,2064103 | 0,13134 |  -1,57152   | 0,11606     |
| b_walk_hh.cars_gr_0            |  5,4133315 | 0,52028 |   10,40455  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,1196442 | 0,16700 |  -6,70449   | 0,00000 *** |
| b_walk_hh.cars_gr_3            | -1,6376201 | 0,25388 |  -6,45027   | 0,00000 *** |
| b_walk_hh.income_agg_low       |  0,0383425 | 0,30366 |   0,12627   | 0,89952     |
| b_walk_hh.income_agg_high      |  0,2569181 | 0,22561 |   1,13877   | 0,25480     |
| b_car_time                     | -0,1593498 | 0,01232 |  -12,92984  | 0,00000 *** |
| b_pt_time                      | -0,0367159 | 0,00344 |  -10,68455  | 0,00000 *** |
| b_bike_cost                    | -0,0859372 | 0,01433 |  -5,99910   | 0,00000 *** |
| b_walk_cost                    | -0,1038982 | 0,01090 |  -9,52782   | 0,00000 *** |
| g_bike_grad                    |  23,5485963 | 11,88818 |   1,98084   | 0,04761 *   |
| g_bike_vgvi                    | -0,3741798 | 0,26370 |  -1,41897   | 0,15591     |
| g_bike_stressLink              |  1,7277581 | 0,55857 |   3,09318   | 0,00198 **  |
| g_bike_stressLink_f            |  2,1213471 | 1,29970 |   1,63218   | 0,10264     |
| g_bike_stressLink_c            |  0,0000000 |         |             |             |
| g_bike_stressJct               |  0,0000000 |         |             |             |
| g_bike_stressJct_f             |  0,0000000 |         |             |             |
| g_bike_stressJct_c             |  0,0000000 |         |             |             |
| g_walk_grad                    |  0,0000000 |         |             |             |
| g_walk_vgvi                    |  0,3668107 | 0,24162 |   1,51815   | 0,12898     |
| g_walk_stressLink              |  0,0000000 |         |             |             |
| g_walk_stressLink_f            |  0,0000000 |         |             |             |
| g_walk_stressLink_c            |  0,0000000 |         |             |             |
| g_walk_stressJct               |  4,4351470 | 3,20255 |   1,38488   | 0,16609     |
| g_walk_stressJct_f             |  0,0000000 |         |             |             |
| g_walk_stressJct_c             |  0,0000000 |         |             |             |


Iterations: 133

Start LL = 7175.705063219666
Final LL = 3626.10699229899
