| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_40_54   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_low       |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_high      |  0,0000000 |         |             |             |
| asc_carP                       | -2,2492501 | 0,12831 |  -17,52926  | 0,00000 *** |
| b_carP_p.age_group_agg_15_24   |  1,2368866 | 0,17429 |   7,09679   | 0,00000 *** |
| b_carP_p.age_group_agg_40_54   | -0,4342069 | 0,15626 |  -2,77873   | 0,00546 **  |
| b_carP_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carP_p.female                |  0,8225168 | 0,13365 |   6,15417   | 0,00000 *** |
| b_carP_hh.cars_gr_0            |  4,1985866 | 0,52653 |   7,97413   | 0,00000 *** |
| b_carP_hh.cars_gr_2            | -1,3629374 | 0,16206 |  -8,41034   | 0,00000 *** |
| b_carP_hh.cars_gr_3            | -1,8606302 | 0,26664 |  -6,97815   | 0,00000 *** |
| b_carP_hh.income_agg_low       |  0,0000000 |         |             |             |
| b_carP_hh.income_agg_high      |  0,2484922 | 0,19181 |   1,29549   | 0,19515     |
| asc_pt                         | -1,2207217 | 0,14390 |  -8,48341   | 0,00000 *** |
| b_pt_p.age_group_agg_15_24     |  1,1033076 | 0,14867 |   7,42108   | 0,00000 *** |
| b_pt_p.age_group_agg_40_54     | -0,4155019 | 0,12066 |  -3,44371   | 0,00057 *** |
| b_pt_p.age_group_agg_55        | -0,5484641 | 0,15717 |  -3,48957   | 0,00048 *** |
| b_pt_p.female                  |  0,4439112 | 0,10124 |   4,38457   | 0,00001 *** |
| b_pt_hh.cars_gr_0              |  5,4532521 | 0,50767 |   10,74178  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,5957610 | 0,12643 |  -12,62182  | 0,00000 *** |
| b_pt_hh.cars_gr_3              | -2,1206644 | 0,21211 |  -9,99800   | 0,00000 *** |
| b_pt_hh.income_agg_low         | -0,5389583 | 0,28245 |  -1,90819   | 0,05637 .   |
| b_pt_hh.income_agg_high        |  0,4266160 | 0,14053 |   3,03576   | 0,00240 **  |
| asc_bike                       | -0,3643332 | 0,19877 |  -1,83294   | 0,06681 .   |
| b_bike_p.age_group_agg_15_24   |  1,1690092 | 0,19256 |   6,07081   | 0,00000 *** |
| b_bike_p.age_group_agg_40_54   | -0,7390172 | 0,19510 |  -3,78798   | 0,00015 *** |
| b_bike_p.age_group_agg_55      | -1,3259050 | 0,29780 |  -4,45229   | 0,00001 *** |
| b_bike_p.female                | -0,2328887 | 0,31238 |  -0,74552   | 0,45596     |
| b_bike_hh.cars_gr_0            |  5,3267265 | 0,52219 |   10,20068  | 0,00000 *** |
| b_bike_hh.cars_gr_2            | -1,5996842 | 0,22504 |  -7,10838   | 0,00000 *** |
| b_bike_hh.cars_gr_3            | -1,9207395 | 0,34981 |  -5,49080   | 0,00000 *** |
| b_bike_hh.income_agg_low       | -0,2700587 | 0,37939 |  -0,71182   | 0,47657     |
| b_bike_hh.income_agg_high      |  0,6663905 | 0,23590 |   2,82494   | 0,00473 **  |
| asc_walk                       |  2,4498254 | 0,18364 |   13,34026  | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  1,3168039 | 0,19140 |   6,87987   | 0,00000 *** |
| b_walk_p.age_group_agg_40_54   | -0,1744060 | 0,16028 |  -1,08811   | 0,27655     |
| b_walk_p.age_group_agg_55      | -0,1286499 | 0,19716 |  -0,65253   | 0,51406     |
| b_walk_p.female                | -0,1867268 | 0,13199 |  -1,41473   | 0,15715     |
| b_walk_hh.cars_gr_0            |  5,4248603 | 0,52179 |   10,39664  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,1234186 | 0,16692 |  -6,73016   | 0,00000 *** |
| b_walk_hh.cars_gr_3            | -1,6446764 | 0,25388 |  -6,47811   | 0,00000 *** |
| b_walk_hh.income_agg_low       |  0,0399791 | 0,30406 |   0,13149   | 0,89539     |
| b_walk_hh.income_agg_high      |  0,2595881 | 0,22562 |   1,15057   | 0,24991     |
| b_car_time                     | -0,1601559 | 0,01235 |  -12,96967  | 0,00000 *** |
| b_pt_time                      | -0,0369659 | 0,00345 |  -10,72264  | 0,00000 *** |
| b_bike_cost                    | -0,0799087 | 0,01463 |  -5,46215   | 0,00000 *** |
| b_walk_cost                    | -0,1045346 | 0,01044 |  -10,01461  | 0,00000 *** |
| g_bike_grad                    |  23,1309555 | 12,62722 |   1,83183   | 0,06698 .   |
| g_bike_vgvi                    | -0,3345597 | 0,31586 |  -1,05920   | 0,28951     |
| g_bike_stressLink              |  2,3584520 | 0,80282 |   2,93772   | 0,00331 **  |
| g_bike_stressLink_f            | -0,3599433 | 1,27044 |  -0,28332   | 0,77693     |
| g_bike_stressLink_c            |  0,0000000 |         |             |             |
| g_bike_stressJct               | -0,9967355 | 4,66197 |  -0,21380   | 0,83070     |
| g_bike_stressJct_f             |  45,8084573 | 24,51662 |   1,86847   | 0,06170 .   |
| g_bike_stressJct_c             |  0,0000000 |         |             |             |
| g_walk_grad                    |  0,0000000 |         |             |             |
| g_walk_vgvi                    |  0,3362242 | 0,22307 |   1,50723   | 0,13175     |
| g_walk_stressLink              |  0,0000000 |         |             |             |
| g_walk_stressLink_f            |  0,0000000 |         |             |             |
| g_walk_stressLink_c            |  0,0000000 |         |             |             |
| g_walk_stressJct               |  5,1992738 | 3,28095 |   1,58469   | 0,11304     |
| g_walk_stressJct_f             |  0,0000000 |         |             |             |
| g_walk_stressJct_c             |  0,0000000 |         |             |             |


Iterations: 138

Start LL = 7175.705063219666
Final LL = 3622.321179138411
