Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed
29,20816.537662853047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2557346108836336,0.0,-0.41040478829865407,-0.1950622027334693,0.2595017228651793,0.3078423948056233,0.16771545911431346,0.15524812909886374,0.0,-2.680919619312815,-5.48318610455745,-2.9415939793415253,-1.463049778403248,-0.598105527792832,1.6240608133253331,0.0,0.0,-0.1874795418555122,-2.804500282298335,-1.7080972379469623,-0.22668680934678154,-0.3935646588892471,0.36906977792128615,-0.16938719603089827,0.0,0.0,-0.5437800704001206,0.9182447378012397,-1.5533245869254977,-0.6431702229748727,-0.004175488038977137,1.0069666345341455E-6,0.2533068896681639,0.0,0.0,0.0,-0.009028625235325468,-0.002749160777898269,-0.14971296014099933,-0.15551279552308564,8.27964474346941,0.3259297034433154,-8.597383082097661,-0.32750530758691115,0.6248524504585455
30,20731.359644144995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2456308979387314,0.0,-0.4646014531930426,-0.2793446848601533,0.21549889914891876,0.4468385430906192,0.2677529605003399,0.3812038719163905,0.0,-2.255981620473438,-3.946785285451028,-4.283466957821897,-2.632253183484853,-0.7683142023999123,1.0823699350803164,0.0,0.0,-0.2090551603485406,-2.6272455523962006,-2.0704503158355627,-0.6745422454977712,-1.2417504670830692,0.037738162479201864,0.41962520470807185,0.0,0.0,0.03045262484173883,1.1837502774816908,-1.8184792027414751,-0.861214084607037,-0.2877918655544508,-0.12364695036691362,0.3191118613633901,0.0,0.0,0.0,-0.008782987499114702,-0.0026567629099907056,-0.14755622622898826,-0.1498451065446378,8.911884663814398,0.302684501827495,-8.437870786029814,-0.35085006759652826,0.6919995623212816
31,20629.746587572976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2365224570158917,0.0,-0.45824827844422433,-0.2559744372317753,0.2638952591652628,0.4044143733252188,0.16957325837587434,0.35546716339873996,0.0,-1.7929005463303003,-2.942569487342837,-5.440630406375363,-3.775696210990583,-0.5422669358664339,0.7013796858459517,0.0,0.0,-1.080763902835766,-2.341147673140673,-2.09958402840967,-0.5663041412561475,-1.1230551491642,0.05272897038231829,-0.013573584414105222,0.0,0.0,-0.7785658239600368,1.2766404986226847,-1.9462754997469771,-0.9548308950203679,-0.46543085591223177,-0.09307414630080561,0.31782846487608124,0.0,0.0,0.0,-0.008504066577303786,-0.0024989163763303813,-0.1468965823805575,-0.1453689489896218,9.464302575619,0.2852679066726993,-7.98702498641203,-0.36349521760566195,0.7293031828311235
32,20551.693703985424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2584587618473988,0.0,-0.48369342364776047,-0.23986812793572787,0.27901891224319797,0.31485989340184684,0.22820682125797487,0.41031958080856534,0.0,-1.7061647400179463,-2.780671546802625,-5.840871517443279,-4.12976650132524,-0.5364322848063872,0.5680604716765473,0.0,0.0,-1.6657024263638673,-2.629688510178284,-1.9951028259972599,-0.6942317046691409,-0.576102163743256,-0.0343368183622553,-0.73466590096423,0.0,0.0,-0.10725515078766568,1.0594259741527323,-1.715860624110381,-0.793925231564105,-0.35201029834670117,0.01653586696254919,0.2731572545103915,0.0,0.0,0.0,-0.007849718752219143,-0.0021679940461256215,-0.13686993087746338,-0.13952790169572404,9.921148426907667,0.24483681006668348,-7.38198104771873,-0.42458171616278667,0.7956419503866617
33,20075.23058783672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4430768054152308,0.0,-0.49313160143353796,-0.1491817005169298,0.5159576493820047,0.28745323967469766,0.1246219914333718,0.5262543508262996,0.0,-2.125421595241053,-4.170621692762495,-4.924657479669939,-3.4184611369903157,-0.5095617720777137,0.09653758424170106,0.0,0.0,-1.2319956741952336,-4.05218188103443,-1.249870682829549,0.30097688475205164,0.37192379294422073,0.1948801992982097,0.6272377685234813,0.0,0.0,-0.1203299127493266,0.953504692729835,-1.7964863128899313,-0.5847563114710973,-0.5204470663788938,0.15131040135494375,0.459129807360023,0.0,0.0,0.0,-0.004437154635464728,-9.826198360687627E-4,-0.08019323252962401,-0.10967366677942748,11.963063351854355,0.1369715354851631,-4.09172887801693,-0.6045795512824415,1.0530784725080415
34,19970.1461944802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5368205551363985,0.0,-0.4541369616309456,-0.055595896090749344,0.6242385151392605,0.09022269396500276,0.046172500289234836,0.4573763746033172,0.0,-3.387960609601927,-5.043245464621388,-2.7512233783142164,-3.445817619523315,-0.19523851239981305,2.086077637465328,0.0,0.0,-0.565463357545228,-2.441741736963072,-2.4506649064219976,-0.798106024173462,-1.7791417995522227,-0.42809742179911997,-0.6818632776186098,0.0,0.0,-0.5787230266342926,0.8764240149108495,-1.7778889420621982,-0.47615194605158334,-0.7068464967882908,0.21877921198675152,0.4972395422627432,0.0,0.0,0.0,-0.0026848097608672557,-3.5749604187217E-4,-0.06667839792451752,-0.0981256062791539,13.073247699341266,0.0905584872595486,-2.330630342865981,-0.7295100652389,1.179336329134514
35,19808.842647428795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6716811306344608,0.0,-0.4108960789916881,0.09774841800357968,0.6951339687581006,0.08631001026792681,0.03192191673128066,0.4852611380574409,0.0,-3.7265924948146,-4.742860964026399,-2.620737586994906,-2.251424794020791,0.1326597879621072,1.8002594809189896,0.0,0.0,-0.1892833619314339,-1.7667684782944117,-3.5823710207487673,-1.1973503088595003,-1.123917493872103,-1.0342485689984653,-0.39093095435618613,0.0,0.0,-0.7360745292523433,0.805632262877817,-1.8296517629514113,-0.39630200279621397,-0.6284933977131056,0.23271846068460075,0.5617659715801295,0.0,0.0,0.0,-0.0024400027276249526,-3.419411921601111E-4,-0.06975532120882401,-0.09995928734668215,13.526272689268312,0.08229942340330496,-1.5907292893990443,-0.820419970497925,1.246312368983951
36,19461.40898734694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7233563410284767,0.0,-0.5540337014269348,0.06650204152820138,0.8765660731003982,-0.009003202023747617,-0.00853825549599023,0.45203596218754816,0.0,-3.6921129971547404,-3.05690810109276,-1.879373443052088,-0.09456927601053389,0.6322755444751025,1.4970672372454454,0.0,0.0,0.23485845144613215,-3.1367359114846565,-1.9472669584913556,-0.4748873074944493,-2.432802064643999,-0.4573180358414529,-0.05430547345721487,0.0,0.0,-0.5712527618970104,0.6471816083396735,-1.5454992327888293,-0.21448967703938543,-0.7853391150176596,0.3516860035830023,0.5415325684005424,0.0,0.0,0.0,-0.002242742721554766,-6.148034009607339E-4,-0.052362268306890794,-0.1101573673473776,14.84852609575952,0.011402085265221337,0.24746092834452282,-0.9770476013589741,1.2844443926943268
37,19411.405731310806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7783430515467964,0.0,-0.5318591784137068,0.09998959395242384,0.9091633821847829,0.024756180599452095,-0.0013469928430862805,0.45993617322008434,0.0,-3.532811847048186,-2.6389647628717205,-1.1251447188582504,-0.9785217711274597,0.4474860920084329,1.8342099247139312,0.0,0.0,0.4617521591545678,-3.4446338022454723,-1.9575956756302983,-0.2532876023546643,-1.8489766580968294,-0.4937202994935367,0.39073100810533024,0.0,0.0,-0.48342531437876507,0.657432865489729,-1.6050100608595148,-0.1874392874295882,-0.7637621633137478,0.33547184078086506,0.5794022563919653,0.0,0.0,0.0,-0.002333944571277554,-7.4266990654188E-4,-0.05095259825296895,-0.11190662481040586,15.081768255015126,2.893271231197512E-4,0.35077679985355387,-0.9892456519073096,1.2934667924852634
38,19204.104554706177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7748485319940999,0.0,-0.5665438227136879,0.07949901479678255,0.8973570939057942,0.0964933844434972,0.02444335422232921,0.4375191665764983,0.0,-3.399184901024277,-2.054165095460721,-1.1444645782977525,-0.7915223166650076,0.5332893755011276,1.4170128643735713,0.0,0.0,0.5665239098526219,-3.5989039802678495,-2.0736512873065047,-0.17629773069353177,-1.5199637156841421,-0.6236506022455103,0.84965393849078,0.0,0.0,-0.5190677105141674,0.7309541083360446,-1.6358309454367035,-0.23674561606798533,-0.6835821260386491,0.2995294846751362,0.5804381709282218,0.0,0.0,0.0,-0.0022504659132914656,-6.800082136108039E-4,-0.045788697407894575,-0.11121050621447158,15.827009349056743,-0.0059686707682674225,-0.20104744738954622,-0.9300808252860463,1.269101501133689
39,19072.629599618107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7336775535049431,0.0,-0.5873699860677161,0.04072086616526888,0.8492336820647906,0.12430758690753195,0.048997086103395815,0.3944178183803956,0.0,-3.0368355046314695,-2.450605083300319,-0.8259910716688855,-0.7757306358640315,0.5888590569690987,0.9678229280394524,0.0,0.0,0.27025423941355153,-3.5439445351526393,-2.13056865572768,-0.19823853372513434,-1.3605338296008032,-0.7334991027443363,0.8756771096476434,0.0,0.0,-0.576723579206813,0.8092333170339723,-1.6277449649675877,-0.30493847531500384,-0.6271720444861966,0.25934140034595454,0.5089963498902923,0.0,0.0,0.0,-0.0025175578987575737,-7.330545609849982E-4,-0.04799425899796311,-0.11473778281076262,15.939290555077179,0.009148324515321646,-0.9322897415623599,-0.8761333190948053,1.2251184601555294
40,18973.41854089003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6764839971806702,0.0,-0.6052620057508004,-0.002931527899002022,0.7873634371929549,0.15483200890979176,0.07571816811142729,0.35942856499127607,0.0,-2.6451272396280725,-2.091237647415889,-1.1678034848351782,-0.8425723733384199,0.5182376454548461,0.6357625562088352,0.0,0.0,-0.08387351183716268,-3.468374598486198,-2.1821323959830456,-0.2596799220326127,-1.2739886107578318,-0.7850534396751992,0.8388075051684034,0.0,0.0,-0.6178097149651196,0.8729710309332336,-1.605150179475986,-0.3603458790777341,-0.557687078521083,0.2241885645988496,0.4585870773537196,0.0,0.0,0.0,-0.002886226974676045,-8.169939808422859E-4,-0.052257848979974014,-0.11519520726565498,15.928078983960118,0.02771211973563243,-2.1094491117175123,-0.771596984401442,1.1593750417631872
41,18909.71276821166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6010383016470247,0.0,-0.6061668974848998,-0.05938883409052647,0.6911789737828544,0.1941254663023569,0.11933834407388519,0.33735467731877056,0.0,-2.3815666386155065,-1.9910116940690155,-0.9434427998494168,-0.5410914912151135,0.17023351741966675,0.701944426564913,0.0,0.0,0.06032995629228108,-3.3079821632660873,-2.4150998254588094,-0.4001933989456766,-1.0299218682752116,-0.9122849156760376,0.8257932878888943,0.0,0.0,-0.6197205815794108,0.92346458615301,-1.576362802639723,-0.42115465413792075,-0.44302966294386287,0.18768263830838286,0.4214216335272326,0.0,0.0,0.0,-0.0034239516154587844,-9.415267438707341E-4,-0.05877910546196535,-0.11349578872530834,15.726147751707382,0.06911864128997454,-3.315804697786603,-0.5988650931304149,1.048243100603738
42,18890.45651563116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5324405071291487,0.0,-0.6033717463751332,-0.10418901327121147,0.612081576070765,0.18500148286006743,0.13538881235391162,0.309913768860757,0.0,-2.1279653903580664,-2.0971619088826423,-1.119808842602378,-0.8424559324620445,0.23236686834311865,0.5188279137681608,0.0,0.0,-0.12901149693511052,-3.0921822852415923,-2.515036496413096,-0.5428240246451872,-1.0391759183212526,-0.9879214148232397,0.5510661826668131,0.0,0.0,-0.6858567070320956,0.986482081027848,-1.5560000343690488,-0.4916711105632239,-0.4443656376935596,0.1639758333731266,0.3411662209836674,0.0,0.0,0.0,-0.003217807282412334,-9.008302867642426E-4,-0.05737086417654727,-0.11131754730453974,15.534664607047876,0.07835231035383489,-4.287622442582937,-0.5085274220845548,0.9852921510517664
43,18886.760025705862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5178735322242192,0.0,-0.591470278918047,-0.11187853457553301,0.5824687916921024,0.1823918158767693,0.14431844835451235,0.30133670901721765,0.0,-2.2543268010373465,-2.061575122122602,-1.193014383450034,-0.8043236312406202,0.25140200783688765,0.6223119964053948,0.0,0.0,-0.1113832444243625,-3.01360239566605,-2.5875507018505917,-0.5871879586062374,-1.0444282238943006,-0.954505843122309,0.4650863621622527,0.0,0.0,-0.6960418289597394,1.0156693393697465,-1.5660319522351367,-0.5120208803253621,-0.4491719408288469,0.13494542518487807,0.3039710378732587,0.0,0.0,0.0,-0.0033079200479883093,-8.902885117852708E-4,-0.059023808951843955,-0.11301377541100058,15.062313914420226,0.10446739659821158,-5.01639175417878,-0.4867616938850855,0.9780880731365089
44,18882.848975749024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.505076028701881,0.0,-0.5875868344537213,-0.11505836316278095,0.570624612363019,0.17180621991836373,0.14675793988854188,0.2946994249802376,0.0,-2.270212068370326,-1.9482888282343318,-1.063148208536852,-0.7262090633167486,0.21930589562300037,0.6391539766558623,0.0,0.0,-0.12088818226895812,-2.9544534224076524,-2.625946553734583,-0.6240078012079052,-1.0838592434506433,-0.9047295457928262,0.37193435569437017,0.0,0.0,-0.6941434491332318,1.0333914966514761,-1.5645612350526337,-0.5125326900953538,-0.45332382602802496,0.12517491820464577,0.2957766945008647,0.0,0.0,0.0,-0.0032352619413908174,-8.838735491627807E-4,-0.05784427668097643,-0.10844691596275285,14.550502587278812,0.13728889429145755,-5.741935945410299,-0.4388303511313315,0.9924808012128892
45,18876.589910415438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.517390233204252,0.0,-0.5804835156395092,-0.10647162312411751,0.5811698606295608,0.16888453441660972,0.14498692512259612,0.3038055235731487,0.0,-2.1797233157376597,-2.0603957692757264,-1.0695920204385359,-0.7589239615659604,0.1448835984139065,0.5627283090959384,0.0,0.0,-0.06680389737773214,-2.954540852620906,-2.639991815526856,-0.615634379455135,-1.074957027605231,-0.7731107036273575,0.36242370363978843,0.0,0.0,-0.6722380430813054,1.032716823515926,-1.5726668635418364,-0.49984815828983914,-0.480237127387127,0.12709938412005325,0.3063913446803515,0.0,0.0,0.0,-0.003168487625233702,-8.766079753251282E-4,-0.05641789797376868,-0.10572463465017767,13.421881000282974,0.19893358294583097,-6.718286687495325,-0.4057869168061476,1.0277947991033993
46,18869.046848389848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5412665198196505,0.0,-0.5759829336803252,-0.08159830614710542,0.6071354497116862,0.16220369611396304,0.13066520645752294,0.3180302228508161,0.0,-2.191770869338837,-2.0269633431457823,-1.0145819409682124,-0.7557916950730311,0.2519080473079337,0.5424591340804497,0.0,0.0,-0.10385068020635975,-2.9882589222572675,-2.6054587700401246,-0.5414722867205752,-0.9944584789333674,-0.5768797573086899,0.38401365626955686,0.0,0.0,-0.6429229017329153,1.0113236989246563,-1.5855789937175178,-0.4766318284320455,-0.4895690306740868,0.13941820989513665,0.3378568444708426,0.0,0.0,0.0,-0.0032103955796007003,-8.975866967530907E-4,-0.05610525633506968,-0.10231331017284392,11.430547010262929,0.31228397327683544,-7.567014645009497,-0.38021587998076645,1.1116076938364883
47,18862.912536712112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5324955815574675,0.0,-0.5840896413554216,-0.08575580079225198,0.6024639190227231,0.17278063131014465,0.1292862283214929,0.3206527047186201,0.0,-2.225190104960987,-2.0802388762134747,-1.1219946496222715,-0.7840974240740166,0.25824600127324776,0.5577305121902024,0.0,0.0,-0.08592013197419049,-3.0016946445662187,-2.506959971120499,-0.47264600570693155,-0.8700508011034671,-0.4139790815341329,0.41569604875436605,0.0,0.0,-0.5590398635362029,1.007939851272843,-1.5772987772972833,-0.48374301590071794,-0.45203147649472575,0.14647890968850247,0.3508266756859737,0.0,0.0,0.0,-0.003207635902125282,-8.873671224296513E-4,-0.056298845256348484,-0.09570075431946937,8.975144574727375,0.44294451689745795,-7.594707340661709,-0.3397147393085434,1.2051156561982925
48,18856.852686027538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5303159284417596,0.0,-0.5867955859003655,-0.09428735902804389,0.5961390225694356,0.18523198022428472,0.13228545539271377,0.3161976534262506,0.0,-2.205975605305308,-2.040715702702588,-1.1492840725635787,-0.7977287216877955,0.2145552187813892,0.5925579586909389,0.0,0.0,-0.10846352049798874,-2.9891688134000716,-2.396809061832708,-0.44372704013811526,-0.8517238425931255,-0.4169765681048504,0.4477254632944485,0.0,0.0,-0.48157082407917967,1.0039889756557154,-1.5620675362016283,-0.49330462393683694,-0.43956365490283067,0.14570836300211587,0.33282078373813856,0.0,0.0,0.0,-0.0031790781840475278,-8.716773700803136E-4,-0.05732381559612095,-0.09568322163518372,7.188566077849072,0.5253380786039201,-6.726531596608015,-0.38412913367973966,1.3033495434200923
49,18851.388913228806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5141535292334611,0.0,-0.5907530457485277,-0.1095950427254812,0.5865244626761562,0.18971264818759015,0.13611187521671828,0.30318914782801826,0.0,-2.2459671304316124,-2.001608457691186,-1.1138201315857414,-0.7645512370373081,0.266183782384467,0.5950211488239002,0.0,0.0,-0.09717374649522266,-2.890391812072002,-2.256670698445412,-0.46575798862164586,-0.9386514563704063,-0.5439722358383319,0.405249540578718,0.0,0.0,-0.4256892100848834,1.0073323855839462,-1.5490296910410566,-0.5024838318503101,-0.45500568609616127,0.1444222965955354,0.3149330168517223,0.0,0.0,0.0,-0.0032148553622666732,-8.726462645020206E-4,-0.0593732670327839,-0.09015070745309912,5.397413561690709,0.6131039354868355,-5.679435559664722,-0.3846209126175267,1.405223067960666
50,18848.490572145743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5198734352393586,0.0,-0.5846061776857313,-0.10003632001649701,0.5894653012050851,0.1875439210140916,0.13615372930255967,0.30431335836814716,0.0,-2.1934455235498587,-2.0538042100940164,-1.1121336235233603,-0.7850868669878572,0.2182166646829937,0.6262189353980536,0.0,0.0,-0.11654486654338057,-2.904890364176598,-2.2641023351103393,-0.46958401739601835,-0.8109975145977006,-0.6031917038435153,0.458115630727824,0.0,0.0,-0.44582584265087843,1.0200793016279017,-1.564044425146407,-0.49579814643168385,-0.4535725859688858,0.14371085598051572,0.32935320549409064,0.0,0.0,0.0,-0.0032118244760293963,-8.867399359420458E-4,-0.05797979735789412,-0.09059776280473536,5.211942301627348,0.6204977055518514,-5.561071591652436,-0.3717698777641094,1.4083303277354018
51,18842.726120438638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5202571754978833,0.0,-0.5829021727841749,-0.09808747015833294,0.5932261892646965,0.17898550132140997,0.13496301568621483,0.30291063850784705,0.0,-2.173635791141775,-2.0330284507804475,-1.111132663810071,-0.805213601526833,0.18663500017370083,0.600935138400622,0.0,0.0,-0.1121325008676109,-2.878107850743284,-2.1950751916688707,-0.5068093065597774,-0.7879004734656441,-0.6965986888198384,0.459619891427127,0.0,0.0,-0.4716297855557202,1.0305916084253919,-1.5684382374381047,-0.49078376652277556,-0.47046523989429234,0.1451524285788607,0.33234821746217574,0.0,0.0,0.0,-0.003193256147912268,-8.857781517812722E-4,-0.055794453498953664,-0.08617618989684346,3.4750914986769303,0.7029313146817655,-5.209229159424597,-0.33776478300875973,1.4967713481948326
52,18837.521367945614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5188001858209286,0.0,-0.5846855584235047,-0.10025374547312811,0.5927979098366334,0.1782838620457366,0.13408716169139473,0.29986354346122945,0.0,-2.182201611618796,-2.058518609816807,-1.1042517210773348,-0.777735446288003,0.2051537810463214,0.6051873895364535,0.0,0.0,-0.11270655735528645,-2.8453237399467635,-2.1719576747940614,-0.5295613779367414,-0.799111260926249,-0.7198595303998588,0.43325116821639664,0.0,0.0,-0.4931124644572361,1.033334081449308,-1.5667216760527976,-0.49315031527519576,-0.4713978513658779,0.14543625078938,0.3312880175771241,0.0,0.0,0.0,-0.003233609790451351,-8.975058897908211E-4,-0.05666026127921139,-0.08370629598266652,2.0361426204172464,0.765555931194477,-5.235606635850804,-0.30677241788782583,1.55022473575995
53,18830.812665188707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5200006456589585,0.0,-0.5848964268689991,-0.10075254138433039,0.593772368686946,0.17741991572222426,0.13334736306995432,0.2979100129473988,0.0,-2.190587813004538,-2.057941988935188,-1.097492025589021,-0.7700056370867628,0.21397989568842904,0.6006938445121679,0.0,0.0,-0.10881083403331598,-2.812359683952501,-2.1493607916742414,-0.5559980269973126,-0.7926071503167084,-0.7429443004654792,0.4128894079434253,0.0,0.0,-0.5235779741963684,1.036575675125952,-1.5650547287628485,-0.4929895950210229,-0.47363517238429115,0.14604902475468262,0.3290435760988407,0.0,0.0,0.0,-0.0032575286477649567,-9.028782426824399E-4,-0.05698197376501072,-0.07911442007732107,-0.6463304069279299,0.8799613092507552,-5.488135433332359,-0.25966621044993693,1.660513104721654
54,18825.743543582677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.521168715637209,0.0,-0.5855308036675071,-0.10165900703316338,0.5949546727530944,0.17599854628436384,0.13253230908936067,0.2960596940091816,0.0,-2.2022896222782142,-2.056235370191966,-1.0915025307903656,-0.7608952343941531,0.22586975006360394,0.5936068566760876,0.0,0.0,-0.10303249311163509,-2.7791549262793858,-2.1320857267951103,-0.5865645870030571,-0.7985519672232121,-0.7698346107217426,0.3888523763733587,0.0,0.0,-0.5621247592508076,1.0401834666774572,-1.5627661435741147,-0.49284212543446393,-0.4764892266326519,0.14694133582965782,0.32608987315377824,0.0,0.0,0.0,-0.0032835863867550553,-9.083269936973754E-4,-0.05732092142877259,-0.07448751290839316,-3.5211504253046124,1.0007199519555647,-5.8042286434994175,-0.21022212121130773,1.7801260232332754
55,18817.801854040394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5217377174390434,0.0,-0.5913435084986636,-0.10775657836264296,0.5984563425092214,0.16841097649118847,0.13107583904351425,0.2948344584458961,0.0,-2.2476923883825664,-2.044344996283871,-1.0913739300142482,-0.7414024848909858,0.2730105121111062,0.5607577695329838,0.0,0.0,-0.07460806251023261,-2.7351458315149926,-2.1607541137594297,-0.665108742686263,-0.9311330843208144,-0.8400618749603573,0.31933648411804194,0.0,0.0,-0.6883655585076411,1.0527564751242366,-1.553843757093011,-0.493496997095215,-0.48776889425650216,0.1508228267694606,0.31602472361187856,0.0,0.0,0.0,-0.0033591416603150613,-9.228256796992932E-4,-0.058366507841631804,-0.06991288773705938,-8.649835420329268,1.1964945544886505,-6.797402293365719,-0.12835154302588356,1.9921768496263141
56,18816.68281247255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5227134024623465,0.0,-0.5902569574487575,-0.1054917255016892,0.5978982254187183,0.16926475262816845,0.13117195244191815,0.2975754494786519,0.0,-2.252763495466314,-2.042427371947623,-1.0952429218369286,-0.7338259076471078,0.26949804524378773,0.5597994030392253,0.0,0.0,-0.080580731881037,-2.7661363695743053,-2.2175645684393546,-0.6602977545645363,-0.9428236276954455,-0.8404198675378106,0.33469230753586177,0.0,0.0,-0.7017580672413569,1.047514787587268,-1.5552255037005998,-0.4931448199892978,-0.48351231725187394,0.1492522914919098,0.3163081434660295,0.0,0.0,0.0,-0.0033003316374757004,-9.040968917139055E-4,-0.057292149735199055,-0.07141169789547117,-7.70000483390249,1.1569715662734446,-6.980958046802251,-0.1385662168693893,1.9708002460523746
57,18815.872909475253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.533285832280713,0.0,-0.5753587784872747,-0.08241865975219942,0.5915183673822955,0.18419341038305545,0.1311771081252073,0.3116518699505696,0.0,-2.242445562573312,-2.0452560541460896,-1.0945621311986384,-0.6905168460734662,0.2014747371901432,0.596437649177167,0.0,0.0,-0.1547460099511116,-2.9035638913785697,-2.501191841767307,-0.6304662706858393,-0.7999254741804145,-0.8323755569106959,0.4690290885015597,0.0,0.0,-0.7625377379821499,1.0051865002733353,-1.5739254477176448,-0.4903116059740498,-0.44183906435281867,0.13300444582339496,0.32436643865949993,0.0,0.0,0.0,-0.002883610318901268,-7.794042018090656E-4,-0.04905061558687608,-0.06231660826759246,-8.452761279967191,1.2388758303302554,-8.413722489230462,-0.05192066694987858,2.1335610937789338
58,18809.14755930238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5204107000656668,0.0,-0.5882593183352469,-0.10144195426484176,0.5927775712382596,0.17790928624457722,0.13548355615532454,0.3087377129601385,0.0,-2.195938788951497,-2.0334537917351314,-1.1017823785402485,-0.8380432535628051,0.20714814351251876,0.6121607717804706,0.0,0.0,-0.10937260515064326,-2.8993549593446213,-2.433917249569442,-0.59198872113583,-0.9532005317119381,-0.7710228046095877,0.44962420027814615,0.0,0.0,-0.7067406440276609,1.0376332747796255,-1.5670177778869745,-0.49554920842983874,-0.4621558592274459,0.14120087016727753,0.32134456703177056,0.0,0.0,0.0,-0.0032118903848624416,-8.892864982567499E-4,-0.05285492011553986,-0.0660876686150021,-7.730171099997001,1.2331292539773673,-8.34232546591869,-0.04276088514765883,2.086789704406243
59,18806.958903515973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5234185673138376,0.0,-0.5871142179764957,-0.10118936320829615,0.5964017789709425,0.17511399527797278,0.13712853572308145,0.3094500273692475,0.0,-2.2099601810648193,-2.048395244197501,-1.1221331737835367,-0.7889432301032663,0.2284033563249354,0.5897259557781629,0.0,0.0,-0.10688040144932627,-2.8883827225811265,-2.463101936871685,-0.5629737428556374,-1.0051752020463052,-0.7616849006101019,0.4601381245396156,0.0,0.0,-0.6704778627808636,1.0521142911750083,-1.5639976519679724,-0.4898961063995797,-0.46789278721072325,0.14708501725776338,0.3195344478368155,0.0,0.0,0.0,-0.0032264428677535066,-8.8793028256908E-4,-0.05279260540810098,-0.06506587699977323,-8.177404681081729,1.295432716891585,-8.522590352044489,-0.026605385785028975,2.164915719956019
