Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed
10,21930.400363359353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.315045825254629,0.0,-0.7566945586444588,-0.33637681976741146,0.5434279631667936,0.037404979305544615,0.11059140486026939,0.18512063682290786,0.0,-1.4942316515504372,-0.9577869548216149,-0.8618238360392516,-0.4557654813379298,-0.5760908067013721,0.2124898674193449,0.0,0.0,-0.8235378730844292,-1.8055879532049777,-0.9898912261425513,-0.1634757388935495,-0.2984472864505075,-0.2536312289785049,-0.1999790942158376,0.0,0.0,-0.35123440290317903,0.9139625438395425,-1.2195915902359744,-0.25209420399313776,-0.13403695681462166,0.06145184226742424,0.2954681652712609,0.0,0.0,0.0,-0.015900655058057992,-0.005722590090270459,-0.2630295677500208,-0.20138748463268513,0.03665654091575796,0.6442468074294648,-0.025215963713879387,-0.3627191019427089,0.5916528814143875
11,21864.557387175522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3242157760226454,0.0,-0.6242523511567446,-0.13051659156951587,0.45454198040226285,0.09302689744828158,0.06195727513873182,0.24381239875773003,0.0,-1.5267900773758991,-1.170895244357385,-1.0281398501286845,-0.5213190346045404,-0.45660260961042654,0.3452769980616154,0.0,0.0,-0.8861954269880693,-1.9924397572987567,-1.115413262046112,-0.19530454257526458,-0.32142109668004226,-0.2238188169195546,-0.1650544785616303,0.0,0.0,-0.3249891734274737,0.9246296172113461,-1.289322420166658,-0.36058441375899886,-0.31414054855699497,0.12902556693489187,0.2649494120814722,0.0,0.0,0.0,-0.015936075494654152,-0.005699416576984516,-0.24868352525007853,-0.20532945032653355,0.04696247075588211,0.6245314146510688,-0.03989946592780047,-0.39460137534934625,0.5760902993090411
12,21823.805988787444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.758769719133018,0.0,-0.6065814397565445,0.1978985084655346,0.9618361915930083,0.023016685725810115,0.14201491175914466,0.16962492911927113,0.0,-1.2389349473588427,-2.3359906631356617,-1.9087611036081034,-0.8381288397973841,0.49486718986382205,1.1908528187631124,0.0,0.0,-1.0323108091570543,-2.132128606834617,-1.2916956364983072,-0.2837786418836811,-0.2992925794575959,-0.0015794873820995647,0.2539927858013945,0.0,0.0,0.053260533358883755,1.0963061011886444,-1.4373743087359552,-0.516747890637843,-0.8281662817915321,0.21112725484229353,0.18009924632368365,0.0,0.0,0.0,-0.015888561704599805,-0.005843985479940701,-0.26331565451139083,-0.21398145077893943,0.1267848303229963,0.6288506024631694,-0.13628077264915928,-0.1587660408183756,0.21893522110927466
13,21779.90891023432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7142223275455064,0.0,-0.5396604393345596,-0.07498049718716396,0.8965683452937256,0.07719305038077062,0.22106494625217837,0.19208847516928976,0.0,-1.0727942480375303,-2.9931002014545895,-2.3965206027636308,-1.0421854335696654,0.9791266407616226,1.6092133541259575,0.0,0.0,-1.0495250043982016,-2.2461826716248954,-1.3623624364006832,-0.35849231949368954,-0.29360077060677303,0.0066008541457017525,0.45140457127938816,0.0,0.0,0.15134575595031102,1.1182716049275387,-1.613948744634416,-0.5540379583686554,-0.7864137006775656,0.2745895800419913,0.18509670356139812,0.0,0.0,0.0,-0.015938871530353237,-0.0059180290230827284,-0.256487226010186,-0.21804403870514066,0.17415186615861125,0.6215206502307149,-0.19664149595341193,-0.04192457414653673,0.026777278828884754
14,21741.85017619854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5446398637119212,0.0,-0.7754172940994628,-0.04237082553677705,0.7900449606207893,0.19050506508438445,0.0848990673949723,0.21320336125723074,0.0,-1.128280964555661,-3.622443927334425,-2.859647835106431,-1.3252477827107114,1.1499281067530538,1.7971069999559603,0.0,0.0,-0.9908099384655902,-2.213415555440953,-1.3210542709467201,-0.3899172530528628,-0.29397302652522495,-0.009866148438227126,0.5991538512471776,0.0,0.0,0.2068033345441061,1.0956206387557959,-1.5800754377978967,-0.5731997056565132,-0.6488379804602022,0.22103015768797185,0.32688386096885247,0.0,0.0,0.0,-0.015708358264284017,-0.0057571710863816156,-0.25676718023096246,-0.2208529534936384,0.22805005114737922,0.62008175055222,-0.2628407701404458,0.07204393561173564,-0.1840224859904385
15,21714.34999152259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5286251430592779,0.0,-0.6931379597082191,-0.06492687426987823,0.7349168098581891,0.14670965637753142,0.12004512101713097,0.19126603413816057,0.0,-1.2162220066097216,-4.087042435502591,-3.203483192541634,-1.5612707838186555,1.1585562007210282,1.8490475548224543,0.0,0.0,-0.8864197261522726,-2.1783652798532867,-1.2366079495116309,-0.4336893752912523,-0.2983769225056411,-0.08222948577853313,0.6920138899009902,0.0,0.0,0.1812846526116235,1.0798020995445339,-1.363869432534685,-0.5984022128498682,-0.5973393210050644,0.15766900870518474,0.47731839064297155,0.0,0.0,0.0,-0.015523147813160882,-0.005594776937152909,-0.2552713703225916,-0.22284184392740342,0.2750018531850654,0.6203338928187715,-0.3189205818347828,0.10531284694160933,-0.23916877860771538
16,21695.2827408738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5263441200346284,0.0,-0.6704353954024075,-0.07965617889362947,0.7270808539785057,0.20260880566853787,0.09458829427056327,0.11920235244268193,0.0,-1.2048123938436899,-4.503106569098248,-3.498073646929534,-1.7655618934598238,1.127748108280221,1.851753351599677,0.0,0.0,-0.6839594301760139,-2.11756971366709,-1.1348905069596458,-0.4567889224638976,-0.30224000350975355,-0.1746361787007346,0.71504398462881,0.0,0.0,0.14875616296191108,0.9887777281488094,-1.287572592209333,-0.43287832159731965,-0.6349671153779396,0.1803453123985126,0.4309529081022502,0.0,0.0,0.0,-0.015360744221071624,-0.005498966071112276,-0.25491421912132606,-0.2176143663128181,0.3309138831581102,0.6223966649293651,-0.38166204063600334,0.005887258006108828,-0.07626705848016105
17,21678.232680990244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.553521028927598,0.0,-0.7043129223088184,-0.06065186089827869,0.7270745007761635,0.10469308721443318,0.21252017728441666,0.13000018478910605,0.0,-1.0800064359164394,-4.938317566164143,-3.759398453241656,-1.9517506370128477,0.9155918500646595,1.7409775031113075,0.0,0.0,-0.2983755355165323,-2.097427951188616,-1.1802641695769305,-0.3466256374796369,-0.3239645620803238,-0.18638759984644765,0.5575336014297066,0.0,0.0,0.08706177356221713,0.8613717689110597,-1.3130485065218958,-0.4279973682833968,-0.631355801664745,0.33289014399919264,0.2388466447891673,0.0,0.0,0.0,-0.015268028799668588,-0.005448357364301914,-0.25314274923558555,-0.217870064448381,0.42737517284948756,0.6148042729652263,-0.4923996872311044,0.025864725976411217,-0.14787739685555598
18,21666.08570437864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5725868604152105,0.0,-0.6548214017903922,-0.08596014229739529,0.7826528464885372,0.06866476767670857,0.11564578312966482,0.18905822036191158,0.0,-0.9569044539696889,-5.156718521498746,-3.870306890903629,-2.022390212609755,0.8019338962219864,1.6844681750690211,0.0,0.0,-0.0873203031907181,-2.09776830703832,-1.229311063447306,-0.28996563249590757,-0.330367498959255,-0.15724326606920627,0.4351893234460118,0.0,0.0,0.07488567290706614,0.8801230975686504,-1.3148155114492797,-0.45909351422356154,-0.5899230783054508,0.342198190773397,0.17484362721773727,0.0,0.0,0.0,-0.01520866034852863,-0.005452244826184918,-0.25257870079620687,-0.21812059757074273,0.48849932866402435,0.6136404874166653,-0.5620876588722461,0.03115381469382216,-0.14940856779027092
19,21665.039694964747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.530947212158237,0.0,-0.6796313157176912,0.008033028410581525,0.6972521394683624,-0.04184391456285204,0.19456165985610246,0.17176954204321424,0.0,-0.5814919734153224,-5.523502214372772,-3.9682966570115936,-2.0480481825548407,0.591246655921723,1.6307355161763981,0.0,0.0,0.19528877361008734,-2.1358694419809754,-1.3267754511962542,-0.2929715390936363,-0.31374259026935647,-0.03625609898684873,0.19619120681112892,0.0,0.0,0.03086528169936017,1.0584938458176198,-1.4025858364351662,-0.44822149017245516,-0.5528468607533236,0.11640843503223466,0.25141188508493445,0.0,0.0,0.0,-0.015063191727705146,-0.005516562130696611,-0.24656293539020718,-0.2147704369245028,0.6428481954602692,0.6109123994347441,-0.7382400375454723,-0.012668274275314237,-0.036977021397795726
20,21632.258405510882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5053278882910326,0.0,-0.5928006586320809,-0.035669108003362746,0.6326150891636269,0.07984194495323275,0.17219578295897753,0.028750309867752927,0.0,-0.21634142741019546,-5.979144206980249,-3.93034110168319,-1.9622944742942532,0.01702047667861928,1.5689692373929218,0.0,0.0,0.16417308635489997,-2.081938494064107,-1.2550248472758019,-0.5053814263231688,-0.23812262972694515,-0.03880679382194258,0.03301630157671215,0.0,0.0,-0.03373923766104731,1.2419535260669947,-1.6001122671284236,-0.459886381005446,-0.7558676685854918,-0.023431346465121072,0.2851539498578785,0.0,0.0,0.0,-0.014814104603057638,-0.005412961526446886,-0.24331590318894805,-0.21586421648424356,0.9367179519149912,0.6050005005261615,-1.0756640760348493,0.08172448496287973,-0.17387212690703785
21,21576.3260362259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4154431212921272,0.0,-0.708212928936493,-0.09338263164756883,0.5894088338395975,-0.01787879224035678,0.15313674858073056,0.14377962291593074,0.0,0.26696742396450285,-6.5469516872591775,-3.7425725870134494,-1.805074030977661,-0.5923069049526738,1.5521792741079894,0.0,0.0,-0.16998189130713381,-1.9492179753986905,-1.1871260914676562,-0.6368437943113251,-0.22548860304779023,-0.18354092750435344,0.047485817139807096,0.0,0.0,-0.1081998708347443,1.2877102292632936,-1.6569488133003307,-0.7953683749991096,-0.8480610261205098,0.04609281722268942,0.29001457542543396,0.0,0.0,0.0,-0.014382921973298692,-0.005260206400224594,-0.23957423931712973,-0.20805943142852107,1.402308253076098,0.593240562583718,-1.6056037599398425,-0.025426478325109844,0.0036125172400010286
22,21439.505827053017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.413412480360762,0.0,-0.60488738738304,-0.11708239688060651,0.45843391297488684,0.05614269828673954,0.21077263145173236,0.3353118590677482,0.0,0.535287267207018,-7.411794507538148,-3.0641866791486843,-1.7287069208364052,-1.050425568732112,1.0236620850714826,0.0,0.0,-1.052553979444557,-1.9316181560882497,-1.6824433585854894,-0.24365377840930197,-0.577113144142732,-0.2236225658304971,0.17421693344123265,0.0,0.0,-0.14179995764535755,1.2557591110827044,-1.4412979848962593,-0.4306672069138184,-0.6916677820071035,-0.13858285665018338,0.08445223761890117,0.0,0.0,0.0,-0.013382563391244768,-0.004808851687306434,-0.2260040940736359,-0.20318638489445456,2.498169445576994,0.5513485867253768,-2.8377512331952497,-0.04877625552656974,0.055899048183768736
23,21296.94505652364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.504684568458165,0.0,-0.36607313119587004,0.0520275862660787,0.5006623509394154,0.04803447119817531,0.1313666408830675,0.02706519409611252,0.0,0.424183394748583,-7.981875255711715,-2.2932662361009006,-1.7898667755114681,-0.9023723202940133,0.23329399957603647,0.0,0.0,-1.473315554104879,-2.0324267461196373,-1.8116467238241531,-0.23082875581560647,-0.8192474556510303,-0.2507296355044358,0.11793209621165118,0.0,0.0,-0.13200319653853076,0.9789949791136061,-1.7431950529363136,-0.45855523820932537,-0.2626356728723707,0.028421206636147,0.38412899158685687,0.0,0.0,0.0,-0.012594022118986501,-0.004491831076929987,-0.21068921801935633,-0.19077863075619825,3.6544448241852203,0.5085265845263026,-4.126455492147468,-0.09720525432400054,0.16234453484237274
24,21142.906264875844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4294125179432033,0.0,-0.5017736622823775,-0.16036303454743883,0.46681199244191945,0.042936855285425485,0.17456831284164215,0.4351208311950629,0.0,-0.2129404248879273,-8.150271867919278,-1.6647474800770092,-1.861587230248976,-0.43807443846143307,-0.3720110091385549,0.0,0.0,-1.3928597342132107,-2.197448993833717,-1.7175930714258196,-0.5831921392221271,-0.6725629457370325,0.04509137598515961,-0.09864713637515407,0.0,0.0,-0.28893576162285145,0.9554122951980348,-1.7389681667018617,-0.46957707894305173,-0.5310218056880458,0.08085502170592837,0.4826335359876166,0.0,0.0,0.0,-0.011661127210449998,-0.004098796175989874,-0.19334499903191016,-0.1816537432914462,4.816561497351252,0.46759828257000896,-5.398854475856066,-0.13728279011622477,0.25071107738986564
25,21119.509476074632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3422320133956747,0.0,-0.5959729257342541,-0.27518133837795966,0.360414731994082,0.4227501350392675,0.3364204102572902,0.17831255248762096,0.0,-1.0347477670023593,-7.929403419362913,-1.458293953251342,-1.8037756034008905,-0.11903850670837773,-0.3683067720522534,0.0,0.0,-1.1395217307640044,-2.344553176119414,-1.6086618233350056,-0.5998761630504714,-0.4564147900492276,0.20697605594663607,-0.29112605201741293,0.0,0.0,-0.37140426392740733,1.285209558690098,-1.5015846546241436,-0.9778128324004589,-0.3895545177303943,-0.06508774767113562,-0.055434183834933703,0.0,0.0,0.0,-0.010715952488932834,-0.003656222106968806,-0.1793117799809693,-0.17569030779239284,5.854487935667103,0.42988783165483135,-6.495316029114566,-0.24150433449464884,0.4430813830245002
26,21000.853769852085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0895568232331998,0.0,-0.48053950909427584,-0.2513499660186909,0.17025100854073583,-0.10527025239565568,0.10400612088109543,0.011178008940543327,0.0,-2.127009835579704,-7.15710846785183,-1.7883848079459574,-1.528024570921701,-0.11275876424010454,0.42454887835187394,0.0,0.0,-0.7411188344600537,-2.508488150160352,-1.4025213345717011,-0.1839790717932916,-0.23079324279236196,-0.03177670802357055,-0.39009546388759564,0.0,0.0,-0.3897690863021847,1.4280571880216661,-1.7099569367906862,-0.8877182740639296,-0.3320441137933313,-0.26105650108432255,-0.3065441429849817,0.0,0.0,0.0,-0.00982002778782464,-0.0031275061434715597,-0.165953106444858,-0.1666392145783788,6.981648421940635,0.39053018187696464,-7.624152530864669,-0.2586890822228384,0.5106489192934713
27,20883.567543886806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1947806520980109,0.0,-0.4325701845540505,-0.251516715122266,0.1843746291812673,0.2709515516820369,0.19498605867956575,0.12487926209954762,0.0,-2.6535096475136406,-6.332677191766718,-2.2610396106945405,-1.2545685841493446,-0.25937676199579096,1.2847465442871324,0.0,0.0,-0.30822926847244075,-2.6303841836455186,-1.4364825157171561,0.32502338309260465,-0.1585463595335303,-0.11407732038573119,-0.5471597442712406,0.0,0.0,-0.4565482727590449,1.1809229888698343,-1.6642935668032641,-0.8101142456568743,-0.3123812655502471,-0.14455885351342487,0.21810619362366096,0.0,0.0,0.0,-0.00934270560324574,-0.00290133893922452,-0.15908299985233737,-0.15997812419306467,7.794406221821094,0.35340940314592273,-8.369991371409437,-0.29702629334134234,0.5783387775627141
28,20851.3114152756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3318711806210437,0.0,-0.35902706091931935,-0.09659429267197503,0.2287545652038176,0.36463181214951285,0.2488985575709036,0.3214753327205012,0.0,-2.7226538572761734,-5.942359096037314,-2.554405127819907,-1.2679080199831545,-0.41555223530760854,1.5596231447420756,0.0,0.0,-0.21954860933324838,-2.7065084422441,-1.424153178299876,0.05464200510537032,-0.21653843076098186,0.05945340611838916,-0.4025345069070866,0.0,0.0,-0.5762134971623366,1.0451777551948565,-1.669882816083969,-0.6776679561987918,-0.005406036398763858,-0.11273273564264688,0.19787136948199752,0.0,0.0,0.0,-0.009235760608680286,-0.0028395517574184947,-0.1559079893820212,-0.15774296752092545,8.055223492073646,0.34333930693436726,-8.544029107705517,-0.29513283931028683,0.5849453739074413
