Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed
10,22752.513971272092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5672005112520386,0.0,-0.2986752238268777,0.7988313504199833,0.13022943852665705,0.26428316569289423,-0.2859885653311826,0.4341815891530726,0.0,-0.9355458627526835,-1.5323048309576974,-1.3035513545420794,-0.642607911901115,0.2908032065680745,0.8626140309948958,0.0,0.0,-0.812106732613324,-2.1030465228367246,-1.3021468712979616,-0.1782787687859127,-0.3081719646673911,0.14814528807403793,0.04949592827493965,0.0,0.0,0.07752430751058298,0.7315147517484302,-1.5988340728929535,-0.7617830122590831,-1.0315031405235506,0.4152323537341202,0.14758623613561053,0.0,0.0,0.0,-0.011734501810118944,-0.005413658482095627,-0.2089919034509003,-0.11807647003696128,0.034612108671230414,0.5549402326375676,-0.07948557175397168,-0.07734880207699404,1.0388528900728757
11,22704.24948995091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6604796130193125,0.0,-0.16552154831996344,0.8913544793398288,0.14650731336078754,0.2940710273992102,-0.24580244810798393,0.5072020898022482,0.0,-0.9739629747689817,-1.7792206735477403,-1.5016618078399715,-0.7374571253530599,0.4258843812423103,1.0288945498362818,0.0,0.0,-0.8911070106204173,-2.18801628424346,-1.4240109913374053,-0.16167549979432272,-0.30838890191156976,0.31271749789574654,0.11851109672635662,0.0,0.0,0.18459102294496066,0.7776951140600133,-1.8339618335922898,-0.8818335278354116,-1.1934339553795121,0.48657865696396024,0.15905108379494962,0.0,0.0,0.0,-0.01193498344684458,-0.005411083185002523,-0.21334704221185682,-0.08724525076722858,0.040233517060803886,0.6164011161016831,-0.09324509500864027,0.05905841472814857,1.338527098646956
12,22639.169254720975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8317407484721806,0.0,-0.0010915514210703692,0.8107806188645376,0.2879206432325132,0.26082977136827046,-0.13002493833934764,0.5087907493469221,0.0,-0.8085254424703132,-2.0925274096575515,-1.7353999988791926,-0.8482665268250101,0.7564880062230448,1.2892043812013223,0.0,0.0,-0.8935461787573226,-2.2705812810004757,-1.5427273145569833,-0.1858271292732732,-0.2895011842417216,0.38682710993473,0.26024769712215146,0.0,0.0,0.2813395668479691,0.8740967870687725,-1.9022938235774784,-0.9407887297952444,-1.2979159117801145,0.47839148625128514,0.1664798891707158,0.0,0.0,0.0,-0.011992705099299911,-0.005530274935808678,-0.21468534194358826,-0.09100818684939509,0.04706668567948462,0.6120045805992955,-0.1236324711750339,-0.07843131518433191,1.4850798109695194
13,22582.34604663586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7799858863481033,0.0,-0.2453419040201301,0.7925436499559151,0.2796437580130638,0.3555197354233294,-0.050988906330135045,0.42596083718718536,0.0,-0.7433162794239825,-2.615144931176794,-2.099707262757553,-1.0956731186345285,1.0422709561327999,1.5021836262561088,0.0,0.0,-0.8226317832703739,-2.229795462526165,-1.5752049703820277,-0.2388901381706942,-0.2621533508087998,0.4434071486834519,0.5029801460954946,0.0,0.0,0.38468375127083243,0.8767729730055007,-1.9973672943492489,-0.8292041145187485,-1.2054636620829,0.4307673621195938,0.19855053663396677,0.0,0.0,0.0,-0.011933002802411176,-0.005516205554190286,-0.22272165714695943,-0.0899038032289871,0.058564812095389294,0.6179814508453498,-0.17586171286655075,-0.2225653713462027,1.641691504352493
14,22497.901861978145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.619279257687138,0.0,-0.19660254251353199,0.6229796856010084,0.14896717643186758,0.47724024586893876,-0.25737438152776326,0.49138420066723426,0.0,-0.8420709546648971,-3.5638454340497643,-2.776094703510068,-1.6165250680839844,1.2670014234442537,1.6898109599409536,0.0,0.0,-0.6254602177986672,-2.2447378655592987,-1.5642480049473766,-0.4033426979463265,-0.2560718446336559,0.33624198037512565,0.8931845564910513,0.0,0.0,0.4504183773333724,0.7951280391216063,-1.7805603617541916,-0.8611526793318086,-0.9881383911517256,0.38913005786897653,0.3439090783380416,0.0,0.0,0.0,-0.011845417743091908,-0.005322541490906716,-0.21739039742733315,-0.08714382461898354,0.08137183769524711,0.6231469559796589,-0.2821931645365346,-0.4145947470096981,1.9060976930895217
15,22457.078445935094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6551962746501696,0.0,-0.18359097380104913,0.7260709841764705,0.14203584726407792,0.3184758416010163,-0.11244464982772001,0.4402972234936092,0.0,-0.9433378398416004,-3.993134929365244,-3.1149768238774147,-1.891499346820701,1.2250131317915154,1.7097592190153372,0.0,0.0,-0.4801067392260453,-2.1883234801902716,-1.4959853548051476,-0.4374316244369733,-0.2748533659574671,0.25744413682236506,1.0200804288849905,0.0,0.0,0.462130206714056,0.7023474475998023,-1.6010922625524455,-0.8681715746205122,-1.017115030684622,0.41932363783788124,0.4390772336418008,0.0,0.0,0.0,-0.011849943879981175,-0.005185435673329879,-0.2221860456797427,-0.08706752540806041,0.09556872590663082,0.6309412213933646,-0.3511347958458881,-0.494552730216054,2.003204703766314
16,22415.896223734926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8217463662843365,0.0,-0.07110954645461748,0.6732522204335478,0.3821553435524984,0.3494753749256895,-0.19028847679341804,0.3288204258082047,0.0,-0.9361491004171393,-4.563785964973854,-3.660988815168896,-2.315725378956482,0.970119105430534,1.6743197202502322,0.0,0.0,-0.04322605874736474,-2.0320136136552835,-1.3168684217778175,-0.34148533437479334,-0.36272381630942296,0.09884866918126237,0.8233338800120886,0.0,0.0,0.5261402943158416,0.5167363598571392,-1.6703883259786063,-0.5903211412337959,-1.2086528298356893,0.6426481320319946,0.2172762376639838,0.0,0.0,0.0,-0.012069751029067455,-0.005080613937545156,-0.23953955362944754,-0.08829320995554595,0.1308855597154854,0.6476938683701573,-0.530550895153984,-0.5588447632355643,2.0581956314272034
17,22337.444027300415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7319595831958972,0.0,0.012510629646977314,0.5628432370321017,0.13546303149937436,0.27801820357291335,0.0688835500925788,0.38503981683921445,0.0,-0.5879152116693251,-5.144989944044508,-4.318292712715365,-2.7634330693429323,0.635632025117313,1.6655360898481621,0.0,0.0,0.6326458225141628,-2.137099613593012,-1.4548477963220758,-0.05483476068240756,-0.529486951648857,0.09226113753282468,0.18337208162630592,0.0,0.0,0.34017594436795695,0.5017574652589352,-1.8154111584681427,-0.5639934557830109,-1.1807614021680686,0.6566018355326034,-0.06384747146272185,0.0,0.0,0.0,-0.012302012027425391,-0.0051184126586031956,-0.22119818442338363,-0.08642799868577242,0.19313098199874354,0.6400176685709545,-0.8476951474914712,-0.4906138840880232,2.0205736452318614
18,22249.30456069455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7501371442030225,0.0,-0.08355638445254651,0.5838382598033963,0.2834093478942474,0.146637123352261,-0.025621331906286127,0.4898786037416619,0.0,-0.3725406223551487,-5.4808940790895155,-4.738339202393853,-3.0136674601471456,0.32442147642133945,1.671001372274657,0.0,0.0,0.9503215429681052,-2.018955798664241,-1.5347229198376566,0.15052593538765105,-0.568524895044431,0.31719882523312254,-0.2386747218862436,0.0,0.0,0.26073797107867047,0.7791598137046067,-1.8078550994431055,-0.6867369622274034,-1.0628050503538982,0.446886921943069,-0.08621147762821123,0.0,0.0,0.0,-0.012441723765971576,-0.00509254554507994,-0.23797237457455517,-0.08773414856420293,0.24531038668598432,0.6721949655623829,-1.1118482329030468,-0.3707493650627542,1.9764377655396546
19,21989.985924091096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5522455720616617,0.0,-0.033160662496998485,0.47140001884993477,0.1737773027071964,0.08325846333732598,-0.07390017226288298,0.16235752382344165,0.0,-0.0486907278659382,-5.796028914966289,-5.307593366948238,-3.1126267283771454,-0.3241406296852406,1.923952234553188,0.0,0.0,0.3418734243347522,-1.8459851087626142,-1.3799388129833117,-0.5545791677327958,-0.29550846928371266,0.47025645824493284,-0.6494417455634388,0.0,0.0,-0.14888621377023675,1.1773390443735487,-2.0976678405013836,-0.8218236374448128,-1.2518830659403377,0.1710760072698369,0.0578281627468402,0.0,0.0,0.0,-0.01323324723444344,-0.004950885298162105,-0.24514730698254825,-0.09022671524351193,0.40218761502711353,0.7224383606915884,-1.9169709475856451,0.022583166405450716,1.6726713547564458
20,21821.98585090023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5012127935097352,0.0,-0.3875438710758697,0.11017100323202578,0.3011691936198046,0.08872147191921549,0.07296303820810549,0.5374052671530668,0.0,-0.08266430199471553,-5.840120536910702,-5.427740752889349,-2.9459228941619613,-0.373462734860346,1.7623956977793378,0.0,0.0,-0.32658886379369056,-1.7579335947478425,-1.696306398800338,-0.44288956609795227,-0.37025211887666265,0.37785679271925937,-0.4809174800814675,0.0,0.0,0.09885116336439972,0.9341807662845808,-2.10587152704157,-1.1455868808919312,-1.2434161605491754,0.6097249142272937,0.21491855078797178,0.0,0.0,0.0,-0.013795671337139123,-0.004836242724470521,-0.25928466694229324,-0.09205036928218578,0.5349590478742476,0.7464787434932266,-2.5797980905645934,0.4052675285033827,1.263043829202266
21,21668.332093176017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7069436769561885,0.0,-0.09515989084498933,0.2638497850063658,0.312947750270053,0.393090043833262,0.2563170141054135,0.5624065232893755,0.0,-0.5308043485097642,-5.820506237400219,-5.289887711149989,-2.692301826841069,-0.02561541475790452,1.1534967140478636,0.0,0.0,-0.7215646288527251,-2.048305480078316,-2.080705122540947,-0.09694948161122219,-0.8378053024345191,0.44187990833395846,0.03696780829888846,0.0,0.0,0.4206420659950051,0.943817328430789,-2.0320700376265806,-0.6265713178051422,-0.9614294916507535,0.33908080125076423,0.35937449416229733,0.0,0.0,0.0,-0.014326493554079476,-0.0047276891918935455,-0.25905882763720006,-0.08967780053879347,0.6632535498004887,0.7850403728168461,-3.1738057416920347,0.953434292768033,0.8352489008029085
22,21635.5141509809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6876569131987476,0.0,-0.025574618382950928,0.3412837695424415,0.40806652706899643,-0.005421441729702492,0.07816721687866249,0.5189142957573092,0.0,-0.7467922960028757,-5.821918307065855,-5.0300773516743735,-2.5400596282864427,0.28374301483059094,0.9148469424291862,0.0,0.0,-0.4538659356369296,-2.3316462631796435,-1.992071782406399,-0.14691169220077296,-0.961899099234701,0.6198942220421546,0.4283680626054819,0.0,0.0,0.2917986288694436,0.8609211506728704,-2.3675981024735506,-0.5972743065225505,-0.719727211467749,0.44382934300098414,0.34515159962250214,0.0,0.0,0.0,-0.014515994681402652,-0.004814011358428592,-0.24965695635968463,-0.0895870271911464,0.7146269646523897,0.7850448608875941,-3.3560392143535402,1.1351646639167394,0.6193309272882122
23,21597.86233125157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6692753944874663,0.0,-0.10704775364222796,0.2350992448742148,0.48429041797599737,0.09872909503143311,0.11560606743014637,0.29076778651907775,0.0,-1.1032597310031464,-5.883963466065904,-4.691483874060797,-2.402630175896103,0.4566956297203454,0.8226456375412721,0.0,0.0,-0.07485458666651668,-2.5850663649580623,-1.8697141412519775,-0.21148929269779113,-0.8992168736017713,0.9201694176586992,0.624885891879537,0.0,0.0,0.23194268809823718,0.9278096230302766,-2.2866431748428107,-0.8264879427399549,-0.7952072582093647,0.530646424465609,0.19393349377881397,0.0,0.0,0.0,-0.014433673370087021,-0.004768474447463513,-0.24337132807549486,-0.09109042796620255,0.7572419424982849,0.7825636497532343,-3.4499088178175805,1.2427295791772515,0.48698798567960877
24,21552.428515695534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5775617551330365,0.0,-0.27352550883878735,0.05465482814783432,0.47805540887949566,0.060138903869073515,0.14908908671576881,0.5169853119948107,0.0,-1.5743829362130395,-6.008137372950706,-4.1472325724193775,-2.1984376995438075,0.6758958124509241,0.953855600884637,0.0,0.0,0.4007896675195551,-2.9209409422896555,-1.5999612555543887,-0.3309904094348975,-0.6852644067974805,1.145945215082993,0.5988282214391748,0.0,0.0,0.3373057700253606,0.990955329596446,-2.1676041977835094,-0.680412718444174,-1.1279000494843276,0.45046271584301145,0.29331617264485665,0.0,0.0,0.0,-0.01426211327151512,-0.004711737665145104,-0.23197571368909042,-0.0923207544257209,0.8178798968247689,0.7732684869881031,-3.5335439807082833,1.3229012803257003,0.3754120594283136
25,21466.138808427666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6113846318742142,0.0,-0.2818405324813603,0.11830445970767822,0.4956283489662587,0.11261147309770217,0.22275869375607293,0.5235165805576216,0.0,-2.072706976452594,-6.180860697385859,-3.438381414942703,-1.9539641210609182,0.8285784922436072,1.4661748971372761,0.0,0.0,0.7210033527108393,-3.1598523062076476,-1.1988670065517348,-0.25097470864026017,-0.40203883430467197,0.9633119587320171,0.3179911249859779,0.0,0.0,0.6025713119648222,0.9735638465242358,-2.1504340284562686,-0.7517630453831392,-0.8710687294331374,0.3992042279645059,0.3855857468874552,0.0,0.0,0.0,-0.014179511225589341,-0.004660755254084868,-0.22391652939650686,-0.09269266037045838,0.896791868759939,0.7601366718256388,-3.58984879032733,1.3114937764422343,0.3572613826436883
26,21369.186510143143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5657160872045324,0.0,-0.28104261846451645,0.118334296446063,0.49791523765035006,0.010888988034532213,0.15140903483963958,0.478992261941886,0.0,-2.511247203658493,-6.372235166053873,-2.774372784853477,-1.7134446878390441,0.7462518388967397,2.131171052555204,0.0,0.0,0.7694484299838935,-3.190972938247908,-1.2481037431373416,0.16494814402401264,-0.08298338954592771,0.8460570509016125,0.31567660874224485,0.0,0.0,0.303590048092299,0.9014215650170465,-1.9847578163983417,-0.5593144041485442,-0.7469479285133463,0.3628110731949364,0.2057101847325264,0.0,0.0,0.0,-0.013928794618666014,-0.004499562524951714,-0.21572476787198605,-0.09233621119695662,0.9879329131555435,0.7460304644585319,-3.612842786487383,1.217381575051811,0.43582285323268743
27,21289.230836345767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6007974548235102,0.0,-0.28676196139630944,0.07723536920362242,0.5559508946433784,0.23905076549252385,0.12706486736333375,0.3531148221409845,0.0,-2.4161136566292583,-6.414500087662452,-2.4327171694616894,-1.4893668264967095,0.5700400720616641,2.1829898281328415,0.0,0.0,0.9166913672087188,-3.0016622778247948,-1.4784564200884787,0.29135530697656453,-0.10897057164002974,0.6695471042168293,0.3512178570574898,0.0,0.0,-0.0739736854100223,0.7929909750869426,-2.059961273549013,-0.5364785816272859,-0.7649841165658339,0.36461379514189657,0.7596868865110435,0.0,0.0,0.0,-0.013662174196441996,-0.004497119634597577,-0.2053372526129219,-0.09348112230809368,1.0871240554834793,0.7190188069520159,-3.5867943040332837,1.0143368311794803,0.5738045369139781
28,21119.70475246202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7183992253955107,0.0,-0.40858130391358816,0.11966375731399503,0.6215635135634354,0.44879487764870546,0.3236067595120842,0.7204525075221819,0.0,-2.0476658800476457,-6.371367928759837,-2.2538642557077466,-1.1790452401511935,0.18468176015922433,1.8307239335188639,0.0,0.0,0.8202478150621335,-2.539843091076526,-1.6842622068245525,-0.23545718239716307,-0.5246364177437206,0.25726215240462164,0.5364932870041786,0.0,0.0,-0.3548214087242305,0.9593780149056974,-2.0708529924119103,-0.5846283088950971,-0.6086710431977443,0.17605468708911562,0.5447002479985018,0.0,0.0,0.0,-0.013217075744663064,-0.004419285659451243,-0.1919090151875037,-0.09630343420046233,1.2822172143984971,0.6855035364571347,-3.4938672317859205,0.6875828861632972,0.8183213944806028
29,20968.19795707234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.403095518779787,0.0,-0.5892246813835899,-0.08987171396782026,0.595585252688266,0.07178732092387341,0.131752898693081,0.2873294854580438,0.0,-1.6687728128929264,-6.25153207842703,-2.38997516901058,-1.023392646822072,-0.03926362754585713,1.3158594345507422,0.0,0.0,0.36890110658404524,-2.3544364160025157,-2.1599303008387705,-0.6721176390178338,-1.090985474324897,-0.035447899966258634,0.2873554485045568,0.0,0.0,0.0760656145330127,1.0685929037828936,-1.8690095885464646,-0.5816152306939911,-0.629859104204159,0.00478256962989132,0.36936680349087225,0.0,0.0,0.0,-0.012514273405622172,-0.004211632954335761,-0.16580561304825278,-0.09662898216561415,1.4942142972005,0.6303128164982412,-3.377167005027442,0.47411915403310384,0.9401339605609282
