Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_vgvi,g_walk_speed
10,23346.003273573955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0172208507309977,0.0,-2.0378412856942094,-0.6612617239347538,1.1162082273692115,-0.08047383549101497,0.034862232705604686,0.05332400265575625,0.0,-1.7504925327101624,-1.0879387876888071,-0.9061504669756164,-0.473402380098486,-0.7425869645462714,0.14908729643844426,0.0,0.0,-0.9123008629329867,-2.195549552011983,-1.1691456993558795,-0.21043042897389114,-0.3723847156063753,-0.7326832427331207,-0.2979782814349513,0.0,0.0,-0.5831647673719084,1.0786504770977623,-1.303555149146725,-0.18618964654984738,-0.05785975834024375,-0.16047463226505332,0.370978126616289,0.0,0.0,0.0,-0.018124974137293127,-0.005949622608899487,-0.22580024198647725,-0.2578373834005036,1.2428622780903096,-0.5197271130804367,0.4467143470943721
11,23108.546472587233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.18827593890264,0.0,-1.7269433959516967,-0.48663034896109375,0.9013584351443092,0.08922685355755935,0.21981921903238769,0.42943125231185103,0.0,-2.2857799517742694,-1.7598457664137288,-1.4405515071022177,-0.6966571903207756,-0.6897399673740389,0.3921735129887235,0.0,0.0,-1.2402689280402037,-2.483398828486694,-1.7124887342446873,-0.05540406079921381,-0.4002119510809391,-0.20651718190243074,-0.27050971298420196,0.0,0.0,-0.4151629261411789,1.1496242290750212,-1.9704869453991414,-0.6422019574228149,-0.46646316896567164,0.2606679268599736,0.3406668325659779,0.0,0.0,0.0,-0.01727765134508596,-0.00540525603881285,-0.21631276554354106,-0.2574519880619583,1.227338149452797,-0.541539912922401,0.43803252439252
12,23082.79796532708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8794809318544603,0.0,-0.948727344283227,0.13368057597507826,1.446819423737701,0.1856031354191155,-0.035871389278200244,0.884208941401016,0.0,-2.342424813921708,-2.8988380178901707,-2.3216635660841067,-0.9908732292517399,0.0673854869595425,1.022149054279726,0.0,0.0,-1.4077921036744552,-2.84006325210762,-2.097942103062639,-0.19564813904348877,-0.4562802747472796,0.15067629542770467,-0.05335373246377545,0.0,0.0,-0.11205289172300731,1.5550077018184048,-2.035794252444414,-0.6825559628886437,-1.0176463739984851,0.051667495228921806,0.3633710389146712,0.0,0.0,0.0,-0.01715940344764544,-0.0053477241050727655,-0.21382186998189384,-0.27100214540983,1.2157469646380956,-0.20527169243193655,0.03193565352345101
13,23015.704634897556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2599824829299906,0.0,-0.667488415815074,0.38881983417301524,1.5635624275999638,0.23746587241455006,0.44692761169000195,0.7481891010832313,0.0,-1.878714639913015,-4.224219228699388,-3.3031010921785295,-1.3005678398270246,1.288492521108822,1.844249078506906,0.0,0.0,-1.3161921880027594,-3.0083623964882773,-2.239815533615656,-0.4322334457628761,-0.4848354984599718,0.21342145446463928,0.3236369062955936,0.0,0.0,0.10667384502111932,1.5933518983862562,-2.6195570434620654,-0.3883565927068635,-0.8369809484006214,-0.040539402784189355,0.37665407163353615,0.0,0.0,0.0,-0.01764718041516476,-0.0057439921099548385,-0.21843367171254732,-0.2676824780841498,1.221741171058739,-0.1927062027608581,0.060848695924627216
14,22971.505874406037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1453741137209974,0.0,-0.7218799663753447,0.3517508032336677,1.5957653311561346,0.48411742940171987,0.06837221049195275,0.7474525760007539,0.0,-1.7902799213015599,-5.3418589272500245,-4.072777694947568,-1.6733631720374986,1.7689926481465652,2.1727931889769403,0.0,0.0,-1.0504208489674818,-2.9246503153256875,-2.2516138167228594,-0.5155785403665022,-0.45493173168605106,0.04205382336625105,0.6158046390793114,0.0,0.0,0.2359353616665329,1.4246186414591298,-2.434382303487598,-0.6141865505793721,-0.435233181998555,0.13235602769600446,0.5094813093482448,0.0,0.0,0.0,-0.017353755375830327,-0.005658913952120855,-0.21721831168248476,-0.2616923500484466,1.219418706573015,-0.31696694485737187,0.2527235962970855
15,22889.796217543702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9342605621898223,0.0,-0.8844992891314193,0.31678794430470575,1.3393097103229026,0.39716806295951956,0.23828763126805938,0.5902274928356709,0.0,-2.0201104578816422,-6.788221834422759,-5.05002198897784,-2.244410329606602,1.781240078780717,2.247295409005553,0.0,0.0,-0.5391046264790527,-2.728885632001438,-2.2003586243163116,-0.6254306937478236,-0.39293700823350225,-0.1713012615829293,1.0215925395047654,0.0,0.0,0.2141382274711181,1.089775406830783,-1.8540961105558407,-0.39904889620648065,-0.46007589239156205,0.2042463330911918,0.832965766526149,0.0,0.0,0.0,-0.01625123991560544,-0.00511425705045486,-0.20865567403525342,-0.257044366446374,1.2039802224383929,-0.20996376304761358,0.08128338251629205
16,22855.006979315862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7758916250473913,0.0,-0.7281978036546197,0.02666175905735174,1.139747167557742,0.5343124666159138,0.06563480402054506,0.6039608314142939,0.0,-2.0111904347546425,-7.482916305682912,-5.444510565973476,-2.468663841174783,1.465668276059564,2.14645182578199,0.0,0.0,-0.05756914111055589,-2.7028353971363366,-2.0829273514275006,-0.6788095551126602,-0.4452217241509037,-0.2019779089684881,0.9809678828362393,0.0,0.0,0.21884312756312213,1.1077160556018584,-1.9248611383525203,0.008216856027912667,-0.46187009367127474,0.047621756575708774,0.5452730285639003,0.0,0.0,0.0,-0.015788512455565423,-0.004881920748953317,-0.2040208171397742,-0.25288656262436504,1.1981779120949236,-0.17969731408472855,0.03996461541616315
17,22736.77761855198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.708368008951202,0.0,-0.6336971323468182,0.10536166386585061,1.0259458557379806,0.2940658922297926,0.1949309670264308,0.5996251897696516,0.0,-1.6549973053023996,-8.103782337283894,-5.6585402410505905,-2.560046831594002,0.9308123016218818,2.015571056280791,0.0,0.0,0.5672812379905607,-2.7258195409277013,-1.9269913474511113,-0.62477340932598,-0.5906125338410644,-0.13863656004719782,0.6789436560937196,0.0,0.0,0.2171887927921345,1.3626213339346467,-1.8777623548271583,-0.20806846202146273,-0.33191082933136595,-0.113342862458673,0.2608427070887249,0.0,0.0,0.0,-0.015490702331631695,-0.004825997214497585,-0.20140568571737,-0.2505948764323844,1.1887554373973042,-0.21417263787629598,0.12631958421107103
18,22622.686977995527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4886248547697383,0.0,-0.9727296791905746,0.4379588974072215,1.0158104096205889,0.08913971845423257,-0.042141951070696265,0.549635384246798,0.0,-0.8373542336155639,-8.720562937949678,-5.6001357091361275,-2.4523154099059115,0.24128065392502873,2.025401591509681,0.0,0.0,0.8932313505450109,-2.677590594372721,-1.7879819747531107,-0.5379657493594305,-0.6707663507496179,-0.1505227543346191,0.21706479588112587,0.0,0.0,0.21636332965120733,1.2437591074466603,-2.041873360338133,-0.15420457117561248,-0.789821390859517,0.09665680858050463,0.18745473696536408,0.0,0.0,0.0,-0.01521632146918232,-0.004922360812208615,-0.20013667238721594,-0.23817014202845407,1.1614162673388018,-0.2672794257455576,0.21635300443122524
19,22342.30267440097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.298660118427965,0.0,-0.6334184311300299,-0.21724360267394327,1.053804687033597,-0.18123603150611045,-0.0904209384820058,0.3841715909215041,0.0,0.2620986960328302,-9.455652437241923,-5.103685921204278,-2.116474784569637,-0.8019711783337435,2.108691114782229,0.0,0.0,0.37289228974121846,-2.47657591470114,-1.6532493835374193,-0.4997284881688774,-0.6186354947971464,-0.28006501514800264,-0.2705341194339361,0.0,0.0,-0.002383133386595959,1.123009043185078,-2.0006691823518215,-0.3131092378050512,-1.0493699599416593,0.33988437277482064,0.5460654779910155,0.0,0.0,0.0,-0.014628313959614458,-0.00487098547535225,-0.19802301301951541,-0.22498428285110011,1.1022973639711788,-0.19602008284679645,0.19610275824651768
20,21857.36291513578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7419401502880412,0.0,-0.6697821863536187,0.10872019759530038,0.3885700716530809,0.3904711241875215,-0.09931668154959998,-0.046753530216210815,0.0,0.9485172149241634,-10.123214614624697,-3.8656096902805768,-1.8353006082350776,-1.6760191260919477,1.6188617353692971,0.0,0.0,-1.0559457235652472,-2.14870554161235,-1.618919256987417,-0.5200625685495405,-0.48716073179389463,-0.3152179440593117,-0.6056516930257307,0.0,0.0,-0.4503248896315053,1.3931946727822524,-1.729724158477487,-0.3782127235983443,-0.7328981219528405,-0.07341854948684778,0.5213387761981852,0.0,0.0,0.0,-0.012890537068794719,-0.00431503277139991,-0.18488063070274674,-0.20821155324395282,1.0089849502282116,-0.016584039795510264,0.029426848732452993
21,21342.365236938105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4272508705901623,0.0,-0.6229806074272137,0.054682041000901634,0.22475760145371035,-0.13900278836498714,-0.1369971684461638,0.566137239570079,0.0,0.6991118965810366,-10.005490590656212,-2.3760608265135468,-1.9188698360058742,-1.1363369361035915,0.28550038844166514,0.0,0.0,-1.4092476316246725,-1.9636877420267693,-1.5062981449554862,-0.5387701985309463,-0.4775939965278257,-0.5613723466697771,-0.5052223020310307,0.0,0.0,-0.6416737221643137,1.2611700419045202,-1.7802387248189364,-0.34741664364884167,-0.6086697221503248,0.08425822058306248,0.37676159825780753,0.0,0.0,0.0,-0.012014149316706024,-0.004123098097101828,-0.1812991134071864,-0.18527039863521172,0.9329003145939367,-0.008151608173977939,0.12893337655154885
22,21150.420328989167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5245170238160803,0.0,-0.47203477638042146,-0.09519351686116528,0.46718004275786323,0.12245380294745428,0.04031174148456801,0.07775005932256812,0.0,0.35007554610163766,-9.635469348241221,-1.7730136362570588,-1.9252767137657958,-0.7909137240008801,-0.20076813940973254,0.0,0.0,-1.1967307339209314,-1.9924053524310408,-1.5814969092364612,-0.45217499093928143,-0.5162564798267785,-0.5601913414348931,-0.4494464029677999,0.0,0.0,-0.5655979595324216,1.1013011869324696,-1.475979122476127,-0.4282074083272961,-0.8767503625822024,0.45107000928756236,0.004153357101755684,0.0,0.0,0.0,-0.01173194303074665,-0.0040771381809608116,-0.18127711206663508,-0.17476241382806684,0.8837802535631283,-0.11774038969911335,0.33766173326070725
23,21006.84229346857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2225159620183628,0.0,-0.4067109731617473,-0.19812558776398584,0.3445233665265441,0.09285154495104378,-0.12503779189687542,-0.22178730446546902,0.0,-0.47228088851832356,-8.240275375335496,-1.9464671189336802,-1.5807822088558574,-0.6520490987074178,0.5250114203126881,0.0,0.0,-0.4267614409433058,-2.4589576937431965,-1.8606649224642724,-0.2682593375935961,-0.7126785784849554,0.02207594501906396,-0.3509442333420129,0.0,0.0,-0.1966659476674979,1.0050056184401632,-1.2126047117661733,-0.16040374401938406,-0.6462892817842106,0.35948520600474226,0.6030945515423606,0.0,0.0,0.0,-0.011449523122970161,-0.003986837329222981,-0.1753516583990604,-0.16604136429167382,0.8380476782093207,-0.20931620271923693,0.5514416266993891
24,20901.81546705873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.227221596169676,0.0,-0.6239521235463367,-0.25657538282021247,0.3922167902831164,0.2785707454507688,0.05071159150552379,0.1490786973802899,0.0,-1.0347214932125794,-7.028578048442917,-2.375335359382562,-1.292008298927756,-0.7981031181354876,1.4900138528355065,0.0,0.0,0.023427676520539176,-2.6126362159142724,-1.6750458570902635,-0.3020929990829806,-0.7417484963454695,0.10979353663306815,-0.04239721075837638,0.0,0.0,-0.1622920511667854,0.7365612274230448,-1.0318221928211597,-0.17511970098238888,-0.34426134772551215,0.5789094800294435,0.3267342886510895,0.0,0.0,0.0,-0.011170410480320577,-0.0038634948809500858,-0.17306343939712054,-0.16186072393723835,0.7952903011356623,-0.026693223251371717,0.28219026473797554
25,20866.651729656285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2718320681806379,0.0,-0.40643929354950115,-0.05034909934503609,0.34168487205049436,0.2680437951105557,0.02260208347781254,0.1343155266496329,0.0,-1.3605838625160203,-6.411575115425473,-2.747478093513741,-1.303217647937152,-0.9559678982298841,1.8612974491771568,0.0,0.0,0.13157940491903214,-2.4983124547143354,-1.3612056886859583,-0.38470293214397977,-0.5988647680597474,-0.2208565236887244,0.21516819281350652,0.0,0.0,-0.3383141844966675,0.7728897830167962,-1.1917818030226461,-0.26347895487890155,-0.4364498578754729,0.5882309173947636,0.3189700273291449,0.0,0.0,0.0,-0.011094491339243654,-0.0037298708625756053,-0.17460523214692847,-0.15689201756740853,0.7861624042613684,-0.14996574496356113,0.4608459100760185
26,20842.814039823606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1698141178666244,0.0,-0.4927359219323552,-0.16727921958382935,0.28065790633032,0.3181060710351816,0.03347226741389282,0.1633353061222369,0.0,-1.3083707389547985,-6.0218319025249345,-3.064239874204208,-1.4307845041512421,-0.8553603279370918,1.9278122003837872,0.0,0.0,0.20648511045508763,-2.3766437798072477,-1.4269085937200285,-0.2756240166154989,-0.3753879136790981,-0.3910039554139454,0.29334890310315404,0.0,0.0,-0.4561783048093413,1.0138304126747508,-1.2704574286302626,-0.43078871741046726,-0.6643012071689969,0.46259165049952433,0.31434187984131023,0.0,0.0,0.0,-0.011136787052462786,-0.003782364134984922,-0.17588297790792531,-0.15811835834018143,0.7843567569538661,-0.12949035733672307,0.440089229204261
27,20833.411585391765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1917914390075686,0.0,-0.4218434028665121,-0.10469603090009245,0.411846896805281,0.12995432219765765,-0.11547523598330962,-0.12544108663727815,0.0,-1.0886732152018428,-5.150284398654444,-3.9828770064817833,-2.077549481731129,-0.8085148553670506,1.5750115910361808,0.0,0.0,0.03371041340862835,-2.264537148649131,-1.7636299968618567,-0.0789663782907877,-0.03548028542144205,-0.5505071437783569,0.05240711784322835,0.0,0.0,-0.5524486064519828,0.9395891108465623,-1.555983325601626,-0.5321237558986207,-0.4489405095307132,0.5156067912449559,0.2463880100060396,0.0,0.0,0.0,-0.011161915773552099,-0.00377834911533256,-0.17661170077515617,-0.15943507774137852,0.7574400121539203,0.08456711476844411,0.10911793523791347
28,20788.983858648247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.258446867320822,0.0,-0.3856892732512754,-0.08409276652474304,0.45375977429665626,0.14180686367296005,-0.02719955503558613,4.660178805725168E-4,0.0,-0.8745119643660895,-4.632109433066884,-4.585308767241672,-2.488888552248375,-0.773877040530963,1.328345965993583,0.0,0.0,-0.2219511907039558,-2.256863504513949,-1.8868162941226794,-0.050284000407400525,0.03439952201632869,-0.5325250934253206,-0.18512877865925545,0.0,0.0,-0.5451715459231435,0.8763352530691426,-1.4531779588731912,-0.4279046288852745,-0.41029413402839265,0.5212811946951897,0.21884337332759987,0.0,0.0,0.0,-0.011226634786978778,-0.003774975483928622,-0.17719951286702815,-0.1577743206672394,0.7425088150832768,-0.018646529578930343,0.2576700015483172
29,20730.624315984274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1659637479351643,0.0,-0.5236597753697717,-0.23997168166295765,0.47807943012330556,0.16192594005042615,-0.02323073460348926,-0.07625021859912566,0.0,-0.6187967650425981,-3.9791339627795335,-5.384078062258218,-2.905786172526314,-0.5783209321599846,0.8085717919426024,0.0,0.0,-0.6823154941003414,-2.4706458424556343,-1.4031391668528528,-0.44391690381742765,-0.603889445694218,-0.19531459518405986,-0.1752015701108912,0.0,0.0,-0.4380185849157302,0.9316908615582431,-1.520434104909002,-0.63756167695192,-0.5927617853965581,0.5152366870669074,0.29909510077220947,0.0,0.0,0.0,-0.011096722568706526,-0.0036952319031039746,-0.1737169384495857,-0.15453054567443109,0.7213629200426774,-0.013527366691275213,0.23750681798153045
30,20640.161676566433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1081284238156588,0.0,-0.5582687724429186,-0.2606313917267794,0.5259329525892407,-0.25243217018002234,-0.09812852520357361,-0.11711160768447541,0.0,-0.6475553246138139,-3.8889922839942956,-5.455742102210407,-2.5500261745648567,-0.5045679348964841,0.7385334163451652,0.0,0.0,-1.0000155674676536,-2.546096306536933,-1.6930126981111877,-0.20196159014663412,-1.1155788593470353,-0.1736749619580528,0.46735338277212946,0.0,0.0,-0.34777413383962785,0.9985901049224658,-1.4750964900239596,-0.5921351139853802,-0.648114257859207,0.40703915016619124,-0.07775161270006953,0.0,0.0,0.0,-0.010558192795153876,-0.0035098423002059755,-0.1674272405936407,-0.14918267447895547,0.6969859847913221,-0.17859126121885946,0.4557696357037612
