Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_vgvi,g_walk_speed
105,18754.460193362913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5239845974063093,0.0,-0.5870422015618552,-0.09935332303398174,0.5965138740025938,0.17351181316895903,0.13401986858218082,0.3048313487305431,0.0,-2.2163445106080335,-2.0473893715717377,-1.1094851261469034,-0.7820109336093295,0.23060740526539658,0.5875577225560228,0.0,0.0,-0.10615765776524251,-2.7780991166129345,-2.417548018413239,-0.5321973651066407,-0.9701967956552374,-0.7445385263649394,0.42485338333013667,0.0,0.0,-0.6188552487763952,1.0773639866529074,-1.5620810788816935,-0.4885689364958043,-0.47186960478756096,0.14969687333558185,0.314860335715656,0.0,0.0,0.0,-0.003214305152598011,-8.841291908884333E-4,-0.04536068600098649,-0.014559271779509646,2.3751035799785405,3.721963176603981,10.854564691412005
106,18754.335261492855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5241991670146535,0.0,-0.5868176424062203,-0.09936200671324281,0.5966036604780273,0.173340691885998,0.13379113584745203,0.3047282604515347,0.0,-2.214186425907801,-2.0479259611176,-1.1102559195596147,-0.7817114226954126,0.230239971437879,0.5895164165087659,0.0,0.0,-0.10439053610550243,-2.784667184324336,-2.4235569956340863,-0.5345537470875722,-0.9797866926624762,-0.7560277836258444,0.43249261303344033,0.0,0.0,-0.6149729136215818,1.079305599813542,-1.5637493830154514,-0.48976919488615134,-0.4735378586278659,0.14929410641778668,0.31528227851162044,0.0,0.0,0.0,-0.003231286394780337,-8.89762689186012E-4,-0.045930861269999,-0.014477562483783003,2.2360682655505513,3.9233280774191477,10.672235521353652
107,18754.269968386307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5243719842154027,0.0,-0.5865620480471302,-0.09936128756633819,0.5965397733246104,0.17391741830559262,0.13372351252393494,0.305041672303914,0.0,-2.2134027786235815,-2.0477982901165737,-1.1111677718942765,-0.7808271611438299,0.2297219921830919,0.5890959859732375,0.0,0.0,-0.10424220853168155,-2.7752914113247766,-2.425856779468406,-0.532218355800764,-0.9762609379708981,-0.7644116782776872,0.43656461395887686,0.0,0.0,-0.6144976443883153,1.0797052769352429,-1.5641840809950955,-0.48998683726377973,-0.4737983528919345,0.14885219529350918,0.315708215528476,0.0,0.0,0.0,-0.003233086908858402,-8.904444134603901E-4,-0.04583557205689357,-0.014532246244341776,2.346688815678982,3.973859288993493,10.55650295482155
108,18754.214075616423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5245055325464916,0.0,-0.5863849525036575,-0.09921065248405901,0.5965489468406868,0.1745616845393368,0.13376384750219386,0.3054469928695678,0.0,-2.211465693639684,-2.0467199260783695,-1.1121750132317074,-0.7797573727468459,0.22911354194300465,0.5876811610141954,0.0,0.0,-0.10565079539828132,-2.767004946368754,-2.4263716179229964,-0.5291748124339614,-0.9681936692881605,-0.7655355411643024,0.4363647211919998,0.0,0.0,-0.615573118676745,1.0797299832580882,-1.5644808453875905,-0.4899594036066182,-0.47376229762062155,0.14845607926224486,0.31614123740586,0.0,0.0,0.0,-0.0032371037409628734,-8.917703278909906E-4,-0.04596859103903319,-0.014493308041664382,2.357857444237439,4.017990458376289,10.55251678566296
109,18754.125496108743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5249046206171089,0.0,-0.5857344775368797,-0.09883375051701143,0.5966791977588427,0.17568598041039396,0.13412750609667187,0.306257380392032,0.0,-2.2066878349416927,-2.0456438856277503,-1.1139525118424023,-0.779466420403071,0.2280812286867666,0.5857013495858128,0.0,0.0,-0.10831252221587856,-2.7478242722231645,-2.427214904867554,-0.5228917733452647,-0.9502029680311151,-0.7693422585386619,0.4359707484064411,0.0,0.0,-0.6180619613248707,1.0811295376777128,-1.5662783536991183,-0.49061993128958126,-0.47448391013532093,0.14731605259074063,0.3172696952579626,0.0,0.0,0.0,-0.0032484037190902986,-8.955583915187704E-4,-0.04636771425910392,-0.014327648178978114,2.366179969803238,4.222028895189952,10.497447048667947
110,18753.9809098923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5251008200546623,0.0,-0.5854766449797925,-0.09868173624580899,0.5969079283687052,0.1756119009674132,0.13454958519418236,0.3065592755483822,0.0,-2.206021943183438,-2.046800852971583,-1.1139252382793048,-0.7813265587232413,0.22785078432346514,0.5856516418853269,0.0,0.0,-0.10915439533080137,-2.742804636292376,-2.423969599578405,-0.5230406339141856,-0.9452873361827889,-0.7657595019138096,0.4320244599037471,0.0,0.0,-0.6202819111596787,1.081242325315868,-1.566403045170758,-0.49044231848009867,-0.4739436028923845,0.1472555433222198,0.3170280469139555,0.0,0.0,0.0,-0.0032430058845879873,-8.939865795784805E-4,-0.04625249048240904,-0.014157851531955786,2.355196743639303,4.2418465196560975,10.679222901567954
111,18753.544265672026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.525588648183925,0.0,-0.5854101959178922,-0.09796223108765666,0.5976047363930376,0.17526902684593604,0.1353481793070555,0.3070541336234679,0.0,-2.2053156336242985,-2.0489758600809767,-1.1140252644662112,-0.7851890085387279,0.22770293164220376,0.5851982489739227,0.0,0.0,-0.11214570599212541,-2.7249141354667175,-2.4123608298927284,-0.5256304998031299,-0.9354730101908892,-0.7598346810701683,0.42148281932652104,0.0,0.0,-0.6268628792423404,1.0818767932837208,-1.566892587021513,-0.4901260613047908,-0.4732662267281762,0.1472159283874243,0.31641407225925405,0.0,0.0,0.0,-0.003223121982573952,-8.879746211733784E-4,-0.04532315976163873,-0.01343424599594297,2.4526386183139115,4.41292106086427,11.36891115643752
112,18753.242969775405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5256028635886967,0.0,-0.5856283542260723,-0.09788081276231816,0.5979685517881765,0.17355388010676479,0.13582745375923508,0.30650048001584623,0.0,-2.211148622236094,-2.053515269038165,-1.110984294259391,-0.7904921701902413,0.2292152020195443,0.5882289921458052,0.0,0.0,-0.11068607982794759,-2.7210007706837094,-2.4015726203058163,-0.5333370665074219,-0.9450462497825309,-0.754877760872737,0.41576960103817706,0.0,0.0,-0.6308302006569254,1.0821168548102404,-1.5660924224042903,-0.4896385893653028,-0.4724843893583222,0.1481844412881906,0.3147966223598252,0.0,0.0,0.0,-0.0031909867491018633,-8.77748701375391E-4,-0.04352222929584246,-0.012847702555783222,2.679431827002154,4.4924105204351745,12.114176084989557
113,18752.94729715263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5248884695821419,0.0,-0.5866977251121958,-0.09833964075459374,0.5975057785428243,0.17283740184315002,0.1350763536259212,0.3054260547686256,0.0,-2.216291329728195,-2.0523070684464226,-1.1090896119360414,-0.7881411826805406,0.2304365398406016,0.5887788844335556,0.0,0.0,-0.10842199188171661,-2.743305432342121,-2.404348461166392,-0.5355816016661143,-0.9601305627600835,-0.7498310157550295,0.4185603991059762,0.0,0.0,-0.6300057622252483,1.081650137832942,-1.5647326820803156,-0.4895749415208042,-0.473163809291997,0.14908423336862814,0.3146417356527639,0.0,0.0,0.0,-0.0031859933144126945,-8.756958330089891E-4,-0.04317595297873346,-0.012885206031940629,2.6858953834921895,4.484028761391738,12.220223990168707
114,18752.38785681076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.523771110264791,0.0,-0.5877779279941452,-0.09956899880447659,0.5961865678362793,0.1745973005635323,0.13375709611155484,0.3052852472722374,0.0,-2.217695016824313,-2.04627869493698,-1.110737183234069,-0.7790501393401634,0.22922840364656222,0.5839662493028799,0.0,0.0,-0.10765549440102624,-2.759468108262238,-2.411825925647399,-0.5290662201466398,-0.9604612609852174,-0.7374081648606952,0.4213424911159166,0.0,0.0,-0.6291183854932515,1.081060154062287,-1.5628753256208097,-0.4891881733189422,-0.4738143210229925,0.14899538626113815,0.3162415804037772,0.0,0.0,0.0,-0.003197149853130245,-8.787132802805319E-4,-0.04342159465077706,-0.012353662251235208,2.693827813939145,4.775986898284182,12.668948053536756
115,18752.15008355189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5235732314970958,0.0,-0.5877502418953341,-0.09991856701395502,0.5959116526858349,0.1747487085648287,0.13353655672515027,0.30514904651528985,0.0,-2.2186516692195726,-2.045542171220542,-1.1104696748315945,-0.7778588013240458,0.22934058264011764,0.5838736659978482,0.0,0.0,-0.10669133838646157,-2.76464624516616,-2.415369548410129,-0.5270463270572844,-0.962364314502573,-0.7367136547788415,0.42406652389038746,0.0,0.0,-0.6276547541083316,1.0810278783604375,-1.562601871301432,-0.4892017788239259,-0.4739713278591009,0.149065156731282,0.3163631403483861,0.0,0.0,0.0,-0.003200156424884467,-8.795062293919104E-4,-0.0435038423827641,-0.012052702943024308,2.6922224067253304,4.941245557411696,12.935555189492248
116,18752.09554881629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5230740044740676,0.0,-0.5870744438069524,-0.10100659906417576,0.5949335116816767,0.1750353448208742,0.13262365502337015,0.3044218301384706,0.0,-2.2214422044298874,-2.043575823762158,-1.1095759555458653,-0.7743878147679353,0.23039157090003543,0.5856075195883302,0.0,0.0,-0.10135245792142981,-2.788147539313489,-2.4364513556662173,-0.5183694193645181,-0.9751625102424251,-0.7481094732580331,0.4435500101723856,0.0,0.0,-0.6159204212588745,1.080899859115184,-1.562469238044348,-0.4897273932660926,-0.4749821347243024,0.149285441383583,0.3165403592753247,0.0,0.0,0.0,-0.003223283815153176,-8.863218055572957E-4,-0.04450835168371634,-0.010858865025732335,2.604182784609353,5.7198774866970625,13.989612512580564
117,18751.608023650704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5235553000735063,0.0,-0.586048630097003,-0.10085432866827597,0.5951654809554638,0.17506784258684405,0.13297185428763528,0.30479616516933034,0.0,-2.2184023179878953,-2.0449926131728806,-1.1100410290725873,-0.7766177514880778,0.23029850638855687,0.5871568761446018,0.0,0.0,-0.10110305216994303,-2.7832949219931433,-2.4399259569546436,-0.5180676308310247,-0.9735374170560558,-0.7602481219470486,0.44846066105072124,0.0,0.0,-0.6125946154473374,1.0809825640200041,-1.5633609944170452,-0.4899540708574311,-0.47459881642914464,0.14884677751030695,0.3163397507412162,0.0,0.0,0.0,-0.0032353531717348905,-8.903753710516004E-4,-0.04524022234257457,-0.01148768302579984,2.5184124424186822,5.506015558888095,13.34166107953131
118,18751.385218771684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5237854468354877,0.0,-0.587148897391704,-0.09958455562905606,0.5958710750439229,0.17422343220743974,0.13310171417699374,0.3044097453534598,0.0,-2.218727532374207,-2.0454217038542093,-1.109876568915144,-0.7773963118015834,0.23078725053151042,0.5873750283829291,0.0,0.0,-0.10337732590453158,-2.7772531211432065,-2.433087142125534,-0.5232545204276722,-0.974961236740679,-0.760232254529775,0.442771417561094,0.0,0.0,-0.6158830053691523,1.0810957973298085,-1.5637444609400186,-0.4900162453832975,-0.4751606328307606,0.1493021886856014,0.31593185772432997,0.0,0.0,0.0,-0.003222463608754698,-8.864849094300395E-4,-0.04481829709078284,-0.011267870508968962,2.5381667643855166,5.5628450148974204,13.638644074979041
119,18751.3196628081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5242188224158948,0.0,-0.5870577471166832,-0.09908772357319441,0.5965700226705564,0.1733074138282012,0.13360073146213117,0.30458689757117247,0.0,-2.2178712340924456,-2.048412056693678,-1.1097117518140533,-0.7816457972553189,0.23087123861534306,0.5884603301613434,0.0,0.0,-0.10497799524736495,-2.772147955327752,-2.4228698885310145,-0.5318767943740177,-0.9785213574294809,-0.7631060161772812,0.4372146837174938,0.0,0.0,-0.6190135943873768,1.0817760604418465,-1.564408595519286,-0.4899723511611379,-0.4748681956141639,0.14948812055520216,0.3149950593019749,0.0,0.0,0.0,-0.0032088461504703987,-8.825149037910983E-4,-0.04444504972420535,-0.010457061293075214,2.5289981851159387,5.943005904763217,14.666075091006196
120,18751.030664545877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5242357669711062,0.0,-0.5872760997558112,-0.09877597005680402,0.5965894949632528,0.17349989983595882,0.1336162385471746,0.30455866304869406,0.0,-2.2173943959250915,-2.0478656105816153,-1.110030607706687,-0.7810370435715206,0.23083780376816818,0.588216721689032,0.0,0.0,-0.10535244910547663,-2.7671695291856198,-2.4227439836605886,-0.5306509980710923,-0.9745126298089916,-0.7629531417373155,0.43626195608661833,0.0,0.0,-0.6195731636805932,1.0817313607968382,-1.564449611070793,-0.49000542380104833,-0.475002166438954,0.14939159590322712,0.315249051170553,0.0,0.0,0.0,-0.0032107319473992074,-8.831441048814152E-4,-0.04448403412227706,-0.010834834624619429,2.5471845403649045,5.754462247627431,14.266244484830768
121,18750.865787868242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5243243016998358,0.0,-0.5872127977688842,-0.09859551802197444,0.5966423906536575,0.17361954020311982,0.13369568170246734,0.30464790587842144,0.0,-2.2165879633575316,-2.0479374266815715,-1.1103601544066453,-0.7811176505851688,0.23066367408216404,0.5882702904102762,0.0,0.0,-0.10563884275457366,-2.7639998219090844,-2.4218854715286753,-0.530980455415457,-0.9721551595793124,-0.7647377075016547,0.4358631154463951,0.0,0.0,-0.6198413808135281,1.0818915373868148,-1.5646552658384376,-0.49001919467609034,-0.475006012850536,0.1492752944746629,0.31527800735627926,0.0,0.0,0.0,-0.00321221979603397,-8.83694204195928E-4,-0.04460092094192527,-0.010664855802199653,2.5379115073246177,5.873963989814171,14.504957744484967
122,18750.467341737076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.524521393381052,0.0,-0.586510397592662,-0.09886388866329694,0.5966399608132817,0.17404422968913866,0.13392212511920557,0.3052100738253867,0.0,-2.214977805496387,-2.0486821541186333,-1.110942605408287,-0.7819803651056394,0.22993823844368816,0.5881745896665587,0.0,0.0,-0.10592267354574739,-2.7565976048762653,-2.419752514778583,-0.5316076914459742,-0.9664403337219112,-0.7668940053530884,0.43490651388379686,0.0,0.0,-0.6205266102186342,1.0821984789806174,-1.564768179800781,-0.48979047951559096,-0.47437722184080877,0.14895505662418523,0.31516432681945367,0.0,0.0,0.0,-0.003213558748438631,-8.842490811303368E-4,-0.044710263044075035,-0.01006214176987641,2.5482117969655267,6.267703938143564,15.375522128979787
123,18750.16436909824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5246368737065827,0.0,-0.5860000368334601,-0.09908409894899621,0.5965516498487526,0.1747011425323936,0.133996187869918,0.30574222234719256,0.0,-2.213516926608584,-2.0482243096000365,-1.1116797203014528,-0.7812846685832585,0.22912480092713708,0.5873603931406718,0.0,0.0,-0.10643632818382048,-2.75065949635824,-2.4200786044120832,-0.5300635560625019,-0.9594483390167775,-0.7676132166137853,0.43467157517760663,0.0,0.0,-0.620942189759529,1.0821980862379255,-1.564550306819232,-0.48941284248297595,-0.47375020506551896,0.14869026478371206,0.31518501563234425,0.0,0.0,0.0,-0.0032166620032825165,-8.852755650389534E-4,-0.0448712292102739,-0.009471311890082379,2.55362386333826,6.694026132376839,16.338795486483278
124,18749.63784134845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5247145335779873,0.0,-0.5851008704481028,-0.09980046679111583,0.5963226311686074,0.17553033245884173,0.1341235696142886,0.3064945227137557,0.0,-2.212136150297025,-2.0479186326891705,-1.112239624747576,-0.7809242279201,0.22817438580057503,0.5862642037890712,0.0,0.0,-0.1065674110157937,-2.746057501174371,-2.421729941926146,-0.5266675027232408,-0.9517904688092023,-0.7656075201830707,0.434740538775465,0.0,0.0,-0.6211828139745555,1.0822108025816206,-1.5640276397238795,-0.488902180329688,-0.47268818284805497,0.14832466573353606,0.3152257008523675,0.0,0.0,0.0,-0.003220742823246182,-8.865419406044936E-4,-0.04497735017538939,-0.009209701731256043,2.568625354055894,6.9443915622353645,16.993888727004194
125,18749.627874677317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5245926241184606,0.0,-0.5863251918973029,-0.09870384037214036,0.5963734665465196,0.1755058320846107,0.1338434658591399,0.3058525488280375,0.0,-2.213794538423202,-2.046003855161648,-1.1124091560895042,-0.7781640116107269,0.22887723574835275,0.5858894346999385,0.0,0.0,-0.10683067472907629,-2.745088818970016,-2.4260477102624582,-0.5237893309192815,-0.9507322034951664,-0.7663955873102869,0.4359717157852133,0.0,0.0,-0.6205231912448862,1.0814769159998323,-1.563586372761081,-0.4886626312506683,-0.47328195229244224,0.1488826559449822,0.31522600336706114,0.0,0.0,0.0,-0.003218199537946954,-8.8567360023026E-4,-0.045069047174659156,-0.008338903539231042,2.56067694621174,7.643493283512681,18.659339255653414
126,18749.27232817465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5245516047067968,0.0,-0.5865427141140962,-0.09861959235254965,0.596462961292817,0.17503824396961326,0.13381432787823247,0.3055486748411394,0.0,-2.214446928563549,-2.0464680745722816,-1.1119234439275556,-0.7788850049367703,0.2293479737950556,0.5865261096330847,0.0,0.0,-0.10656388209133516,-2.749184710321918,-2.42530120707498,-0.5253564373377066,-0.955807960164032,-0.7665970177032275,0.43618750034435616,0.0,0.0,-0.6201871651036633,1.0816955088332938,-1.563886517120419,-0.48899745807261336,-0.4737363244833503,0.14899542529272,0.3151967991481079,0.0,0.0,0.0,-0.0032168313002204096,-8.852278188901291E-4,-0.04498349054017776,-0.008727391253452082,2.5529987286632085,7.353371477707123,17.966732081469303
127,18749.11595976347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5245811288671713,0.0,-0.5861855121886161,-0.0990039036529141,0.5964878688147719,0.17478780569751504,0.13388685776849046,0.30561815563546224,0.0,-2.2148778547018675,-2.0472877301098134,-1.111406730958843,-0.780013834982025,0.22945652721616352,0.5869244165190964,0.0,0.0,-0.10618475260015854,-2.752623988148173,-2.4254047440975524,-0.5258045076426919,-0.9593730505176833,-0.7662398552351407,0.4369560868789102,0.0,0.0,-0.6195361879140556,1.081859456710581,-1.5639264132385096,-0.4890337664405358,-0.47354078380694414,0.14904648513078156,0.3149337680729908,0.0,0.0,0.0,-0.003214918550483054,-8.845875874516123E-4,-0.04492161522972382,-0.008557163319772227,2.545856167273685,7.515784463654973,18.363448357240053
128,18748.997082418082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5245362490525844,0.0,-0.5863594870925776,-0.09890337243412994,0.5964879717492035,0.174648984132001,0.13387032655351327,0.3054668896465468,0.0,-2.2154081067838773,-2.0473743104579913,-1.1112976897788447,-0.7801240081335067,0.22966260500746008,0.587091469888429,0.0,0.0,-0.10600761940634393,-2.7541215842583595,-2.4250465775198666,-0.5261467178571015,-0.9610712143638244,-0.7658853577873818,0.43688261961019637,0.0,0.0,-0.6195031336172303,1.0818654018210005,-1.5638561226748076,-0.4890243727880749,-0.47362672646369586,0.14917651064658224,0.31482303079662,0.0,0.0,0.0,-0.003213153438498182,-8.840226916522429E-4,-0.044862823479426175,-0.008401692215150204,2.545391538221458,7.660418654115288,18.72231294948744
129,18748.816028193087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5245042739696766,0.0,-0.5863595769637213,-0.09900531275249651,0.5964861133749912,0.17449245864555282,0.1338756660344854,0.3054063470641031,0.0,-2.2160182995273856,-2.04772371300742,-1.1109978396714348,-0.7805036556646039,0.2298053890157622,0.5873040217021814,0.0,0.0,-0.10574609429607783,-2.7563736183295764,-2.4244244877514176,-0.5266543878655267,-0.9633277321232047,-0.76509719707672,0.4368024576743686,0.0,0.0,-0.6194445394219429,1.081938305183904,-1.5637402508501432,-0.4889782314020445,-0.4735683916238082,0.14930627519520695,0.31463216154355494,0.0,0.0,0.0,-0.003210735792078139,-8.832312065502581E-4,-0.04476984328386386,-0.008134883520627127,2.5466057118974126,7.917862907163573,19.35631664118312
130,18748.72676357445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5244721097128682,0.0,-0.5863978433292286,-0.09904984519577956,0.5964824217475561,0.17436399462402727,0.13387402388773198,0.3053320000392573,0.0,-2.2165115315523365,-2.0479571432159234,-1.11078610467772,-0.7807659362739926,0.22994093565013107,0.5874796476110338,0.0,0.0,-0.1055350935663481,-2.758206173469474,-2.4239627285919423,-0.5270580368670958,-0.9651433647337776,-0.7645185183474374,0.43674606200824806,0.0,0.0,-0.6193978834139241,1.0820034817522488,-1.5636599276674163,-0.488955096129314,-0.473563313914582,0.1494136021217906,0.31449369647719994,0.0,0.0,0.0,-0.003208933541694995,-8.826425812670459E-4,-0.0447006692387621,-0.00793448235011027,2.5468003627428057,8.116626649533798,19.8410409190232
131,18748.57256682432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5244076999307503,0.0,-0.5866109575361645,-0.09891865788603026,0.5964701050310459,0.17419191619375485,0.13384689254618257,0.3051133603185358,0.0,-2.216944340293409,-2.048024639903703,-1.110697613406938,-0.7809498591851053,0.23021123419605125,0.5877512148920391,0.0,0.0,-0.10527760785089199,-2.7604557929360283,-2.423681710656613,-0.5275210483546668,-0.9673433491377579,-0.764374045498631,0.43684882388360047,0.0,0.0,-0.6192737821575777,1.0822290332831994,-1.5637367036864787,-0.4890806414727058,-0.47385208760840136,0.1495056220448281,0.3144614466160945,0.0,0.0,0.0,-0.0032083998432222293,-8.824736202525625E-4,-0.044667807659790226,-0.007886551058621809,2.541617466265188,8.210722559518608,20.026296436154254
132,18748.457142518495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5243673317710686,0.0,-0.586687984501243,-0.09891986442987775,0.5964613619407708,0.17405766072867634,0.13383822022899722,0.3050014747274525,0.0,-2.2173891102093153,-2.0482098657078684,-1.1105212488222103,-0.7811809463393083,0.23037579748175682,0.587961685907343,0.0,0.0,-0.10504605174682749,-2.7623612166447575,-2.4233247011568086,-0.5279188297040882,-0.9692154670512483,-0.7639822781368367,0.43688567218839286,0.0,0.0,-0.6191809716295601,1.0823820905170065,-1.5637291270836982,-0.489118718695273,-0.473954289814327,0.14959551431575807,0.31436958182538266,0.0,0.0,0.0,-0.0032071739415480338,-8.820723754330253E-4,-0.04461557016376165,-0.007722459110171305,2.5400890664013325,8.399591898403305,20.45536711808398
133,18748.384387146205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5243389857286975,0.0,-0.5867346336335741,-0.09893041156735707,0.5964545163023212,0.1739620658084166,0.13383308200985924,0.3049261223647762,0.0,-2.2177112327275474,-2.048354347771774,-1.110385808576285,-0.7813533092309731,0.23048832971396857,0.5881147867252308,0.0,0.0,-0.10487586044906452,-2.763735201187467,-2.423057326227139,-0.5282116190618802,-0.9705668342719822,-0.7636834755696487,0.4369103365706327,0.0,0.0,-0.6191141313627119,1.0825020867864974,-1.5637247792303322,-0.4891458974117954,-0.4740242051110624,0.1496585968464877,0.3143020362721188,0.0,0.0,0.0,-0.003206267359101601,-8.817748793444325E-4,-0.044576599748950035,-0.007592821392064179,2.5392093156214033,8.550529442470681,20.795706591831763
134,18748.334138716316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5243200978647038,0.0,-0.5867487060766842,-0.09895951336545618,0.5964485093560716,0.17389464262478208,0.13383186196118957,0.30488275855444585,0.0,-2.217944249039183,-2.0484844123724613,-1.1102694584896018,-0.7814950264566138,0.2305572544702074,0.5882300981610792,0.0,0.0,-0.10474512386877317,-2.7647435171336907,-2.4228393203923897,-0.5284413199699687,-0.9715586031368454,-0.7634335372918162,0.4369245796949159,0.0,0.0,-0.6190656506260539,1.0826142682126871,-1.563726133523548,-0.48916709179888784,-0.47406874287269746,0.1496996310344218,0.3142510818186703,0.0,0.0,0.0,-0.0032055809055990107,-8.81547932050704E-4,-0.04454582526304292,-0.007477899819975315,2.538973099715204,8.688525676881877,21.101206163413888
135,18748.14410441599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5243581566583428,0.0,-0.5864340853257102,-0.09927113530945786,0.5964367302709404,0.173965907155234,0.13387132326250414,0.30508238798441406,0.0,-2.2177691089545246,-2.0487931844512746,-1.1100679697514648,-0.781676833559696,0.23032023144885336,0.5882282370520234,0.0,0.0,-0.10471548957609823,-2.764273080339724,-2.422598728732038,-0.5285739909656111,-0.9711073824046356,-0.7631050325000752,0.4368620959086982,0.0,0.0,-0.6190972654376625,1.0829641947096993,-1.5638085573848177,-0.4891883567583197,-0.4739615642790422,0.149596019654164,0.3142580636881349,0.0,0.0,0.0,-0.003205664298186968,-8.81550565911222E-4,-0.04452758670737583,-0.007232454092312827,2.5454319447671083,9.040618155166893,21.805125397772738
136,18747.987970000962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5245160759680665,0.0,-0.585760281652003,-0.09974815445668615,0.5964372486598805,0.1744388882181313,0.13394936599603094,0.3056791187190934,0.0,-2.216333478676912,-2.0487431106413765,-1.110238749365665,-0.7813107608154817,0.2295098052904276,0.5876499886504899,0.0,0.0,-0.10530027066136667,-2.758551259080288,-2.4230460555946207,-0.52782869972504,-0.9653900378357636,-0.7634829397676436,0.4365318789103527,0.0,0.0,-0.6194769879899983,1.0832331048409531,-1.5639809815163652,-0.48913928771536924,-0.4735867653862941,0.14919936028148056,0.31451686368125303,0.0,0.0,0.0,-0.0032089521184422935,-8.825892182776423E-4,-0.044630331784973734,-0.007172865858039132,2.559917960139377,9.25121350649971,22.090626493507038
137,18747.74778490688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.524401353089641,0.0,-0.5866487382148688,-0.09886319008514616,0.5964153017931099,0.17463594452721773,0.13378893877116055,0.305265320626489,0.0,-2.2163061317639245,-2.047057221887445,-1.1112851445692133,-0.7796863566223512,0.22970696772393584,0.5870335903106357,0.0,0.0,-0.10595590153373942,-2.7560630505669748,-2.423500375546954,-0.5274018712066202,-0.9619274797285036,-0.7636945235866466,0.4354720593024102,0.0,0.0,-0.6202899983821144,1.0833332817263703,-1.5640888430032798,-0.48919527014552294,-0.4743785711864714,0.14933653601571942,0.3147438571143203,0.0,0.0,0.0,-0.003209435918051076,-8.828148128054567E-4,-0.04470731555250237,-0.00654719686433931,2.5532797013494943,10.186744997538662,23.91889693347254
