Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,b_carD_hhcars_23,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,b_carP_hhcars_23,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,b_pt_hhcars_23,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,b_bike_hhcars_23,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_walk_hhcars_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_vgvi,g_walk_speed
18,23218.685513613902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.548412218252388,0.0,-0.9774172728750142,0.19923336647479348,0.9296252742916176,-0.16389029118069548,0.4971642903202872,0.4400647354660383,0.0,-0.4037397337827898,-9.812254787164578,-6.089540693834376,-3.0678876173802694,-0.24120753940071227,1.9768080250109912,0.0,0.0,1.0286983078262912,-2.4979573137932265,-1.8590039547472719,-0.8910015296629843,-0.9098012277363132,-0.4151338658376963,0.4456129787725239,0.0,0.0,0.14577173450030864,1.510790398195279,-1.6606101220953042,-0.5170400705953329,-0.204125834148905,0.1127368288800897,0.21121458513420988,0.0,0.0,0.0,-0.015522473535855895,-0.004942320729273042,-0.19700145909601055,-0.2653033788168189,2.7839166873520322,1.2104246713778741,0.3335423386006485,-0.5390109560412997
19,22814.173139668797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.103095494667921,0.0,-1.0294030799345524,0.09303871612546864,0.7349831491307642,-0.5960981838043746,0.02012424705696214,0.46028923397883775,0.0,0.6860944867873321,-10.429700928341866,-5.329460489699665,-2.635921046378246,-0.9936242172059362,1.657312636027929,0.0,0.0,0.6128026882514419,-2.475546892095837,-1.8598171253725067,-0.7433459940039956,-0.925472789837877,-0.4469889860819295,-0.214054453506221,0.0,0.0,0.09516177276844694,1.119251933636533,-1.8931620242639031,-0.30670931556039593,-0.7883335699025593,0.2616029628029689,0.5526504160680155,0.0,0.0,0.0,-0.01493469865989122,-0.005024113103411229,-0.1897213633002729,-0.24932447946188513,4.11130240846433,1.0913315924781752,0.08500035544794751,-0.3247582012464925
20,22324.587244571634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.740687511116021,0.0,-0.1353473712800869,-0.6594845838057996,0.36207585248414775,-0.24217466163166063,-0.10606501749894151,-0.195490583475108,0.0,1.0624072262721072,-10.93079304313306,-3.6093567433510443,-2.042875569343361,-1.4211969274754863,0.8614076103322256,0.0,0.0,-1.2067632654406968,-2.2200220097998216,-1.7126904716490936,-0.6686021795956164,-0.7739260335263195,-0.713253918601638,-0.6392700937216699,0.0,0.0,-0.4033436332712231,1.1354636122654163,-1.3032591313579538,-0.7098095038761771,-0.7319404857083456,-0.020953158715334153,0.6266737795544286,0.0,0.0,0.0,-0.012980156193150226,-0.0044355807299625,-0.16997164933501793,-0.2435557529880963,6.428019528567033,0.857902344434425,-0.1777565465144134,-0.17216217872322398
21,22025.92298988821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.582813332340582,0.0,-0.39896226316420075,-0.030565471397002053,0.09295380395907504,0.08457755620916646,-0.04724017494278496,-0.24246677383828097,0.0,0.874922818286616,-10.85660649088796,-2.8144582181607554,-1.918206275210135,-1.1111122791946983,0.4205508167215219,0.0,0.0,-1.6827917258971223,-2.149960477300825,-1.6239309770030625,-0.6964893854006609,-0.7029130555426456,-0.7655129988315218,-0.5265686840060732,0.0,0.0,-0.6700888146116947,1.037330804813597,-1.0538355842956484,-0.6302913010248486,-0.7715626760007924,-0.14537688064370677,0.3271892876173132,0.0,0.0,0.0,-0.012238636232123425,-0.00425428885851031,-0.16216049083586298,-0.2364262355866179,7.372563715665118,0.7715480488490385,-0.3499765888485189,-0.0385621940439094
22,21809.85612317321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6256926899989006,0.0,-0.15859332247865826,2.1728352497830256E-4,0.09009187055118649,-0.308079162747043,-0.09989577253743594,0.7293910803784679,0.0,-0.06925408641797526,-10.084357404631874,-1.791759320248348,-1.9672099390900744,-0.2517213489275908,-0.359071037074945,0.0,0.0,-1.2643057655090935,-2.3133572452622415,-1.5269942853530372,-0.7813189727452631,-0.6291102128384828,-0.7748823215209293,0.09479522457210943,0.0,0.0,-0.9334216228538516,0.4672405012167016,-1.2343389295723428,-0.4840584930585566,-0.21805690251963983,0.08888667070638928,0.30830599093066074,0.0,0.0,0.0,-0.011940772564747227,-0.004210689276693213,-0.15822139010979858,-0.22301101949324312,8.60727490578527,0.6713171762278739,-0.5097894468705467,0.09397856584499126
23,21644.249052451643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7469797912814937,0.0,-0.07756355030889073,-0.12824003234975606,0.3878701806472656,-0.002193045404591254,-0.05202155928773465,0.27918519951118587,0.0,-0.7071602997450209,-9.09441327531534,-1.4782464399589765,-1.9515929554139197,0.17054902477660155,-0.5637602961081949,0.0,0.0,-0.25046787219063527,-2.7179223090152957,-1.9502738940235125,-0.5444704504620738,-0.564139993889672,-0.4181328173019354,0.2821464596638233,0.0,0.0,-0.575252566971066,0.09296497214987764,-1.1012519883570564,-0.5120196250305633,-0.29419801443569416,0.4478764044280709,0.4173628444495537,0.0,0.0,0.0,-0.011943907129913254,-0.004329588764707685,-0.15604309256544513,-0.21741295896833152,9.31352342143363,0.5993451387330245,-0.5362258313586626,0.10712565899620456
24,21552.39405224386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4919514706089794,0.0,-0.10037880409494354,-0.19631688762632477,0.1441682384854003,0.03064265970987129,-0.09482808399069385,0.2934394383440811,0.0,-1.1119756032311128,-8.187648244882126,-1.7803512547133233,-1.8709297751631413,0.25185489914367387,-0.12800381124781757,0.0,0.0,0.1284198123944123,-3.0253982757164355,-2.052278525742549,-0.3962152702126881,-0.53436856558038,-0.20301002411418653,0.36226303540153204,0.0,0.0,-0.18134159342647066,0.34935189338159517,-0.9983381979842145,-0.347337855208979,-0.2291256009077125,0.04876157820525395,0.6717362979441575,0.0,0.0,0.0,-0.01175172211279563,-0.004273015190141385,-0.1518116733446458,-0.21926337501290263,9.696317633038722,0.5679769577491344,-0.5532987825057327,0.13961588882230305
25,21421.830607294203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3461635976222437,0.0,-0.23021328268579555,-0.2956035465696092,0.10480484351894717,-5.619882623478199E-4,-0.07093051478425695,0.3453083444451225,0.0,-1.461906067016129,-7.01754062597072,-2.4410164639702945,-1.7772073324193718,0.08145510653427165,0.7565581987271828,0.0,0.0,0.23796418388907598,-3.201882770839748,-1.7040377977043697,-0.3659165804290659,-0.4717949100317054,-0.32635506870968145,0.5887482918156588,0.0,0.0,0.05313115864776835,0.2833919590369576,-0.8814863934059689,-0.51072042589698,-0.3558694030858065,0.19881340877709913,0.4447778260841635,0.0,0.0,0.0,-0.011634073014414848,-0.004157256620859416,-0.15000788333430684,-0.21422984498407013,10.102790628995255,0.5284253529267575,-0.5636628813013975,0.15094942369120637
26,21363.972309561454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4371370609112772,0.0,-0.08044034616571777,-0.05244758372659783,0.12630094943305714,0.20890719503745492,-0.10878515211231779,0.251234080930712,0.0,-1.4749633725669873,-6.37628374707791,-2.874659748190818,-1.890776329466742,-0.13072350612217737,1.0592982152939738,0.0,0.0,0.31199861824882696,-3.1684550384146344,-1.4973244245987982,-0.32204807424054416,-0.3988305279175931,-0.31675574584973315,0.6218746166249182,0.0,0.0,-0.37934394022455475,0.23370410867468258,-1.0919904826864117,-0.5539720470704879,-0.2564791482552302,0.21937097707865025,0.7076533613010498,0.0,0.0,0.0,-0.011763185896109215,-0.0041599767212264094,-0.15153467525403655,-0.2106693548274164,10.315730812679767,0.5188019014546239,-0.5660212843552449,0.17230050285505247
27,21304.645018596573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4569629545301503,0.0,-0.15498255337410566,-0.15699771130948065,0.18169759526402035,0.3584111706938406,-0.027042061780794685,0.44460583443983515,0.0,-1.3011513793266547,-5.928263184420307,-3.2155889029491735,-2.131795761715494,-0.12635470396186202,1.1311095752744011,0.0,0.0,0.2861687981357912,-3.0453508040731916,-1.6689173821296017,-0.14197436173894978,-0.2666835828963824,-0.1898008715159939,0.48145879270141134,0.0,0.0,-0.8515229649602363,0.2634598039429662,-1.0003311501167582,-0.5137224151943656,-0.29410275087005366,0.22426101643129412,0.6837170922690248,0.0,0.0,0.0,-0.011877351709905015,-0.004230301124427436,-0.15277550605097476,-0.21020081469898394,10.482919604942111,0.5141908320737012,-0.5101097332423612,0.13508474877188936
28,21197.325872060253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2834396055496289,0.0,-0.09334130730328406,-0.0400247829172234,0.2277642430286972,-0.23672029704659164,-0.22617689361364424,0.048407219645013266,0.0,-1.1967797589009694,-5.092967080674112,-3.9083846798006805,-3.064896427207392,0.11889267261551065,0.6957313463400748,0.0,0.0,-0.14450088333511862,-2.742925184118004,-2.1036189682159914,-0.05924091101914132,-0.13835115669792714,-0.24400276546667068,-0.15430040415031432,0.0,0.0,-1.1204166917013176,0.4039951392427984,-1.1647900890425762,-0.4643367963753886,-0.2915623012045682,0.2118508486082462,0.2960087880601736,0.0,0.0,0.0,-0.011926415685410663,-0.0041554284002952736,-0.15385008561670208,-0.2040215484731835,10.829734677798944,0.5058591781717129,-0.3841987933400142,0.07355117575579936
29,21081.64051860685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3138430175425009,0.0,-0.18998394274003183,-0.06920869630661029,0.2121841394770401,0.08008646355411242,0.08400797271085192,0.2449099819386217,0.0,-0.8517416706064935,-4.411059942971826,-4.284886492443828,-3.9508394443304855,0.26789459895294154,-0.13541058879721413,0.0,0.0,-0.5284324209737407,-2.537566097847014,-1.9971250394302502,-0.5576586210632637,-0.45693711771122764,-0.5943853848988772,-0.8072279815590746,0.0,0.0,-0.4581433906112794,0.5884385546065467,-1.3989989778501808,-0.6590107564049211,-0.5135274544788003,0.20519027743627438,0.4594411360493924,0.0,0.0,0.0,-0.012113296093542678,-0.004164600403922468,-0.15710262553228588,-0.1954071168094727,11.095975767172627,0.505492868887446,-0.23452043684612534,0.0023341976277222592
