Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_walk_grad,g_walk_vgvi,g_walk_speed
294,18845.627136137493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222015529064359,0.0,-0.5879634583629931,-0.09830887118175373,0.5957088905763315,0.17620861185696293,0.11928958128449117,0.33215669080773297,-2.2304848948962013,-2.025102402951878,-1.1238483135493869,-0.7597883596868693,0.2330791671777933,0.5881109619538955,-0.23883972571356005,0.250812196312132,-3.0417237025430133,-2.4376492223307147,-0.5430003225908371,-0.9713407134833888,-0.767874475803852,0.43676447416701425,-0.6713752526933061,-0.48497264444068394,1.0027790277594477,-1.5998455256556454,-0.5025464433239643,-0.47458693751538134,0.13654677868021056,0.32923817131012906,-0.02256744324286017,0.08460927258294641,-0.003152892331210085,-8.663139114956014E-4,-0.009240783906678264,-0.008009831799765865,98.09815253161963,6.728152361296102,11.515182349607288,7.789800170091297,15.317817320736914
295,18845.624284006895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5221998030797768,0.0,-0.5879664081202819,-0.09831328147598722,0.5957118068968235,0.17620582022278725,0.11928787880832863,0.3321519505340877,-2.230496243491518,-2.025103335148041,-1.12384873070295,-0.7597872973714355,0.23307873588113093,0.5881039442128853,-0.23883803476840257,0.25079250349842075,-3.0417727352168455,-2.437758357812003,-0.5430201412424368,-0.9712953142022032,-0.7678574212415176,0.4367624547186649,-0.6712627944614986,-0.4849730681500757,1.0027433890061428,-1.5998327581393477,-0.5025319251127685,-0.474566273072113,0.13654700088381852,0.32922353021050527,-0.02257025627520971,0.08460875664666495,-0.003152798658495886,-8.662842664852881E-4,-0.009256537949842474,-0.008026340153433745,97.99716039798966,6.7190221901813825,11.496094376624503,7.772646478301104,15.306102315026749
296,18845.621675593426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222017719199874,0.0,-0.5879645839316613,-0.09830964356576748,0.5957097305849575,0.1762091636882469,0.11928982246608964,0.33215745972637784,-2.2304959900716663,-2.025102753380048,-1.1238469172171675,-0.7597867649399971,0.23307941701766957,0.5881102679446276,-0.2388381871751097,0.2508105676632295,-3.0417288665895708,-2.437697553944653,-0.5429821301858337,-0.9713460671520173,-0.7678613080380233,0.43677130069408643,-0.6713764797734137,-0.4849825248114571,1.0027395463145654,-1.5998332997169205,-0.5025333069683823,-0.4745674063216367,0.13654902213622142,0.329232823630246,-0.022561035470010777,0.08461717878265018,-0.0031528233864906406,-8.662919338111829E-4,-0.009227607450870067,-0.007997606760472281,98.21965093787803,6.73967770109583,11.601270877825435,7.798475760250661,15.346370263779702
297,18845.618950961187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222000725119529,0.0,-0.5879674480377935,-0.09831392731087246,0.5957125636486712,0.17620645179580116,0.11928816866471245,0.33215285428801455,-2.2305069950359813,-2.0251036532736606,-1.1238473233751651,-0.7597857378532312,0.23307899966214443,0.5881034497187699,-0.23883654929083542,0.2507914363735544,-3.041776475420109,-2.4378035628023875,-0.5430013927459294,-0.971301952982212,-0.767844762171349,0.4367693317323457,-0.6712672026069979,-0.48498294378482965,1.0027049761312266,-1.5998209088998427,-0.5025192159399451,-0.47454735228732575,0.1365492353316209,0.3292186065988867,-0.0225637719585766,0.08461667343577771,-0.003152732530556024,-8.662631804380033E-4,-0.009242918114224131,-0.00801364896631747,98.1215093241233,6.730805380910128,11.58269387507861,7.781812331503799,15.334979781762096
298,18845.616454597806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222020098791194,0.0,-0.5879656090881313,-0.09831030527288889,0.5957104787710346,0.17620974612712687,0.11929008058612536,0.3321582716540968,-2.2305063696857363,-2.025103052662204,-1.1238455812042056,-0.7597852833282049,0.23307966150411694,0.5881097399336003,-0.23883676256264222,0.25080936273901117,-3.041733096364307,-2.4377417902220313,-0.542964547380568,-0.9713517976312444,-0.767849092898476,0.4367777965424004,-0.67137952978733,-0.48499210438951923,1.0027026556985152,-1.5998218705711478,-0.5025210927951649,-0.47454922652235926,0.13655118587890777,0.3292280508659156,-0.02255478908528741,0.08462480557549723,-0.0031527592876217756,-8.662714994633618E-4,-0.009214414189593482,-0.007985332412319076,98.34086646470224,6.751177032498086,11.685603431812005,7.807470069347404,15.374493053444118
299,18845.613756225677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222003287926869,0.0,-0.5879684407299371,-0.09831454232371593,0.5957132809841521,0.17620706294798463,0.11928844432347677,0.3321537146065838,-2.2305172342431234,-2.0251039380464944,-1.1238459844498203,-0.759784271720488,0.23307924966401736,0.5881029935945952,-0.2388351467653721,0.2507904358403547,-3.041780177067636,-2.4378466273061012,-0.5429836202759205,-0.9713081439223902,-0.7678327515188874,0.43677583832159395,-0.6712713971114074,-0.4849925216289047,1.00266852621488,-1.5998096298096096,-0.5025071717698698,-0.47452941717392116,0.1365513932206924,0.3292139944195784,-0.02255750299936635,0.08462429793857816,-0.0031526695615213284,-8.662431037575729E-4,-0.009229572490903077,-0.00800121307821428,98.24368938796306,6.742391783690195,11.667152240733952,7.790981893085464,15.363201786566494
300,18845.61128678351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522202199935817,0.0,-0.5879666383608914,-0.09831101033335095,0.5957112291145725,0.1762102615821854,0.11929029419008365,0.3321589654460795,-2.2305164803708943,-2.025103364208708,-1.1238443156292972,-0.7597838409079883,0.2330798723836015,0.5881091165944712,-0.23883536443606723,0.2508078970600277,-3.0417383119659305,-2.437785509530094,-0.5429481754844648,-0.9713564256795613,-0.7678372451915556,0.4367838916453778,-0.6713807548469777,-0.485001409904974,1.0026671964034364,-1.5998107934035009,-0.5025093224330397,-0.47453171776933994,0.13655328029175712,0.32922335286251253,-0.022548797891931198,0.08463213984341415,-0.003152696367547357,-8.662514419254444E-4,-0.00920170376553534,-0.007973544523294365,98.4585025761436,6.762351631038469,11.767572582078062,7.8162166472622925,15.401808642171584
301,18845.608691547444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222005612767278,0.0,-0.5879693978697912,-0.09831514090056565,0.5957139612925201,0.17620764545677264,0.11928869887689926,0.33215452178284033,-2.230527054904354,-2.0251042222685713,-1.1238447097166802,-0.7597828590862277,0.2330794723479056,0.588102538034079,-0.23883379343391598,0.2507894424941851,-3.0417841939763806,-2.4378877157392513,-0.5429667813157284,-0.9713138522885424,-0.7678213324552466,0.4367819755511976,-0.6712752966951167,-0.48500182279437026,1.0026339682826633,-1.5997988701492434,-0.5024957613318103,-0.4745124228631249,0.13655347988105876,0.32920965331884483,-0.022551447769417608,0.08463164074865634,-0.003152609017623617,-8.662237983983244E-4,-0.009216489991220884,-0.007989033874523987,98.36371601145589,6.753782594025501,11.749545951769841,7.800140307845228,15.390788708450714
302,18845.60631328653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222024017972633,0.0,-0.5879675866615887,-0.09831162994216325,0.595711906729881,0.17621079559646233,0.1192905178130295,0.332159682707436,-2.2305259807830726,-2.0251036315063287,-1.123843105821964,-0.7597824983363863,0.23308007825032534,0.5881086204165635,-0.23883406471290894,0.2508067492601008,-3.041742828478746,-2.4378259181358803,-0.5429324117032113,-0.9713612477871669,-0.7678261956090439,0.43678968665556545,-0.6713832482663914,-0.4850104428886689,1.002633946347716,-1.5998003927275906,-0.5024983322355046,-0.47451535466798406,0.13655530278583922,0.3292191226479513,-0.02254296349302756,0.08463921920673746,-0.003152637531911382,-8.662326860365882E-4,-0.009189037711783282,-0.007961773098674152,98.57548789839176,6.773466605717158,11.84784819554563,7.825187260710852,15.428685358242461
303,18845.60374943629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522200782382346,0.0,-0.5879703124079076,-0.09831571162936882,0.5957146066304356,0.1762082097243407,0.11928894098062527,0.3321552901122669,-2.2305364121678934,-2.0251044752113256,-1.1238434965308446,-0.7597815318244542,0.23307968387129896,0.5881021174470519,-0.23883251599546496,0.25078850941427816,-3.0417881591947467,-2.437926902339501,-0.5429508139187693,-0.9713191606508337,-0.7678104922734837,0.43678778403517543,-0.6712789973560531,-0.48501085390645426,1.0026011674426243,-1.5997886234756387,-0.5024849457199297,-0.47449631067451975,0.13655549691303082,0.32920559002367394,-0.02254558819446474,0.08463871945726255,-0.003152551339292075,-8.662054088333743E-4,-0.00920366135931842,-0.007977090502104146,98.48173381759136,6.764990807527895,11.82996925197298,7.809295821599977,15.417774638465648
304,18845.601401971566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522202564844719,0.0,-0.5879685310762711,-0.09831227715101422,0.595712578406011,0.17621127657203114,0.1192907057546124,0.3321603062252736,-2.2305352130051856,-2.025103908458474,-1.12384195771509,-0.7597811917516655,0.2330802546415954,0.5881080562104816,-0.2388327917502957,0.25080541830663344,-3.0417481143688097,-2.4378655739235366,-0.5429176739573571,-0.9713652073154768,-0.7678155190494018,0.43679512970356155,-0.671384410572489,-0.48501922721142454,1.0026020816544128,-1.5997903427085574,-0.5024877800377044,-0.4744996508625646,0.1365572620531082,0.3292149971986175,-0.022537352939963652,0.08464603581950375,-0.0031525799790904107,-8.662143391662508E-4,-0.009176766376836515,-0.007950397904282685,98.68949027600085,6.784310573610955,11.926013938162777,7.833978015242576,15.454859803951539
305,18845.5989229303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222009816710438,0.0,-0.5879711951821999,-0.09831626791298977,0.5957152185320277,0.17620874792906832,0.1192891638911523,0.33215601040741183,-2.2305453961066504,-2.025104728713471,-1.1238423406668863,-0.759780250779482,0.23307987041721148,0.5881016964242962,-0.2388312813946375,0.2507875816647517,-3.041792420839018,-2.4379643121833108,-0.5429356778046714,-0.9713240419285288,-0.7678001820609455,0.43679326286672066,-0.6712824417276018,-0.48501963424984096,1.0025700737079772,-1.599778844876912,-0.5024747010616807,-0.47448104654802525,0.13655744943359324,0.32920176931127554,-0.022539923211922476,0.08464554313477489,-0.003152495819970535,-8.661877056774363E-4,-0.009191073096465784,-0.007965381881831834,98.59777118073642,6.776018807202713,11.908493495968807,7.818437647402917,15.444179477054385
306,18845.596650882828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522202735089535,0.0,-0.5879694090323658,-0.0983128572182074,0.59571319175235,0.17621176800386848,0.11929089918607536,0.33216094024946824,-2.230543917831241,-2.0251041461043635,-1.1238408609258295,-0.7597799745764483,0.23308042688344638,0.5881075913022195,-0.23883160526242808,0.2508043293794244,-3.0417528613759397,-2.4379025184088765,-0.542903525602219,-0.9713692393932294,-0.7678055190323447,0.4368003017426375,-0.6713864491700757,-0.4850277637302805,1.002572116858802,-1.5997808735017642,-0.5024778941151098,-0.4744849273501294,0.13655915616045672,0.3292112574300167,-0.02253189229553506,0.0846526199972936,-0.003152525923088899,-8.66197107408015E-4,-0.009164579639033886,-0.007939082672989983,98.80260811999143,6.79507349126808,12.002562123450087,7.842923988351547,15.480599036835905
307,18845.59420567758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222011713523336,0.0,-0.5879720392528822,-0.09831679871181354,0.5957157993517154,0.17620926998208927,0.11928937602917661,0.33215669618022786,-2.2305539592194545,-2.0251049524678084,-1.1238412402519893,-0.7597790484124064,0.23308004827563836,0.5881013079194078,-0.23883011679071364,0.2507867096685963,-3.041796613362549,-2.4380000278442977,-0.5429213208078889,-0.9713285669846947,-0.7677903900208289,0.4367984499612367,-0.6712857034131976,-0.4850281688075711,1.0025405537435452,-1.5997695288568579,-0.5024649888870205,-0.4744665725011057,0.13655933847455043,0.32919819700027686,-0.022534436175325447,0.08465212780195601,-0.0031524429133623455,-8.661708377080314E-4,-0.009178720452907128,-0.007953891463479296,98.71194459967994,6.786877068140185,11.98520094530604,7.827570925701752,15.470032290658965
308,18845.59196611355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522202873151705,0.0,-0.5879702782422963,-0.09831345425531335,0.5957137940739536,0.1762122165800408,0.11929106341078254,0.33216149854613974,-2.2305523645303014,-2.025104392326711,-1.1238398183730098,-0.7597787892467676,0.23308057273228971,0.5881070770394571,-0.23883044409355278,0.2508031111172439,-3.0417582265755407,-2.437938578086237,-0.542890254877237,-0.9713725875996745,-0.7677958847913618,0.4368051629923712,-0.6713875121191079,-0.48503607406913546,1.0025434709991532,-1.5997717442051966,-0.5024684305268629,-0.4744708377290314,0.1365609926489729,0.32920763806343695,-0.02252662988799066,0.08465896727629199,-0.0031524731642714452,-8.661802885137164E-4,-0.00915272112214506,-0.007928096026688829,98.91319618839867,6.805606190602134,12.077211474598403,7.8517373559967085,15.505720314063229
309,18845.589591773336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522201340814739,0.0,-0.5879728550567392,-0.09831731702024492,0.5957163499498589,0.17620976809636812,0.11928957054229235,0.3321573382556874,-2.2305621904990134,-2.025105178289958,-1.1238401910227027,-0.7597778852750008,0.2330802029916059,0.5881009175721803,-0.23882898892188603,0.250785840442702,-3.0418010909539723,-2.4380341437755755,-0.5429077053189171,-0.9713327128014383,-0.7677810731006998,0.4368033421334423,-0.671288740997329,-0.48503647550487244,1.0025125759794444,-1.59976063469604,-0.5024557915802075,-0.47445286365774464,0.1365611690317368,0.3291948414055111,-0.02252912679570755,0.0846584810758275,-0.0031523919185530167,-8.661545772287182E-4,-0.009166588127884397,-0.007942616663342093,98.82428988693279,6.797568659143752,12.060157788073196,7.836687764753051,15.495352113952125
310,18845.58741558274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222030156269435,0.0,-0.5879710918744967,-0.09831399742374794,0.5957143490380733,0.1762126703222225,0.11929123030355487,0.33216205904414603,-2.230560349510157,-2.02510460264783,-1.1238388229047562,-0.7597776852151895,0.23308071568898037,0.5881066422179305,-0.2388293602899009,0.2508020807464878,-3.041763158250001,-2.437972389530645,-0.5428775444504866,-0.971375929751513,-0.7677868302819159,0.4368097805592699,-0.6713891750358814,-0.4850441582817591,1.0025164706394958,-1.5997631187057761,-0.5024595406006739,-0.47445759362548034,0.13656276986201232,0.32920434079985983,-0.02252150917871977,0.08466510265670149,-0.003152423446566607,-8.661644400856948E-4,-0.009140972859099525,-0.007917197256573057,99.02275917789675,6.816044888698501,12.150326063731036,7.860655742285443,15.530417953997516
311,18845.585075805036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222015024489501,0.0,-0.5879736354294678,-0.09831781168382642,0.5957168728916046,0.17621025207267108,0.11928975590560788,0.3321579498951073,-2.2305700378001694,-2.0251053753630797,-1.1238391918277144,-0.7597767953537743,0.2330803514099895,0.5881005581051617,-0.23882792623424573,0.2507850239954263,-3.0418054777429724,-2.4380667472799105,-0.5428947870376019,-0.9713365423585272,-0.7677722211895353,0.4368079755521363,-0.6712916126203887,-0.48504455771083316,1.0024860080723872,-1.599752158581831,-0.5024470711669861,-0.47443986277228806,0.13656294156319285,0.3291917084515377,-0.022523979396810452,0.08466461774014478,-0.0031523433201730605,-8.661390830461139E-4,-0.009154675100800752,-0.007931544111816959,98.93490238854864,6.8081021639031185,12.13343631982864,7.845791197697251,15.520163992191838
312,18845.582932385507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522203130710193,0.0,-0.5879718941070623,-0.09831455059624146,0.5957148899581249,0.17621308862976684,0.1192913727122291,0.3321625571474749,-2.230568092580815,-2.025104821653335,-1.123837875221308,-0.7597766081872596,0.23308083446493777,0.588106170470059,-0.2388282991161181,0.25080095775275274,-3.0417686055648585,-2.4380052541595116,-0.5428655910338787,-0.971378722121893,-0.767778126285024,0.4368141222656969,-0.6713901185987928,-0.4850520363352294,1.002490712091445,-1.599754816546795,-0.5024510516019265,-0.47444495017570865,0.13656449460686249,0.3292011698357688,-0.022516565554157555,0.08467102370059272,-0.00315237497865095,-8.661489888114529E-4,-0.009129502005018126,-0.007906575849122244,99.13014080394767,6.826284704435993,12.221719784749833,7.869474202925183,15.554566355273158
313,18845.580652737804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222016451013016,0.0,-0.5879743907924728,-0.09831829579847758,0.5957173684789887,0.17621071382841513,0.11928992489784516,0.3321585214858838,-2.2305775916209094,-2.025105576395285,-1.123838238311621,-0.7597757378530939,0.23308047803794893,0.5881001950082393,-0.2388268943350264,0.25078420710731064,-3.0418101456728563,-2.4380979081617724,-0.5428825311829483,-0.9713400340225855,-0.767763795478905,0.4368123444158027,-0.6712942871985961,-0.4850524324210665,1.0024608355184728,-1.5997440626608992,-0.502438815574716,-0.47442755315158847,0.136564661045295,0.3291887687181507,-0.022518994653841246,0.08467054400097113,-0.0031522964019115238,-8.661241223405166E-4,-0.009142964544326788,-0.007920670364532353,99.04382172638763,6.818481005635727,12.205097716359514,7.854875412371033,15.544485885697785
314,18845.578563380128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222032487569033,0.0,-0.5879726489311896,-0.09831505946697457,0.5957153919831257,0.17621350883358564,0.11929151620100789,0.33216305246098954,-2.2305754261210566,-2.025105006889383,-1.1238369706782998,-0.7597756063305865,0.23308095193449446,0.5881057642222589,-0.23882730848896333,0.2507999843780545,-3.041773683708332,-2.438036232712395,-0.5428541631165255,-0.9713814598131916,-0.7677699240481375,0.43681824578808814,-0.6713914682641954,-0.48505970729116576,1.0024663867786454,-1.5997469554951718,-0.5024430598860183,-0.4744330408324719,0.13656616520942483,0.32919827125256923,-0.022511754736460967,0.08467675158195329,-0.0031523291984364857,-8.661343958770257E-4,-0.00911815701719997,-0.007896059377061532,99.23642108269146,6.836423420594375,12.291663855372278,7.87836091679549,15.578307526836936
315,18845.576317937193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222017817375229,0.0,-0.5879751134407101,-0.09831875763834706,0.5957178394490128,0.1762111634098838,0.11929008633345115,0.33215906653150695,-2.2305847930497396,-2.0251057491233295,-1.1238373300362188,-0.7597747493020895,0.2330806007437977,0.588099861910082,-0.23882592384326537,0.2507834414150809,-3.0418146964179527,-2.4381277166107878,-0.5428708998723757,-0.9713432458933102,-0.7677557881237459,0.4368164840557689,-0.671296812401266,-0.48506010136204825,1.0024369256163703,-1.5997363454150577,-0.5024309871172443,-0.47441587793483214,0.1365663273317504,0.3291860290513294,-0.0225141574450097,0.08467627371157695,-0.003152251697748677,-8.661098699314739E-4,-0.009131458739713327,-0.00790998442755468,99.1511271001562,6.828712328792387,12.275205870664955,7.863942020194878,15.56833957192916
316,18845.57426076692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522203342787422,0.0,-0.5879733912640033,-0.09831557402318655,0.5957158783439129,0.1762138989663369,0.11929163860180197,0.33216349522807875,-2.2305825380753936,-2.0251052018999327,-1.123836108276309,-0.759774626037736,0.23308104667437285,0.5881053288872129,-0.23882633683142554,0.25079894266636305,-3.0417792122571945,-2.438066248691055,-0.5428433929834654,-0.9713837490292808,-0.7677620523133851,0.4368221231672022,-0.6713922836636866,-0.4850671900313697,1.002443222115896,-1.5997393978255172,-0.5024354447683177,-0.47442169505754944,0.13656778808315398,0.3291954983404447,-0.02250710336956825,0.08468228489757726,-0.0031522845772267586,-8.661201706238363E-4,-0.009107050026319749,-0.007885781042068532,99.34079141101381,6.846387646885187,12.36003896896892,7.88717010769427,15.601556252885832
317,18845.57206708761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222019002706104,0.0,-0.5879758141537494,-0.09831921089503794,0.5957182856111385,0.17621159211200854,0.11929023235119382,0.3321595745414612,-2.23059173682995,-2.0251059281109445,-1.123836462469572,-0.7597737863963673,0.23308070252813004,0.5880995229933679,-0.2388249782261033,0.25078267138377724,-3.041819532264863,-2.438156221732208,-0.5428598611372527,-0.9713461555985635,-0.7677481632242253,0.4368203856431626,-0.6712991634373145,-0.485067581016804,1.002414280618141,-1.5997289706968365,-0.5024235788955944,-0.4744048281158897,0.13656794549666543,0.3291834612135791,-0.022509469608500657,0.08468181167573137,-0.0031522084537487474,-8.660960806677082E-4,-0.00912013934898106,-0.00789948242515968,99.25685959548137,6.838799695406298,12.343817220674998,7.872986720462917,15.591741845399147
318,18845.570056690445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222034393407669,0.0,-0.5879740922968706,-0.0983160510741053,0.5957163324268236,0.17621428919931686,0.11929176140736028,0.33216393259645643,-2.2305892817996953,-2.025105364144189,-1.1238352854047433,-0.7597737165741747,0.23308114200846328,0.5881049495702692,-0.23882543085524827,0.2507980240513976,-3.041784404185488,-2.4380946656253966,-0.5428331109699948,-0.971385955835095,-0.7677546188730766,0.4368258060934104,-0.6713933700503236,-0.485074482382128,1.0024213109473332,-1.5997322297301153,-0.5024282630399483,-0.4744109899694106,0.13656936128941266,0.3291929585707731,-0.022502575651405714,0.08468764213791499,-0.0031522423720536804,-8.661067176088049E-4,-0.009096077690359018,-0.007875617193632698,99.44402799909363,6.856247677214831,12.427048907814015,7.896020508007958,15.624416873751276
319,18845.567896201574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222020146722266,0.0,-0.587976484355253,-0.09831964280050907,0.5957187098723198,0.17621201059048222,0.11929037241016081,0.33216005976040713,-2.2305983548317565,-2.0251060786305572,-1.1238356359203487,-0.7597728893834627,0.2330808028313676,0.5880992139436778,-0.23882409129322002,0.2507819523239404,-3.041824218871391,-2.43818351605638,-0.5428493824060887,-0.971348818864568,-0.7677409156968861,0.4368240845985907,-0.6713013811920324,-0.48507487137454336,1.002392765393203,-1.5997219398627753,-0.502416553080711,-0.4743943465366477,0.1365695147289255,0.32918107369680816,-0.022504916171921564,0.0846871711126607,-0.003152167274132983,-8.660829521737593E-4,-0.009109011812749502,-0.007889155156455632,99.3610858819467,6.848749137916587,12.410988479444612,7.882010171718251,15.614711787654727
320,18845.56591688936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522203514122458,0.0,-0.5879747808736724,-0.0983165314418808,0.595716770152972,0.17621465315669207,0.11929186548519163,0.3321643246218534,-2.2305958271451996,-2.025105538145909,-1.1238344996730676,-0.7597728226269314,0.23308121535214027,0.5881045455442387,-0.2388245393422501,0.25079705219748377,-3.04179001127938,-2.4381221338645123,-0.5428234041703621,-0.9713877911656619,-0.7677474933600243,0.4368292681557701,-0.6713940560175617,-0.4850816027106838,1.002400479773873,-1.5997253432793719,-0.5024214325849551,-0.4744008102363965,0.13657089114718168,0.3291905395266855,-0.022498192581039425,0.0846928221847625,-0.0031522012030476424,-8.660935926002788E-4,-0.009085312221780105,-0.007865661064162484,99.5455691095833,6.865952479086859,12.492621013591311,7.904808566373164,15.646832625311534
321,18845.563801560922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222021114743465,0.0,-0.5879771355784074,-0.09832006816657225,0.5957191115751272,0.176212409162291,0.11929049770189531,0.33216051034449534,-2.230604749164195,-2.0251062381895673,-1.123834845560874,-0.7597720110933479,0.23308088257283516,0.5880988964196291,-0.23882322319829036,0.2507812242170687,-3.0418292034560275,-2.4382096303698133,-0.5428394344003792,-0.9713512107403086,-0.7677340113724151,0.4368275685336452,-0.6713034441708696,-0.48508198883658493,1.002372399630117,-1.5997152173751739,-0.5024099078813908,-0.4743844318320258,0.13657104034100226,0.32917883844963847,-0.022500500368535972,0.08469235539043413,-0.0031521273420637556,-8.660702187610177E-4,-0.0090980560744067,-0.007878998598449202,99.46384703806905,6.858564220285574,12.47677169238094,7.891009189037017,15.6372650119024
322,18845.56186324322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222035917927477,0.0,-0.5879754326498404,-0.0983169789761578,0.5957171808587312,0.17621501652481006,0.11929196999705165,0.33216471039050394,-2.2306020364191244,-2.0251056792987088,-1.1238337502264124,-0.7597719968789817,0.2330812915389834,0.5881041915268627,-0.23882371041800363,0.25079618582879154,-3.0417952881427155,-2.4381482338697675,-0.5428141475909769,-0.9713895308977639,-0.7677407540076432,0.4368325578822588,-0.6713949197170131,-0.4850885472998014,1.0023807475365687,-1.5997188037128354,-0.5024149812868732,-0.47439119170482036,0.13657237522145887,0.3291883224412864,-0.022493923984944608,0.08469784175623156,-0.003152162246540827,-8.660811754603979E-4,-0.009074685678138905,-0.00785582382841043,99.64597358998316,6.8755526862787235,12.55690990163878,7.9136178452489885,15.66888067666735
323,18845.559779718184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222022061598182,0.0,-0.5879777579977042,-0.09832047265236873,0.5957194938257672,0.17621279949777713,0.11929061868288324,0.332160941831197,-2.2306108394618525,-2.0251063684126054,-1.12383409252743,-0.7597711969244567,0.23308096343780899,0.588098609429731,-0.23882241217785616,0.25078054829220403,-3.0418339994804104,-2.4382346600250706,-0.5428299890053969,-0.9713533868452864,-0.7677274484300507,0.43683087396804554,-0.6713053893115956,-0.48508893147870885,1.002353042927679,-1.5997088080992834,-0.5024036046798338,-0.474375025542409,0.13657252075884047,0.32917676633444637,-0.022496206950006863,0.08469737739824688,-0.003152089357319552,-8.660581090930953E-4,-0.009087280847657248,-0.007869004916807995,99.56519982721822,6.868250101321296,12.541217353597276,7.899983795735352,15.659418342318556
324,18845.55787109753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5222036489773652,0.0,-0.5879760728527398,-0.09831742894773017,0.5957175751082913,0.1762153561734667,0.11929205729356784,0.3321650559488934,-2.230608072825769,-2.0251058350968534,-1.1238330334219198,-0.7597711798763773,0.23308134575623057,0.5881038144498945,-0.2388228905988844,0.25079527430571874,-3.0418009707608165,-2.4381734170740406,-0.5428053967691512,-0.9713909579047074,-0.7677342988583472,0.43683564815268416,-0.6713954798575806,-0.48509533460085597,1.002362018282749,-1.5997125232963012,-0.5024088562604931,-0.47438206104856184,0.13657382002685375,0.32918621830796074,-0.022489787565697625,0.0847026994169327,-0.0031521241771866005,-8.66069038274134E-4,-0.00906424086298265,-0.007846170396715233,99.74485467200579,6.885013108953361,12.619875286374628,7.922374914468305,15.690524226263575
