Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_23,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_23,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_23,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_23,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_23,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_speed
10,477.2200138861384,0.0,0.0,0.0,0.0,0.0,0.0,-2.392540138393399,0.454896666096188,0.0,-0.28340143478027136,-2.3517208124139324,0.0,-1.2391512507679332,0.47262891043442834,0.0,1.7218608420365855,-1.800209463297933,0.21335658362005516,-2.682382535309076,0.0,0.0,0.0,0.0,0.0,4.0230516113658314,0.0,0.16471511269171757,2.725220611915041,0.0,0.7778879518579154,-0.7825672401522299,-0.26838868127972587,-0.750869188260694,-0.3712872331709395,0.5568244621374767
11,469.8437379517592,0.0,0.0,0.0,0.0,0.0,0.0,-2.3925566410615478,0.4860162050631691,0.0,-0.2704872427499276,-2.386443232783801,0.0,-1.2810103133410522,0.5124253958869848,0.0,1.8011238620421564,-1.8606389704615482,0.2183361989116974,-2.8372463612068417,0.0,0.0,0.0,0.0,0.0,4.029113313947471,0.0,0.14656809741326132,2.767959043929817,0.0,0.7878565260429953,-0.754899956556143,-0.26012336291104005,-0.6726692924427575,-0.36104427658098115,0.5955536745964953
12,452.9882039342108,0.0,0.0,0.0,0.0,0.0,0.0,-2.3899353473893634,0.5855782538299067,0.0,-0.2201434157175721,-2.3749553728860735,0.0,-1.425255845933657,0.6107746817748249,0.0,2.0099980997427576,-2.1006842595095208,0.19420623699746267,-3.164349796904714,0.0,0.0,0.0,0.0,0.0,4.00597439103908,0.0,0.09040766013426943,2.907263358712055,0.0,0.8378705190225831,-0.6922089614281104,-0.23851564368090383,-0.5298720504181971,-0.3377186156771383,0.6779643946862006
13,443.088402634931,0.0,0.0,0.0,0.0,0.0,0.0,-2.383739527376713,0.6461360364287582,0.0,-0.17028484646603265,-2.324120963824494,0.0,-1.5090163098241796,0.6841646970125723,0.0,2.115549857969679,-2.2046569928695083,0.2204832730899924,-3.2994044421995987,0.0,0.0,0.0,0.0,0.0,4.016242442249586,0.0,0.04163518902050533,2.9958526367553664,0.0,0.8401477340338684,-0.6493895008634876,-0.2247704326322832,-0.4649766977212978,-0.3231116296407633,0.7295150900815855
14,382.07914209611846,0.0,0.0,0.0,0.0,0.0,0.0,-2.3215944208505697,1.1174017931154303,0.0,0.24212963327921605,-1.7765266214941509,0.0,-2.102417585605963,1.3350502558690895,0.0,3.251697561198922,-3.7028574258104214,0.19003273192001263,-3.6326813851253603,0.0,0.0,0.0,0.0,0.0,3.7785290754877483,0.0,-0.28449500024059393,3.789070304894705,0.0,1.2270545502033534,-0.38735369716389106,-0.1265512117901798,-0.23889330268065298,-0.22800760093922945,1.0226597818290206
15,364.3404350565445,0.0,0.0,0.0,0.0,0.0,0.0,-2.269423508735776,1.3271297551784595,0.0,0.5680296667064022,-1.808110055226263,0.0,-2.5665383410866522,1.5320376831028173,0.0,3.019307815981066,-3.925861413567753,0.6230996416167036,-3.5339330753235,0.0,0.0,0.0,0.0,0.0,3.577311353349036,0.0,-0.4044421968631965,4.356629046123842,0.0,1.137336016852906,-0.2583518398355298,-0.08174430027245755,-0.1583421821572768,-0.1832031499772545,1.122289732502491
16,352.5122134170177,0.0,0.0,0.0,0.0,0.0,0.0,-2.240650174108682,1.5063948758272498,0.0,0.885931393217256,-1.5177512082627882,0.0,-2.7273843725451394,1.8408272212691728,0.0,3.3848783468811434,-4.344548084263449,1.1958765469508914,-3.10143508441807,0.0,0.0,0.0,0.0,0.0,3.4344196016643176,0.0,-0.561282097265023,4.981137320178409,0.0,0.9382006404950585,-0.18856974769020923,-0.05677699870260293,-0.23649286624358745,-0.15639086882867645,1.1605241754884719
17,347.1482921623526,0.0,0.0,0.0,0.0,0.0,0.0,-2.216851008096214,1.443542523443459,0.0,1.0965584341572878,-1.6851808452395622,0.0,-2.585228970984484,2.0064775379078137,0.0,3.6842366607962798,-4.578983241939559,1.549903666517022,-3.033854118094455,0.0,0.0,0.0,0.0,0.0,3.345855162408955,0.0,-0.6687760358970339,5.148660927204836,0.0,0.9474725398640127,-0.18411039177059793,-0.05826060692223771,-0.2046496755244419,-0.1440856209927681,1.1842778558640312
18,341.48733919772553,0.0,0.0,0.0,0.0,0.0,0.0,-2.414001686343233,2.0539267839771105,0.0,2.3536725811829657,-1.1959924657905083,0.0,-2.63430149552009,1.9828693553571763,0.0,4.424049141659121,-4.281719713657676,2.498853274314876,-3.533509531429016,0.0,0.0,0.0,0.0,0.0,2.8738791736444043,0.0,-0.8409613842502941,6.303858202744918,0.0,0.7968513021615629,-0.17328878353931054,-0.05411875106615452,-0.0947262599948022,-0.1194508209167238,1.140033193287111
19,338.74430400305494,0.0,0.0,0.0,0.0,0.0,0.0,-2.2689377657960805,0.9455955828234277,0.0,4.105319746081853,-1.1352240370450377,0.0,-2.9120545944833727,2.328009596169624,0.0,5.205692929572527,-2.8064953097605345,2.1508884902507637,-2.5167097484668326,0.0,0.0,0.0,0.0,0.0,3.4081640299515845,0.0,-1.4543056876472253,6.051515022593622,0.0,1.5035819065373304,-0.13479040163901224,-0.03947849106063108,-0.19629446216322102,-0.11224747810652277,1.121671606075859
20,330.0023417756328,0.0,0.0,0.0,0.0,0.0,0.0,-2.0430457173159082,0.4889526171469879,0.0,3.7873988150221964,-1.3748310996386768,0.0,-2.7311603526147326,2.377557954153006,0.0,5.783850384049253,-2.21394046085165,1.5878182894217376,-2.060648858322258,0.0,0.0,0.0,0.0,0.0,3.399479975522542,0.0,-0.9991097633786079,6.3362767430188205,0.0,0.43078888117226244,-0.18518999933889765,-0.05228550690203811,-0.26459175351296965,-0.13007225674980816,1.0137717012910819
21,325.72931602064864,0.0,0.0,0.0,0.0,0.0,0.0,-2.0175123409348017,1.0080898577625752,0.0,3.3142643686201634,-1.4263677745457966,0.0,-2.6280304932999474,1.6319647056849305,0.0,5.731851491598701,-2.0785605336871122,1.2195730603221682,-1.94671193543977,0.0,0.0,0.0,0.0,0.0,3.0245996796309482,0.0,-0.7659377060473288,6.675094357616686,0.0,0.9964463710973896,-0.20664503813059348,-0.05313370395543038,-0.2893982808324676,-0.1383158394059318,0.9336189189820677
22,325.1219386237364,0.0,0.0,0.0,0.0,0.0,0.0,-2.270982823306298,2.0633713812954477,0.0,3.4852272688823636,-0.7271929580442865,0.0,-1.5518023023227667,1.1958147288562928,0.0,5.057054882519386,-1.2962343337497848,1.0834893508188905,-2.24152748285736,0.0,0.0,0.0,0.0,0.0,3.369268092259067,0.0,-0.6174582433127245,6.620122816715127,0.0,0.8729011305488134,-0.18921721517246926,-0.06798330997765352,-0.2440108766834427,-0.1489300025994663,0.8650467375454055
23,321.8507345767661,0.0,0.0,0.0,0.0,0.0,0.0,-2.2726472057358875,1.629650445420621,0.0,3.561978799879366,-0.8425880561768034,0.0,-1.8823363196330885,1.2259245605631126,0.0,4.607158270247971,-1.4985001480435898,0.7581708243779997,-2.3636712552821755,0.0,0.0,0.0,0.0,0.0,3.23535621005631,0.0,-0.5326501633395677,6.629725090304136,0.0,0.6762502358346351,-0.1704917431361222,-0.04794763167792741,-0.2070666507357625,-0.14413838290402578,0.8212599943046031
24,320.5543175785944,0.0,0.0,0.0,0.0,0.0,0.0,-2.175780811434839,1.3394971372003488,0.0,3.2476123251689204,-1.1814190133306415,0.0,-1.956269688029368,1.3901871161747565,0.0,4.66983073308423,-1.2649712477757904,0.8563698744210647,-2.4771597324601244,0.0,0.0,0.0,0.0,0.0,3.157803873186405,0.0,-0.7019213686838957,6.633286821764203,0.0,0.7984684152962062,-0.1938113613533739,-0.05720895256341989,-0.19796087387670291,-0.14384718132586025,0.8044278188444655
25,320.19172189677766,0.0,0.0,0.0,0.0,0.0,0.0,-2.170787676714686,1.338439406118749,0.0,2.9536738527761415,-1.2422785700729018,0.0,-2.0828581904444974,1.3226863420309785,0.0,4.633969422413992,-1.4321922042530775,0.9153572776240665,-2.6051973753346473,0.0,0.0,0.0,0.0,0.0,3.251810759479754,0.0,-0.7862451495793328,6.339804919861207,0.0,0.7902322674193966,-0.19109387039553513,-0.053827044235748876,-0.18073357915167357,-0.14270351461633024,0.819413847511072
26,320.04535537194755,0.0,0.0,0.0,0.0,0.0,0.0,-2.1849793437761074,1.3783292317933271,0.0,2.699693905114491,-1.2851500577479298,0.0,-2.04218579747527,1.414694166819662,0.0,4.286359510984879,-1.5961543807453225,0.9680501947160425,-2.8218108805637456,0.0,0.0,0.0,0.0,0.0,3.1814230491407005,0.0,-0.7338497470230371,6.210395520951705,0.0,0.8420262378563682,-0.19114066760314943,-0.05362708771815674,-0.17283867293258592,-0.1437945052646469,0.8002945944120483
27,319.9789604709938,0.0,0.0,0.0,0.0,0.0,0.0,-2.20147648162482,1.4053035232316236,0.0,2.603348454515424,-1.3168285089414788,0.0,-2.063553196431824,1.2593651188125214,0.0,4.236108327127049,-1.4210609197019441,0.875406830781387,-2.835000038022874,0.0,0.0,0.0,0.0,0.0,3.1822134727651794,0.0,-0.7009527798549458,6.1031222737069974,0.0,0.7555050195905487,-0.1844387017360161,-0.05146556210902706,-0.17094982816071078,-0.14277317495148295,0.7847589988174473
28,319.9608201251914,0.0,0.0,0.0,0.0,0.0,0.0,-2.2216591874942417,1.3830724577665965,0.0,2.615234748214147,-1.273281693911268,0.0,-2.0344628893763606,1.3227637817783795,0.0,4.243180636454359,-1.415157112957236,0.8735795095490991,-2.836557161601489,0.0,0.0,0.0,0.0,0.0,3.2136832879212767,0.0,-0.7289538068875999,6.0271794491450095,0.0,0.7980881984277929,-0.19075411894509284,-0.053335450642349666,-0.1729359464219421,-0.1448749375695104,0.7776168388061616
29,319.9443344101489,0.0,0.0,0.0,0.0,0.0,0.0,-2.210012525945946,1.3916901635363155,0.0,2.617262755175749,-1.3086343574522723,0.0,-2.0141477286493066,1.3206250762302698,0.0,4.232881837978361,-1.4594022612118347,0.8927336954761362,-2.7977392438596267,0.0,0.0,0.0,0.0,0.0,3.2045464280615867,0.0,-0.7227149482569574,6.0391738856615325,0.0,0.7903781054994122,-0.188701362437749,-0.05367045100201035,-0.17600826645895487,-0.1439426165585223,0.7866312426992973
30,319.94133640616985,0.0,0.0,0.0,0.0,0.0,0.0,-2.2077908605525787,1.3877275055356946,0.0,2.588471388639583,-1.2983925902444344,0.0,-2.0618119427106745,1.3244825833520584,0.0,4.226509161767533,-1.4432949442221914,0.9241403494992526,-2.8056272783214933,0.0,0.0,0.0,0.0,0.0,3.1942206947373872,0.0,-0.7228268486432394,6.035155896053267,0.0,0.7879570071677259,-0.18644807471700517,-0.05220996764575949,-0.17501944302592798,-0.14339781519832673,0.7858470952505808
31,319.9351332338847,0.0,0.0,0.0,0.0,0.0,0.0,-2.2090117177309927,1.3968230765067424,0.0,2.577729199510643,-1.3006304709296306,0.0,-2.0447220178299803,1.3233312727514053,0.0,4.203535862414086,-1.428661084352239,0.8735544427811794,-2.820469607665133,0.0,0.0,0.0,0.0,0.0,3.189297674264205,0.0,-0.7235851142695754,6.011638514630097,0.0,0.7833851201956259,-0.186572045423505,-0.05231358422436315,-0.17264166540066125,-0.1432372827824947,0.7833647554893454
32,319.92900351674393,0.0,0.0,0.0,0.0,0.0,0.0,-2.208584568771699,1.382759086500105,0.0,2.594095646840826,-1.3046532070532173,0.0,-2.0215905021685336,1.2954694765236028,0.0,4.193630328333579,-1.4358148486122353,0.8817858254406239,-2.812318067171988,0.0,0.0,0.0,0.0,0.0,3.1893663721633394,0.0,-0.717627293719948,5.973784739631676,0.0,0.780997996918861,-0.18759393194687382,-0.05296460630894954,-0.17312657271660334,-0.14349309532513788,0.7824880160013759
33,319.92067273540056,0.0,0.0,0.0,0.0,0.0,0.0,-2.209077806003663,1.3699748012751345,0.0,2.569727163476167,-1.286175929930282,0.0,-2.0185942705908793,1.306511455122847,0.0,4.185835803200137,-1.4374061604146928,0.8854290449953446,-2.788786143271379,0.0,0.0,0.0,0.0,0.0,3.1811271365554736,0.0,-0.7115535672881235,5.937222437094224,0.0,0.7837186430841804,-0.18637891432510964,-0.05285228492237037,-0.17437042273937722,-0.14292065132995416,0.7864407175697545
34,319.91259757953674,0.0,0.0,0.0,0.0,0.0,0.0,-2.2001025404299073,1.4028019123187476,0.0,2.53398163202208,-1.2966750964740072,0.0,-2.0483208998211717,1.3312672628132736,0.0,4.145717164449937,-1.446863221086214,0.8962371437726768,-2.7435107307008355,0.0,0.0,0.0,0.0,0.0,3.160069177094464,0.0,-0.7156833984737188,5.829752316498713,0.0,0.7684292763036525,-0.18649573033111147,-0.05227779960169005,-0.1783230006820934,-0.1417484979992093,0.7914516436561482
35,319.90231893101475,0.0,0.0,0.0,0.0,0.0,0.0,-2.1991238548326635,1.369725229883364,0.0,2.5047612944734388,-1.2755160330730928,0.0,-2.0402471301053113,1.3034438209266728,0.0,4.1179949555021995,-1.434762823185468,0.8937374914012837,-2.767154960434236,0.0,0.0,0.0,0.0,0.0,3.1535976718353873,0.0,-0.70826150328523,5.822525757550487,0.0,0.7683356036302034,-0.18456481368172895,-0.051931313943846084,-0.1744712562825925,-0.14124393213112038,0.7940468501596563
36,319.89117392508035,0.0,0.0,0.0,0.0,0.0,0.0,-2.1983645003670222,1.3638243917012574,0.0,2.5042528093312932,-1.2724092600050687,0.0,-2.036584342336593,1.2991532714988963,0.0,4.1204841787721564,-1.4288654382417865,0.8881531271927091,-2.7755191719203807,0.0,0.0,0.0,0.0,0.0,3.1551369076287297,0.0,-0.7022784424119016,5.8369396958817275,0.0,0.7714204295844429,-0.18476187011056586,-0.05204601654163148,-0.17343269819018825,-0.14111621146806072,0.7992004039445899
37,319.81556848811044,0.0,0.0,0.0,0.0,0.0,0.0,-2.198133707980842,1.3217164525372773,0.0,2.4913093392366883,-1.2359838059210968,0.0,-2.0122309037549373,1.258802919433833,0.0,4.116279798851737,-1.4078369616607675,0.8578122953940873,-2.819042646530576,0.0,0.0,0.0,0.0,0.0,3.1627443462121514,0.0,-0.6915092839059926,5.901792254897601,0.0,0.7792263679044638,-0.18764225269844645,-0.053190744749310806,-0.170670487230856,-0.13912365311996003,0.8503324138632045
38,319.7101155389893,0.0,0.0,0.0,0.0,0.0,0.0,-2.187690271046802,1.3102031995757093,0.0,2.4663016999538447,-1.2352919916947909,0.0,-2.006375554612765,1.2614667242206938,0.0,4.099006384273479,-1.3936300426063575,0.8461540180924048,-2.831995522083089,0.0,0.0,0.0,0.0,0.0,3.162466488681193,0.0,-0.6583032707639422,5.923644411473846,0.0,0.7966770342971433,-0.19056205608330876,-0.05404663650394047,-0.16906380144336688,-0.13468910588990277,0.9500605153897268
39,319.55200072664405,0.0,0.0,0.0,0.0,0.0,0.0,-2.189749926617187,1.2884012750906653,0.0,2.466020450351818,-1.2142850888220365,0.0,-1.992724268483921,1.2405367124535234,0.0,4.090294276119775,-1.3903787022233656,0.8272626776939611,-2.8601808550011096,0.0,0.0,0.0,0.0,0.0,3.1669235443468233,0.0,-0.6610727849554351,5.966604477031231,0.0,0.8107299202354958,-0.19673473587469542,-0.0558001934839232,-0.172436354617857,-0.12785168525238827,1.1142302835178106
40,319.33452585941643,0.0,0.0,0.0,0.0,0.0,0.0,-2.191552263384054,1.3207246508705204,0.0,2.4769502953413634,-1.2469078995200156,0.0,-2.004743138780771,1.2799305520709456,0.0,4.073853395577551,-1.408984125950443,0.8459159980094715,-2.8573143999847597,0.0,0.0,0.0,0.0,0.0,3.165981660915128,0.0,-0.6629600025812249,5.9407071968485745,0.0,0.8306427963162806,-0.2011029803737216,-0.05664466325997252,-0.17683687210748095,-0.12115312074036111,1.2968339495785959
41,319.0285062086626,0.0,0.0,0.0,0.0,0.0,0.0,-2.199669420563352,1.3676423580605928,0.0,2.5016340198969043,-1.285443798275607,0.0,-2.0189381572113927,1.31245227557225,0.0,4.071208307997735,-1.4394748782440163,0.8761743915525001,-2.8280045277965384,0.0,0.0,0.0,0.0,0.0,3.1537676567236677,0.0,-0.6940245337354608,5.8948846477395795,0.0,0.8328847692874461,-0.20098254351758826,-0.05621750962132385,-0.1831429473880149,-0.11314426966297324,1.5290626773433553
42,318.8933657057204,0.0,0.0,0.0,0.0,0.0,0.0,-2.199007112928891,1.3951895836430108,0.0,2.4939814110599223,-1.308679870137121,0.0,-2.038663070470071,1.3225605750284897,0.0,4.071845259769851,-1.445724341002729,0.8981894088962922,-2.771577146894678,0.0,0.0,0.0,0.0,0.0,3.103448816255577,0.0,-0.6882278149343697,5.829606338155271,0.0,0.8198768450954806,-0.19133262910508841,-0.05336097581365201,-0.18173878781086863,-0.10015325676613333,1.8423463160541322
43,318.6623220758021,0.0,0.0,0.0,0.0,0.0,0.0,-2.2133824520375707,1.425644734050218,0.0,2.532814979760848,-1.3323858115904512,0.0,-2.05667214535856,1.3359339113643456,0.0,4.1103184679490905,-1.444351928771583,0.9151294196596808,-2.768321303749816,0.0,0.0,0.0,0.0,0.0,3.0787480269957146,0.0,-0.687332520709772,5.810519788612415,0.0,0.8162413051183146,-0.18352039161323547,-0.051036096463404027,-0.17840371649755582,-0.09688343108701594,2.041529883098878
44,318.5227268847418,0.0,0.0,0.0,0.0,0.0,0.0,-2.2160794236312187,1.4006185331154088,0.0,2.5428637447158513,-1.3161518621586556,0.0,-2.0381497326161746,1.3006921137736496,0.0,4.121127636924414,-1.4343710315240894,0.8970082547900748,-2.813600863919869,0.0,0.0,0.0,0.0,0.0,3.069212693338581,0.0,-0.6867865240125398,5.859390331368502,0.0,0.826366544150464,-0.18209805601263804,-0.050854408533897354,-0.17460149416896387,-0.0878428128059268,2.3707975309352776
45,318.4462912260711,0.0,0.0,0.0,0.0,0.0,0.0,-2.2092770889035473,1.371313870797762,0.0,2.520011627477373,-1.2956126270480934,0.0,-2.0133397393354384,1.275441288381428,0.0,4.1066129688199124,-1.4245754380393105,0.8769674012448375,-2.8445941435444175,0.0,0.0,0.0,0.0,0.0,3.0853910188257014,0.0,-0.677463775596571,5.919853347253522,0.0,0.8375399313277474,-0.18523804972494043,-0.05204903736833505,-0.1724134235760006,-0.08631008464232284,2.507261030398748
46,318.37154318436,0.0,0.0,0.0,0.0,0.0,0.0,-2.201160135446314,1.3636640527678752,0.0,2.481800919412315,-1.2861283008417344,0.0,-2.0128681526852477,1.2696418830802323,0.0,4.088485720606743,-1.4108498446663882,0.8668521879628232,-2.8350683435129747,0.0,0.0,0.0,0.0,0.0,3.0853637749802587,0.0,-0.6516253263846771,5.940141642444956,0.0,0.8436002146109987,-0.18579431069478644,-0.05223694691715577,-0.17061602105614918,-0.08219831006692188,2.763129922395552
47,318.3191171143561,0.0,0.0,0.0,0.0,0.0,0.0,-2.1942176511753972,1.3587031689322717,0.0,2.4535989665978857,-1.2804066971559016,0.0,-2.0134807740471072,1.2628668729330645,0.0,4.077110043314735,-1.4080320750278241,0.8606101075495097,-2.8138173326615834,0.0,0.0,0.0,0.0,0.0,3.0863186628282793,0.0,-0.6460289644804643,5.947251150806077,0.0,0.8419350516857563,-0.18603020985092705,-0.052292324011860215,-0.17155816189038653,-0.07973390013902665,2.972253906976209
48,318.29220660975375,0.0,0.0,0.0,0.0,0.0,0.0,-2.1930118154306206,1.3576510857418245,0.0,2.448755136837072,-1.2795642489106815,0.0,-2.0138354842253765,1.2601136295830573,0.0,4.0753718667003795,-1.407560712289627,0.8593344282546115,-2.8096032514269713,0.0,0.0,0.0,0.0,0.0,3.082905734961628,0.0,-0.6447181232122157,5.947746807844035,0.0,0.8420310092180058,-0.18563113620765845,-0.0521719803004745,-0.17161100253704578,-0.07772222846608248,3.0845858940080557
49,318.2629277501459,0.0,0.0,0.0,0.0,0.0,0.0,-2.192866230151602,1.3581937455071125,0.0,2.4479333953646663,-1.2800540551691018,0.0,-2.0155571257137597,1.259624992016398,0.0,4.074394199264418,-1.4077716614122726,0.8596694998577661,-2.8073371163939718,0.0,0.0,0.0,0.0,0.0,3.0775463355540715,0.0,-0.6432471325748426,5.944385273636253,0.0,0.8430539874277154,-0.1851497457103673,-0.05200794216516092,-0.17156006655468173,-0.07523454645284638,3.2293547903844138
50,318.2373939808412,0.0,0.0,0.0,0.0,0.0,0.0,-2.193809209858206,1.3610043155656086,0.0,2.452647775644223,-1.2828828595246518,0.0,-2.018298946638056,1.2613266713935378,0.0,4.075283358203962,-1.4097373302220182,0.862244833044803,-2.8057600163872563,0.0,0.0,0.0,0.0,0.0,3.0701790730017438,0.0,-0.6436726239322429,5.935466598624057,0.0,0.8440904889118095,-0.18442980946780607,-0.05175728681123525,-0.1716476665509745,-0.07249667669496593,3.3919866262226086
51,318.2136350743535,0.0,0.0,0.0,0.0,0.0,0.0,-2.199795257509199,1.3737503143972618,0.0,2.4793632421904146,-1.2944406190067912,0.0,-2.0273778655061943,1.2732504235367754,0.0,4.083394649697133,-1.4186976630825878,0.8743118304497787,-2.8056868210641044,0.0,0.0,0.0,0.0,0.0,3.054129301797473,0.0,-0.6509527068896811,5.903314206611378,0.0,0.8450132976279326,-0.18278977959242532,-0.05114948028166253,-0.1722797527345753,-0.06861788783921961,3.6268487925466535
