Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_23,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_23,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_23,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_23,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_23,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost
14,335.737819591266,0.0,0.0,0.0,0.0,0.0,0.0,-2.071269541890474,1.3361068612002636,0.0,2.21703097698534,-1.0864619155808048,0.0,-2.9294996026886366,2.370837201001236,0.0,4.6599288900586675,-3.1923488304783634,1.952399342058031,-2.7703008609014352,0.0,0.0,0.0,0.0,0.0,3.523463422374703,0.0,-0.9204435748856536,6.0441954790714405,0.0,0.8154131813110276,-0.30830555975190377,-0.08448421485659477,-0.272120423035547,-0.23664352000237204
15,332.33685883370947,0.0,0.0,0.0,0.0,0.0,0.0,-2.1386762396479853,1.3072626336427482,0.0,2.434126104976641,-1.038991538682339,0.0,-2.8570491426942786,2.2689575327534874,0.0,4.599363886989685,-2.824645536582944,1.8132272111808003,-2.67429204864248,0.0,0.0,0.0,0.0,0.0,3.4914158579491743,0.0,-0.9489490003245442,6.150648561279534,0.0,1.015981853642352,-0.28726623285725295,-0.07825584930273147,-0.23287870341034575,-0.2301349751073088
16,328.64092216908836,0.0,0.0,0.0,0.0,0.0,0.0,-2.209653752578451,1.3057946420874458,0.0,2.7697809600608947,-1.032552664841243,0.0,-2.531128363385861,2.0239049247267418,0.0,4.596882636038889,-2.1445265725740468,1.6614526061027157,-2.470931924401297,0.0,0.0,0.0,0.0,0.0,3.474207416213725,0.0,-0.8582032783285094,6.457758044064842,0.0,0.5781363283822629,-0.2552325763821115,-0.07487477899062471,-0.206902798538766,-0.2202550210993039
17,325.148008921805,0.0,0.0,0.0,0.0,0.0,0.0,-2.352313266517873,1.2982934858321844,0.0,2.961397668226243,-0.9121097765643869,0.0,-2.45178686691882,1.4992477824754467,0.0,4.554451616835108,-1.3437442243177322,1.1235911154499751,-2.214232240086682,0.0,0.0,0.0,0.0,0.0,3.396311420238465,0.0,-0.9023029572311886,6.572728170756814,0.0,0.7768840670193182,-0.19450065689131252,-0.05438846410685262,-0.2009555611253444,-0.20616224066984157
18,324.21481186274906,0.0,0.0,0.0,0.0,0.0,0.0,-2.369229272952417,1.2645816051450298,0.0,3.116931630594487,-1.0041279461984076,0.0,-1.8018518810259119,1.277333138908604,0.0,4.176394690068816,-1.5348020921366219,0.8326278890170731,-2.683561987045187,0.0,0.0,0.0,0.0,0.0,3.475168060787264,0.0,-0.8892042536193149,6.131969316254528,0.0,0.7361846650007643,-0.16927603487382295,-0.04770521092374662,-0.1455414459120608,-0.2003080149712465
19,323.52774160704104,0.0,0.0,0.0,0.0,0.0,0.0,-2.2811817067126228,1.6198785316383006,0.0,2.7095716316448857,-1.26774353303701,0.0,-1.725949533120072,1.208324548041047,0.0,4.3955109600216655,-1.2997293885639514,0.8527055962437773,-2.7643651065815944,0.0,0.0,0.0,0.0,0.0,3.080680339437063,0.0,-0.6803402327161008,6.409336616002779,0.0,0.8737044329838914,-0.2035159672317084,-0.06385093946722123,-0.18875468529121214,-0.20220961828352094
20,322.89738841013195,0.0,0.0,0.0,0.0,0.0,0.0,-2.2511132859481675,1.42241942367601,0.0,2.7125111747669712,-1.2802637317043357,0.0,-2.1160126751762904,1.262650816075354,0.0,4.5044299901831835,-1.3196715604853866,0.8637503185851491,-2.7809801764390656,0.0,0.0,0.0,0.0,0.0,3.196555613780736,0.0,-0.7131925492575033,6.145149202337413,0.0,0.7277881067771544,-0.20553514702215805,-0.0576249918638677,-0.19610928840218966,-0.20410925132313182
21,322.709458815028,0.0,0.0,0.0,0.0,0.0,0.0,-2.2299525849295008,1.3836111044148043,0.0,2.6961276864349895,-1.2835027361535354,0.0,-2.0340833210357294,1.4017216704364404,0.0,4.265273565521148,-1.4859622461216797,0.8778481939503033,-2.799772300430687,0.0,0.0,0.0,0.0,0.0,3.272754468917959,0.0,-0.7751363235161637,6.037742608627439,0.0,0.7226152391913923,-0.18636128499388827,-0.05226976605669973,-0.1773284348980755,-0.20106038933063655
22,322.6713060881038,0.0,0.0,0.0,0.0,0.0,0.0,-2.230032551280376,1.4132498101712005,0.0,2.680879917365382,-1.2892616642650887,0.0,-2.0337001059379944,1.3044636160784926,0.0,4.24804546503734,-1.4556038698779667,0.9055582490795856,-2.8399165017173837,0.0,0.0,0.0,0.0,0.0,3.2818768670097698,0.0,-0.777155265181269,5.965671455292828,0.0,0.7200530129741692,-0.18766922323421376,-0.05252077981869781,-0.17220798383347186,-0.20094670535174688
23,322.6588152725218,0.0,0.0,0.0,0.0,0.0,0.0,-2.2107436219905976,1.323887034112285,0.0,2.5906522055218284,-1.3171684035933906,0.0,-2.0118033820173857,1.274136332067991,0.0,4.2151299338003,-1.363353820188254,0.8070249307906926,-2.883904705337292,0.0,0.0,0.0,0.0,0.0,3.242485576724858,0.0,-0.7504127632086139,5.886984543493675,0.0,0.7041288560655752,-0.19436552223664416,-0.05474592112416871,-0.17141781477306392,-0.20085798386444498
24,322.62859162849014,0.0,0.0,0.0,0.0,0.0,0.0,-2.214210135955346,1.3751208981720322,0.0,2.5531896134432106,-1.3186464251130225,0.0,-2.0466550288805845,1.290788963865087,0.0,4.183980878867292,-1.4118525022165875,0.8716883583530624,-2.8566212185059237,0.0,0.0,0.0,0.0,0.0,3.2254981020079248,0.0,-0.7473849065141596,5.852274184222869,0.0,0.7083553866165329,-0.19254443115055234,-0.053559656328943675,-0.17496574119653738,-0.20019614383823692
25,322.6223510540595,0.0,0.0,0.0,0.0,0.0,0.0,-2.223293793323274,1.4194878004059461,0.0,2.5428193947943996,-1.302734357996122,0.0,-2.0248767594724053,1.2900158073966694,0.0,4.12211082943929,-1.427226547403257,0.8515876153579965,-2.8443903093905174,0.0,0.0,0.0,0.0,0.0,3.238098550168893,0.0,-0.7529128287185093,5.771055269497261,0.0,0.6966638501911393,-0.18982360338161763,-0.053318685276428586,-0.17457560033838426,-0.1996502426361155
26,322.6145427674349,0.0,0.0,0.0,0.0,0.0,0.0,-2.2140311163213777,1.3680637640897289,0.0,2.495506807582655,-1.2923274132667915,0.0,-2.0258212649344047,1.3006001152386222,0.0,4.09253936331796,-1.4215394417911233,0.8935754342182298,-2.8361284595094256,0.0,0.0,0.0,0.0,0.0,3.229946161450383,0.0,-0.7531206201257423,5.717576749371437,0.0,0.7038514674879577,-0.18926903385415011,-0.053284198926560306,-0.17456171308774218,-0.19907599794205855
27,322.610756941775,0.0,0.0,0.0,0.0,0.0,0.0,-2.2129953707391934,1.365826740738846,0.0,2.483766308612059,-1.2941417950051797,0.0,-2.0384745885261673,1.2864114119982553,0.0,4.08962066870598,-1.4174834412790367,0.8647109367786951,-2.8363420660374077,0.0,0.0,0.0,0.0,0.0,3.208055648626215,0.0,-0.7438108418410593,5.7130744300055545,0.0,0.7020598555777497,-0.1900248456756706,-0.05298000807431849,-0.17400863821396484,-0.19868856105635613
28,322.60949201648543,0.0,0.0,0.0,0.0,0.0,0.0,-2.2149148875982934,1.3741620780184423,0.0,2.4985790265337995,-1.2867457363996315,0.0,-2.035272890335325,1.2956773523770058,0.0,4.094645610077771,-1.4092162025860746,0.8613576247723723,-2.829384137691049,0.0,0.0,0.0,0.0,0.0,3.213439567394032,0.0,-0.7449647938972878,5.70926595648768,0.0,0.6973486323187186,-0.19078766625728266,-0.053334799077077916,-0.17529839456928295,-0.1988594105623057
29,322.60909150217384,0.0,0.0,0.0,0.0,0.0,0.0,-2.212396615641631,1.366811336960737,0.0,2.5021643275631873,-1.2824129974144474,0.0,-2.0272655879699593,1.2856288529938418,0.0,4.099028731074619,-1.4163686272883058,0.8647248624886504,-2.8213829766517753,0.0,0.0,0.0,0.0,0.0,3.215114443844075,0.0,-0.7451857905191905,5.709231861673577,0.0,0.6968655666661503,-0.19035544461953732,-0.05340657744095615,-0.1754887926912171,-0.1988192639523887
30,322.6088146590215,0.0,0.0,0.0,0.0,0.0,0.0,-2.2109427319497157,1.3689448100670782,0.0,2.502417135670886,-1.281947498783987,0.0,-2.0323960610103375,1.290959967984726,0.0,4.10031053546539,-1.4132908617221727,0.8644194116759483,-2.821263183396706,0.0,0.0,0.0,0.0,0.0,3.2132753694575196,0.0,-0.7452041862072196,5.708925422375795,0.0,0.6981692431147846,-0.19023917795593848,-0.053253942104011215,-0.17516832306530966,-0.19872831066063457
31,322.6087821918758,0.0,0.0,0.0,0.0,0.0,0.0,-2.2102655163592497,1.3679034310443816,0.0,2.5031862703835137,-1.2823955775193543,0.0,-2.0322203103571597,1.2898279653941453,0.0,4.100432086313508,-1.4136498156061048,0.8634015880941542,-2.8188977103547237,0.0,0.0,0.0,0.0,0.0,3.212595252003106,0.0,-0.7448313047611453,5.709845555429023,0.0,0.6975793975975694,-0.19046014070469186,-0.053281319962311176,-0.17554911737499024,-0.1987421509535792
32,322.6087761259783,0.0,0.0,0.0,0.0,0.0,0.0,-2.2098814325224145,1.3682042159685308,0.0,2.503041051066882,-1.2826799586251418,0.0,-2.032212304437888,1.290041612811938,0.0,4.101314996052038,-1.4136772808516085,0.8636307006120657,-2.8189957524570666,0.0,0.0,0.0,0.0,0.0,3.212812891313439,0.0,-0.7448912439778261,5.710323179007803,0.0,0.6977895711867038,-0.19042563939529833,-0.05328292903268989,-0.1754913967373479,-0.19874897827453916
33,322.6087758363157,0.0,0.0,0.0,0.0,0.0,0.0,-2.209825371507349,1.3681893286341278,0.0,2.5030317420456,-1.2827462859645977,0.0,-2.032105994595114,1.2899561618871438,0.0,4.101156405141321,-1.4136932590412956,0.8636099481373333,-2.8188783331786893,0.0,0.0,0.0,0.0,0.0,3.2129644210342767,0.0,-0.744948376813675,5.7103565413241775,0.0,0.6977899634807027,-0.1904032124446317,-0.05327776898541685,-0.1754898304096434,-0.19875071696608276
34,322.60877575718604,0.0,0.0,0.0,0.0,0.0,0.0,-2.20979591831139,1.3681940170257867,0.0,2.5029346681399045,-1.282797734277319,0.0,-2.032077268411125,1.2899798204570898,0.0,4.1010721012337825,-1.4137306565920928,0.8636139437365141,-2.818851617249639,0.0,0.0,0.0,0.0,0.0,3.213015186120997,0.0,-0.744965059346873,5.7103539125271014,0.0,0.6978212971138376,-0.19040952299880654,-0.05327969397086828,-0.1754940376015169,-0.19875529300911404
35,322.6087757331963,0.0,0.0,0.0,0.0,0.0,0.0,-2.209795752471381,1.3681904944965413,0.0,2.502890133137703,-1.2827958283934349,0.0,-2.032085384557955,1.28997239742225,0.0,4.101040188946049,-1.4136959214400535,0.8635980670836191,-2.8188417595190756,0.0,0.0,0.0,0.0,0.0,3.213030603504076,0.0,-0.7449607603276017,5.710363991578561,0.0,0.6978209141117026,-0.19040993224407096,-0.05327963865018271,-0.1754953830437394,-0.1987577171142457
36,322.60877573087805,0.0,0.0,0.0,0.0,0.0,0.0,-2.209804773918098,1.3681902734688665,0.0,2.502894313503843,-1.2827742100108006,0.0,-2.032089458284435,1.2899771653916843,0.0,4.101033136571444,-1.413699687831158,0.8636002978019383,-2.8188498356023124,0.0,0.0,0.0,0.0,0.0,3.2130318027856437,0.0,-0.7449617292537591,5.710359978852455,0.0,0.6978267498826903,-0.19041047052289473,-0.05327970302811174,-0.1754943937743405,-0.19875817782851024
37,322.6087757307915,0.0,0.0,0.0,0.0,0.0,0.0,-2.209806035774272,1.3681899149673957,0.0,2.5028977341432017,-1.282770339437381,0.0,-2.032090757908511,1.2899756580609147,0.0,4.101037135909481,-1.413697992821019,0.8636007009080822,-2.8188523149564477,0.0,0.0,0.0,0.0,0.0,3.213030684021375,0.0,-0.7449609687004601,5.7103621790246635,0.0,0.6978254965898376,-0.19041021732421803,-0.05327963144365257,-0.1754941455938178,-0.19875811383036546
38,322.6087757307906,0.0,0.0,0.0,0.0,0.0,0.0,-2.209806034546009,1.368189915973718,0.0,2.5028979972348298,-1.282770125799096,0.0,-2.0320906973808563,1.2899756412458832,0.0,4.1010373344083035,-1.4136982329121253,0.8636007717175193,-2.8188527317236267,0.0,0.0,0.0,0.0,0.0,3.2130306716462576,0.0,-0.7449610023591672,5.710362339250394,0.0,0.6978255617147026,-0.1904102137981128,-0.0532796305657657,-0.17549412477742476,-0.19875810762429405
39,322.60877573079057,0.0,0.0,0.0,0.0,0.0,0.0,-2.209806014506274,1.3681899164720452,0.0,2.50289796161235,-1.2827701233976687,0.0,-2.0320906758582047,1.2899756401305733,0.0,4.10103731957263,-1.413698257217197,0.8636007710716593,-2.8188528110497786,0.0,0.0,0.0,0.0,0.0,3.2130306817420236,0.0,-0.7449610050599775,5.710362358783732,0.0,0.6978255502708179,-0.19041021440373435,-0.053279630804109614,-0.17549412211303472,-0.1987581078476359
std.err,,,,,,,,0.27282428862617325,0.5553053721273802,,0.9527616137902017,0.49111411246964415,,0.4821892688935873,0.5894562101155648,,0.8235911248801498,0.4914851623623102,0.4856722437543199,0.7478743813156948,,,,,,0.36070723723789544,,0.32727824299527214,0.9810440890003052,,0.39448221964165825,0.05093711242174912,0.017192969768647526,0.06413982222284685,0.019077493755703452
t.test,,,,,,,,-8.099740773205767,2.4638513962695816,,2.626992865146526,-2.611959401750967,,-4.214300912421715,2.1884164048041317,,4.979457883509149,-2.876380337551381,1.778155499264061,-3.769152790192818,,,,,,8.90758584814019,,-2.2762313749977547,5.820699011195975,,1.76896578736733,-3.738143081750999,-3.098919588707031,-2.7361180001918224,-10.418460118128184
p.val,,,,,,,,4.440892098500626E-16,0.013745308640621179,,0.008614314024769643,0.0090024944038265,,2.505530521279553E-5,0.028639284397488307,,6.376262631224705E-7,0.004022646855529555,0.07537831939394435,1.6380259817827536E-4,,,,,,0.0,,0.02283216498885343,5.860201879315241E-9,,0.07689958421108978,1.8538443841342733E-4,0.001942277275962967,0.006216872859826417,0.0
