Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_23,b_carD_hh.income_agg_high,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_23,b_carP_hh.income_agg_high,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_23,b_pt_hh.income_agg_high,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_23,b_bike_hh.income_agg_high,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_23,b_walk_hh.income_agg_high,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_walk_speed
10,411.9357440012438,0.0,0.0,0.0,0.0,0.0,0.0,-2.2968782004320514,1.6213278645041878,0.0,0.5328180792833648,-2.027842539030032,0.0,-2.241422397305853,1.5339616652639165,0.0,4.211705440212212,-6.514240846881097,0.7254095947451635,-2.6973223265692123,0.0,0.0,0.0,0.0,0.0,4.364856223284283,0.0,-1.997697402343467,7.3213568432567735,0.0,1.2536297660043476,0.23368067851624869,0.02556940584813366,-0.0948653344704968,-0.10714307129286754,2.061416187627446
11,394.9623374704492,0.0,0.0,0.0,0.0,0.0,0.0,-2.255590551474767,1.7760942927331336,0.0,1.0854310331137027,-2.2469629727254516,0.0,-2.250373600992668,1.9498578929631245,0.0,4.575943962941266,-7.095162596741017,1.7523839254447273,-2.7894333627365713,0.0,0.0,0.0,0.0,0.0,3.642882853263219,0.0,-0.9934017971873523,7.002115129660915,0.0,1.1879603219060073,0.10596410503766154,-0.0010070343017494765,-0.11918040928850504,-0.12386059257367345,1.881272587367464
12,377.1970325749772,0.0,0.0,0.0,0.0,0.0,0.0,-2.440182869632676,1.8149727505900135,0.0,2.0437477873382237,-2.389567848617384,0.0,-2.8782987755561122,2.298540974976527,0.0,4.22748831965306,-7.206517123076849,2.916116766518544,-2.3642561166825917,0.0,0.0,0.0,0.0,0.0,3.148514442825018,0.0,-0.9047819775754704,6.319827807693124,0.0,1.0799733969827505,-0.031913692424370366,-0.018957242093662265,-0.17696131322228292,-0.1217003524579287,1.694400886153294
13,362.9750552489243,0.0,0.0,0.0,0.0,0.0,0.0,-2.687333366076441,1.8593465951062538,0.0,2.585178953751699,-1.9367893625673704,0.0,-3.4847300186317147,2.594099689626129,0.0,4.646793193584115,-6.731225424323411,2.4925656162651766,-2.0119063341123877,0.0,0.0,0.0,0.0,0.0,2.7617421832773306,0.0,-0.4918388226174248,5.200563746084709,0.0,1.3923671276866083,-0.15028809898343956,-0.029871087056290723,-0.21867638655462515,-0.12251792651707995,1.5637671156498019
14,347.7403951271289,0.0,0.0,0.0,0.0,0.0,0.0,-2.7711005032613056,1.989242500512034,0.0,2.7669598463189864,-1.0477371898709231,0.0,-3.5637032365538572,2.6256879547714425,0.0,4.42353670363299,-4.925201330529291,2.274251587498629,-2.3695368082045514,0.0,0.0,0.0,0.0,0.0,2.48878725034955,0.0,-0.13421372080534516,4.95448590307232,0.0,0.5018752230363297,-0.28386700775659,-0.06655750498360302,-0.23625210758843054,-0.127809320449492,1.3834601331731073
15,339.10846125356045,0.0,0.0,0.0,0.0,0.0,0.0,-2.6276491212470003,1.5938901468413944,0.0,2.583594332358099,-0.5361326788891323,0.0,-3.302277040824373,2.6048127652146214,0.0,4.334471506048962,-3.8099789932176047,2.497668606656353,-2.609164998910524,0.0,0.0,0.0,0.0,0.0,2.518716566362778,0.0,-0.2746460678808148,4.88825349420965,0.0,0.9905154607258927,-0.33650996624080964,-0.08934701177580384,-0.2356149050061189,-0.1317509886662068,1.3281992310647015
16,338.11408464596445,0.0,0.0,0.0,0.0,0.0,0.0,-1.3615572928859938,6.156411600475309E-4,0.0,1.7214048976315615,-1.6447763277722165,0.0,-3.040993396975399,1.6916018233238361,0.0,4.541331505561474,-1.6369564268151917,1.5546843197863383,-2.2878995109706723,0.0,0.0,0.0,0.0,0.0,3.1910425246825795,0.0,-0.829074106682028,4.868009799410678,0.0,0.22505432813414772,-0.37222353429342503,-0.09134834836865806,-0.23027208864454513,-0.12839426936838247,1.2424281401466961
17,333.40486899791455,0.0,0.0,0.0,0.0,0.0,0.0,-2.042245367847148,1.1520569522781583,0.0,2.1802864523394607,-0.36052428318849916,0.0,-1.5011629004057898,1.0496976978621706,0.0,4.349323511902596,-2.052099809215231,1.046636202736311,-2.1798249826390754,0.0,0.0,0.0,0.0,0.0,4.005910244632861,0.0,-1.035949770820064,5.116755527313723,0.0,0.46870389245863825,-0.1579908994334006,-0.06655508156446938,-0.22293714832299544,-0.11444233376822911,1.518748570889453
18,326.0781407172005,0.0,0.0,0.0,0.0,0.0,0.0,-2.119896188376451,1.715104194322446,0.0,2.569432439851743,-0.7369528535978338,0.0,-1.6714672267633035,1.0752287795751065,0.0,3.6616747604788733,-2.1373868327242556,0.6910739866474684,-2.680824355701511,0.0,0.0,0.0,0.0,0.0,3.611062891691154,0.0,-0.9626456321104571,5.3240312951104825,0.0,1.1895859752285025,-0.19057204142268325,-0.06667540623992502,-0.22480241531130113,-0.13010322789443834,1.3941768397780177
19,325.51358897893095,0.0,0.0,0.0,0.0,0.0,0.0,-2.32585577133833,0.23109207470436188,0.0,1.6107189007880287,-0.8428709418277951,0.0,-2.3959261148242854,2.3312311877241134,0.0,3.9035329793234674,-1.9164622162533829,1.0386214804958676,-2.6575782396074765,0.0,0.0,0.0,0.0,0.0,2.6984062428004174,0.0,-0.4917574419799494,5.714462872276378,0.0,0.9210555397164706,-0.286221352333323,-0.0769552364920931,-0.2651185307654954,-0.13848740709733162,1.1848202545838644
20,319.8485838211755,0.0,0.0,0.0,0.0,0.0,0.0,-2.088351598330685,1.2346340827377387,0.0,1.7831396307360112,-1.5505529413194765,0.0,-2.370028611234067,0.8721253743881388,0.0,4.431991149408021,-1.1723761558501575,1.3985400509325943,-2.1387233904108656,0.0,0.0,0.0,0.0,0.0,3.0681762867878057,0.0,-0.6274076902237478,5.5891728020882345,0.0,0.9216907463720494,-0.22764192067203717,-0.06498606488338268,-0.24130981410532149,-0.12693490193362345,1.2753895625688656
21,317.7949909582505,0.0,0.0,0.0,0.0,0.0,0.0,-2.040472285905892,1.33629230087446,0.0,2.1070674652296595,-1.4263253186345446,0.0,-2.1901069058109064,0.9651121103133593,0.0,4.1266351905754535,-1.5626127448266296,1.022024546684393,-2.3917505135211763,0.0,0.0,0.0,0.0,0.0,3.3347358821208766,0.0,-0.745904017222859,5.557127594545973,0.0,0.8227879721818334,-0.200688615878197,-0.05285866231098375,-0.21126481726052906,-0.1281559771777375,1.303471324240378
22,317.24846400292137,0.0,0.0,0.0,0.0,0.0,0.0,-2.0546242728895456,1.32639995231083,0.0,2.3029648598790957,-1.4141928127111782,0.0,-1.9547114863518964,1.2066692330378763,0.0,4.0280439519484394,-1.43299913973162,0.8661963602639591,-2.4220059732195844,0.0,0.0,0.0,0.0,0.0,3.3512459673542585,0.0,-0.7556326415668481,5.710377326280798,0.0,0.8552425675508465,-0.19345364443615568,-0.05686402814438464,-0.20547790176826397,-0.1275467340836966,1.3214684207282918
23,317.06092871275666,0.0,0.0,0.0,0.0,0.0,0.0,-2.238871223333251,1.384433222280225,0.0,2.470227006063366,-1.016259483675486,0.0,-2.108735601902655,1.4778397845583553,0.0,4.027615214455,-1.3452384881714199,0.8794546535202764,-2.814613517603338,0.0,0.0,0.0,0.0,0.0,3.2154592967028317,0.0,-0.7083979949332035,6.014663171057862,0.0,0.9018379610253603,-0.1928546618720743,-0.052560938418503816,-0.18264565255750803,-0.13031112277814402,1.302283293724942
24,316.83661404592453,0.0,0.0,0.0,0.0,0.0,0.0,-2.218477089849675,1.344793062406476,0.0,2.496596547198458,-1.2620023013604784,0.0,-1.9828369537136763,1.3248090620752042,0.0,4.112611120143241,-1.6185318431887343,0.8906188004060185,-2.7022338623358,0.0,0.0,0.0,0.0,0.0,3.1523969840707644,0.0,-0.6908632522303246,6.111462589695085,0.0,0.924970727956668,-0.18660844815118818,-0.053333032655412047,-0.17825843938179936,-0.12620840035547573,1.33440248246758
25,316.7091496535047,0.0,0.0,0.0,0.0,0.0,0.0,-2.1846585710017523,1.372880182961117,0.0,2.603810535111124,-1.3369795605667774,0.0,-2.0073272315866206,1.2995545973261877,0.0,4.166039980486626,-1.4209754997156554,0.9169370846338099,-2.6631333023654764,0.0,0.0,0.0,0.0,0.0,3.283609477838572,0.0,-0.7263152005549818,5.944651342490046,0.0,0.8614765150312839,-0.19076640042698143,-0.05465512314827978,-0.18276749206976411,-0.12743175752985034,1.3423839439704428
26,316.6231959969161,0.0,0.0,0.0,0.0,0.0,0.0,-2.185384460452104,1.4059176703259126,0.0,2.5264530133650203,-1.2902957109842323,0.0,-2.026498348575603,1.3134975268234839,0.0,4.15787781819629,-1.404361306058234,0.8735739049175041,-2.7363018231464116,0.0,0.0,0.0,0.0,0.0,3.2394160486241557,0.0,-0.7147238745249642,6.077901584845091,0.0,0.9045293679103746,-0.18745747323314732,-0.05294863061938435,-0.1772767736512101,-0.12684189142172697,1.351920924429535
27,316.56842994365877,0.0,0.0,0.0,0.0,0.0,0.0,-2.2192631592593846,1.3577232894212694,0.0,2.5745906282172184,-1.245023477251198,0.0,-2.0185909640768513,1.3214011886088506,0.0,4.173542496254988,-1.4500381669130804,0.8877604177561241,-2.791871380522111,0.0,0.0,0.0,0.0,0.0,3.233575288032521,0.0,-0.7125298747228292,6.145786715723975,0.0,0.913950924783186,-0.18942318680388534,-0.05351912620112516,-0.17534915349882957,-0.12703158204492096,1.3712533354867993
28,316.45832622084805,0.0,0.0,0.0,0.0,0.0,0.0,-2.2388644819811487,1.3964337089042456,0.0,2.6099431208198323,-1.2509804733742935,0.0,-2.0202174410494846,1.3720418914608563,0.0,4.229040371129606,-1.4854538447874364,0.9105045137086433,-2.8421693060162245,0.0,0.0,0.0,0.0,0.0,3.250284095083938,0.0,-0.7187906122802067,6.27409547073877,0.0,0.933537274547557,-0.19150521867995962,-0.05410137452126737,-0.17252202504506334,-0.12600706218933863,1.4284821456598273
29,316.2394063688643,0.0,0.0,0.0,0.0,0.0,0.0,-2.2553344756739584,1.3432505235568002,0.0,2.767977974192986,-1.28865597971966,0.0,-2.01899213517036,1.2893744095405713,0.0,4.396182652870199,-1.4637815952495685,0.8845066781036155,-3.000641525788361,0.0,0.0,0.0,0.0,0.0,3.3349528609111574,0.0,-0.7272872503361398,6.699041179228155,0.0,1.0144390762571005,-0.19645017654965674,-0.05544061509672153,-0.1682765599898775,-0.12262619849241048,1.646033708848672
30,316.1221587807435,0.0,0.0,0.0,0.0,0.0,0.0,-2.2459982955645974,1.4521800001742189,0.0,2.7494778649822873,-1.3243957687333663,0.0,-1.986311331725161,1.3717811973337284,0.0,4.442679455631169,-1.4834404271996446,0.9222098388195179,-2.9753641626284377,0.0,0.0,0.0,0.0,0.0,3.390992783991432,0.0,-0.7464572667806101,6.734362363345941,0.0,1.0174817770945448,-0.2033261531133563,-0.0581882294864528,-0.1718818062909427,-0.12243609441909739,1.7163705639065578
31,315.95147277080525,0.0,0.0,0.0,0.0,0.0,0.0,-2.213732640902004,1.5054999356547412,0.0,2.784549439286987,-1.3871929974967885,0.0,-2.042920126809901,1.4762421498533627,0.0,4.50061880227841,-1.483635521363154,0.9648411303913302,-2.90767919086916,0.0,0.0,0.0,0.0,0.0,3.4614296233929074,0.0,-0.7632219306832319,6.802840465033004,0.0,1.0330054251003986,-0.2043831572155461,-0.057998932476382666,-0.17714317091399448,-0.12003657726111057,1.8611510697625873
32,315.62896539846184,0.0,0.0,0.0,0.0,0.0,0.0,-2.183132115016623,1.5372045166687198,0.0,2.789525152973372,-1.4038022159678243,0.0,-1.9789925937895678,1.4318751710398083,0.0,4.471241353413488,-1.4591408277455122,0.9245593844495179,-2.7619814732898003,0.0,0.0,0.0,0.0,0.0,3.490108123276581,0.0,-0.7756424889585571,6.751991132312906,0.0,1.0531421622671437,-0.21249676790281777,-0.060984237841175445,-0.1909165358448862,-0.11654963545968694,2.0425989356939263
33,315.01934543049447,0.0,0.0,0.0,0.0,0.0,0.0,-2.1354675351027406,1.472081357461952,0.0,2.7533301037045126,-1.3908951062242503,0.0,-2.0346235778288353,1.4128378999990203,0.0,4.400687554672943,-1.4217954624880207,0.9272559033036119,-2.5331365760135656,0.0,0.0,0.0,0.0,0.0,3.4474851197925616,0.0,-0.7506987011579396,6.497891990101785,0.0,1.0624327051705098,-0.20765220886942012,-0.05897202799400853,-0.2050854271223391,-0.1074014011336111,2.3600444998568353
34,314.31884192370103,0.0,0.0,0.0,0.0,0.0,0.0,-2.1459685042128043,1.3796189441085829,0.0,2.6697086722799774,-1.2879511692679673,0.0,-2.0055736650555795,1.2981422517194152,0.0,4.298560566745749,-1.3918595831090448,0.8833336099749448,-2.4696495560098435,0.0,0.0,0.0,0.0,0.0,3.335394097711933,0.0,-0.7009933341731982,6.212595621918861,0.0,1.0835897959623337,-0.20431925015330554,-0.058182082190057556,-0.21025704835974615,-0.09273529330670537,2.9109083214239595
35,313.70548637007994,0.0,0.0,0.0,0.0,0.0,0.0,-2.167457887104756,1.1698806203088685,0.0,2.361053330632621,-1.1111666983927098,0.0,-2.0276230775140456,1.1460833926831107,0.0,4.015756792583675,-1.333391057363525,0.8425497940728365,-2.573209672035042,0.0,0.0,0.0,0.0,0.0,3.155871629852642,0.0,-0.5935000091322399,5.563805038755135,0.0,1.0559341073428639,-0.19346995546775225,-0.05469829893084306,-0.19995730430296632,-0.08378304965721563,3.452731586441347
36,313.3603276188555,0.0,0.0,0.0,0.0,0.0,0.0,-2.182495288514516,1.17511673510844,0.0,2.3487274900740984,-1.1205799591592327,0.0,-2.0286970114882283,1.1549588653681497,0.0,3.9971473084499367,-1.353798730135713,0.8459099675011419,-2.659537810522005,0.0,0.0,0.0,0.0,0.0,3.1458283696055553,0.0,-0.5901434626146247,5.561725866958195,0.0,1.0697524895495292,-0.19055689135552217,-0.053729841685130494,-0.19164009262815784,-0.07766561395035883,3.7819993567174865
37,312.8537700870385,0.0,0.0,0.0,0.0,0.0,0.0,-2.2287071557136717,1.3510834776940266,0.0,2.4477958702520546,-1.282062046899019,0.0,-2.002109634783509,1.299772573168257,0.0,4.065281810959409,-1.4618158135581862,0.8803922123045627,-2.953950567001834,0.0,0.0,0.0,0.0,0.0,3.249846765596809,0.0,-0.6655128178014241,5.987811207030435,0.0,1.104342375401782,-0.1914074314359646,-0.053940544545139274,-0.16480557329416795,-0.07464680229748988,4.212984852196358
38,312.6933242245692,0.0,0.0,0.0,0.0,0.0,0.0,-2.2227355838566667,1.3925052190689058,0.0,2.424873627767013,-1.3075485340432207,0.0,-2.0046569639049947,1.3149287135249403,0.0,4.058265052940211,-1.4559073666879756,0.89542777178148,-2.942878564609301,0.0,0.0,0.0,0.0,0.0,3.2648564663970614,0.0,-0.6593050431720825,5.93934259656955,0.0,1.1167139236198953,-0.19239503023862428,-0.054287296359032414,-0.16689621631574592,-0.07373904199830064,4.378182700183898
39,312.4017859463763,0.0,0.0,0.0,0.0,0.0,0.0,-2.197016163102165,1.4354279655023106,0.0,2.3264499210876295,-1.3411686878949414,0.0,-2.0055714152673216,1.3124848285702753,0.0,3.9861056365790994,-1.4152645713343501,0.896344715719266,-2.8779301755057705,0.0,0.0,0.0,0.0,0.0,3.2684631639084984,0.0,-0.6346575492729156,5.699542478842745,0.0,1.1382208374456115,-0.1926140163122726,-0.05445080585903679,-0.17324714078258263,-0.0647984432569837,5.226129940301824
40,312.00617509108883,0.0,0.0,0.0,0.0,0.0,0.0,-2.1657609363850616,1.44187870836557,0.0,2.3431234456945367,-1.3664853067334664,0.0,-1.9923087767745415,1.3130466654299082,0.0,3.997765908299699,-1.3863085037425054,0.8718358672084662,-2.7623799692326267,0.0,0.0,0.0,0.0,0.0,3.3172645200634654,0.0,-0.6412737777556089,5.718119603875496,0.0,1.1462752607667424,-0.19610849542807934,-0.055596512683931835,-0.18417773008502533,-0.06259275822896368,5.811592707781336
41,311.8597147741381,0.0,0.0,0.0,0.0,0.0,0.0,-2.1694181087184488,1.4348979033983775,0.0,2.399448498910981,-1.3581735818213063,0.0,-1.9945405332558137,1.3043262143995475,0.0,4.043037660618836,-1.4078757553286025,0.88386027971444,-2.763853653833661,0.0,0.0,0.0,0.0,0.0,3.3375933605746724,0.0,-0.63616586019197,5.810379043503844,0.0,1.182009986839217,-0.19464194538058846,-0.05521024457856794,-0.18283485675562325,-0.05474711431026037,6.877228134878642
42,311.5869292306089,0.0,0.0,0.0,0.0,0.0,0.0,-2.2044140875938054,1.3940478166687054,0.0,2.517362000691071,-1.3014598796711885,0.0,-2.010714909068415,1.298981171693744,0.0,4.136720470830855,-1.4594321443391538,0.908151942151569,-2.8185642748911275,0.0,0.0,0.0,0.0,0.0,3.3119383799672555,0.0,-0.6368191148488586,6.005892536480537,0.0,1.1962773321929117,-0.19184430355946874,-0.0541919574686157,-0.1760533862586724,-0.05587651313710329,6.920262240146677
43,311.4210644176045,0.0,0.0,0.0,0.0,0.0,0.0,-2.2160992568344833,1.3636480208273778,0.0,2.583578112525294,-1.2709188875305957,0.0,-2.0180600085074496,1.3024719175922648,0.0,4.1855607508841555,-1.4634088728840593,0.8971275145013902,-2.7989326406145163,0.0,0.0,0.0,0.0,0.0,3.285167427137706,0.0,-0.6299887114919214,6.048588529747157,0.0,1.209699638779254,-0.1899880041601511,-0.05335591579512646,-0.17569052784782704,-0.0516028410156573,7.617534375944999
44,311.33912398299213,0.0,0.0,0.0,0.0,0.0,0.0,-2.2126042594672333,1.3504478572518495,0.0,2.6126379739482783,-1.2552026942561694,0.0,-2.0173108148847723,1.2909168921459844,0.0,4.223636861340268,-1.4326750675839328,0.8776223374324268,-2.745754525526727,0.0,0.0,0.0,0.0,0.0,3.254953792916162,0.0,-0.6148422678534368,5.994699141469979,0.0,1.208506065118112,-0.1877459815647479,-0.05266630583013318,-0.17858402105752663,-0.04577259796891649,8.661066971733003
45,311.18971943507256,0.0,0.0,0.0,0.0,0.0,0.0,-2.20314150751445,1.3560353506560656,0.0,2.574405372419599,-1.2671291225565873,0.0,-2.0112240845613467,1.2945594315996962,0.0,4.1975519141212665,-1.405879701905475,0.8612830274699024,-2.7285874419816913,0.0,0.0,0.0,0.0,0.0,3.2495551033509247,0.0,-0.6119001595996397,5.914046403184255,0.0,1.1928400483275066,-0.1884997177071703,-0.05289327692765472,-0.18066850906275658,-0.046683188488076045,8.63265083771963
46,311.0697618395085,0.0,0.0,0.0,0.0,0.0,0.0,-2.2005833769180727,1.3775019223977727,0.0,2.55615401953741,-1.2802493479745132,0.0,-2.0113514324794664,1.2832728325634926,0.0,4.190211235528025,-1.4104214937810726,0.8787602298694432,-2.7552878908919225,0.0,0.0,0.0,0.0,0.0,3.2661175530908637,0.0,-0.6084107395916929,5.907420178805317,0.0,1.1946636607516612,-0.18752071124937142,-0.052805446009556584,-0.1788901211803236,-0.04446933150104289,9.260725699330088
47,311.0008094308208,0.0,0.0,0.0,0.0,0.0,0.0,-2.199314980469086,1.3821572928652957,0.0,2.5413039842515066,-1.2883210464366914,0.0,-2.011065012932767,1.2860451060946358,0.0,4.173602312977971,-1.4120306582022972,0.8785597028534349,-2.7644865499626556,0.0,0.0,0.0,0.0,0.0,3.2710708074515717,0.0,-0.6062356710554894,5.8870054898641095,0.0,1.1978068221350862,-0.18739844146693385,-0.05274111652079976,-0.17820814563115592,-0.04267237219906154,9.746121303820065
48,310.9170100115991,0.0,0.0,0.0,0.0,0.0,0.0,-2.1989752832381195,1.3914859850436534,0.0,2.5057341966711335,-1.3007997754973402,0.0,-2.010672960961261,1.288660459456351,0.0,4.136539817677333,-1.4208051942675481,0.8836750137815452,-2.7912400740866063,0.0,0.0,0.0,0.0,0.0,3.2833967726180853,0.0,-0.6039561229245642,5.859398402254231,0.0,1.2074577953874694,-0.18745165262004584,-0.052772449356402434,-0.17632590269029685,-0.040054372851096774,10.55599207366344
49,310.829871781114,0.0,0.0,0.0,0.0,0.0,0.0,-2.1986006016563078,1.4050006439462668,0.0,2.441666468285121,-1.3223904854513686,0.0,-2.0098165630113773,1.2977911180681312,0.0,4.066272805364538,-1.4402420450211997,0.8929557472417453,-2.840503632443133,0.0,0.0,0.0,0.0,0.0,3.308080161341551,0.0,-0.6045303138894543,5.825958713855756,0.0,1.2219457348781821,-0.18834832523862816,-0.05303336618631794,-0.1730919098098179,-0.03810045027430591,11.39231477798153
50,310.7674379940794,0.0,0.0,0.0,0.0,0.0,0.0,-2.1968438284747083,1.4041710379767183,0.0,2.407855540927496,-1.3234161975170988,0.0,-2.00832677665919,1.2950293763028573,0.0,4.0373829254661375,-1.434656154188691,0.8895729988989298,-2.8484963490189465,0.0,0.0,0.0,0.0,0.0,3.3061345655820857,0.0,-0.6000026005331649,5.778171781498328,0.0,1.2253712451683132,-0.18824290993525036,-0.053042746725341164,-0.17248463460369862,-0.03680065877090616,11.975574966143476
51,310.74171169514244,0.0,0.0,0.0,0.0,0.0,0.0,-2.196278920094858,1.4020576207020585,0.0,2.40175612306872,-1.3210643495335581,0.0,-2.008261396586772,1.2920126895997173,0.0,4.033597948139046,-1.4301086876338531,0.8871856701493708,-2.8472423752826868,0.0,0.0,0.0,0.0,0.0,3.3014012843997524,0.0,-0.5965691454489088,5.758218856603938,0.0,1.2259671554653901,-0.18775270933041605,-0.05290504704788113,-0.1723265676823982,-0.03565473575738007,12.387504289215041
