Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_grad,g_walk_vgvi,g_walk_stressJct,g_walk_stressJct_c,g_walk_aadt
10,2294.614337453995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0142483171317571,-0.5415943801127288,0.07324126975500139,0.0,0.3056232177116435,0.4925877549891243,0.0,-0.889268202480805,0.6524949809252105,0.4244392473511971,1.5939244119759934,0.599924214496098,-0.8243647658474464,0.0,-0.08604280292734222,1.761363985745909,-0.29474552625916983,1.4842822840511367,0.0,0.0,-0.6652891835801402,2.5392710530511025,0.8092873350357054,0.1834045892976092,1.2289814551824159,0.11079476159328983,-0.0893753778947572,0.0,-0.24782520798936444,-0.01851959073472221,-0.2791664158479075,-0.10555885095611167,0.022169988238319293,0.7688803888272687,-0.5253220421002691,-0.06440840775139338,-0.5989613241276882,-0.04922024252319546,0.0069056919438840875,1.56217554735743
11,2276.412518305809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588290863155714,-0.6318626207270347,0.0727064704223321,0.0,0.376531004952877,0.31213351233363806,0.0,-0.7385102977381421,0.5789222936510013,0.40754411532203944,1.7504649322702508,0.5612345368736561,-0.83865447210604,0.0,-0.13353852548189574,2.124019373701615,-0.439429352124166,1.6651463854221729,0.0,0.0,-0.7342481175617284,2.5572549719712594,0.7424191454866093,0.11205953107789879,1.4023830107376984,0.11633496160008729,-0.10064515501243154,0.0,-0.25614478701173715,-0.024670138406673488,-0.25584994544647116,-0.10575249555641911,0.023683634789837097,1.04054455856095,-0.7123425685925056,-0.0850045596402211,-0.5771239704095595,-0.04655808562282762,-0.009618567192876487,1.548233444855667
12,2260.6964884621634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0154730461825372,-0.7611824553629483,0.04211328459239978,0.0,0.48146712629167576,0.0032219402303412803,0.0,-0.6295062117176047,0.46871702800371373,0.3687844361591513,1.8828689466659274,0.37906369563617626,-0.8190741624255123,0.0,-0.1315481265105134,2.503232446636405,-0.7581403236109701,1.7705140910278088,0.0,0.0,-0.6908489689099914,2.5175228429608207,0.8506735507943844,0.11128641040564939,1.8337592932484168,0.11248975937932251,-0.15489496489522123,0.0,-0.2160506491917478,-0.017529197680007488,-0.26261415936018756,-0.10348565263851223,0.020584552504137352,1.1899950121281773,-1.192530672340273,-0.11843167819849042,-0.5883763964266605,-0.047639682050680726,-0.025097001829735364,1.552702986661155
13,2250.1711051855864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1439918147735817,-0.7437292120411042,0.05053183638549997,0.0,0.30035427767182066,-0.16292275589329347,0.0,-0.605856383404331,0.46181216413274,0.36993714123652555,1.9498984889943813,0.2564185387141393,-0.8144305806156433,0.0,-0.17398563138096618,2.6776421757402686,-1.043621153512712,1.7675476146947458,0.0,0.0,-0.6001129009841186,2.5262566853273483,0.8953470424136754,0.06661730380426356,2.0071582041278253,0.3000082759531418,-0.24858969996600888,0.0,-0.19825039478981732,-0.012166630128547585,-0.22489322298253067,-0.10119507632990396,0.01695363017692147,1.411175310635748,-1.4634959090918895,-0.14829160420292564,-0.5723804370280928,-0.04565909586752135,-0.04776518124340093,1.545818058382489
14,2240.639504647037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1442210220251061,-0.5587375651538371,0.05520231205962027,0.0,0.26097290324756894,-0.3470564605198609,0.0,-0.6095957451824785,0.6100569226008009,0.37557400908877037,1.9793388399467053,0.190697793043258,-0.8740968617539553,0.0,-0.1483292969940395,2.747921874160744,-1.4810965172426924,1.7363220971260318,0.0,0.0,-0.3239501336992153,2.6903116229813135,0.9076394401400731,-0.10794218281956447,2.039721416100347,0.06690328854215036,-0.41160332012514905,0.0,-0.1885083700528661,-0.009920030409487093,-0.19909619724953984,-0.09906762559022968,0.007273286154617413,1.6622267063103475,-1.6398553290738127,-0.20419305825881315,-0.5595891756600851,-0.04545363598339587,-0.1098609493938163,1.5526214390284125
15,2229.9312647903716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1739451729884072,-0.5005323755863884,-0.1895364881053349,0.0,0.22185534539271018,-0.5812784703845618,0.0,-0.6846242095049633,0.7015908061367049,0.12904968505886033,1.9464900730402672,-0.007104467135152448,-1.0285606686853495,0.0,-0.029857011173138798,2.9258344356275936,-1.977183965882559,1.9418897056243714,0.0,0.0,-0.1709418473723867,2.834601080182287,1.212195038155349,-0.1914377752754613,1.796380523287322,-0.057322422698977,-0.6439852916004986,0.0,-0.19161467153748798,-0.006138141882734998,-0.20987312554674287,-0.101416477279337,-0.014969996174211284,1.7855876836298856,-1.5675834116397767,-0.297583030023039,-0.453414697699286,-0.03775717200054536,-0.1903140105099077,1.4373447360999831
16,2202.788913253872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.578683621547717,0.01963296841648876,-1.3990546861249114,0.0,-0.2594198974153336,-1.3463327181886697,0.0,-0.023207305394017164,1.6747359105294763,-0.8742893121436026,1.4886640835732114,-0.23509047416370307,-1.889365188854255,0.0,-0.027641982691591824,3.9627290799429176,-3.703962375737649,2.2959916025204787,0.0,0.0,-0.3169841011143409,3.1371710113495848,2.199483201590983,-1.4515822658276,1.9986633674261245,-0.4254297150609472,-1.8656827029328418,0.0,-0.25434707324347744,-0.03257650977654223,-0.26657673427164735,-0.11420161282396335,-0.14024684989309388,1.2359542082844563,-0.5373703550883635,-0.782462913874501,-0.238808254129513,-0.002321109204219955,-0.642993464169136,1.2106860805596766
17,2189.2385014763295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.686735465604747,0.4914088152028044,-1.7192024753298694,0.0,-0.19941592389342166,-1.6732899224927549,0.0,0.18530448857815196,1.9634669516360388,-1.300564358200897,1.6396996477586028,-0.6812921525422461,-2.193449218391294,0.0,-0.03671309122770922,4.252073141968376,-4.2101772987810975,2.2527329809947427,0.0,0.0,-0.5859166771697069,3.308334563664028,2.4614548325517376,-2.030658930323975,1.875224274716843,-0.37534773204157235,-2.1233842590464613,0.0,-0.26242867038860873,-0.03398614997243876,-0.28125743480754917,-0.11748941073828241,-0.19076672798727662,0.9278383624745431,-0.2738262476955616,-0.9844116888728469,-0.29292388499614264,0.011045618769920473,-0.8376583779193391,1.3052047568423821
18,2181.768082784035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.759581001710181,0.8164209096993111,-2.3990029260823573,0.0,-0.4485125148028034,-2.24104849429326,0.0,-0.0694101125706188,2.4126261713926813,-1.8285637784390119,1.6960983391553752,-0.5402146059585877,-2.594876341317428,0.0,-0.15465026599630888,4.297506256349874,-4.521186428531901,1.6140269231320339,0.0,0.0,-1.8197472250352489,3.5401016031982175,2.875183418279129,-2.4922977227841754,1.6176589092301106,-0.6910492021157302,-1.5155229356235158,0.0,-0.20373077035477333,-0.0199453936399136,-0.18440889270936595,-0.11600904535817685,-0.2715219812307277,0.947293319157974,-0.553971320426808,-1.3416268701977712,-0.20526205729158417,0.0980691231284901,-1.138349943751208,1.2485461169309429
19,2171.940434572326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6863825835221598,0.8830866710029167,-2.587432398360654,0.0,-0.5035131567912199,-2.1154097573993154,0.0,-0.3720530373107658,2.677416367409079,-1.7943263813058852,1.55212347598145,-0.7452217307992565,-2.543089733215134,0.0,0.23021062237114026,4.374414366805216,-4.354035824740779,1.4347274777116175,0.0,0.0,-2.279794064641505,3.4566127484463487,2.847729962495928,-2.5715745361757323,1.7234024892388387,-0.7688094357550362,-1.4105519720463198,0.0,-0.18826447781085176,-0.010515290474674263,-0.19698778055172178,-0.11273609612553823,-0.29897536285290605,1.197227636694643,-0.6101487394230134,-1.5043172505167783,-0.21971074471715243,0.14834276027945248,-1.258463163671887,1.284723676430191
20,2161.543047383997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.559218106402058,1.0461373212193172,-2.5549881933630907,0.0,-0.5855171554029615,-1.71573285593387,0.0,-0.3701702944197263,2.76073626594405,-1.7352660451673394,1.7333079266987454,-0.8930806552501276,-2.4231960652763886,0.0,0.5092601345454844,4.386443352397856,-4.049569939026898,1.1669767476834911,0.0,0.0,-2.6159648563381843,3.4305896228451727,3.074591894188362,-2.339306932498188,1.9054055331121764,-0.9124018476067803,-1.4186541495594034,0.0,-0.2082935049230532,-0.016637275465140954,-0.19309069153611655,-0.11620007673655863,-0.3262056395007131,1.5010523922066719,-0.6386279966301257,-1.6677320214635678,-0.09211572067615362,0.22756849467131635,-1.3396929208618904,1.1395063518262802
21,2147.8509939393225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6701903268005975,0.9901393008333041,-1.8771766335894229,0.0,-0.9600082234538586,-1.5925689025698697,0.0,-0.4191168641754963,2.696940982630645,-1.0401690284282963,1.823771292220929,-1.154537901931979,-1.518155874488904,0.0,0.30852812628211324,4.6724112315804875,-2.8591543754095485,1.2519282793261346,0.0,0.0,-2.473380730707738,3.6008380985546586,3.221271622442196,-1.7660670309862323,1.8445455012316936,-1.2811834705971248,-1.2480299313878502,0.0,-0.2061802927843036,-0.01660312946635304,-0.21070202261665505,-0.11958311570573675,-0.3875468528719966,1.5478043749342008,-0.679398976209319,-2.0149947693939514,-0.03485003420696061,0.38111186948948084,-1.4768196688073192,1.0938385741789605
22,2135.8937977030178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.547938746511478,0.49842717263913616,-1.269171218171183,0.0,-1.0858742845580127,-1.2347956017539943,0.0,-0.7572795277870297,2.4577894989196274,-0.6446113059890142,2.0348886486689652,-1.4117775604008342,-1.8364648749591648,0.0,-0.31764484238076995,4.456302670638187,-2.292187916998187,1.5031788977169858,0.0,0.0,-2.1963445268558663,3.39695814667185,2.909484555303174,-1.351484748872954,1.9735034835175471,-1.4334917223559411,-1.3357903806311857,0.0,-0.2105460204515419,-0.009628017381651147,-0.18292867333237892,-0.11749462388772358,-0.43329356257379276,1.5485788253791022,-0.7578972137339214,-2.2670054313102215,-0.05725597054425877,0.49763097807447093,-1.558566481240561,1.130771877875735
23,2129.4963141411836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.379375352174395,0.5759855842079318,-0.6720924533817939,0.0,-0.8834716793073777,-1.3882001269152162,0.0,-0.8796602983216363,2.417075270542552,0.03199036928721355,2.1110058396286067,-1.291042115544792,-2.1805707450144203,0.0,-0.6135286576615555,3.8698113674282157,-2.1633524866020473,2.2031652529854626,0.0,0.0,-2.160825159144436,3.1828901832496705,2.6186044402266004,-0.5479509216330999,2.2766306109404604,-1.168411920248244,-1.3519068115888409,0.0,-0.22341060257635012,-0.012224251660837071,-0.16178543235277126,-0.11837074974965903,-0.47246689109439477,1.5664431665171823,-0.6953312884663481,-2.5036921982148117,-0.06632116309160671,0.6414859244526798,-1.584426752960309,1.1463992657427442
24,2126.9391970816764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3270079444756067,0.5636096119472347,-0.5034320112967126,0.0,-0.7586433349561893,-1.7969791375042754,0.0,-1.1754530331984283,2.3730295324540682,0.0870700283996523,2.4652633229197485,-0.983242703167706,-2.299036759849161,0.0,-0.4984620863178831,3.7623207465249946,-1.979006908518507,2.1960407288394688,0.0,0.0,-1.9892159279160857,3.053396971771338,2.4686677539124777,-0.33112040808522714,2.4604898574028,-0.9792456059134641,-1.6288211224757794,0.0,-0.24495089576517676,-0.01280811303606689,-0.18624753982237624,-0.11910603210635363,-0.48902558533416224,1.5962436836821148,-0.5060246546612449,-2.6187696137000978,-0.05457009027893232,0.7534075959999191,-1.547969741534858,1.1277681441403833
25,2124.7697148245798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2723579865512669,0.5566351278538749,-0.5161098334260903,0.0,-0.47510982320154077,-1.9438954090548257,0.0,-1.2623995495581608,2.325403276289899,0.17502246363915358,2.462724636070782,-0.710963533434178,-2.345099301991451,0.0,-0.5135894731594322,3.7277066319002947,-1.8293763550393813,2.1441082113454915,0.0,0.0,-1.9769130825413068,3.068269259963942,2.55717616164273,-0.4098377238121565,2.3910416313949994,-0.7588541124714577,-2.1199333724487897,0.0,-0.23125700028823223,-0.009125145970882079,-0.17370874981957737,-0.11736371511566421,-0.5030411098864479,1.6844853371019883,-0.6489308167327119,-2.7101569217356514,-0.06698557906642634,0.8656839854167346,-1.4697255146215467,1.139472210987281
26,2122.784797826223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2922713100312437,0.6321686595978007,-0.544459357651493,0.0,-0.3359596315134675,-1.938921624097583,0.0,-1.141762188955491,2.520093706995742,-0.03308026840159231,2.2992571119829197,-0.6803472548214542,-2.549366121752023,0.0,-0.44985506476625203,3.9940205657558714,-1.8075049284245641,2.016207745068348,0.0,0.0,-1.8319899480097854,3.1526310392055605,2.630006521360107,-0.40690318698980527,2.327940677780561,-0.6332168221618805,-2.1394477400428498,0.0,-0.2205181067297622,-0.007968700086876477,-0.1779010909426282,-0.11672271706460645,-0.5177214069220315,1.7631158557864302,-0.7464842274108947,-2.7950468057085964,-0.07361781693280937,1.0080001423111014,-1.351891688906769,1.140280116135652
27,2120.4642050106213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3020736485005302,0.8082596227509742,-0.7908504854108418,0.0,-0.3678672285677979,-1.8586929951624198,0.0,-1.084013958569022,2.4938863613519158,0.01425960742910961,2.251046992683668,-0.7688597256969969,-2.72160166045394,0.0,-0.3567885476632987,4.346070731820359,-2.006720568242061,1.9311633486962314,0.0,0.0,-1.7438823200528664,3.1860645167349455,2.8768350332184793,-0.686401792124327,2.3140591214727837,-0.6501631269261573,-1.9998310468467446,0.0,-0.22612173164139354,-0.008477056999211625,-0.1964629397648492,-0.11753906300441574,-0.5390842311189751,1.8184839688456989,-0.7287613222914373,-2.902134423678534,-0.06657754993661903,1.2175029661465975,-1.1620310518562316,1.1142067275215977
28,2115.6917782903765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2782396334590413,1.0040132112487528,-0.9649136427433878,0.0,-0.6477750212440646,-1.628000619394718,0.0,-1.0745685184787266,2.817080649035651,-0.501599796315331,2.321170721737554,-1.0612401845508888,-2.404168977445378,0.0,-0.3581312735952483,4.75781281817278,-2.7219678416264714,2.0799008780989845,0.0,0.0,-2.0086481416638375,3.199487104518415,3.2966454042427125,-1.275770485021865,2.372933841473947,-0.9313495842304724,-1.9496577427495938,0.0,-0.23782490717470306,-0.010868705207411601,-0.20194149430848599,-0.11760099002267455,-0.59082061689999,1.9038141361024228,-0.729075778622786,-3.126286831796882,-0.08251517529814321,1.6343102380296202,-0.7663048199343117,1.0994353337294336
29,2114.572340806518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.290323287611044,1.1699026490470084,-1.253703467920275,0.0,-0.7540894753200207,-1.5997194002824038,0.0,-1.0805427905012004,2.885619951826967,-0.6237722074560129,2.382951563770221,-1.1529201327476006,-2.3356878446435303,0.0,-0.44893295721381754,4.852741066645691,-2.7907730069172088,2.1510220900880586,0.0,0.0,-2.0556968299575753,3.216381755126837,3.242296027653066,-1.2446116508599239,2.4042936446693757,-1.0419302502075014,-2.0218979143345077,0.0,-0.23534949535085692,-0.0101885042228773,-0.1963751935064453,-0.11644664149704519,-0.6160379830416405,1.926221647369147,-0.7888978004210493,-3.1883467902829383,-0.10387734288901386,1.7717102075305158,-0.6242112859126288,1.1132172481760934
30,2113.0227380657675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3008269688842908,1.3238084606917744,-1.3560088299515844,0.0,-0.9275132806813884,-1.8233531425078444,0.0,-1.0720665426272427,3.0679030998608945,-0.7441726666720845,2.449363039595541,-1.3195526890638836,-2.494719464020447,0.0,-0.4915513790661578,4.830009092829276,-2.610557692330795,2.346393379165075,0.0,0.0,-2.127340638237357,3.217850692685435,3.409349809789504,-1.3918523841808987,2.547083287918504,-1.173194234422291,-2.0655417293878156,0.0,-0.24044949502780652,-0.011273454206146826,-0.18604297534349085,-0.11571095731376194,-0.6934022977637795,2.1230654769949795,-0.8785332767816609,-3.329541648114014,-0.09172686260263425,2.1351453968037823,-0.15603724310562928,1.0587785657427806
31,2108.7641362349077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2991999630239055,1.4025494106791223,-1.1229401180273837,0.0,-1.144043195930759,-2.255543715197897,0.0,-1.1582572366869908,3.2886903833326864,-0.5891488489158209,2.520931828303483,-1.501703908079831,-2.847298090252237,0.0,-0.5145897811532241,5.285425684566183,-2.849708316278063,2.1995983756608735,0.0,0.0,-2.6319604332436906,3.248322966103984,3.466424941865183,-1.1765820968894056,2.537898230319065,-1.4203143636374018,-2.3777514527128156,0.0,-0.24895717435384412,-0.011954359931385333,-0.17916160766727407,-0.11363919841329453,-0.9140440003383161,2.2947893516741944,-0.8955448196178168,-3.673313948447495,-0.10768320156942833,2.98753392584503,0.9956547221633932,0.9758342052774803
32,2104.5804604738464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3680141988747236,1.4846332977864445,-1.0516824429247171,0.0,-1.2229219942173615,-2.5093728319987467,0.0,-1.09485530380256,3.414433816105807,-0.4435663761056114,2.581626516980615,-1.583030788961385,-3.1987498014304427,0.0,-0.48488636379544875,5.1900392237573305,-2.6778883268565528,2.2320606864219315,0.0,0.0,-2.8231781788822627,3.353813679323354,3.5126587687852133,-0.9929145075059502,2.550777837670504,-1.534994250784772,-2.7152204903146706,0.0,-0.2609592966450009,-0.01518035621066896,-0.18178000416303275,-0.11271764415117887,-1.1643368825222287,2.3260759477055712,-0.7397278616306022,-3.8962889120031328,-0.03715333671115964,3.466837381968492,1.9384047826257569,0.8037785318153851
