Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_stressJct,g_walk_stressJct_c,g_walk_aadt
34,2097.947696138579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5238359024387964,1.6552055897570157,-1.1936807115480106,0.0,-1.34918046210933,-2.731509308870813,0.0,-1.0517410758571997,3.555166661569074,-0.4967346673425286,2.757588307363053,-1.6740119041589776,-3.3565551702308034,0.0,-0.4155362675272877,5.332727620456676,-2.6518519579290585,2.2422472500399104,0.0,0.0,-3.0032048950368533,3.4082740060859917,3.6412873446205283,-1.1329615008879672,2.649975913607338,-1.6225800453335415,-3.0498415580676626,0.0,-0.24855428058003443,-0.011585062175427735,-0.14907052666317275,-0.09592602477380366,-1.9248225259988225,3.9798691110551516,-1.9679845885611413,0.4251127476816875,2.5019696550437773,1.7456166208873412,0.30717646886941663
35,2096.5198386938932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6682502572348465,1.479644565084714,-1.2468737965394565,0.0,-1.3049197395708636,-2.5525770333098006,0.0,-0.843457761095496,3.351130662460642,-0.5312733480536044,2.698697836667535,-1.601224209922378,-3.2439479393949924,0.0,-0.35233680461768097,5.226770613172591,-2.707241695452989,2.2631838373983144,0.0,0.0,-2.8921463176263504,3.5221681966774585,3.397603129537952,-1.1170315944037652,2.608941266379542,-1.5467693458673355,-2.8452384391853176,0.0,-0.2621552760516145,-0.015711962312322303,-0.15891921823601934,-0.09747316931702744,-1.9935493347078128,3.8810812184423638,-1.8746008596990327,0.4109665144778893,2.7258281956000014,2.059303977649055,0.2642133161265839
36,2094.9253758474097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7831777816671746,1.3535944348699496,-1.2149236388552496,0.0,-1.3432187932257744,-2.5344009455177297,0.0,-0.6800842520646184,3.214684491459776,-0.5484973707170978,2.616921461538489,-1.6372373203872679,-3.227454519415901,0.0,-0.25629968356975263,5.115318410672881,-2.7393775407017795,2.252520610181105,0.0,0.0,-2.947287626719647,3.6440100406123603,3.2317181575953042,-1.0990886343615127,2.556810381798723,-1.570354398279187,-2.8167836805469766,0.0,-0.2633739050610884,-0.016747238586717172,-0.16108676088136467,-0.09811841301495466,-2.1888134359874103,3.8302012157264063,-1.7910992664831464,0.43334745802529195,2.9198728027384613,2.3821763329974726,0.16799719561039989
37,2094.3226751631296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8614185356006254,1.2673337844848835,-1.1949500211658355,0.0,-1.366917076157352,-2.52205362137451,0.0,-0.5701609172323131,3.122194564963001,-0.5610898754612836,2.563828839060629,-1.6586232132757408,-3.2153817611564324,0.0,-0.18841653680873102,5.035482622709493,-2.7604006907340097,2.2451942490593084,0.0,0.0,-2.9816360937976847,3.728143260300566,3.1200426731590385,-1.0894169962763314,2.522153152393718,-1.584396353374083,-2.7959700730737675,0.0,-0.2644438917402483,-0.01749728253848218,-0.1626325110736462,-0.09863175278385043,-2.336471922093811,3.798818604904956,-1.7282404222403078,0.4592947051175702,3.006620666639092,2.5836996348276005,0.09033583213197799
38,2092.792544119727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.926289500569386,1.0777631360104287,-1.1117869431750869,0.0,-1.3388221530947795,-2.4528621907655648,0.0,-0.45625189776199715,2.9291841635687335,-0.5540257765905917,2.444950509205457,-1.6560324669968745,-3.1242068000907914,0.0,-0.11048271007587362,4.863343474843389,-2.7744927162453137,2.2016517986054245,0.0,0.0,-3.002057314532246,3.8299389605966456,2.9100290263455726,-1.0585859481957398,2.437953511423813,-1.5635276890603431,-2.7056535975094085,0.0,-0.26036187201181304,-0.017244882587468903,-0.16596376637782947,-0.10117460504169834,-2.5999136367183593,3.650607878072755,-1.62433601090367,0.4665438720207459,2.887534393374388,2.5606602411097596,0.04662798901257371
39,2091.980876777271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9523994467443015,0.9178524718654733,-1.0391864270797955,0.0,-1.2770102437852757,-2.3905785993714637,0.0,-0.40685121545209074,2.7515593398010285,-0.5285647115444047,2.350381026283336,-1.6424107241184964,-3.012100605869227,0.0,-0.03178620167671811,4.677399404894096,-2.770580370615516,2.147145625692538,0.0,0.0,-3.0525549103058514,3.9135909810766525,2.676640400221893,-1.008441017374663,2.3799082782337266,-1.5307020901889956,-2.6580027630305696,0.0,-0.25912896152386683,-0.016841008487623484,-0.1706702905359813,-0.10515270525391505,-3.182075780000406,3.543653259788923,-1.4713903478528227,0.4577757918616788,3.217775330316095,2.9330700863322687,-0.0617812087401357
40,2090.7888938213246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8244765656477542,0.9821747471955039,-1.0428909024908808,0.0,-1.201663357253519,-2.3590157652861983,0.0,-0.5742948701236376,2.8173236068703837,-0.49681232036819295,2.3967941461793436,-1.582186703537256,-2.9750004789039672,0.0,-0.11403223712579447,4.700401468862037,-2.7142400508946762,2.1435716817442785,0.0,0.0,-3.00353599426455,3.8048608006123454,2.745029246360417,-0.9983734658543608,2.413577111291114,-1.4709616337631102,-2.644232535866273,0.0,-0.2583405809816487,-0.015842754536987674,-0.1704451791111273,-0.10712543302570264,-3.4306274199996807,3.5631840881212504,-1.4576781683835192,0.4114749325871183,3.4535805303624385,2.8797993549201926,-0.03333868881971627
41,2089.4865186590177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5811302055057639,1.1620785787339112,-1.0740343273618425,0.0,-1.1069621997118686,-2.3163370074524448,0.0,-0.8739733971101518,3.019369816682036,-0.46712915463682914,2.5002537959809117,-1.482235623205447,-2.9589836210835516,0.0,-0.30445096680614236,4.805949362216328,-2.6129065070182667,2.1617548160605438,0.0,0.0,-2.8778276398735847,3.5845146719896426,2.936893758919273,-0.9942457685466716,2.4747056936897773,-1.3709048458608402,-2.6058700329865294,0.0,-0.2637679777649668,-0.016108624517902733,-0.16830652181723305,-0.11120971513302302,-4.017236690445829,3.6724423585445574,-1.4221238548676407,0.3343665369080052,3.966520371071354,2.871708795336775,-0.018208950999121107
42,2088.7603660498244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4412197209187507,1.2434329930970442,-1.089816462556806,0.0,-1.0278491490362833,-2.2455413742450396,0.0,-1.0393684896852666,3.1128695308868766,-0.4562934722994029,2.5475293794523126,-1.3936679225002855,-2.905874956044491,0.0,-0.4496613013297102,4.846752784248804,-2.5678300703304733,2.181744713188806,0.0,0.0,-2.7358838505049583,3.4552168352836845,3.011562297884612,-0.9840214741146966,2.498184661343526,-1.2870521667365726,-2.5356408670103483,0.0,-0.2686871277204136,-0.01673742926914884,-0.16613159940575215,-0.11488816682340237,-4.620301495412668,3.7339541265366103,-1.362345362180444,0.2891331107501286,4.325251591525474,2.7669593636678678,-0.04850020128848869
43,2088.267587502754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.293798862790521,1.3493439304042814,-1.089115826674245,0.0,-0.9755229620283179,-2.1902942366640743,0.0,-1.2067061712873597,3.2299931072192223,-0.43826649375969,2.595872282830468,-1.322678955378306,-2.858216057357967,0.0,-0.6021984697702436,4.904829479721512,-2.53611818564464,2.2051106044383015,0.0,0.0,-2.561396383221398,3.306708673861356,3.117990136640468,-0.9589895692673343,2.5247986720881266,-1.2215657732224796,-2.4772231678421908,0.0,-0.2783157433590821,-0.018469234464637115,-0.16473300695105375,-0.12055179691182623,-5.541458484793926,3.8317329289014768,-1.2559441364821522,0.23649562469768726,4.584699896157604,2.225557390570902,-0.08862684247075392
44,2087.5722631757003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2614385783005806,1.393949099859221,-1.0956250190058043,0.0,-0.9694686124764699,-2.184131142902906,0.0,-1.24445663904491,3.273284516960818,-0.4317957926483776,2.6121151206721263,-1.3033145734840794,-2.845918732628713,0.0,-0.6620384844474728,4.952433724709764,-2.5413855817549122,2.215410015142925,0.0,0.0,-2.4653996731251433,3.253367604494951,3.1912713333619798,-0.9517362140787122,2.5328730724615673,-1.2140770310761058,-2.465854461898824,0.0,-0.2817138715968661,-0.01915356456397333,-0.1639717115988603,-0.12380033491344371,-6.114777409826209,3.8973223491050786,-1.216829031284916,0.20859335640756357,4.538663188682983,1.3469259753727933,-0.09577621513298316
45,2087.0343309974883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2454894701404435,1.5307859305862037,-1.104291110053095,0.0,-1.0434844190156545,-2.29175766441208,0.0,-1.2631083917100667,3.3873378030810417,-0.4051577060257968,2.6481001278631595,-1.3554075642215888,-2.8766977862965084,0.0,-0.6919609551120955,5.090453203431005,-2.593385226191501,2.226137095709336,0.0,0.0,-2.3407508912142694,3.152346208631985,3.4811072493872657,-0.930959381370775,2.560643247546249,-1.2899640439161537,-2.556188339377195,0.0,-0.29619115023963216,-0.02222456934688394,-0.16718950922148532,-0.13900383745355982,-8.565236029940724,4.199794568903065,-1.060445009455347,0.07331089171858493,4.264673084049155,-2.735245299181375,-0.11801144666907946
46,2085.7819174687716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4076797862658665,1.374440816591457,-1.1021834687257381,0.0,-1.0740726241062855,-2.2996249677715346,0.0,-1.0895422052665182,3.2384769130500493,-0.4382013023967978,2.606585314992887,-1.39752677123769,-2.916069554078157,0.0,-0.5460047873761166,4.986217619005052,-2.6178427113098395,2.22610934218637,0.0,0.0,-2.5340881615976185,3.3147146826926113,3.3103237506424046,-0.9573450566132166,2.5405468441046724,-1.31825784372416,-2.5730125956013175,0.0,-0.2795752622669647,-0.01910047339405712,-0.16499543144092432,-0.12970095474739474,-7.129744662146582,4.0365534356451835,-1.1988516028913045,0.15768735816630033,3.971232606668716,-1.3236372730960717,-0.07271691105774462
47,2085.4303414728265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4517025863507285,1.3423546197927942,-1.1023052168110616,0.0,-1.0978167205521427,-2.330562827702532,0.0,-1.0365246845874876,3.201799629798022,-0.44903596626995185,2.5883063754879383,-1.4351338647710703,-2.939808525015039,0.0,-0.46593724074276216,4.946098866218315,-2.625777802004691,2.211245141395905,0.0,0.0,-2.633081870672207,3.3637577321332612,3.3018321752656803,-0.9633062428464377,2.530779768760646,-1.3401878645886658,-2.6067156616750524,0.0,-0.2801476652468934,-0.019279839410742582,-0.1672062624768533,-0.13230752998767034,-7.38523272616434,4.054274554183469,-1.1626909698024825,0.13429556327931866,3.998794968487785,-1.6266373002896333,-0.08867815961608935
48,2085.3521343756843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.559543792829666,1.3171298594934377,-1.1313558679540745,0.0,-1.1666707723252805,-2.416359677798296,0.0,-0.9195515847019738,3.1781515730283703,-0.49331035538949836,2.576364586908476,-1.5206688265003216,-3.0271506918493536,0.0,-0.30743619801826255,4.908059616335302,-2.6564452578780697,2.201851925904806,0.0,0.0,-2.812136038570201,3.4444561532374167,3.3663042546088002,-0.9912599171364027,2.5294023791367586,-1.39977818750514,-2.6891623819898176,0.0,-0.2797583560375936,-0.019295755783512364,-0.16874602766520652,-0.13849720198393656,-8.034449985618684,4.172046477072098,-1.1357638368940008,0.05703489122667567,3.7903171615772573,-3.0119613859265146,-0.07778842611189256
49,2084.9564246312657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5579886093088764,1.3067617590069445,-1.1368442061998543,0.0,-1.1503149179543914,-2.39562904084429,0.0,-0.924744097755366,3.17171659871316,-0.49677130406437636,2.5798723925937344,-1.5044998706343131,-3.0179116409528195,0.0,-0.3159573980648227,4.901627957570582,-2.654365726507678,2.2018068658298686,0.0,0.0,-2.809805226129555,3.4500500739741007,3.3266862237507353,-0.997595667093398,2.528479799817194,-1.3862526346054305,-2.6671149385309603,0.0,-0.2779004709720054,-0.018844993546440647,-0.16775314422598897,-0.13593763221418456,-7.610058464154381,4.137820549831475,-1.1743830186864215,0.07015219097921935,3.8104782252988523,-2.3340940915626645,-0.06577171004523422
50,2084.7372869296482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5684343506962255,1.279590189905906,-1.140149884003873,0.0,-1.1384570885978635,-2.372857963460276,0.0,-0.9166567048944684,3.1505172691730596,-0.5011675897011615,2.5792915522688147,-1.4919211446158478,-3.0081309037204753,0.0,-0.31475161727465817,4.870106603152742,-2.6513872407202435,2.2075238587539343,0.0,0.0,-2.8178562670418352,3.464074789384378,3.267887349778625,-0.9985509445852064,2.5238834620594703,-1.3740533262439671,-2.6413251031859186,0.0,-0.27655311141863587,-0.01853685268725194,-0.16661439147896945,-0.13555727917866114,-7.4004671573560845,4.125914703208631,-1.1896521541809422,0.055180196571049736,3.7881187545598407,-1.855702272865912,-0.06285363079302954
51,2084.542625423279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.573184589928039,1.2502539509032984,-1.1363785008552592,0.0,-1.1269596929819876,-2.3430669270522353,0.0,-0.9160277575198507,3.1300561896770893,-0.5019078486581485,2.581495857433725,-1.4767265858960228,-2.9945188918699177,0.0,-0.32646326441835904,4.835309492609366,-2.6423565740860435,2.217009547233132,0.0,0.0,-2.828225036949403,3.473283129776127,3.178884494993469,-0.994671701618133,2.5163400227696653,-1.3598019891189395,-2.6085720322277535,0.0,-0.27504636738197,-0.01818042948728186,-0.16443481537828927,-0.1363014081227406,-7.102205876225359,4.131942780887067,-1.2108149116722942,0.004555408708365724,3.716198341986238,-1.0706932809754643,-0.05631856973270472
52,2084.4053534436453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5868046500222206,1.2432096415967493,-1.1262630432586807,0.0,-1.1424898909001082,-2.3464114125604336,0.0,-0.895815533986729,3.120595004746247,-0.5009151230477538,2.5724441362727064,-1.4876207648231783,-2.997039091312596,0.0,-0.31729066771028125,4.8319076030239865,-2.6419141612491006,2.2200412954134836,0.0,0.0,-2.826754395882572,3.4811855089612203,3.169838648937205,-0.9901382416247294,2.512110713814165,-1.369536709687613,-2.6058090489705434,0.0,-0.27427584776829905,-0.018154608301712335,-0.16417668797902427,-0.13715036205830983,-7.041448773516611,4.147117873839125,-1.2135239823549857,-0.005231847909118388,3.5042055447952625,-1.0844075483193611,-0.0550267713246695
53,2084.393784800239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5846944072613314,1.245670143414477,-1.1221845868232145,0.0,-1.1447902934471583,-2.346507617326962,0.0,-0.8961262545252351,3.121764392519657,-0.499033015529617,2.5699964325848836,-1.4888356756046564,-2.995678879667339,0.0,-0.3201174519888806,4.836005665710847,-2.6426213575356776,2.2192695932289,0.0,0.0,-2.8207578946698044,3.478803758642407,3.166307578198223,-0.9875183583375482,2.5109624823164864,-1.3710105122896667,-2.6048825445563546,0.0,-0.27425999075629987,-0.018177991849538097,-0.16411998113333606,-0.13752968207301164,-6.99773905198958,4.154000147227721,-1.2141579140563015,-0.010425451333599477,3.414886250622504,-1.0176228585170577,-0.0549856480008262
54,2084.3863937991773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556272494364428,1.2835803674892723,-1.108002111872806,0.0,-1.1541310447273694,-2.3612707118343925,0.0,-0.9192200245645927,3.1520412685209265,-0.48746905177283295,2.565266976686255,-1.4968828152349807,-2.9978543749290494,0.0,-0.34612125890614315,4.874133254310131,-2.645363686151571,2.2139302753324825,0.0,0.0,-2.7832673789006495,3.451710653463261,3.186719795725041,-0.9791567822328243,2.512149948821108,-1.3809611169250258,-2.618126001255763,0.0,-0.27524310663301255,-0.01842316723865233,-0.16396270212760422,-0.13927256256976903,-6.79056542392493,4.196570341075469,-1.2152324374838124,-0.027930024229197787,3.027004399094481,-0.7838887660819981,-0.053150062758306076
55,2084.3514050813187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5554138919981961,1.2855917071105833,-1.1075655196810388,0.0,-1.1549765112231543,-2.3627866032040434,0.0,-0.9197595513360907,3.1536131536100713,-0.48712509798697157,2.5648863222574856,-1.4977250256813426,-2.9986797696789904,0.0,-0.3465701189285391,4.876125946293244,-2.6458920786686826,2.2134354762218043,0.0,0.0,-2.781582231401478,3.450613438233207,3.1887737817582016,-0.9789635567980951,2.5122051801794667,-1.381864383698807,-2.619508943448012,0.0,-0.2752895362233287,-0.018434458231991944,-0.1639488557826783,-0.139400284273304,-6.775350829181513,4.20017329281862,-1.2154121052159115,-0.028657527621502844,2.9933489242577114,-0.7798091228863022,-0.05285882001003064
56,2084.3450026590044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.555136964727318,1.2861058147768767,-1.1074690912585867,0.0,-1.1550826745957634,-2.3631559420547505,0.0,-0.9199878824389881,3.1540201002794834,-0.48701894840092125,2.5648124329120043,-1.4978464382664356,-2.9988421669878527,0.0,-0.34672788847323777,4.876614671862074,-2.646082245207263,2.213301877908309,0.0,0.0,-2.7809386016015853,3.450187736740981,3.189490706189104,-0.9789006343735196,2.512255494287004,-1.382012920177328,-2.619837241624596,0.0,-0.27529724577216674,-0.018436021117405752,-0.16394093196282294,-0.13945131659100232,-6.771985087227691,4.201423875804689,-1.2153000301841026,-0.02896240360170378,2.982829623789433,-0.7813995939642413,-0.05281984702193416
57,2084.343611063138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5548291121741842,1.2866746637022544,-1.107359824130844,0.0,-1.1551998832575554,-2.3635642661066636,0.0,-0.920239948788949,3.154468566876441,-0.4869003857003271,2.564726746716706,-1.497980005201957,-2.9990199470209165,0.0,-0.346904652336761,4.877153554074527,-2.6462949610760758,2.213151846817569,0.0,0.0,-2.7802176860918895,3.44971273404168,3.190279783194931,-0.9788290009810736,2.5123088600214962,-1.3821765420741874,-2.6201986231021555,0.0,-0.27530560829281653,-0.018437739392527682,-0.16393184438621708,-0.13950866305395318,-6.768186411464769,4.2028215357063345,-1.2151729583711415,-0.029308406049013403,2.970990156218326,-0.7831053654960995,-0.052776328804121704
58,2084.3430698451634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5548044485053214,1.286749544715414,-1.1073427872311925,0.0,-1.1552379793224978,-2.363641584293216,0.0,-0.9202456833770263,3.154520860214776,-0.4868867686599726,2.564698281817105,-1.4980174545620764,-2.999057990735557,0.0,-0.34690477760642396,4.8772266515565885,-2.646330778359565,2.2131217567789303,0.0,0.0,-2.7801148080122795,3.4496545712575517,3.1904274099814085,-0.9788178231940475,2.512312429502121,-1.3822173259913921,-2.6202682704302864,0.0,-0.2753072494767164,-0.018438255916049702,-0.16393091946978036,-0.13951759383043805,-6.767515582759369,4.203046810599391,-1.2151455225131889,-0.029313823643281948,2.9687417775622387,-0.7838163299493264,-0.052778914602467586
59,2084.342623960847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5548036420695415,1.2867530554234057,-1.1073363328226686,0.0,-1.155248592292743,-2.3636635625652955,0.0,-0.9202391683234648,3.154519958076665,-0.4868836197420097,2.564680443566125,-1.498026763159194,-2.999070679827572,0.0,-0.34689714327199606,4.877198719454804,-2.646339297235341,2.213111402640656,0.0,0.0,-2.7800596119096186,3.4496343500587607,3.1904561248692636,-0.9788098751795312,2.5123084071475104,-1.382224663359716,-2.6202788407636044,0.0,-0.27530779834223124,-0.018438440236343376,-0.16392770548864466,-0.13952449734121525,-6.766675206357756,4.203210675844575,-1.2151177014614007,-0.02931929513171505,2.966919600490492,-0.7838643460914756,-0.05279042787890951
60,2084.3425913361625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.554803514447225,1.2867527723228496,-1.1073365798541412,0.0,-1.155248542570959,-2.3636641501765023,0.0,-0.9202392278593664,3.1545196035899483,-0.48688370750666343,2.564679666741744,-1.4980268006429143,-2.9990709690067905,0.0,-0.3468966245326754,4.877195340176804,-2.6463394942287315,2.213110499208702,0.0,0.0,-2.7800569778304234,3.4496332849083893,3.1904563849741683,-0.9788095268903759,2.5123082118932296,-1.3822244557880354,-2.6202788394097762,0.0,-0.27530792297381307,-0.01843846158993726,-0.16392743222059222,-0.13952498300837107,-6.766604199269604,4.203222402876191,-1.2151154314838024,-0.029319496678919626,2.9667922425786473,-0.7838539143890435,-0.052791531595160875
61,2084.3424585749017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55480221790026,1.2867516293159351,-1.107339127344552,0.0,-1.1552466855840182,-2.3636650211121486,0.0,-0.9202414644672453,3.1545186259459816,-0.48688451164924695,2.564678028198122,-1.4980257720437116,-2.999071401836788,0.0,-0.34689526472848475,4.877179783509133,-2.6463392586302183,2.213106380197172,0.0,0.0,-2.780049830985407,3.4496295737813942,3.190454199965505,-0.9788086563996239,2.512308034957681,-1.3822220801407337,-2.620277908631384,0.0,-0.27530867037501755,-0.018438573844219278,-0.16392621911627353,-0.13952689915979083,-6.76628569837635,4.203270239420773,-1.2151059780532516,-0.029319630223933964,2.9662946068666853,-0.7837789076064963,-0.05279664691415184
62,2084.3424268832796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5548017755746475,1.2867514466062087,-1.1073399600219977,0.0,-1.155246010307021,-2.363665059295183,0.0,-0.9202423219691959,3.1545185410666376,-0.486884767170274,2.5646778850028094,-1.4980253645096255,-2.9990714283866047,0.0,-0.34689509905505167,4.87717590893288,-2.6463390761378243,2.213105327670259,0.0,0.0,-2.7800486674412355,3.4496287940814123,3.1904532490500386,-0.9788085386763599,2.5123081065990385,-1.382221299742834,-2.6202776013158653,0.0,-0.27530888629364797,-0.01843860467918422,-0.1639259108152986,-0.1395273451321186,-6.766203489162842,4.2032818027781,-1.2151037869505366,-0.029319552106864655,2.966179837261693,-0.7837559214938646,-0.05279795968598505
63,2084.342381841303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5548010251233302,1.2867513381133384,-1.1073413420309202,0.0,-1.1552448769217694,-2.363665017649169,0.0,-0.9202438407156217,3.1545186196462964,-0.4868851887737864,2.5646779216390225,-1.498024670417717,-2.9990714426854193,0.0,-0.3468950345207784,4.877170337546534,-2.646338726843868,2.213103765071052,0.0,0.0,-2.780047538955191,3.449627809707312,3.1904515400266686,-0.9788084570547324,2.5123083213462007,-1.382220033350053,-2.6202771465543275,0.0,-0.2753092280001378,-0.01843865228751716,-0.163925450233627,-0.13952796531937214,-6.766078710166987,4.203298538022491,-1.2151008665436822,-0.029319344869792444,2.9660215628512683,-0.783718365334742,-0.052799902776019356
64,2084.3423144472854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.554799793237266,1.2867513840701723,-1.1073436007279205,0.0,-1.1552430516962562,-2.3636649154129263,0.0,-0.9202463979164845,3.1545189869971675,-0.48688588078359496,2.564678221347523,-1.4980235544489502,-2.9990714855944596,0.0,-0.34689511825864666,4.877162013315704,-2.6463381483982884,2.213101351163988,0.0,0.0,-2.780046384210472,3.449626494624145,3.1904486613718523,-0.9788084244886905,2.5123087546848617,-1.3822180285034986,-2.620276505523967,0.0,-0.27530977288711544,-0.018438727110195684,-0.1639247318088838,-0.13952887552727047,-6.765881117078095,4.203324116014815,-1.2150968745439894,-0.029318952717701015,2.96579103316517,-0.7836572185255187,-0.05280287377018888
65,2084.342306018173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5547996315996082,1.2867514118107626,-1.1073438985191104,0.0,-1.155242816737004,-2.363664903983125,0.0,-0.9202467396675054,3.1545190578770717,-0.48688597273057554,2.5646782796810492,-1.4980234119296207,-2.999071496711495,0.0,-0.3468951440757737,4.877160979695617,-2.6463380745830194,2.2131010414977803,0.0,0.0,-2.780046284628845,3.449626346890497,3.1904482774392733,-0.9788084282832124,2.51230881775146,-1.382217773162588,-2.620276433758437,0.0,-0.2753098436424266,-0.018438736733305063,-0.16392463869291282,-0.13952898736598932,-6.765855152320522,4.203327388279978,-1.2150964285670283,-0.029318898517746054,2.9657629041189897,-0.7836491612271781,-0.05280324894885201
66,2084.333180472483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5528646099013834,1.2872816670335963,-1.1109416952381053,0.0,-1.152475184793584,-2.3635772085249647,0.0,-0.9243972667126493,3.1555728405224475,-0.48800656145495863,2.565526038419962,-1.4963615924149312,-2.9992765498452783,0.0,-0.34731685145344166,4.865176240442981,-2.645493085218236,2.209398683198646,0.0,0.0,-2.77922184274083,3.4480614195240653,3.1857944805850296,-0.9789172950687506,2.513108268975479,-1.3792335215095681,-2.619543252213374,0.0,-0.2761554507191489,-0.018552946338692842,-0.162800310980512,-0.1408163505783774,-6.448490817701091,4.242515858968062,-1.210533947880801,-0.028662557843754138,2.644051590185766,-0.6863377464604262,-0.057202628449537406
67,2084.3154368301152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5531084181332593,1.288140001478144,-1.1126733581824957,0.0,-1.1523414330918476,-2.364386792253058,0.0,-0.9247766794460306,3.156327319989608,-0.48880115605570523,2.566102636053585,-1.4965976259799503,-2.9999194028708964,0.0,-0.3463890018821328,4.862914179380841,-2.645669054134331,2.2081593256493006,0.0,0.0,-2.780746088670305,3.4478182225097,3.1865146374615607,-0.9794605518527753,2.5135959552849614,-1.3791376352257283,-2.6204109741405612,0.0,-0.27640505746518124,-0.01858677637772319,-0.16252226828440158,-0.14116779289232967,-6.365320969900477,4.254264433264117,-1.210571986382638,-0.02929583815565833,2.5612767315185634,-0.6774518338507978,-0.057418885163085215
68,2084.2961204616686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5535890372756838,1.286563592830761,-1.1139143229624449,0.0,-1.15113322557126,-2.3635410026979926,0.0,-0.925027790414625,3.1551722384749445,-0.4893052203456465,2.5666104919204598,-1.4955942527444377,-2.999695568801714,0.0,-0.3466409220422537,4.85903582150238,-2.645109830924874,2.2079374366304605,0.0,0.0,-2.7819482112983756,3.4480930904204694,3.1834593009287078,-0.9797392259000078,2.5132822259018055,-1.3780369767487417,-2.6194805736924582,0.0,-0.27640809878730294,-0.01857399491284172,-0.16223101854075667,-0.14137690592622293,-6.301679594828519,4.260480164641323,-1.2117032290543228,-0.03160769402377263,2.5204946697946324,-0.648701254517167,-0.05706564826664556
69,2084.295611409714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.553614404154732,1.286465592794466,-1.1139851183303202,0.0,-1.1510580012584615,-2.3634792307962154,0.0,-0.9250434041011905,3.1550981987184157,-0.48933584000322994,2.5666350044379724,-1.4955306917052482,-2.999672571521142,0.0,-0.34665901669619004,4.858787126730931,-2.6450759210656627,2.2079167277683442,0.0,0.0,-2.7820159572611294,3.448103884464568,3.183251161613876,-0.9797510147137154,2.5132600420664075,-1.377963707983251,-2.61941029836152,0.0,-0.2764091917075812,-0.018573432144605814,-0.16221192500918766,-0.14139154374000418,-6.297339278993499,4.260909786178159,-1.2117740869810527,-0.03175947859108373,2.5175519179577748,-0.6467234641602319,-0.0570479251836636
