Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_vgvi,g_walk_stressJct,g_walk_stressJct_c,g_walk_aadt
10,2324.5978056888725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034869638130258,-0.5465159270297092,0.09639895227543499,0.0,0.39587788120100237,0.3734011253301232,0.0,-0.8909518250717604,0.6061645995493278,0.39376462471643287,1.3476934421266302,0.42920352179820487,-0.6857835032350538,0.0,-0.21826729126360855,1.5696884571670104,-0.3550065073703794,1.2029046710977265,0.0,0.0,-0.5926042646307347,2.2550716458852462,0.6749291307916832,0.0873422401362022,1.1276316629847967,0.051900577772048415,-0.098632164157024,0.0,-0.339110136804801,-0.03018962363297541,-0.16878788697896707,-0.09199808917917188,0.011461536225288331,2.019619779692495,-1.6410103141166172,-0.2521904635140128,-0.0569975249044654,0.00516190359565475,1.151495976123346
11,2306.2506940003486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1867526061599771,-0.5004429753799994,0.17337071987956082,0.0,0.41102866663976084,0.2527646578331276,0.0,-0.8701737216673897,0.7226683771547472,0.48998309901578263,1.657489392140705,0.24402785453812617,-0.7107758737681731,0.0,-0.21007334311913564,2.057273375164484,-0.48476219812049826,1.3678753657774878,0.0,0.0,-0.6053831542072036,2.443493163102318,0.46117162106342946,-0.08858338332783705,1.346449460120182,0.2725125564931068,-0.16347315241698337,0.0,-0.23549494643282032,-0.009432588745639684,-0.13891413054492407,-0.08134034775914403,0.0022798951090764515,2.2161611936397603,-2.2441934811979323,-0.06530912711204778,-0.05162055859561988,-0.024558471655137998,0.9130967426989423
12,2294.391646986961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2481411991298967,-0.565203536583594,0.11430328713131505,0.0,0.3854236531502978,0.04768684657340291,0.0,-0.672794584904392,0.7020221442641355,0.4660850680446187,1.7483541130185767,0.1593754393316735,-0.6703535318611469,0.0,-0.2549414659055574,2.2892421130322744,-0.6346924939057592,1.3203554252664236,0.0,0.0,-0.5170379979263395,2.4171127692667542,0.5733097292054393,-0.03586193686914003,1.613073362060454,0.2930004770929679,-0.20224277419674033,0.0,-0.23450683785026907,-0.013763132402788696,-0.1300718297055144,-0.08239173232530958,-0.009120516098557022,2.308087300886427,-2.4033661743036716,-0.04225370968896278,-0.05654875515095351,-0.03787848722569216,0.8819700124020732
13,2283.788453578321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4289453800000318,-0.4769141535725172,0.0847086656354129,0.0,0.1911228665983803,-0.22115771952001131,0.0,-0.5090450321296314,0.6796390379234973,0.3750217971383876,1.8196131076870166,0.029821233827209553,-0.6493962122458329,0.0,-0.1500197313935759,2.704474486003951,-0.8623073466382875,1.502886823348599,0.0,0.0,-0.41916190745023646,2.459734084157282,0.7383025832735699,-0.012306786995124747,1.7450117370644982,0.4770526593106004,-0.304901502383466,0.0,-0.2430124652575005,-0.01650699539603596,-0.16540249886897435,-0.08595418848908484,-0.036620234938097254,2.2388834570898193,-2.299815065885299,-0.09019221341814374,-0.06963636855343051,-0.07172099033095516,0.9576152116447467
14,2269.703672898907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4166198353800445,-0.290344205122394,0.02986033639450633,0.0,0.24776047543012303,-0.5904839925065689,0.0,-0.2413598991253335,0.8140298570596908,0.3180288146599239,1.85174360265476,-0.051379118151139214,-0.6889293113996778,0.0,-0.03190567724132767,3.1484505433772485,-1.2368287255986723,1.747333020338035,0.0,0.0,-0.33076041831108527,2.612839567667203,0.7747611229163844,-0.19674344470636784,1.8235115023884254,0.24236590219847004,-0.4613239935183613,0.0,-0.2723923088912913,-0.029429653426931688,-0.20226391626948953,-0.08994479519316913,-0.07994929290315757,2.2327383104202254,-2.053943913235956,-0.11539820060317846,-0.08581717895185931,-0.14736764413050818,1.010394255326113
15,2243.6069755701114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7894298488743083,0.45512230046662483,-0.6260192200177973,0.0,-0.4707936261602128,-1.4923121308221097,0.0,-0.02190320134259094,1.55383720180717,-0.35776249678292177,1.593037968052439,-0.004487272463434874,-1.7164616344219676,0.0,-0.2191415423298762,3.5005913819846985,-3.4065327995416617,1.7980383816802337,0.0,0.0,-0.40098281945746517,3.3971735754174226,1.7743700137627059,-1.2098376492738614,1.7061157376835652,-0.6018801803890781,-1.5350560653914846,0.0,-0.1821875153723866,-0.016311933755555553,-0.149629973738643,-0.08984040853369799,-0.3146044946142677,1.9562982017679316,-2.0001964215061654,0.20743560903542124,-0.12721666392336384,-0.542742789755793,0.7015629453018094
16,2209.1400633534736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.730694767654304,0.45845173020666913,-1.442971969707187,0.0,-0.5424541437875267,-2.007045314410211,0.0,-0.190538802930664,1.905345242392359,-1.010891931217577,1.4809057127453344,-0.6939229628317853,-2.405314493993373,0.0,-0.08915916232147111,3.7125620051857426,-4.576260100994634,1.836084699924676,0.0,0.0,-0.6923184010130576,3.5887394952100267,2.4385764212095156,-1.8342876575100977,1.3587856711478903,-0.9105490632049024,-2.238384138780135,0.0,-0.14626645027057347,-0.0016641740943691436,-0.1423106182170306,-0.09037442664411405,-0.4665152467521143,2.097982870027407,-1.9623406240569212,0.31696887814514674,-0.16159951574923337,-0.8068392581203887,0.6251313577875152
17,2189.990170422833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7047716731326155,0.6183264353942343,-1.8039950085381502,0.0,-0.6734770412783628,-1.8109822073889696,0.0,-0.1566012923161187,2.2610508316317617,-1.3450844565205566,1.5287089655993293,-0.9532822375995318,-2.750093672982309,0.0,0.1448508724729377,3.8649227643110513,-4.714790959571531,1.5246168110727747,0.0,0.0,-1.2236188517312607,3.4751599640938857,2.49214676637646,-2.255112910545296,1.766504645940742,-0.98075264626586,-2.509973140573167,0.0,-0.15420635042899433,-0.0046047832312641895,-0.15956028174272907,-0.09034184741841918,-0.5446025821876839,2.092858595249097,-1.8326167128412663,0.20658490314823033,-0.1870687093918597,-0.9616436662980128,0.7908194973949811
18,2179.6623891595755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6738363920322885,0.8913021988671098,-1.8961970667076145,0.0,-0.6536225024520533,-1.821767462800675,0.0,-0.08594681979608364,2.316902266254582,-1.4604863039143354,1.7138488134415324,-1.0226846387786055,-2.6621675627637433,0.0,0.26229130275216117,3.954963544553093,-4.540294913807224,1.2757762573531854,0.0,0.0,-1.725299623662842,3.581745327933152,2.6247134668741774,-2.0749014494756945,1.7068550318861737,-1.0544483391921424,-2.1454630938331776,0.0,-0.1483201696081516,-0.005728117978038522,-0.15905806207923515,-0.09325266480370774,-0.5871820605251343,2.0758140918159844,-1.8844781692839927,0.20928673487497174,-0.19057227724121714,-1.0543799753139667,0.8134012017200675
19,2171.1781398720386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7076284926158087,0.8848894299206511,-2.0139226319938275,0.0,-0.8080005719119888,-1.8858413821330788,0.0,-0.2172845084967311,2.4736536935162285,-1.2809615231581748,1.541290546706996,-0.9844181029911294,-2.4132760076071778,0.0,0.415545958833322,4.098739338803852,-4.306361527541206,1.1302997061341484,0.0,0.0,-2.027452336034062,3.6051058071879782,2.624819324541846,-1.913124696940341,1.6938312000135467,-1.141715054588658,-1.7750004359115747,0.0,-0.12663110234578226,-0.0011336719158826442,-0.16296301452308837,-0.09222547028632257,-0.6217221340900919,2.1794723579828745,-1.9333980312920536,0.21827099336572864,-0.1913354501770896,-1.1419028553276336,0.8206461966581656
20,2156.030255443063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6713002487360573,0.7158828668614527,-1.4496575102575142,0.0,-1.1095313205704744,-1.331392149720008,0.0,-0.5256853904729022,2.270469789264112,-0.6251361735093828,1.8408370506499097,-1.2788653296486256,-1.8708527269718735,0.0,0.39330694336606875,4.292912012582935,-3.6014108076251223,0.8651279697946861,0.0,0.0,-1.693842960370728,3.6553155703003464,2.7286696085424498,-1.6000137773286065,1.622014637173962,-1.4553763085373617,-1.571731035932584,0.0,-0.15034153017265367,3.885349906177153E-4,-0.18116515368435432,-0.095563045249922,-0.6842979150260646,2.455755776996792,-1.8853110306880674,0.19222620231764637,-0.1857572806875301,-1.31907492523403,0.9021982406847036
21,2145.6343408711323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5782936042174283,0.32782886481552387,-1.0120617350488748,0.0,-1.1058822136528041,-0.9400985121641996,0.0,-0.5666253996415657,2.108817976837578,-0.4455772353189238,1.8924259231852896,-1.2111474826245598,-1.7477799023549627,0.0,0.13552630515010916,4.444679019799831,-3.0758119745633286,1.2375205323593483,0.0,0.0,-1.7659978765461466,3.5635518825103203,2.77969356835842,-1.1958375276093425,1.7531053785394448,-1.5307568936532765,-1.5535278513746036,0.0,-0.16870225593551666,-0.004919039028925445,-0.1983673326674916,-0.09958181426598352,-0.7233908071313574,2.462147509440252,-1.820317445369597,0.33980127968946783,-0.1645875506923208,-1.4253798571320515,0.7253101775601998
22,2132.31529144458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4609542911655977,0.1066066860010618,-0.2774958425112328,0.0,-0.7689246385590858,-1.0974536579661216,0.0,-0.5822827990662477,2.186120198879414,0.06006842278129143,2.002449598682913,-1.1980490596386093,-1.763190701950634,0.0,-0.5767432757907252,3.935864957899356,-2.4204107411477684,2.0031087071860507,0.0,0.0,-1.7707243594234072,3.285024038148675,2.5370521137396045,-0.666527544721648,2.0992048396119545,-1.0367429603667264,-1.4673089296792319,0.0,-0.19043042634683496,-0.01160491887790119,-0.16564027507401147,-0.10228599489235203,-0.782045216677675,2.4777902407138246,-2.0012059790967878,0.049704782031435746,-0.14121382785456818,-1.5992561011582596,1.1296917781081088
23,2126.461529409182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3536500549284225,0.14988097939374195,-0.35101114855280635,0.0,-0.616255438868314,-1.5850964050005687,0.0,-1.1357773925422494,1.9341705785395062,0.35462980442715925,2.638054083888473,-0.7526343640805868,-2.3449432091986164,0.0,-0.8182878567685776,3.7084000828852677,-1.9441854066812463,2.398507522194269,0.0,0.0,-1.5183628046483346,2.9797566238746085,2.082620195628432,-0.14157258687773133,2.5454188266161033,-0.7359190415285015,-1.3575794484201715,0.0,-0.23277550900113958,-0.0112865743855785,-0.17660390442780202,-0.10427680000249616,-0.8249565233343982,2.6144827952003666,-1.8220591077196608,0.03525851512446158,-0.05766793874617507,-1.7033198190117274,1.16455737252836
24,2122.877931021648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3150102236021148,0.4207698584612238,-0.5226817404941093,0.0,-0.3839923153951721,-1.660315393588562,0.0,-1.1399661190032708,2.0606342182141604,0.37851870777135377,2.663837865412027,-0.5024073581076236,-2.285100353832324,0.0,-0.5470568144287009,3.712463761016152,-1.8414406227821434,2.390483501623394,0.0,0.0,-1.4855148282129027,3.0136753990880325,2.276784926922693,-0.03807583966826243,2.599716972124862,-0.4888106223083646,-1.7769556898194463,0.0,-0.23878580959294599,-0.013874917109830028,-0.18351362839045846,-0.10574691362329686,-0.8436056664909575,2.843249923613375,-1.8035585519075332,0.13348076665048694,0.020327173563003245,-1.6622633981970762,1.039750485438237
25,2119.621040402996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3497949103863502,0.41618624334677123,-0.5293220422965513,0.0,-0.2695804312818182,-1.8170493026714198,0.0,-1.1526471616160392,2.2303189665312226,0.07838343900474293,2.622040236125071,-0.33854889008758166,-2.303908675389693,0.0,-0.4845486475695435,4.020517297260807,-1.8025863784001703,2.1454613697964326,0.0,0.0,-1.5028607644486676,3.1079951658143874,2.4277144119489678,-0.26669548219811307,2.4716889535802786,-0.4121001768356625,-1.9588284671403697,0.0,-0.2368309513405037,-0.01298590059257171,-0.18865562388923104,-0.10601452565126442,-0.8660873596742006,2.8778834120742305,-1.8342732280506109,0.12143910540797016,0.08810397658252206,-1.5918598867536498,1.056068182438654
26,2116.29910439879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361110845656937,0.5767461314936123,-0.7747387325141408,0.0,-0.24012928128003702,-1.7397722964178208,0.0,-1.0097981936592566,2.255923547375405,0.05286611300412397,2.4280011249068854,-0.42998836279056385,-2.521752069403634,0.0,-0.4747903908819782,4.523144850027339,-2.1149963272921037,1.9810449617545514,0.0,0.0,-1.7118411058779448,3.181134065699765,2.7941252935440684,-0.7365832384609479,2.355024296277826,-0.4187560482200841,-1.8975595082575536,0.0,-0.2396980489092188,-0.014247747260879781,-0.19294101400455155,-0.1074766868295476,-0.9073206341079836,2.8859931870766484,-1.880124417692137,0.1137787380505628,0.19361745495842225,-1.4407290044250536,1.0583581539903841
27,2112.8934976639357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3594179990502018,0.8145726186982857,-0.9322449556497304,0.0,-0.4806601329250726,-1.567918527999772,0.0,-0.9720503567746402,2.6680723206757464,-0.3828309577494033,2.322012583179313,-0.8024428012599705,-2.5515522781019704,0.0,-0.41567680249330613,4.865794767662859,-2.712239248818787,1.9888722944306163,0.0,0.0,-1.8806107849691927,3.226487412361582,2.9969825992745456,-0.910129409627072,2.356627322889725,-0.6575153547489864,-1.7432765325673438,0.0,-0.2439440833786296,-0.013951640385337848,-0.18727810350101082,-0.10750545255911063,-0.9597413281821907,3.038818397744095,-1.8943890249539463,0.15411572115823735,0.3344810131660105,-1.2549499392519219,0.9960305263311128
28,2110.9151810226012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3709388572565826,0.9412822686968756,-1.1282237785340825,0.0,-0.7051089833620477,-1.6336557936331448,0.0,-1.0227323453073103,2.7698905277767545,-0.5821143142401264,2.4220814719937858,-0.9803413393521857,-2.324069115488794,0.0,-0.5074200479255346,4.928482662664077,-2.814542930698242,2.1499324237274706,0.0,0.0,-2.077229075838019,3.230072885725864,3.1735226698793966,-1.1982376271457702,2.4115494177630454,-0.8972196167317719,-1.7944859748099242,0.0,-0.24635667648538964,-0.013733791915650195,-0.1816724231913822,-0.10731183046622313,-0.9951304519633578,3.064803572882969,-1.921679553211533,0.17572719814321444,0.41091162131848114,-1.1293969946763316,0.9587690186801656
29,2110.155973504517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.382148389765972,1.0598522428972077,-1.2530587045305448,0.0,-0.7956029358129615,-1.702143874049112,0.0,-0.9933901071470778,2.8598421509305942,-0.5966517296946809,2.37832841305378,-1.1142084222996065,-2.4318460631524665,0.0,-0.6140231967027988,5.009856806660587,-2.6633528850244197,2.1736465595551886,0.0,0.0,-2.097786208725292,3.275011198560123,3.1725845567072635,-1.1183658902583498,2.375941687820993,-1.0381799035664971,-1.9674461429989283,0.0,-0.23892802722829135,-0.012402228794023022,-0.1767502380259276,-0.10619629077885048,-1.041774743607374,3.08205049941138,-1.9926715900856955,0.16643266500604664,0.47750746925201754,-1.0166608886846449,0.9624561674942622
30,2108.1147223131566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3141886097201643,1.2319662812515548,-0.9586230615353344,0.0,-1.0166983945448484,-2.221156598023515,0.0,-1.0797378302130989,3.125702393841596,-0.43828233776521086,2.3781858335112536,-1.4575548250199204,-2.9203842324729066,0.0,-0.5410605495056273,5.067083151394173,-2.391906639958567,2.15473545874343,0.0,0.0,-2.40872598866206,3.257777925451355,3.474695408021631,-1.0598243513460284,2.4523524153541816,-1.3409126748758102,-2.3715297111268088,0.0,-0.2298917161101059,-0.00919722019083569,-0.1733190531134398,-0.10413001798157578,-1.2109216078743978,3.3066037450147907,-2.0235992827743914,0.2725168689959956,0.7367258953367528,-0.5709674165195961,0.7888754229063337
31,2107.3616443153896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2836438370699534,1.2591684247822512,-0.890784198264681,0.0,-1.0603528282276253,-2.3540752281561184,0.0,-1.1659512344210112,3.1408259429805385,-0.3380105482604774,2.436071772991174,-1.497995309657077,-2.9541458465029553,0.0,-0.5546311121830121,5.144778020511883,-2.5136018686432005,2.0832664892128108,0.0,0.0,-2.6371588978042335,3.231782507342528,3.4478781468790403,-0.9572313659631752,2.446718155380136,-1.4226664235376805,-2.625435288046134,0.0,-0.22804114332173203,-0.007819905557125287,-0.16915419939415907,-0.10282031539620393,-1.2774680660328626,3.328266198802471,-2.035076622198981,0.25912764872245214,0.8348695974060552,-0.42001264079360867,0.7899591951439769
32,2103.408333733405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3642414191431236,1.455893537372767,-1.0411492319281983,0.0,-1.1616340361713537,-2.5090522888510955,0.0,-1.153582160826586,3.3485561831047304,-0.41703218204323234,2.5992650112470526,-1.5467001975255679,-3.1124437740009068,0.0,-0.5277772359316781,5.235064429877105,-2.5788646955629337,2.161669434697463,0.0,0.0,-2.783374290110598,3.27766708633387,3.5522439367512524,-1.0501739351127481,2.543548588271564,-1.4743818808386195,-2.8038767586882845,0.0,-0.2350928808617066,-0.009076625472118845,-0.15799449712031077,-0.1000448673864632,-1.5245667896110684,3.599607375545518,-2.0281823244205404,0.3024600914477097,1.4042644757002778,0.34304149375538695,0.6445777353860123
33,2099.775435666426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4447952574965668,1.619778011861704,-1.1347101839632512,0.0,-1.2910288557754528,-2.6869683722100826,0.0,-1.1236174216659183,3.5200524007487073,-0.46451934878884826,2.7125505149270865,-1.6426667904792105,-3.292773843230866,0.0,-0.47235878921401153,5.319186989766798,-2.6197431440727725,2.209294637704041,0.0,0.0,-2.9545380591949684,3.342599775891187,3.6434688102259623,-1.1069813468457024,2.619307102795015,-1.5824890200351003,-3.0051675890193787,0.0,-0.24048754922177307,-0.009743287906564495,-0.1492977326091606,-0.0969235254389579,-1.7819312394286357,3.863954728604549,-2.014880783045418,0.3734565800524234,2.0750607692606327,1.2601256445579303,0.44425814032704614
