| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_carP                       |  1,5175640 | 0,66813 |   2,27135   | 0,02313 *   |
| b_carP_p.age_group_agg_15_24   |  1,2979369 | 0,58681 |   2,21184   | 0,02698 *   |
| b_carP_p.female                | -1,1084698 | 0,41974 |  -2,64083   | 0,00827 **  |
| b_carP_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carP_hh.cars_gr_2            | -1,1310937 | 0,52057 |  -2,17281   | 0,02979 *   |
| b_carP_hh.cars_gr_3            | -2,3428465 | 0,53865 |  -4,34944   | 0,00001 *** |
| b_carP_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_pt                         | -0,9670384 | 0,69289 |  -1,39567   | 0,16282     |
| b_pt_p.age_group_agg_15_24     |  3,1655645 | 0,57558 |   5,49977   | 0,00000 *** |
| b_pt_p.female                  | -0,4816670 | 0,39565 |  -1,21741   | 0,22345     |
| b_pt_hh.cars_gr_0              |  2,5624002 | 0,24237 |   10,57222  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,4769510 | 0,52145 |  -2,83242   | 0,00462 **  |
| b_pt_hh.cars_gr_3              | -2,9823726 | 0,54279 |  -5,49457   | 0,00000 *** |
| b_pt_hh.cars_gr_23             |  0,0000000 |         |             |             |
| asc_bike                       | -0,3972366 | 0,73290 |  -0,54201   | 0,58781     |
| b_bike_p.age_group_agg_15_24   |  4,8165452 | 0,69489 |   6,93141   | 0,00000 *** |
| b_bike_p.female                | -2,6369431 | 0,51792 |  -5,09137   | 0,00000 *** |
| b_bike_hh.cars_gr_0            |  2,1863555 | 0,31531 |   6,93409   | 0,00000 *** |
| b_bike_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_23           | -2,7566139 | 0,61413 |  -4,48868   | 0,00001 *** |
| asc_walk                       |  3,4314041 | 0,67843 |   5,05785   | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  3,0752806 | 0,61176 |   5,02696   | 0,00000 *** |
| b_walk_p.female                | -0,9692560 | 0,42293 |  -2,29178   | 0,02192 *   |
| b_walk_hh.cars_gr_0            |  2,5049042 | 0,22248 |   11,25883  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,3561162 | 0,52480 |  -2,58406   | 0,00976 **  |
| b_walk_hh.cars_gr_3            | -2,5936514 | 0,55156 |  -4,70239   | 0,00000 *** |
| b_walk_hh.cars_gr_23           |  0,0000000 |         |             |             |
| b_car_time                     | -0,2772734 | 0,03176 |  -8,73023   | 0,00000 *** |
| b_pt_time                      | -0,0185299 | 0,00717 |  -2,58432   | 0,00976 **  |
| b_bike_cost                    | -0,1526362 | 0,02743 |  -5,56366   | 0,00000 *** |
| b_walk_cost                    | -0,1451914 | 0,01336 |  -10,86554  | 0,00000 *** |
| g_bike_grad                    | -3,3139698 | 7,80262 |  -0,42473   | 0,67104     |
| g_bike_stressLink              |  4,5938056 | 1,51170 |   3,03884   | 0,00237 **  |
| g_bike_stressLink_c            | -1,3436506 | 1,74134 |  -0,77162   | 0,44034     |
| g_walk_vgvi                    | -0,0393435 | 0,17825 |  -0,22072   | 0,82531     |
| g_walk_stressJct               |  0,7752143 | 2,13228 |   0,36356   | 0,71619     |
| g_walk_stressJct_c             |  0,9166309 | 2,22818 |   0,41138   | 0,68079     |
| g_walk_aadt                    | -0,0704569 | 0,07337 |  -0,96023   | 0,33694     |


Iterations: 120

Start LL = 4864.317465400571
Final LL = 2083.835743310195
