Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_bike_stressLink_c,g_walk_stressJct,g_walk_stressJct_c,g_walk_aadt
10,2200.0891881826333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4111465826260066,-0.9215956887061127,-0.16527147841927609,0.0,0.9839500317797802,0.49679619070444614,0.0,-1.3344721950986105,1.301487393861364,0.7388181209714915,1.9404781684755876,0.29864997398332765,-0.9249302687606629,0.0,-0.5754231645678485,1.5187623446477507,-0.41111954043340515,1.3426769166156354,0.0,0.0,-1.1455156408029046,3.2106041258218836,0.9639522373470144,0.35576600378081025,1.8427120428513672,0.09283010336910077,-0.013211847160873182,0.0,-0.4207167365148957,-0.04091693075469102,-0.2217585031102174,-0.12273989790136058,0.5391329923028081,1.010537255490114,0.2801561229663182,0.21711646344827013,1.1425946617679148
11,2180.6542223374436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64607300718848,-0.789876470180959,-0.046994341740352,0.0,0.7601340022023837,0.42800406519192846,0.0,-1.4757338502900565,1.2948877059957178,0.7277549411036693,2.2111524376794045,0.3447927259220083,-1.0245669001979947,0.0,-0.33845575744391887,1.8196479414887188,-0.5800502950135595,1.7712759798097188,0.0,0.0,-1.2480765120046888,3.281711958190219,1.016353219648022,0.33000713099761364,2.006340110512272,0.3676829637084815,-0.08404313076493947,0.0,-0.38135888750948893,-0.027169409398795974,-0.24077906555349982,-0.11961583844068976,0.6335304806620974,0.7933376091174892,0.3389525769333118,0.2594738739614906,1.1385851309159776
12,2172.5728880766083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7011711758028583,-0.7693609191906701,-0.0421930397478576,0.0,0.7956227575476985,0.20948405975261516,0.0,-1.460398182462619,1.342007375383791,0.7701161775085519,2.2862136289467885,0.2587061817412082,-0.9792427182124228,0.0,-0.2979608029796507,1.954529524366356,-0.7051850440297576,1.9301986861486724,0.0,0.0,-1.2826580342769287,3.2872125381412185,0.9988121114363594,0.2608647232004947,2.1032492317776583,0.4158671981464191,-0.12135599356920596,0.0,-0.3761454090847818,-0.025035272028995848,-0.21768799832704133,-0.11745930873794885,0.7775296933550832,0.6711150590987032,0.3842074980488206,0.28923988254378347,1.1275418228207577
13,2161.8754349502437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8014023616752946,-0.7834114351132977,-0.07487544478558879,0.0,0.6313605771624485,-0.44881169457743453,0.0,-1.1242328746680026,1.2579277745242505,0.6111109745834215,2.545071148183855,0.2651966823305165,-0.9435001127915339,0.0,-0.46912558853573383,2.360729128497233,-1.0758754119790874,2.065999475334137,0.0,0.0,-1.2811185428469085,3.310530572549366,1.2679129065550754,0.1614001586391473,2.3535132091644773,0.420340312845456,-0.3468936786310609,0.0,-0.37410679714128536,-0.03470929275860063,-0.22463626150645793,-0.12074442102960162,0.706890554435286,0.6140746995056571,0.541176795757239,0.42657795007787297,1.1097758278496201
14,2154.6020917080205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8284894131501561,-0.5662365864293671,-0.05597817279223244,0.0,0.5507469555266197,-0.7525180701895882,0.0,-0.991139768700688,1.272811852776556,0.4629607761166886,2.5937055162147926,0.25894298267865784,-1.0899879947739202,0.0,-0.6007019468242948,2.6842596785178183,-1.3974218895433859,2.161433260126363,0.0,0.0,-1.232282529674811,3.462924253094784,1.226425107106912,-0.15854782960480945,2.3955859370105195,0.24226894428296453,-0.7529815758252374,0.0,-0.3617249153158639,-0.03472211937061612,-0.22691151596664388,-0.11903012137435116,0.6066061135579118,0.6251283167841961,0.7206172632686714,0.5528532747021226,1.0980018225626658
15,2140.893588639009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8954184199483326,-0.5703159850467876,-0.49790628305618867,0.0,0.23085932771405016,-1.2309401709427177,0.0,-0.9900007602454522,1.4815161450817034,0.11389429891217479,2.400917952423204,0.1202912593249752,-1.6049080698930012,0.0,-0.6861536702657217,3.175648584172764,-2.116064563514194,2.375250714795807,0.0,0.0,-1.0883007756987797,3.6302914536607758,1.5068565386429833,-0.5563505821301493,2.223023683177062,-0.09399536328542346,-1.6817381287533766,0.0,-0.3269268285206328,-0.026954931645465398,-0.22048719808010142,-0.1154409705927845,0.6441431478596501,0.5677126792440264,1.1431074465949638,0.8891699880953143,1.055400409230853
16,2135.3993815111257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8818458044594555,-0.35255640493303386,-0.6792950008344643,0.0,0.18559609162115398,-1.407043161357996,0.0,-0.9119599457799088,1.6089614989170542,-0.16072248804380496,2.5348188346568246,-0.1831330109993125,-1.9568494765528475,0.0,-0.6460726936630635,3.2646203719050386,-2.4226513753902648,2.3518334760658592,0.0,0.0,-1.0878887464491198,3.726449454995077,1.7399184858064025,-0.6678408119688026,2.066892448063398,-0.1883700841767127,-1.9411876082119652,0.0,-0.3232653183678371,-0.025087152333837723,-0.20439084104606303,-0.11545962066368554,0.7033935757063454,0.549171051820792,1.3739192541662395,1.0752497549343827,1.034228400304953
17,2135.1764565992366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9472619907912176,0.5654938943719756,-1.3120584601011553,0.0,-0.4099941990264816,-1.894750260703732,0.0,-0.5220696132543221,2.5471932107407027,-0.7367781186749717,2.317375949018419,-0.6845807681814424,-2.973927295120583,0.0,-0.20766319661665605,3.3617786582894027,-3.0266079540047035,2.026296726544515,0.0,0.0,-1.4997389411160487,3.787877783965021,2.3433628502938246,-1.1720995846381248,2.534059586984029,-0.5355857368209744,-2.095594707351332,0.0,-0.293991423424958,-0.026069813378403157,-0.1383158222401767,-0.11134569770384443,0.910850309013095,0.6989385581505284,2.1310964915041697,1.6820306964218192,0.9501471367669567
18,2129.3790009938098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.865410301876629,0.9223556942829659,-1.6611426031325796,0.0,-0.6084659993911608,-2.191490869692951,0.0,-0.41273685006938254,2.863975739532524,-1.0397650417228235,2.155153383632146,-0.9899656357356494,-3.3332626802547445,0.0,0.15435800352226714,3.6172266654193708,-3.1570019000590053,2.039678672554798,0.0,0.0,-1.8685140295861964,3.7946669196002625,2.59346365738635,-1.440775188851364,2.594698444183102,-0.7054241900086256,-2.0457817066853563,0.0,-0.28896249427821463,-0.027569517491360572,-0.17580930528435676,-0.11166971339798774,0.8683618956079706,0.961324222273158,2.5035219592413616,1.9778057906877655,0.9187890856283497
19,2123.7286107521595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8754050076224786,1.1483838485491118,-1.7456091296310892,0.0,-0.9090731836894708,-2.177312429241845,0.0,-0.48319241113258615,2.9530293130269603,-0.9783372575286873,2.226838991164765,-1.1138971315253983,-2.9711195285981287,0.0,0.3255417350510279,3.745852777410377,-3.0631076084510895,1.9093665056074007,0.0,0.0,-2.3544445776187914,3.9183834252203575,3.0282558487379525,-1.7505315078362393,2.412297521678057,-1.0641301161487386,-2.081992688961467,0.0,-0.26456526241016476,-0.022696180407617138,-0.16776295255038642,-0.11013273115073453,0.9404325892569482,0.8310730545847753,2.7948932325336555,2.218492562123588,0.8883773980958628
20,2121.2567612669905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8289573891795372,1.035489854430328,-1.6620211618824545,0.0,-1.154107087879798,-1.8731855935900548,0.0,-0.5434981807275208,3.035765562588548,-1.1659137152296366,2.372496643427768,-1.4783891547021808,-2.584046497108841,0.0,0.32361182685653955,4.128176862164462,-2.8744348245426083,1.721158778835652,0.0,0.0,-2.6862510034309945,3.827384090670703,2.990599515738631,-1.688703182137933,2.5424269516553477,-1.316544047761029,-2.2616206006134454,0.0,-0.24368809679123038,-0.017619837990962863,-0.16986501414548044,-0.10613959770382582,1.0169673189647244,0.6228564035809012,3.017619944650333,2.3740850245698732,0.8507685116011643
21,2116.7665311752944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8168366937526197,1.00506661346811,-1.4771791458475096,0.0,-1.3239842337584988,-1.7585922478023344,0.0,-0.5864941431903749,2.963727044405762,-0.9450333802248072,2.3481083053151925,-1.6109661806195024,-2.4816930131846404,0.0,-0.004996752361967172,4.351617839004152,-2.8764383466821264,1.9156143743436314,0.0,0.0,-2.7548763300011156,3.8371495895099152,2.7779169528467804,-1.2331112608510773,2.4128465405050536,-1.5464925248933428,-2.0391524393203198,0.0,-0.2191682458196451,-0.01197513386145682,-0.1622839956555297,-0.10336733825506743,0.9908089006630291,0.3535555566283038,3.1567413864804945,2.4488424188598947,0.8278060089376581
22,2113.0815085839376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6991937536503148,0.8258256398644275,-1.1901446195556176,0.0,-1.3009840297829829,-1.694449760927968,0.0,-0.709643065798298,2.6532655626076393,-0.47021210393122326,2.425939858413317,-1.7443529089382754,-2.6163090825127044,0.0,-0.2248638321205968,4.331644004014687,-2.771582653013689,2.1366584627382026,0.0,0.0,-2.638809015178626,3.6418927172653763,2.7685415559281283,-1.180435742745232,2.506288216250465,-1.5339820359089316,-2.0483278848091517,0.0,-0.22282888666619152,-0.00970809676871454,-0.17252661595527033,-0.1022682464560875,0.9755483379875399,0.28914902080059224,3.256826267175327,2.500489396235766,0.8036842833911501
23,2110.442326636594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6308066596289332,0.6772708358264586,-0.7762935927400081,0.0,-1.141629256418307,-1.9382302166565548,0.0,-0.9310041272527123,2.6999461632110204,-0.4082526992807565,2.507003123833967,-1.544286325968085,-2.615494338025811,0.0,-0.28550282549443734,4.118018412541404,-2.519095159977194,2.3400244794955407,0.0,0.0,-2.469825270790951,3.5551752198741493,2.740146940797417,-1.034976592982083,2.4707157814342176,-1.4133061015512072,-2.2013268887632913,0.0,-0.22333593319198922,-0.006399090385265002,-0.1768481316264911,-0.10111987525004959,0.9941979054226919,0.2972621731153522,3.3466672500358885,2.5381399612459354,0.786272268040092
24,2109.116195458806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5860461220978828,0.8174778276803131,-0.8698646131484422,0.0,-0.9342514186109279,-2.031043004657444,0.0,-0.9297111115894923,2.6722780465127256,-0.2536979477690433,2.5561543665832565,-1.3278867340166949,-2.5768982437961028,0.0,-0.27092547259256394,4.08170285922632,-2.316520144531943,2.400458185837434,0.0,0.0,-2.4313988895647674,3.514918654552381,2.7021262651294933,-0.8053862876585889,2.47889314814295,-1.2254089589689894,-2.4752182988029032,0.0,-0.22671063048295526,-0.008656841866037112,-0.18263647284590412,-0.10119029690058062,1.0063907945746233,0.29972822796979076,3.424009008892543,2.569975193832515,0.7705055555743463
25,2108.6741020231334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5841593079368492,0.836005208229404,-0.929847981238809,0.0,-0.8935050774918684,-2.100467079985447,0.0,-0.9884958048130401,2.6531217952469097,-0.24656991388887706,2.587090484620329,-1.244122798144076,-2.659769366565919,0.0,-0.27494316931110513,4.160680980263446,-2.2568520976747357,2.300281524983706,0.0,0.0,-2.431288099666554,3.50580101985278,2.68173801455825,-0.8241307127076103,2.4601288007671163,-1.187959386631133,-2.4492302912113546,0.0,-0.22071259794853093,-0.006280487998592217,-0.18278907574348238,-0.10022149012234652,1.0190712885627284,0.2447223840117667,3.499589340898165,2.6054944790533683,0.758994933173319
26,2107.576155302072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5462239626005678,0.895413558243695,-0.8970362859846498,0.0,-0.7660650512793362,-2.085855382887797,0.0,-0.8727444787767153,2.7625009081466017,-0.29484416462944507,2.4502223857523364,-1.1586020674448894,-2.821906188818027,0.0,-0.30855993370096696,4.386732609889028,-2.2805469388092057,2.221599494942868,0.0,0.0,-2.5411651429742967,3.485339742206107,2.859365827219568,-0.9236215242252648,2.3984551160207364,-1.0681016087670305,-2.393519806529011,0.0,-0.21716119287592153,-0.008247756767154162,-0.18379656866242342,-0.10036590051084338,1.0312600817655873,0.15736833908328013,3.799266736809919,2.7673599317952156,0.715878032158582
27,2105.5432402306105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4267333946029357,1.157135968263014,-1.0150807358616454,0.0,-0.8703119495488035,-2.122443104199745,0.0,-0.947374138099448,2.979158389062605,-0.36343542637220955,2.469420957859716,-1.1979199955268522,-2.836383125510645,0.0,-0.2480378182519717,4.607337261040039,-2.6458047236745994,2.1657486764227794,0.0,0.0,-2.5320117894815533,3.369879825363887,3.061159325355044,-0.9996044866725173,2.423217190105075,-1.1682970303740297,-2.303862415455145,0.0,-0.24065821562072834,-0.013069492823261737,-0.198465735949689,-0.10160149269976113,1.056505166867687,0.36296232651423266,4.39912457510816,3.0895906361225327,0.6365956349924065
28,2104.5815328574863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3688463793644672,1.3084966344310476,-1.209860359099998,0.0,-0.9696530711514543,-2.1551938005755735,0.0,-0.9831399679609618,3.090052139200804,-0.5172182052652285,2.523233133341137,-1.2564136404893036,-2.880795898194891,0.0,-0.407902783068391,4.600673615907757,-2.688725287862563,2.319362559399046,0.0,0.0,-2.628604020537711,3.2867453813219285,3.1407098998980136,-1.1227566062591683,2.4796342222180887,-1.2583422957203885,-2.2859424670264876,0.0,-0.24593254830562228,-0.014313957836046703,-0.19271415853883772,-0.10114651688674614,1.039133615048597,0.36377788591867233,4.850210305755026,3.314517569322775,0.5779925251513016
29,2103.594415153016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3912055098312033,1.5355261652062355,-1.209344267611974,0.0,-1.1308251772750433,-2.266728029086191,0.0,-0.9476554367596455,3.3218668719067614,-0.4954499910727132,2.4937935745540667,-1.4563406194304256,-2.9316240979751984,0.0,-0.3881710151231449,4.979787114690463,-2.5588016499776876,2.297246926663263,0.0,0.0,-2.430746889845345,3.323669550070626,3.363408836958824,-1.1072955465582077,2.5009300951086524,-1.4137820884782137,-2.418517766761555,0.0,-0.24314207890761422,-0.013553762722767166,-0.2035284674612478,-0.09996400597143697,1.137317449741267,0.28223661945012163,6.312702069545031,3.927195911765362,0.4067557488095753
30,2102.7549516107533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3531249045611229,1.5298653754035334,-1.1375372300700384,0.0,-1.1279449557038395,-2.3370829820024266,0.0,-1.0379914286215175,3.3529267596482586,-0.4731514409608407,2.5049391505888297,-1.4619488662058302,-2.9858622052895387,0.0,-0.4141292243715792,4.991943687837316,-2.765607305046771,2.190525822583804,0.0,0.0,-2.7636436660035972,3.2653660707290366,3.3303346495876824,-1.0349197889806574,2.5054140095747437,-1.4070448672180258,-2.573660519888679,0.0,-0.23847795806316138,-0.011366285190028821,-0.19645496555329392,-0.0991962530616125,1.1087999777038047,0.2069179899943157,6.807545613907107,4.068945655855762,0.34282152456109616
31,2102.2761798915326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5764732293309955,1.2928469966251528,-1.0849193764893814,0.0,-1.2410176048359725,-2.390450810341344,0.0,-0.9821268907796094,3.2357033207124486,-0.5145082074625825,2.5793941696275096,-1.6358047353117735,-3.0153143413308,0.0,-0.5366135122194352,4.7695940774304715,-2.475442519497422,2.310499098869891,0.0,0.0,-3.1268331282222253,3.414473721316247,3.1180982508380217,-1.0223639443983754,2.4762891014190234,-1.484263811797078,-2.787969096227608,0.0,-0.267735652908095,-0.014347340805719195,-0.18067597347669018,-0.10581294239791134,1.1518556746965152,0.08950361853643281,5.798257752315609,3.2071730936420746,0.41861708897687877
32,2099.4369463849926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5565963973306258,1.4261068001181865,-1.1036796481762206,0.0,-1.2769205144245992,-2.498559384854781,0.0,-0.9246746227822412,3.293479110682711,-0.48152696605574313,2.5714556138763247,-1.6254981283025824,-3.156146673751069,0.0,-0.4216490724386266,4.903567139449965,-2.54408080215776,2.3177434192107302,0.0,0.0,-3.0324860222682997,3.454672847231938,3.2691881346254927,-1.0354670790383194,2.497691006236164,-1.543447179180361,-2.7997131163376276,0.0,-0.26271891835049505,-0.014987244793430318,-0.18884977229392774,-0.10553896731401298,1.185912171192315,0.1430678989690261,6.652483954499743,3.5163840678024916,0.3220765864950365
33,2098.5914456226355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6341543436880472,1.4882447742298255,-1.1704471210360874,0.0,-1.33219657991314,-2.5865487519219634,0.0,-0.8451193739356675,3.3502286249943243,-0.5221055329804607,2.5800317809954203,-1.6765169600692937,-3.249257267348309,0.0,-0.3350552194526606,4.978743525816997,-2.633838832018928,2.3238966206802667,0.0,0.0,-3.043189554264034,3.558564418836815,3.327721472416702,-1.0994421215350465,2.510182950538087,-1.6067598946637318,-2.8566561902674588,0.0,-0.2620242402092307,-0.01520028578037472,-0.18906784931062193,-0.10706996341177559,1.2410900450213422,0.11823006367678364,7.236831467087558,3.470588877457039,0.22931569339737934
34,2097.6428423213065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.699022543120743,1.5142935194129898,-1.1942709362265578,0.0,-1.3870161753803991,-2.6652210879679994,0.0,-0.7837716331835624,3.37595266789205,-0.5346526992413639,2.5954973090390348,-1.7284700547930394,-3.3326341588211172,0.0,-0.2726778025997969,5.014342153533714,-2.6750873351659354,2.3325636049332297,0.0,0.0,-3.0958417999294014,3.641290602554656,3.3423524412157257,-1.1177518078232047,2.517522665847468,-1.6635273185821922,-2.9212847612080965,0.0,-0.26406392246809585,-0.015723135190893908,-0.1884847364855119,-0.10904708008406573,1.2886386726944925,0.1050458981012104,7.601777246592581,3.3490346267931512,0.15516785670455335
35,2096.865262342866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.778916311603379,1.5287191877152986,-1.2287180685773302,0.0,-1.4359527294936139,-2.739891397544459,0.0,-0.7104391835521362,3.3920872109559976,-0.5570429837536421,2.6078859670527748,-1.7743242156397288,-3.4116305027967275,0.0,-0.1987113305399448,5.0370316194554405,-2.734267298049609,2.3377888547764045,0.0,0.0,-3.1412106675353555,3.7392728486113875,3.349648730644824,-1.1455066654555552,2.5218573387410226,-1.7157256470082791,-2.983279758153572,0.0,-0.26502685481086874,-0.01605412583888258,-0.1871891934701394,-0.11148059001209819,1.3415358425317385,0.08668283259780556,7.821055363907741,3.0470474282357842,0.09229376276453227
