Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_aadt,g_walk_aadt_c
10,2374.9017729876578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.425422067409432,-0.681486821656681,-0.2859647004856429,0.0,1.0637256863978817,0.2708688877852035,0.0,-1.2041073031026028,1.0269160292662904,0.6431786647325317,0.727676918823297,-0.4691070347889237,-0.276210843817634,0.0,-1.3608937021449325,0.7122775961445791,-0.023253982127717593,0.12826000119888792,0.0,0.0,-0.7828008347108073,2.646481531161416,0.4663634992112836,0.18225250023429315,1.210132273733537,0.3773324995965739,0.02351543899583105,0.0,-0.166915225695084,0.016752764410504536,-0.13598009753339713,-0.06535129477119511,0.028998854075727054,0.881659138350328,0.37621518619058963
11,2357.403434127885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.445016942270917,-0.7073315599498172,-0.2989069318331232,0.0,1.0699484868125617,0.2779638630962509,0.0,-1.1932744881184314,1.1015204329844972,0.6901264613514455,0.7973825660675582,-0.46026497941385625,-0.2945814701115061,0.0,-1.343128252643569,0.7432358260545732,-0.0416165020716302,0.1791148306490945,0.0,0.0,-0.7935808553647246,2.6712866118511296,0.4646493607252918,0.1822684280497776,1.236120090947363,0.3795994172401364,0.01705689643539642,0.0,-0.16674993109407407,0.016070524728506997,-0.10962396265938015,-0.06477872733165715,0.14716591385322442,0.8815655054313415,0.37321513303347714
12,2341.7281654282547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5061377141001535,-0.6901117462022104,-0.2890301350133283,0.0,1.0318366290573182,0.29769315335672475,0.0,-1.226082399772677,1.1408889223549192,0.707267287149555,0.872252937714431,-0.45173008314821617,-0.3294851562889745,0.0,-1.2934126026709003,0.7769733234749109,-0.06805530354507901,0.2557099135358746,0.0,0.0,-0.7926439486492726,2.703116933992224,0.4900330025116177,0.20574045172505762,1.252448392588154,0.42264877664425393,0.00658726120696391,0.0,-0.16542994064240948,0.018111401630919514,-0.08755269659026776,-0.06423552578309148,0.2564280555591153,0.8793053244055569,0.37547832746921306
13,2281.595416124257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6253868410568013,-0.5215910146258522,-0.02724438079132785,0.0,1.0769826692414206,0.4009004985497223,0.0,-1.1912771194276983,1.163416350734957,0.5511026153332699,1.862943997914821,0.023769341142536038,-0.8402089652907989,0.0,-0.7770219310359818,1.6402556239849964,-0.27782140684102,1.3426455028108277,0.0,0.0,-0.910725869827627,3.102587723119169,0.6170489497188343,0.3553966124833672,1.4068091331087642,0.11129809746958275,-0.014694941008663887,0.0,-0.1523442104838393,0.015447690289682544,-0.1620271716215418,-0.06648424813371362,0.48678326048110654,0.9307904501215997,0.31225575834065955
14,2254.5615756701463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8009249352396028,-0.6922705786331685,-0.030692606894802844,0.0,0.8563334871621952,0.13766330663388604,0.0,-1.15697122296289,1.1488718421702695,0.5834005137293549,1.8070756051508323,0.30808840495247664,-0.9096280578419436,0.0,-0.6494626858529213,2.2744104233347375,-0.4845559639497306,2.0225020299197274,0.0,0.0,-1.0370061921259097,3.0968064367035675,0.630177484615506,0.2705036848685405,1.784081004746677,0.11493661599400447,-0.12845059728942443,0.0,-0.1425785042748382,0.014809722062333,-0.20946596513041424,-0.06638800738687715,0.5178675774727061,0.9787416389593467,0.22562326589751663
15,2236.4406790818052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8315844858284929,-0.6395715237970092,0.0070849071658479305,0.0,0.9255044938675834,-0.2958090724117675,0.0,-0.9952999469616799,1.0232606916597555,0.5673197377978049,1.929339004872262,0.046735487501311845,-0.8720412103260115,0.0,-0.7102678572048448,2.658985640554863,-0.8391904986598071,2.4259482000872357,0.0,0.0,-1.1069382322649794,3.1041710316763984,0.6363441430285036,0.15731681870014202,1.8801855022884222,0.2506215479967069,-0.29376002511584753,0.0,-0.160712455749858,0.011245036397947841,-0.20579864420892724,-0.06818719627256564,0.583735977761317,1.0481136743974195,0.11206245736866541
16,2218.028284882456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9035313889557155,-0.7136706000169314,-0.06086627547386557,0.0,0.762205770989707,-0.737753766506966,0.0,-0.595256855477011,0.9375561438535139,0.4781478322015807,2.2756251242327346,-0.04408602134148615,-1.0197271769252285,0.0,-0.9843140827273611,2.8881369526638085,-1.506026625488102,2.5443625992702614,0.0,0.0,-1.099988618188801,3.049674266661575,1.041969065995218,0.15375581726218102,2.1598392045933457,0.26299000100804,-0.6760825453074903,0.0,-0.18707652183565585,-0.005086862479292888,-0.18417544519645776,-0.074505240833969,0.570470009507354,1.1451444176129835,-0.05859344860851162
17,2206.716187887797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9236914457950764,-0.6283147434641099,-0.05615143956758527,0.0,0.6783864356908593,-0.8562468895597658,0.0,-0.5581276985131337,0.9687271510612501,0.4429071772923151,2.323467567499052,-0.028395276242209538,-1.1531107892728183,0.0,-1.0926839761912657,2.933523582283197,-1.7850937852762994,2.5247070773790385,0.0,0.0,-1.0718623106037304,3.0910528587952895,1.0439756817567882,0.017727213536284314,2.2337033594981124,0.16533174336083076,-0.87865688553826,0.0,-0.1925917956711692,-0.006592986616510678,-0.15851543769119164,-0.07444778297852465,0.6035379373554599,1.2266966252287999,-0.19252532269055164
18,2191.9452601795742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8896170303262705,-0.8173308764565272,-0.41015939996453143,0.0,0.5421476201977512,-1.165342200311227,0.0,-0.7755380985774615,1.0934988160079073,0.14875190909725478,2.3394389389431822,-0.11996981943744792,-1.597037544117479,0.0,-1.1521794132445284,3.093136962522785,-2.265480856930928,2.499496530520649,0.0,0.0,-1.0828085335231235,3.1468755457203996,1.215028428136759,-0.1707542319646383,1.9651438674423782,-0.10340948577481504,-1.2407650704376791,0.0,-0.19307112685718267,-0.0013877661146309206,-0.13251050595864183,-0.0747371439550749,0.7779854249197176,1.447378398381052,-0.5587045106397195
19,2170.419103544027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8367321119063371,-0.5364619226443341,-1.063092565037696,0.0,0.3004145666758642,-1.4049472777074343,0.0,-0.7173253289589447,1.6010722990219337,-0.6748879915566764,2.504690341029468,-0.6816323827617037,-2.4158861553646567,0.0,-0.5950456972005179,3.5284602580942837,-2.4378014826456944,2.1509892928093484,0.0,0.0,-1.5613210855179256,2.9955246707769514,1.6907787211106156,-0.8665812205708028,2.4038370188942997,-0.10295687725406644,-1.857339522927196,0.0,-0.21206676444737418,-0.0027771571738476088,-0.16726064064091367,-0.07728960409244298,1.0756726481312187,1.9381962887913464,-1.3894230663165525
20,2157.428301770801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0124275075708105,0.9192978854982967,-2.0853526364006,0.0,-0.27156115387257385,-2.3048750225678587,0.0,-0.03893434841073917,2.8340225027657553,-1.1337272366828723,2.2136660953076004,-0.9419142509388104,-3.0705889454637143,0.0,0.37683404582303326,3.8572375069662876,-2.7700235003613973,1.9215830407465775,0.0,0.0,-2.7365497421636364,3.4390857395328904,3.3298046737402514,-1.7440792212657814,2.2792015993726165,-0.458236137827457,-1.893540887125439,0.0,-0.23996560371302994,-0.0232774810076627,-0.15269502068613316,-0.09015586377552771,1.559221128491611,2.738603103858146,-2.690135612553848
21,2146.3800943670253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01486500207638,1.280783187562037,-2.2455165614281127,0.0,-0.5829301836706997,-2.247267728664152,0.0,0.02485793997508115,3.1490343664034652,-1.1452400531906601,2.163378452887002,-1.1275325924900315,-2.8851867822366697,0.0,0.6268097360808006,4.193202465011356,-2.9961177222585573,1.869142855402413,0.0,0.0,-3.08389855832807,3.6471338480033837,3.723980831224265,-2.0533230130117603,2.0968645653496494,-0.7925282747180563,-2.3710986945340293,0.0,-0.24158598685651372,-0.026454742648023995,-0.15979621043393277,-0.09342166787254853,1.6955751839026407,2.3294044715044064,-1.9907969953769689
22,2138.3199411262785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0821130618158508,1.3385181557426833,-2.0459811494873414,0.0,-1.0811630226953648,-2.489277102869561,0.0,-0.15000456158863337,3.3600166698890357,-1.2424970563351858,2.3636468827525667,-1.3705534391957201,-2.6122846786132685,0.0,0.6539542924212687,4.592576336623335,-3.32228402721211,1.696494771198932,0.0,0.0,-2.940163116251612,3.7039138585259765,3.5244747314712517,-1.745869553664137,2.1859670960369857,-1.2039419739121473,-2.2262686098383795,0.0,-0.2405987133331678,-0.02362176604046313,-0.17511028103900259,-0.09400921146014071,1.745133765280539,2.208965282760004,-1.7865749460827187
23,2128.8829894796827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.017577535689193,1.2241294558892997,-1.795005655807754,0.0,-1.5243900879221857,-2.143417315946868,0.0,-0.30229216861895386,3.0295437088046557,-0.7173147376679733,2.43865591720045,-1.8753630806220989,-2.792640317936981,0.0,0.3794755624607444,4.795221117729341,-3.6190504124704903,2.055302529211955,0.0,0.0,-2.738659930692201,3.604889232217091,3.524577898937033,-1.586869496748907,2.291415415149589,-1.618781239194943,-2.1601643248731084,0.0,-0.24822946815997568,-0.019436274761442933,-0.1987952715414626,-0.09578079788382711,1.7120302473998052,2.259728637747709,-1.8863364752603051
24,2122.2294838067933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.952499692468679,1.0008633356555965,-1.2954631972720014,0.0,-1.5845578046904016,-2.038704762064124,0.0,-0.33456694633708206,3.1351336214688272,-0.8269089325434292,2.3934049850835817,-1.9834911885562803,-2.9001625996150264,0.0,0.063819636617171,4.5903748211942865,-3.4810468234699163,2.446623903814775,0.0,0.0,-2.8317300012151643,3.5276525523392226,3.482369457283657,-1.3994518131376237,2.3452382277229096,-1.6949920259546842,-2.2503967747697415,0.0,-0.24948961302851477,-0.018979653807618672,-0.18456739783265072,-0.09691985857551255,1.6373706832752004,2.248578422829904,-1.8849153060774757
25,2112.4344579839635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8795611425125636,0.8558298318075468,-1.0856457780031288,0.0,-1.5302300970606069,-2.368213836061252,0.0,-0.6364522524938973,2.81613726026044,-0.5904789371328169,2.715857895411473,-1.7156699297470965,-3.085341175101729,0.0,-0.2701674162634144,4.4241956771476225,-2.7970656269944514,2.533258699646642,0.0,0.0,-3.0001139573611573,3.3924550223660663,3.3432365372457227,-1.2999884390405128,2.502049733557127,-1.6566114960939378,-2.3761422308509603,0.0,-0.2434660974020826,-0.01316170682775974,-0.1711876520746374,-0.09759127434298073,1.5298829847270135,2.1521029999352708,-1.7563929994566396
26,2109.0553396729824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8441635949129511,0.9184493083485278,-1.1351693913075682,0.0,-1.3120082667608681,-2.2584661556810923,0.0,-0.5935715851046416,2.7176191164483714,-0.4016197471329509,2.670290405048362,-1.5062262967233506,-3.0790569117360853,0.0,-0.35517163758216963,4.656887187346762,-2.4407736810995972,2.419935049181169,0.0,0.0,-3.0327703178922842,3.3903615668196543,3.1562426202485625,-0.7564930443818856,2.491120134120065,-1.5052427159988522,-2.7536974257326814,0.0,-0.2405003094901998,-0.013983494747984137,-0.17645413619748845,-0.09894095477405444,1.4653610148325558,2.1926581330547563,-1.8504017893701887
27,2106.8327652080916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.835612297175409,0.7774017224741766,-0.7770383531648843,0.0,-1.1191341862534607,-2.2642610355926385,0.0,-0.593207642377755,2.7306181616360607,-0.27977335088978544,2.60101570792041,-1.3918407348062796,-3.12058520496438,0.0,-0.22159655121108415,4.9312695355590765,-2.4032267434902064,2.1689503396298004,0.0,0.0,-2.916295926640286,3.421194462983971,3.3787315434808862,-0.8318797089836024,2.4156009246597727,-1.3533785224470805,-2.8189348787541473,0.0,-0.23621426790125152,-0.012624225750208952,-0.18839098244490737,-0.1006820782772954,1.4994679809121387,2.222683626608262,-1.9169998037217832
28,2105.799859323757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.587809213712031,1.3063010767349383,-1.1218325681704504,0.0,-0.6190732374184875,-2.6571385878543814,0.0,-0.86850251041155,3.3220410735065875,-0.47586333888122523,2.6033733586922465,-1.1234339833169424,-3.8326504568883015,0.0,-0.2557143639536139,5.017443370311995,-3.394282141084607,2.435567524835176,0.0,0.0,-3.033202560344633,3.191260289341536,3.9446871928589733,-1.145785045405205,2.6534485742329714,-0.8155752489486032,-2.5501723103257925,0.0,-0.22520877455258154,-0.0073269442713363025,-0.17914218472122687,-0.10973613130400539,1.4502626214203145,2.0605716412669635,-1.751081217444411
29,2099.2247260658064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5785665157804833,1.5107168211194133,-1.3607626448949506,0.0,-0.7043186362357747,-2.745256993367993,0.0,-1.0032969567441434,3.5216371557670088,-0.7030547393404392,2.7992574433544046,-1.1386647414439217,-3.4596188716659864,0.0,-0.3389158089861094,5.038168481063087,-3.413661848943475,2.6844776016684055,0.0,0.0,-2.905726493802087,3.2175575617411822,4.370024989024207,-1.4798352199000264,2.6731373556563165,-0.9393599535649926,-2.800580365935516,0.0,-0.23196661911657518,-0.007158783722212359,-0.18146549928522507,-0.11418213806650619,1.4693111250163924,2.18525437856442,-1.995581152748647
30,2092.9598012278275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.619974911446846,1.6676578427737483,-1.5617256943823912,0.0,-1.0583718628489593,-2.5253084240559414,0.0,-0.8867557271032762,3.687112934623171,-0.9135449257085202,2.8159134871491602,-1.5354188394133013,-3.2183659704646224,0.0,-0.46437888112497394,5.3079909480731695,-3.1296026063631217,2.6730241277257365,0.0,0.0,-2.939626303014728,3.2779385238796834,4.735570134218234,-1.7337699158006976,2.704416869246037,-1.3157395987386447,-2.5795646758687467,0.0,-0.24447717167835456,-0.010703254268817056,-0.1759556776305198,-0.11911486815313649,1.4937112588075772,2.2670129133141983,-2.1719007012061224
31,2091.1317258252834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6130032906370184,1.6711957026872781,-1.523458333328802,0.0,-1.14392788024928,-2.5307723636734143,0.0,-0.92345122869144,3.6737930672474133,-0.8870556721403476,2.8497385386454313,-1.5784318157315511,-3.130592419007001,0.0,-0.39874621562360957,5.351674368881521,-3.159242878485285,2.6369290274081854,0.0,0.0,-3.1354970525463273,3.2780717867318967,4.837649436688769,-1.722831996931401,2.691197178402622,-1.4128488918098634,-2.688975596789794,0.0,-0.24643055205838646,-0.010723607393891835,-0.18161038385117037,-0.12053014606533537,1.4856155798239543,2.3522207016611425,-2.3326016553038684
32,2088.8022747307527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.749505989247117,1.6643674780140927,-1.389233930069462,0.0,-1.3304655653811035,-2.8154650798860197,0.0,-0.6841434104825579,3.599892058137296,-0.7600557548765352,2.711709118055322,-1.7027821216806043,-3.424870178441006,0.0,-0.3507565528285872,5.454031584050029,-2.793843229222376,2.594302493573861,0.0,0.0,-2.949594321851368,3.4580168323153537,4.850636192599122,-1.4978826901449551,2.5963644916688278,-1.5933808558183375,-3.0014547772882136,0.0,-0.25766768737680273,-0.015546622571129827,-0.19663294680277682,-0.12384286061987548,1.4698028930702907,2.3560351197240825,-2.3601576228338783
33,2088.6861604583655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.840163726107943,1.4131325226392122,-0.9936707527731272,0.0,-1.7991087630352025,-2.644799412670342,0.0,-0.6315424790711629,3.2261442403165885,-0.3955493640528564,2.6959499566471625,-2.0325542300946844,-3.323486188428329,0.0,-0.018500707321639887,5.34072254941715,-2.5139275957579654,2.2054464588372844,0.0,0.0,-3.6523284145360373,3.5272271089000635,4.5186977833515165,-0.9467440500750882,2.5572657330423816,-2.011026094390031,-2.956283894288345,0.0,-0.2740974923694811,-0.018165371030357695,-0.20643199494253026,-0.12619802636312602,1.4428725865292953,2.230110279883688,-2.2040458968200505
34,2085.926063275185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8712059513731754,1.4634632314157403,-1.183963190248821,0.0,-1.561758833495074,-2.70832883630382,0.0,-0.6017798781121563,3.3504917952188467,-0.5453939491234514,2.7012227291150688,-1.8800023051174342,-3.3814148888567592,0.0,-0.08883351591822419,5.275966424416516,-2.6563827455094597,2.40379377296226,0.0,0.0,-3.1781513296702073,3.551738207707393,4.636987495185269,-1.1469716374484795,2.587874907154246,-1.77421341199763,-2.945866479749861,0.0,-0.2670006947085102,-0.017119075551190945,-0.2013497088599263,-0.12749871081468822,1.4453112883764807,2.226016058176967,-2.248966091836099
35,2084.874262035842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.900341528894973,1.4384097345298636,-1.2982849617640138,0.0,-1.4691115558409258,-2.7513647877206124,0.0,-0.5275492004360809,3.340781826900823,-0.657984871338036,2.6101057120096858,-1.8168462998434638,-3.4235497857925776,0.0,-0.01292590938534835,5.247075407203511,-2.8035328399212984,2.3892778016380043,0.0,0.0,-3.1343896806822364,3.6094850072548708,4.676313935666536,-1.2808585232743983,2.5444403408217258,-1.7121110183115174,-2.9317967115801467,0.0,-0.26688748474618645,-0.01806727893095892,-0.2088930634161795,-0.13027382785137545,1.390906483001211,2.1339562314345475,-2.1787751511780167
36,2083.2340581472045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9807466730308434,1.2133675649010418,-1.3045778484501305,0.0,-1.3182093212314552,-2.6524921244974036,0.0,-0.44493698079774596,3.1289060102899375,-0.6496508340587372,2.5630253130613747,-1.6888676909433842,-3.337725478542193,0.0,0.12077516036118258,4.937080519394876,-2.795833109861281,2.3881119023754396,0.0,0.0,-2.826084794294789,3.694572488954916,4.540176321162103,-1.2730896410830943,2.540315283279734,-1.5370162150301296,-2.7798929965768724,0.0,-0.2696255230950042,-0.018970458352072325,-0.21253144342582458,-0.136720668596538,1.3310948451585047,1.8664492271861353,-1.982005873904972
37,2081.9864198740365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9513527842549185,1.030521389355884,-1.2727726518544402,0.0,-1.1975871238139697,-2.4350003797000674,0.0,-0.4495584058899844,2.917431511352756,-0.6295640446774515,2.510307928771882,-1.552976921831613,-3.120990402069702,0.0,0.14596915223445603,4.76586963819212,-2.7880241190472255,2.3238782606231174,0.0,0.0,-2.7440801436657916,3.6886177864797793,4.3863956635035235,-1.2541310547410656,2.5207633706504247,-1.414694515163112,-2.562075069144485,0.0,-0.2723856651548968,-0.019921603454799115,-0.21946882142522398,-0.14127563387413572,1.2543808863334056,1.6049986395416862,-1.7573466367853272
