Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_aadt,g_walk_aadt_c
38,2081.164199189101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8052495579219985,0.8917045311463543,-1.1583501502738676,0.0,-1.0636641412267052,-2.17968706050866,0.0,-0.5853744867465105,2.752971131688839,-0.5288820016819997,2.5056768679940453,-1.3930028068005886,-2.854502914668667,0.0,0.009676604792466154,4.646996854619105,-2.677489590569408,2.2760677622472403,0.0,0.0,-2.579284750174775,3.5652310310329063,4.180761009236829,-1.145361879411033,2.5294212099880475,-1.2657981694604323,-2.3365329272670943,0.0,-0.2747110837675417,-0.020501955193013864,-0.22212101019954492,-0.14443868161988527,1.2144323096942542,1.2687209240534183,-1.431810768328313
39,2080.587786449643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6721315457805426,0.9740713276930129,-1.119798052347798,0.0,-1.0423247887605585,-2.1165109275866327,0.0,-0.7294973643424203,2.83484346290082,-0.49617294820451935,2.539292654349349,-1.3635545004381393,-2.7811844673928547,0.0,-0.14398745970305926,4.7350958729390005,-2.6320281690280565,2.2844002493839923,0.0,0.0,-2.5845416133148857,3.4385932283979397,4.173390335647205,-1.116985154877518,2.550266383255317,-1.2412252625765938,-2.296321706554502,0.0,-0.27550179732945856,-0.02038020101111796,-0.21910748035030167,-0.14349020793130365,1.2495158499088002,1.1890698095899084,-1.3404698427173338
40,2079.891034112333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3949197476767758,1.1621346812693565,-1.0682954186848794,0.0,-0.9414553074457144,-2.023019227027918,0.0,-1.025278012121488,3.0215576818937766,-0.44987510397182895,2.5576172401997486,-1.2693688102824643,-2.6717324144336154,0.0,-0.4750790112519786,4.903454735301983,-2.564244936703775,2.2974576150283874,0.0,0.0,-2.493460116563867,3.1752452151453117,4.153772534564646,-1.07206066020315,2.5652828977348157,-1.1422767475148876,-2.2177652137951642,0.0,-0.2768571280431486,-0.02019223936975489,-0.21325282908157747,-0.14220704998325423,1.3089815705064929,0.8963903009836947,-1.031222840186966
41,2079.782433005971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.278958408939517,1.2741787308013475,-1.0524968655095757,0.0,-0.9237343451915048,-2.0358333371048234,0.0,-1.1547167724056955,3.1426587730267475,-0.43187197128007654,2.562225860439941,-1.2577194778991156,-2.6850522430193613,0.0,-0.6138151508566688,4.979590478964916,-2.5391107842664655,2.3062728454927863,0.0,0.0,-2.4782536437484435,3.0623739140521797,4.136189174413511,-1.0579109595895708,2.578979023095964,-1.1276742557087802,-2.2220714611988317,0.0,-0.278033692916025,-0.020269320161381246,-0.2092836667294909,-0.1424744773428698,1.3543554765300232,0.612578291816154,-0.7510443478019033
42,2079.438761913856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4240289733933507,1.2811733327735682,-1.0990467065619567,0.0,-1.028284974400498,-2.192451519340034,0.0,-1.0167823291995979,3.1581237016370416,-0.472470175084778,2.565820302257902,-1.3684781789028677,-2.848668364703251,0.0,-0.4769180473548894,4.982289941254876,-2.599643910242966,2.325476416823345,0.0,0.0,-2.6009794674280546,3.191714051169453,4.176778649760799,-1.0886780561707083,2.5779217934453573,-1.238097273925105,-2.367098903060158,0.0,-0.2761318486328404,-0.019844978942880526,-0.20783281125791256,-0.14173900608314044,1.364367723579101,0.7291747278870426,-0.8721073018416036
43,2079.4091393224803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6237332741373933,1.2473329482746087,-1.15552023917567,0.0,-1.1410991561816715,-2.3305688910805356,0.0,-0.8141398377298796,3.11565525362194,-0.526095860397444,2.5547899149517206,-1.485620070108258,-2.9980243987797164,0.0,-0.26870784981382506,4.954360916660019,-2.6635654110219233,2.3218950535952554,0.0,0.0,-2.742663050007251,3.3790493184665666,4.228150989412388,-1.1425413356245495,2.570898095465407,-1.3558823981950583,-2.4838019599128542,0.0,-0.27687450062866864,-0.019827891601852308,-0.20930594581979028,-0.14170053477755987,1.3679828101434446,0.8723857243521013,-1.0195020025972374
44,2079.283753878616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.620216900974063,1.256248393476822,-1.1534342718394195,0.0,-1.150075269558922,-2.338060108370982,0.0,-0.820930342375734,3.1255531548051856,-0.5247530724874265,2.5597093157876127,-1.4931411062613418,-3.0043973494129737,0.0,-0.2798687156580471,4.962417145101705,-2.6652348984742855,2.3229543319194,0.0,0.0,-2.7545549090959516,3.3769409953766436,4.198647998075061,-1.137200409394122,2.5770646607391083,-1.3637232124695464,-2.493997576898604,0.0,-0.2766713503244796,-0.019743909114224297,-0.2079586929465581,-0.14197849979071903,1.3832806856251094,0.7743148014374119,-0.9241388709896634
45,2079.2567918510695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6612099308480137,1.24986008463385,-1.159758832614383,0.0,-1.1874545062045796,-2.3696652430750973,0.0,-0.7815413703770673,3.121873031193737,-0.5305900527431848,2.567859250011096,-1.5279636661618363,-3.0375716143584777,0.0,-0.239141363738436,4.959218809049077,-2.672745724349306,2.32265720867301,0.0,0.0,-2.7956532566330665,3.417623944141573,4.179429991877182,-1.1415639093634609,2.5841139746964323,-1.3996852506849549,-2.528984377725866,0.0,-0.27650091022572526,-0.019683470578334968,-0.20695799573480692,-0.14208266364907848,1.4053658323328724,0.730657658944443,-0.8820070092249046
46,2079.243996613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6875228770287567,1.2372473914781352,-1.1648266363784108,0.0,-1.2015381868702593,-2.3803396423274155,0.0,-0.754473037094625,3.10880546130484,-0.5359451341258546,2.5697011185041125,-1.5417266404038237,-3.0473044302580288,0.0,-0.21336000821126752,4.9509616481485965,-2.6794195215081764,2.322666408672911,0.0,0.0,-2.81296578775217,3.44343264194259,4.173336918730747,-1.1459374288641337,2.585091694019016,-1.4138197807259845,-2.542450779127225,0.0,-0.276045134482581,-0.019592344222016795,-0.20670785750937,-0.1419337680536503,1.4108779877298818,0.7465802445881566,-0.8972398287851976
47,2079.2210155675625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.732383333842415,1.2102065451389608,-1.173168568348796,0.0,-1.2206790924663833,-2.391444739512872,0.0,-0.7075595015523988,3.0800761145048003,-0.5454515453659746,2.5729791365030117,-1.560729982074582,-3.0554157924667504,0.0,-0.1696590974182211,4.9272016709274356,-2.688880659905816,2.32349782438369,0.0,0.0,-2.837877348578801,3.489623836416409,4.146487490961381,-1.1523669717739753,2.5887529298077037,-1.4333186474845698,-2.5587257480887673,0.0,-0.275240482253986,-0.019427376182973313,-0.2058886023236682,-0.14182354559461524,1.4273836055620674,0.7484741691287868,-0.8989303828415455
48,2079.163225393634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7971327382498945,1.1572280446882504,-1.1850370690641938,0.0,-1.236912491160462,-2.392287799172229,0.0,-0.6380682898392537,3.02496427262243,-0.5591755773285679,2.57643970513863,-1.57716339637703,-3.0519034584277214,0.0,-0.10250069608640827,4.873024401968764,-2.697852815411461,2.3237211005361247,0.0,0.0,-2.856706196144946,3.558438231264938,4.093460702368607,-1.1614550617566117,2.5943964146577216,-1.4507639659064702,-2.566363433249883,0.0,-0.2735851732505217,-0.01914185745000931,-0.20410362092115383,-0.14158759519646205,1.4691395460207761,0.7578958836060211,-0.907360063188719
49,2079.0730090916945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8769162385366942,1.0859149545458189,-1.200565451574947,0.0,-1.2501210317388032,-2.389461532984163,0.0,-0.5529218198695033,2.95261623783787,-0.5768746103289081,2.580805604596376,-1.590780969035589,-3.044212919721777,0.0,-0.012466211749583886,4.794126703138538,-2.7122282371260282,2.3211278105005126,0.0,0.0,-2.866535717550152,3.643716578249401,4.017529175792316,-1.1736769395694029,2.6017435513082083,-1.4656384967472544,-2.5701123753009543,0.0,-0.2709931473285061,-0.01871016993597659,-0.2004198345395448,-0.1411397766374315,1.5678306270975229,0.7693229401015332,-0.9162857152421205
50,2078.822560183289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9598162889760422,0.99662303065354,-1.2148275845984333,0.0,-1.2492272535535993,-2.3737927816836617,0.0,-0.4635030712533925,2.8625322716510757,-0.5938247839793269,2.5825395722287943,-1.5926154187418762,-3.0251416230255113,0.0,0.09660831330342053,4.679365923063379,-2.726331686625628,2.3102539773014183,0.0,0.0,-2.8540272454029822,3.732674226905756,3.9216458328961643,-1.183080881865961,2.6084293248022052,-1.467902172937824,-2.5580156989607983,0.0,-0.26726724982392164,-0.018083036487282454,-0.19298429998918248,-0.14035289187196334,1.7932978221680298,0.7977499471433671,-0.9404213106697171
51,2078.1240138526127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.017300323153937,0.9102095870072453,-1.2189510855850434,0.0,-1.2263014632883154,-2.3463350834094716,0.0,-0.3993009670693057,2.7765988844811855,-0.6008060907843473,2.5789570222902456,-1.5736011551061408,-2.9995253616509356,0.0,0.21557289927303952,4.538886206492863,-2.7394723457818024,2.2781668981682723,0.0,0.0,-2.8054110844409954,3.7947447153119374,3.819106156919171,-1.1777469245617178,2.61046260749848,-1.4495093126741814,-2.530226289878945,0.0,-0.26218064927661866,-0.017227650859457756,-0.17946062550337788,-0.1391011147360111,2.301167925453833,0.8391016539106204,-0.9749027109223226
52,2077.482626459299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9769644068281633,0.8613341607403942,-1.191468903932828,0.0,-1.1502063625991519,-2.2829500477923172,0.0,-0.428953368297592,2.7251158322866003,-0.5759451732493948,2.5549841593256044,-1.5051324351303876,-2.9453157881078926,0.0,0.3115036183983496,4.417225860873181,-2.732361987285224,2.207145205661023,0.0,0.0,-2.6918391848188783,3.756850959095193,3.758756560504454,-1.1354492187840906,2.5949933720653617,-1.381842540986257,-2.458131704587053,0.0,-0.2573518220102186,-0.016502405997947674,-0.1641733506150556,-0.1377759628910599,3.271243828118716,0.9131713325104153,-1.0417397478847004
53,2077.136407024509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8070857914871072,0.9797185388803482,-1.1588066922166993,0.0,-1.0971832536104793,-2.253747496324267,0.0,-0.6018100838090578,2.836539572253836,-0.5417027903865645,2.533975685186048,-1.4529733497871131,-2.9192269754200773,0.0,0.1412765575452784,4.557379767843225,-2.7049114605569478,2.202230006407192,0.0,0.0,-2.643874739839583,3.5801447836005167,3.8948320941730454,-1.1088709612349448,2.574535487025505,-1.328910772261173,-2.417419402042241,0.0,-0.2610513033064779,-0.017151356538108013,-0.17176690630602048,-0.1386773788642656,3.3276031067935445,0.9143603604809796,-1.048537576893349
54,2076.9239621076304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6677216788446612,1.1451727103489855,-1.157554144372759,0.0,-1.1058802804947778,-2.276352945571516,0.0,-0.7617528593939498,3.0074575141344586,-0.5404037667901906,2.542895602383757,-1.4583459268912906,-2.9479651241193383,0.0,-0.05528653057166624,4.702118349330684,-2.7022976514273616,2.2063849812234775,0.0,0.0,-2.650225336514657,3.42312616813418,4.062142655016498,-1.112107121271906,2.566966129085735,-1.3292062316388251,-2.4292328446975384,0.0,-0.261974716321712,-0.016876925365448752,-0.164517500865154,-0.13849113716367137,3.529408201107951,0.9215344076835896,-1.0583249252200158
55,2076.8540805834446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.586767262501091,1.2187413337526134,-1.1298920126785077,0.0,-1.0977630858482677,-2.286490586232938,0.0,-0.8513766123119895,3.086416008434267,-0.5104533801174278,2.5409501964921364,-1.4487343259209786,-2.9591610844431937,0.0,-0.15248346437262156,4.760035915404551,-2.681960160965196,2.187176681225512,0.0,0.0,-2.65821384371801,3.333527218008532,4.150987116867395,-1.078035810892506,2.5529261248166613,-1.3167951367791475,-2.443992500332073,0.0,-0.26262098193851097,-0.01681852875737818,-0.158860313705935,-0.13825516782701625,3.7523847032127278,0.9567421596131436,-1.09393182550677
56,2076.843800039604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.591149444429352,1.2131150329316358,-1.1307458305117069,0.0,-1.0968605421971909,-2.2841695421519934,0.0,-0.8469167508111639,3.0832349840657676,-0.5108337239239787,2.540876523759655,-1.447486205872693,-2.959142752758724,0.0,-0.1459626324090645,4.758721770896823,-2.6812661979236023,2.1818706666363847,0.0,0.0,-2.6649677323551573,3.338196584102717,4.151242027588762,-1.0749970188224593,2.5508342563146593,-1.3154970281710283,-2.4447710603363815,0.0,-0.262505921216587,-0.016817125450696257,-0.15863112466139415,-0.13821491803809427,3.80288545605709,0.9661664284251392,-1.1028282108739498
57,2076.82447050786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5986396317553422,1.2020308853132053,-1.1319807432460152,0.0,-1.0941285952086062,-2.278773717918235,0.0,-0.8394561947336137,3.077421281241788,-0.5111240714330917,2.540694998922647,-1.4441083104606445,-2.9587427690503856,0.0,-0.13243555305008842,4.7549876998997735,-2.679746255501671,2.1696415563452733,0.0,0.0,-2.6780308553469645,3.346050594415193,4.152790934092418,-1.067732125699669,2.54614080707565,-1.3119291592956273,-2.445701256600527,0.0,-0.26216532853950775,-0.016789927703977622,-0.1576884546662306,-0.138087158537035,3.939098472381114,0.9890866564665081,-1.1244319979918473
58,2076.8194614904387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6205906747666414,1.1853928743405597,-1.1362143803523042,0.0,-1.1005925088238313,-2.281641757790438,0.0,-0.817843578259635,3.060221529979107,-0.5160973367645011,2.544855166926488,-1.4511097489946827,-2.9595050644422263,0.0,-0.11462486015418465,4.73303744150661,-2.6841208602097737,2.1776177197814253,0.0,0.0,-2.681674198091004,3.3687301983402285,4.132297001244437,-1.073542004790736,2.551221661136701,-1.3186841498406323,-2.4474249633134524,0.0,-0.26174527183062624,-0.01668685027628404,-0.15720006915017137,-0.13795245915878068,3.9396736946519573,0.9908918147240409,-1.1253373504818014
59,2076.8170815280273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6381030785993316,1.1746369225960793,-1.141544975880571,0.0,-1.1075362307533425,-2.2851616984310525,0.0,-0.8008816777958524,3.0495782721246836,-0.5218211058114206,2.54845589458838,-1.4579756516130449,-2.961362189060799,0.0,-0.10032436984313985,4.717692264255902,-2.6883541873851264,2.1833335952579946,0.0,0.0,-2.6847880438584113,3.3867730823059,4.118408872801085,-1.0805528093689427,2.554907932734561,-1.3257854474525943,-2.4503664501139926,0.0,-0.2612003326129493,-0.016572151254447325,-0.15656891106976353,-0.13778580030934154,3.9557729772277885,0.9940176974752084,-1.1274529827290896
60,2076.814313228092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6577403670668083,1.1615121742118533,-1.1466032862975377,0.0,-1.1144922159903194,-2.2884531597798228,0.0,-0.7819561650239009,3.0371252483240094,-0.5271976828805571,2.5522419782008634,-1.4650251446554043,-2.9631653197864107,0.0,-0.08179798435692323,4.69816714150142,-2.6920821288805445,2.18739332062472,0.0,0.0,-2.6892206090856465,3.4070442901040767,4.102086282196339,-1.0862744413916063,2.558182803563463,-1.332939555852705,-2.4539985174500907,0.0,-0.26047040814899997,-0.01641848076783091,-0.15546291502898696,-0.13755795463018156,4.014988504524449,0.9999687268567445,-1.1320239217921448
61,2076.811143127893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6689405844359897,1.153280994535114,-1.149683868603577,0.0,-1.1177432953707538,-2.28911358968554,0.0,-0.7713351848042722,3.0301304957269872,-0.5303832049733022,2.554318787126903,-1.468248268241597,-2.964129671483118,0.0,-0.06991528651220648,4.6856431643421015,-2.6940051103109455,2.1872280348850572,0.0,0.0,-2.6934300974822984,3.4183959944484803,4.094506890750475,-1.0882538194213422,2.55910687416696,-1.336137217241094,-2.455610940619275,0.0,-0.25990623793918977,-0.016300970620652874,-0.15433898664176882,-0.1373743455380231,4.092447350291414,1.009600294874395,-1.1405470134548432
62,2076.805984843984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6469746219609753,1.1686515494239396,-1.143752906284335,0.0,-1.110638088042301,-2.286105674408157,0.0,-0.7929582837813229,3.044745733046408,-0.5241908105500025,2.5502971381434887,-1.4612457146697166,-2.962577830231875,0.0,-0.08778910663613315,4.701395532761596,-2.689782187307756,2.1813770431641504,0.0,0.0,-2.6872131070023495,3.3955223806184556,4.11086281398349,-1.0815412963389304,2.55530870537345,-1.3289809694059835,-2.4522680354806594,0.0,-0.2603152116749261,-0.016377167514984414,-0.15454437275232447,-0.1375092780255751,4.099945466580582,1.0051166361339188,-1.137140836925821
63,2076.801706580067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6282070789046206,1.1822564214469105,-1.1383608774356975,0.0,-1.1054621018773219,-2.284689635343333,0.0,-0.8113374561946511,3.056816354075027,-0.518836528911392,2.5468490858489723,-1.456354649608073,-2.961411372810903,0.0,-0.10178197147743609,4.710529761281763,-2.6863878145609235,2.1774141069979596,0.0,0.0,-2.6791132315482704,3.3760574112674635,4.120546121510824,-1.0764258636753954,2.552969403965407,-1.3240374307490037,-2.449584581541469,0.0,-0.26044879937324555,-0.01639245430262565,-0.1542868698988353,-0.13759390917047748,4.126533458210844,0.9957967148238536,-1.128841542324747
64,2076.8006577569286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.626594080971149,1.1842697981427448,-1.1380798297259076,0.0,-1.1058013883237205,-2.285318128722859,0.0,-0.8128991882944197,3.0578554111600575,-0.518823160134031,2.5465621941080245,-1.4568456250623003,-2.961397466047171,0.0,-0.10307751890811376,4.708864300669051,-2.6865443318121462,2.1783074350788603,0.0,0.0,-2.6764831370464917,3.374454689951197,4.11828718116721,-1.0770787939259714,2.553705264734262,-1.324515984194284,-2.4490642345693376,0.0,-0.26037886791708775,-0.016367352306334057,-0.15401961327069585,-0.1376121715153442,4.134179299248258,0.988251198054513,-1.1216654663299606
65,2076.8005392861646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6300243655250004,1.1819898807965443,-1.1390416107751138,0.0,-1.1070761796942896,-2.2858197101367814,0.0,-0.8096112531172459,3.0556513369299574,-0.5198624712954655,2.5472530268268745,-1.458096828638989,-2.961668925614063,0.0,-0.10076595046760818,4.706142873959833,-2.6872403684104786,2.1792856161793046,0.0,0.0,-2.6776358211343876,3.3780141717490393,4.115478019530815,-1.078224909622829,2.5544657775015636,-1.3257362126431094,-2.4494997609229143,0.0,-0.26032433155800333,-0.016353408207899562,-0.15392552884301344,-0.13760036694813618,4.134283143214761,0.9874931705104718,-1.1208203632456295
66,2076.800487088547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6320764026249173,1.1804446884722322,-1.1395736007616664,0.0,-1.1077324840138494,-2.285975940948994,0.0,-0.807669183432098,3.0542422983216384,-0.5204229144335056,2.5476794596472674,-1.458703965949001,-2.9617498572601995,0.0,-0.09943261498904618,4.704506866825119,-2.6875810550627635,2.17972770167315,0.0,0.0,-2.6785209391874725,3.3801825977405007,4.113557706021914,-1.0787755339957843,2.5549345680666917,-1.3263296014509154,-2.449718910564333,0.0,-0.26029725955901384,-0.016347028698020127,-0.1538752300268286,-0.13759844830863788,4.13462404044796,0.9863192220289764,-1.1196104184144309
67,2076.800465085252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6323483284465887,1.1801097316894342,-1.1396341661668128,0.0,-1.107733026144946,-2.28585191390496,0.0,-0.8074337925173078,3.053992232452829,-0.5204745896016879,2.5477400649125883,-1.4586868519943417,-2.9616802071201076,0.0,-0.09935452695704226,4.704196146673465,-2.6875248942834373,2.179676050294609,0.0,0.0,-2.6788361587216993,3.3805214513445496,4.112951747444696,-1.0787528950687153,2.555032035158539,-1.3263002920019646,-2.449679682100762,0.0,-0.2602991151503723,-0.016347536265589345,-0.15386708633944693,-0.13760499834591383,4.134948935231086,0.9850587666822028,-1.1183793870384746
68,2076.8004592435746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6317574414654763,1.1804490432517423,-1.1394737613202863,0.0,-1.1074687255865294,-2.2856888748920507,0.0,-0.8080087934581199,3.0543574969437217,-0.5202915353800406,2.5476109244509013,-1.4584203050484654,-2.961598232268073,0.0,-0.09981154305287677,4.704612842910924,-2.6873470295944935,2.1794242676261666,0.0,0.0,-2.6787744004796052,3.379940218955251,4.113251891662755,-1.0784997150773663,2.554898437846454,-1.326035391545618,-2.4495847693127444,0.0,-0.26031042072699595,-0.016350499244381197,-0.15388022763900633,-0.13761063814023872,4.135249885508524,0.9845511642624488,-1.1179054940520465
69,2076.8004585088993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.631418739853524,1.1806748478310978,-1.1393836833322124,0.0,-1.1073451573524935,-2.2856294609582273,0.0,-0.8083307691522006,3.0545760901427372,-0.5201922688962356,2.5475289230744926,-1.4582995603238755,-2.9615657132097453,0.0,-0.10005639866920599,4.704840024550577,-2.687257515163289,2.1793029212043935,0.0,0.0,-2.678694304876555,3.3796007888505715,4.113433890232901,-1.0783779866452174,2.5548195294607665,-1.3259174764626713,-2.449545415964389,0.0,-0.26031548042965597,-0.01635178230277097,-0.15388625788885996,-0.13761315544306704,4.1353937442256115,0.98432065354013,-1.117694466348619
70,2076.8004584912014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6314027896490695,1.1806939005320487,-1.1393809019421495,0.0,-1.1073454336251578,-2.285633148453107,0.0,-0.8083433611967143,3.0545891012826663,-0.5201899723692467,2.5475199845928724,-1.4583000098994527,-2.9615670697544876,0.0,-0.10006221781718887,4.704847304857799,-2.6872567072745905,2.179296363096047,0.0,0.0,-2.67868344068036,3.3795838690867277,4.113438516578995,-1.078376718105134,2.5548120391306854,-1.3259190486777739,-2.449548025824775,0.0,-0.2603154242066133,-0.016351750038997876,-0.15388601485278983,-0.13761324196196978,4.1354215394961775,0.9843011300133215,-1.1176770376074685
71,2076.800458488944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6314112015762716,1.1806926503174904,-1.1393833012118535,0.0,-1.1073524806375716,-2.28563807206232,0.0,-0.808333487013035,3.0545850026955814,-0.52019290430823,2.547517498296383,-1.45830712012007,-2.961569970922934,0.0,-0.10005241684456895,4.704839284580622,-2.6872589937926286,2.1792952123530935,0.0,0.0,-2.678685016154562,3.3795919999671025,4.113429154265568,-1.0783800571084492,2.5548100713386077,-1.325926418506427,-2.449552624253344,0.0,-0.2603152513959766,-0.016351688264446,-0.15388552449907777,-0.13761323959358276,4.135443712759079,0.9842933233800151,-1.1176699841540227
72,2076.8004584888804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6314174461368545,1.1806910928557308,-1.1393851327082851,0.0,-1.107357020594154,-2.285641261537477,0.0,-0.8083263525103207,3.0545817352126705,-0.5201950318568761,2.5475163038608417,-1.4583116413852368,-2.961571746481215,0.0,-0.10004675093623334,4.704835989148015,-2.687260690443136,2.1792957203859955,0.0,0.0,-2.678686463042966,3.3795981438070513,4.113423819536566,-1.0783828570203753,2.554809269390787,-1.325931102172693,-2.4495555024313997,0.0,-0.260315276129673,-0.01635168042953256,-0.15388560792311537,-0.1376132647623676,4.13542739235247,0.9842892758175222,-1.117666415741404
73,2076.800458488335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6314170157681163,1.1806890949740279,-1.139384913283698,0.0,-1.107354641572597,-2.285639066883469,0.0,-0.8083276381981153,3.0545814283430075,-0.5201945693745976,2.5475175593441985,-1.4583090455013494,-2.9615707773340523,0.0,-0.10004836581213486,4.704837207881125,-2.6872603250001,2.179295449136977,0.0,0.0,-2.678688032203339,3.3795979761578256,4.113425588224214,-1.0783816475049022,2.5548100144052683,-1.3259283592669808,-2.4495539467669576,0.0,-0.2603153353316291,-0.016351702708454513,-0.15388569903311963,-0.1376132712391855,4.135427758649059,0.9842926026732789,-1.1176693600409504
74,2076.800458488276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6314189225665978,1.1806880476157324,-1.1393853512501586,0.0,-1.1073555764744736,-2.2856395691131723,0.0,-0.8083256681022403,3.054580279247168,-0.5201950299311361,2.547517329122621,-1.4583099742269034,-2.9615711981626593,0.0,-0.10004665529213536,4.7048359356358,-2.687260618200597,2.1792951288660816,0.0,0.0,-2.678689029534517,3.379599914779037,4.1134240999938365,-1.0783820007498608,2.5548097410427464,-1.3259292587629545,-2.4495545622019965,0.0,-0.260315346306649,-0.016351702221746492,-0.15388567233945516,-0.13761328023305,4.135429106870692,0.9842921733939946,-1.1176690026013136
75,2076.800458488219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6314214134177085,1.180686539485712,-1.1393859369240944,0.0,-1.1073565894345163,-2.285640068858886,0.0,-0.8083231942323652,3.0545787657802945,-0.5201956277626296,2.5475170174628436,-1.4583109482740089,-2.961571705281029,0.0,-0.10004440130551717,4.704834228594962,-2.687261067449736,2.1792945330553732,0.0,0.0,-2.678690397240952,3.3796024789903747,4.11342226301724,-1.078382379616738,2.5548093106810255,-1.3259301944529076,-2.449555260893612,0.0,-0.2603153663703728,-0.016351703178900435,-0.15388562639991962,-0.13761329480925177,4.135432641304119,0.9842919765400052,-1.1176688758270603
76,2076.8004584881855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6314221179425343,1.1806860533693289,-1.1393860775063098,0.0,-1.107356832020739,-2.2856401749812743,0.0,-0.8083225465872819,3.0545783255475056,-0.5201957642828982,2.5475168964267687,-1.458311194208687,-2.961571857165862,0.0,-0.10004367857879111,4.704833532450824,-2.687261171165989,2.179294237806691,0.0,0.0,-2.67869078847168,3.3796032190453262,4.113421697677996,-1.0783824145861907,2.554809132772846,-1.3259304140874326,-2.4495554314029175,0.0,-0.26031537073762984,-0.016351702829896234,-0.15388558539185748,-0.13761329968239577,4.135436070416531,0.9842920589699352,-1.1176689711213292
77,2076.8004584881755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.631422149203483,1.1806860205189114,-1.139386080071288,0.0,-1.1073568323259586,-2.2856401711978016,0.0,-0.8083225309147022,3.054578304893145,-0.5201957662766891,2.5475168860904907,-1.4583111963711548,-2.9615718650349505,0.0,-0.10004361896442762,4.704833433370436,-2.6872611774125525,2.1792941940189636,0.0,0.0,-2.6786907998245106,3.37960325472341,4.113421652433096,-1.0783824014225762,2.554809114536791,-1.3259304130298626,-2.4495554317675676,0.0,-0.26031536890158247,-0.016351702290812547,-0.15388557340655978,-0.1376132996584926,4.135437035380353,0.9842920891550323,-1.1176689989158584
