| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_carP                       |  1,5271341 | 0,66901 |   2,28267   | 0,02245 *   |
| b_carP_p.age_group_agg_15_24   |  1,3099813 | 0,58758 |   2,22946   | 0,02578 *   |
| b_carP_p.female                | -1,1121005 | 0,42051 |  -2,64465   | 0,00818 **  |
| b_carP_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carP_hh.cars_gr_2            | -1,1428323 | 0,52333 |  -2,18376   | 0,02898 *   |
| b_carP_hh.cars_gr_3            | -2,3609069 | 0,54147 |  -4,36017   | 0,00001 *** |
| b_carP_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_pt                         | -0,9555041 | 0,69382 |  -1,37717   | 0,16846     |
| b_pt_p.age_group_agg_15_24     |  3,1726775 | 0,57629 |   5,50536   | 0,00000 *** |
| b_pt_p.female                  | -0,4826934 | 0,39659 |  -1,21710   | 0,22357     |
| b_pt_hh.cars_gr_0              |  2,5618193 | 0,24283 |   10,54976  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,4875121 | 0,52425 |  -2,83742   | 0,00455 **  |
| b_pt_hh.cars_gr_3              | -2,9927539 | 0,54561 |  -5,48515   | 0,00000 *** |
| b_pt_hh.cars_gr_23             |  0,0000000 |         |             |             |
| asc_bike                       | -0,3870944 | 0,73363 |  -0,52764   | 0,59775     |
| b_bike_p.age_group_agg_15_24   |  4,8675778 | 0,69382 |   7,01560   | 0,00000 *** |
| b_bike_p.female                | -2,6273641 | 0,51733 |  -5,07866   | 0,00000 *** |
| b_bike_hh.cars_gr_0            |  2,2143506 | 0,31440 |   7,04300   | 0,00000 *** |
| b_bike_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_23           | -2,7856505 | 0,61595 |  -4,52256   | 0,00001 *** |
| asc_walk                       |  3,4364545 | 0,67936 |   5,05840   | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  3,1225951 | 0,61251 |   5,09802   | 0,00000 *** |
| b_walk_p.female                | -0,9800659 | 0,42410 |  -2,31095   | 0,02084 *   |
| b_walk_hh.cars_gr_0            |  2,5210321 | 0,22318 |   11,29609  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,3634746 | 0,52760 |  -2,58430   | 0,00976 **  |
| b_walk_hh.cars_gr_3            | -2,6074195 | 0,55439 |  -4,70323   | 0,00000 *** |
| b_walk_hh.cars_gr_23           |  0,0000000 |         |             |             |
| b_car_time                     | -0,2816022 | 0,03178 |  -8,85999   | 0,00000 *** |
| b_pt_time                      | -0,0195029 | 0,00717 |  -2,72029   | 0,00652 **  |
| b_bike_cost                    | -0,1684539 | 0,02587 |  -6,51278   | 0,00000 *** |
| b_walk_cost                    | -0,1505151 | 0,01424 |  -10,56986  | 0,00000 *** |
| g_bike_grad                    | -7,6421295 | 5,62501 |  -1,35860   | 0,17427     |
| g_bike_stressLink              |  3,9232125 | 1,26701 |   3,09642   | 0,00196 **  |
| g_bike_stressLink_c            | -1,1029566 | 1,50130 |  -0,73467   | 0,46254     |
| g_walk_grad                    | -1,2753234 | 1,68818 |  -0,75544   | 0,44998     |
| g_walk_vgvi                    | -0,0648044 | 0,17407 |  -0,37229   | 0,70968     |
| g_walk_stressJct               |  0,7752568 | 2,06244 |   0,37589   | 0,70700     |
| g_walk_stressJct_c             |  0,7279259 | 2,12944 |   0,34184   | 0,73247     |
| g_walk_aadt                    | -0,0667164 | 0,07119 |  -0,93718   | 0,34867     |


Iterations: 74

Start LL = 4864.317465400571
Final LL = 2083.816386914785
