Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_stressLink,g_bike_stressLink_c,g_walk_stressJct,g_walk_stressJct_c,g_walk_aadt
10,2213.708785493788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4163694825265072,-0.9279971076390771,-0.17962608168017008,0.0,0.9322848137477164,0.48933185997815704,0.0,-1.36327138905776,1.314162265943592,0.7532690158298712,1.8258613333335232,0.21819878268678056,-0.8677193680176386,0.0,-0.6942880849149162,1.426959894595901,-0.36644780681810407,1.184424896842843,0.0,0.0,-1.1070906547272996,3.248826564651214,0.9304372571312849,0.32497383897558246,1.7244928881546735,0.18730245321512162,-0.0020058297266875823,0.0,-0.44368791420284004,-0.04514746918275159,-0.2452781046320723,-0.130627661271934,0.019463678553040133,0.39294624969807207,1.2055995005015996,0.23341125231553608,0.20066723609438436,1.162660610341949
11,2191.599016893612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6429948050084127,-0.8027680879605286,-0.07585750193464307,0.0,0.7590287997661349,0.3733507143349122,0.0,-1.5213461169133298,1.3312910011348353,0.7683429998408836,2.0406068896304483,0.23626342905151715,-0.9350648225014093,0.0,-0.44338752477099286,1.699194797529226,-0.5621218757996818,1.6251387200390144,0.0,0.0,-1.2114507665719505,3.306126633483304,0.975173663547505,0.2913395319485412,1.9102077566720748,0.428095540832198,-0.071094076156806,0.0,-0.41190545584724747,-0.03135241590247219,-0.24106371346061078,-0.12687156868269706,0.022582514682095416,0.5846532457754753,0.969457818434615,0.2895484113765858,0.24713411509681404,1.154330958770875
12,2184.0451804996865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.688125361535495,-0.8074990944550565,-0.08790410123280051,0.0,0.829703977085082,0.14047988218079546,0.0,-1.4913101044971884,1.3949594612752727,0.8128829222850567,2.128511254425528,0.1608684463945713,-0.8913875378854696,0.0,-0.3950463287714663,1.8279824114627001,-0.7055537492952177,1.7945871765809234,0.0,0.0,-1.248546111766998,3.3089198290839774,0.9894086803521385,0.24132203698489466,2.01970929625704,0.4271499137247688,-0.11160178793733763,0.0,-0.41063375669238666,-0.030560897983027652,-0.2099594026323542,-0.12483813862770955,0.024330537985630465,0.7741134769606997,0.8326853654941787,0.3348451170519705,0.283945294419515,1.1394044421254037
13,2172.2349542351076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7910894954489769,-0.7915157357488573,-0.11264481743555936,0.0,0.6734630801663374,-0.5533835141978657,0.0,-1.1480477577525618,1.2956655911724864,0.614697116164755,2.4513593023510354,0.12601146322781515,-0.8606483903640686,0.0,-0.5432286766743193,2.2750254595367876,-1.0838313655497869,1.960993774213405,0.0,0.0,-1.2485940608868302,3.350924376993051,1.2744756259364962,0.1494663939332967,2.234429939890122,0.4593245256287817,-0.3534193987725361,0.0,-0.4062953933209939,-0.03950844250034066,-0.22286348065339892,-0.12817383617487796,0.01693017717174792,0.696758141918809,0.7773312532830536,0.48861489282005394,0.4377995891785008,1.1228119296816401
14,2163.1261066295933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8535856252606835,-0.5623505929205627,-0.11390024733469953,0.0,0.53483987588152,-0.9266348305971872,0.0,-0.9869531980995155,1.361531940841554,0.4770533526508712,2.461457001614785,0.16374503227665005,-1.026578152784868,0.0,-0.6909605625597872,2.659873537918661,-1.4463533601250806,2.069894375157442,0.0,0.0,-1.1968785224874945,3.5105633168496255,1.218018503176274,-0.23315178506142498,2.358804576117649,0.2612972972043599,-0.8227918151020818,0.0,-0.384246230687197,-0.03874769373137354,-0.2174731925898726,-0.1249187018113146,0.008009247366811493,0.6127840019652367,0.7582600945025617,0.6771384706088226,0.5901279474778678,1.1066635837344934
15,2147.7195752834573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.934576336814143,-0.5684762759235459,-0.5882706445079875,0.0,0.1845727636644509,-1.399519378251406,0.0,-0.9707105230500898,1.5704413638344996,0.07371486705322233,2.292064791294822,0.05581419222541795,-1.6297240787630707,0.0,-0.7677322463558418,3.1710861141741606,-2.1466044180133297,2.2806509831078277,0.0,0.0,-1.0683246861720617,3.690964634357147,1.5669724727516936,-0.6074102296659827,2.1864493431750365,-0.09327397238038937,-1.7565907006899528,0.0,-0.34211900397845796,-0.029904840522266506,-0.20847808055111713,-0.12101083852325381,-0.006437537991442496,0.6648924502171683,0.6647333364297935,1.087000478489628,0.961954998010131,1.062036509685515
16,2141.4310946960204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9094736651827249,-0.33238390272229956,-0.7322405767716025,0.0,0.16543123200149484,-1.5469433976429403,0.0,-0.9262771220349226,1.6636055796999083,-0.1867044651232886,2.4170502473677558,-0.22547882441278105,-1.969390991593202,0.0,-0.7191426805028781,3.307813794026607,-2.4167768996948062,2.3090286715269976,0.0,0.0,-1.0829499283284805,3.8077023684959914,1.7223224556384096,-0.7633207658726933,2.0051689469656626,-0.19765660812554492,-2.0403665221415386,0.0,-0.33484607297669045,-0.02631520169053209,-0.20144824528314317,-0.12011304725347884,-0.011070488316690726,0.692938462774788,0.6611140375113004,1.2944020325594057,1.1422884708270027,1.0444156736664856
17,2131.4016948424546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9073679501356027,0.5197191853748012,-1.2902151839302158,0.0,-0.33176626251455504,-1.8973279040662954,0.0,-0.5341326389047132,2.4505511039066668,-0.7258199289304699,2.3316734360706652,-0.726281121025115,-2.859467678308358,0.0,-0.22783780682012816,3.3673624711687467,-2.911714569287751,2.056347744643187,0.0,0.0,-1.5787257886879231,3.8266841414448862,2.379983313134252,-1.1646091051984522,2.4373506944616956,-0.504257713275235,-2.170936003115015,0.0,-0.31266773611542514,-0.02957821680925574,-0.15561455890360593,-0.11738356090799552,-0.014370340297371534,0.8620077603073822,0.8646754569183686,1.9663095060679254,1.7335606859330026,0.9664993316554666
18,2125.2362263918176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8063829485466527,0.8494442136374574,-1.614770826786477,0.0,-0.5340729245485836,-2.164116967538196,0.0,-0.46604163287600886,2.7492279465047256,-0.982329093504132,2.1726764656434208,-1.0140034839068306,-3.1284366391394554,0.0,0.1758683974246928,3.6289782385697285,-3.0018585455055273,2.1076525422538066,0.0,0.0,-1.9988835735148422,3.8195963074659316,2.617108901604376,-1.4424964545978405,2.4982523220239554,-0.6925764361988325,-2.1193141886149602,0.0,-0.30367753816538656,-0.03011965366994055,-0.1988785818711812,-0.11684445019456816,-0.013484562630583282,0.8183162043178219,1.1454278458047147,2.329616554307257,2.0389662615031265,0.9347040450342242
19,2120.564770090936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.822056798855295,1.0554761885463855,-1.638965586574105,0.0,-0.8758517959551932,-2.177197932153222,0.0,-0.6311602586858462,2.8508361643529354,-0.9465186514050067,2.3124436157211035,-1.1015471601348477,-2.791357838597616,0.0,0.3784565191493439,3.757286152746845,-2.964195436803644,1.9153705863202637,0.0,0.0,-2.3808978849038045,3.939691519031468,2.9759565946726103,-1.6823693327088942,2.339250775689374,-1.0960792537613533,-2.113428035620302,0.0,-0.27497731341297604,-0.02246778589736478,-0.1896434998081418,-0.1140195857997483,-0.016713742511820652,0.9052013629983156,1.0354110994945995,2.6403938248508623,2.2908320147607815,0.9019993830338927
20,2118.5843951107877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7620294907592506,0.9890589342771384,-1.5670097410447408,0.0,-1.0855175514271411,-1.8248756362739509,0.0,-0.6253809715769385,2.884106664751891,-1.015442076664631,2.418818401364825,-1.4488702752774534,-2.494053087071616,0.0,0.36549897646628954,4.094166979817149,-2.8705484970426607,1.8142856813682284,0.0,0.0,-2.698290086460397,3.836217282853984,2.9903361399324537,-1.6088937368608132,2.4894806210108453,-1.3075362645588129,-2.301896041962947,0.0,-0.2538855856735947,-0.01882294783021912,-0.19081645417512536,-0.11017805364365092,-0.019666953694117025,0.965986966439741,0.8435901886167299,2.900245425136215,2.468769117842025,0.8596739367553754
21,2115.6841303326983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.750956785451834,0.9996367695686983,-1.423926534378101,0.0,-1.2268334159501282,-1.707500525418475,0.0,-0.5984941573574684,2.86842766733936,-0.8678395823716237,2.366784208279689,-1.564231846052411,-2.485808406689582,0.0,0.07932933991276914,4.258062703754303,-2.8767886215460687,1.9984215890207082,0.0,0.0,-2.825841565307339,3.832805139756256,2.8690650018819452,-1.2865810298066722,2.4261745918789903,-1.473740305569128,-2.116897849204412,0.0,-0.22594597193433683,-0.01408347594994181,-0.17698527353700286,-0.1069882927678926,-0.021235695768458115,0.9434569170925826,0.5848160787759225,3.1065508887903746,2.5872364648092123,0.8295064920100211
22,2112.8752963768025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.676195966668577,0.8496553324413417,-1.189300106847309,0.0,-1.2742784517548447,-1.7617155237400655,0.0,-0.7882515618720195,2.6939006907965943,-0.5679994080197122,2.4645683055383616,-1.659941877389406,-2.677988352431565,0.0,-0.102498641159212,4.260457467913122,-2.767168899514623,2.1244195807241884,0.0,0.0,-2.6742883002451876,3.67202478446242,2.803490071121045,-1.2460876066616096,2.5192834502653443,-1.513734611673783,-2.027249731506989,0.0,-0.21619249268744142,-0.007739951343658672,-0.1780983767550667,-0.10370503820067169,-0.011874832538975302,0.9586771431812607,0.48539986340446856,3.2886280072660417,2.6780370913891147,0.7981823018273344
23,2110.0278285349473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5883509479011018,0.815027277884082,-0.8318457828534235,0.0,-1.1049614691650176,-1.9100172120608359,0.0,-0.882084303662755,2.759937389161802,-0.38634565280859334,2.488891777941666,-1.511372577307537,-2.649823615629813,0.0,-0.16138282400867734,4.085563621965866,-2.5186289086061753,2.407575439643057,0.0,0.0,-2.4599278932395636,3.56859662373522,2.816884743831572,-0.9893065055588196,2.528693304253287,-1.377167144912238,-2.2770197155498777,0.0,-0.2187379437393676,-0.007831255053836634,-0.1831133447024574,-0.10248417738357103,0.00780669201623258,0.9920350771498204,0.514287627175654,3.464822526586932,2.7544112196779924,0.7680696320620283
24,2108.978595461809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5569028233965956,0.9286009262295993,-0.969923407788154,0.0,-0.9766685047837907,-2.0308172972861187,0.0,-0.9712931112793383,2.708033725460159,-0.24527753231677935,2.581508089085564,-1.3233354214642317,-2.670891041911277,0.0,-0.17303881488649617,4.111186423944975,-2.336945681090879,2.3779961534566163,0.0,0.0,-2.4043293120992915,3.5149691908069625,2.709293961224357,-0.7882608103555259,2.5424960382242423,-1.2589928210469479,-2.423070278671523,0.0,-0.21466788435803086,-0.006237616673691175,-0.1851645393634891,-0.10088609774441255,0.022554671713321275,1.0174049206521891,0.46666085641770677,3.5682539894046013,2.791029932884457,0.7479472732977637
25,2108.215595896682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.542011442975954,0.9015905574988122,-0.9260696270469974,0.0,-0.8601646251458968,-2.1039538326178957,0.0,-0.9954983266042521,2.7601720570898673,-0.3240626102387339,2.5612481592578584,-1.1869857730730125,-2.7661914944436603,0.0,-0.23191883488537376,4.198491940651779,-2.2273253603346226,2.2913308794831613,0.0,0.0,-2.4887843165953325,3.48384300916847,2.730145410223932,-0.8353593970906553,2.4983900538142225,-1.1499300969001918,-2.398748918630844,0.0,-0.20573098874993853,-0.004185771075206491,-0.18019475559307518,-0.09949770472578741,0.036240138133163,1.0325563639629738,0.3419189696548033,3.7037837989475095,2.852844471311789,0.7236283032811515
26,2107.3752019396406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4906822230022958,0.9606978800535002,-0.9250210927014776,0.0,-0.7623752975855967,-2.0705438932705515,0.0,-0.924392960235572,2.754498655749779,-0.22897862788227236,2.4917183924152866,-1.133332174497301,-2.814583522668606,0.0,-0.2749716506750912,4.312295355463223,-2.2689552701481297,2.2726467418858274,0.0,0.0,-2.5543692900119255,3.433743705197407,2.881551849724532,-0.9121872916705223,2.452290196544632,-1.0624247835944443,-2.394681833321748,0.0,-0.21248314066913288,-0.007396413285105853,-0.18341192937429937,-0.10017332367135809,0.05511238256457484,1.0360039496001308,0.3176574252599765,3.891080642222527,2.948147771938114,0.6922013393923635
27,2105.4439113502713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3956316463199687,1.0802961769540214,-0.9161276193609112,0.0,-0.7930115060885006,-2.109518903096338,0.0,-0.9990077666313951,2.9253606844288265,-0.28304597593780445,2.4757747088117297,-1.1329539925404468,-2.790338064953311,0.0,-0.3004108742225977,4.525569067375527,-2.5256491973528363,2.1995229710846473,0.0,0.0,-2.473662799320091,3.3204359981107174,2.975215131971649,-0.9095829708518229,2.4145305286263823,-1.1055175154553396,-2.2860471621176113,0.0,-0.23488278966099466,-0.011194979898964603,-0.19334434181520055,-0.10060398195502346,0.09705124149622142,1.06865708834016,0.43726642510536046,4.325076249216316,3.1595253551030478,0.6260968138901397
28,2104.365685521565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3367944984985398,1.212269717773743,-1.0868599662524985,0.0,-0.888892102634936,-2.140459521513159,0.0,-1.0446987751366592,3.0274882329355974,-0.4261840809570607,2.5430914892035363,-1.188550590451708,-2.7606125744146164,0.0,-0.4969759593607438,4.485826071215216,-2.5499672406552456,2.380915438653858,0.0,0.0,-2.5187383762079,3.2251419847355214,3.055907877115657,-1.0346746711258115,2.4531051031522635,-1.1987256280161371,-2.2949353765192306,0.0,-0.24592021003628614,-0.013360803257375153,-0.1869835379425275,-0.10020322174762862,0.1303023429578417,1.0558327214355692,0.44304405041037165,4.778089385607932,3.364544947758973,0.5643269292266965
29,2104.2711964271134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3627877641358028,1.5233117243114571,-1.1604896882399076,0.0,-1.035464431290255,-2.2631366685868013,0.0,-0.9418851361515127,3.331140958165574,-0.5107095971129545,2.464492903319509,-1.386963244955216,-2.9128938064103824,0.0,-0.5134115960963841,4.97049643140619,-2.5150200572925185,2.2876392251261617,0.0,0.0,-2.364391251551875,3.26663032836272,3.342245925687498,-1.075176618541207,2.4700498826103594,-1.334868131480295,-2.4434526954169815,0.0,-0.24082872073195116,-0.01323377474641591,-0.19290475983012964,-0.09827653582938778,0.23849043642619328,1.1519000267837916,0.2734542301509647,6.682439960915367,4.155031044831258,0.34463038302595933
30,2102.542056709187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3305838587567933,1.4782850796949056,-1.1145710669626465,0.0,-1.0405929404422105,-2.3268950306927056,0.0,-1.0462484390036941,3.31484436531875,-0.514434070473558,2.4950032499900665,-1.3848537449703293,-2.974652910197323,0.0,-0.5121202161765497,4.855606130677311,-2.8467685225934662,2.1850596115660634,0.0,0.0,-2.789911445321091,3.2182486170248943,3.2719378495024167,-1.0350896506729264,2.477431854919028,-1.32630381685858,-2.609452845302702,0.0,-0.24244951398124856,-0.012211637895503568,-0.1846619130811436,-0.09897677236939735,0.25514143094163166,1.090472993222928,0.25085433032336346,6.787056617760375,4.117743397160067,0.3293879058628993
31,2100.4928494812243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4768440461849301,1.390279139492156,-1.1512868495015567,0.0,-1.1410845989817442,-2.295779489490228,0.0,-0.9649701539866384,3.247264774766493,-0.5339817229131963,2.5139549651130113,-1.5033925922471203,-2.98095823906759,0.0,-0.4728464523977244,4.788652592187625,-2.6307821702564507,2.245502879903551,0.0,0.0,-2.8298263060787967,3.3586313613259517,3.2016219121285836,-1.0698856087657223,2.472391782429477,-1.3977058285539081,-2.5911441921319627,0.0,-0.25643060383767735,-0.014310076199853429,-0.18432394980788094,-0.10311717183388762,0.23809980453174392,1.1357197603005067,0.22948655272719667,6.006625830659837,3.650229269677174,0.4105943635113302
32,2099.5409862849547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.538674051479451,1.4187307449183708,-1.1261363377103506,0.0,-1.2501496726842543,-2.4473709219855713,0.0,-0.9356961822154849,3.2726155936715378,-0.4934526310898086,2.5530733842695765,-1.5939484636513779,-3.1168056316564727,0.0,-0.4187165072951432,4.844007042370769,-2.5873291726808643,2.288731232122773,0.0,0.0,-2.9858894286910664,3.436944851331397,3.2345966845327845,-1.0512679415854282,2.488257996024157,-1.5112656759702776,-2.735336574548398,0.0,-0.2613014185096342,-0.014978824994718556,-0.1849327203781766,-0.10482477474870003,0.25154636814396103,1.1904711642841357,0.18387686490023192,6.5223799579878285,3.7016243088232117,0.33392863843166515
33,2097.512593594117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.760667690105339,1.4730352616093894,-1.1925790142203088,0.0,-1.4194581175070904,-2.708298284807926,0.0,-0.775319863206569,3.3553145168826046,-0.5336783495255776,2.611518784533129,-1.7574795042909155,-3.362631508425304,0.0,-0.24920401710023854,5.006132298965027,-2.67071964711726,2.3397165589530102,0.0,0.0,-3.163855369498247,3.7029656443996974,3.3229355227363846,-1.132308222522435,2.5109187086413716,-1.7024779479937768,-2.977956189235917,0.0,-0.2672732270926698,-0.01587840635113491,-0.18757259700242587,-0.10998031051630322,0.27900513571528945,1.3359424604246566,0.02233023727171976,7.530306799301162,3.4338925435242507,0.15696833079109498
34,2097.0678239370245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8120655119877556,1.4811055548163172,-1.1976309132902117,0.0,-1.4685108659695143,-2.7734072228135713,0.0,-0.7363516866874028,3.3692805452567156,-0.5345233511461361,2.6292959550511417,-1.805182798216169,-3.426085397527716,0.0,-0.21304362019591,5.036413734146317,-2.677595713901002,2.3557534633859416,0.0,0.0,-3.228724536959978,3.7634490525129936,3.326782937185669,-1.1344817041506519,2.5180834673331125,-1.7524781036138821,-3.0410318182335594,0.0,-0.26979857437139265,-0.01627377223574455,-0.18766356739506115,-0.1115798551737325,0.2892531960657366,1.3747292466581726,-0.013445095483830306,7.7340425453612545,3.3180028944030395,0.11101191356045756
