Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_c,g_walk_grad,g_walk_vgvi,g_walk_stressJct,g_walk_stressJct_c,g_walk_aadt
10,2228.3869503743467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3306173423177081,-0.6994787458733283,-0.11568339609090542,0.0,0.6098082628729936,0.5848197985662424,0.0,-0.991359005142977,1.2816940290903567,0.7960494615831053,1.8836726648226023,0.2918168429110287,-0.7764553464339207,0.0,0.17709331342606435,1.6963641932520321,-0.136478144396378,1.3908741662617539,0.0,0.0,-0.5884530400164333,2.8110705338230755,1.1019916178630433,0.3855086985406942,1.4413962507729028,0.16906486084587824,-0.07143607025299072,0.0,-0.15766543368297659,-0.001967232286463825,-0.3362766275697717,-0.10859715291732348,0.027407106733676495,-0.6592544907970084,0.006074135656726501,1.4902563227758046,-0.040377865034792744,-0.5742897526639936,-0.05864104990325437,0.033197235556211804,1.510451405356926
11,2214.9909770564736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25160719518219,-0.5595990025686245,0.06062364595952502,0.0,0.6700885650489798,0.3110195237110558,0.0,-0.9038039626069384,1.2374574205666062,0.7196587551016916,2.056102378453255,0.3508319533595203,-0.8286680261432278,0.0,0.4331984834862669,1.823552989683646,-0.4996715636704509,1.736800835125043,0.0,0.0,-0.6253263355502607,2.8044524147783796,1.2518664791998106,0.36138983249915774,1.86487712131463,-0.00582738804769517,-0.08538295150989969,0.0,-0.1829271596692045,-0.009927743291930535,-0.3721972322556801,-0.11302805422794392,0.04284518019971545,-0.8602077539709776,0.3820532717316499,1.4350092647634662,-0.07555596762533656,-0.5919965731021464,-0.05108084999570163,0.02884674278646923,1.5404344833648869
12,2202.974139305238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.256885471157059,-0.5303395717517548,0.13761730820725215,0.0,0.5827011528540166,0.06271753452817425,0.0,-0.8343284338200078,1.380698755709664,0.7626638410212817,2.2908479373641715,0.3015762681535038,-0.8591851597372769,0.0,0.5405352521614877,1.8769182336570018,-0.8189840574358279,1.9351910048758811,0.0,0.0,-0.6434427852849939,2.7949278633815684,1.3074697391038612,0.2740382099456912,2.06838058703863,0.06106367366782267,-0.12566459622045686,0.0,-0.17966046234011307,-0.013981580117551306,-0.3716018064211958,-0.11311275095140992,0.053613772140192424,-0.9999014567531657,0.6523431376978508,1.3635161112817413,-0.10714959603262716,-0.48835301399051956,-0.03389183492735104,0.018960155050255674,1.4092170176308476
13,2197.6660222854193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3886213421203686,-0.4641750004713069,0.17622480447666047,0.0,0.4210040811993334,-0.10932035997836953,0.0,-0.9125276001412066,1.3573058493170584,0.688597617887971,2.371749168986159,0.22910669859183783,-0.9089837909970708,0.0,0.5489362792351128,1.9152488424222567,-1.0448141105100004,2.0012521080416605,0.0,0.0,-0.6049113567523818,2.7765127318387157,1.3800233778632855,0.20502673977902586,2.185500002589071,0.16648169369195082,-0.21800962568530347,0.0,-0.1754704671401116,-0.00822997706268251,-0.366107160732496,-0.1124084828367562,0.05938910337399845,-1.0474363875324155,0.7307768625964757,1.271004425602898,-0.13848179662639098,-0.5097837477260321,-0.025032371643875836,0.009758485247544276,1.4377861488940495
14,2195.0668896291863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5355839167280068,-0.33699443924529887,-0.13956765749060482,0.0,0.11684462183508337,-1.2482774839646362,0.0,-1.0378513357618377,1.3833885598695792,0.2255968122804498,2.81897225867762,-0.1152906833520663,-1.4586281810411812,0.0,0.03372043439798089,2.5811698657663067,-2.222687009297286,2.1545759875741757,0.0,0.0,-0.2976606607863057,2.9401900097509026,1.143377425254303,-0.7160258335905755,2.3668344876174707,-0.2947272807278853,-1.035721594083367,0.0,-0.17698035795898412,-0.001081937708711048,-0.3281544734017431,-0.1071943940803392,0.08949338236537822,-0.935211482901108,0.6877360002616892,0.9686463970397152,-0.38385873625316846,-0.6192450251925515,0.04792881281863573,-0.13852276181626713,1.5984986433142714
15,2187.582818637335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5745272111490336,-0.4319747007544739,-0.47426905581897594,0.0,-0.06539383079213007,-1.598562375801405,0.0,-1.0120199245307369,1.355404229562443,-0.06093415297540872,2.8006357164879647,-0.1509090033914398,-1.7458506405229632,0.0,-0.17331662767466005,2.874775079092418,-2.665469711627259,2.322636244299876,0.0,0.0,-0.317357638269476,3.0002533002581906,1.3127824777862747,-0.8658430714893811,2.3317291423510187,-0.4564707213704256,-1.3936641359875228,0.0,-0.1751597234707052,-8.576789951482866E-4,-0.3198347842389051,-0.10876941076827946,0.10191968352896211,-0.9254001520375048,0.6900104609327522,0.8768878233150725,-0.49102715385265944,-0.5466655960596438,0.09068325864113486,-0.18259064634772107,1.5114121917494718
16,2179.333677289479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8023963594386325,0.5158147386669159,-1.3153855504380545,0.0,-0.24180327145285457,-1.9988180208139839,0.0,-0.3945106600507696,1.988151410774354,-0.8685421217150416,2.2904052020441172,-0.61176461601093,-2.763135603608395,0.0,-0.4892836082342572,3.421432349820259,-3.975037061815245,3.0687010339788263,0.0,0.0,-0.9579194971844722,3.6335116347834733,2.053133414225896,-1.4571733700873322,1.95528086870188,-0.7743294421213434,-2.6669479157851566,0.0,-0.14235343895778882,0.004287467653176162,-0.20831064409783662,-0.10804557112251652,0.16427817070197423,-0.3677369034664103,0.5351673088323856,0.06926176404194906,-0.9461728419753532,-0.37187491448354026,0.2621491592760506,-0.37309939825486493,1.3243236422132534
17,2171.879167783302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.868158683805169,0.6808543593568095,-1.5684979834838044,0.0,-0.4408764181287367,-2.09332907556657,0.0,-0.1620096404860871,2.2726223656204443,-0.9874173045295008,1.9888379739008841,-0.7437852812220904,-2.8908937278298774,0.0,-0.3672754330388359,3.7377563079287413,-4.062731581260663,2.9454697779549224,0.0,0.0,-1.1406808917878348,3.6584015819396654,2.215900497606461,-1.6487552608737965,2.165354640163371,-0.8254092951685882,-2.78830782136016,0.0,-0.1446876681370544,-7.76005229375187E-4,-0.21083993065902598,-0.10878493074847842,0.1847128128577257,-0.21959892754635368,0.4776808051399589,0.03253528534606079,-1.0810337499666818,-0.3392008019603586,0.3140807588606854,-0.42545361104497054,1.2893278049471815
18,2160.16725006216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8718388119046148,0.9475352199672176,-1.883853706133356,0.0,-0.562345665632591,-2.3179867577473727,0.0,0.07284930667674097,2.4703558584746936,-1.3123816093738427,1.8922547819918156,-1.2842019964385707,-2.971856326799547,0.0,0.013916310838028523,4.297965296277124,-4.008351102990404,2.5649366022075526,0.0,0.0,-1.4793234906270945,3.725842266232163,2.6423490071966826,-1.8231383614409014,2.141663017264188,-0.8672852275872551,-2.676844437791568,0.0,-0.17387874665009886,-0.007143334090498462,-0.23878380823948003,-0.1143995084592145,0.2184499075748496,-0.007904220129374862,0.4670576494380088,0.057349057819051356,-1.3058777005493571,-0.2565386384593957,0.407049285156716,-0.4951996369828362,1.2013198366227231
19,2149.3569588247738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9411535285866255,1.1969309031234792,-1.9991676041680524,0.0,-0.9061677232473917,-2.421017417693294,0.0,-0.0888075599110677,2.659356453820835,-1.40758729399194,1.8482366779577757,-1.2615186390649058,-2.958162999988062,0.0,0.34793294264797053,4.609906665156028,-3.8699056819518414,2.0221396106727987,0.0,0.0,-1.9140902496505003,3.9533115755266244,3.038446483175986,-2.0759865733514733,1.9232740381658384,-1.2303633661802302,-2.351950626480204,0.0,-0.16174650617180872,-0.0011287875630686221,-0.2372464599763651,-0.11542728141895472,0.24908988774539315,0.024326140938223266,0.6347683351490357,-0.09988717150018292,-1.5341816411036486,-0.13841956522203558,0.5024319912082922,-0.5708401101119782,1.0735375291577713
20,2145.901118656514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845864818726058,1.0535680567565846,-1.9709034043852207,0.0,-1.0177198359196018,-2.025056522002999,0.0,-0.3316501784753931,2.641356207719456,-1.2320380763394132,1.7475966652427488,-1.533367910125181,-2.6754205948198115,0.0,0.37265109522066925,4.855231304228372,-3.6436169130505345,1.6426214114886826,0.0,0.0,-2.6430249664446324,3.8568691072602244,3.0621082840736498,-2.2880606054645085,1.7426663527454218,-1.3534235922150752,-2.394100417889728,0.0,-0.16254582692384884,0.004125878691098322,-0.23606561650032387,-0.11414156723023804,0.27675070548317515,-0.43270392686237535,1.1204318279977754,-0.25309816682724706,-1.7927342547649725,-0.24827860587848227,0.6005762154580306,-0.6680389082766702,1.2190682517524016
21,2142.342336353784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7982657189095492,1.0511482257195737,-1.8754113844469067,0.0,-1.0771827725106435,-1.819554686637724,0.0,-0.2995707027333745,2.6180614509325526,-1.2302782080644195,1.8806195625949274,-1.563353966876762,-2.6106385667226024,0.0,0.25397113719034736,4.799416523165605,-3.5376128711140478,1.4386591395364408,0.0,0.0,-2.8101329602789082,3.8071356669140854,3.089795400421555,-2.217027974420751,1.8036808840922731,-1.4106113034632484,-2.4324276259807496,0.0,-0.17012929532847038,1.319430371574887E-4,-0.23249620751400044,-0.11603384789813763,0.2830912051385414,-0.6180749157021617,1.188654691512466,-0.2246121397122726,-1.8812394119044498,-0.25594453720807614,0.6405214429871786,-0.6950856275776941,1.2256662774361342
22,2134.0692535043845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6850256991676371,0.9927695658714973,-1.6031665698799813,0.0,-1.156166250183161,-1.7401684932921175,0.0,-0.5173221404144019,2.751007438042853,-1.135706799549,1.9632602772400627,-1.578986296050139,-2.4045726572215638,0.0,0.10499482057156453,4.42275731394143,-3.186967941858115,1.56881065559294,0.0,0.0,-2.830949318245156,3.645887367726339,2.844984451857199,-1.6803225688947456,1.8490154023877075,-1.4489635026519931,-2.2727945538076,0.0,-0.19410627617081944,-0.003716072252584977,-0.24496092364284688,-0.11823082061702687,0.2954421313985313,-0.7905738281503717,1.1936816614152086,0.08248083823668453,-2.07480743554577,-0.2926829751958376,0.7326150934526554,-0.7522702794298716,1.276718662512145
23,2128.188295271596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4425071419822837,0.9311128386435461,-1.3222540037208583,0.0,-1.1189468708312171,-1.642577881868206,0.0,-0.8131502622149813,2.3527953594333626,-0.15703635907878266,2.1821064398849592,-1.5153970233709428,-2.4472433147965265,0.0,-0.12536011717651327,3.7876028554783265,-2.513032790049742,1.9301295951804907,0.0,0.0,-2.660007932036042,3.2994164462500746,2.8292647528737547,-1.1657998422264688,2.109944313926849,-1.3159382236141035,-1.9471355704075868,0.0,-0.2388124995679596,-0.011217953257458058,-0.2607285277671177,-0.12313978547625229,0.31547476442053163,-0.7496386542913739,1.0608275096789492,0.4701294165370037,-2.3917926475289653,-0.2629422210425148,0.916863767585623,-0.7422156231761019,1.2390409496348076
24,2123.742180724391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3628816281722738,0.5891812182542467,-0.7924517989923177,0.0,-0.9150922538183008,-1.6374460240721884,0.0,-0.9245506093949628,2.3284794602903895,-0.04041915119550679,2.2763276279431555,-1.2983919724305997,-2.5744432343030765,0.0,-0.1987122854863752,3.7780454875492104,-2.058737956970096,2.0697007343364144,0.0,0.0,-2.4820413606011282,3.197255221634758,2.8513336263633606,-0.9682786631059546,2.2811428772849025,-1.0900446798918602,-1.9132131643207488,0.0,-0.23573115358010582,-0.010028218465559485,-0.24619597202078092,-0.1220464200609642,0.3259710854882679,-0.49243225275831176,1.0391847962144463,0.28398520133354793,-2.558297324378988,-0.18291363132822913,1.0260445208030016,-0.6802339778088116,1.1370064303327776
25,2121.1770881443063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4301959575706615,0.630151831068488,-0.6609687542215152,0.0,-0.7156930253427303,-1.8151002245039634,0.0,-0.8131225788836598,2.302524605969497,0.12473198995054721,2.307165150496603,-1.0365673985269968,-2.4932178303319494,0.0,-0.3512409352493998,4.033167441542137,-1.8678402735687176,2.041710935251971,0.0,0.0,-2.267457918934322,3.2621107125079893,2.7812175863309574,-0.5914797406144232,2.3102361401671225,-0.8701045232463904,-1.89320302380979,0.0,-0.22493545145677027,-0.01095796685882049,-0.22414757570035004,-0.12140384791274557,0.32866675728522704,-0.4717320589741484,1.120591887995869,0.03324949991337539,-2.6997843994249657,-0.1683080255134261,1.1002935550069097,-0.6349685955342647,1.1177418508375108
26,2119.7806198452463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.401038522017728,0.7247442089553574,-0.7533957929204073,0.0,-0.645115878692405,-1.7601741537218392,0.0,-0.9137346240573204,2.383857098897136,0.10452399355399222,2.3491806826024386,-0.9630056457838894,-2.540847120489183,0.0,-0.2322917851650907,4.100477752690974,-1.857850227495175,1.9742710000400099,0.0,0.0,-2.016385056883297,3.279947626057313,2.7510329474129094,-0.48217526435001545,2.3244531351012383,-0.8309699548880414,-2.0612266190082074,0.0,-0.2251374870785652,-0.009277676262929104,-0.23303835646739804,-0.12037706290126757,0.3299495012472878,-0.48162490373523104,1.2603298547226884,0.012506863714037506,-2.787708735107178,-0.13006875251996286,1.140220884533681,-0.5985609259704711,1.0741845464900528
27,2116.527775853474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3792269984833694,0.901583232020327,-0.8566974557449623,0.0,-0.5518110013584376,-1.9007388885711987,0.0,-0.9467173130225213,2.6607318227478154,-0.1671878840256616,2.3126177809927104,-0.8791814862588283,-2.5655592908644134,0.0,-0.25371696718290476,4.051583148953355,-1.9919982037932986,1.982655556033089,0.0,0.0,-1.8650931926193177,3.2921825166174843,2.96170627766891,-0.761447865209587,2.2854652253433945,-0.7792890224847995,-2.144708066908257,0.0,-0.23422021274343377,-0.011929025477799421,-0.245588074126502,-0.12148003133886214,0.3288260934789854,-0.7058456773957351,1.351688406585558,0.23505675130183612,-2.9666693301079428,-0.14550492071707483,1.2347864792838883,-0.4705989087543416,1.0928728639423857
28,2113.3647387080428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2826575581024278,1.1159536663124427,-1.1488528247940208,0.0,-0.5893470366984684,-1.9216023045314847,0.0,-1.1552104211064895,2.996687793671625,-0.5781801874196814,2.450742869909735,-0.8801481336444994,-2.6288111061608963,0.0,-0.29230232228617725,4.122562857634703,-2.6193949196428905,2.037682426883594,0.0,0.0,-2.1363068292982583,3.1821454581300017,3.021833829193757,-0.943793581217679,2.4353223850323635,-0.8525575411698572,-2.00230867889745,0.0,-0.23588492576604078,-0.010820865240198077,-0.23312439979066704,-0.11937348041703248,0.33663555587819227,-0.6298554697815528,1.258351092096016,0.3441271504946194,-3.2277142582978513,-0.14482005124955258,1.4425252177573096,-0.20310230700536358,1.0790750954871264
29,2112.1263927655045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2883619548698966,1.1724180682113505,-1.1504520949141939,0.0,-0.7884175459645975,-1.8460933609779784,0.0,-1.156658454907448,3.0843056655654455,-0.6443898862396228,2.4887318984076283,-1.0516097704114846,-2.400314414835207,0.0,-0.3677059961179149,4.256095093392993,-2.7521367704140203,2.2062242975258854,0.0,0.0,-2.0742303153610546,3.217271178766078,3.164908758940678,-1.0366428692090193,2.4700151065369766,-1.0804980065594008,-2.044259167526507,0.0,-0.2408624534626164,-0.01229066423604986,-0.2322710399117822,-0.11926420905425662,0.34469179418503665,-0.5560548741942494,1.2490353721951646,0.336067526988141,-3.320471543523147,-0.10987068781350812,1.6113683930757339,0.033140187601479354,1.0186488840647554
30,2110.5326294116153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3047507938807188,1.245874565016961,-1.1889760212673515,0.0,-0.963285083076892,-1.829688628389746,0.0,-1.1428146834954442,3.1793375467469542,-0.7012762939269349,2.499355015495919,-1.268590750941575,-2.5986051959516208,0.0,-0.5034068577571491,4.358988038975438,-2.67635579324576,2.326266354719538,0.0,0.0,-2.041603265914363,3.2313968872886205,3.1828577811142256,-1.0834004440318254,2.516612944674933,-1.2471715516126802,-1.9508993091084896,0.0,-0.23809157884180687,-0.011106054055432673,-0.2264099988707081,-0.11781804390056332,0.3530509587729022,-0.6458738964889393,1.4015165053016583,0.2269901651380402,-3.3991911182643637,-0.12073951209684972,1.882525994966223,0.3898808213496857,0.9989482186900591
31,2108.7859394307297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20090220206874,1.6969227128849171,-1.1311393477975247,0.0,-1.349631257340218,-2.828740193037035,0.0,-1.4102875069871603,3.50835509888441,-0.47809430430047534,2.7853365795925096,-1.5960433110557255,-3.1060760828173977,0.0,-0.5101500975352563,4.680398876210299,-2.090579391393974,2.3320142485284454,0.0,0.0,-3.016179918451367,3.1662094938232936,3.445892372967984,-1.120128675908929,2.7177824855382875,-1.6459231653594895,-3.108355839080391,0.0,-0.25023987616646587,-0.012382709944834765,-0.23854514224551265,-0.111600224708156,0.3755232810289366,-0.927985577772619,1.904714005273115,0.1171821262038681,-3.8651673415692915,-0.20128882634532355,3.9560300548707192,3.244467239701069,0.8210329749072647
