Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_c,g_walk_grad,g_walk_vgvi,g_walk_stressJct,g_walk_stressJct_c,g_walk_aadt
10,2390.1081710923168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1459823484315361,-0.6725409359765822,-0.13592994333538005,0.0,0.6172557361462538,0.7965527623385253,0.0,-1.6489697131355139,1.5962639280084283,0.8637635616317162,2.276421983731268,0.3717376248000384,-1.035586112616353,0.0,-0.34323753569355997,1.7072035079194734,-0.2596174864355147,1.5251367012929553,0.0,0.0,-0.7985971452287379,4.741922395628077,1.3283386562406423,0.5568782970562055,2.7368609399296226,0.30094749562139944,-0.2336046796616857,0.0,-0.21578708620936174,4.897607397564261E-4,-0.11309675099445998,-0.1730083892333836,0.022799807878828432,-0.7583961522247156,0.5549445624758486,2.567369363253543,0.011852921307563965,1.1704519553134618,0.13128750611139087,0.2517252068429731,-0.331704559662315
11,2363.6716738794303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1378282979248586,-0.3114820206486218,0.09687895895974444,0.0,0.5424480123501412,0.462225904708477,0.0,-1.5673020044545296,1.913867512933876,0.7803421025137444,2.9519323933879997,0.47907484614249785,-1.1614647685761932,0.0,-0.1029536530006473,1.2360004228786945,-0.8356828755671988,2.1560605122137524,0.0,0.0,-0.7956269385132445,4.783960341756429,1.6191488877746905,0.5832248528304643,3.1811388114472945,0.1103747047089654,-0.34211138357045767,0.0,-0.21647885762003344,-0.006765042935312857,-0.0970768887655917,-0.17265898224521847,0.0312151955787302,-0.8424791925285265,0.91102093458769,2.2526324919649734,-0.003715518106110479,1.1627766868215106,0.191382028338313,0.4026548637675834,-0.336256061397852
12,2345.951375398914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0592838946458274,-0.23294761449311183,0.11302961965966167,0.0,0.44015152970783106,0.08771304171668853,0.0,-1.6567308454179177,1.8573544327006395,0.6123684179825736,3.1104965874236474,0.40446766871071593,-1.152798556804924,0.0,0.16872777651970805,1.2055736916259936,-1.0536460519569915,2.624108076721377,0.0,0.0,-0.7290055897602379,4.696296991197219,1.7646428793982316,0.5550135064329405,3.4576773460127685,0.07470019358208385,-0.4447615756206813,0.0,-0.2558081544282099,-0.011787972311156927,-0.11838948124357639,-0.17523770458864102,0.0375996279433071,-0.8684694954828788,1.1668982371304488,2.203645850800849,-0.01282528133754239,1.2311683327744751,0.241196055797252,0.5145425275989771,-0.4188296398282031
13,2323.0597479750895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1894439471384777,-0.3286376365464261,-0.14182031922446192,0.0,0.25919792251438584,-0.7614155160491274,0.0,-1.6424449908610428,2.080491412379142,0.49098649281289164,3.564853969822219,-0.007453687299583345,-1.0769891825770845,0.0,0.22419003235135057,1.3285753328512133,-1.278085496511832,3.136877040109678,0.0,0.0,-0.5113413830726604,4.383102808421585,1.7060172751342793,0.1760795503345579,4.009217915707346,0.11185766216562698,-0.7964758450627443,0.0,-0.26388384564884027,-0.014816719498086205,-0.12607241064395835,-0.16628783068179126,0.04720041935395629,-0.9483915565330684,1.3956505437166378,2.091101038922909,-0.0418644752612708,1.0330950989908265,0.33009569922652326,0.7318022607526342,-0.21239332547632028
14,2304.080679861221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3462880146025729,-0.13941006011532342,-0.3078607937283627,0.0,-0.09651532131418711,-1.1715932622027492,0.0,-1.5546079996060143,1.8954252532168505,0.12344201647718289,3.8108715138535287,-0.12575846863399426,-1.2578008322545702,0.0,-0.12443343474446542,1.443651532191258,-1.346817400252891,3.3042088702871646,0.0,0.0,-0.44124913366738167,4.258053774057011,1.6743523064983103,-0.1871454362605433,4.422721156095317,0.10875912757721042,-1.1812817962362878,0.0,-0.264958501786262,-0.013472792829078248,-0.12103616211582656,-0.16432897845193079,0.053411972494719434,-0.9908647694663839,1.4079081707743348,1.8884335252009137,-0.06466790048423408,1.0366568383867019,0.42906268890207383,0.9491935341434865,-0.26826241399818573
15,2280.3425575420924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1572655776050733,-0.08283486721062902,-0.8004997748502901,0.0,-0.06862617227764248,-1.4878709865759894,0.0,-1.3140422979037083,1.830070258675077,-0.16053145287313036,3.845862882341071,-0.24888067590921834,-1.6427245819721592,0.0,-0.514457959639236,1.685892848661327,-1.463034796979931,3.667768431751239,0.0,0.0,-0.653057638571531,4.229733222178655,1.5940338340296765,-0.6642800049489708,4.444164480517833,-0.36618995722847036,-1.6817236083924414,0.0,-0.25941215496455255,-0.020383625139769684,-0.11858977445263946,-0.1602621987392374,0.06387209948853347,-0.9438100382745551,1.4542122655038712,1.5310977778407928,-0.10498510349574941,1.0406119049161282,0.5770458240596636,1.275996531306288,-0.34337568066927615
16,2250.5242085257414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4433303511085562,0.15188338880824073,-1.324379786478033,0.0,-0.35441739514884996,-1.5790472150266956,0.0,-1.3737831546061203,1.9773156437413815,-0.3268232785343257,3.580177156353919,-0.5939509711599269,-2.100404028454079,0.0,-0.6768887223909783,1.9894270982443079,-1.7637551351424543,4.068080182899939,0.0,0.0,-1.0138048416093217,4.220062737621922,1.6914579118884663,-1.019275336122452,3.9416282901258946,-0.43385045593629123,-2.256288242272772,0.0,-0.22524523097597965,-0.0031971266913856447,-0.0975458802136078,-0.14796415752693182,0.07763724117554197,-0.8265563361864384,1.4786234037893653,0.9494468949888937,-0.16566463410499013,0.932315729915657,0.7773397070832393,1.7459662259382456,-0.3126365033704398
17,2194.3489874408347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8001079782048048,0.7377558938815553,-2.396723493808304,0.0,-1.2979386130647577,-2.0834540706357103,0.0,-0.6243745760653597,2.5898308527649316,-1.1907880045848622,2.872324249667806,-1.6578703838035,-3.150969949862625,0.0,-0.1638471462847504,3.4290820236594346,-2.879502574099006,2.7702249434511983,0.0,0.0,-1.265147026429222,4.207866155464819,3.245780904008789,-0.9930025458290338,2.5826581292474375,-1.5073804084681508,-3.430866677099378,0.0,-0.24720562517648748,-0.010414480679429726,-0.12698076412388387,-0.13324083375588658,0.12454239109800402,-0.3411779217990489,1.4588152825837248,0.008008356129439398,-0.3692814917196159,0.3878522061487889,1.4583809454171144,3.4780950145555947,0.08587752331800452
18,2141.681499656268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0123392006853376,1.738230068242688,-2.268789806485371,0.0,-1.6055556547659768,-2.648930013702889,0.0,-0.12656083995509798,3.2376153380466883,-1.2934450336823327,2.049296289175774,-2.091006597429637,-3.317831460740949,0.0,0.2893259506055994,4.357875680644253,-3.427266043359372,1.904899451527768,0.0,0.0,-1.7861601811281056,4.312680658389508,3.286191989562993,-1.504725302400876,2.076960301034071,-2.042392788989601,-3.602467402734068,0.0,-0.2877975320095043,-0.01965570669076975,-0.14541986771865104,-0.1213796444419075,0.151437729472905,-0.24584768126198117,1.4721383460211206,-0.24473809987699557,-0.4832182256077401,0.33363318782962365,1.816856295067967,4.341895571495441,-0.010101960692705025
19,2128.1796653277866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0913299188891514,1.7925422931765513,-2.125956290388428,0.0,-1.6586125229869222,-3.010447278481281,0.0,0.13761721450635794,3.3415962444152565,-1.4855850157280674,1.898257382045402,-2.163931075928441,-3.3161011516969667,0.0,0.22628673642029368,4.584282862092263,-3.5531658132627006,1.6964592925461424,0.0,0.0,-2.516958114590574,4.223623901348499,3.4895837803210283,-1.5848282374541447,1.8502793428087565,-1.9843005437652386,-3.301273140302049,0.0,-0.29620066368187253,-0.026531210724687778,-0.14110107999279375,-0.1217606129113011,0.1607761647347335,-0.39942634028895563,1.480257569081709,-0.2033982948374712,-0.5198917589612994,0.25238298215809185,1.9029110864135592,4.603494230499237,0.0297225375122249
20,2123.7791025843753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.074456042549737,1.6228234617740565,-2.050925841440724,0.0,-1.7701317612234067,-2.963570029205793,0.0,-0.007244701857942543,3.399313351635854,-1.468015059242012,1.8391861437759345,-2.0805451829335433,-3.4153492944048742,0.0,0.29317886783632374,4.536491125882834,-3.526523684388742,1.5716627544471529,0.0,0.0,-2.7640731566210133,4.089040238619316,3.490188023626385,-1.716916772208235,1.988429185698393,-2.0418918834075455,-3.171032089822099,0.0,-0.2860584910924957,-0.023299724975236615,-0.1372476896922311,-0.11832747841510644,0.1643539338593683,-0.4514409188071008,1.5390586932461419,-0.19930867792665716,-0.5303237877224051,0.2210438496920792,1.895873951181239,4.647465993499273,0.059883284500535774
21,2119.832582673748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0022905493794756,1.5443293501845872,-1.9117791437101808,0.0,-1.7484918467840145,-2.843506230645678,0.0,-0.2001277565703329,3.3373042522272955,-1.442904890266166,2.0344327914003495,-2.2185694246583756,-3.5097619529382347,0.0,0.3692201461270193,4.467134047104594,-3.432483022087559,1.455284082341827,0.0,0.0,-2.9304554957318754,3.977793473584779,3.4156973328755633,-1.8489897937228568,2.0118794249698673,-2.045529693726266,-3.04839214558497,0.0,-0.2929838142864672,-0.019810770785380984,-0.13862174639163502,-0.11605653780172004,0.16799710313016622,-0.5149885895531775,1.6082844400127982,-0.14306337455765405,-0.5393586243790707,0.2344154605204428,1.866079193936293,4.659216665395122,0.040719472067894856
22,2104.1628338269898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8751265830483301,1.4605352493847208,-1.5073078277356837,0.0,-1.903240300137437,-2.257540128093678,0.0,-0.40554987680766674,2.969253823667195,-0.4710512206280322,2.435033579693544,-2.2463606257680673,-2.8633773602759596,0.0,-0.0502339122041619,3.9014030723477235,-2.5274823785737013,2.026752400343237,0.0,0.0,-2.8574036861039014,3.7537538454857926,3.023758243490389,-1.241163189814288,2.4352507824295113,-2.182521295433431,-2.7153488749549344,0.0,-0.29656930415276117,-0.02394851616378308,-0.1332431728494471,-0.11299560774502104,0.18864330661716125,-1.0643028108230235,1.8064713663535774,0.5696263203219475,-0.5555095069413808,0.3036513077451414,1.4745025238997174,4.473412616157362,-9.109697338074083E-4
23,2099.584870293389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8791183914018343,1.3204735431056602,-1.2401474873851803,0.0,-1.8553695387937252,-2.2882647490778676,0.0,-0.5822677339684263,3.093037453143654,-0.5458858687973291,2.546057838711916,-2.108792861785723,-2.8303698338499106,0.0,-0.17193822105896278,3.7978717322012767,-2.241225878613606,2.2139454468751274,0.0,0.0,-2.701996546406795,3.7836537803146126,2.734435437438123,-0.938294420374877,2.435078763848819,-2.189562219242884,-2.615351926628823,0.0,-0.2772720558591379,-0.018272247958044056,-0.1285856505281021,-0.10968568385437918,0.19388077933964254,-1.092216992481446,1.7534006881007338,0.7016605059771908,-0.5534505187662709,0.3451498176585681,1.3370841741336166,4.387393051061718,-0.0331027770679637
24,2095.8098436796417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8113324923658534,1.19426606496135,-0.898698360324943,0.0,-1.4416248682858697,-2.414904353525522,0.0,-0.5342805814616159,3.062484467523697,-0.36112089951082893,2.511141816471613,-1.857240015199935,-3.161682834080125,0.0,-0.16225992095729383,3.7241001192684746,-2.1707052507240765,2.3375373048152124,0.0,0.0,-2.566287575001402,3.7291471195419783,2.6945452022871685,-0.8004503569178307,2.6071112209283807,-1.734757761443323,-2.8121742943845263,0.0,-0.2609534492111157,-0.01713700829146741,-0.12911494249840386,-0.10865861201727867,0.20050185105087429,-0.9315882113624956,1.5049700883093367,0.8825046995847626,-0.5218311632001318,0.3741305245433304,1.1329379883865403,4.277250361417361,-0.045530327730767726
25,2094.9239555797185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8147137639295967,1.2055078541874613,-0.9139382796015135,0.0,-1.3735418701301565,-2.558365066856321,0.0,-0.6262460488401104,2.9979747973431135,-0.25612968100172473,2.560927761188694,-1.7030351110281134,-3.2192374537581046,0.0,-0.15907579809533023,3.67320304926941,-2.1758717067212205,2.320051719791725,0.0,0.0,-2.533376008425099,3.7469490401381016,2.7082570262533343,-0.81623227509621,2.5557102183905984,-1.6770576902496113,-2.8209808214430496,0.0,-0.2573163118512168,-0.015137663469459868,-0.12888686147234435,-0.10852049069476863,0.20354623672590338,-0.8906324317956771,1.4199225092524517,0.953791951798167,-0.5062317281238163,0.3806737047623867,1.058084660260521,4.238889863111582,-0.04527486713333083
26,2093.8873774010644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7658615055162439,1.2771427618638138,-1.0506689338011002,0.0,-1.3052088843157303,-2.5784245785408317,0.0,-0.7275577688874885,3.0564003780572255,-0.3522313164700085,2.5949084878213906,-1.5846586707954613,-3.1434950904338237,0.0,-0.12215932139263394,3.52019982011564,-2.2004000991282644,2.2633692787614885,0.0,0.0,-2.646931662867418,3.7001300593968844,2.685593083937964,-0.8016229180723075,2.5349702949486885,-1.591691718282966,-3.003513300826274,0.0,-0.2714757674498096,-0.017283404836135923,-0.1329663633630932,-0.10965454222347613,0.2148347098937039,-0.8948514696001708,1.3291804335603152,1.166509886455492,-0.45665787441213407,0.39606774933456523,0.8662994728681231,4.146327948868271,-0.05096049457659787
27,2091.355960249285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7211643627489839,1.35081734878758,-1.2319715102154196,0.0,-1.3708285439369843,-2.476161688399996,0.0,-0.7299864564154717,3.1927671755001934,-0.5703988191560555,2.522477363675268,-1.7111674508214514,-3.213719619315937,0.0,-0.21666856574809135,3.51098020536669,-2.3729689748486136,2.352085546215108,0.0,0.0,-2.6458868916600657,3.6912457532484986,2.879740363964125,-1.0449377386301628,2.5203140742177967,-1.5856185083299752,-2.7054821493197077,0.0,-0.2816823811736161,-0.019353413891136387,-0.14015533886618844,-0.1125680988646235,0.2587327257895179,-0.8851761055507775,1.2100059117349966,1.3963396256195477,-0.2672928221125356,0.42046766596358115,0.19996992208667763,3.844981638578981,-0.03511983782677196
28,2089.838037914368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7047692941098678,1.2725228170902836,-1.2405449943936835,0.0,-1.3829528682597223,-2.4008089581670977,0.0,-0.7794334546377556,3.1520556815278487,-0.6283568148254058,2.5977408628998835,-1.6934095399474232,-3.0258082498754932,0.0,-0.28432936183850255,3.8225909796029875,-2.654221711410661,2.2906065957083954,0.0,0.0,-2.77740455727985,3.713064922449954,2.9224717482586287,-1.0854268276703076,2.5359740281295973,-1.5875189975912525,-2.699736462971501,0.0,-0.2621996047836081,-0.015647893576707168,-0.13687203805295675,-0.11208666704230694,0.29273815523866503,-0.8871614247214725,1.2775068008307278,1.2163372584999965,-0.1289504217274909,0.44840496362092536,-0.25944706559666425,3.6342759398419546,-0.04676380631975515
29,2088.6482101422644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6998657231439858,1.281110521863266,-1.26770827309179,0.0,-1.2376743047189902,-2.421950170900149,0.0,-0.7767715321132436,3.152959551534494,-0.5962940265780787,2.5907340128637495,-1.559023109949136,-3.109081562221228,0.0,-0.34577237705854313,3.949754892523077,-2.464410741432192,2.199734914798849,0.0,0.0,-2.764720033282049,3.6757967841747003,2.9540922200375266,-1.0284175883125322,2.5061938701362285,-1.4445467722403593,-2.6892336613002135,0.0,-0.260318796128278,-0.015783041508903695,-0.13627474081479463,-0.11220700351612369,0.3435636843979498,-1.1506490923880621,1.6703464684672906,0.9531555648309977,0.04640271087773029,0.437538830404199,-0.736075956324215,3.440188919664805,-0.030215014334741618
30,2088.0408700562775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.664887297330224,1.201664527943898,-1.1271506952447214,0.0,-1.2135218936170447,-2.418653431129777,0.0,-0.828477631511143,3.1226612855837423,-0.5413769741969405,2.5571501988012337,-1.5382761718733249,-3.1308763044123027,0.0,-0.4918019417727687,3.9635882445545545,-2.5632452428942183,2.212501551030539,0.0,0.0,-2.735784408945749,3.606553717948328,2.932594948926351,-1.0128624887809783,2.444849955743114,-1.445383038552035,-2.730423768745911,0.0,-0.2743560948160324,-0.017738639507861715,-0.1384850362084777,-0.11335565236459165,0.3745727394604298,-1.2370881577906467,1.7275464810893937,0.9557471205667577,0.158554487116485,0.4266171643286663,-0.9903366965796563,3.342786369722034,-0.022354895430152556
31,2087.3915236652856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6038190285367737,1.2395778547598926,-1.134716523240939,0.0,-1.196639476801271,-2.4109849809260595,0.0,-0.8797805387864028,3.100775597623217,-0.4693860866085423,2.5953664962865206,-1.5522899061197806,-3.135508123756312,0.0,-0.5549926429525408,4.018940857397468,-2.593534036662697,2.26354518411798,0.0,0.0,-2.822184918378523,3.50460286805547,2.8579441925612095,-0.8810656756409145,2.535329012892504,-1.4357010539920645,-2.633157238506899,0.0,-0.27840205246588573,-0.018258326796838135,-0.14302706169141696,-0.11373929165488995,0.4109996747422664,-1.07022554291356,1.5901169124843848,0.8750615254781526,0.2997103277984974,0.41583878601993207,-1.2431925518581817,3.2528423713021146,-0.018587218008007878
32,2086.9485014758156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5746146610091087,1.246270589120717,-1.0656345702950318,0.0,-1.1804242631279318,-2.397988820366607,0.0,-0.9046176721640076,3.117550515110538,-0.44854793529994746,2.6295743345166787,-1.539392750977338,-3.03022143394003,0.0,-0.5679595957637233,4.046220688620689,-2.4993930349855553,2.324819937480429,0.0,0.0,-2.879130989174874,3.4801961463804516,2.9308055286049655,-0.9242861252507937,2.5635831977255568,-1.447274946095051,-2.626535476843156,0.0,-0.27708850198927043,-0.018290049585329822,-0.1468070978989486,-0.1141068373553146,0.4383599727976957,-0.8997594280267994,1.4627086511184384,0.7872994140812262,0.4050712895467284,0.40713078398942915,-1.404177583412795,3.208796152373492,-0.014780275071890007
