| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_carP                       |  1,4978722 | 0,66717 |   2,24511   | 0,02476 *   |
| b_carP_p.age_group_agg_15_24   |  1,2915757 | 0,58592 |   2,20437   | 0,02750 *   |
| b_carP_p.female                | -1,0987976 | 0,41897 |  -2,62263   | 0,00873 **  |
| b_carP_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carP_hh.cars_gr_2            | -1,1141787 | 0,51792 |  -2,15126   | 0,03146 *   |
| b_carP_hh.cars_gr_3            | -2,3209947 | 0,53589 |  -4,33112   | 0,00001 *** |
| b_carP_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_pt                         | -0,9859263 | 0,69189 |  -1,42498   | 0,15416     |
| b_pt_p.age_group_agg_15_24     |  3,1592781 | 0,57481 |   5,49620   | 0,00000 *** |
| b_pt_p.female                  | -0,4743703 | 0,39474 |  -1,20171   | 0,22947     |
| b_pt_hh.cars_gr_0              |  2,5522451 | 0,24175 |   10,55728  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,4626841 | 0,51882 |  -2,81925   | 0,00481 **  |
| b_pt_hh.cars_gr_3              | -2,9675866 | 0,54003 |  -5,49518   | 0,00000 *** |
| b_pt_hh.cars_gr_23             |  0,0000000 |         |             |             |
| asc_bike                       | -0,4093224 | 0,73137 |  -0,55967   | 0,57571     |
| b_bike_p.age_group_agg_15_24   |  4,7513870 | 0,68942 |   6,89189   | 0,00000 *** |
| b_bike_p.female                | -2,6274035 | 0,51760 |  -5,07609   | 0,00000 *** |
| b_bike_hh.cars_gr_0            |  2,1443582 | 0,31601 |   6,78566   | 0,00000 *** |
| b_bike_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_23           | -2,7315263 | 0,61210 |  -4,46258   | 0,00001 *** |
| asc_walk                       |  3,4091919 | 0,67706 |   5,03527   | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  3,0307499 | 0,60936 |   4,97366   | 0,00000 *** |
| b_walk_p.female                | -0,9531892 | 0,42171 |  -2,26029   | 0,02380 *   |
| b_walk_hh.cars_gr_0            |  2,5005662 | 0,22195 |   11,26615  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,3380629 | 0,52206 |  -2,56305   | 0,01038 *   |
| b_walk_hh.cars_gr_3            | -2,5677050 | 0,54877 |  -4,67905   | 0,00000 *** |
| b_walk_hh.cars_gr_23           |  0,0000000 |         |             |             |
| b_car_time                     | -0,2717505 | 0,03162 |  -8,59525   | 0,00000 *** |
| b_pt_time                      | -0,0173217 | 0,00714 |  -2,42521   | 0,01530 *   |
| b_bike_cost                    | -0,1364699 | 0,02194 |  -6,21886   | 0,00000 *** |
| b_walk_cost                    | -0,1428575 | 0,01008 |  -14,17000  | 0,00000 *** |
| g_bike_stressLink              |  5,7743221 | 1,95641 |   2,95149   | 0,00316 **  |
| g_bike_stressLink_c            | -1,8361814 | 2,13130 |  -0,86153   | 0,38894     |
| g_walk_stressJct               | -0,1774025 | 1,65678 |  -0,10708   | 0,91473     |
| g_walk_stressJct_c             |  1,3477530 | 2,04062 |   0,66046   | 0,50896     |
| g_walk_aadt                    | -0,0638681 | 0,07032 |  -0,90822   | 0,36376     |


Iterations: 117

Start LL = 4864.317465400571
Final LL = 2084.0113943302767
