Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_stressJct,g_walk_stressJct_c,g_walk_aadt,g_walk_aadt_c
10,2341.731560594873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5209270721964949,-1.3797268621699064,-0.4201971499823015,0.0,1.1154120928733608,0.4748234033824654,0.0,-0.7933365110820685,0.7132020977254,0.3564799128343891,1.9700206791798038,0.39962837991702327,-0.8815868111728852,0.0,-0.2861803783931137,2.131229212146224,-0.1984411448762993,1.620044821370874,0.0,0.0,-0.9808815431031599,2.806010595877584,0.9431697062643141,0.5688495845869579,2.226152050241304,-0.42318481327845525,-0.0740787187103949,0.0,-0.10911843543131765,-0.00892932432373718,-0.1483324772027792,-0.0772231489117934,1.261420084010765,0.0,0.12285063658649494,0.83454402911212,0.37937113701282177
11,2307.638049200409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7339567056667131,-1.2184287191818877,-0.2684613457816795,0.0,0.963055141463536,0.5361468333645096,0.0,-0.9665630150945008,0.6106146555292316,0.3115456672899438,2.3212754216911997,0.3777281953023446,-1.0137499328933863,0.0,0.06950453173952809,2.553833885828619,-0.3753791603484711,2.1638667812296766,0.0,0.0,-1.0284579896252497,2.8140907629945096,0.9411674143289588,0.540760807457829,2.568236577734184,-0.19359902209991295,-0.19705934428710845,0.0,-0.11054124093612099,4.5338564468147373E-4,-0.16834553391891333,-0.07584324055159287,1.4784151652654716,0.0,0.14816702132149817,0.866342665903734,0.324502446369256
12,2269.580892460999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8949672299642144,-0.8085251162580988,0.06601122114119329,0.0,0.6884804716640204,0.2770154971954991,0.0,-0.74742348859246,0.8769287763021807,0.4987065154420657,3.2160905087171043,0.3194216100292766,-1.1221948779979307,0.0,0.35898878389600236,2.5080483547550134,-1.1121542008258498,2.6068444835082496,0.0,0.0,-0.8294064880849373,2.7460917553770634,1.137548703228144,0.335505174531518,3.5324348633015075,-0.08764170038598017,-0.38221157587621446,0.0,-0.11392808585297431,-0.009701747892193325,-0.16801544475454766,-0.07627446484018349,1.7260972211926628,0.0,0.20445256740576434,0.9293027111529049,0.19941096225813795
13,2251.2521219176365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8859656981592088,-0.7970634300347186,0.021818936866396958,0.0,0.6796411705224572,-0.32782526205190565,0.0,-0.8548327286841748,1.0237809352126586,0.5075093977131777,3.5242361986249042,0.07665640296467102,-1.0666542304846964,0.0,0.3384295887893921,2.4492952072740817,-1.5084112961250813,3.1248011200874175,0.0,0.0,-0.7111472842911952,2.7467463268895713,1.1486669971853642,0.08563188742551692,3.5606344988734357,-0.15202405402411956,-0.3608705259509252,0.0,-0.11614713220274561,-0.009123470861927172,-0.16455396213376458,-0.07563694673350692,1.880363871823612,0.0,0.24478378649493637,1.004406104941705,0.06979658281339854
14,2233.903794266156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.139738690989755,-0.9091701883515733,-0.18007397446676063,0.0,0.22292680256942837,-0.8224176957275366,0.0,-0.9854628660098873,1.1152627253941436,0.2729916013096697,3.6084571053200234,0.21120502798019694,-1.1163809015959767,0.0,0.008838198476904924,2.386823606031861,-1.8219600523480945,3.5688875321590374,0.0,0.0,-0.5981305017111891,2.744148646125699,1.3907430635467082,-0.1145431241554184,3.602020746691666,-0.22281688955859472,-0.4872901020096735,0.0,-0.11199043471686339,-0.006035377040933074,-0.1517011216117542,-0.07664113250157437,1.7761646893960412,0.0,0.3047525711984411,1.0955968686766597,-0.09188955308905372
15,2215.2585838971786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2296190788906383,-0.627343123137555,-0.33385878642585776,0.0,0.05400311295105967,-0.9956008985894699,0.0,-0.9150984825796072,1.1590170462258087,-0.18715421883638345,3.690567216491595,0.2028049234693333,-1.3259046422533136,0.0,-0.5205606612082839,2.544076652606309,-1.989975852715519,3.7854004528884366,0.0,0.0,-0.5545146309877317,2.926468198401841,1.2861695866184315,-0.6018535301423088,3.5185088513687517,-0.48766288683737724,-0.9267103244717318,0.0,-0.12434766215679464,-0.006839096117189361,-0.13696793672776747,-0.07700513165650857,1.5168017983299675,0.0,0.37094324772612053,1.2998045508570284,-0.42259740087423864
16,2194.6383821197214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2705315008878595,-0.5295513953427825,-0.8874506059900118,0.0,0.003976423561980455,-0.8965453229705715,0.0,-0.6732203404736226,1.3221709998497317,-0.5876494509082746,3.618801938709128,-0.3369808190625896,-1.6235728975987245,0.0,-0.7646162640163425,2.712882405263207,-2.1720268273146393,3.666106576710948,0.0,0.0,-0.6073191596284433,2.912406187358249,1.6779464066089174,-0.7445049562646053,3.2509914111606473,-0.39487881819399934,-1.4857962504672617,0.0,-0.1466031841518696,-0.01153936187961834,-0.13479610595580255,-0.08147100139129196,1.4361030835211719,0.0,0.5004759072266658,1.5018455214822821,-0.7794877722276223
17,2171.250237328416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3445524512771674,-0.27935995306012523,-1.4427908886833307,0.0,-0.12408685848381067,-0.8357008784005471,0.0,-0.5019403920030308,1.8958896370652538,-0.546823533625469,2.8902459637475615,-0.5388739863007814,-1.937735116901495,0.0,-0.6411184500459763,3.0554174831309413,-2.3650064076744868,3.3904673392953577,0.0,0.0,-0.7846510469533238,2.9781235686793965,1.9116889272664581,-1.0126586457783526,3.0536907633114354,-0.47099430563899586,-1.787055603206641,0.0,-0.14608413554350133,-0.013402822484218854,-0.13712539903376436,-0.08132395483184589,1.5437106118661443,0.0,0.666506445788643,1.7881082862036783,-1.2800706550598833
18,2142.6662886156278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5546239118714569,0.4211814450008567,-1.669110430433562,0.0,-0.28653885060246853,-1.0356111456527861,0.0,-0.36649105074614,2.2907975818531168,-0.6298408571928171,2.4794748327069205,-0.5611635184124489,-2.3748353782266727,0.0,-0.31873162937744204,3.545573931747985,-2.5970444724133834,2.659651239771332,0.0,0.0,-1.1892308689236635,3.374646643493452,2.605058958219039,-1.0664452027792906,2.280438507993667,-0.5753911001682827,-1.4911303978342363,0.0,-0.15531137523807223,-0.011802571893347855,-0.14558632125552204,-0.08786329618012485,1.5518283007963514,0.0,0.9367102698159089,2.1613597854146764,-1.8904769587740198
19,2141.2822157488927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6708839010714156,0.15504781848759785,-1.3364373055631464,0.0,-0.5132292480753644,-1.7676214822211098,0.0,-0.49348519843769356,2.4169830861142803,-0.9376223628553387,2.263968715239466,-0.8454727244810589,-2.2523379007207316,0.0,-0.10438885616304616,4.543677933879961,-2.6156105192366224,1.2318016299489487,0.0,0.0,-2.0308991182788474,3.18761312499114,2.9570530512457323,-1.6491532085374048,2.2582240196362116,-0.4698589434047352,-1.2632720113177285,0.0,-0.1886010871740546,-0.011077069982433522,-0.1726809267740102,-0.09203588922360229,1.4556053745910684,0.0,1.3554620989130783,2.39665555887024,-2.328802972899206
20,2133.107803411504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.601855588757375,0.14756276012396982,-0.958847186488311,0.0,-0.5693791485043147,-1.764728293790813,0.0,-0.6356381612943951,2.412228540491795,-0.7346740291139687,2.1546375799754527,-0.8628437969835394,-1.9604364525284526,0.0,-0.12539159755884263,4.6388465275289485,-2.8763431582400996,1.102330713789995,0.0,0.0,-2.6819766679994146,3.1761426273252065,3.1626217356994477,-1.8173984065265723,2.0336742143076423,-0.5624139348293024,-1.5710028266579061,0.0,-0.20115264126161636,-0.011487412052352906,-0.1709494115986286,-0.09463669569714818,1.3735228794389935,0.0,1.6017277242989247,2.084204400925665,-1.822626821548593
21,2117.9558125984267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409566460752501,0.3649338286015325,-0.7640755580061286,0.0,-0.8024495062955572,-1.6668593461964296,0.0,-1.1359583075985276,2.606951836609322,-0.7151798015342212,2.2616584868418057,-1.0963215406422093,-2.003339749375381,0.0,-0.32259108043143125,4.242515668996131,-3.1731647500228384,1.430251907049512,0.0,0.0,-3.2682842626697797,2.9496396379200567,2.832802021688201,-1.0590531476991898,2.094512171131959,-0.9133305725562881,-1.8541305904027925,0.0,-0.22940815699779737,-0.006897804162854952,-0.1650152599816355,-0.09604701053493268,1.3399700239712646,0.0,2.3367243102497253,2.1608870971562584,-2.0198324965312136
22,2108.8552698234207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.349575280843156,0.8213303520991075,-0.9848141141241245,0.0,-0.9472799541081948,-1.8101008388908493,0.0,-1.0527579686034,2.242700531398962,-0.07249648989115598,2.31589668532038,-1.3858530056630538,-2.2354970136997476,0.0,-0.6971880280844447,4.139823669367121,-2.8280163776823892,1.9957228502290696,0.0,0.0,-3.3396993209861314,2.8066544366943535,2.950126809537596,-0.9028000707862933,2.363843270096968,-1.0363836671243756,-1.8702441500811153,0.0,-0.27362848133095596,-0.015006630327487738,-0.17396879683389038,-0.10214498924217232,1.258348867695427,0.0,3.079858688970226,2.1842303183004796,-2.1243036732219314
23,2101.5860052730645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4148463685783206,0.9997298939998527,-0.8031272989656785,0.0,-0.971241069160499,-1.9373918993131098,0.0,-0.9405066238988655,2.5755669867160758,-0.18650708745611244,2.31692068050661,-1.5242580140354702,-2.4662544451633046,0.0,-0.708482073645976,4.107174166650456,-2.248400053951986,2.344900979678802,0.0,0.0,-2.773252687903889,2.911810491028157,3.1192572671319327,-0.8649963824175216,2.44699422229578,-1.0747121093415488,-1.9583228712294944,0.0,-0.28541480258458446,-0.018183014669082214,-0.18716746710735135,-0.10500612525061957,1.4227365275345008,0.0,3.6406544014342916,2.001149699523529,-1.8599361999867987
24,2096.925207425792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4555715881317228,1.0127825406960393,-0.7891832661827799,0.0,-0.9420095619674002,-2.006485502499966,0.0,-1.0333698401376972,2.6183612523056845,-0.07036060972206372,2.397104449684844,-1.4128392942240726,-2.513220333000418,0.0,-0.6398392660125969,4.2608541579458405,-2.247798657637619,2.3106028714598232,0.0,0.0,-2.351199134979437,3.0367746880772786,3.2703363457906636,-0.8502697549696864,2.3237981584954404,-1.1466019218935202,-2.321856579662682,0.0,-0.2809294033583601,-0.015664705877752337,-0.19348694473174216,-0.10554073531075106,1.5441972033029279,0.0,4.097363334578147,2.021511992475453,-1.9324938145874915
25,2092.183210470105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5010952629357763,1.1038406085134314,-0.8277732577490886,0.0,-0.789760292573112,-2.22901973938818,0.0,-0.831686710721045,2.7720215339728194,-0.09886492006898621,2.3325113013420014,-1.252953717493011,-2.6917872854364266,0.0,-0.7068378734073157,4.626678936928151,-2.501257298498469,2.3455645165482673,0.0,0.0,-2.1879442107793308,3.1492043384017254,3.2939284180924067,-0.6129287387479609,2.287351280141269,-1.0083202718841076,-2.529638806747958,0.0,-0.27301854271709075,-0.019751206113115167,-0.190536006884158,-0.10778056434971535,1.514907289156382,0.0,4.7413228202078175,1.956150668252611,-1.8824040316211785
26,2088.845227820577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4397428331683397,1.1218933548017784,-0.9350086092664347,0.0,-0.6576172741664463,-2.195015520622329,0.0,-0.953140958106414,2.989934695559438,-0.2533912011448056,2.387386065025022,-1.1007479134475346,-3.3809086615510338,0.0,-0.6436461381672952,4.6484422545959605,-2.736942964157195,2.3826722874805313,0.0,0.0,-2.422800499399817,3.152686896359223,3.524503976810358,-0.9330859463663237,2.2902195540955597,-0.9295493604294714,-2.507018861526951,0.0,-0.24874881123227657,-0.013966846020925124,-0.17834737543817106,-0.10787903992153422,1.5360378310883631,0.0,5.667841027050065,1.8942865585037594,-1.8713351720376714
27,2085.932159874527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.461085318848578,1.364887110374282,-1.2376813034726148,0.0,-0.7784102413596264,-2.1690381088981,0.0,-0.9361155611795147,3.2550646411807493,-0.4879505706936941,2.555186418722919,-1.098357547793469,-3.0789386032846093,0.0,-0.4912421947779474,4.717839661566297,-2.632363120009493,2.440808242130164,0.0,0.0,-2.776303935431154,3.2254205582095463,3.7562820256579093,-1.1064207319298263,2.365917728696862,-1.0689368777437809,-2.507925433758648,0.0,-0.24368886730164427,-0.016338863741900328,-0.17792581144279085,-0.10977890414733994,1.5933108830010856,0.0,6.29610568853681,1.9057497838979598,-1.9485324215430815
28,2083.9709493590162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.503512206193672,1.4629663703447886,-1.4151037655312957,0.0,-1.0668041892268174,-2.110503789925617,0.0,-0.9789407938401526,3.3392019826970083,-0.5678020070767759,2.6473243532159794,-1.3393847651720128,-3.02185416306533,0.0,-0.4635209322413868,4.980582063815182,-2.7714819346673862,2.3536711821626515,0.0,0.0,-2.7577868493070152,3.2861491705229384,3.8053325291523854,-1.1786590312443954,2.411369923821297,-1.35802002576356,-2.3823843705778662,0.0,-0.24724439813991692,-0.015503443536661887,-0.18285898976591902,-0.11127124713917055,1.6519971333587808,0.0,6.721738022105581,1.8068514177488457,-1.8190601593003248
29,2082.0657281998156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5452755413993187,1.4645254067540405,-1.2920857002504762,0.0,-1.264278152013044,-2.0937148949081745,0.0,-0.8646865382671176,3.436090880298011,-0.6587077099297656,2.5820010720258852,-1.595851648944922,-2.9751295776329365,0.0,-0.4511974674834084,5.2279735974031745,-2.9565430775803305,2.4077416477358375,0.0,0.0,-2.778832838596129,3.3704264288159607,4.039833617441657,-1.2987712038366372,2.4146187584728573,-1.5745065785776315,-2.366106216684928,0.0,-0.2595732257207205,-0.018584808879816943,-0.19006680574080892,-0.11482730084808228,1.6835614510557173,0.0,7.198213865205924,1.8424968614909432,-1.9164015569816228
30,2079.3054549831413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.608370243511113,1.6307171895406953,-1.3663968478409145,0.0,-1.2948135789690882,-2.688275118617394,0.0,-0.8420262339149105,3.531698066222821,-0.768980673905754,2.620247119229918,-1.6115495032505398,-3.218825461595889,0.0,-0.21285759405748633,5.413164622237006,-2.9688389942356044,2.303849448350787,0.0,0.0,-2.9361730474950387,3.486160353483559,4.247000458771507,-1.3667970773602987,2.5065937175300883,-1.591373855221508,-2.85213846345939,0.0,-0.27877009039076517,-0.02075423455379629,-0.20580956013988402,-0.12062738534219354,1.773123786385155,0.0,8.188814243964721,1.7717267004459791,-1.8837594456618667
31,2077.0901926673723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6899417569462873,1.4624938596019483,-1.0268425585194967,0.0,-1.39538681539654,-2.6768363515390234,0.0,-0.8022494580773801,3.3970321291935646,-0.443185871562788,2.6704964460760534,-1.7252811540505197,-3.251087308754575,0.0,-0.22822847337209337,5.312656884657707,-2.5657226388056698,2.3195267473703987,0.0,0.0,-3.0584708779715952,3.5717605053551615,4.137654658934485,-1.0564257338348084,2.5812232592356974,-1.6163411422143075,-2.875378491844721,0.0,-0.2808278714063537,-0.020018827565958942,-0.2017690045124428,-0.12488125084055168,1.7647694351004588,0.0,9.563962248368766,1.6809587013172438,-1.8865123423201275
32,2076.323375650753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7568464587445916,1.4811421985395983,-1.186317803954796,0.0,-1.4094739122222004,-2.6458529759787366,0.0,-0.7212457520080241,3.3702805130985323,-0.5376281567590953,2.6191252437091244,-1.7745657970390485,-3.3456972582577174,0.0,-0.14688853422681603,5.234291548903533,-2.7097857589318535,2.3441023075448153,0.0,0.0,-3.12384352266273,3.685743067455523,4.14370418171387,-1.1792466256646081,2.5739615341365756,-1.6540252754623088,-2.830103465945944,0.0,-0.27920156333362345,-0.018948571646498644,-0.1979496207495015,-0.1271664920724005,1.750302559227729,0.0,10.428540249628309,1.5685587280534714,-1.8089087031014697
33,2076.0629304672993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7940374952204836,1.4181498046313716,-1.2261267878570774,0.0,-1.3880891196747909,-2.626018379100371,0.0,-0.6746084997240307,3.3023833034355707,-0.5713674800348164,2.6181653063628465,-1.7483492255578972,-3.336900386069106,0.0,-0.10220863791263221,5.106779385928449,-2.7360219889352178,2.344101774598459,0.0,0.0,-3.068015466009713,3.734876148330057,4.050993336353665,-1.1994302568798618,2.5722126268737906,-1.6402331431883004,-2.7967656096543987,0.0,-0.2755641417166667,-0.018473550995714492,-0.19452763273050616,-0.1273688254547961,1.7456617161155834,0.0,10.620927588140473,1.5120038384935575,-1.7663590582245494
34,2075.6810342537037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8269758783995569,1.2695227736035457,-1.2486471015493883,0.0,-1.3022281833099374,-2.519857511111808,0.0,-0.6206108364620812,3.1444841360906057,-0.5999552416008535,2.610712883937647,-1.6516673520519416,-3.208713869282537,0.0,-0.05328919285670706,4.880046282737803,-2.7569285073348917,2.333750965610509,0.0,0.0,-2.911800500726776,3.7698166692002806,3.8635453378710816,-1.2129273304339239,2.5641139181580717,-1.5596664534332048,-2.6825157113904186,0.0,-0.27191257064998775,-0.018410040594909943,-0.19058856381278202,-0.12734893637709502,1.743460868860766,0.0,10.539431475952128,1.4278312103399544,-1.6872123189804435
35,2075.1034098197188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8137553122174497,1.171087667227219,-1.232560963981169,0.0,-1.2216267586207403,-2.4201034688279477,0.0,-0.623716813501248,3.0444146979595765,-0.5976993883114626,2.591951489124391,-1.5676928320200756,-3.083505481175935,0.0,-0.054307587112823394,4.759711644216869,-2.7466791449388253,2.3113911230784603,0.0,0.0,-2.789447847682678,3.7444754988487152,3.769764488683746,-1.200152721759402,2.5502870605852395,-1.4760863269357964,-2.5808246506355284,0.0,-0.27231515280470125,-0.018850361175784473,-0.190209799630744,-0.1277036206693467,1.7529086713234452,0.0,10.156102997969938,1.4061829409587703,-1.674293707596357
36,2075.0921761267846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8019136743102384,1.1500633949283439,-1.2226422774354107,0.0,-1.2001025110282857,-2.392951042981805,0.0,-0.6335384124422174,3.0235587437872034,-0.5908982032883473,2.5870716829344897,-1.5455989424946435,-3.051437297058335,0.0,-0.061185375950281146,4.738412002196516,-2.737487452074339,2.305289882899664,0.0,0.0,-2.759685908774168,3.729455539376396,3.7551748318088842,-1.1924877413485504,2.5473089549974164,-1.453088101753285,-2.554119050750913,0.0,-0.27276765106654016,-0.019025566410070582,-0.19045870934750245,-0.12796184043737888,1.7597542059078484,0.0,10.01701898419784,1.3974545210669915,-1.666372863722489
