| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_carP                       |  1,4903578 | 0,66400 |   2,24453   | 0,02480 *   |
| b_carP_p.age_group_agg_15_24   |  1,2892128 | 0,58481 |   2,20449   | 0,02749 *   |
| b_carP_p.female                | -1,0989252 | 0,41867 |  -2,62482   | 0,00867 **  |
| b_carP_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carP_hh.cars_gr_2            | -1,0973643 | 0,51660 |  -2,12420   | 0,03365 *   |
| b_carP_hh.cars_gr_3            | -2,3118274 | 0,53472 |  -4,32343   | 0,00002 *** |
| b_carP_hh.cars_gr_23           |  0,0000000 |         |             |             |
| asc_pt                         | -0,9829573 | 0,68862 |  -1,42744   | 0,15345     |
| b_pt_p.age_group_agg_15_24     |  3,1488284 | 0,57352 |   5,49033   | 0,00000 *** |
| b_pt_p.female                  | -0,4709393 | 0,39449 |  -1,19380   | 0,23256     |
| b_pt_hh.cars_gr_0              |  2,5440002 | 0,24161 |   10,52928  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,4454384 | 0,51749 |  -2,79315   | 0,00522 **  |
| b_pt_hh.cars_gr_3              | -2,9543573 | 0,53873 |  -5,48391   | 0,00000 *** |
| b_pt_hh.cars_gr_23             |  0,0000000 |         |             |             |
| asc_bike                       | -0,3034416 | 0,71698 |  -0,42322   | 0,67213     |
| b_bike_p.age_group_agg_15_24   |  4,6271195 | 0,63693 |   7,26467   | 0,00000 *** |
| b_bike_p.female                | -2,6052143 | 0,51617 |  -5,04722   | 0,00000 *** |
| b_bike_hh.cars_gr_0            |  2,1932796 | 0,31414 |   6,98175   | 0,00000 *** |
| b_bike_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_bike_hh.cars_gr_23           | -2,7387218 | 0,61193 |  -4,47554   | 0,00001 *** |
| asc_walk                       |  3,3847549 | 0,67374 |   5,02380   | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  3,1068725 | 0,60891 |   5,10238   | 0,00000 *** |
| b_walk_p.female                | -0,9718942 | 0,42202 |  -2,30296   | 0,02128 *   |
| b_walk_hh.cars_gr_0            |  2,5021242 | 0,22225 |   11,25803  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,3284993 | 0,52087 |  -2,55055   | 0,01076 *   |
| b_walk_hh.cars_gr_3            | -2,5587350 | 0,54768 |  -4,67194   | 0,00000 *** |
| b_walk_hh.cars_gr_23           |  0,0000000 |         |             |             |
| b_car_time                     | -0,2731509 | 0,03136 |  -8,71144   | 0,00000 *** |
| b_pt_time                      | -0,0178287 | 0,00711 |  -2,50700   | 0,01218 *   |
| b_bike_cost                    | -0,1566115 | 0,02763 |  -5,66860   | 0,00000 *** |
| b_walk_cost                    | -0,1369659 | 0,00777 |  -17,62531  | 0,00000 *** |
| g_bike_grad                    | -5,6051905 | 6,79190 |  -0,82528   | 0,40922     |
| g_bike_stressLink              |  3,9638892 | 1,22182 |   3,24425   | 0,00118 **  |
| g_walk_stressJct               |  0,5936445 | 1,99444 |   0,29765   | 0,76597     |
| g_walk_stressJct_c             |  0,9342546 | 2,29181 |   0,40765   | 0,68353     |


Iterations: 71

Start LL = 4864.317465400571
Final LL = 2084.5281544253476
