Iteration,LL,asc_carD,b_carD_p.age_group_agg_15_24,b_carD_p.female,b_carD_hh.cars_gr_0,b_carD_hh.cars_gr_2,b_carD_hh.cars_gr_3,b_carD_hh.cars_gr_23,asc_carP,b_carP_p.age_group_agg_15_24,b_carP_p.female,b_carP_hh.cars_gr_0,b_carP_hh.cars_gr_2,b_carP_hh.cars_gr_3,b_carP_hh.cars_gr_23,asc_pt,b_pt_p.age_group_agg_15_24,b_pt_p.female,b_pt_hh.cars_gr_0,b_pt_hh.cars_gr_2,b_pt_hh.cars_gr_3,b_pt_hh.cars_gr_23,asc_bike,b_bike_p.age_group_agg_15_24,b_bike_p.female,b_bike_hh.cars_gr_0,b_bike_hh.cars_gr_2,b_bike_hh.cars_gr_3,b_bike_hh.cars_gr_23,asc_walk,b_walk_p.age_group_agg_15_24,b_walk_p.female,b_walk_hh.cars_gr_0,b_walk_hh.cars_gr_2,b_walk_hh.cars_gr_3,b_walk_hh.cars_gr_23,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_stressLink,g_walk_stressJct
16,2240.528055896423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3657504802717286,0.41158409073211755,-1.3620758610766206,0.0,-0.2650141714888321,-1.3978587057707155,0.0,-0.40982727013053694,2.2382307061647246,-0.9154393060403841,1.74967112931451,-0.5352770649389005,-2.253652276047416,0.0,-0.5550264172439269,2.668006256166228,-3.909616400617541,1.9272795481280287,0.0,0.0,-1.266266451736562,3.3085720210803706,1.7421354081056923,-1.5120926289747565,1.6769048308579098,-0.6580732496393245,-2.097267440752812,0.0,-0.03283675507946056,0.01025199593867691,-0.04496394266209902,-0.0579228946510152,0.11235556243447031,6.842406003887432
17,2221.5576974984115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3356204732209276,0.3125648057806407,-1.5477106912759306,0.0,-0.34084733345547846,-1.466250244642479,0.0,-0.3195719445820211,2.1260512812831505,-0.9075557675467874,1.5520701384058855,-0.9179705587842577,-2.2068786594382765,0.0,-0.37197399041335166,3.23478797053903,-3.3794253644323895,1.4631070978031961,0.0,0.0,-1.5051032906890458,3.1666257548560215,1.8436721673577465,-1.6361472505030634,1.9320268609380626,-0.5794692623947291,-1.704947183644229,0.0,-0.050287928617063826,0.008490593990190516,-0.061063701382128084,-0.06047858251308007,0.4080985150370374,6.695963867777891
18,2212.055912079814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3844092108906232,0.17330218539690886,-1.5256799901620748,0.0,-0.42397683317400736,-1.218325333364659,0.0,-0.4080112728138179,2.1977461706491135,-0.7012879087834694,1.6837052832089316,-0.7808199711483867,-2.0441720089414,0.0,-0.3307514666926862,3.5589405455997136,-2.90249152072463,1.400231169560294,0.0,0.0,-1.8207481122301559,3.1982592500983205,1.8255249190152312,-1.6012668739700748,1.8071509863026913,-0.7114187336582785,-1.5498387505198898,0.0,-0.0635009327416276,0.005266251521715783,-0.08158727525105244,-0.06181935887949511,0.15322933007518452,6.473853551812077
19,2193.617786759113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1203853928262966,0.07104588810945354,-1.119638864529733,0.0,-0.5207335826501793,-0.7160942149042541,0.0,-0.7847074943284682,2.0525008722554228,-0.5044619298080373,1.5772610005196042,-0.8645385683239925,-1.3282705311433065,0.0,-0.7347605948868692,3.0511938129700877,-2.0200894781914944,1.114352020638615,0.0,0.0,-2.4475541394316567,2.999082161725372,1.8676837580047314,-1.158348139750292,1.5502804863398716,-0.9432421748256674,-1.3739959341937313,0.0,-0.12605256246960728,4.2644322328382056E-4,-0.08388182892144662,-0.06428199000234763,-0.37315869739757884,6.68285332463554
20,2179.938130590598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9408093695675851,0.2648508446812687,-0.7191364509372752,0.0,-0.4568125172237505,-0.5623191560007351,0.0,-0.999162257006196,1.9066078432592266,0.2565842168004471,1.9726780974802276,-0.9143710069042075,-1.519613050742601,0.0,-0.9914579876730364,2.8146256185483676,-1.8237177417874784,1.8927801331129508,0.0,0.0,-2.5425556890947054,2.6161739186767585,1.5037458533067558,-0.0625464728609364,2.158397505345949,-0.7511074805271808,-0.9329615993521058,0.0,-0.1643798644509922,-0.0036731633104770695,-0.09039688480103183,-0.06552229749129788,-0.30525554499581575,6.594242008142807
21,2172.2778742596356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.913076171928132,-0.07586717419739636,-0.2223107333569932,0.0,-0.3860173587984814,-0.7220147552847705,0.0,-1.3670053973984124,1.8559718070055338,0.26306100025578616,2.4003364078945943,-0.775608231622661,-1.7451378473171035,0.0,-1.1487713036138882,2.910173441378238,-1.5614086251555275,2.2532282342998693,0.0,0.0,-2.015469224451708,2.5319535374779503,1.5524670418865816,-0.03910380712533797,2.3902321995582336,-0.7319531296319788,-1.1837983778211347,0.0,-0.15810941424238506,0.005442928833925208,-0.09198183874234038,-0.06468975756240491,0.09809521727715609,6.563742722184277
22,2167.4209920994717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0267077125710873,0.013135829886913614,-0.06724314772041345,0.0,-0.14222607263094073,-1.146104036127673,0.0,-1.1360962976977562,1.924396874617786,0.4766433683268959,2.3188001760065435,-0.5709731806326804,-1.7285420361934445,0.0,-1.2389851172749424,3.171421389691576,-1.4090345766996888,2.5627807908642772,0.0,0.0,-1.5381415209472329,2.6626439606933867,1.9733361757872,-0.16607483588146377,2.385496057088321,-0.4524393649155342,-1.5419097787915899,0.0,-0.16909807074157202,-6.932116074652179E-4,-0.10051104588739673,-0.06781289508165668,0.09804771618838873,6.602539458940837
23,2162.7960595916747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0795818573416769,0.1872739700669515,-0.3668408603398391,0.0,0.01487274144538614,-1.2753061060197561,0.0,-1.0980984346425273,2.091409670428343,0.25221493783578697,2.2463442509240386,-0.39656232783300305,-2.095089087378053,0.0,-1.2749461620904825,3.4601166927594846,-1.4454101735167435,2.42056825840348,0.0,0.0,-1.3430267167966512,2.749728374375624,2.0049315916995347,-0.13200372312375155,2.280802156672723,-0.3029404298735351,-1.806297509451331,0.0,-0.17202356936644936,-6.192901757902301E-4,-0.10576562554831057,-0.06757524066603074,-0.056408453944831266,6.731425874500742
24,2157.972639434723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0840365710892208,0.5080939500234175,-0.7538232761865248,0.0,0.04424461229470768,-1.482319454983702,0.0,-1.2655392003117194,2.2474919901991988,0.04410441992705813,2.4389356873635273,-0.2544229021528992,-2.372092281429826,0.0,-1.047521699650015,3.720154481367937,-1.9933654289534606,2.2637134233602243,0.0,0.0,-1.8746563629180266,2.7694966462202553,2.3879897967890233,-0.6789717773311795,2.3318930068968786,-0.27241918143184046,-1.9226260383743996,0.0,-0.1714923476704401,0.0026663504561459765,-0.10844138442301844,-0.06777662953520147,-0.15877468524771132,6.858603695860398
25,2155.754765892923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1809321850745376,0.7622209847147208,-0.8897600414307483,0.0,-0.12111653715019909,-1.6869967514522817,0.0,-1.21825702633889,2.807012800803497,-0.567910973688792,2.583923019376192,-0.35963513453105855,-2.2618808533986967,0.0,-0.840105659619142,4.140450060178581,-2.5363470739425025,2.289664255505987,0.0,0.0,-2.377569794547573,2.830029686197671,2.6442180572859244,-0.9090383492535433,2.469171115031879,-0.36173245192070275,-1.9613350052277703,0.0,-0.1737069702890885,5.9533155228037524E-5,-0.11339350534894706,-0.06817904704753999,-0.23894512039335117,6.943400116285906
26,2152.3923445100445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2893979516945726,1.0737104938321134,-1.251661566682077,0.0,-0.5919969030552314,-1.6011130850189994,0.0,-1.1942426697900748,2.9979578312213295,-0.7148052911666539,2.666124092961198,-0.7733159196237891,-2.1466849050600407,0.0,-0.908858099311135,4.54635656645385,-2.9469145181673366,2.367407709459788,0.0,0.0,-2.4089031858387147,2.9837826712496196,2.8619464008583675,-1.107881828326406,2.4619178085893783,-0.8613814169547311,-2.0232109920146013,0.0,-0.174732779537232,6.734654652837863E-4,-0.11407856307322888,-0.06881006084242228,-0.22763013877954347,7.032348277373556
27,2151.6602679374746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3260131088121494,1.092236945693941,-1.2455735077837875,0.0,-0.7415410102970679,-1.6324510716242593,0.0,-1.1335535347923753,3.059698708330994,-0.7632976407007044,2.621508167124698,-0.956316032566453,-2.352553542281663,0.0,-1.01501968799864,4.584871439172438,-2.9344859940521233,2.466322767638974,0.0,0.0,-2.4496960747174272,3.0023836261807033,2.946911753071268,-1.236386555005121,2.451258717700328,-0.9942392503922062,-1.9531276034056293,0.0,-0.18213822434439197,-7.866090526009963E-4,-0.11517537768990113,-0.06923047764851316,-0.34424601265753413,7.040763244539388
28,2151.2445411550525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4022559664909353,1.3319847865353096,-1.2045900297123169,0.0,-1.229359511872649,-2.530906355616403,0.0,-1.0966515134337553,3.1234861123921287,-0.41488719608709784,2.6478949492347312,-1.5283887042061448,-3.1131301012534616,0.0,-0.9840549673496415,4.546275614598396,-2.2152721958382022,2.4669409127976536,0.0,0.0,-3.0135206283602463,3.1242245374944018,2.9876411314836013,-0.9842507594381176,2.4770393430552127,-1.5086614873962207,-2.8753400018384543,0.0,-0.19507803153380573,-0.002437112508610891,-0.1185754797377884,-0.07081706487000262,-0.24080043539938603,6.938101176248085
29,2150.3564842193177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4074642623641949,1.2606474145808473,-0.9582972029218939,0.0,-1.264521143862762,-2.555889255790305,0.0,-1.068688993076937,3.1218758405903415,-0.2348759073283962,2.5365688941328255,-1.619945826477636,-3.2860213071639452,0.0,-0.9275863112980438,4.6477203949680606,-2.3251554315367784,2.3046135075638974,0.0,0.0,-3.07943519080501,3.1668556024162493,3.0154799807607056,-0.8720462756840339,2.4069876244141803,-1.5757042145131104,-3.013134238045976,0.0,-0.19395843105104832,-0.0018917658337941614,-0.11869502453747496,-0.07105944995728308,-0.22528367703679658,6.9161353268010055
30,2148.9966810473215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4619903955520954,1.1566649125054786,-1.0942548085125399,0.0,-0.9575701901708061,-2.042629613260023,0.0,-1.0505191721169094,3.086260268791156,-0.4826401541224238,2.600234368275335,-1.2719204317775978,-2.7926159427149395,0.0,-0.9090170677463217,4.645245719115764,-2.648117983075291,2.3877445051512267,0.0,0.0,-2.762079738030271,3.1609996864464955,2.9805786222893333,-1.0585636180455003,2.4672652997923343,-1.251452305874627,-2.463041149916717,0.0,-0.18946841840145162,-5.115694710839953E-4,-0.11891272085702209,-0.07018140536316649,-0.3389360356617823,6.902509999555595
31,2148.776083762253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4958237481878607,1.1904418612844372,-1.0830255025908933,0.0,-1.0556944824810697,-2.1844029738695494,0.0,-1.0195650550278186,3.1204219738069385,-0.4650001799574372,2.5934186363627165,-1.3829377312237838,-2.9350805533041644,0.0,-0.8744284367001585,4.648398781825091,-2.6006044709861365,2.384345071271534,0.0,0.0,-2.882065680591972,3.2005811866177587,2.9972194911330794,-1.0442940939644434,2.461235807409804,-1.349758919305451,-2.6044342563764884,0.0,-0.18957159518631359,-4.812025866448388E-4,-0.11930172131379493,-0.07027687262484984,-0.32095512401441884,6.8391174914334245
32,2148.6643134823244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5476968431280027,1.2025732128489488,-1.0645921763191106,0.0,-1.139049886357251,-2.314222128719359,0.0,-0.9787773426515505,3.1286662520419344,-0.4295105348644465,2.593468869283011,-1.4705956351244842,-3.047264309792816,0.0,-0.8339245793263423,4.655511203809169,-2.5465997835322383,2.3773003163734443,0.0,0.0,-3.0062393772952385,3.251339343215754,2.9930960201993604,-1.0112000120856204,2.455102425675921,-1.4329514270795556,-2.741858151997906,0.0,-0.18842377822593354,-1.2215370334695897E-4,-0.12038517345369878,-0.07024859622960723,-0.3580059331224973,6.727958786413168
33,2148.5279487336365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6285530200546818,1.2078271962642455,-1.0829742183526982,0.0,-1.2033658568074141,-2.3794298895584207,0.0,-0.9025540830064259,3.1398370388220362,-0.4539630869626088,2.588019994622638,-1.5445070534188723,-3.1258980291881477,0.0,-0.760023232619239,4.658361568371822,-2.561984730122176,2.3753122457173266,0.0,0.0,-3.100462189656372,3.3269206861734295,2.9952569657996246,-1.0355192402849913,2.451859882107253,-1.4950378704635339,-2.7951980809554775,0.0,-0.18660841154903432,4.1523386931325017E-4,-0.12159660688865166,-0.0702853753315538,-0.3656362847403504,6.509777747153729
34,2148.3662630829012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7020853741670332,1.1975845223942045,-1.1026571525355993,0.0,-1.2386138829099402,-2.4116234769542038,0.0,-0.8285070058284529,3.1290791651168632,-0.4755866112245691,2.5849081163808516,-1.5793516814324786,-3.1556346538237885,0.0,-0.6982039145250075,4.667360959334978,-2.5893684821268974,2.3704141818054385,0.0,0.0,-3.1673206982397386,3.394540729518485,2.986475207770753,-1.055631355421367,2.4463313192176908,-1.5279432710302465,-2.8206832258632915,0.0,-0.18454135896685972,8.612767081810678E-4,-0.1234525816616213,-0.0704701579745035,-0.40105484340598696,6.184951818063865
35,2148.14279631507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7619768136953622,1.173537423446291,-1.1287909505704894,0.0,-1.2426316590005821,-2.402916820919631,0.0,-0.7567832606834658,3.099479057476483,-0.5070307191942998,2.5825250506888215,-1.5767014276745823,-3.1414539882056336,0.0,-0.6514942359206504,4.682499605450495,-2.642539485984093,2.3668682685200784,0.0,0.0,-3.197555597755835,3.4485655161393756,2.971718014536567,-1.087144498850695,2.4421792445786625,-1.5284615691151273,-2.8011854206061244,0.0,-0.18272812705203384,0.001070443351131557,-0.1263199320187275,-0.07111846547533308,-0.44022463243211096,5.584919611490298
36,2147.923354967722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7540539763388803,1.1502403087298216,-1.1388470831253186,0.0,-1.204090774596267,-2.3535506500743755,0.0,-0.7485449956424928,3.068344074834076,-0.5212674336998674,2.584142420164943,-1.5296126931495801,-3.0859463539105096,0.0,-0.6669591379672396,4.694685831964181,-2.681051849073053,2.369051923755052,0.0,0.0,-3.165215594341259,3.4383998773317925,2.9578996563890385,-1.1036797441033381,2.443405006172088,-1.4868191068963084,-2.7435485501350017,0.0,-0.18266883473392762,8.073708283582546E-4,-0.12894963593391381,-0.07215238262973687,-0.4619044217575261,4.886006956125699
37,2147.6852703466907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6622283254368875,1.133807567682924,-1.1228821988846631,0.0,-1.1203498308464694,-2.262347124705383,0.0,-0.8263677426901032,3.0453087569719854,-0.508179836815865,2.5904303092023886,-1.4382942078685164,-2.9904327082053337,0.0,-0.7596169171979943,4.701886273021942,-2.6893305780824526,2.377589224628867,0.0,0.0,-3.0665767539846436,3.346611091072542,2.948411909335156,-1.0949781040347284,2.4494327114318044,-1.400246559485117,-2.6473728992647305,0.0,-0.18454013034226888,1.2350684384260886E-4,-0.13115390198704308,-0.07364775782614881,-0.46726327513601645,4.0391742110683175
38,2147.5347668707436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5429510090939471,1.142786827145558,-1.0864797239988557,0.0,-1.0513405299232237,-2.1936629987321368,0.0,-0.9483316339527359,3.055491308734647,-0.47161051483516936,2.596041828044409,-1.369454907394887,-2.9237317379088483,0.0,-0.8710856634118941,4.700589284663255,-2.6538630831158763,2.3850652678678452,0.0,0.0,-2.9701749191317437,3.2278011741971686,2.9552251053647587,-1.0613218955583639,2.4534269557207122,-1.330299532005191,-2.5805259605914173,0.0,-0.18708701415192794,-4.44496353226303E-4,-0.1312953288856436,-0.07466070320015943,-0.4559939272158145,3.5627624511345393
